🔴 Chociaż krowie dasz kakao, nie wydoisz czekolady | LIVE #3
🔗 https://www.youtube.com/watch?v=TTa-380ajUY

2:  Witajcie serdecznie.
4097:  Więc jak macie kiedyś taką sytuację, że ktoś chce was w tani sposób zastraszyć, zadbajcie sobie o świadka.
4102:  Zawsze.
4106:  Breaking Bad czy Better Call Saul?
4108:  Octopus Garden pyta.
4110:  Better Call Saul, wbrew pozorom.
4114:  Wprawdzie Bartek Filip Malinowski mi bez schematu zrobił film, kiedy się zgadzam w 100% o wielkości Breaking Bad, ale dla mnie wielkość serialu mierzy się tym, czy chcę do niego wrócić.
4124:  Do Breaking Bad nie chcę wrócić, to jest doświadczenie na raz.
4127:  Jest to duże osiągnięcie kinematograficzne, dobrze mi się to oglądało, ale wróciłbym do Better Call Saul, więcej tam jest humoru.
4139:  Tak, rozgryzłem twój nick.
4151:  Wiecie, myślę, że to pierwsze, to znaczy określenie zakresu materiału i zostawienie swobody.
4157:  Studia są od tego, żebyście wy sami studiowali.
4160:  Ja dlatego na przykład na swoich przedmiotach bardzo często daję po prostu link do swojego OneDrive'a z biblioteką PDF-ów i mówię
4166:  Czytajcie.
4167:  Bierzcie i czytajcie z tego wszyscy.
4169:  Ale nie mam żadnych lektur, które są obowiązkowe na moich zajęciach.
4173:  Nie ma czegoś takiego.
4173:  Znaczy jest to wpisane w sylabusie, bo muszę, ale w praktyce nie.
4177:  I wiecie, okazuje się, że wiele więcej osób to czyta niż wtedy, gdy polecił czytanie tego.
4183:  Więc myślę, że działa ta pierwsza strategia i traktowanie ludzi jak po prostu ludzi.
4190:  Są gorsze uczelnie w Krakowie pedagogiczne, wywalające ludzi, robiących doktoraty, trwa masowy pozew sądowy.
4194:  Pewnie, że tak.
4195:  Ja akurat się wypowiadam krytycznie na temat wydziału polonistyki, na którym studiowałem.
4199:  Samo Uniwersytet Gielloński jest zbyt duży, żeby można go było tak generalizować.
4204:  U mnie Breaking Bad, ale dzięki za odpowiedź, okej.
4206:  Nie no, lektury obowiązkowe, moi kochani, nie mają szansy na przetrwanie na moich przedmiotach na studiach, bo to po prostu nie ma sensu.
4215:  Już w liceum jest tak, że nauczyciele mają do czynienia z dorosłymi ludźmi.
4219:  No to cóż dopiero na studiach?
4220:  I witamy, wszak wiadomo, cóż za nik w gronie trybutariuszy.
4224:  Liczy na jamniki, bardzo liczy na jamniki, jest mało jamników na czatach, strofuje trybutariuszy bardzo.
4229:  Ludzie bez wspierających rodzin mogą liczyć na arcymagosa w sprawach nauki.
4233:  Staram się, gdy mogę.
4234:  Wiecie, to jest bardzo trudne, bo
4236:  Jest dużo studentów co roku i za każdym razem jest to kilkaset osób, ale ja zawsze mam politykę drzwi otwartych i można rozmawiać, można po prostu rozmawiać i polecam wam, jak studiujecie, żeby wyhaczyć, kto jest taki, który traktuje dyżury zobowiązująco w tym sensie, że jest tam dla studentów, a nie tylko dlatego, żeby być, bo musi.
4256:  Ja też mam taką politykę, że u mnie dyżury, zwłaszcza jak są zdalne, są ruchome, więc jeżeli ktoś po prostu potrzebuje rozmawiać, umawiamy się i rozmawiamy.
4263:  O, to lubię!
4266:  Pięknie, dziękuję za zajamniczenie czatu.
4269:  Czy Wydział Prawa na UJ jest według mnie warty polecenia?
4271:  Tak.
4272:  Wszyscy, którzy studiowali na Wydziale Prawa i znają ich, mają jedno zdanie.
4276:  Jest tam bardzo ciężko, ale warto dla tego, co Wydział Prawa daje i jakie Wydział Prawa akurat na UJ otwiera drzwi.
4283:  Jest tam też szansa spotkania realnych, praktykujących prawników na wysokich stanowiskach,
4289:  I wiecie, idzie się na prawo nie po to, żeby iść na prawo, tylko po to, żeby się łapać gdzieś do pracy, do kancelarii.
4295:  I o tym trzeba myśleć od drugiego roku w górę, żeby wiadomo było, gdzie zrobić aplikację.
4299:  Więc im więcej takich ludzi poznacie, tym lepiej.
4302:  950 osób na live'ie.
4303:  Bardzo niemiło to oznacza, że nie zdołam przeczytać wszystkich pytań, powiedział Krzysztof, który ma utopijne pragnienie przeczytania kiedyś wszystkich pytań, co jest absolutnie niemożliwe.
4313:  Miałem na studiu pana doktora, który twierdził, że kolega z ławki to konkurencja na rynku pracy, żeby sobie nie pomagać.
4317:  Był to idiota.
4319:  To znaczy ten doktor, nie kolega ze studiów oczywiście.
4322:  Na tym polegają studia właśnie, żeby pomagać sobie nawzajem i dobrze zorganizowane zajęcia będą promować tryb warsztatowy, gdzie jesteście w parę osób i rozwiązujecie razem jakiś problem.
4331:  O co chodzi z jamniczkami, pyta Dominik, to już wyjaśniam.
4334:  Ja mam obsesję na punkcie jamników, o tym był trochę poprzedni Q&A.
4338:  I ta obsesja jamnicza została połączona przez Dolną Dominikę, która projektuje różne fajne rzeczy dla kanału, między innymi jest niesamowicie uzdolnioną graficzką z magami, bo to był taki challenge, to znaczy stwierdziliśmy, że nam nie da się połączyć czegoś tak bardzo poważnego jak mag ognia z czymś tak, no nie oszukujmy się, przy całej mojej miłości dla tych pokracznych zwierząt, śmiesznym i zabawnym jak jamnik.
4364:  Okazało się, że się da.
4367:  Wciąż pamiętam, jak w ósmej klasie wychowawczyni z nauczycielką wspomagającą gnoiły nas i mówiły, że teraz przy 36 godzinach mamy dobrze, jak pójdziemy do liceum, to się dopiero zacznie.
4375:  Tak, a w liceum usłyszycie, jak pójdziecie na studia, to się dopiero zacznie.
4377:  A, nie zgadniecie, co usłyszycie na studiach.
4380:  Jak pójdziecie do roboty, to dopiero się zacznie.
4382:  Tu jest sielanka.
4383:  Stała, zdarta płyta.
4386:  Czy określiłbym się raczej jako językowy preskryptywista czy deskryptywista?
4392:  Chyba raczej deskryptywista.
4394:  Jeżeli mnie pamięć nie myli, preskryptywizm odnosi się do pouczania odnośnie do różnych zjawisk językowych, ale deskryptywizm to jest językoznawstwo opisowe, więc chyba raczej tak.
4403:  Chociaż ja z językoznawstwem nie mam wiele wspólnego.
4406:  Oj, bardzo się cieszę, że się Juju nie czuje jako gorszy sort człowieka dzięki temu, co tutaj robimy.
4414:  Bardzo się z tego cieszę, bo naprawdę to jest ostatnia rzecz, jaka powinna się zdarzyć.
4418:  Jaki przedmiot jest najbardziej bezużyteczny w szkole, liceum i na studiach?
4423:  Każdy przedmiot, który jest narzucony, a nie ma sensu praktycznego.
4427:  Ja, jeżeli chodzi o szkołę, od kopa wymieniam religię, WF, godzinę wychowawczą, przysposobienie obronne.
4433:  To jest tak, to wymieniam od kopa, od razu.
4436:  W drugiej kolejności WOK, który powinien być połączony z historią.
4440:  Natomiast to jest na podstawie mojego doświadczenia szkolnego wyłącznie.
4443:  I jeżeli chodzi o WF i godzinę wychowawczą i religię, mam najsilniejsze argumenty.
4446:  Jeżeli chodzi o resztę, gorzej.
4447:  Witamy Piotra Sambora w gronie trybutariuszy pierwszego tiru, czyli Magów Ognia.
4452:  Wspaniala wiadomość.
4456:  Odkąd słuchałem tego wszystkiego, cieszę się, że zrezygnowałem z drugiego kierunku nauki.
4459:  Wiecie, w ogóle ten mit dwóch kierunków, pamiętajcie, to jest pewien mit.
4463:  To jest mit, który powtarzano w moich czasach, że o, a pójdziesz na dwa kierunki, to wtedy będziesz drugim Elonem Muskiem, będziesz mieć niesamowicie wysokopłatną pracę.
4471:  Nie, lepiej zdecydowanie pójść na licencjat w jedno miejsce, na magisterium w drugie miejsce, to jest na pewno bardziej rozwijające.
4477:  Nie chcę demotywować oczywiście ludzi studiujących na dwóch kierunkach, mam niesamowity szacunek wobec tego, ale jeżeli ktoś to robi z takich pobudek, że o, będę mieć większe szanse na rynku prac,
4487:  Chyba, że mówimy o bardzo specyficznym połączeniu.
4489:  O wiele bardziej mi się podobają takie rozwiązania jak indywidualny tryb studiów albo międzywydziałowe, międzyobszarowe studia, bo one faktycznie pozwalają wam na połączenie różnych rzeczy.
4499:  Siłą rzeczy, jak idziecie na dwa kierunki, to jest tak, że macie gro nieprzydatnych przedmiotów na jednym i na drugim.
4506:  A jak idziecie na studia międzyobszarowe, sami sobie dobieracie przedmioty i konstruujecie sami sobie program nauczania i to jest fantastyczne.
4512:  Dlaczego WF do wywalenia?
4513:  Ponieważ nie jest to trening, tylko są to gry.
4516:  A z tego co wiem, gier nie wolno, tak?
4519:  Gry są złe, zniszczą cię.
4522:  Żartuję trochę, ale mnie WF oduczył.
4525:  To nie jest wychowanie fizyczne dla mnie, tylko to są gry zespołowe.
4529:  Póki tak jest, puty jest problem, to znaczy gry zespołowe zawsze będą wykluczać ludzi, którzy nie są bazowo wysportowani.
4536:  Próg wejścia, moi drodzy, to samo co przy lekturach, musi być niski próg wejścia w szkole, zawsze, dla wszystkich, żeby edukacja rzeczywiście była równa, powszechna i dostępna.
4544:  Ja mówię to jako człowiek, który akurat w szkole nie byłem przesadnie, nie miałem nadwagi, ale byłem wysportowany, chodziłem po górach i wiecie kim byłem?
4553:  Byłem tym, którego wybierali kapitanowie drużyny jako ostatniego i się zniechęciłem do sportu na całe życie.
4560:  I to nie jest dobre, bo sport jest zdrowiem i wysiłek zdrowistyczny jest zdrowiem.
4565:  Gry zespołowe?
4566:  Nie zawsze.
4567:  Farmaceutę 93 witamy w gronie trybutariuszy.
4570:  WF trzeba w Squid Game przekształcić.
4572:  Wielkie nieba, nie!
4574:  Co uważam o twórczości Neila Stevensona?
4577:  Wiecie, nie wiem, czy to zobaczycie, ale... Tak, nie zobaczycie, bo tam są Kroniki Amberu za mną, ale półkę wyżej jest Neil Stevenson cały.
4584:  Uwielbiam, uwielbiam absolutnie.
4587:  Co sądzę o tekście wykładowcy, jak ktoś chce prowadzować, to niech idzie na zaoczne.
4590:  Jest skandaliczny, ponieważ studiowanie wymaga bardzo często od ludzi podejęcia pracy, niezależnie od tego, czy to są studia stacjonarne, czy nie.
4598:  I tak mówią uprzywilejowani wykładowcy, którzy mamusia i tatuś kupili mieszkanie i utrzymywali ich przez okres studiów.
4605:  I myślą, że tak jest wszędzie i zawsze.
4607:  Czy uważam liceum mundurowe za potrzebne czy szkodliwe?
4609:  Ja jest jako, pyta Piotr Sambor, wiecie, jako człowiek, który ma poglądy raczej pacyfistyczne, nie krzycznie na mnie strasznie, to nie oznacza, że odmawiam konieczności istnienia jakichś służb obronnych, ale niech one będą obronne, tak jak w Japonii na przykład, albo zaczepne obronne.
4625:  Ale to jest długa dyskusja.
4628:  Nie mam zdania na ten temat.
4629:  Mam dużo zastrzeżeń do edukacji, która przygotowuje wszystkich nas do tego, żebyśmy jak w ordynku wojskowym reagowali na wszystko, salutowali i tak dalej, stawali na baczność.
4639:  Mam negatywne opinie na ten temat, ale jeżeli ktoś planuje karierę wojskowego, to powinien mieć taką możliwość.
4644:  To jest oczywiste uczęszczać i do takiej szkoły.
4650:  Ja studiuję informatykę, chciałbym połączyć to z twórczym pisaniem.
4653:  Dawidzie, wbijaj na wydział filologiczny, humanistyczny, nie pamiętam, to jest kierunek sztuka pisania na Uniwersytecie Śląskim, tam będziesz mieć dokładnie to, ponieważ w ramach sztuki pisania też jest dużo projektowania gier.
4666:  No tyle, ile się da oczywiście.
4669:  Jakie tłumy?
4670:  Moja introwertyczna natura zaczyna się stresować.
4673:  Otóż nie mam co powiedzieć, też jestem introwertykiem.
4676:  Krótkie spodenki na WF-ie okej, krótkie spodenki na zajęciach w 30 stopni w cieniu.
4680:  Zakryj dupę bezbożnicą.
4682:  O tak, o tak, oczywiście.
4683:  To są te urocze nasze dyskusje, które mamy dotyczące tego, jak się mają ubierać kobiety i brak całkowity dyskusji na temat tego, jak mają się ubierać faceci.
4692:  Uwielbiam to.
4697:  A w szkole pływałam, o, to mniejszość.
4700:  Ale nie umiałam w siatkę, piszę White Zombie i też zniechęciłam się do sportu".
4703:  No właśnie.
4704:  Zombie powiedział o tym, żeby wyjebać z religii, a zamiast nie dać jakichś zajęć, to mają się skupiać na tym, żeby poznać różne religie.
4708:  Wszyscy o tym mówią od lat.
4710:  Jeszcze pamiętam, jak z kolegami dyskutowaliśmy o tym, dlaczego nie ma religioznawstwa?
4714:  Przecież religia jest antynaukowa.
4718:  Tak serio.
4718:  To znaczy podczas religii macie dogmaty i aksjomaty, czyli rzeczy, w które się wierzy.
4724:  Nauka polega na czymś dokładnie odwrotnym.
4727:  To znaczy, jeżeli ktoś wam mówi, że coś jest prawdą objawioną, na przykład, Olga Tokarczuk jest wybitną pisarką, bo jest wybitną pisarką, to znaczy, że to nie jest nauka, to nie jest podejście naukowe, tylko to jest wielbienie Boszka albo Złotego Cielca.
4741:  To jest na tej samej zasadzie, jak Bojżeleński wyśmiewał się z polskiego uwielbienia dla Mickiewicza.
4745:  które jest czystym uwielbieniem dla uwielbienia, ale nie wynika z żadnych przesłanek sensownych, merytorycznych.
4752:  Więc religioznawstwo jest jak najbardziej słuszne, bo fajnie byłoby w naszym świecie wiedzieć na przykład, jakie są inne zbrodnicze religie monoteistyczne, które doprowadzały do mordowania ludzi w imię jakiejś apriorycznie przyjętej idei.
4766:  Nie tylko przecież chrześcijaństwo, ale także islam.
4769:  Oczywiście to jest straszny żart, nie, tak naprawdę nie jest, a tak naprawdę oczywiście jest to generalizacja, bo dobrze wiemy, że to nie tylko to, ale także inne rzeczy.
4779:  W każdym razie myślę, że religioznawstwo, kończąc tę moją diatrybę, jest chyba najlepszą opcją, ale wciąż uważam, że to jest raczej przedmiot na studia niż do szkoły.
4788:  Sorry, jeżeli się ze mną nie zgadzacie, ale naprawdę w szkole są poważniejsze rzeczy, których się mamy wszyscy nauczyć.
4794:  Bez religioznawstwa znajdziecie pracę na rynku pracy i znajdziecie się w życiu, natomiast bez umiejętności policzenia PIT-u nie bardzo.
4802:  Podajcie mi przykład jednej osoby, która w szkole zdobywa taką wiedzę, która sprawia, że nie wpada w panikę, jak widzi formularz.
4809:  Jeżeli jeszcze nie widzieliście, to nie musicie wpadać w panikę.
4813:  Jak się zobaczy tego rodzaju formularzy, to zwykle człowiek się orientuje, że nie umie niczego, co pomaga w ogarnięciu polskiego prawa podatkowego zwłaszcza i nie rozumie tych rzeczy, co jest o wiele większym upośledzeniem intelektualnym niż na przykład nieznajomość, nie wiem, treści wszystkich sur Koranu.
4833:  Zlatuję znowu na dół czatów.
4836:  Witam wszystkich trybutariuszy także, którzy do nas dołączają.
4839:  Przepraszam, że dzisiaj wbrew naszej tradycji streamów z gier was nie wyczytuję, ale mam nadzieję, że mi wybaczycie.
4844:  Jest nas tutaj mrowie.
4847:  Patrzę jeszcze, zazwyczaj wpadam w panikę i dzwonię po księgowo.
4850:  Tak, ja też tak robię, absolutnie.
4852:  Facetów się też czepiało zachodzenie w krótkich spodenkach, czyli she's getting serious i eskaluje to za bardzo.
4859:  Czy mam jakieś porady, jak zaradzić sobie z zadaniem smutków?
4862:  znaleźć sobie coś innego, co sprawia ci przyjemność, to jest jedna opcja i druga opcja to jest coś, co sam robię, to znaczy zacząłem sobie kupować takie tak zwane zdrowe słodycze, tylko długo a propos gryzę sobie kawałek, które nie są snikersem, nie są batonikiem, który możemy kupić z łatwością oczywiście i na uczelniach i w miejscach pracy i w szkołach są takie automaty ze snikersami, prawda, 700 kilokalorii batonik,
4889:  Bo ja muszę mieć coś słodkiego, wiecie?
4892:  To był mój problem.
4893:  Owoce też bardzo pomogły.
4900:  Krzysztof obżera się batonikiem na live, zamiast czytać komentarze trybutariuszy i widzów 2021 koloryzowane, ledowane.
4910:  Witamy Michała Cupriaka w gronie trybutariuszy, bardzo się cieszę.
4914:  Więc moi drodzy, to jest opcja, wybrać sobie coś, co jest słodkie wtedy, co sprawi, że będziemy dalej zajadać te smutki, ale...
4922:  Druga rzecz, to jest też technika, którą na sobie stosowałem, kroiłem na mniejsze porcje i wbrew pozorom to działa, to znaczy zamiast zjeść sobie wielką jedną kanapkę albo tost, kroiłem to na cztery i dawałem mnóstwo różnych rzeczy, które były, no nie były chlebem na wierzch i to też oszukiwało w jakiś sposób umysł.
4939:  To jest kwestia prowadzenia ze sobą takiej gry psychologicznej.
4944:  Konsumpcja batona na 20 kasubów, tak, tak.
4948:  Na ile kolorów mogą się świecić te ledy?
4954:  Tyle.
4957:  Możecie sobie zrobić freeze frame i sprawdzić, policzyć.
4959:  Czy dostałem zaproszenie na wojnę idei?
4961:  Tak, będziemy rozmawiać.
4963:  O edukacji.
4966:  Nie gryź, nie gryź, bo cofniesz się w rozwoju i nie będziesz potrafił przeczytać pytań.
4970:  Oczywiście, no przecież zapomniałem kogoś, ale wiecie, jestem uratowany, wiecie dlaczego?
4975:  Jest jeden taki, taki, aaa, taki trik, taki lifehack mianowicie.
4979:  To nie jest pomieszczenie dydaktyczne, haha, wszystko mi wolno.
4983:  A przepraszam, skoro to nie jest pomieszczenie dydaktyczne, to jak ja prowadzę zajęcia zdalne?
4988:  Zwarcie synaps.
4989:  moim zdaniem religioznawstwo i kulturoznawstwo pomogłoby zminimalizowaniem wierzenia i kierowania się stereotypami.
4995:  Tak, zgadzam się, absolutnie.
4998:  Ja jestem zdania i o tym możecie, prawdopodobnie będziecie mogli posłuchać na kanale bez schematu, będziemy mieli rozmowę ja, Mikołaj Marcela, ten od selekcji, który wam polecałem na kanale i Bartosz Filiń-Malinowski o naszych pomysłach na zmienianie systemu edukacji, bo stwierdziliśmy, że taki konstruktywny materiał mógłby się podać, a on trochę nie pasował do specyfiki mojego kanału.
5019:  I też Bartka stwierdziliśmy, że zrobimy taki mały kolab i zaprosimy Mikołaja do rozmowy na ten temat, będą się działy tam rzeczy.
5025:  No i jedna z tych rzeczy, o których ja sobie zawsze myślę, to właśnie to, że w jakiś sposób trzeba przewartościować to, jak myślimy o tym, jak nauczamy, że to nie odbywa się wyłącznie w pomieszczeniach dydaktycznych, wielkie nieba.
5041:  Przepis na słodycz w każdej chwili, pluszak jamnik.
5043:  Absolutnie się zgadzam, mam pluszowego jamnika.
5046:  Oczywiście, że tak.
5047:  Cieszę się, że czekacie na ten crossover.
5049:  Absolutnie.
5050:  Co sądzę o Tokarczuk, mistrzyni biura czy porażka?
5053:  Obecnie doktor dishonoris causa Uniwersytetu Jagiellońskiego i zastanawiam się, kto to komu zrobił wilczą przysługę.
5062:  Czy literatura współczesna, pyta Stanisława Krzysztof, krztusi herbato po raz drugi, powinna być coraz mocniej obserwowana na poziomie liceum, bo czuję, że tracimy pół roku na romantyzm i modlenie Sieromickiewicza, a o Witkiewiczu czy innych pisarzach literatury współczesnej nic.
5076:  Mój drogi, czy Witkiewicz to jest literatura współczesna, bo moim zdaniem to już nie, to już też jest...
5083:  Klasyka to już też jest historia literatury.
5085:  Zobaczcie, na czym polega problem.
5087:  My mówimy o literaturze współczesnej, mimo że ta współczesność to jest współczesność naszych dziadków i rodziców.
5096:  To XX wiek już minął.
5097:  Jest XXI wiek i to nie jest tak, że mamy o, 2001 rok.
5101:  Nie, jest 2021 rok.
5103:  To są lata 20 w tym momencie.
5105:  Naprawdę mamy już literaturę współczesną, która daleko wykracza poza wyobrażenia polonistów.
5111:  Paweł pisze, że w tym tygodniu kupił selekcję Mikołaja Marcelli.
5114:  Cieszę się strasznie.
5115:  Daj znać, czy się podoba.
5117:  Ja już mam odruch bezwarunkowy, żeby pić to karczuk.
5120:  Tak, no.
5121:  Wytresowaliście mnie.
5122:  Jak widać, się da.
5123:  Akcjomat jest stwierdzeniem o koniecznym założeniu i skrajnie prostym sposobie dowodzenia.
5126:  Czytaj stwierdzenie oczywiste.
5127:  Przykładem akcjomatu jest suma kontów w trójkącie.
5130:  No tak, tak, absolutnie.
5132:  Tylko, że to jest coś, z czym nie dyskutujesz, prawda?
5134:  To musisz przyswoić.
5135:  Oczywiście jest to pewne uproszczenie, bo to nie jest to samo, co dogma.
5139:  Jesteśmy w stanie to zakwestionować.
5140:  Co więcej, pewne twierdzenia w matematyce są prawdziwe tylko przy określonych założeniach, co nie zmienia faktu, że to jest jedna z takich rzeczy, które musisz przyjąć do siebie jako właśnie to, co jest prawdą.
5151:  Witamy Taraela.
5152:  Czy Skaveni na bazie kanguroszczurników to hop Skaveni?
5155:  Tarael zawsze zadaje trudne pytania, ponieważ ma obsesję na punkcie diabłów tasmańskich i zwierząt, których nazw nie zna absolutnie nikt prócz niego.
5162:  Pozdrowienia serdeczne dla Taraela, który nie dość, że jest moderatorem naszego kanału, to jeszcze trybutariuszem.
5168:  Pomieszczenia dydaktyczne po kilku godzinach na studiach, pisze Baba Jaga, są zaduszone, zaduszone to też swoją drogą i ciężko wytrzymać.
5176:  Tak, zgadzam się z tym w stu procentach.
5179:  Co więcej, miałem parę razy nieprzyjemność prowadzenia zajęć przy 40 stopniach.
5183:  na piątym piętrze i dla mnie absolutnym, absolutnym szczytem było to smutku takiego i przerażenia, jak studenci spytali, czy mogą się napić.
5193:  Ja wtedy sobie uświadomiłem, że coś jest naprawdę nie tak, jeżeli w takiej temperaturze ludzie zadają takie pytanie.
5198:  Co sądzę o bohaterach zbyt silnych, np.
5199:  Supermana?
5200:  To ciekawe pytanie akurat.
5201:  Uważam, że komiksy mają bardzo duży problem z wymyślaniem coraz to silniejszych superbohaterów, którzy muszą mieć do coraz mocniejszych oponentów.
5209:  I stąd taka potrzeba do zwinięcia uniwersum co jakiś czas, zrobienia restartu, albo połączenia uniwersów w różnych wiedeń, albo zrobienia alternatywnego uniwersum, albo multiwersum, stąd będziemy mieli Doctor Strange in the Multiverse of Madness i wybaczcie, ale nie będę przywoływał tej abominacji, która jest w polską wersją tego tytułu.
5229:  czy też kochamy drewniane taborety w szkołach po 8 godzinach.
5233:  Wiecie, moi drodzy, ja jeżeli chodzi o krzesła, to nawet nie będę zaczynał tego, ponieważ ja się nabawiłem z wyrodnienia kręgosłupa przez te krzesła, musiałem wydać jakieś przerażające pieniądze na krzesło, fotel, na którym siedzę w tej chwili, ponieważ bolało mnie już tak kręgosłup i cóż tu dużo ukrywać, dupa, ale nie metaforycznie, jak na moich filmach, tylko bardzo fizycznie,
5254:  No, że tego wydatku bym nie miał, gdyby nie fakt, że właśnie były te drewniane taborety i w krzesłach i w szkołach i nauczycielach i tak dalej.
5261:  Czytałem polskie czasopisma, Grówek, czasach i świetności, czyli imienione jak Play, CD Action, czytałem CD Action i parę innych, Komputer Świat też czytałem absolutnie.
5271:  Dalej czytam, co we współczesności niechaj Gajmana Niemickiewicza zobaczy.
5276:  Och, bardzo bym chciał, Wol, bardzo bym chciał.
5278:  Czy oglądałem Nocną Mszę i jeśli tak, to jakie wrażenia?
5280:  No bez schematu była polecana i jak zwykle z polecajkami Bartka rozważam, rozważam, ale trochę chyba not my cup of tea z tego, co sprawdzam.
5291:  Dlatego uwielbiam Batmana, nie lubię Supermana, pisze Filip.
5294:  A, haha, Batman, oczywiście, Batman miał haki na wszystkich i był najlepszym detektywem.
5299:  No, teraz będzie też Robertem Pattisonem, co jest troszeczkę gorsze.
5302:  Co sądzę, uniwersum LOL będzie premiera serialu animowanego i będę wsłuchiwał się w to.
5308:  Miałem paru studentów, którzy genialne speech'e mi wygłosili na temat lore uniwersum League of Legends i stąd je znam, ponieważ nie grałem w LOLa, jest zbyt kompetytywny jak dla mnie.
5319:  Czy mogłyby szkoły zainwestować w krzesła z poduszkami?
5321:  Słuchajcie, szkoły, na uczelniach nawet nigdy nie widziałem takiej sali, która jest moją salą marzeń.
5326:  Wiesz, jaka jest moja sala marzeń?
5327:  Opowiem wam.
5329:  Trzymajcie kciuki, może kiedyś mi się uda ją zrobić.
5331:  Sala marzeń wygląda tak.
5333:  Na całą ścianę, ale całą ścianę, jest taki wielki ekran, jak macie w telewizorni, nie?
5338:  W różnych TV-pach i TVN-ach jest taka wielka ściana cykłokrystaliczna, na której się wyświetlają rzeczy.
5344:  Czyli nie żaden ekran, nie żaden 80-calowy ekran itd., itd., nie żaden projektor, tylko cała ściana.
5351:  I do tej ściany podpięte wszystkie typy konsol, oczywiście potężny pecet za najmniej 30 albo 40 tysięcy z Alienware'a, może zrobiony we współpracy, niech nawet ta sala będzie finansowana albo sponsorowana przez firmę, daj się pewnie takie rzeczy zrobić.
5366:  Ale kluczowa kwestia, w sali różne kanapy, poduszki, pufy, dla każdego coś innego do usiąścia sobie spokojnie, z kontrolerem w ręku, pogrania, albo obejrzenia wspólnie filmu, albo obejrzenia wspólnie serialu.
5381:  Kiedyś na seminarium miałem tak, że zrobiliśmy sobie wspólne oglądanie Wiedźmina, jak jeszcze prowadziłem seminarium stacjonarnie i ludzie ściągnęli na to spoza seminarium i mieli potem potrzebę rozmawiania o tym.
5392:  Naprawdę działa i wierzcie mi, że taka sala miała by uzasadnienie nie tylko dla nauk humanistycznych, ale także dla technicznych, możliwość, nie wiem, obejrzenia sobie jakiegoś doświadczenia na pełną skalę i tak dalej.
5402:  Jest to nieskończenie wielki potencjał.
5404:  Marzę o czymś takim.
5406:  W szkole to byłoby cudowne.
5408:  Czy jest jakaś metoda walki z uniwersytetem i jego decyzjami?
5411:  W tym roku nauki zdecydowano, że praktyki nie mogą być zaliczone na podstawie pracy zawodowej.
5415:  Jedyny sposób najskuteczniejszy walki to jest zebranie się dużą grupką studentów, ale dużą, czyli musi być to kilkaset osób.
5421:  Pójście wprost do rektora albo do dziekana.
5424:  Zasadniczo się powinno respektować te hierarchie, czyli pierw dziekan, potem rektor, jeszcze można wcześniej iść do rzecznika praw studenta, to też jest zawsze dobra opcja.
5433:  Raz widziałem salę, w której zamiast krzeseł były wielkie poduchy, pisze Willett.
5437:  I to szacun, szacun.
5439:  Nie mogę się doczekać, pisze Auech, ze skończenia, kiedy Robert Pattison się okaże Top Batmanem.
5444:  Okej, okej, dobrze.
5446:  Przysięgam, odszczekam to wtedy, a wierzcie mi, biorąc pod uwagę moją obsesję jamniczą, ja poważnie traktuję takie zobowiązanie.
5453:  Czy oglądałem nowy film o Agencie 007?
5455:  Pyta Nirheim.
5455:  Tak.
5460:  O, wiecie, a propos najkrótszych recenzji.
5465:  Mógłbym z tego zrobić shorta.
5468:  Film o Batmanie najnowszy z Danielem Craigiem podobał mi się, tak bardzo mi się podobał, że chciałbym jeszcze raz z niego wyjść.
5478:  jeśli chodzi o te... Bo to był ten moment, kiedy wiecie, odczułem, że o, wreszcie.
5483:  Naprawdę, zakończenie nowego Batmana to jest koszmar absolutny i mogę na ten temat wygłosić półtora godzinny wykład.
5491:  Nie pamiętam, czy widzicie, mam poważne problemy z wietrzeniem w salach, bo dziewczynom było zimno, więc zdarzało się, że nie było wietrzone wcale, no to jest w ogóle inna sprawa, powinna być po prostu klimatyzacja we wszystkich salach i tyle.
5499:  Czy grałem kiedyś w Dungeons & Dragons?
5500:  Tak, raz.
5502:  Z jakim pisarzem, poetą chciałbym się spotkać i dlaczego?
5505:  Z Andrzejem Sapkowskim.
5506:  Chciałbym się spotkać i porozmawiać z Andrzejem Sapkowskim.
5510:  Bardzo, bardzo, zwłaszcza biorąc pod uwagę to, w jaki sposób on, to jest takie ładne określenie angielskie, witty rozmawia.
5518:  Natomiast oprócz Andrzeja Sapkowskiego, pisarzy, którzy, nie wiem dlaczego w tej chwili dzwoni mi domofon, ale nie zamierzam go odbierać, z pisarzy, którzy zawsze mnie, ten raz będziecie prawdopodobnie to słyszeć przez jakieś pół godziny, z pisarzy, którzy zrobili na mnie absolutne wrażenie w historii, to chyba byłby Umberto Eco najbardziej.
5536:  Mam nadzieję, że ten domofon przestanie wrócić.
5538:  O, przestał, przestał dzwonić, fantastycznie.
5540:  Więc z pisarzy, którzy nie żyją już niestety, to Umberto Eco, zwłaszcza, że Umberto Eco był jeszcze naukowcem, wiecie, miałem taki moment kiedyś, sobie pomyślałem sobie,
5547:  Kurczę, napisałbym do Umberta Eco.
5549:  Tak od, wiecie, jak ja doradzam ludziom, żeby napisać do profesora, którym nam jakoś imponuje i może, może Anusz odpisze.
5557:  Ja tak parę razy w życiu zrobiłem i wiecie, nie żałuję.
