🔴 Na początku było Słowo, a na końcu Frazes | LIVE #5
🔗 https://www.youtube.com/watch?v=-gwsCcfNMCs

3:  Witajcie serdecznie.
2889:  No, gdy tymczasem ma i to bardzo dużo i późniejsze nurty, których już niestety nie przyswoili metodycy polonistyczni kształcący nowe pokolenia polonistów,
2898:  mówią o tym, że nie jesteśmy w stanie tego do końca zrobić.
2901:  Jeżeli ktoś na przykład ma problem z czytaniem twórczości danego pisarza, dlatego że jest on chociażby wojującym szowinistą i mizoginem, to ma święte prawo bojkotować te książki.
2914:  Absolutnie, ponieważ istnieje niezerowe prawdopodobieństwo, że te poglądy tam trafią, a ja zawsze stoję na stanowisku, że sztuka służy naszej przyjemności, więc po cóż sobie tę przyjemność odbierać, jeżeli możemy temu zapobiec zawczasu.
2927:  Klapaut już pyta, czy kojarzę Williama Reina Fritcha.
2931:  Jego utwory to jedne z najpiękniejszych rzeczy, szczególnie Imagine Worlds.
2935:  Jeżeli to ambient instrumental, to bardzo będę wdzięczny za podrzucenie na naszym Discordzie, co jest dobrą okazją, żeby wam przypomnieć, że jest holistyczna agencja eskapistyczna na Discordzie, w której rozmawiamy o rzeczach i rozmawiamy przez cały czas.
2947:  I szczerze jest ona na tyle dobra i wątki tam są na tyle ciekawe, że ja już w sposób stały porzuceniłem fejsa.
2955:  ML4 z Kun pyta, jak myślisz, czy kiedyś w Polsce zostanie wprowadzony system fińskiej szkoły?
2960:  Mam zawsze problem z twoim nickiem i przepraszam, to znaczy z jego przeczytaniem.
2965:  Myślę, że jest to bardzo mało prawdopodobne, ponieważ rzeczony system wymaga dużych nakładów finansowych i znaczącego przemodelowania tego, w jaki sposób myślimy na temat ucznia.
2978:  Póki z tym czegoś nie zrobimy, to moim imieniem może być ciężko, obawiam się.
2984:  Więc tak, jak najlepiej przekonać się do fantastyki, a nie, jak najlepiej przekonać się do fantastyki, pyta Tomeks, i sci-fi kogoś, kto nigdy ich nie rozumiał, jest otwarty, ale bez pomocy nie umiał się wciągnąć do tej pory, wybrać coś, co jest na pograniczu.
2997:  Na przykład taką rzeczą, którą można polecić komuś, kto bardzo sobie ceni wysoki realizm chociażby, ale mówi, że fantazja to nie, jest John Crowley, Małe, Duże i cykl Egipt.
3009:  Samotnie, miłość i sen, demonomania i rzeczy nieskończone.
3012:  Ta ostatnia niestety nie przetłumaczona na język polskim, więc szukałbym jakichś nurtów pośrednich i później zrobić taki grand reveal.
3019:  Aha, to przeczytałeś, przeczytałaś właśnie powieść fantasy.
3022:  No a naprawdę?
3022:  Tak.
3023:  I w ten sposób może się ktoś odblokuje i znajdzie dla siebie jakieś nurty fantasy, a naprawdę jest ich mrowie.
3033:  Matfanika pisze, że pomagam wielu osobom w tym jej albo jemu.
3037:  Dziękuję serdecznie.
3039:  Wrócić do fantazji i odkrywać swoje hobby na nowo.
3041:  Czy mnie też ktoś tym pomógł?
3042:  Czy udało mi się zachować to z dzieciństwa?
3044:  Udało mi się zachować to z dzieciństwa.
3045:  Było to bardzo trudne, ale udało się.
3049:  Jonek właśnie słuchając Q&A pokonał Pontyfika Salivana w Dark Souls 3.
3055:  To jest coś, co nas czeka w nadchodzących tygodniach, więc ja już się spociłem na samą myśl.
3060:  Gratulacje.
3062:  Czy mam ulubiony gaming moment?
3063:  Pyta Karol.
3064:  Konkretnie takie sytuacje w grach niezaplanowane przez twórców.
3067:  Przykłady emergent storytelling.
3069:  Musiałbym się zastanowić, ale mam wrażenie, że emergent storytelling najbardziej działał u mnie w Skyrimie.
3074:  I mam taką ulubioną swoją anegdotę, którą często powtarzam, ale ją powtarzam na zajęciach, mam wrażenie, że Wam jeszcze nie opowiadałem.
3081:  Jak szedłem na północ, to był północny zachód od Zimowej Twierdzy.
3089:  na północ od ruin dwemerskich konkretnie, mniej więcej tak w połowie drogi do Gwiazdy Zarannej i tam zobaczyłem latarnię morską na szczycie i pomyślałem sobie, o, latarnia morska na szczycie góry, w górach, dziwne.
3104:  Poszedłem do tej latarni morskiej i co się okazało?
3107:  Okazało się mianowicie, że po otwarciu drzwi, gdzie spodziewałem się znaleźć jedną jakąś skrzynkę, a w tejże łup,
3114:  Jest zbrodnia.
3115:  Postaci leżą w kałużach krwi.
3117:  No i Krzysztof oczywiście, roleplayujący jako arcymak ognia, obnażył rękawicę, wyprodukował kulę ognia, pieprzł ją w pierwszego potwora, który tam się pojawił i zaczął przetrzewać całe pomieszczenie.
3131:  Co się okazało?
3131:  Okazało się, że były tam listy opisujące to, że są jakieś krzyki, głosy w ścianach dziwne, jakieś drapanie.
3138:  Dzieciaki pisały tę kartę z pamiętnika, co oczywiście robili dorośli.
3141:  Mówili, że tam dzieciaki coś se piszą i nie uwierzyli.
3144:  No potem trupy tych dorosłych znaleźliśmy na podłodze i okazywało się, że pod spodem jest siedem poziomów jakiegoś gigantycznego lochu czy podziemia, nie pamiętam już dokładnie, i w tychże mieliśmy się skontrolować z potworami, które do tego doprowadziły.
3158:  Krótko mówiąc, jedno małe znalezisko urodziło mi dwie godziny intensywnej eksploracji, walki, ale podszytej zamiarem pomszczenia tych ludzi, których tam znalazłem.
3169:  Więc miało to właśnie ten wymiar narracyjny, dlatego myślę, że
3171:  pasuje jako przykład tego emergent storytelling, czyli dla tych z was, którzy nie wiedzą fabuły, która się wyłania z naszego aktu eksplorowania cyfrowego świata.
3184:  A propos Kurzgesagt, pisze Paweł Albert Einstein, podobno powiedział, jest dużo cytatów Alberta Einsteina, jeśli nie potrafisz czegoś prosto wyjaśnić, to znaczy niewystarczająco to rozumiesz.
3192:  Absolutnie tak, niezależnie od tego, kto to powiedział, jest to niebątpliwa racja.
3199:  Jakie tematy poruszać, pyta Basia, na Wigilii Rodzinnej, żeby nie jeździć na politykę?
3203:  Fantastyka!
3204:  Seriale, filmy, gry wideo, naprawdę działa.
3211:  Pozdrowienia z pociągu?
3213:  Pozdrowienia również trochę, pozdrowienia.
3217:  Polskie pociągi zwykle nazywam polskimi kolejami losu.
3223:  Co sądzę o grze tekstowej Odchłań?
3224:  Po prostu jej nie znam.
3225:  Jak oderwać się od fikcyjnego świata?
3227:  Pytam Mateusz, gdy wyzwałem obowiązki, zacząłem Red Dead Redemption i trzeci dzień mnie ciągnie do przymierzania pustkowie zamiast pracy na studia.
3234:  To zastosuj strategię mojej mamy, którą ona miała, to znaczy jak przygotowywała się do jakiegoś egzaminu, to pod poduszką miała swoje ulubione opowiadania kryminalne.
3243:  Robiła dwupolówkę taką.
3245:  Trochę tego, trochę tego.
3247:  Więc może to jest jakiś sposób na pogodzenie tych dwóch rzeczy, bo wiem po sobie, jeżeli się odstawi coś, co nas naprawdę bardzo wciąga, to będziemy myśleć cały czas o tym, żeby do tego wrócić, więc się nie jesteśmy w stanie wtedy zanurzyć w nauczanie.
3261:  Let's Play z serii Uncharted, absolutnie był oglądany, uwielbiam i bardzo czekam na ten film, który będzie.
3268:  Brak personaliów nie dowierza mi, że to był północno-schodni kierunek w Skyrimie, to dlatego, że ja się notorycznie gubię w grach wideo, ale tam był kompas w odróżnieniu od np.
3277:  Dark Souls.
3279:  Skoro nastolatkowie pyta Renegade97 są nocnymi markami, to dlaczego godzin lekcyjnych nie można przesunąć na godzinę dziewiątą lub nawet później?
3287:  Jakiś coś łagodny.
3288:  Ja bym powiedział, że na godzinę jedenastą na przykład.
3292:  Jak były...
3294:  czyli w dalszym ciągu, jak są zajęcia zdalne i obrony zdalne również prac dyplomowych, fascynowało mnie.
3300:  Dlaczego obrony są wyznaczane na godzinę ósmą?
3303:  I moi biedni dyplomanci musieli na przykład wstać o godzinie piątej, szóstej, bo byli tak zdenerwowani, a niektórzy nie mogli się spać w ogóle i odsypiali później.
3311:  Zawsze zadawałem to samo pytanie wszystkim.
3314:  Przepraszam, dlaczego ta obrona nie jest o 22?
3315:  Bo już mi nikt nie może powiedzieć tego, co mu wmówiono i teraz już wiem, że to były kłamstwa, przez całe życie.
3322:  Nie, nie może być tak, Krzysztof, bo uczelnie się zamyka o tej, a o tej.
3325:  Nie, nie może być tak, Krzysztof, bo szkoła się musi zamknąć o 20.
3329:  Nie, nie może być tak, Krzysztof, ponieważ mamy zajętą salę.
3331:  Nie, nie może być tak, Krzysz... Nie, może być tak, Krzysztof i każdy inny, z tego względu, że to był tylko argument chochoła.
3338:  I można sobie go wsadzić tam, gdzie argumenty chochoła zwykle warto wsadzać, to znaczy wżyć głęboko aż po dwunastnicę.
3343:  Gdyż prawdziwy argument brzmi, nie, ponieważ ja mam inny tryb życia i będzie tak, jak mówię ja!
3351:  to znaczy będzie od 7 do godziny 15, bo tak chcę, bo nie wiem, jestem przyzwyczajony do obiadu o 16, albo o 14 niektórzy tak jedzą, albo bo mam dzieci do odebrania do szkoły.
3362:  To są argumenty i mój sprzeciw wynika z tego, że sprzedaje się nam fałszywe argumenty, zamiast żeby powiedzieć wprost, na czym rzecz polega, bo tak, na tym głównie rzecz polega, że system chodzenia do pracy 8-16 to jest sprzęgnięty ze szkołą, dlatego ja jestem przeciwko i jednemu i drugiemu, jestem przeciwko pracowaniu od 8 do 16, jestem przeciwko takim, a nie innym godzinom nauczania.
3382:  Skąd u mnie zamiłowanie do magii ognia jest najbardziej spektakularne, a to proste.
3388:  Ulubiony motyw filmowy?
3393:  Ja bardzo lubię, bardzo lubię
3396:  łzawe, epickie sceny.
3397:  No nic na to nie poradzę.
3398:  Mam tandetny i kiczowaty gust najwyraźniej, ale wzruszam się na nich.
3402:  Scena wyjazdu samurajów z filmu Ostatni Samuraj, z tą niesamowitą muzyką Hansa Zimmera, która idealnie punktuje ten tęt koni i ach, wspaniałe to jest.
3416:  Ja mógłbym tak codziennie wchodzić do mieszkania przy dźwiękach tej muzyki.
3419:  Wspaniała sprawa, ale nie wychodzę codziennie z mieszkania.
3425:  Zjeżdżam na dół.
3427:  Tolkien czy Herbert, którego uważam za większego pisarza i światotwórcę, nie da się ich porównać.
3432:  Tolkien po stronie fantasy, Herbert po stronie science fiction.
3435:  Jeden i drugi osiągną maestię, natomiast Tolkien, pamiętajmy, że miał kogoś, kogo mam wrażenie Frank Herbert nie ma w osobie swego syna i Kevina J. Andersona, to znaczy miał geniusze redaktora.
3447:  Christopher Tolkien był, niestety byłby już odszedł, geniuszem absolutnym.
3451:  Silmarillion został napisany, przypominam, przez nie tylko Christophera Tolkiena, ale także Gaia Gavrila Kea, konilejnego, genialnego pisarza, więc na ten dorobek tolkienowski składa się bardzo dużo czynników i myślę, że jeżeli chodzi o takie światotwórstwo w stanie czystym, to Tolkien zdecydowanie wygrywa, ale tylko jeżeli popatrzymy na ten ogrom notatek, który stworzył.
3473:  O, Soywitch miała obronę na dziewiątą i nie spała całą noc.
3476:  No właśnie, moi mili, no właśnie tak to się dzieje.
3479:  Czy czytałem Pana Lodowego Ogrodu, pyta Peter.
3481:  Oczywiście, że tak.
3482:  A co sądzę o ścieżce dźwiękowej w filmie Interstellar, dopytuje z kolei Michał Cupriak.
3487:  Moi mili, gdybym mógł tylko, to ona by tutaj cały czas leciała.
3490:  Uwielbiam.
3493:  Scena wzlotu z nad tego łanu zbóż ma cudowną muzykę.
3499:  No time for caution.
3500:  Docking scene.
3501:  To są rzeczy, bez których ja nie mógłbym żyć.
3503:  Ja bardzo przeżywam muzykę w filmach, dlatego nie znoszę polskiego kina, który muzyki praktycznie nie używa.
3508:  Ehm...
3513:  Odnośnie do problemu z oderwaniem się od fikcji, pyta Jakob.
3516:  Z drugiej strony, jak zorganizować sobie czas na spokojnie, żeby można było się zanurzyć w to, co się relaksuje?
3522:  Myślę, że powtórzę tutaj pomysł, który miałem w filmie od odpoczynku, to znaczy potraktować tak samo poważnie robienie sobie takich list,
3530:  jak robimy pod kątem pracy, to znaczy założyć sobie, że w tym tygodniu poświęcę dwie godziny na seriale.
3536:  Są ludzie, którzy na przykład zmuszają się w ten sposób do czytania książek, sobie zakładają, ile przeczytają, albo do pisania i zakładają sobie, ile stron napiszą, to jeżeli potrafimy to robić pod kątem, nie wiem, samokształcenia, to zróbmy to pod kątem odpoczynku.
3549:  Myślę, że da radę wtedy.
3553:  Podobne do Arkane, pytanie od Meneme.
3556:  Myślę, że Castlevania, jeśli nie znasz, można śmiało.
3559:  I ewentualnie Smoczy Książę, wywołany wcześniej przez przeciętnego człowieka.
3562:  Śmiało.
3562:  Pierwsza gra strategiczna, pytanie od Serenoksa, w którą grałem.
3566:  Albo RPG.
3567:  Strategiczna?
3568:  Dune 2.
3569:  Tak, jestem stary jak świat.
3571:  A jeśli chodzi o pierwszego RPG-a, był to Morrowind.
3575:  Nie, przepraszam, Baldur's Gate.
3577:  Baldur's Gate.
3580:  Agatation skończyła trzeci raz przechodzić Wiedźmina i drugi raz Horizon Zero Dawn i odczuwa pustkę.
3585:  Nie ma co się, będzie niebawem sequel do Horizon Zero Dawn.
3589:  I jeżeli mogę coś polecić, to ponownie Divinity Original Sin, bo uważam to naprawdę za RPGa przegenialnego.
3596:  I cieszę się, że Larian Studios właśnie opiekuje się nie Wiedźminem, tylko Baldur's Gate 3, więc myślę, że to mogę polecić tak śmiało absolutnie.
3609:  Co myślę o saunach?
3612:  Nie wiem.
3613:  To jest taka sama rzecz jak basen.
3616:  Nie wiem, czy można mieć na ich temat jakiś pogląd.
3619:  Jeśli ktoś z nich korzysta, to bardzo dobrze.
3621:  Jest to zdrowa rzecz, niewątpliwie.
3624:  Czy według Ciebie gry będą w nieskończoność, pyta Gothic0912, coraz większe i bardziej rozbudowane?
3629:  Czy w pewnym momencie dojdziemy do punktu, w którym trzeba będzie przyjąć, że wystarczy to dla zaspokojenia graczy?
3634:  To jest bardzo ciekawe pytanie.
3636:  Myślę, że case study dobrym ma szansę być Genshin Impact, bo na razie jest to gra, która wykorzystuje ten model bardzo konsekwentnie.
3644:  W pewnym momencie też robił to samo Dishonored.
3646:  Pierwszy Dishonored, jesteśmy na archipelagu, jak się nazywa ta wyspa?
3653:  Nie pamiętam.
3655:  w każdym razie Dunwall City jest na rzeczonej wyspie, chyba Bristol, a potem się przenosimy na Serkonos.
3662:  Chodziły słuchy, że trzecia część będzie z kolei na kontynencie pandyzjańskim, więc musimy poczekać, aż parę takich gier wykorzysta ten model światotwórczy i narracyjny, żebyśmy stwierdzili, czy rzeczywiście jest taka tendencja.
3677:  Słusznie dopytujecie o nawodnienie.
3679:  Ile godzin mam rozgrane w Skyrimie?
3681:  Koło 600.
3681:  Czy skończyłem?
3683:  Skyrima się nie da skończyć, do tej gry się wraca i pewnie kiedyś wrócę.
3689:  Jak mutuję... To jest GoXLR, który został nabyty dzięki hojności osób, które z dobroci serca wspierają niniejszy kanał.
3700:  Czy trzy kolosy tygodniowo i powtórzenie kilku takich cykli zawalania to jest normalne?
3705:  Kolokwia się zawala, nie ma się co przejmować, póki oczywiście prowadzący jest sensowny i liczy ocenę z egzaminu jako najistotniejszą, a tak powinno być zazwyczaj, ale to oczywiście zależy od specyfiki studiów i od samego prowadzącego.
3718:  Cykl Nocna Wieża lubię i szałuję, że nie jest kontynuowana ekranizacja.
3723:  Czy na UW jest jakiś kierunek humanistyczny, na którym jest ciekawe podejście do popkultury, pyta Sasza.
3727:  Myślę, że oguny na Artes Liberales i w ogóle Wydział Artes Liberales jest dobrym wyborem.
3732:  Dziekan Artes Liberales, jeden z dziekanów, dziekan do spraw nauki bodajże, Przemek Kordos, pozdrowienia dla Przemka, jeśli słucha.
3739:  Jest jednym właśnie z badaczy fantastyki, dobrą duszą, która dba o popkulturę, więc ja zawsze będę powtarzał, że idźcie na ten kierunek, na te uczelnie, gdzie macie gwarancję, że jest ktoś, kto się zajmuje kulturą popularną albo fantastyką, nie lubię słowa kultura popularna, lubię mówić kultura ogólnie i idźcie dla niego, nie rozczarujecie się.
3761:  W pewnym sensie poszedłem dla paru osób na mój wydział, który kończyłem i poniekąd cieszę się, że to zrobiłem.
3770:  Dla tych dwóch osób było warto, natomiast dla całej reszty absolutnie nie, bo no niestety moja decyzja była częściowo słuszna, to znaczy poszedłem na specjalność nauczycielską, bo wykładały tam te dwie osoby i to była słuszna decyzja, natomiast niesłuszną decyzją było w ogóle pójście na polonistykę na UJ.
3786:  Przyglądałem serial Utopia trochę Not My Cup of Tea, jeśli mam być szczery.
3789:  Wolę The Good Place znacznie bardziej.
3793:  Czy kiedyś brałem udział w procesie tworzenia gry wideo?
3795:  Pyta Mateusz Panaszewski.
3797:  Tak, teraz poniekąd, konsultacyjnie króciutko.
3802:  Co jakiś czas mi się zdarza coś takiego robić, ale to raczej w formie swobodnych rozmów na temat narrative designu.
3807:  Natomiast kiedyś miałem okazję uczestniczyć na etapie wdrażania scenariusza i konsultacji światotwórczych.
3813:  To była gra Paradise Lost.
3819:  Czy kojarzy Maję Lidię Kossakowską?
3821:  Pyta Kira Joakę.
3822:  Tak, tak, kojarzę jak najbardziej.
3825:  Grill Bar Galaktyka, no i oczywiście wiersze, które pisała do Pana Lodowego Ogrodu.
3829:  Tak, bo to są jej wiersze, nie Grzędowicza.
3832:  Swoją drogą chodzą też słuchy, że Maja Lidia Kossakowska pomagała intensywnie przy ostatnim tomie Pana Lodowego Ogrodu.
3839:  Jeśli mamy planować czas odpoczynku, to czas poświęcony na planowanie wtrącić do czasu przeznaczonego na pracę czy na odpoczynek.
3847:  To jest czas na odpoczynek, bo to jest czas, kiedy myślisz o swoim rozwoju, nie?
3850:  Kiedy myślimy o sobie, a nie myślimy o tym, co zrobić dla innych, to jest to moment, w którym już jakieś autorefleksja.
3857:  Autorefleksja, refleksja nad tym, co robimy sami dla siebie jest już częścią dobrej drogi, ukresu której jest efektywny wypoczynek.
3866:  Czy grałem w portale?
3867:  Tak, Palitko, w obydwie części.
3869:  Bardzo dobre gry, absolutnie.
3870:  Chociaż muszę powiedzieć, że dość konfundujące dla kogoś z całkowitym brakiem orientacji w przestrzeni cyfrowej.
3877:  Czy polecam jakąś ekranizację twórczości Lovecrafta?
3880:  Nie widziałem tej ostatniej z Nicolasem Cagem, a podobno jest dobra, ale nie widziałem.
3885:  Czy widziałem obie sceny po napisach końcowych w No Way Home?
3889:  I am man of culture, Dawidzie.
3891:  Oczywiście, że tak.
3892:  Po każdym Marvelu zostaje.
3894:  Ba, po każdym filmie superbohaterskim zostaje na wypadek, gdyby pojawiło się tam coś takiego.
3899:  Jakie książki z czterdziestki polecam?
3901:  Z Warhammera 40 tysięcy.
3902:  Herezja Horusa tradycyjnie jest polecana i się podbijam pod to absolutnie, podpinam, przepraszam.
3909:  Akane171 pyta, jak radzić sobie z toksycznymi fandomami?
3912:  Uch, po ostatnich doświadczeniach z jednym, który terroryzował wszystkich, od aktorów po innych fanów mam dość wszelkich interakcji, nie dziwię się.
3919:  Szukałbym dalej, ja na przykład takim dobrym...
3923:  Dobrą historią, która pokazuje problem związany z toksycznym fandomem jest migracja ludzi z grupy Polska Fantastyka na Facebooku do grup sąsiednich, na przykład Fantastyka Moim Życiem.
3934:  I to pokazuje, że fandom jak musi sobie poradzić z toksycznością, to po prostu wykształca sobie jakiś sub-fandom albo pod-fandom i radzi sobie dalej.
3944:  No i oczywiście konwenty, myślę, że interakcja bezpośrednia w takich sytuacjach tylko jest możliwa, to jest znacznie coś lepszego niż kłócenie się na fejsie o różne rzeczy.
3953:  Zresztą w ogóle mam wrażenie, że to konkretne medium inspiruje i zachęca do pewnych toksycznych zachowań, zwłaszcza, że na Facebooku narzędzia moderacyjne na przykład w porównaniu z takim Discordem są nędzne i żałosne.
3967:  Jaka jest moim zdaniem, pyta Daretsuki, najważniejsza rzecz w grze RPG?
3973:  Bardzo proste.
3975:  Możliwość robienia dokładnie tego, co jest zawarte w tytule RPGa, czyli role-playing.
3982:  Innymi słowy, mimesis jako make-believe, jako wyobrażanie sobie siebie w innym świecie.
3987:  Bardzo często w RPGach zapomina się o tym, że jeżeli na przykład Krzysztof chce grać jako popaprany magus ognia,
3994:  Dajcie rzecz Krzysztofowi grać jako poprawiany magus ognia, a nie każcie go na każdym kroku, że tu nie możesz, bo to jest wiedźm, tu nie możesz, bo to jest gra, w której się gra kim innym, tu nie możesz, bo tu musisz się skradzać, tu nie możesz, bo jesteś Adamem Jensenem, tu nie możesz, ponieważ outsider ci dał piętno i możesz tylko się teleportować w różne miejsca.
4014:  No to nie nazywajmy tego role-playing game, tak?
4017:  Albo twórzmy tego rodzaju mechaniki, które sprawiają, że ktoś, kto na przykład będzie chciał role-playować jako łotrzyk i zastawiać pułapki, będzie miał atrakcyjną linię fabularną przeznaczoną tylko dla niego.
4029:  albo dla niej.
4031:  I myślę, że to jest rozwiązanie, to znaczy nie zapominanie o tych korzeniach RPG-owości, żeby dać swobodę.
4036:  Ta swoboda to naprawdę nie jest tylko modelowanie naszego ryjca w kreatorze postaci, litości, albo podmiana genitaliów, bo to są wyżyny kreacji postaci, na które wpiął się CD w Cyberpunku 2077.
4049:  Cała reszta była nam naddana, znaczy miałem być V,
4052:  I V się wypowiadała lub wypowiadał, swoją drogą nie było innych genderów, co jest bardzo zabawne, biorąc pod uwagę, że to jest cyberpunk, w sposób, który już był zaprojektowany z góry.
4062:  Ja tam nie miałem żadnego poczucia sprawczości, agencyjności, co jest ważne w RPGach, a ono jest powiązane właśnie z tym roleplayowaniem, wcielaniem się dosłownie w inne role.
4077:  Jak myślę, czemu ludzie nienawidzą języka niemieckiego, jak sam podchodzę do języka, kiedyś się usiłowałem nauczyć, mam wrażenie, że to jest to, co zawsze, to znaczy, pomijając pewne zaszłości historyczne, to jest kwestia złego nauczania, jak zawsze.
4089:  Eban fantasy, które najbardziej cenię, pyta Paulina.
4092:  Mogę z mrugnięciem od razu powiedzieć, że to będzie Libardugo, ale myślę sobie, że poza Libardugo i...
4101:  oczarowującym dla mnie absolutnie cyklem, nie tylko myślę o Cieniu i Kości, ale myślę o tym wcześniejszym, o Szóstce Wron, to jeżeli chodzi o urban fantasy, to bardzo paradoksalnie Terry Pratchett się pięknie w to wpisuje, bo Ankh-Mopok właśnie jest takim światem postindustrialnym niby fantasy, ale z drugiej strony już te elementy charakterystyczne dla klasycznej fantasy są poddawane tam takiej ciągłej obróbce i grze postmodernistycznej.
4129:  Więc myślę sobie, że Pratchett też będzie wysoko się plasował.
4132:  No i dorzucę jeszcze Briana McClellana, chociaż Trylogia Magów Porchowych nie jest często klasyfikowana jako eban fantasy, to w istocie rzeczy ma z nią bardzo wiele wspólnego, tak myślę.
4146:  Gdzie pobrałem ten green screen?
4148:  To nie jest green screen.
4151:  To nie jest green screen.
4153:  Co myślę o filmach Jamesa Ganna, The Suicide Squad i Strażnicy Galaktyki?
4158:  Lubię.
4159:  Lubię.
4159:  Chociaż ja mam problem, co już poniekąd powiedziałem przy okazji mojej nie opinii na temat magnatów i czarodziejów, a mianowicie ja nie do końca lubię satyryczną fantazję.
4171:  Jedyny właśnie pisarz, który wyspiał się na takie wyżyny
4175:  ambitnego humoru, bym docenił jego twórczość, no to był Terry Pratchett i z drugiej strony Douglas Adams.
4183:  To byli pisarze, którzy mimo... No i jeszcze powiedzmy Kurt Vonnegut z uwagi na niesamowite syreny z Tytana.
4188:  I to są pisarze, którzy zaskarbili mnie zarówno swoimi światami, jak i satyrycznym sposobem omawiania ich i przedstawiania ich.
4196:  Ale to są bardzo nieliczne wyjątki.
4200:  Kolor z przestworzy jest wspaniały, dopowiada Livia Jurkiewicz, a to dopowiedź do wątku Lovecraftowskiego, więc ci z Was, którzy szukają dobrej ekranizacji, to jest ta właśnie ekranizacja z Nicolasem Cage'em.
4211:  Czy lubię pociągi i transport publiczny?
4212:  Jestem gorącym zwolennikiem transportu publicznego, im więcej go mamy, tym mniej będziemy zostawiać śladu węglowego, więc to dobrze, prawda?
4221:  Bardzo mnie bawi swoją drogą, że konferencje naukowe poświęcone ekologii na przykład albo postkolenializmowi, albo kapitalizmowi są realizowane w formule niezdalnej, w związku z powyższym trzeba lecieć do takich stanów jumbo jetem i generować niesamowite ilości śladu węglowego, bardzo logiczne.
4238:  Więc tak, transport publiczny, ale zorganizowany sensownie i typu tramwaje na przykład, prawda, typu metro.
4246:  Czy nie uważam, że Marvel przeskoczył rekina?
4248:  Ilość wątków i zagrożeń robi się ciężka.
4251:  Tak, ale dobrze sobie z tym radzą na razie.
4253:  Ten fontek multiversum jest świetny.
4257:  Erin udało się szczęśliwie wrócić do domu.
4258:  To dobra wiadomość.
4259:  Cieszę się ogromnie.
4261:  Co bym się musiał zmienić w grach, a my możemy zagrać?
4264:  Musiałbym być bardziej imersywny i mniej skupiony na wygrywaniu...
4270:  takich dokładnie kombinacji ciosów, jak są zapisane w arkuszu Excela, bo ja, jeżeli bym chciał wygrywać kombinację ciosów, to grałbym w gry taneczne, na przykład, albo w Guitar Hero, a nie chcę, więc to jest pierwsza rzecz, którą trzeba zmienić.
4285:  Druga rzecz, poziom jednak questów, umówmy się, questy w grach MMORPG są tragiczne,
4291:  No i trzecia kwestia, interfejs, to znaczy ilość informacji na interfejsie jest dla mnie porażająca, wiem oczywiście, że są mody zmieniające interfejs, ale z drugiej strony ja zawsze będę, tu się mnie włącza tryb nudnego groznawcy, zawsze będę powtarzał, że ja nie mogę oceniać gry pod łuk tego, jak można ją zmodować, tylko muszę na nią patrzeć jako na wersję vanilla.
4311:  tą bez modów, bo to jest właśnie ten produkt, który został wypuszczony.
4315:  Świetnie, że możemy to zmodować, ale równocześnie chciałbym móc oceniać stan rynku takim, jakim on jest, nie?
4324:  Niekonwencjonalne post-apo.
4327:  No tak, Paradise Lost będzie jedynie konwencjonalnym post-apo Savigo, jak najbardziej.
4330:  Czym jest patos?
4331:  Pyta Olivia.
4333:  Ciekawe pytanie.
4334:  To jest ten moment, kiedy czujesz, że wszystkie środki artystyczne w danym utworze gromadzą takie podniosłe emocje i czujesz się częścią czegoś bardzo ważnego.
4347:  Osiągano to na różne sposoby.
4349:  W literaturze zwykle chodziło o nagromadzenie na samym początku oczywiście różnych kunsztownych środków stylistycznych.
4355:  Porównanie homeryckie stąd, które ciągnie się na kilka stron.
4359:  No a później teraz patos możemy bardzo łatwo osiągnąć.
4363:  Ja bardzo lubię, jeśli już jesteśmy przy Homerze, proszę bardzo, Troja i teraz się muszę skupić w Luganga Petersena, a nie Emericha, bo zawsze ich mylę.
4371:  I ta scena, gdzie pojawiają się aż po horyzont czarne okręty i Troja nie biją w dzwony.
4376:  i to, co czujemy.
4378:  To jest patos.
4381:  O, półtorej godziny odpoczynku.
4382:  Kalfu mi uskuteczniła.
4384:  Jak się cieszę.
4385:  Bardzo się cieszę.
4386:  Zawsze dobrze.
4392:  Sanderson, Mistborn i archiwum znane lubiane?
4396:  Pytamaków93.
4398:  No.
4400:  Nigdy nie wiem, gdzie... Tutaj, tutaj, tu jest, za mną.
4404:  Więc jak najbardziej znane i bardzo lubiane i przede wszystkim cenione niesamowicie.
4409:  Nie mam żadnych kryteriów odrzucania ze co był sama pytań, także staram się nie wyczytywać tych samych osób za często i absolutnie nie nadążam, pytań jest bardzo dużo, ale generalnie rzecz biorąc też staram się wyławiać te, które są nowe zupełnie i o które się nie pojawiały też wcześniej na streamach.
4427:  Ambient zgaduje, pyta Adam Potoczny, to muzyka lecąca w tle do pracy, jak jej słucham muzyki, jeżeli chcę coś przeżyć.
4435:  Zwykle przydaje się hashtag epic, epic instrumental, to jest coś, co uskuteczniam przy różnych aktywnościach sportowych.
4443:  Hyperiona czytałem, Janie, tak, jak najbardziej, bardzo cenię sobie, w ogóle cenię sobie pisarstwo Dana Simonsa, jest dobre.
4449:  Berserk nie był czytany, niestety.
4451:  No właśnie, też takie rzeczy, które często mówię, typu, że nie czytałem jakiejś animki czy mangi, to wtedy też mi się zdarza pominąć.
4458:  Gra strategiczna z małą ilością micromanagementu, którą bym polecił, Pretorians, jedna z moich ulubionych strategii, absolutnie.
4465:  Lubiony system magii, pytanie od Piotra.
