🔴 Okno na świat można zasłonić gazetą | LIVE #29
🔗 https://www.youtube.com/watch?v=x8IefhhaVxk

82:  Dzięki za uwagę!
3327:  można, bez żadnego problemu i to też wtedy, no, to jest sporą oszczędnością czasową, absolutnie.
3334:  Czy znam jakieś książki, w których główna postać ginie w trakcie historii, inna postać zajmuje jej miejsce?
3340:  Wiesz co?
3341:  To jest bardzo ciekawe pytanie, ale chyba nie znam ani jednego takiego przypadku, w którym ktoś by się zdecydował świadomie na to, żeby nie zakończyć historii jakiejś postaci, wymienić ją na inną.
3351:  Wydaje mi się, że to jest trochę wbrew idei opowiadania historii.
3354:  Musisz mieć jakieś...
3356:  Jak to się pięknie po polsku mówi, pay off, czyli musisz mieć zapłatę za czas, który czytelnik zainwestował w poznawanie jakiejś historii.
3363:  I ta zapłata wyraża się w tym, że dostaje honorowe zakończenie.
3367:  Przypomnijcie sobie, jak to było z The Last of Us Part II.
3371:  A, się teraz narażę Filipowi z bez schematu, ale polecam wam serdecznie bez schematu.
3375:  Mianowicie cała awantura o jedną z głównych postaci, która jest zabita, nie jest związana z tym, że ludzie nowej bohaterki The Last of Us nie lubili, że ona była zdaniem niektórych brzydka, a zdaniem innych ładna.
3386:  Absolutnie nie o to chodziło.
3388:  Chodziło o to, że ukochana postać, dokładnie tak samo jak Han Solo w trylogii sequeli Disneya, która nie istnieje, więc nie mogę jej wam zaspoilować,
3397:  Została zabita w sposób, który nie jest zgodny z tradycjami narracyjnymi, jakie mamy od pieśni o Rolandzie w górę.
3405:  To znaczy, jeżeli jest ważna postać, ona ginie z honorami.
3409:  Oddajecie jej to wszystko, co ona dała wam wcześniej.
3413:  Więc jeżeli tę postać by zabił ciągnik, to my bylibyśmy na ten ciągnik w równym stopniu wściekli, co byliśmy wściekli na Emo Darfa Weidera z pierwszej części Gwiezdnych Wojen i w tym samym stopniu bylibyśmy wściekli, jak byli wściekli niektórzy na Abby z The Last of Us Part II.
3429:  To jest naprawdę tak bardzo proste, więc wydaje mi się, że jeżeli projektujemy skuteczną narrację, to jednak ona musi te honory postaci oddać.
3436:  I zresztą jest precedens swego drogu, bo Arthur Conan Doyle chciał wyeliminować Sherlocka Holmesa w ten sposób.
3444:  Wodospad Reichenbach to był bodajże i spadł w nurt wód tamże, ale nie było powiedziane dokładnie, czy został zabity, czy też nie.
3452:  I fani byli tak wściekli, że pisali do Artura Conan Doyle'a, żeby to zmienił.
3456:  I Artur Conan Doyle faktycznie później opisywał dalej przygody Sherlocka Holmesa, nie zdecydował się na jego uśmiercenie, ale od tego czasu nazywamy ten zabieg narracyjny cliffhangerem, wiecie, bo tak, Sherlock Holmes wisiał na cliffie i się okazało, że a, jednak żyje.
3470:  Tak samo postaci z różnych filmów, seriali i tak dalej, które wydaje nam się, że nie zginęły, ale to się zdarzyło offscreen, to jest kluczowe, pozakadrowo.
3478:  To tak długo, jak długo jest to pozakadrowo, to możemy się z tego jakoś wykaraskać i powiedzieć, a tak naprawdę to wszystko jest w porządku.
3484:  Oczywiście jest też druga szkoła scenariopisarska, wybitna, wspaniała za czasów regencji Kathleen Kennedy w LucasArts i LucasFilm i ona jest przepięknie sformułowana jednym zdaniem.
3498:  Somehow Palpatine returned.
3505:  No, można też tak.
3507:  Można też tak, jeśli się nie wie, w jaki sposób przywrócić do życia postać i jak odpowiedzieć na pytania fanów, na teorie fanowskie.
3515:  No, można zrobić to w ten sposób.
3517:  Ale nie polecam generalnie rzecz ujmując.
3519:  Co sądzę dodatkowym, pół punkcika do oceny z egzaminu za obecność na jednym wykładzie.
3524:  Nie, Jaga, absolutnie nie.
3526:  Znaczy, nie można obecności na wykładzie premiować w żaden sposób, tak długo jak na uczelni nie masz tego napisanego w sylabusie.
3533:  Więc jeżeli babka powiedziała na samym początku, że są zajęcia nieobowiązkowe, to idziecie z całym rokiem podpisaną wnioskiem do pani dziekan i mówicie, że chcemy poinformować, że warunki zaliczenia z przedmiotu X prowadzonego przez osobę Y nie są zgodne z warunkami przedstawionymi w sylabusie.
3550:  Dlaczego to jest ważne?
3551:  Już odpowiadam.
3552:  Mianowicie Państwowa Komisja Akredytacyjna, która przychodzi na uczelnię, sprawdza zgodność sylabusów z stanem faktycznym.
3559:  I sprawdza również dokumentację, więc jeżeli w dokumentacji uczelnianej zachowa się, a musi, tego rodzaju dokument, żeby upewnić, że nie zostanie zniszczony, zgłaszacie to na wszelki wypadek w dwa miejsca i jeszcze możecie zrobić coś takiego, jak uczelnia gra przeciwko Wam, że dajecie dokument w sekretariacie, ale równocześnie dajecie kopię i prosicie o poświadczenie z datą, że wpłynęło.
3579:  I wtedy bierzecie ten dokument dla siebie i nic już nie można z tym fantem zrobić.
3583:  Ale to w skrajnych przypadkach podaje, ale podaje, bo wiem, że na uczelniach bywa różnie.
3588:  I wtedy Państwowa Komisja Gratulacyjna mówi, a zaraz, zaraz, zaraz, bo tu jakiś przedmiot był, gdzie były niezgodne zasady zaliczenia, to my chcemy ten przedmiot przejrzeć i w ogóle robimy audyt tego przedmiotu i my się tam wybierzemy.
3598:  Więc dlatego uczelnie reagują o wiele lepiej w takiej sytuacji, o wiele sprawniej, niż jeżeli powiecie po prostu, że u, bitny student, krzywdzony przez wykładowcę, bu, wtedy uśmiechnie się słynna pani z dziekanatu jakaś i powie, hej!
3614:  I wy spłoszycie, od razu się uciekniecie stamtąd, zupełnie tak jak uciekł swoją drogą jeden z profesorów, jak na moim wspaniałym wydziale, który kończyłem, a był to wydział polonistyki, nigdy nie zapomnę, babki z dziekanatu, która wrzeszczała na niego tak bardzo, że myśmy zgromadzeni byli całą grupą przed dziami sekretariatu i zastanawialiśmy się,
3635:  Co my mamy jako studenci w tej sytuacji myśleć, że nasz, swoją drogą bardzo lubiany przez nas profesor jest w tym momencie opieprzany przez pracownika administracji uczelnianej, to jakie my mamy szanse w tym nierównym starciu w takim razie?
3650:  No, w związku z powyższym polecam taką sytuację i polecam zgłaszanie tego, bo jeżeli nawet nie pomożecie sobie, to pomożecie kolejnym latom, wiem, w sensie rokom akademickim, studyjnym, wiecie o czym mówię.
3662:  Wiem, że altruizm nie jest w Polsce przesadnie popularny, ale myślę, że jeżeli możemy ustrzelić dwa ptaki za jednym kamieniem, jak mają w Anglosasie, albo upiec dwie pieczenie na jednym ogniu, jak mawiają lubiący pożywienie Słowianie, to zdecydowanie będzie dla nas lepiej.
3678:  Czy można się spodziewać odcinka dla każdego swojego przykroego o nauczycielach i o tym, jak wolno obchodzić zakaz prac domowych?
3683:  Jeżeli się pojawią tego rodzaju doniesienia, a nie tylko, wiesz, wygrażanie pięścią, to tak, ja staram się, jak może zauważyliście, żeby w tych odcinkach za każdym razem, poza moją opinią, znajdowały się różnego rodzaju doniesienia prasowe, ponieważ moja opinia jest moją opinią, a doniesienia prasowe pojawiające się na temat edukacji, o czym wiem z mojej praktyki dydaktycznej, długiej już, i obserwacji tego środowiska, pojawiają się tylko wtedy, kiedy sytuacja jest krytyczna i skrajna.
3709:  To znaczy, jest już tak dużo ludzi, którzy narzekają, że coś pęka i zaczynają o tym pisać w gazetach.
3714:  Moi drodzy, jeżeli Wyborcza zaczyna pisać o tym, że o, że może by trzeba było zrezygnować z ocen numerycznych na rzecz ocen opisowych, to ja mam oczy otwarte szeroko i zastanawiam się, czy to jest ta sama gazeta, która lata temu mówiła, że no, że wreszcie będziemy mieli nowoczesną edukację z USA, testy, obiektywne testy.
3736:  A słyszę z drugiej strony od młodych ludzi czasem, Jezus, Maria, Krzysztof, ale to jest obiektywne i dobre.
3743:  No tak, tak, bardzo obiektywne, bardzo dobre.
3747:  Nie ma tak, że oceny zawsze są subiektywne.
3749:  Tak, oceny zawsze są subiektywne, będę to powtarzał.
3754:  prawdopodobnie aż zemrę, ponieważ nie sądzę, żeby przed tym czasem przestała istnieć konieczność powtarzania tego.
3760:  Co myślisz o pisaniu licencjatów 2-3 osoby?
3763:  Na WSB nie wiem czym to jest, prawdopodobnie wyższa szkoła bankowości, zawsze będę rozwijał akronim po swojemu, tak robią, a u mnie na uczelni się z tego śmieją, nie rozumieją tej złośliwości.
3771:  Wiesz co, to zależy od dyscypliny.
3773:  To znaczy, jeżeli ludzie czują, że praca licencjacka nie jest pracą własną, no to będą ją pisać razem, a jeżeli czują, że to jest praca własna, to będą robić wszystko, żeby napisać pracę własną.
3783:  Znowu wracam kołem do tego, o czym zawsze będę powtarzał.
3787:  Jak długo ludzie będą chodzili na studia po to, żeby mieć papierek, a nie dla samorozwoju, no to będziemy mieli tego rodzaju problemy.
3792:  Ludzie obchodzą system nie wtedy, kiedy są z systemu zadowoleni, tylko wtedy, kiedy system narzuca im jakiś tryb postępowania,
3798:  to jest kompletnie niepotrzebny.
3799:  Więc jeżeli ktoś nie poszedł na studia po to, po co się idzie na studia, to znaczy po to, żeby się samemu rozwinąć i po to, żeby stworzyć jakąś pracę czy jakiś projekt, z którego się będzie samemu dumnym później, no to po co iść na studia?
3811:  No i odpowiedź oczywiście bardzo pragmatyczna ludzi do
3814:  ostatnich lat brzmiała, dlatego, że pracodawcy tego wymagają, tylko, że spoiler alert, pracodawcy coraz częściej przestają tego wymagać, a jak pokolenie nasze i wasze i wszystkie młodsze dojdą do władzy, prawda, na szerszą skalę i nastąpi wymiana pokoleniowa, no to moi mili, nie
3831:  nie uważacie, że dalej ludzie będą mówić, że studia są wymagane, ponieważ zbyt dobrze zdajemy sobie sprawę z tego, jak w znaczącym stopniu zaszkodziło to nie tylko polskiej edukacji, nauce, a także biznesowi.
3843:  No przecież, jeżeli ktoś jest rekruterem w jakiejkolwiek firmie, to od razu wam powie, że studia nie są absolutnie żadnym gwarantem niczego, a kiedyś były.
3851:  Kiedyś matura była i to kiedyś było 30 lat temu.
3853:  To nie jest dawno.
3855:  Ja niestety żyję 5 lat dłużej i nie przyjmuję do wiadomości, że 30 lat temu to było dawno.
3862:  Ile mi zajęło zostanie tak wygadanym jak teraz, jak się tego nauczyć?
3866:  No ja właśnie tego nigdy nie nauczyłem.
3867:  Powiedziałem Wam nawet dzisiaj, że jak porównacie mój pierwszy live, kiedy ja mówię o... Dzień dobry, tak?
3874:  Jesteśmy?
3875:  Słyszymy się?
3877:  No.
3878:  No to dobrze.
3879:  To może w coś zagramy?
3881:  Względem tego, co się dzieje dzisiaj, no to też zobaczycie, że jest różnica i to jest naturalne.
3885:  Im dłużej wykonujecie jakąś czynność,
3888:  jakąkolwiek, tym większym mistrzem się w zakresie tej czynności stajecie.
3893:  Prosta sprawa.
3895:  Więc tak dlatego też swoją drogą bardzo dużo ludzi pytających, jak się nauczyć pisać, dostaje odpowiedź, która może denerwować, czytaj więcej, ponieważ musisz poznać
3905:  jakie są zapotrzebowania czytelników, żeby wiedzieć, jak je później spełniać i w jaki sposób pisać dla czytelników to, co będą chcieli czytać.
3912:  Więc musisz sam być dobrym czytelnikiem.
3914:  Prosta sprawa.
3915:  Im więcej będziemy w jakimś środowisku zanurzeni, tym lepiej.
3918:  No i jeszcze jest oczywiście parę takich strategii.
3920:  Ostatnio je sprzedałem zupełnie przez przypadek swojej tutorantce obecnej, tegorocznej, więc teraz się też mogę z wami tymi podzielić.
3927:  To znaczy strategie zarządzania audytorium.
3931:  Moja pierwsza rzecz, którą wykorzystuję, to znaczy jestem bardzo krótkowzroczny,
3935:  To jest nie w znaczeniu metaforycznym, tylko dosłownym.
3938:  Chociaż bardzo dużo ludzi może się ucieszyć, że Krzysztof wreszcie przyznał, że jest krótkowzroczny.
3943:  Mianowicie nie ubieram okularów, jak jest bardzo dużo ludzi.
3946:  Ja po prostu nie widzę wtedy, że jest ich dużo.
3949:  I to jest pierwsza kwestia, żeby przezwyciężyć jakąś naturalny jednak w nas lęk, jeżeli przemawiamy przed dużym audytorem.
3954:  Ale właśnie, druga kwestia, jak przemawiacie przed dużą liczbą ludzi...
3958:  no to wtedy jedna, jedyna rzecz, którą można zrobić, to przeorientować swoje myślenie na temat oceniania.
3963:  To znaczy, ja nie jestem tutaj po to, żeby teraz wszyscy ludzie oceniali mnie, to znaczy trzeba być niesamowitym egomanem, żeby tak pomyśleć, że o, ja jestem tutaj teraz i każdy, każdy tu przyszedł po to, żeby wytknąć mi niewłaściwe użycie.
3975:  imię słowu przysłówkowego uprzedniego.
3978:  No przecież każdy ma taką wiedzę i każdy to zrobi.
3981:  Oczywiście nie zrobi to wątły procent ludzi i to taki, który oczywiście będzie najgłośniejszy, ale to jest wątły procent.
3987:  Dla reszty jesteście tam, oni dla was przyszli.
3990:  W związku z powyższym przeorientujcie swoje myślenie na zasadzie następującej.
3993:  Ja jestem tutaj dla tych ludzi, dam im maksimum z siebie w danej jednostce czasu.
3998:  Tyle, ile jestem w stanie.
4000:  Będę najlepszą wersją siebie, ponieważ chcę uhonorować to, że tutaj przyszli dla mnie ludzie, nie?
4005:  Więc zmieniacie to ze zlecenia, które musicie wykonać dobrze i za które zostaniecie ocenieni, na prezent, który chcecie dać ludziom.
4014:  I oczywiście też się możemy martwić, że komuś się może prezent spodobać czy nie, ale to już jest o wiele bardziej naturalne i mniej, w moim przekonaniu, toksyczne dla mówcy.
4024:  I trzecia technika jest już bardzo konkretna, to znaczy patrzycie centymetr ponad ostatnim rzędem ludzi i wtedy wy patrzycie w ścianę, a ludzie widzą, że patrzycie im prosto w oczy.
4035:  To jest twoją drogą, też się wykorzystuje przy patrzeniu do kamery, więc bardzo praktyczny skill, jeżeli się denerwujecie, to może zadziałać.
4041:  I zrobię jeszcze wstęp, żebyście nie myśleli, że ja miałem zawsze tak.
4045:  Jak grałem jeszcze na fortepianie, to było tak w czasach gimnazjum, późnej podstawówki i koncertowałem, to za każdym razem, jak był jakiś bardziej istotny koncert, typu Wilharmonia, no to ja...
4057:  Ręce mi się tak trzęsły i tak pociły, że nie byłem w stanie zagrać w laskotek na płotek na klawiszach, cóż dopiero Chopina.
4065:  Więc jedyny sposób, absolutnie jedyny, to było uspokojenie się właśnie taką prostą racjonalizacją.
4072:  Natomiast nie podlega żadnej kwestii, że
4075:  Takie punkty przełomowe w życiu, doświadczeniowe, o wiele bardziej pomagają.
4079:  Mnie najbardziej na przykład w mówieniu po angielsku pomogło to, jak na konferencji na Oxfordzie, gdzie pojechałem strasznie, strasznie przejęty i przerażony, że wszyscy będą oceniać mój akcent, potem się dowiedziałem, że nikt tego nie robił, ponieważ uznane byłoby to za rasistowskie.
4095:  to ja jednak mimo wszystko miałem jakąś karteczkę przygotowaną, tak, z punkcikami, z tym, co mam powiedzieć, nawet jakieś tam miałem większe akapity wypełnione i tak mówiłem, mówiłem, znaczy czytałem, ale mówiłem równocześnie, da się to zrobić, jeżeli znacie wcześniej napisany tekst,
4111:  No i patrzę na tych znudzonych ludzi i stwierdziłem, i to jest autentyczne, w połowie wystąpienia, że ja odrzucam te notatki, zamknąłem Kindle'a, bo na nim je miałem i zacząłem mówić.
4120:  Tak, oczywiście zacinałem się bardziej, myliłem wątki, ale mówiłem.
4125:  I nagle, magicznie, ludzie zaczęli mi patrzeć prosto w oczy i zainteresowali się.
4132:  To mnie bardzo zmieniło, bo pokazało mi, że czasem warto po prostu przestać patrzeć na swoje ograniczenia i myśleć o tym, że ktoś nas ocenia i być sobą w maksymalny sposób.
4142:  I w tym najbardziej pomaga uświadomienie sobie pomyśl, co by było, gdyby to była po prostu rozmowa, jeden na jeden.
4150:  Wybierz sobie jakąś osobę, to jest technika, którą bardzo często też ludzie wymieniają, wybierz sobie jakąś jedną osobę z widowni, której będziesz mówił, ale nie bądź creepem, tak, żeby nie patrzeć cały czas prosto w oczy tej osoby, tylko wybierz ją sobie tak w myślach i do niej mów.
4164:  Oczywiście łapanie kontaktu wzrokowego już omówiliśmy, no bo to jest kwestia patrzenia centymetr nad...
4169:  widownią, ale wy cały czas widzicie kątem oka tę jedną osobę, którą sobie wybraliście.
4173:  To bardzo pomaga w takiej sytuacji.
4175:  To jest, moi drodzy, czysto kwestia psychologiczna.
4177:  Nie nauczycie się mówić, jeżeli nie będziecie mówić, więc też mówienie do siebie w lustrze, chociaż jest uznawane w naszej dziwnej kulturze za przejaw szaleństwa, a szaleństwo jest uznawane za coś złego, to nie powinno, to...
4191:  Przezwyciężcie to, machnijcie ręką i mówcie do lustra, starajcie się obserwować, jak mówicie, jakie macie grymasy i tak dalej, panować nad tym i w ten sposób może się potem okazać, że ktoś uzna, że jest wszystko w porządku i że bardzo mu się podoba, że był zaangażowany, że to było autentyczne, ale pamiętajcie, że zawsze będzie grupa ludzi, którzy nie będą zadowoleni.
4211:  Ja dostaję do dzisiaj komentarze pod filmami, które, co ciekawe, za każdym razem dotyczą jednego, że moja ekspresja jest zbyt dominująca, ja to wiem.
4218:  Ja stwierdziłem, że ja uczynię z mojej dominującej ekspresji atut, a nie wadę.
4224:  I teraz zawsze będzie grupa ludzi, którym się to nie będzie podobało.
4229:  Guess what?
4230:  Kompletnie się tym nie przejmuję, ponieważ jak lubię mawiać, jest 8 miliardów ludzi na planecie, naszej i przynajmniej 2 miliardy was zawsze będą nienawidzieć.
4241:  Zawsze, gdy słyszę Szopana, przypomina mi się Twoja anegdotka z hotletem schabowym.
4244:  Dla tych, którzy nie wiedzą, o co chodzi, chodzi o anegdotkę z jeżdżeniem do Warszawy, której to jazdy bardzo nie lubię, ponieważ płacicie 300 zł za przywilej pojechania do stolicy, w dwie strony oczywiście, 169 w jedną stronę, nice, a tymczasem na dokładnie takiej samej trasie do innych, normalnych miast jedziecie za jedną trzecią tej kwoty.
4260:  Więc to jest jedna rzecz, której nie lubię, ale druga rzecz, ponieważ jedziecie do stolicy, muszą Wam o tym przypominać na każdym
4265:  na każdej stacji, więc słyszycie Chopina i apetyczny kotlet schabowy naprzemiennie, to znaczy raz wam mówią, grają ten cholerny preludium, już nie pamiętam co to jest, a później mówią wam o apetycznym kotlecie schabowym w Warsie i to jest połączenie, które mnie niszczyło psychicznie, jak jeździłem do pracy w Warszawie, ja miałem taki moment.
4281:  Grzegorzu, dziękuję Ci serdecznie za trybut.
4283:  Nadałem przy okazji, bo gadałem strasznie długo i nie sprawdziłem, a właśnie, a było bardzo dużo różnych rzeczy, na przykład Jacek Palachowski był Janem Nikolajem i rozdał wsparcie, za co dziękuję.
4291:  Tak samo Michał Smykla był Janem Nikolajem.
4294:  Oprócz tego dziękuję jeszcze Brandilowi za wsparcie 28 miesięcy, to jest jeszcze szmat czasu.
4299:  Matthew Syriakowi za 17 miesięcy wsparcia i Jezus Bamboszowi za 15 miesięcy wsparcia.
4304:  Dziękuję Wam najserdeczniej, że wspieracie społeczność i rozwój tego kanału.
4309:  Mystical pisze, że męczy się na swoim kierunku za to, zaniedbał się w ostatnim czasie skupiając się na rozwoju swoich pasjach.
4315:  Aha, zaniedbałem zajęcia, przepraszam, bo już miałem zakrzyknąć z oburzenia, że właśnie dobrze zrobiłeś.
4321:  Sesja się zbliża, nade mną wisi topór, co zrobić poza rzucić studia.
4324:  Nikt nie będzie powiedzieć, że rzucić studia, a już na pewno nie ja.
4328:  Na pewno sobie można wziąć gap year.
4330:  Rzucenie studiów to jest decyzja, którą podjąć należy wtedy, kiedy już wyczerpali się wszystkie inne opcje, a wzięcie sobie roku na...
4338:  Ogarnięcie życiowe na przykład, urlopu dziekańskiego, najlepsze rzecz, jaką można zrobić.
4342:  Druga kwestia, jako się rzekło, są drugie terminy, więc potraktuj ten czas, który Ci został do drugiego terminu, jako moment mobilizacji.
4349:  Po prostu odpuść sobie całkowicie sesję w pierwszym terminie, bo już jest za późno.
4353:  Chyba, że się chcesz przemęczyć i kosztem swojego zdrowia i organizmu
4357:  A trzecia rada jest taka, a zaryzykuj.
4359:  W paru przedmiotach, w których się czujesz dobrze, pójdź na zerówkę.
4362:  Pójdź do prowadzącego i spróbuj zaliczyć osobiście.
4365:  Ja zawsze brałem zerówki, ponieważ to oznaczało trzeci termin.
4368:  Po co się skazywać na pierwszy termin na studiach i drugi, skoro można pójść na zerowy.
4372:  Ja wiem, że na niektórych uczelniach ich nie ma, ale na uczelniach pracują ludzie.
4375:  Więc idziecie do człowieka i mówicie o sytuacji, że
4378:  generalnie to jest, moi drodzy, 100% charyzmy.
4381:  Macie 10 rzucień na charyzmę i będzie wszystko w porządku.
4383:  Ja się czuję na tyle pewnie w tym zakresie, pracuję akurat w tej dziedzinie i strasznie mnie zaciekawiła jedna rzecz.
4390:  Pomyślałem, że nie no, że podczas egzaminu to będą takie bardzo standardowe rzeczy.
4393:  Ja chciałbym z panem profesorem niestandardowych bardziej porozmawiać o tych, które mnie bardziej interesują i zaczynacie tutaj mówić o tej jednej rzeczy, która was najbardziej interesuje, pomijacie wszystkie inne.
4402:  No i pytacie, czy moglibyśmy jakoś się umówić, żeby to było zaliczenie, bo nam zależy, akurat wtedy są inne rzeczy.
4407:  Bajera, tak?
4409:  I to zadziałało za każdym razem u mnie na wszystkie egzaminy.
4412:  Czy ja wyglądam jako ktoś, kto byłby w stanie zaliczyć historię literatury, romantyzmu?
4421:  Nie?
4423:  Nie?
4424:  Nie byłbym?
4425:  Zwłaszcza jak nie przeczytałem Pana Tadeusza i Dziadów, bo taki był plan od samego początku, żeby skończyć polonistykę i nie przeczytać do końca ani jednego, ani drugiego.
4433:  I bardzo dobrze, dostałem pytanie z Monachomachii, bo był egzamin łączony z oświeceniem i romantyzmu.
4437:  I tak należy żyć.
4439:  Zawsze w tych przypadkach musicie zwiększyć sobie pulę szans, które macie, no bo jeżeli to jest czysty hazard, to im więcej szans, tym lepiej dla nas.
4448:  Michał Pęksa pisze, że od niedawna jest wykładowcą.
4450:  Proszę bardzo.
4451:  Ha, punkciki są wszędzie i nie wiem, jak skutecznie się im przedstawiać, nie tonąc jednocześnie w nadmiarze pracy.
4457:  Witamy w tym świecie cudownym.
4459:  Moja rada jest następująca, to znaczy, ponieważ w tym systemie się nie wygra, inaczej trzeba grać według jego reguł, po czym, jak zdobędziesz rzeczone apanarze,
4469:  zasięgać tego cudownego przywileju, który się wtedy przed tobą otwiera.
4474:  I wtedy możesz, dostawszy te sto punkcików za artykuł, wstać na przykład i powiedzieć, że sprzeciwiasz się punktom, bo to jest kretynizm.
4481:  I teraz każda osoba, która ma problem z tym, żeby opublikować w takim miejscu, już będzie twoim sojusznikiem z automatu.
4487:  ponieważ gdyby one wstały i powiedziały coś takiego na zebraniu dowolnym, to by usłyszeli, wiecie co by usłyszeli, to usłyszeliby to samo, co Mikołaj Marcela i ja słyszymy w mediach społeczności bardzo często, że pewnie w szkółce nie szło.
4500:  W takich przypadkach właśnie to jest dobre, że można wykorzystać taki prostacki schemat myślowy i wziąć stronę osób, które właśnie nie dają rady.
4510:  Więc jeżeli chcesz rzeczywiście, a sądzę, że jeżeli zostałeś wykładowcą, to takie są twoje ambicje, podejść do tego ideowo, to to jest rzecz, którą ja też robię i wielu moich znajomych, którzy jesteśmy przeciwni temu.
4522:  I dzięki temu nasz głos niesie się dalej.
4524:  Gdybyśmy nie mieli tych osiągnięć, to nasz głos nie niósłby się dalej.
4528:  To jest pewien paradoks niestety, w którym trzeba funkcjonować.
4531:  To jest dokładnie taki sam paradoks, moi drodzy, jak to, że tak, krytyka kapitalizmu krytyką kapitalizmu, ale równocześnie kupno nowej kamery jest konieczne.
4539:  Na przykład.
4539:  Albo nowego mikrofonu.
4540:  I tak, jest to bardzo przyjemne uczucie.
4542:  Natomiast nie zmienia to faktu, że możemy dalej krytykować fakt, że niefajne jest to, że na przykład niektóre produkty są celowo postarzane, żebyśmy kupowali je częściej.
4551:  Jedno z drugim nie stoi w sprzeczności.
4555:  Spotkałem się w USA z nastawieniem bardzo prostym.
4557:  Never say sorry for my accent, pisze Hans Olo.
4559:  Tak jest.
4559:  To nie jest tylko w USA, nawet w bardzo klasistowskiej miejscami Wielkiej Brytanii, zwłaszcza, wiecie, w tych ich wyższych eszelonach społecznych, bo tam jest bardzo klasowe społeczeństwo w niektórych rewirach.
4569:  Możliwości się z tym nie spotkać, natomiast w środowisku akademickim jest to niemalże norma.
4574:  To nawet tam jest to bardzo, jak mawiał Anglosasie, frowned upon.
4578:  Niemile się na to patrzy i spod oka.
4581:  Jeven pisze, że zostały dwa tomy do końca księgi całości i ciągle, gdy pojawia się postać kobieza, narrator określa, czy jest ładna, czy brzydka.
4587:  Nie podoba mi się to do końca, a co o tym myślisz?
4590:  No i nie bez powodu, moi drodzy, polska fantastyka cieszy się taką a nie inną opinią.
4594:  Pamiętajcie o tym, że te standardy pisania, które
4597:  na zachodzie funkcjonują sobie już od ładnych parudziesięciu lat, no u nas dopiero są wdrażane.
4602:  No nie zobaczcie czegoś takiego w Teatrze Węży Agnieszki Hałas, pisanym już pod koniec lat 2000, no i przede wszystkim w ostatnich dekadach, natomiast możecie to zobaczyć w starszej fantastyce i to jest część tego kolorytu epoki, który mieliśmy.
4617:  Dobrze, moim zdaniem, że czytelnicy to zauważają.
4620:  Natomiast nie jestem zwolennikiem przepisywania książek tak, żeby odpowiadały współczesnym gustom, współczesnym przemyśleniom, współczesnym spostrzeżeniom społecznym, ponieważ to jest ingerencja w pewienego rodzaju zabytek piśmienniczy.
4634:  Bardzo dobrze, ja chcę wiedzieć na przykład, że jakiś pisarz myślał to, co myślał, albo opisywał tak, a nie inaczej postaci kobiece, albo dominującą jego narracją było to,
4644:  że jeżeli jest mężczyzna, to jest inteligentny, a jeżeli jest kobieca postać, to jest ponętna.
4649:  Ja bardzo chcę to widzieć, właśnie bardzo dobrze, ponieważ od tego są literaturoznawcy potem, czy historycy literatury krytycznej, żeby powiedzieć, no zobaczcie, wtedy było tak, teraz jest tak, zmieniło się coś.
4658:  A w momencie, w którym będziemy dokonywać wstecznych korekt, to mnie to niebezpiecznie przypomina sytuację, i to jest akurat ten moment, kiedy będę mówił jednym głosem, prawdopodobnie z konserwatywną stroną,
4667:  społeczeństwa.
4668:  Mnie to przypomina jako żywo casus ang soku, czyli społeczeństwa w roku 1984 Orwella, gdzie wstecznie przepisywano gazety, żeby odpowiadały linii partyjnej z czasów obecnych.
4678:  To nie jest dobra praktyka.
4680:  Retroaktywne korekty tego rodzaju dla mnie są niepokojące i to jest ten jeden, jedyny moment, kiedy będę mówił jako literaturoznawca, ponieważ patrzę na literaturę tak samo, jak będę patrzył na każde inne medium, jako
4691:  świadectwo tego, jak funkcjonuje epoka w danym czasie.
4694:  I to samo dotyczy gier wideo, chociaż w przypadku gier wideo jest o tyle ciekawsza sytuacja, że możecie zawsze usprawiedliwić zmiany w grze wideo tym, że to jest remaster i robicie nową edycję, więc możecie sobie różne rzeczy zmieniać.
4706:  I to jest o tyle problematyczne, że bardzo często firma wtedy zapomina trochę o tej wersji pierwotnej, nie reklamuje już jej i bardzo się ciężko do niej dostać.
4715:  Więc jeżeli ktoś pisze historię gier wideo na przykład,
4718:  Bardzo mu współczuję, ponieważ dotarcie bardzo często do gier sprzed 20 lat już nawet jest dużym problemem, a co dopiero w przypadku, gdy mamy różnego rodzaju wersje, więc to jest kazus, w którym bym był bardzo ostrożny.
4730:  Przy okazji bardzo dziękuję za dołączenie do grona wspierających Dobrosławie.
4734:  i Cezarii Magento za 25 sążnych miesięcy wsparcia.
4738:  Cezaria przypomina nam z tej okazji, że dzisiaj jest Międzynarodowy Dzień Spodni Dressowych.
4742:  Proszę bardzo, wiem już, co wzuwam po live'ie.
4744:  Matthew Cyriak dołącza się, mówiąc, trzymajcie się wszyscy, dobrzy ludzie, przed sesją i jeszcze widzę, że... Nie, Gorzowi Kuczyńskiemu dziękujemy za trybut.
4753:  Jestem na bieżąco.
4754:  Uff, na szczęście.
4756:  Jak wybrać właściwy temat pracy licencjackiej?
4758:  O, zawsze, zawsze Dawidzie pod siebie.
4761:  Moja najprostsza rada, myślcie o tematach prac dyplomowych następująco.
