🔴 Kij bez kierunku nie będzie drogowskazem | LIVE #27
🔗 https://www.youtube.com/watch?v=N8q4yU142oY

81:  Dzięki za uwagę!
3374:  Krzysztof, jak się nauczyć szybko czytać?
3375:  A moja odpowiedź brzmi, a chcesz się nauczyć szybko grać też?
3379:  Polecam speedrunning, tylko że problem polega na tym, że to jest dyscyplina sportowa.
3383:  W związku z powyższym, jeżeli ktoś się do tego nie nadaje, nie lubi tego, to nie będzie czerpał takiej przyjemności z gry, jaką czerpiemy usiadłszy sobie radośnie na kanapie z padem, tak?
3393:  A my potrzebujemy szybko czytać książki, dlatego że ktoś nam wmówił, że tylko one rozwijają.
3397:  W związku z powyższym, fokusujemy się za bardzo na parametrach, rankingach, znacznikach i tak dalej, i tak dalej.
3403:  Ja na przykład złapałem się na tym, że jak czytałem książkę na Kindlu,
3406:  to miałem te 20% do końca rozdziału i wydawało mi się, że to jest spoko, bo o wiem kiedy się rozdział kończy i dzięki temu mogę sobie rozplanować czas.
3415:  Zacząłem mieć ten sam syndrom, który ma ziaro.
3417:  To znaczy myślałem sobie, że o, o, 20% jeszcze zostało i dekoncentrowałem się bardzo szybko.
3422:  To znaczy wychodziłem z imersji, z zanurzenia raczej.
3424:  A jeżeli chcemy podtrzymać zanurzenie, to jest jedna rada.
3428:  I mówiliśmy trochę o tym w dyskusji o eskapizmie na bezschematu.
3432:  Mogę wam tę dyskusję spokojnie polecić.
3435:  Wreszcie mi się udało wrócić na bezschematu po nie wiem jakim czasie.
3438:  Mianowicie rozmawialiśmy sobie, to znaczy to w zasadzie jest rozmowa w pierwszych,
3442:  na kanale Czerw Fantastyczny, ona była na festiwalu Synestezje, a poza tym była jeszcze na bez schematu taka follow-upowa rozmowa, dlaczego uciekamy do innych światów, o eskapizmie.
3453:  I tam między innymi przytaczałem taką
3456:  Bardzo fajną babeczkę, ona się nazywa Mary Lorian i ona powiedziała kiedyś, że nie da się, jeżeli skupiacie się za bardzo na formie samej czynności, a nie jej treści, nie da się osiągnąć tego stanu zanurzenia.
3467:  Dlaczego gramy w grę i równocześnie przyswajamy sobie pewne rzeczy?
3470:  Tak wiecie, że nas to samych dziwi, jak to jest w ogóle możliwe?
3473:  Jak to jest, że tak szybko coś przyswoiliśmy?
3477:  No może właśnie dlatego, że nie myśleliśmy o tym, że uczymy się historii, jak graliśmy w Rome Total War.
3484:  Jest taka książka, Narrative as Virtual Reality, ona jest naukowa, więc ja nie wiem, z pewnym lękiem wam ją polecam, ale pokażę, pokażę oczywiście, jak to mi się uda otworzyć, bo teraz zmienił się Adobe Reader i doprowadza mnie to do absolutnego szału.
3500:  To jest ta książeczka, o już wam pokazuję.
3504:  A babeczka się nazywa Marylo Ryan.
3506:  Tutaj ją macie wypisaną.
3508:  I rzeczona książeczka, wprowadza właśnie tę kategorię imersji na różniejsze sposoby.
3514:  I long story short, babka mówi, że jak płyniecie,
3517:  tak, powiedzmy, że to jest żaba, to nie mówicie sobie 45 stopni kąt, dobrze, teraz siłą 7 newtonów wypychamy i teraz woda, tak, i dobrze, i teraz w tym momencie muszę nogę pod kątem, bo utoniecie, tak?
3531:  Musicie po prostu płynąć i dlatego wcześniej ćwiczymy, tak, ćwiczymy czytanie.
3536:  Ćwiczymy mechaniczną umiejętność, czytania, składania liter itd., itd.
3539:  Ćwiczymy to po to, żeby potem nie zastanawiać się, jak to robimy.
3542:  Trochę tak z ćwiczeniem w Dark Souls.
3544:  Pierw musicie się przebić przez tę całą mechanikę, przez dziwny keybinding, jeżeli macie taki pomysł, jak ja i gracie w to cholerstwo na klawiaturze i myszy.
3554:  Musicie się przez to wszystko przebić, żeby poznać język gry.
3557:  Jak poznacie język medium, to wtedy możecie przez to już sobie płynąć.
3561:  Tak jak poznacie technikę pływacką, to możecie sobie potem pływać i tak jak ja na przykład robić 60 basenów i myśleć sobie wtedy o niebieskich migdach i co ciekawe, wpadałem na najlepsze pomysły właśnie jak pływałem na basenie.
3572:  Więc moja rada jest taka, wyłączyć sobie w ogóle myślenie o numerach stron.
3575:  Jeżeli czytacie na czytnikach, wyłączcie sobie ten znacznik 20% do końca, bo bardzo często prowadzi to do tego, że właśnie wchodzimy w tryb koncentracji, myślimy sobie, o Boże, ja teraz czytam książkę, jak ja się rozwijam, ojej, już przeczytałem 20 stron, a za moment 100.
3593:  I do czego to tylko prowadzi?
3595:  Prowadzi to do tego, że zaczynacie sobie czynność czytania przepisywać na liczbę stron przyswojonych w ciągu godziny.
3602:  Nie, nie ma sensu absolutnie, ale wiem, że to jest trudne, więc to jest takie ćwiczenie intelektualne, żeby starać się o tym zapominać trochę.
3611:  Iwanus, dzięki ci za wsparcie od 26 miesięcy.
3613:  Czy jamnik jamnikowy i jamnikiem?
3614:  Tak, absolutnie.
3615:  Zawsze.
3616:  Sebiksowi też strasznie dziękuję za bycie jamnikołajem.
3619:  Kazik.pl został darowany przez Sebiksa, to nie był jedyny jamnikołaj, bo wcześniej zobaczyłem, że Doktorek i Olcik byli jamnikołajami, podarowywali wsparcie, a mnie to zupełnie umknęło i bardzo im za to ekspost, czyli później dziękuję.
3633:  Laguje?
3634:  O nie!
3636:  Przerażacie mnie, ja wiedziałem, że tak będzie.
3640:  Miałem nadzieję, że lagi będą wyłącznie na streamach growych, ale najwyraźniej YouTube nienawidzi mnie, moi drodzy, makroperspektywicznie.
3647:  Ale możemy się tylko pocieszyć tym, że przynajmniej zapis powinien nie lagować, ale będę jutro dzwonił do...
3655:  mojego sieciodawcy, żeby zwiększył pojemność wiaderka, w jakim mnie dostarcza, ponieważ od momentu przejęcia UPC przez playa prędkość uploadu zmalała mi z moich 50 megabitów na sekundę do 10 megabitów na sekundę i jest niedobrze i to już mieliśmy na innych live'ach, więc jestem świadomy problemu.
3674:  Jedyne, co mogę powiedzieć, to to, że powinno to po jakimś czasie przestać lagować.
3678:  No bardzo was przepraszam za te niedogodności.
3682:  U mnie to była zmora z tym patrzeniem na stronę, pisze Jan Guzek.
3684:  W moim przypadku pomogło właśnie powolne czytanie.
3687:  Jak mam szansę, to nawet lubię sobie na głos poczytać.
3689:  Właśnie, cieszmy się chwili, tak?
3691:  Cieszmy się chwilą w tym sensie, że mamy teraz przyjemność oddawania się rozrywce jakiejś.
3697:  Myślcie o tym jako o rozrywce, a nie jako o obowiązku.
3700:  I na przykład nie pracujemy bardzo ciężko fizycznie albo ciężko zawodowo, tylko po prostu...
3706:  Mamy kontakt z kulturą i sztuką.
3708:  I to czasem w zupełności wystarczy, żeby nie terroryzować siebie samego właśnie tym, że coś robimy nie tak, czy coś robimy nie w porządku.
3719:  Dlaczego przeszkadzał mi Augustyn Schippony na filozofii?
3722:  Nie przeszkadzał mi nigdy Augustyn Schippony na filozofii, nie wiem skąd ta informacja.
3726:  A nie przeszkadzał mi Marek Aureliusz.
3728:  Nie wiem też skąd informacja, że nie przeszkadzał mi Marek Aureliusz, ponieważ ani o jednym, ani o drugim nie zająknąłem się na tym kanale ani razu.
3735:  O Augustynie Schippony wiem na przykład tyle, że napisał Państwo Boże, które było interpretowane jako utopia, a że utopiami się kiedyś zająłem, to i Państwo Boże przeczytałem.
3744:  I w zasadzie tyle.
3745:  Więc skądkolwiek są te informacje, nie mam pojęcia skąd są czerpane, ale w takich przypadkach, jeżeli się cytuje kogoś, to polecam cytować kogoś konkretnie, żeby wiadomo było, o co chodzi, bo wiesz, ja jako autor nie rozpoznaję tych słów, co dopiero ktoś inny.
3760:  Krzysztof jest na czarnej liście YouTube'a, ewidentnie, moi drodzy, ewidentnie.
3765:  A propos naukowego, czy oglądałem film o hejcie i czy się wypowiem.
3768:  Wypowiadałem się już parę razy na naszych live'ach gamingowych, ale powiem jeszcze teraz parę słów.
3773:  Mianowicie Dawid oczywiście rusza czubek góry lodowej w tym materiale i koncentruje się bardziej na komentarzach od widzów.
3782:  Ja oczywiście to w pełni rozumiem, ponieważ Dawid się zetknął z falą, która jest bardzo konkretna, to znaczy z falą denialistów nauki, którzy uważali, że
3792:  nie było pandemii, tylko plandemia, więc wiecie, to jest dość niebezpieczne, że ludzie tego rodzaju rzeczy mówią w sieci i nie odbierają się prawa do wypowiadania.
3800:  Zawsze uważałem, że jeżeli ktoś się wypowiada na tematy, którymi może zaszkodzić innym, to powinien okresowo to prawo do wypowiadania się tracić i jeżeli ktoś mi powie, że to jest cenzura, oznajmniej mniejszym, że nie jest cenzurą, wzbranianie czy prewencja jakiejkolwiek szkody społecznej, która się może oczywiście
3820:  przejawiać tym, że ktoś na przykład weźmie sobie takie rady do serca i zrobi sobie krzywdę chociażby.
3825:  Takie wypowiedzi zwykle eliminujemy.
3827:  To jest pierwsza kwestia.
3828:  Druga kwestia jest taka, że te wypowiedzi pojawiają się, co mówi Dawid słusznie, na prywatnych platformach.
3833:  Mechanizmy cenzorskie natomiast są w gestii aparatów państwa.
3836:  Więc jeżeli platforma ma regulamin i w tym regulaminie jest powiedziane, że tu są te wytyczne społeczności, wy klikacie, zgadzam się, to w tym momencie podpisaliście umowę.
3843:  W związku z powyższym, jeżeli ktoś wam cofnie prawo wypowiadania się na danej platformie, to oznacza, że złamaliście warunki umowy.
3849:  Jeżeli w umowie w ramach stosunku pracy będziecie mieli powiedziane, że na przykład, no nie wiem, należy przestrzegać dress code'u i postanowicie przyjść do pracy ubrani jak Borat, to wówczas również łamiecie warunki umowy.
3861:  I nikogo to nie będzie dziwiło.
3862:  Dokładnie tak samo możemy powiedzieć, czy dokładnie to samo możemy powiedzieć o wypowiadaniu się w internecie, bo nie wypowiadacie się w internecie na swoich własnych prywatnych serwerach i na swoim prywatnym portalu, tylko wypowiadacie się w miejscu, które jest częścią jakiejś społeczności, która to część społeczności jest administrowana przez prywatną korporację, która sobie może zrobić, co jej się żywnie podoba, oczywiście w granicach obowiązującego prawa w różnych państwach.
3885:  I trzecia kwestia, która dotyczy pośrednio tego filmu, o którym mówi Dawid Myśliwiec, to jest kwestia niskich standardów dyskusji, na jakie sobie pozwoliliśmy na YouTubie.
3894:  I ja może powiem w ramach mojego zawoalowanego komentarza, że jednym z takich niskich standardów dyskusji
3901:  jest to, że na przykład jesteśmy w stanie kliknąć w film o kimkolwiek innym, jakimkolwiek innym twórcy, który jest komentowany, który ma wykrzywioną mordę i w tytule tego filmu, który nie należy do tego twórcy, jest imię i nazwisko krytykowanego twórcy.
3916:  I my w to klikamy i mówimy, he, he, he, beka, zobaczymy, drama będzie, nie?
3921:  No więc nie, to po pierwsze, ja w takie rzeczy nie klikam i klikać nie będę, a jeżeli jeszcze ktoś mi wmawia równocześnie, że to jest merytoryczna dyskusja, to moim zdaniem niczym się nie różni od takiego covidowego denialisty, który się wypowiada pod filmem Dawida Myśliwca i uważa, że spełnia tym obywatelskie swoje prerogatywy.
3939:  związane z wolnością słowa, którą w ten sposób sobie może artykułować.
3943:  No nie, nie możesz, to znaczy możesz zostać shadowbanowany i nawet nikt za tobą nie zapłacze.
3948:  Na takiej samej zasadzie działają dyskusje, w których zaczynacie od wyzwania kogoś, a potem zaczynacie płakać, że zostaliście na przykład przyciśnięci obcasem do ziemi.
3958:  Trzeba było, trzeba było nie zaczynać, tak?
3961:  Jeżeli ktoś atakuje, to musi wiedzieć, że spotka się z pewnego rodzaju obroną.
3966:  I ostatnia kwestia.
3968:  Jasne jest, że twórcy duzi na YouTubie, czy gdziekolwiek indziej, no, muszą być przygotowani na to, że, no, we live in a society, jak żyjemy w społeczeństwie i możemy się stykać z tego rodzaju patologiami.
3982:  Jasna sprawa.
3983:  Tak samo jak nauczyciel jest przygotowany do tego, że jakiś segment uczniów
3987:  będzie problemy różnego rodzaju stwarzał, albo przeszkadzał, albo w ogóle nie dotrzymywał właśnie tych rygorów, które są, no nie wiem, wymagane od wszystkich żyjących w społeczeństwie.
3997:  Ale to nie oznacza, że takie zachowania są okej.
4000:  I to nie oznacza, że nie powinny istnieć mechanizmy prewencji i mechanizmy eliminowania takich przypadków wtedy, kiedy one zajdą.
4006:  I nikt nie powinien mieć z tym żadnego problemu.
4008:  I trochę mnie dziwi, że te dyskusje mamy dopiero teraz.
4011:  Jako moja rada do tego, w jaki sposób dokonać sanacji polskiego YouTube'a,
4016:  I będzie taka sama jak w przypadku edukacji.
4019:  To wasze działania generują popularność różnych twórców.
4022:  Jeżeli klikniecie na dramowy film, w którym jedna osoba szkaluje drugą osobę i robi na tej osobie sobie zasięgi, to znaczy, że wy dajecie taką fokę zgody, seal of approval, tak?
4035:  I mówicie, podoba mi się to, chcę tego więcej.
4039:  You get what you pay for.
4040:  Dzisiaj mówię dużo po angielsku, nie wiem dlaczego.
4042:  Otrzymujecie to, za co zapłaciliście.
4044:  W tym przypadku płacicie kliknięciem.
4046:  Ja swoimi kliknięciami dysponuję bardzo oszczędnie.
4051:  To znaczy, jeżeli w kogoś klikam, to znaczy, że mnie autentycznie jakimś tematem zainteresował.
4055:  I w tym temacie chociażby mogę wam polecić...
4058:  film, który poznałem dzięki znowu ludziom na czatach, mianowicie o maturze w Korei Południowej, tym jak wygląda system edukacji w Korei Południowej.
4069:  To jest z kanału Pyra w Korei i z radością i z zaangażowaniem to obejrzałem, ponieważ dostałem dzięki temu zupełnie inną perspektywę, na którą bym nie natrafił.
4080:  Przykładem chociażby takiej polemiki YouTubowej, żeby też był przykład pozytywny, jest chociażby to, co było na kanale Orestesa.
4088:  czyli Everyday Hero, poświęcone, poświęcone, moi drodzy, dwóm lewym rękom, prawda?
4093:  Czyli teraz spróbuję znaleźć kanał Everyday Hero i wam to pokazać, bo uważam, że zostało to zrobione modelowo, tak?
4101:  To znaczy, zobaczcie sobie na miniaturkę.
4105:  Lewicowa krytyka weganizmu, czy świnie lubią bekon?
4108:  I polemika z. Wszystko jest w porządku.
4111:  Czy ja patrząc na tę miniaturkę, myślę sobie, o, o, tutaj są jakieś czerwone oczy i żółty napis, Giełzak mówi bzdury, albo Lewak po raz kolejny hipokrytoł.
4123:  Nie?
4124:  Nie?
4126:  Dostaję film na kanale, w którym jak kliknę w ten kanał, to mam o, weganie, weganie, weganie, weganizm, weganizm, mój talerz, moja sprawa.
4136:  A, czyli ten człowiek zajmuje się tematami wegańskimi.
4140:  O, czyli jeżeli polemizuje z dwoma lewymi rękami, to nie dlatego, że myśli sobie...
4145:  Giełzak i Dymek wyciągają dobre zacięgi.
4150:  Potepnę się, chociaż nic o tym nie mówiłem.
4156:  Sprytny plan.
4158:  Nie, po prostu dalej zajmuję się tym, czym się zajmował, więc tak możemy, moi drodzy, naszymi kliknięciami zagłosować.
4166:  Ja, jak widzicie, to zrobiłem, obejrzałem ten film.
4169:  I zresztą rozmawiałem akurat z Marcinem Giełzakiem na temat tego i powiedział, że tak im się spodobała ta polemika, że puścili link do niej w swoim newsletterze do widzów.
4178:  Tak to działa, moi drodzy.
4179:  Jeżeli chcemy dobrego jakościowo kontentu, to my w tym mamy swój współudział.
4185:  Ale się rozgadałem i to przerażająco.
4188:  Czy oglądałem Borata?
4189:  Oczywiście, że oglądałem Borata.
4191:  Jakie książki Lema polecam?
4192:  Oprócz Niezwyciężonego będę wam polecał chyba...
4197:  O tak, Golem14, bo dystopia, dystopię kocham.
4201:  Absolutnie uwielbiam, ale to bardziej dla fanów innego kanału z kolei na YouTubie, wartego polecenia, to znaczy Michała Idasiaka.
4208:  Czy ja mam Michała Idasiaka?
4209:  Na pewno mam Michała Idasiaka i co więcej mam go w subskrypcjach.
4213:  Michał Idasiak robi moim zdaniem topowy absolutnie content filozoficzny, więc wielka polecajka dla Michała, powinien mieć powyżej 10 tysięcy subów.
4222:  Więc summa technologie, to jest dla ludzi, którzy chcą poznać Lema Futurologa i filozofa, a nie tylko Lema Prozaika.
4230:  Następnie, Kongres Futurologiczny, w którym jest najlepszy opis kalesonów, jaki się znajduje i tu mieliście przykład najgorszego możliwego fokusu.
4242:  Więc to też jest w zasadzie taka satyra dystopijna poniekąd.
4247:  A moja ulubiona dystopia Lema to wizja lokalna.
4250:  Mówiąc dystopia, mam na myśli to samo, co w roku 1984 albo w Nowym Wspaniałym Świecie, że wiecie, jest świat, który niby wygląda jak utopia, ale tak naprawdę gnije od środka i w środku jest przywódca, który usiłuje nas przekonać, że ten świat został założony po to, żeby ludziom żyło się lepiej, a potem się okazuje, że jest takie specjalne więzienie, do którego są zsyłani wszyscy, którym się nie podoba ten nowy ład, który został stworzony.
4272:  No, to w dużym skrócie dystopia.
4273:  Teraz weszła ballada ptaków i węży chociażby do kin, która jest prequelem do Igrzysk Śmierci.
4278:  Igrzyska Śmierci to też jest dystopia, więc jak lubicie ten gatunek, to mega polecam.
4283:  I wizję lokalną, gdzie jest taka satyra dystopina, ale chyba najbardziej...
4288:  Powrót z gwiazd.
4288:  Powrót z gwiazd to jest moja w ogóle top of the top powieść Lema, uwielbiam ją, jest świetna i ona jest najbliższa właśnie nowemu wspaniałemu światu, czy chyba nawet najbardziej nowemu wspaniałemu światu, tak mi się wydaje.
4300:  Nie będę tego odkładał na półkę, bo tego i tak będzie za moment bardzo dużo.
4306:  Nie, ale polecam bez schematu, a czy teraz bez życia, moi drodzy, czyli kanał, na którym Filip bez schematu streamuje i m.in.
4312:  tam był Alan Wake 2.
4314:  Stało się, właśnie kupiłem akredytację na Imladris, czyli ja teraz nie mogę się wycofać z udziału.
4318:  Żartuję, moi drodzy, będę na Imladrisie.
4322:  Czy tego typu zachowania, jak omawiane przez Dawida Myśliwca, dałoby się uniknąć, prowadząc w szkołach zajęcia o weryfikowaniu informacji?
4328:  Wszystkich problemów, z jakimi się borykamy w internecie, dałoby się uniknąć dzięki temu.
4333:  No, wiecie, nie chcę teraz zabrzmieć bardzo źle i ojkofobicznie, ojkofobia, czyli niechęć do własnego kraju, ale dużo ludzi mówiło, że ja zwykłem oglądać zachodniego YouTube'a, bo tam jest lepsza jakość, na przykład.
4347:  No dlaczego jest przeciętnie lepsza jakość materiałów?
4350:  No być może dlatego, że tam się ćwiczą ludzie w argumentacji i w pisaniu esejów i oczywiście to jest bardzo duża generalizacja, ale generalnie szkolnictwo anglosaskie się tym charakteryzowało, że nie, macie geografię, piszecie esej, macie matematykę, piszecie eseje, piszecie English i piszecie esej też.
4365:  No po prostu ćwiczy się w ten sposób nie pisanie esejów i bycie humanistą, tylko ćwiczy się sztuka argumentacji i potem słuchacie youtubera, który...
4373:  no robi to, czego się nauczył w czwartej klasie, tak?
4376:  Znaczy w bardzo prosty sposób tworzy rozprawkę internetową w gruncie rzeczy i to macie sprzedane jako esej, który ma 14,5 miliona wyświetleń, następnie na kanale Real Life Lore albo podobnym innym.
4388:  No dlatego to wygląda tak, jak wygląda.
4390:  I oczywiście, że macie też bardzo dużo guana na YouTubie, bo to też się sprzedaje, ale jednak bardzo duża liczba YouTuberów polskich, którzy szli w ten konwent edukacyjny,
4400:  Wprost inspirowała się zagranicznym kontentem na YouTubie, no właśnie dlatego, że tamta sztuka argumentacji była ćwiczona trochę dłużej i znowu nie ma tutaj co wyrzekać i mówić, że ci lepsi, a ci gorsi.
4411:  Po prostu jedni zostali wykształceni lepiej i dali inne szanse, a inni wykształceni gorzej.
4417:  Mnie na przykład bardzo szkoda, że ludzie, którzy...
4420:  są świetnymi fachowcami, świetnymi inżynierami w Polsce, no bardzo często właśnie nie mają tego talentu do wypowiadania się i nawet sami nad tym ubolewają, a to nie jest tak, że oni, ich mózg jest skonstruowany tak, że nie mają tego talentu i koniec, no trudno, jestem ścisłowcem, to ja nie umiem pisać.
4438:  Nie!
4438:  Absolutnie na tym nie polega.
4439:  To nie chodzi o tworzenie sztuki i operowanie metaforami, tak jak nam się mylnie na języku polskim, który tak naprawdę jest historią literatury, wykłada.
4447:  To chodzi o normalny sposób porozumiewania się.
4450:  Na przykład ten skill, który ja nabrałem, a nabrałem go nie dlatego, że się urodziłem taki, tylko dlatego, że ćwiczyłem gadanie i nikt mi swoją drogą też w domu nie uciszał.
4458:  Mówiłem... Tylko dawali mi się wypowiedzieć nawet wtedy, kiedy wszyscy popatrywali na mnie i mówili...
4466:  Jasne, pięcioletni Krzyś i się wymądrza, tak?
4469:  Ale tolerowali to i dzięki temu ja nie miałem później problemu z wypowiadaniem się i to samo tyczy się szkół.
4475:  Po prostu trzeba ludziom dać szansę, żeby się uczyli wypowiadania.
4478:  Jedni będą argumentować wolniej, inni będą argumentować szybciej, jedni będą to robić zręcznie, inni mniej, ale jest pewien taki...
4485:  Właśnie poziom, który jest w stanie osiągnąć każdy po to, żeby móc się porozumieć.
4489:  Mnie czasem przeraża, jak rozmawiam z profesorami i oni robią żałosne błędy bardzo często, typu falacja accidentis, błąd wydatnienia przypadkowego szczegółu chyba jest najczęstszy.
4499:  Macie jakąś tezę, tak?
4501:  I przywołacie niefortunny przykład, który ma tę tezę udowodnić.
4505:  I wtedy jest takie, aha, czyli teza jest zła, bo przykład był niefortunny, bo ktoś się palnął w, nie wiem, liczbie centymetrów na przykład.
4513:  Nie, przykład był źle dobrany i źle opracowany, ale to nie znaczy, że teza jest zła, bo ten człowiek może za 5 sekund ci podać następny przykład, który będzie już dobry i później jeszcze jeden przykład, który będzie lepszy od dwóch poprzednich.
4525:  Ale o wiele lepiej jest zaorać kogoś, bo ho ho, przykład podał zły.
4529:  To jest straszne, bo to jest taki bazowy mechanizm w logice i w komunikacji, którego się powinno unikać absolutnie.
4536:  Co sądzisz o dodaniu bloku kontekst do Twittera Pyteraciaveli, dzięki któremu użytkownicy mogą dodać informacje prostujące wypowiedzi innych użytkowników?
4543:  Od razu prosta odpowiedź 100% za.
4545:  Wszelkie sprostowania, które są w mediach społecznościowych, zwłaszcza takie, które wytłumaczą nam, o co chodziło w danej praktyce dezinformacyjnej, na propsie.
4555:  Jakby ludzie bez żadnej podstawy, pisze Nightflesh, do wypowiadania się o danym temacie nie mogliby mówić, to nie byłoby takich rzeczy jak, i tutaj muszę dać duże cudzysłowy, ideologia LGBT czy transfobia.
4565:  Swoją drogą, ideologia LGBT, zauważcie, polecam wam mega ten eksperyment intelektualny.
4571:  W każdym zdaniu, gdzie przeczytacie frazę ideologia LGBT, zastąpcie to ideologią gender i następnie wyjaśnijcie mi, co się zmieniło w znaczeniu.
4581:  Dolary przeciw orzechom, że nie zmieni się nic.
4584:  a następnie wstawcie tam marksizm kulturowy, a potem wstawcie tam ideologia woke, a potem wstawcie tam bolszewizm kulturowy, ten ostatni termin nawiasem mówiąc wymyślany przez propagandę nazistowską i nie zmieni się nic.
4598:  Dlaczego się nie zmieni nic?
4599:  Ponieważ te słowa mają jedną wspólną cechę.
4602:  Nic nie znaczą i zostały wymyślone jako nazwa nieistniejącego zjawiska.
4606:  To znaczy nazwa jakiegoś wroga, którego potrzebujemy retorycznie.
4610:  I tak, w każdym z tych słów jest cząstka prawdy, ponieważ ktoś tam coś liznął, coś mu się wydaje i obiło mu się o uszy, ale żadnym z tych terminów nie ma w ogóle żadnej wykładni naukowej, która by go podpierała.
4622:  Żadnej.
4623:  Ani socjologicznej, ani filozoficznej, ani naukowej.
4626:  Natomiast ma jedną, publicystyczną
4628:  Wszystkie te zwroty znajdziecie w publicystyce.
4631:  Wszystkie te zwroty znajdziecie w wypowiedziach polityków różnych.
4635:  I to jest problem, poważny problem, który swoją drogą opisał Jean Baudrillard.
4641:  nazywając to transpolityką.
4643:  Transpolityka, czy pojęcia transpolityczne, ja wam kiedyś o tym w którymś odcinku dla każdego coś przykrego wspominałem, to są pojęcia, które nic nie znaczą.
4649:  One mają tylko przenosić znaczenie i mają tylko nazywać jakieś zjawisko, które nie istnieje.
4655:  Totalnie dlatego się Baudrillard tym zainteresował, bo Baudrillard opisywał rzeczy nieistniejące i to w jaki sposób one mogą zafunkcjonować w naszym umyśle.
4661:  Albo dlaczego na przykład w naszym świecie funkcjonuje Disneyland.
4665:  skoro to nie istnieje, to znaczy tam są rzeczy nieistniejące, skupione w jednym miejscu i ludzie dużo pieniędzy płacą, żeby tam pójść i to nie ma sensu.
4674:  To jeszcze bardziej nie ma sensu niż muzeum starych gratów, w którym jest, no właśnie, każde muzeum.
4679:  A jednak to istnieje w naszej rzeczywistości i dlaczego, i nad tym się zastanawia Obodriard.
4684:  Więc takie pojęcia pełnią funkcję takich pustych
4687:  maczuk, którymi się układamy retorycznie, ale jakbyście dopytali kogoś, co to znaczy, to on powie dokładnie to samo, dokładnie to samo, co powiedział ten bieda ufolog w 7 metrach pod ziemią.
4697:  Nie wiem, czy pamiętacie ten film.
4701:  On mnie kompletnie rozwalił.
4702:  O, Robert Bernatowicz, to był ten bieda ufolog.
4705:  Za każdym razem, jak Rafał Gębura, przypomniałem sobie prowadzącego, dopytywał go, ale o co chodziło z tym UFO tak dokładnie?
4714:  Rafał, słuchaj.
4717:  Jak ja bym ci to powiedział, ty byś nie uwierzył.
4720:  Bo wiesz, 7 lat temu, to było 24 października o godzinie 14.
4727:  Ja wyszedłem z kolei... Słuchaj, ty nie uwierzysz!
4731:  Ja wyszedłem z kolegami i zobaczyłem wtedy ten, ja z tym mówię, zobacz, ja ci mogę pokazać zdjęcie, mam je w teczce, ona jest w czwartej szufladzie od końca.
4739:  To jest strategia, moi drodzy, zarzucania nas różnymi danymi, którą bardzo często robią ludzie będący zwolennikami teorii spiskowych, bo oni mają na podorędziu od razu dużo takich przykładów.
4749:  I ideologia, słuchaj, ty nie zdajesz sobie sprawy z tego, co się w ogóle dzieje na kampusach amerykańskich, tutaj studenci organizują i leci.
4759:  Jakich kampusach?
4760:  Gdzie organizują?
4761:  Co się dzieje?
4762:  Jaki to był przypadek?
4763:  Gdzie masz dowody?
4764:  Czy to jest tendencja, która jest globalna?
4767:  Jakie są jakiekolwiek doniesienia prasowe na ten temat?
4770:  W jakich artykułach się to opisuje?
4772:  W jakich gazetach?
4774:  Czy to są gazety, które mają wyrazisty adres polityczny?
4776:  Czy mówią o tym wszyscy?
4778:  Czy to jest globalna tendencja?
4779:  Czy ogólnopolska tendencja?
4780:  Czy amerykańska tendencja?
4781:  Jeżeli to jest amerykańska, dlaczego o tym mówisz w kontekście polskim?
4783:  Mi się pojawia milion pytań, ale one są nieważne.
4787:  One są absolutnie nieważne, ponieważ nie o to chodziło.
4790:  W intencji człowieka leżało nazwanie jakiegoś jego lęku, bo nie mówię, że te lęki muszą być zawsze bezpodstawne, one mogą mieć swoje podstawy, ale to nie znaczy, że słowo, które znaleźliście na ich nazwanie jest adekwatne.
4803:  I bardzo często taki test podstawienia pod jakiś zwrot innego pokaże wam, że ten zwrot jest znaczeniowo pusty.
4811:  A jeżeli jest znaczeniowo pusty, to znaczy, że coś jest nie tak, bo jeżeli ja pod słowo książka podstawię słowo jamnik i dalej moje zdanie będzie miało sens, to znaczy, że albo zdanie było bardzo dobrze napisane i na przykład brzmiało książka jest długa, jamnik jest długi, zgadza się, albo będzie to znaczyło, że bredzę.
4832:  Natomiast liczba sytuacji, w których będziecie mieli niezmieniony totalnie kontekst po zmienieniu słów składowych jest skończona, nie jest nieskończona.
4847:  Ja bym dodała, że nazywanie tych rzeczy ideologią od realnia robi bardziej abstrakcyjnym problemem.
4851:  Marcin Giełzak też, bo też o tym rozmawialiśmy, dał mi inne znaczenie.
4854:  Powiedział, że dla wielu osób wierzących słowo ideologia oznacza odejście od prawdy objawionej.
4861:  I to jest, myślę, ważny kontekst, bo pozwala zrozumieć...
4865:  co może się dziać w umyśle człowieka używającego tego słowa właśnie w takim kontekście, kto jest niezgodny z jakimś jego systemem wartości czy wierzeń, tylko trzeba pamiętać, że to jest system wartości i wierzeń, absolutnie nic wspólnego z czymkolwiek, co się dzieje w społeczeństwie, co jest związane z nauką i tak dalej, i tak dalej.
4881:  Kuit Meteor ma urodziny, moi drodzy, w związku z powyższym ja od razu, gdzie ja mam jamnika,
4886:  Ja od razu życzę wszystkiego jamniczego, mam taki zwyczaj w urodziny.
