🔴 Ćwiczę pamięć, by umieć zapominać | LIVE #6
🔗 https://www.youtube.com/watch?v=SivTj36l0BQ

8:  Dziękuje za uwagę.
2555:  Smutna historia.
2556:  Dziękuję z BOM-ia za trybut.
2558:  Jak pozbyć się ocen pracownika przez pracodawcę?
2561:  Chodzi o dobieranie wykwalifikowanych pracowników na stanowiska.
2564:  Sprawa błaha, ale bez oceny pracownika ciężko zrobić dobry team.
2568:  Ocena pisemna.
2571:  Ja miałem tego rodzaju oceny.
2572:  Ba, tego rodzaju oceny się również pisze w projektach różnych, unijnych, dużych, gdzie na przykład trzeba opisać jakiego pracownika poszukujemy bardzo wyraźnie, a potem zrecenzować kandydaturę, więc to się już dzieje i myślę, że to jest do zaaplikowania.
2586:  Bardzo bym się wystrzegał ocen numerycznych, robienia jakichś zestawień, statystyk, wykresów.
2592:  To jest strasznie niebezpieczne, zjezdne zbocze, jak to przetłumaczył świetnie tłumacz serii Niefortunnych Zdarzeń Slippery Slope, więc nie idźmy, nie zjeżdżajmy w to zjezdne zbocze.
2606:  Lecę dalej, mam nadzieję, że nie omijam żadnych trybutów, jeśli tak, to krzyczcie na mnie, krzyczcie.
2612:  Widziałem Archiwum X wszystkie odcinki, moi kochani, wszystkie odcinki.
2617:  Zjeżdżam teraz gwałtownie na dół.
2620:  Co sądzę o ciśnieniu społecznym i hype na robienie prawa jazdy?
2623:  To sądzę, że go nie zrobiłem.
2624:  Mam to w dupie.
2626:  Żyję w dużym mieście, gdzie mamy największy chyba smog w Krakowie, jaki jest w ogóle, więc nie chcę do tego kontrybuować.
2635:  Po drugie, mam mieszkanie w dobrej odległości od miejsca pracy i nie zamierzam tego faktu zmieniać.
2641:  Po trzecie...
2643:  Uważam, że nie byłbym odpowiedzialnym kierowcą z moją naturą, z moją uwagą, która jest bardzo rozproszona, z brakiem podzielności uwagi, ze złoorientacją w terenie.
2653:  Co ciekawe, ja umiem iść na azymut, ale nie umiem nigdy trafić w jakieś miejsce, które jest, znaczy nie zapamiętuję go, muszę wiele razy przejść przez samą ścieżkę, żeby zapamiętać trasę, więc stworzyłbym zagrożenie na drodze, nie chciałbym nigdy mieć kogoś na sumieniu.
2667:  Dzięki za kolejny trybut, Zbomias.
2671:  Cieszę się, że się przydam.
2671:  Mam nadzieję, że to oczywiście zadziała, bo wiecie, że w każdym miejscu pracy jest inaczej.
2677:  Jak ludzie z uczelni reagują na moje niestandardowe metody nauczania?
2682:  Także nie mam żadnego problemu z tym.
2684:  Co więcej, AGH akurat od niedawna inwestuje w program tutorski i rozwija tutoring akademicki.
2690:  I wysłałem, zostałem przez samą moją uczelnię na szkolenie z tutoringu do Kolegium Bratislawiędzy.
2694:  Więc wiecie, są uczelnie i jest AGH.
2696:  Tak się bawi, tak się bawi!
2700:  jak postępować w trakcie przygody edukacyjnej, żeby skończyć pracować na uczelni, jak najwcześniej zacząć jeździć na konferencje.
2706:  Ja zacząłem to robić na pierwszym roku studiów, mnie to uratowało, bo to sprawia, że jesteście w stanie się wybić poza tę bańkę, w którą chcą was zamknąć bardzo na uczelni.
2716:  I to jest jedyna szansa, żeby zetknąć się z innymi środowiskami naukowymi i wtedy rozmawiać ze wszystkimi, zawsze podchodzić po referacie, rozmawiać i pytać, gdzie mogę opublikować swój tekst, pokazywać, że się wam chcę.
2727:  to zadziała.
2728:  Kilka słów o dyskryminacji introwertyków od kluchenmuchenpytanie lub większym premiowaniu ludzi, którzy mniej robią, więcej gadają w pracy.
2734:  Czy zaobserwowałem coś takiego?
2735:  Zaobserwowałem coś takiego, ja sam jestem introwertyczny, więc no to jest, to jest duży problem.
2739:  Ludzie sobie nie zdają kompletnie sprawy z tego, że nie dla wszystkich integracyjne dobrą formułą jest na przykład, nie wiem, impreza w piątek, tak?
2747:  Zdarzają się takie przypadki, gdy no jest po prostu inaczej i gdy trzeba zastosować inne metody do kontaktu międzyludzkiego.
2755:  Każdy jest inny.
2756:  To nie jest nigdy takie proste, że mamy jeden zespół i możemy wszystkich ogarnąć równocześnie.
2763:  Tak, Matt Perseson, będzie odcinek jak pisać, publikować.
2766:  Zrobimy coś takiego, zwłaszcza, że dużo jest pytań.
2769:  Co sądzę o Doomie?
2770:  Próbowałem grać Stachu, próbowałem, ale chyba była za bardzo zręcznościowa jak dla mnie.
2776:  Co sądzę o Popiśmie Dukaja?
2777:  Dużo, dużo bardzo dobrych spostrzeżeń.
2780:  Oceniam tę książkę na równi z krótką historią linii Tima Ingolda, którą wam bardzo polecam.
2785:  To jest przeciekawy przykład tego, jak antropologia może wyjaśnić, skąd się pojawiło takie określenie w naszej kulturze jak liniowość.
2792:  I jest tam takie piękne zdanie Tima Ingolda, które kocham, że pewnego razu w naszej kulturze zdarzyło się tak, że przygwoździliśmy klawiszami nasze pismo odręczne.
2802:  I trochę tak jest, że straciliśmy ten taki cielesny kontakt z kartką, po której kaligrafowaliśmy czy pisaliśmy i odciskaliśmy dosłownie swój ślad na tym i zaczęliśmy stukać w klawisze.
2812:  Oczywiście jest to praktyczniejsze, sam to lubię i nie kwestionowałbym tego, ale to jest właśnie taki moment, kiedy humanistyka może się przydać do tego, żeby podsunąć na taką myśl.
2821:  I Dukaj też to robi w popiśmie, bardzo dobra rzecz, absolutnie.
2826:  Wszyscy wierają w presję, żeby prawko robić, pisze Kaja, ale pamiętajcie, wszystko w życiu należy robić wtedy, kiedy wy czujecie, że jest odpowiedni potemu moment.
2836:  Ja zacząłem robić prawo jazdy i próbować w każdym razie wtedy, kiedy był bardzo nieodpowiedni moment w moim życiu i być może to też spowodowało, że tak się to skończyło, jak się skończyło.
2846:  Więc nie, presją się nie przejmujcie.
2848:  To jest jednak nie, nie przejmujcie się.
2850:  Uczcie się odpierać presję społeczną.
2854:  To jest trudne, ja dalej to muszę robić.
2858:  Prosto tak powiedzieć, żeby odpierać presję społeczną, ale najważniejsze jest, żeby myśleć w pierwszej kolejności o sobie i zadać sobie pytanie, jak ktoś wywiera presję.
2865:  Po co on to robi?
2867:  Jaki ma w tym interes?
2869:  I czy na pewno chodzi mu o nasze dobro, czy też o to, żebyśmy my dostawali do jakiegoś ideału społecznego, który na przykład w jego czasach był dobry.
2877:  Warto sobie te trzy pytania zadać.
2880:  Dzięki serdeczne, Klosik za trybut.
2881:  Co zrobić jak nauczycielka przez całą lekcję drze się na uczniów, a po tym jak to zgłosi, nic jej nie robią, po prostu jest energiczną osobą.
2887:  Sam uczestniczyłem w tego rodzaju sytuacjach, że zgłaszałem coś i zamiatano sprawę pod dywan.
2893:  Myślę, że należy zrobić dokładnie tak samo, jak zrobili studenci Uniwersytetu Mikołaja Kopernika w Toruniu.
2898:  Udokumentować zdarzenie.
2900:  I w momencie, w którym będzie ono udokumentowane, nie muszę Wam mówić, w jaki sposób można to zrobić, ponieważ o wiele prościej dzisiaj to można zrobić niż kiedyś, to ciężej się z czymś takim argumentuje.
2910:  A tak, zawsze macie jeden podstawowy kontrargument od dorosłej osoby, od zwierzchnika, od kogokolwiek innego.
2916:  Dwie prawdy, dwie strony.
2918:  Jedna, która jest roszczeniową młodzieżą i ma pretensje i druga, która jest pracownikiem, który jest bardzo dobrze oceniany, ponieważ nie mamy systemu oceny jakościowej, tylko mamy system oceny numerycznej, więc każdy może być bardzo dobrze oceniany po dług numerków, ponieważ jaka jest różnica między 94,5 a 98,6?
2934:  No właśnie.
2938:  A jeżeli macie w ocenie opisowej powiedziane, nauczycielka jest dobra, ale traci panowanie nad sobą i krzyczy na uczniów i drugie, nauczycielka jest dobra i uczniowie ją lubią, to z tych dwóch krótkich zdań można dowiedzieć się znacznie więcej niż z oceny numerycznej, prawda?
2957:  Tak sobie myślę.
2959:  Ile będę streamował?
2959:  Dzisiaj jakieś 4-5 godzin może nawet, ponieważ mamy w planach coś więcej niż tylko pytania.
2965:  Wskazówki do nauki języka angielskiego oprócz wyjazdów do innych krajów, pyta Makowiec.
2968:  Tak, włączaj sobie w tle, jak robisz różne rzeczy, zwłaszcza sprzątasz tego typu kwestie, które nie angażują specjalnie mózgu, podcasty po angielsku i nie zastanawiaj się nad tym, czy to rozumiesz, czy nie rozumiesz.
2980:  Słuchaj, osłuchuj się.
2982:  To jest to samo, co wyjazd do innego kraju.
2984:  Wyjeżdżamy do innego kraju, to słyszymy mowę w takim stanie, w jakim ona jest używana na co dzień.
2990:  Więc logicznie
2991:  trzeba słuchać ludzi rozmawiających ze sobą dobrym jest pomysłem także włączenie sobie ja na przykład zaczynam zawsze dzień we wtorek od mniej więcej godziny słuchania newsów growych między innymi podczas rozmowy na kanale Angry Joe Show gdzie w zasadzie już przestałem oglądać recenzje bo się bardzo pogorszyły ale te komentarze dotyczące nowinek ze świata growych mnie interesują i tak mógłbym to robić oglądając flesze na przykład na TV gry ale robię to świadomie oglądając to po angielsku właśnie po to żeby się osłuchiwać cały czas z językiem
3023:  Jakiego języka programowania chciałbym się nauczyć?
3026:  Dowolnego.
3026:  Nie, no myślę, że takiego, który by rzeczywiście pozwolił mi na zakodowanie czegoś sensownego.
3031:  To byłaby fajna przygoda.
3034:  Czy uważamy kulta za pierdolne i udawanie, że kiedyś robi się coś na siłę, w Polsce się skończy pyta Kira Joke?
3039:  Myślę, że to jest problem ogólniejszego autoramentu.
3042:  czyli ogólniejszej natury.
3043:  Dlaczego?
3044:  Dlatego, że my inspirujemy się bardzo zachodem w tym wymiarze i niestety to jest troszeczkę tak, jak kiedyś jeden z trybutariuszy, Sam Wheat, powiedział, Krzysztof, ty zamiast słuchać tego, co ja piszę na czatach i weterani Dark Souls, wyczytujesz tylko rzeczy, które cię zwodzą na manowce.
3060:  I trochę tak jest, że wyłuskujemy zawsze to, co niekoniecznie jest tą prima sort wiedzą albo inspiracją,
3067:  Więc tak jest niestety z tym naszym inspirowaniem się kulturą amerykańską i amerykańską kulturą pracy.
3072:  Nie jest tak, że Amerykanie osiągnęli to, co osiągnęli, dlatego że mieli kulturę zapierdolu, bo inne kraje też to osiągnęły i w zupełnie inny sposób.
3079:  Na przykład karność Japończyków jest czymś takim.
3082:  Japończycy nie mają zapierdolu w takim amerykańskim sensie, tylko w innym, o wiele bardziej mrocznym nawiasem mówiąc, ale to pokazuje, że można dochodzić do podobnych rezultatów zupełnie innymi krajami.
3093:  ścieżkami i zupełnie innym bagażem kulturowym.
3096:  My powinniśmy korzystać z naszego bagażu kulturowego.
3099:  Bagażem kulturowym Polaków jest waleczność, ale również to, że potrafiliśmy zawsze dobrze biesiadować i odpoczywać.
3105:  I trzeba z tego korzystać.
3106:  Najlepsze pomysły, na jakie kiedykolwiek wpadałem, były przy jedzeniu.
3110:  Ale w szkole nie wolno jeść, oczywiście.
3113:  Jamniki dla Colorful Me Trybutariuszy.
3115:  Jutro kolejna rozmowa kwalifikacyjna.
3117:  Trzymamy kciuki absolutnie.
3119:  Jak to się mówi, każdy powinien liznąć Pythona.
3122:  Bardzo cenię, bardzo cenię Mr. Fenex, ten pan, bardzo cenię.
3126:  Czy możliwe jest wykładanie na uczelni bez literek przed imieniem i nazwiskiem, jeśli się jest ekspertem z zewnątrz, czyli na przykład, no nie wiem, ktoś jest wybitnym programistą, opracował niesamowity software, albo nie wiem, jest influencerem, może coś powiedzieć na temat social media marketingu, cokolwiek.
3143:  Oczywiście jest taka ścieżka, tylko pamiętajcie, że są dwa typy studiów na uczelni, to znaczy są studia zwykłe i tak zwane studia praktyczne, czy kierunki praktyczne.
3151:  Kierunki praktyczne charakteryzują się tym, że wśród składu całego wykładowców musi być 50% ludzi z zewnątrz.
3159:  Bez literek przed nazwiskami.
3162:  I to właśnie jest ta furtka do wejścia na uczelnię.
3165:  No i oczywiście studia podyplomowe, tam najczęściej to się przydarza absolutnie.
3169:  Czy mam jakieś sposoby o dbanie o ergonomię miejsca pracy zdalnej biurka?
3172:  Tak, tak, moje biurko jest absolutnie czyste.
3174:  To znaczy ja mam na biurku, nie wiem, klawiaturę, stream deck, mam gołek, SLR, rzeczy do picia i tyle.
3181:  Dbam o to, żeby nie było nic więcej, żeby to, na co patrzę, było maksymalnie czyste.
3187:  Nie tylko w sensie starcia kurzu, ale czyste w sensie minimalistycznym.
3191:  To naprawdę działa.
3193:  Jest dużo kanałów, które prowadzą architekci wnętrz na YouTubie, pokazujące w jaki sposób można przeorganizować swoje miejsce pracy, żeby to działało bardziej.
3202:  Jest jakaś w tym magia.
3203:  Jeżeli ktoś w to nie wierzy, to polecam scenę piękną z Ekwilibrium Kurta Wimera, gdzie nasz bohater sobie zaczyna
3210:  przemieszczać przedmioty na biurku w taki sposób, żeby odróżniało się jego miejsce pracy od innych tak samo urządzonych miejsc pracy.
3217:  Dlatego też praca w kubikach tych małych w open space, tak zwanym w korporacjach, jest tak kretyńska, bo wszystkie są urządzone tak samo i ludzie stają na rzęsach, żeby zrobić coś z tą przestrzenią, żeby przypominała bardziej ich indywidualny świat.
3233:  Polecany jest japoński jeszcze do nauki przez Marcina Marszałka z uwagi na anime.
3237:  No tak, to prawda, anime zwykle jest takim motorem napędowym do nauki japońskiego.
3241:  Przekonał się o tym Harris Heller, który się właśnie dlatego uczy w tym momencie japońskiego.
3246:  Zresztą polecam zarówno Harissa Hellera, jak i kanał Alpha Gaming.
3249:  Ja się nauczyłem od niego wszystkiego, co wiem na temat streamowania i całego sprzętu.
3255:  Cały setup sobie też montowałem w oparciu o jego uwagi.
3260:  Dobrze, zjeżdżam w dół i patrzę na pytania.
3263:  Colorful me uczy się C++, jest super.
3265:  No proszę, czy opłaca się zostać grafikiem?
3267:  Ksiądz Krokodel pyta.
3268:  Tak, graficy 2D, 3D, no 3D oczywiście jest bardziej intratne, ale to jest za każdym razem furtka do naprawdę fajnej pracy kreatywnej, ale, ale, ale...
3282:  Jest jeden problem, to znaczy to jest praca, w której trzeba mieć wybitną samoorganizację, bardzo dobrze umieć zarządzać swoim czasem, nie bać się tego, że ma się zmienne przychody i być otwartym na to, że trzeba bardzo wcześnie budować sobie portfolio, wiele wcześniej niż się pójdzie do jakiejkolwiek szkoły plastycznej czy artystycznej.
3303:  Nawet powiedziałbym, że w wielu przypadkach może być to problem.
3306:  Długopis czy pióro?
3307:  Zawsze pisałem piórem.
3309:  Czy da się zostać u uczelni inaczej niż po doktoracie?
3312:  Bo chętnie pracowałem na uczelni, ale raczej nie dostanę się na doktorat, bo musiałbym napisać artykuł naukowy.
3318:  Dlaczego zakładasz, że nie mógłbyś napisać artykułu naukowego?
3323:  Nie wnikam, ale nie czyniłbym takiego założenia, bo to nie jest wcale takie trudne, jak myślicie.
3327:  Dzięki, welcome folks, za trybut przy okazji, serdecznie.
3332:  Więc to jest niestety warunek w wielu przypadkach, ponieważ na uczelniach są zamrożone etaty.
3337:  To oznacza, że bardzo rzadko są ogłaszane konkursy, a zwykle jak są ogłaszane, nawiasem mówiąc, bazę konkursów macie na stronie Ministerstwa Nauki i Szkolnictwa Wyższego.
3346:  Kiedyś to było szkolnictwo, teraz już nie.
3349:  I zwykle nie tylko trzeba mieć doktorat, ale trzeba mieć też dorobek i to dość duży dorobek, jeżeli chce się iść w stronę naukową faktycznie.
3359:  Oczywiście to bardzo zależy od dyscypliny.
3361:  W humanistyce trzeba mieć skalarnie większy dorobek niż w naukach technicznych, ale w naukach technicznych za to trzeba mieć jakiś grant albo wcześniej badania z jakimś profesorem czy dowolnym badaczem starszym stażem.
3374:  Co uważam o formule sesji zaliczeniowej na studiach wyższych?
3378:  Jest ok, pod warunkiem, że wyglądałaby trochę inaczej.
3381:  Moim zdaniem jest co zbyt dociążeni studenci przed sesją projektami zaliczeniowymi, potem jak przychodzi sesja z egzaminami jest już naprawdę bardzo ciężko.
3389:  Tak mi się wydaje.
3390:  Jaki rekord był ludzi na strumyku?
3392:  Wydaje mi się, że rekordem mieliśmy jakieś 1300, coś takiego, tak było.
3397:  Cieszę się, że jesteście tutaj tak tłumnie, ogromnie się cieszę.
3401:  Czy słyszałem o tym, pyta Hubert, że jakaś dziewczyna dostała uwagę za podwinięcie rękawów za łokcie na plastykę, bo w regulaminie jest zakaz pokazywania łokci, żeby, o mój Boże, unikać innych czynności seksualnych, jak rozumiem, bo oczywiście zawsze zakłada się, że jeżeli kobieta lub ktokolwiek inny jest zgwałcony, a przypominam, że jest to przestępstwo,
3420:  To dlatego, że prowokuje, to jest skandal absolutny i takich rzeczy nie ma prawa być w regulaminach i nie ma prawa pojawiać się tego rodzaju uzasadnienie i myślę, że to stowarzyszenie umarłych statutów, na które się powoływałem w ostatnim szorcie, które ma jakieś w ogóle rekordowe wyświetlenia,
3437:  co też pokazuje istotę i ważkość tematu.
3441:  To jest pilna praca, dobra i potrzebna, bo trzeba wreszcie upublicznić te statuty, one powinny być wszystkie w Biuletynie Informacji Publicznej dostępne nam wszystkim, ale jak zwykle, jak mantrę, powtórzę Wam, nie wiedzielibyśmy o tym wszystkim, gdyby nie zaczęły pojawiać się te wycieki w czasie edukacji zdalnej.
3459:  Tak myślę.
3464:  Co uważam o podejściu Krzysztofa Pirsy do jego uzależnienia od gier, o którym mówił w 7 metrach pod ziemią?
3472:  Powiem tak, jedyna osoba, która powinna mówić o uzależnieniu od gier komputerowych, to jest ktoś, kto jest równocześnie groznawcą i psychiatrą i lekarzem.
3486:  albo taki zespół badawczy, który byłby w stanie to zrobić, bo ja mam bardzo dużo źródeł naukowych, które mówią, że nie ma korelacji, ale równocześnie wiemy dobrze, że zawsze można się uzależnić od wszystkiego, ponieważ uzależnienie nie pochodzi z zewnątrz, tylko uzależnienie zawsze pochodzi od wewnątrz.
3503:  Jeżeli ktoś ma tak skonstruowaną swój organizm i psychikę, że ma wyrzuty dopaminowe w momencie, w którym gra dłużej w grę i nie jest w stanie przerwać tej gry, to czy to jest
3515:  Problem tej gry, czy problem tego człowieka.
3517:  Ja mogę mieć te same wyrzuty dopaminowe, albo jakiekolwiek inne, w momencie, w którym będę jadł cukier.
3524:  Więc generalna zasada w nauce jest taka.
3528:  Nie mówimy ex cathedra o niczym, jeżeli to dotyczy nas.
3532:  Czyli na przykład pisarz nie powinien być literaturoznawcą.
3541:  Bardzo wielu polonistów jest pisarzami, zwłaszcza niespełnionymi.
3545:  Jarosław Marek Rymkiewicz, niedawno zmarły, był profesorem.
3550:  Oprócz tego, że był fetowany przez obecną opcję rządzącą.
3554:  W każdym razie generalna zasada się utrzymuje w tym wymiarze, także jeżeli mówimy o uzależnieniu od gier.
3560:  Bardzo współczuję Krzysztofowi Pirsie, że coś takiego spotkało i myślę, że tak długo jego książki mają formułę niezobowiązującego pamiętnika,
3570:  To jest wszystko w porządku.
3571:  W momencie, w którym zmienia się to w źródło popularnonaukowe na temat, nie podoba mi się to.
3581:  Szukam pracy, nie mam doświadczenia, bo nie pracowałem i... A nie mam doświadczenia, bo nie pracowałem i mam już dość, pisze Natcha.
3586:  To jest błędne koło, w które nas wpycha ją niestety pracodawcy, dlatego jedyny sposób chyba na jego przerwanie to jest staż, ale najlepiej płatny, bo wtedy można go wykazać jako jakiś rodzaj doświadczenia, ale to jest...
3599:  Bariera i blokada, na którą wszyscy napotykamy w którymś momencie i jest to niewątpliwa wina tego, że marnuje się nasz czas w szkole i na studiach do tego stopnia, że nie jesteśmy w stanie nabyć tego dodatkowego doświadczenia bardzo często.
3613:  Więc, jak zawsze, wszystkiemu winna jest edukacja.
3615:  Wiem, że się robi monotonny w tym wymiarze, ale chcę uczulać maksymalną liczbę osób, która nas słucha i z nami rozmawia tutaj, udziela się w naszej społeczności radosnej, że problem nie tkwi w tym, że mówi o tym Krzysztof, bo on ma jakieś fobie szkolne, bo można byłoby bardzo łatwo to powiedzieć.
3633:  Nie.
3633:  Ja byłem człowiekiem, który w całym swoim życiu dostał jedną ocenę dostateczną.
3639:  Na koniec.
3640:  Zawsze miałem świadectwo paskie, miałem wszystkie stypendia naukowe.
3643:  I co z tego?
3645:  Nie zostałem skrzywdzony przez ten system w ten sposób.
3648:  Więcej, nie uważam, żebym został skrzywdzony przez ten system.
3650:  Jestem w dużym stopniu jego beneficjentem.
3653:  Ale to nie oznacza, że nie umiem widzieć jego problemów.
3656:  Może właśnie dlatego widzę jego problemy.
3658:  I może właśnie dlatego mogę rozmawiać z różnymi ludźmi na ten temat, że nie są w stanie wytoczyć przeciwko mnie takiego samego działa, jakie w stanie byliby wytoczyć przeciwko mojemu materiałowi o WF-ie każdy wtedy, gdyby miał 160 kilo na sobie.
3671:  I mógłbym sobie dowolnie mówić, że przepraszam, ale to hormonalne, przepraszam, to jest jakieś inne uwarunkowanie, przepraszam, mam Hashimoto, ludzi by to nie obchodziło.
3678:  Tak samo by nikogo nie obchodziło to, czy ja mam rację na temat szkoły, czy nie, jeżeli na przykład miałbym jakąkolwiek ciężką szkolną traumę.
3686:  Nie wiem, został pobity na przykład na zielonej szkole, albo nie zdał z klasy do klasy, albo nie zdał matury.
3693:  Ale nie, udało mi się ten system ominąć, ale to nie znaczy, że nie jest z nim problem.
3697:  Dużo.
3699:  Nazgula chciałby się podzielić swoją historią w Podstałówce z kolegami i zbudowaliśmy szałas.
3703:  Co ciekawe, nie graliśmy na komputera przez 4 miesiące, ale nauczyciele kazali zamknąć szałas z hipokryzją, prawda?
3708:  Bo to nie chodzi o komputery, moi kochani.
3711:  Dyskusja na temat gier w szkole jest od dawna.
3714:  Gry, miejscem gier jest nauczanie wczesnoszkolne i przedszkole.
3718:  Zauważcie, to taka pogardliwa narracja, która jest w społeczeństwie, że cofamy się do przedszkola, cofamy się do szkoły.
3726:  Co?
3728:  dokładnie odwrotnie, to znaczy do przedszkola, do szkoły powinni być bardziej wykwalifikowani pedagogowie kierowani niż nawet na studia, ponieważ na studiach jednak mają do czynienia z dorosłymi ludźmi, którzy są już jakoś ukształtowani.
3738:  Natomiast najbardziej skrzywdzić człowieka można właśnie na etapie szkolnym.
3742:  Ja pamiętam tę narrację dotyczącą właśnie rugowania gier jako czegoś dziecinnego i nie przystającego do sytuacji szkolnej w ogóle, a tymczasem jest bardzo dużo badań na temat tego, na przykład Michelle Ruth Bernstein, psycholożka kognitywna,
3754:  Kognitywna, czyli zajmująca się poznaniem, tym w jaki sposób działa nasz umysł.
3758:  Kognitywiści mają także wiedzę bardzo często z zakresu neurobiologii i korzystają z badań empirycznych.
3763:  Tym różnią się od psychologów, którzy nie korzystają z badań empirycznych, tylko z wywiadu na przykład.
3768:  No i myślę, że Ruth Bernstein opisała taką koncepcję światogry, wordplay i mówiła, że właśnie ten moment, kiedy budujemy jakąś przestrzeń razem i coś w tej przestrzeni robimy,
3778:  jakiś reenactment, jakieś przedstawienie, jakiś roleplay, granie w role, tak jak w roleplaying games, to wtedy właśnie nasz mózg jest niesamowicie chłonny.
3788:  I dlatego pamiętamy tego rodzaju doświadczenia przez całe życie.
3791:  Grę w podchody, pierwszą sesję w RPGu, wspomnienia z gier wideo dokładnie tego samego dotyczą.
3797:  Więc to, że budowało się coś właśnie w szkole, czy właśnie tworzyło się jakąś przestrzeń, to jest coś, co się zapamiętuje.
3804:  I potem mam pozytywny przykład z mojej szkoły.
3806:  Pamiętam polonistkę z gimnazjum, która kazała nam w trakcie czytania szewców Witkacego, ona czytała szewców, a myśmy mieli mieć zamknięte oczy i chodzić w kółko, tak jak oni wcześniej.
3816:  I ja to pamiętam do dzisiaj, mimo że miałem zielonego pojęcia, o co chodziło w szewcach Witkacego.
3820:  Ale zapamiętałem tę sytuację, bo stworzyliśmy coś razem.
3824:  Wspólnie.
3825:  Dlatego też organizacja przestrzeni w miejscu pracy jest tak ważna i powinno się o to dbać nie tylko na poziomie szkoły, tylko także na poziomie uczelni, no i oczywiście także zakładu pracy.
3836:  I szybko kończę tę dygresję, bo się długa robi.
3839:  Dodam jeszcze tę jedną rzecz.
3840:  Wyobraźcie sobie salę multimedialną do zajmowania się grami wideo, serialami, filmami, gdzie są pufy, każda inna, gdzie są kanapy, sofy itd.
3852:  To nie jest droższe
3854:  tak strasznie, a wprowadza coś niezwykłego, coś dziwnego.
3859:  Nie wierzycie mi?
3860:  Zobaczcie, jak był urządzony plan filmowy Hogwartu.
3863:  To odpowiada na pewne nasze marzenia o tym, jak mogłaby wyglądać szkoła.
3867:  Przy wszystkich jej wadach, bo przypominam, że w Hogwardzie wciąż była Umbridge, czyli przeciętny nauczyciel zatrudniony na latacie w Polsce.
3874:  Ale...
3875:  równocześnie były dormitoria, równocześnie była przestrzeń wspólna, wspólne wypady do Hogsmeade, jedzenie razem z profesorami w jednej sali i tak dalej, i tak dalej.
3884:  Hogwart nie jest uniwersytetem, Hogwart był szkołą.
3886:  Czy mamy jakiś system układania książek na półkach?
3891:  Tak, tematyczny.
3894:  Słyszałem, że grasz w Gęsina, Natalia.
3896:  Tak, grałem, ale niestety przerwałem jakiś czas temu, bo stwierdziłem, że ta gra w nieodpowiedni sposób podchodzi do mojego zarządzania czasem, zmusza mnie do wykonywania prac, których nie chcę wykonywać w grze wideo.
3907:  To się nazywa playber fachowo, czyli połączenie play i labor, grania i pracy, pracozabawa.
3912:  Kuklicz o tym kiedyś napisał, Julian Kuklicz.
3914:  Pisze się go przez umlaut C-K-L-I-C-H znowu na końcu, Kuklicz.
3922:  I nie lubię praca zabawy w grach wideo, bardzo nuży mnie i chcę wrócić jak pojawi się Kraina Pyro, więc nie prędko.
3930:  Ale jeżeli chodzi o team mój ulubiony, to była to Avatar Burzy, już oczywiście nie pamiętam jak się nazywa w tym momencie, Baal prawdopodobnie, następnie była oczywiście Yanfei jako Magini Ognia, potem był Zhongli dla tarczy i wsparcia i Bennett oczywiście jako healer.
3948:  Musi być Bennett.
3949:  Jak oceniam Solaris, filmowe koszmar, kausz kwał i ekskrementornado, natomiast książkowe... lępi są lepsze rzeczy, na przykład Niezwyciężonego, na przykład Powrót z Gwiazd, na przykład Wizję Lokalną.
3966:  Czy będzie odcinek dla każdego coś przykrogo o religii?
3968:  Jak już wkurwiłem wszystkich w tej serii, to przydałoby się także i dwóch zwolenników religijnych katechizm w szkołach wkurzyć, nie?
3974:  Tak mi się wydaje.
3974:  Nie no, żartuję.
3977:  Pewnie to jest nieuniknione, biorąc pod uwagę to, co się szykuje w najbliższym czasie.
3983:  Przyzwyczajmy się do myśli, że historia i teraźniejszość to nie jest najgorsza rzecz, która się szykuje, więc jestem psychicznie przygotowany na gorsze.
3990:  Co myślę o serialu American Gods?
3991:  Pyta Jan Lutyński.
3993:  Znudził mnie, szczerze powiedziawszy.
3994:  Przy całej mojej miłości do Davida Tenanta nie byłem w stanie obejrzeć, a kocham
4001:  Amerykański Bogów Nila Geimana.
4002:  Kocham w ogóle Nila Geimana jako takiego.
4004:  Pytanie ważne i poważne od anonimowych psychopatów.
4007:  Dlaczego istnieje coś takiego jak pedagog szkolny, skoro z tego, co wiem, pedagog to ktoś, kto uczy?
4012:  Ja mam zielonego pojęcia, dlaczego istnieje ta instytucja.
4015:  Wydaje mi się, że...
4017:  I pedagog szkolny jest potrzebny wtedy, kiedy psycholog już nie ma miejsca i akutualnie obsztorcowuje innych uczniów, więc jeżeli trzeba obsztorcować kolejnych uczniów, to wtedy kieruję ich do pedagoga.
4026:  Wiem, bo byłem kierowany do pedagoga szkolnego, jak nie można było skierować mnie do psychologa, więc to jest precyzyjnie sytuacja, która się przydarzyła.
4033:  Natomiast pedagogika jako dziedzina wiedzy, no to wiąże się z metodyką nauczania, czyli tym, w jaki sposób należy nauczać, więc pedagog, moim zdaniem, powinien chodzić po lekcjach i sprawdzać, wizytować je, jak wyglądają.
4044:  Oczywiście nie byłoby to potrzebne, gdyby lekcje były nagrywane.
4048:  Ale tak, powiedzmy, że to się nigdy nie stanie, niestety.
4053:  Czy nie sądzę, że po prawdzie wszystkich ludzi interesuje każda dziedzina wiedzy, a wszystkie tezy pokroją, nie lubię fizyki, to wynik tragiczny nauczycieli?
