🔴 Czemu w bezklasowym społeczeństwie robi się klasyfikację? | LIVE #22
🔗 https://www.youtube.com/watch?v=y8mS87EXGeg

1:  Cześć.
3139:  Jest z nim problem, więc trzeba go utemperować.
3141:  To dotyczy zarówno uczniów, jak i nauczycieli.
3144:  Dobra, strategiczna gra fantasy, pyta Stam47, która może pójść na ziemniaku.
3149:  Fantazy strategiczne...
3152:  Niełatwe zadanie, ale wrzucę Ci Age of Mythology.
3155:  Czemu by nie?
3157:  Mikołaj Trąd dopytuje.
3159:  Co bym polecał osobie aspirującej do narrative designu, poszukującej źródeł i inspiracji, wiedzy na ten temat?
3164:  Czy jakiś kanał, poradnik, podcast w tym temacie?
3167:  Narrative design to jest bardzo ciężka sprawa.
3169:  Mogę Ci polecić publikację Artura Ganszyńca w tym temacie.
3172:  Artur Ganszyniec.
3174:  To jest człowiek, który odpowiada za fabułę Wiedźmina II.
3178:  Wiedźmina I, grę Wanderlust, która dostała paszport polityki, grę Werewolf the Apocalypse, bardzo solidne źródło wiedzy, więc jeżeli wbijesz jego nazwisko w YouTubie, to na pewno dostaniesz parę filmów.
3189:  Mówię na pewno, ponieważ wiem, że były publikowane także na stronach festiwalu Digital Dragons.
3197:  W całym życiu uzyskałem, pisze Szymon, tylko jeden pas na świadectwie na zakończenie liceum.
3200:  Trochę to zabawne, bo zdarzyło się to całkowicie przypadkowo, a w ogóle tego nie planowałem.
3203:  Wiecie, co jest zabawne?
3204:  Mianowicie, czy ja to mam?
3206:  Nie wiem, czy ja to mam, ale to jest tak ironiczne, że fajnie.
3212:  Może mi się to uda znaleźć.
3215:  Ale... Dobra, więc myślicie sobie... Uniwersytet...
3224:  Jagielloński!
3227:  Wielka uczelnia!
3229:  Prestiżowa!
3232:  I to proszę, jaki piękny, w skórę oprawny dyplom!
3238:  Nie, nie, nie, moi drodzy, nie, nie, nie.
3240:  Nie, nie, nie, nie, nie, nie.
3243:  To jest dyplom!
3246:  To jest... To nie jest... Tu jest napisany odpis.
3249:  Nie wiem, dlaczego nie ma fokusa.
3250:  Tu jest napisany odpis, ale to jest dyplom, autentycznie.
3253:  I taką drugą karteczkę dostałem z napisem wyróżnienie do dyplomu!
3260:  Prestiż!
3262:  Prestiż!
3264:  Najedźmy się tym prestiżem!
3270:  Wysepaniałe!
3272:  Więc to wyróżnienie to było, moi drodzy, dla mnie raczej wypróżnienie, przepraszam najmocniej, bo coś takiego, to ja jeszcze rozumiem, żeby to w skóry oprawne było, tak?
3281:  O dyplom z wyróżnieniem.
3283:  Nie ma sensu pracować tak ciężko, jeżeli nie robicie tego dla siebie, tylko robicie to dla tego rodzaju honorów, bo jak widać, te honory nie są wydawane wam z honorami.
3294:  Taka smutna prawda.
3297:  Mówiłem, że warto było.
3301:  Justyna tymczasem podarowała wsparcie pacierzowemu jamnikowi.
3304:  Jakie to wspaniałe.
3305:  Dziękuję Ci serdecznie Justynę za bycie jamnikołajką.
3307:  Jak zawsze proszę o jamnikołajki dla jamnikołajki, drodzy trybutariusze.
3312:  Widzicie, to są obowiązki, tak?
3314:  Jest ponad 50 nowych osób wspiera kanał i teraz macie Playbird, tak?
3318:  Obowiązki, pracozabawę w postaci wklejania jamników.
3322:  Kacper pisze, że koniec roku, więc zaczynamy nowy projekt w Unity lub Unreal Engine.
3326:  Jeszcze tylko przetrwać rekrutację do szkół średnich.
3328:  Polecajka z muzyki to Aurora.
3330:  Proszę bardzo.
3332:  Swoją drogą, Aurora to też był edytor, w którym powstał Neverwinter Nights i kiedyś się bawiłem w tym edytorze, robiłem sobie takie prywatne, wiecie, jednoosobowe kampanie arpeżkowie, że Krzysztof był jednocześnie graczem, mistrzem gry, światotwórcą i to jest rodzaj arpega, który ja bardzo lubię.
3346:  To znaczy taki, w którym ja zawsze będę...
3349:  Nadzorował absolutnie wszystko i nie będę musiał się ogarniać na ludzi w multiku.
3356:  Heroesy 3, no Heroesy w sumie też mogą być potraktowane jako strategia fantasy, bo no myślę mi się, że do tego jest to pytanie jeszcze, chociaż ja traktuję to jako bardziej grę forex, czyli explore, expand, exploit, exterminate.
3367:  Powiedzmy, że to jest jakiś rodzaj też gry strategicznej.
3370:  Czy widziałem najnowszy film Luca Stevensa o Starfield?
3372:  Widziałem X403 i nie ukrywam, że się bardzo cieszę, że wam mówiłem z dość dużą rezerwą, że...
3380:  Ja o Starfield nie podpowiadam się na razie i nie hype'uję tej gry, bo uważam, że Star Citizen zrobił już więcej, niż Starfield jest w stanie zrobić, a Starfield jest grą fabularną, a Star Citizen nawet jeszcze nie zdążył wydać tej gry, czyli Squadron 42, tylko dalej cały czas usiłują robić światotwórstwo sensowne.
3400:  Inna rzecz jest, że to jest straszny skam oczywiście dla wszystkich, którzy uwierzyli, że Chris Roberts, czyli autor legendarnego Wing Commandera razem z Robert Space Industries, czyli firmą, którą stworzył,
3417:  dowiozą rzeczywiście doskonałą grę strategiczną, RPG-ową i sci-fi-ową w postaci Squadron 42 i Star Citizena i takie pełnoprawne doświadczenie, jakie mamy na przykład w Warframe, nie wiem czy Destiny 2, tylko że lepsze, bo bez mikrotransakcji.
3433:  No więc okazało się, że nie do końca się to udało zrobić i nie sądzę, żeby to było możliwe, nawet jeżeli byśmy teraz wykorzystali wszystkie możliwości dawane nam przez sztuczną inteligencję, a przypominam wam,
3444:  że nie dalej jak parę dni temu to krążyło po sieci, nie wiem czy mi się to uda znaleźć, ale jest to tak przepiękne, mianowicie intro do Secret Invasion.
3455:  Wiecie co, ja nawet nie muszę tego puszczać, wystarczy, że wam to pokażę.
3460:  Już dużo ludzi to komentowało, ale...
3462:  Jak ja, jak ja zobaczyłem, jak to wygląda, no przecież litości, jak można, jak można coś takiego, ooo, AI nas zniszczy, AI nas, nas wygłupią, nas je jaje, w życiu.
3476:  No, więc nie przejmowałbym się tym aktualnie na razie, w każdym razie i myślę sobie, że nie jesteśmy w stanie zaprząc nawet tych algorytmów, które teraz mamy, komercyjnie do zrobienia ze Starfielda dobrej gry, krótko mówiąc, nie bardzo.
3492:  Zwłaszcza, że w Starfieldzie, co właśnie Lux Events podniósł, nie ma możliwości eksplorowania planety łazikiem, która była w Mass Effect'cie w dwa tysiące którym?
3500:  Siódmym?
3501:  Więc to jest troszeczkę satyryczne ze strony Bethesda, ale kto się spodziewał, że Bethesda zrobi dobrą grę?
3506:  Wszyscy czekają na Elder Scrolls VI.
3507:  Pamiętacie, co się stało, jak ostatnim razem jedna firma, która robiła zajebistą grę fantasy, w zasadzie cykl gier fantasy, nagle stwierdziła, że zwierzmi się za sci-fi, ponieważ sci-fi się lepiej sprzedaje?
3518:  Było to CD Projekt Red i wyszedł Cyberpunk 2077.
3522:  I dokładnie to samo prorokuje przy Bethesdzie.
3524:  Wszyscy czekają na Elder Scrolls VI.
3525:  Każdy by kupił Elder Scrolls VI.
3527:  Każdy.
3527:  Absolutnie każdy.
3528:  Jest legendarna marka.
3529:  To nie.
3530:  Idą w nieznany, no-name'owy projekt, który jest gorszy od prototypu gry, która jeszcze nawet nie wyszła w postaci Star Citizena.
3537:  Dramat absolutny.
3540:  Jak wznowić swoje zamiłowanie do fantasy?
3541:  Pyta Fantores, swoją drogą autor jednej ze ścieżki dźwiękowych, która się będzie tutaj pojawiała w naszej plejce Q&A-owej.
3549:  Jak wznowić swoje zamiłowanie do fantasy po włożeniu pełni energii i kreatywności do projektu, który ktoś zabrał i odciął?
3555:  To jest między innymi powód, moi drodzy, dla którego powtarzam za jednym z narrative designerów, którego znam.
3562:  że należy mieć dziecko na boku w postaci jakiegoś uchuchanego projektu, który pielęgnujecie, który na własną rękę będziecie rozwijać dla siebie samego, tak?
3573:  A jeżeli wszystko włożycie, całą energię w projekt komercyjny, to właśnie może się okazać tak u Fantoresa, że no nagle stracicie coś, część duszy, nie?
3581:  I to jest straszne dla artysty i to absolutnie rozumiem.
3584:  Trzeba sobie dać przerwę i ranie...
3587:  Czas na zasklepienie, a w międzyczasie może nadgonić jakiś inny nurt, którego się wcześniej nie śledziło.
3593:  Może to jest dobre rozwiązanie.
3595:  JokerKierTrefl podarował wsparcie pięciu osobom.
3598:  Dziękuję serdecznie Joker i proszę o jamniki.
3601:  Ja także wysyłam wiele jamnikołajów.
3603:  Jamnikołaje to jest w ogóle przepiękna emoji, a ja jej nigdy nie umiem znaleźć.
3607:  Tutaj jest, znalazłem.
3610:  Majesty jest też polecana jako gra fantasy.
3614:  Jeszcze była taka gra Black and White, jeśli nie pamiętam.
3616:  Nie wiem, czy to była fantasy, ale na pewno była to strategia.
3620:  Klapauciusz Animomon.
3622:  Dzięki za wsparcie od roku już.
3623:  Czy oglądałem Trigun Stampede?
3625:  11 odcineków po 20 minut.
3628:  Ostatnia anime, jaką zobaczyłem, bo mam wrażenie, że to jest anime, to...
3634:  był film, który się teraz pojawił na Netflixie i oczywiście nie pamiętam tytułu tego filmu.
3638:  Dlaczego nie pamiętam tytułu tego filmu?
3640:  Nie mam pojęcia, dlaczego nie pamiętam tego tytułu filmu.
3642:  Postaram się dyskretnie wklikać w to, co widziałem ostatnio, ale nie wiem, czy mi się to uda, ponieważ w Netflixie oczywiście mi się nie uda, bo się nie zalogowałem.
3651:  W Netflixie nie ma dobrej historii oglądania, nie?
3653:  To jest straszny problem UX-owy tego portalu i wolałbym, żeby to zostało wprowadzone przy tej aplikacji.
3659:  Czy grałem w Firewatch?
3660:  Tak, grane było w Firewatch.
3661:  Firewatch jest super.
3663:  Mimo, że to jest walking simulator, czyli symulator chodzenia dosłownie.
3668:  Kiedyś też postanowiłem przy Goonie mieć pasek na świadectwie, brakowało mi pół stopnia do odpowiedniej średniej.
3673:  To jest osobny wątek, który myślę jeszcze poruszymy, jak te dziesiątki czy setne części punkcików
3680:  decyduje o czyjejś przyszłości, to zwłaszcza dotyczy, moi drodzy, stypendiów.
3683:  To się robi wtedy bardzo poważne, jeżeli od waszego utrzymania i od kilku tysięcy, które możecie dostać, albo kilkuset złotych, które będą determinowały o tym, jak długi będzie wasz budżet studencki czy doktorancki, zależą punkciki.
3697:  To jest dopiero wtedy wkurw i to ostry.
3699:  Pamiętam, ile mnie zabrakło do stypendium naukowego ministra, jako już...
3705:  stypendium dla młodych naukowców, tak to się nazywa, czyli ja już musiałem być po doktoracie, żeby o to aplikować, zabrakło mi dwunastusetnych mianowicie.
3713:  I ludzie mi mówili, Krzysztof, odwołałeś się.
3715:  Ja powiedziałem, nie, nie odwołam się, niech sobie wsadzą w żyć te pieniądze, ponieważ to jest abstrakcja.
3720:  Ja odwołując się, przyznam, że ten system ma sens, że to jest w ogóle legalne, żeby komuś na podstawie dwunastusetnych punkta nie przyznać stypendium.
3731:  Nie, należy protestować przeciwko czemuś takiemu i honorowo ja wtedy odmówiłem całkowicie pisania jakiegokolwiek odwołania.
3739:  Uznałem, że mój czas, który bym strofonił na napisanie tego odwołania jest zbyt cenny na marnowanie go do jakiegoś idioty i bubka, który przesądził o czymś takim.
3747:  Skandal absolutny.
3749:  Cuki Tsubane pisze, że nigdy się nie stara o czerwony pasek.
3752:  Bardzo dobrze.
3753:  To nie jest nic, o co warto aspirować.
3754:  Warto aspirować o to, żeby mieć fajny przyjaciół, albo żeby sobie znaleźć dobrą miejscówkę na wakacje, albo żeby być człowiekiem na bieżąco z kulturą.
3764:  O, warto.
3765:  Czyli...
3765:  Wiecie, to co robimy teraz, tak?
3767:  Pytujemy się o to, jakie znamy seriale, animki, gry, to jest bycie na bieżąco z kulturą i do tego warto aspirować, ponieważ im więcej przeczytamy, zapoznamy się, obejrzymy, zagramy narracji, które kreują inne światy, tym większą liczbą żywotów będziemy żyć.
3784:  A o to przecież chodzi w życiu, żeby żyć jak najintensywniej, prawda?
3788:  Czy słyszałem o nauczycielce, która zgłosiła przypadki przemocy domowej wobec uczniów i została zwolniona?
3792:  Tak, niestety słyszałem o tym.
3793:  Jest też cały czas sprawa wobec jednego z dyrektorów w Małopolskim Kuratorium Oćmiaty,
3800:  dyscyplinarna i dyrektor ten interweniował też w sprawie przemocy domowej z kolei wobec jednego z uczniów i śledzę tę sprawę bardzo z dużą uwagą i jeżeli jakiekolwiek będą działania przeciwko temu dyrektorowi w wyniku sprawy dyscyplinarnej, to możecie być przekonani, że zajmę również stanowisko.
3816:  Dawn of War 1 będzie ogrywany z Warhammerowskich rzeczy najbliżej Space Marine 2.
3823:  Dzięki Forunie za wsparcie od 8 miesięcy.
3824:  Mówiliśmy o Wiedźminie, będą live'y.
3827:  Co tydzień prawdopodobnie.
3830:  Chciałbym przygotować się na zapas, pisze Charles Whiteley.
3832:  Mam nadzieję, że na studiach nie spotkam żadnego profesora korytarzowego.
3835:  Nie, miej nadzieję, że spotkasz wartościowego profesora.
3839:  Na pewno spotkasz jakiegoś profesora korytarzowego, ponieważ to jest nie do uniknięcia, gdyż tak wygląda polska nauka.
3845:  cała i polska edukacja, cała, że nie było nigdy w Polsce sensownego systemu, który selekcjonuje najlepszych.
3854:  Nigdy.
3855:  Systemy selekcjonujące najlepszych są, i to jest jedyna zaleta tych systemów edukacji, w prywatnej oświecie bardzo często i tego przykładem są Stany Zjednoczone.
3865:  Jesteście świetnym sportowcem, ale macie lufę z matematyki,
3869:  co śmiał się swoją drogą z tego bardzo Deepak Chopra, że każdy rodzic wtedy by powiedział, by oj, to robię korepetycje z matematyki.
3876:  No nie, w Stanach jest mentalność taka, że dajecie trenera, który będzie was trenował w tym, w czym jesteście dobrzy, a nie próbował z was zrobić przeciętniaka w dziedzinie, w której nie macie talentu.
3889:  Więc jeżeli robimy w systemie aumaz,
3892:  przeciętniaków, no to, moi drodzy, prawda jest taka, że w nauce prędzej czy później oni się też ostaną.
3899:  To jest brutalne i wiem, w moich ustach zwłaszcza, ale zwróćcie na to uwagę, że nie wszyscy muszą być wybitni w obszarze nauk abstrakcyjnych.
3911:  Można być przeciętnym.
3912:  Ja jestem bardzo przeciętny z matematyki.
3915:  Czy kiedykolwiek wyprówałem sobie żyły, żeby się jej na... Nie!
3919:  Bo jest mi to niepotrzebne.
3921:  Ja potrzebuję proporcji i to jest koniec działań matematycznych, który jest mi potrzebny.
3925:  Od reszty mam kalkulator.
3926:  Nie potrzebuję tego więcej.
3928:  Nie przydarzyło mi się jeszcze ani razu w życiu, żebym potrzebował jakiegokolwiek innego obliczenia.
3934:  Więc byłoby marnotrawstwem pieniędzy podatników, czasu nauczycieli, energii mojej i mojego czasu, próby uczynienia ze mnie
3944:  przeciętnego z matematyki.
3945:  Ja jestem poniżej przeciętnej i bardzo mi to odpowiada.
3949:  Nie potrzebuję niczego więcej.
3950:  Tak samo stwierdziłem, że nie wolę wszystkie swoje siły przekierować na naukę angielskiego, zamiast żeby przeciętnie znać niemiecki, przeciętnie angielski i przeciętnie francuski.
3962:  To ja wolę ponadprzeciętnie znać angielski.
3965:  Tak, żebym mógł sobie pojechać na Oxford, strzelić wykład i nie mieć problemu.
3968:  Tak się zresztą stało.
3970:  I to mi się przydaje teraz w życiu zawodowym, kiedy jak dostałem propozycję od uczelni, żeby zrobić cykl zajęć po angielsku, to nie powiedziałem, ja umiem przeciętnie, bo mnie w szkółce uczyli, że trzeba znać dużo języków obcych, bo wtedy się dostanie dobrą pracę.
3985:  Tylko powiedziałem, o spoko, fajnie, mogę bez żadnego problemu, bo wszystko mi jedno, czy mówię po polsku, czy po angielsku.
3991:  o tym mówię, mówiąc o wychowywaniu armii ludzi, którzy są przeciętnie dobrzy we wszystkim.
3997:  To jest horrendalnie głupie, zwłaszcza w momencie, w którym mamy tyle narzędzi, które mogą nam pomóc w, no wiecie, w byciu taką, powiedzmy, kulą udogi troszeczkę, albo taką podpórką, albo jakąś asystą.
4012:  Nie bez powodu bardzo często mówię o AI jako cyfrowym asystencie naszym.
4016:  A, się rozgadałem, mnie to triggeruje strasznie. ...
4020:  Evil MG przestał wierzyć w talent.
4021:  Dochodzi do wniosku, że wszystko to kwestia praktyki.
4024:  Tylko żeby jej nabyć, dobrze byłoby wiedzieć, co się lubi i co się robi.
4027:  Wiesz co, Evil MG, trochę jest prawdy w tym, co mówisz.
4030:  Ja myślę, że talent to jest trochę skrót myślowy.
4033:  Jeżeli coś ci łatwo przychodzi,
4035:  i robisz to w sposób, który sprawia, że inni ludzie się tym zachwycają, ale przede wszystkim właśnie przychodzi ci to łatwo, to wtedy najpewniej usłyszysz, że jesteś w czymś utalentowany.
4045:  Na pewno nie jest tak, że to genetycznie jest uwarunkowane.
4049:  Oczywiście, że to jest kwestia praktyki, ale w moim przekonaniu praktyki wspomaganej pasją.
4054:  Ludzie utalentowani są pasjonatami w jakiejś dziedzinie.
4057:  Dlatego ja jestem po stronie edukacji, która jest nastawiona na odkrywanie w nas pasji.
4062:  Bo odkrywszy w sobie pasję, właśnie stajecie się ponadprzeciętni.
4067:  I wtedy wszystkie środki kierujecie na to, żeby jeszcze więcej osiągnąć w tym wymiarze.
4073:  Jest straszną...
4074:  krzywdą zakładanie, że jakikolwiek reformator edukacji, który mówi, że ten system jest zły, jest po stronie systemu, który wszystkim daje piątki i słoneczka.
4085:  Nie, no brutalna prawda jest taka, że
4088:  Każdy system i każde myślenie systemowe powinno dążyć do tego, żeby wyłaniać ludzi, którzy są w stanie osiągnąć mistrzostwo w jakiejś dziedzinie i nie jest mi to serdecznie obojęte w tym momencie, czy to będzie dziedzina ciesielki, rzeźbienia stołów, czy projektowania graficznego, czy matematyki, czy fizyki, czy astronomii, wszystko jedno.
4107:  Chodzi o to, żeby każdy znalazł swoje coś,
4110:  w czym jest w stanie osiągnąć mistrzostwo.
4112:  I co więcej, potencjalnie zostać nauczycielem dla następnych ludzi, bo będziemy potrzebowali, jak dobrze widać swoją drogą teraz po kryzysie, dużej liczby nauczycieli, którzy są w stanie w tym być mistrzami.
4125:  A ostatnio, nie dalej, jak nie wiem, parę dni temu, widziałem durną dyskusję na moim ulubionym niezmiennie fanpage'u Nie dla chaosu w szkole, gdzie ktoś powiedział, że no kiedyś to kurła było, bo była przyroda,
4136:  i przyroda była fajna, bo była biologia i geografia i wszystko tam było i wtedy tak wszystko, wszystko to nauczyciel jeden robił.
4147:  No, zajebisty pomysł, fantastyczny, to znaczy ktoś, kto wcześniej był biologiem, szybko pojechał na kurs doszkalający z geografii i uczył takiej wszystko idealnej papki,
4156:  która potem, na przykład ja przeszedłem przez nauczanie przyrody, absolutnie nic nie dała, to znaczy dała tyle, że jak później przeszło do biologii, to okazało się, że nic nie wiem, na geografii też się okazało, że nic nie wiem, bo wiedziałem troszku tu, troszku tu, troszku tu i tak naprawdę z tego nic nie wyszło.
4174:  Przyroda nadal jest, pisze Lindor.
4176:  No to tym gorzej dla przyrody.
4178:  Ale czyli chodziło prawdopodobnie o tę ideę, która była w latach 90-tych i na początku 2000-tych, tak zwanych ścieżek przedmiotowych, bo ktoś uznał w porywie geniuszu, że ludzie nie wyrabiają sobie związków kojarzeniowych, w związku z powyższym trzeba zrobić przedmioty, które są ścieżkami międzyprzedmiotowymi.
4195:  Ekstremalnie to nie wyszło.
4199:  Muszę przyznać, że w szkole pisze Maja, zawsze brakowało mi poleceń tej prawdziwej kultury, w co grać na przykład fantastycznego, albo co czytać fantastycznego.
4206:  Tak, tak, kultury współczesnej.
4208:  I nieprzypadkowo, ponieważ, jak zawsze będę podkreślał, jeżeli ktoś na przykład świetnie się znał na fantazy, no to w toku studiów polonistycznych musiał się nauczyć przeciętnie znać realizm, albo reportaż, albo poezję.
4221:  I potem taki przeciętniak idzie do szkoły i nawet nie jest w stanie zaradzić pasją do tej poezji.
4228:  Na tym polega paradoks, bo gdyby ponadprzeciętnie dobrze rozumiał poezję, to w pierwszej kolejności nie trzeba byłoby do tego zachęcać na studiach i później poniósłby kaganek oświaty, zwany krużgankiem oćmiaty przez niektórych, dalej.
4240:  A tak dzieje się tak, jak się dzieje.
4245:  Człowiek będzie miał potem śmietnik w mózgu.
4248:  Ja taki śmietnik mam naprawdę po gimnazjum, po podstawówce, dlatego triggeruje mnie strasznie, jak ktoś mówi teraz.
4254:  To jest fałszywe rozumowanie, że powrót do systemu podstawówka, gimnazjum, liceum, cokolwiek zmieni, nic nie zmieni.
4261:  To są pozorowane reformy, a dalej są te same błędy.
4264:  Zresztą przepraszam najmocniej, zauważcie, jak trzeba znowu nieludzkiego podejścia do edukacji, żeby tak twierdzić.
4270:  Kto uczył w tym gimnazjum, jak zostało ono powołane?
4273:  No nie zgadniecie.
4274:  Ludzie, którzy uczyli w klasie 7-8 podstawówki.
4277:  Oni po prostu przeszli do gimnazjum.
4279:  Tyle.
4280:  A teraz kto uczy w klasie 7-8 podstawówki?
4283:  No nie zgadniecie.
4284:  Ludzie, którzy uczyli w gimnazjum.
4286:  Czyli ludzie są ci sami.
4287:  Bardzo często są te same podręczniki i cała reszta.
4291:  Zmienia się tylko tabliczka na drzwiach.
4294:  Nic więcej.
4295:  Straszne to jest.
4297:  Jakaś rada, jak mam nie dostać
4300:  Na łeb?
4301:  Z wykładowczynią technofobką pisze Gancu.
4305:  Nie mam rady.
4306:  Ja cierpię razem z tobą i będziemy cierpieć kolektywnie.
4310:  To są rzeczy bardzo często nie do przewalczenia.
4312:  Jeżeli ktoś jest fobem jakimś, ksenofobem, homofobem, transfobem, technofobem, to bardzo często wierzy głęboko w to, że ma słuszność.
4321:  Ja nie wiem, jak rozmawiać z ludźmi wierzącymi.
4325:  Bo moje argumenty racjonalne no nie przekonają ich, więc ja nawet nie próbuję.
4330:  Jedyne, co mogę robić i do czego ciebie też zachęcam, to po prostu nagłaśniać, że jest takie zjawisko, że to się nie podoba.
4337:  Jeżeli wkurzy to wystarczającą liczbę studentów, to możecie z tym iść do prodziekana i powiedzieć, żeby wymienił na kogoś, kto po prostu nie będzie licował z...
4345:  Wizerunkiem uczelni uczu was tego, czego chcecie, bo już jako dorośli ludzie na studiach mamy święte prawo do tego, żeby żądać, żebyśmy np.
4353:  nie spotykali się z kimś, kto swoje przekładania religijne przekłada na konkretną, merytoryczną wiedzę i naukę.
4360:  Naukowiec zawsze wątpi, zawsze jest otwarty i zawsze poszukuje czegoś nowego.
4365:  Technofob nigdy nie będzie poszukiwał czegoś nowego, ponieważ boi się technologii.
4370:  Jeszcze do tego wszystkiego, nie dość, że się boi technologii, to nie robi tego w ciszy własnego globus hystericus, czyli historycznej głowy i czaszencji, tylko uważa, że musi nieść Ewangelię technofobii, tak?
4383:  To znaczy wszystkim będzie starał się pokazywać, jakie to jest genialne w to, co on wierzy.
4389:  Zresztą jeżeli kiedykolwiek mieliście do czynienia z ludźmi, którzy na przykład uważają, że weganizm nie jest wyłącznie wybór dietetyczny i żywieniowy, tylko jest to Ewangelia, to dobrze wiecie, że taka osoba nie jest znośna w towarzystwie, to znaczy wy się właśnie zatapiacie zęby sobie w waszego burgerka,
4407:  Ale wiesz, że... No nie, tak?
4410:  Trzeba wiedzieć, kiedy dać habulec sobie i kiedy nasze własne poglądy powinny pozostać naszymi własnymi poglądami, a w przypadku edukacji jest to fundamentalnie istotne dla mnie.
4423:  Czy myślisz, że jest sens, pyta Zuzia, pójść do dziekanatu z taką sprawą.
4426:  Mam jedną nadprogramową nieobecność na wykładzie, Boże drogi, usprawiedliwioną medycznie i wykładowczyni nie chce mi zajść w przedmiotu.
4434:  Widzisz, przemówiłem się, powiedziałem wychowawczyni, bo to brzmi tak poszkolnemu, że się bardziej nie da.
4440:  Tak z tym się idzie do dziekana.
4442:  Nie ma prawa nikt nie uznać usprawiedliwienia od lekarza, ba!
4447:  Wykłady są na uczelniach nieobowiązkowe tradycyjnie, w związku z powyższym w ogóle idea sprawdzania obecności na wykładzie jest dla mnie kuriozum.
4455:  Wiecie dobrze, jaką miłością była do uczelni, którą kończyłem.
4459:  Nie sprawdzano tam obecności na wykładach!
4462:  Jeśli nawet tam nie sprawdzano obecności na wykładach, to naprawdę nie jest dobrze, jeżeli coś takiego się zdarza.
4470:  Jeszcze się nie zdarzyło, żeby dziekan odwołał wykładowcę przez skargi i studentów.
4473:  Nieprawda, zdarzyło się i byłem świadkiem tej sytuacji.
4477:  No nie będę wam mówił dokładnie, gdzie i kiedy i w jakich okolicznościach, bo nie mogę wciąż, ale to moje zdanie powinno dać wam do zrozumienia, o czym mówię, tak?
4487:  Więc oczywiście, że się to zdarza.
4489:  Musicie mieć natomiast oprócz skargi wsparcie innego prowadzącego.
4493:  To jest absolutnie kluczowe, więc jeżeli już to wchodzi na takie tory poważne, to znaczy dziekan rozpatrzył sprawę, widzi, że faktycznie jest problem, to pozyskujecie wsparcie następnych ludzi, którzy są wam w stanie pomóc.
4505:  Na wielu uczelniach też jest instytucja i to zawsze sprawdzajcie rzecznika spraw studenta.
4509:  Jeśli nie ma, to też warto walczyć jako samorząd studencki o to, żeby została powołana.
4514:  U nas na AGH, na przykład rzecznikiem praw studenta jest w ogóle osoba, która jest z zewnątrz, jest prawnikiem z zewnątrz, to jest bardzo dobra sytuacja, bo wiecie, nie ma takiego problemu, że ktoś jest, no brzydko mówiąc, umoczony w różnego rodzaju koneksje, tak?
4527:  Że, no ale przecież Basia by nigdy czegoś takiego nie zrobiła, no!
4532:  Przecież Basia jest kochana!
4534:  Ja, Basia mi pożyczyła 40 tysięcy na mojego Neopla Corse!
4540:  Czyli prawdopodobnie to był cały koszt Opla Corsy.
4543:  I Basia by nigdy studentowi złego nie powiedziała.
4546:  No i widzicie, już jest problem, tak?
4548:  Bo wtedy okazuje się, że można rzeczywiście takim podaniem się podetrzeć, jeżeli nie ma osoby z zewnątrz, która robi arbitraż i stara się właśnie te dwie strony jakoś negocjować ze sobą.
4559:  Jezus, ja tyle razy usłyszałem właśnie takie zdanie, że ojej, przecież Zbysia by nigdy taki nie był.
4565:  Mi się od razu przypomina każda sytuacja na placu zabaw, prawda?
4569:  Przepani, bo Jóźwiak mnie kopnął.
4571:  Jóźwiak nigdy czegoś takiego nie robi.
4574:  Jóźwiak nigdy nie kopie.
4576:  Popatrz, Jóźwiak ma świadectwo z paskiem.
4579:  Jóźwiak nigdy by cię nie kopnął.
4581:  Ale pani mnie nie... Pokazuje nogę rozoraną.
4584:  To nie Jóźwiak.
4585:  To jest ból fantomowy.
4587:  To samo jest na uczelni, tylko mnie to trochę przeraża i smuci, bo to dotyczy ludzi, którzy mają habilitację, nie?
4593:  Które tłumaczenie Tolkiena jest lepsze?
4594:  Skimijewska.
4596:  Proste pytanie, prosta odpowiedź.
4597:  Kiedyś już memicznie przytaczałem wam, jak został przetłumaczony wiersz o pierścieniu przez wybitnego Łozińskiego, bo mnie doprowadza do szału, jak ludzie go cytują i mówią, nie no, Krzysztof, spoko wydanie.
4609:  Wiecie, dlaczego ono jest spoko?
4616:  Ono jest dlatego spoko bezładne, tak?
4618:  I ludzie chcą uzasadnić, że mają ładną książkę na półce.
4621:  Ja też mam tę książkę na półce i mam ją wyłącznie dlatego, że ładnie wygląda.
4625:  Natomiast na pewno nie mam jej dlatego, że jest dobre tłumaczenie, bo nie jest to dobre tłumaczenie.
4631:  Nie wiem, czy mi się uda tak na pałę znaleźć od razu ten wiersz o pierścieniu, ale tak, udało się, o Jezus, tak udało się.
4638:  Dobrze, moi drodzy, brace yourself, brace yourself.
4642:  Więc pamiętacie, jeden by wszystkie zgromadzić i w krainie związać.
4646:  Mordor dzielały cienie i tak dalej, i tak dalej.
4648:  Skimniewski tłumaczenie słynne.
4649:  No to macie.
4652:  Tylko wiecie, do czego trzeba stosowną muzykę dać.
4655:  Powiedzmy, że to będzie stosowna muzyka.
4659:  Dla elfich władców pod niebem jasnym trzy są pierścienie, dla krasnoludzkich podziemnych królów pierścieni siedem.
4668:  Dziewięć dla ludzi, tym ostatecznym śmierć przeznaczeniem.
4673:  Dla władcy mroku na czarnym tronie jest pierścień jeden.
4677:  W krainie Mordor, gdzie wiecznej nocy zaległy cienie.
