Brat Jeremiasz ogniomiot — Warhammer 40 000: Mechanicus Livestream #4
🔗 https://www.youtube.com/watch?v=wJxeLpUO9hA

2:  Witam wszystkich na streamie.
3831:  To straszne.
3835:  Musimy natychmiast tego nieśmiertelnego wykończyć.
3837:  To jest nasz priorytet w tym momencie.
3842:  Gdy mi sobie skończymy, podejrzewam na 6-6 poziomie, jeżeli chodzi o Tummelweg level.
3847:  Czemu Magos Barbossa przestał kontrować?
3849:  To jest oburzające.
3851:  Ojej, nekroni uciekają tak, że brat Jeremiasz nie będzie mieć jak ich wypalić.
3864:  No tak.
3866:  Opportunity attack.
3868:  Zresztą i tak nie możemy nic zrobić, ponieważ
3875:  Czy myśmy zniszczyli to?
3877:  Myśmy tego nie zniszczyli.
3879:  Oni nie bez powodu nazywają się nieśmiertelnymi.
3881:  Wiem, wiem, niestety wiem.
3887:  Niedobrze.
3895:  Niedobrze.
3897:  Brat Jeremiasz przestał być przydatny.
3902:  All cognition points się przydadzą absolutnie.
3909:  Magos Barbossa robi Harad.
3912:  Oczywiście.
3914:  Świetnie.
3917:  Świetnie.
3918:  Dobrze, dobrze.
3921:  Z woli Boga maszyny znów będę całością.
3923:  Absolutnie.
3924:  Przepiękny przekład.
3927:  Leczymy się.
3932:  Myślę, że zgubiło mnie trochę to, że bardzo chciałem dać szansę bratu Jeremiaszowi na wykazanie się.
3941:  Dobry wieczór.
3943:  Kończyłem ślepowidzenie Łoca.
3944:  Jaka dobra informacja.
3945:  Czy czytałem, jeżeli tak, to jak się podobało?
3947:  Mega się podobało.
3948:  Nie czytałem, nie czytałem tylko ekoprakcji finalnie.
3955:  ale to jest no jeden z lepszych, znaczy po prostu Watts jest geniuszem, no to co on zrobił z wampirami tylko, że w wersji kosmicznej to jest absolutnie coś wspaniałego.
3966:  Bardzo cenię sobie pisarzy, którzy potrafią... którzy potrafią zrewolucjonizować coś, co się kojarzy z jakimś nurtem, no w tym wypadku z horrorem i przenieść to do zupełnie innego settingu i jeszcze uczynić to całkowicie logicznym, no to jest sztuka.
3983:  Absolutna.
3987:  Musimy... Jakim cudem nie wygraliśmy tego?
3990:  Dobrze, walimy w czym fabryka dała.
3997:  Tak!
3999:  Tak, udało się, świetnie.
4005:  Kosmiczne wampiry, czy ktoś wzywał katanów?
4007:  Mmm, mmm.
4012:  Ja nie chcę nic spojlować, ale w tej grze będzie okazja na przyjrzenie się.
4021:  I tej rasie.
4023:  Dobrze, dobrze, zaczynamy powoli odzyskiwać kontrolę.
4032:  Nieee!
4035:  Przepadliśmy.
4041:  Przeglądałem sobie Allegro i znalazłem jamniki.
4043:  Gra planszowa, ubiera się je w kubraczki.
4045:  Oj, oj, oj, oj, oj.
4048:  Jeżeli jest coś przepiękniejszego niż jamnik, to tylko jamnik w kubraczku.
4053:  W ogóle niesamowite, że jest gra planszowa jamniki, ja o niej nie wiedziałem.
4058:  Może wreszcie zagram w jakąś planszówkę.
4061:  Bo jak dotąd wszystkie moje próby grania w planszówki spalają na panewce.
4065:  Nie, opóźniamy turę brata Jeremiasza.
4067:  Mam dość faktu, że nie mogę bratem Jeremiaszem w ogóle nic robić.
4073:  Potrzebujemy mnóstwo cognition points dla brata Jeremiasza.
4080:  Bra, to i tak nic nie da.
4083:  Bo obawiam się, że nie wykończymy tego nekrona.
4086:  A nawet... O nie!
4088:  Cóż za złośliwość.
4092:  19,90 PLN.
4093:  Mnie styl Wattsa średnio podpasował, ale przede mną jeszcze posłowie, może po nim lepiej ocenię książkę.
4099:  Tu znów kwestia tego, że styl stylem, ale najważniejsza rzecz to jest to, w jaki sposób on projektuje świat.
4105:  Ja do niego bardzo światotwórczo podszedłem.
4108:  Ale jest ciężki Watts, to trzeba przyznać.
4110:  Bracie Jeremiaszu, strzel!
4113:  No!
4114:  No!
4118:  O nie, brakuje tak niewiele.
4122:  Muszę powiedzieć, że ten miotacz ognia to jest troszeczkę glass cannon, bo nie jesteśmy w stanie go używać.
4132:  Zrobimy... No tak, nic nie możemy zrobić.
4141:  Za krótki pasek kognicji, wiem, wiem, ale pasek... Właśnie my teraz pracujemy nad paskiem kognicji, żeby był większy.
4148:  Generalnie może być do 9 nawet, więc no niestety.
4154:  Mamy pewne opóźnienie.
4158:  Dobrze, Necron Warrior to jest ten.
4161:  Zginie.
4162:  On zginie marnie.
4165:  Bo teraz mamy darmowy strzał.
4179:  To jest ten?
4180:  Ten.
4181:  W tego walimy.
4185:  Świetnie.
4186:  I od razu... Właśnie zmarnowałem jeden punkt kognicji, ale co tam.
4199:  Na moim serwisie mam dziewięciopunktowy... Tak, dziewięciopunktowy to jest maksimum.
4205:  Ja w swoim poprzednim playthrough u Mechanicusa miałem też dziewięciopunktowy, tylko właśnie tam popełniłem dużo różnych błędów i w nieodpowiedniej kolejności wykonywałem misje.
4218:  Tutaj ma to znaczenie, to znaczy w zależności od tego, czyje misje wykonujemy częściej, to możemy mieć zakończenie na przykład z Kevoli albo nie z Kevoli.
4225:  Będziemy mieć zakończenie z Kevoli.
4230:  Sanitize.
4231:  Clean away the walls.
4232:  Bless the chamber with prayer.
4233:  Reject the scarce place for the incense burner.
4238:  Oczywiście.
4242:  Niech sobie rośnie inicjatywa nekronów.
4244:  Teraz już nas to kompletnie nie interesuje.
4247:  Bardzo dobrze!
4249:  Upgrade'y.
4251:  Teraz upgrade'y.
4252:  Czas upgrade'ów jest czasem radosnym.
4254:  Wzbogaciliśmy się w niewyobrażalny sposób.
4257:  O, Scheregon Sector Located.
4259:  Świetnie.
4261:  Będziemy mieć następną tajną misję tutaj.
4267:  Oj, oj, oj, oj, oj, oj.
4275:  Brakowało mi tej muzyki.
4285:  A, brat Jeremiasz jest robiony na ws... Nie, możemy mieć Dominusa.
4289:  Leksmek... Można mieć cztery dyscypliny, świetnie.
4295:  To gdzie było... Your next weapon is... Reduced by two cognition points.
4306:  To się przyda.
4310:  Tak, to się przyda.
4312:  Take auxilium.
4315:  Bardzo dobrze, że można mieć wiele dyscyplin.
4317:  Myślałem, że można mieć tylko cztery.
4319:  Brat Jeremiasz teraz będzie cały czas używał... O!
4324:  O!
4326:  Ale jeszcze dostaliśmy coś tutaj, z tego co pamiętam, bardzo dobrego.
4331:  Cztery, sześć ataku.
4332:  Nie, to jest ten Combustor, dobra.
4335:  O!
4335:  Collect one cognition point.
4337:  Kto najczęściej jest w zwarciu?
4339:  Magos Babosas najczęściej w zwarciu.
4341:  On będzie zbierał cognition pointy.
4346:  I musimy troszeczkę jego też upgrade'ować.
4349:  Magus Barbossa będzie sekutorem, nie sekutorem, eksploratorem, który jest do... Jest taki w którymś momencie skill, że walczymy tylko i wyłącznie wręcz.
4366:  Ale nie, to nie jest Dominus, nie.
4367:  Lex Mechanic nie.
4369:  Dobrze, to na razie... Na razie Lex Mechanic, myślę.
4377:  Dobrze.
4386:  Disciplines.
4392:  Tak, to się też przyda.
4394:  Tutaj mamy ranged weapons.
4396:  Mamy, wszystko jest dobrze.
4399:  Traveler.
4402:  Ach, Traveler jest właśnie dla Magosa Barbossy, bo tu jest ten skill.
4408:  If no ranged weapons are equipped.
4411:  Dobrze, to żeby tego nie zapomnieć, ja Magosa Barbossę teraz bardziej awansuję, to znaczy dam mu tego eksploratora.
4421:  Mimo, że nas to dużo kosztowało.
4425:  Generalnie nasze wydatki, przerażająca sprawa, to co tu się dzieje, przerażająca absolutnie.
4433:  Hmm... A ja?
4434:  Nasz najsłabszy.
4435:  Ten, który jest słaby jak kupa.
4437:  Nic nie możemy z tym zrobić.
4441:  Nic nie możemy z tym zrobić, ale on ma pierwszy skill dla Dominusa.
4444:  Dobrze.
4445:  Dobrze, dobrze!
4446:  Without further ado, działamy dalej.
4448:  Co tu się dzieje?
4449:  Kogni... Eee!
4451:  Plasma Caliver fires in stride lane, passing through all units!
4457:  Tak, chcemy to!
4459:  A to jest co?
4460:  Single target range attack upon hitting turns in the circle area.
4464:  Tak, to coś takiego już mamy.
4467:  O, jaka... Ciekawe jestem, czy to jest aluzja... Nie, to na pewno nie jest aluzja do serialu Lock and Key.
4471:  Znacie Lock and Key?
4472:  Jak nie znacie Lock and Tiki, to absolutnie.
4477:  Komu mi otacza albo ARC rifle?
4479:  Będzie miał zasięg większy na... Komu?
4481:  Komu?
4481:  Gdzie?
4488:  Panu Świeżakowi?
4490:  Pan Świeżak jest słaby jak kupa, on nic nie może wziąć na razie.
4494:  Może.
4497:  To dostanie mi otacz ognia.
4502:  Nic więcej nie może wprawdzie.
4503:  Dzięki, dzięki za, za info.
4505:  Będzie mieć, będzie mógł coś, coś dawać, coś zrobić i przede wszystkim zmieńmy też mu jego nazwę adekwatnie.
4511:  Magos Cogitus.
4513:  Dobrze.
4515:  Brat Cogitus, żaden Magos.
4517:  Wszyscy mają być braćmi.
4522:  Dobrze.
4531:  Czemu ja tego nie zmieniłem wcześniej, to nie wiem.
4533:  Mission!
4535:  Bierzemy... To jest normalny poziom, więc już drżę.
4539:  Death Mag.
4540:  Lich Guard.
4541:  Damy radę.
4543:  Zapisujemy.
4545:  Stream.
4547:  Nie, new save.
4548:  Stream z wypalającym.
4553:  bratem Jeremiaszem.
4556:  Tak.
4558:  Jaka jest maksymalna liczba magosów, już Ci mówię?
4564:  W kohorcie widać z sześciu, więc jeszcze mógł możemy mieć, a to są dwa radosne miejsca dla kolosów, które zdobędziemy niebawem.
4573:  Mam nadzieję, że jeszcze dziś.
4576:  Raz, dwa, trzy, cztery.
4580:  Wiecie co?
4580:  Nie.
4581:  Teraz będziemy oszczędzać.
4585:  A może to nie, to był zły pomysł, biorąc pod uwagę, że idziemy na mega trudną misję.
4600:  Wracamy do grobowca Ekropis.
4603:  Wygląda na to, że ten Ekropis był wielkim astronomem, ale wydarzenia stelańskiej kartografii z jego świątyni są w porównaniu z standardem modelu świata.
4611:  I wziąłeś... I wziąłem, że jesteście szczególnie zainteresowani, inwestowani w standardy modelu.
4619:  Zróbcie podstawy moich studiów w Kult Mechanicus.
4622:  Normalnie Magos by nie wspomniał o Skitarii.
4639:  Tak sobie co miesiąc powtarzam, będę teraz oszczędzać, tak?
4642:  A co?
4642:  A kupujemy grę z jamnikiem?
4644:  I've plotted the twelve locations where lingwa technis siglis can be placed, sigils can be placed, myślałem, że łacina jest dalej jeszcze, to form the basis of the ritual.
4656:  Piękna nazwa swego drogą tytułu żeńskiego, Subdomina.
4659:  Hmm.
4659:  Constellation of Madness.
4679:  Widzisz, to jest dopiero osiemnasta misja?
4681:  To czwarty stream już.
4683:  Necron scraps swarm from hidden apertures and obliterate the sigil as soon as it is inscribed.
4690:  Crush, cut off, cauterize.
4695:  With flame?
4696:  Oczywiście, że tak.
4698:  I oczywiście, że zostaliśmy za to ukarani.
4702:  Ojej, mamy trzy aż bitwy tutaj, zobaczcie.
4706:  Glyph.
4708:  Bałem się, że każdy z nich jest zły.
4712:  Ooo, zmniejszyła się inicjatywa nekronów, świetnie.
4717:  Świetna informacja.
4723:  Ja będę oszczędzał, również ja.
4725:  Ooo, nowy DLC do Stellaris.
4726:  Tak, i to jeszcze dobry DLC.
4731:  Nie potrzebowaliśmy wcale uzdrowienia.
4733:  Czemu, Gro, dajesz nam coś, czego nie potrzebujemy?
4735:  Czemu, Gro, dajesz nam coś, czego nie potrzebujemy?
4744:  Czemu, Gro, dajesz nam coś, czego nie potrzebujemy?
4746:  Czemu, Gro, dajesz nam coś, czego nie potrzebujemy?
4747:  Czemu, Gro, dajesz nam coś, czego nie potrzebujemy?
4748:  Czemu, Gro, dajesz nam coś, czego nie potrzebujemy?
4750:  Czemu, Gro, dajesz nam coś, czego nie potrzebujemy?
4751:  Czemu, Gro, dajesz nam coś, czego nie potrzebujemy?
4753:  Czemu, Gro, dajesz nam coś, czego nie potrzebujemy?
4754:  Czemu, Gro, dajesz nam coś, czego nie potrzebujemy?
4755:  Czemu, Gro, dajesz nam coś, czego nie potrzebujemy?
4757:  Czemu, Gro, dajesz nam coś, czego nie potrzebujemy?
4758:  Czemu, Gro, dajesz
4759:  Map the heavens, darken the stars, waste no time.
4772:  Walczymy!
4773:  Walczymy mężnie, walczymy dzielnie, walczymy nieustraszenie, walczymy nieokiełznanie, walczymy z wykorzystaniem maksymalnej ilości napalmu.
4788:  Wygląda na to, że tutaj przynajmniej nic nie będzie... Ja znam ten layout.
4793:  Wolę zaczynać w ten sposób.
4795:  Dobrze.
4801:  Nie wziąłem jednego z braci na misję.
4809:  Wiecie jakiego brata nie wziąłem na misję?
4815:  Brata Jeremiasza mianowicie.
4817:  A to oznacza jedno.
4820:  Dobrze, że zrobiliśmy load.
4825:  Jak mogłem pominąć brata Jeremiasza?
4828:  Jak to się w ogóle stało?
4831:  Brat Jeremiasz przecież w pierwszej kolejności powinien był być.
4837:  To przy okazji sobie tutaj zmienimy jedną rzecz, to znaczy bez przerwy mamy za mało cognition points.
4845:  Teraz się przeklikałem przez to wszystko szybciutko.
4847:  Na szczęście, na szczęście nie zawędrowaliśmy za daleko.
4851:  Hańba.
4853:  Zgadzam się.
4857:  What the actual fuck?
4860:  Jest inny layout grobowca.
4865:  Nie wiedziałem, że one są proceduralnie generowane.
4869:  Ale numer.
4873:  Ale chytre.
4875:  A może to była inna misja po prostu?
4877:  The material of this chamber is made of some unknown super dense alloy inscribing the sigil.
4881:  Nie, to jest cały czas ten sigil.
4883:  It's impossible.
4887:  Tools of the scolao czy priest?
4893:  Nie no, priest oczywiście, że priest.
4898:  Ale o!
4899:  Bardzo dobrze, bardzo dobrze.
4902:  Może jesteśmy niekonwencjonalni, ale dostajemy za to cognition points.
4906:  Glyph.
4907:  Oczywiście, że ten.
4910:  Więcej Blackstone!
4913:  Bardzo dobrze.
4914:  Co jeszcze możemy tutaj zrobić?
4916:  Tutaj przejdziemy, myślę, że najpierw zaatakujemy tutaj tych.
4918:  Tak.
4919:  Ale bo dobra, sigil.
4920:  Najpierw sigil.
4921:  Może uda nam się uleczyć brata Jeremiasza.
4925:  Oczywiście, że nasza obecność zawsze jest odkrywana.
4928:  O!
4929:  Cudownie.
4931:  Cudownie.
4932:  To sobie ogarniemy na sam koniec.
4934:  Będziemy mieli trzy bitwy pod... Cauterize, cutoff, obliterate.
4939:  Obliterate the hateful insect!
4955:  Napalm plus termit równa się?
4957:  Wielgusna radość oczywiście!
4974:  Proszę bardzo.
4975:  Nauczywszy się, co należy robić.
4978:  To znaczy, trzeba sobie wyobrazić, jak byłoby w lore i zrobić coś dokładnie odwrotnego.
4989:  Dzień dobry, nekroni.
4991:  Zostaniecie wszyscy wypaleni żywym ogniem.
4995:  Ale to jest strasznie ciekawe odkrycie, że layout mapy się nie zmienia, ale layout grobowca tak.
5001:  A czemu mamy... Czemu jest w ten sposób dziwnie?
5005:  Jakoś nie jestem przyzwyczajony do tego, że nie ma horyzontalnego widoku.
5010:  Tylko jest taki diagonalny.
5012:  Ciekawa sprawa.
5015:  Dobrze, jeden Vanguard już.
5019:  No, ciekawa sprawa.
5022:  Musimy zeskanować, musimy zeskanować i musimy zeskanować.
5025:  Trzy skany.
5028:  Eee...
5032:  Cognition point na dzień dobry.
5034:  Kto nam zagraża?
5039:  Zagraża nam... nieśmiertelny.
5041:  Dobrze, na razie nie wygląda to jakoś potwornie źle.
5045:  Delay turn.
5046:  Brat Barbossa.
5049:  O, brat Barbossa... O, tu jest ta misa, z którą miałem problem psychiczny.
5053:  Brat Barbossa później pójdzie walczyć, mierzyć się, weźmie się za bary z nieśmiertelnym.
5060:  To jest najgłupsza mapa bitewna chyba.
5061:  No, tak, zwłaszcza, że te wieżyczki mogą... Czasem walczą, a... Boże, walczą.
5066:  Czasem strzelają do nas, a czasem nie.
5068:  Nie jestem w stanie nigdy stwierdzić dla... Kiedy się tak dzieje, a kiedy nie.
5072:  Chyba jak za blisko, to się do nich podejdzie wtedy.
5077:  Kto walczy później?
5085:  Dobra, wiem co zrobię chyba.
5088:  A nie, on tutaj tak stoi, że nie podejdziemy w ten sposób.
5096:  Dobra, walimy.
5099:  Trazen by wpadł i pokazał mekanizmowi, gdzie ich miejsce, bo nawet dodałby ich do własnej kolekcji.
5106:  Heresy.
5113:  To nawet nie ma sensu.
5115:  Paradoksalnie...
5121:  Nie wiem, co zrobić.
5123:  Bo te wieżyczki też mogą w nas strzelić.
5126:  Żebym się nie przekombinował tego.
5132:  A i tak brat Jeremiasz niewiele zdziała tutaj.
5135:  Dobra.
5138:  Myślę, że zrobimy po prostu tak.
5142:  Wieżyczki strzelają na start nowej rundy, jak mają coś w zasięgu.
5144:  Uuu, dobrze wiedzieć.
5146:  Dobrze wiedzieć.
5149:  Myślę, że tego trzeba jak najszybciej wykończyć.
5154:  Niech żyje dynastia Niklach.
5157:  Jaka herezja.
5158:  Proszę bardzo, nekrońscy stronnicy na czacie.
5163:  Nie wyobrażalne to, co tu się dzieje.
5167:  Niszczymy wieżyczki, niszczymy wszystko.
5174:  Zachwycają mnie te detale na kolumnach.
5178:  Prosta grafika.
5181:  ZŁOTE A SKROMNE!
5183:  Prosta grafika, a piękna.
5197:  Nie.
5199:  Nie, brat Jeremia już i tak nie będzie mieć zasięgu.
5201:  Walimy.
5213:  Chaos syci, nekroni, właśnie.
5216:  Co tu się dzieje?
5217:  Co tu się dzieje?
5218:  Eee, dobrze, przejdziemy sobie tędy.
5222:  Myślę, że wpierw odczucimy tutaj to, co tu się dzieje.
5228:  Co on tutaj robi?
5231:  Nic.
5232:  Dobry wieczór, witamy.
5234:  Witamy serdecznie.
5238:  Uuuu.
5242:  Dobrze, brat Jeremiasz już ma tę cudowną zdolność.
5246:  Widzę, że jest opozycja antyeldarowska również na czacie.
5252:  Ja się ostatnio dowiedziałem, że Blackstone Fortresses są administrowane przez Eldarów i strasznie się zdziwiłem, bo myślałem, że przez Nekronów.
5259:  W ogóle myślałem, że one są uśpione, ale to jakoś bardzo skomplikowane jest.
5262:  Zresztą, jak zwykle, najbliższa jednostka Ordo Hereticus została powiadomiona, odpowiednio wyposażona misja Adepta Sororitasius zmierza na czad, by wypalić herezję świętym ogniem Imperatora.
5272:  No proszę, no proszę.
5276:  A ten Overwatch co tutaj robi?
5280:  Oczywiście zrobimy to, co zawsze by zrobił Admech, to znaczy poświęcimy naszego Skitarriego, żeby strzelić.
5291:  O, właśnie tak.
5292:  Ha, ha, ha!
5294:  Gin.
5299:  Oj, oj, oj, oj, oj, oj.
5301:  Złe miejsce.
5304:  Złe miejsce.
5305:  Bardzo złe miejsce.
5308:  Uuu, ale popatrzcie, mamy już sześć w Cognition Gap, więc to jest dobra informacja.
5314:  Eee, kto strzela?
5316:  Deathmark strzela jako pierwszy?
5318:  Jesteśmy zgubieni.
5321:  Potem kto?
5324:  Brad Barbossa.
5327:  Sprawdzam, czy opłaca mi się wyekspediować Skitarriego Vanguarda, ale myślę, że tak.
5333:  Myślę, że to jest ten moment, kiedy trzeba to zrobić.
5338:  Właśnie dlatego.
5344:  O. I teraz brat... Brat Cogitus nic nie zrobi, to znaczy opóźnimy mu turę.
5351:  Patrzcie.
5352:  Arcydzieło taktyki.
5354:  Fortece Blackstone to są właśnie...
5356:  Fortece Blackstone są konstrukcjami eldarskimi, chociaż niektórzy wskazują na Jokerao, a nekroni bardzo chcą się ich pozbyć, bo to strzela czystą osnową, mimo że fortece są bronią do zabijania katan.
5367:  Byłem przekonany, że Blackstone Fortece są nekrońskie, no proszę.
5370:  Człowiek się uczy przez cały czas.
5378:  Okej.
5381:  Necroni dostali genialne książki, The Infinite and The Divine, więc mają też swoich fanów.
5386:  Eldarzy, z tego co się orientuję, w ostatniej książce dostawali tylko kopa od... No cóż... To jest bardzo możliwe, że to ta przyczyna.
5400:  To nam i tak nic nie da.
5402:  Trudno, strzeli, ale przetrwamy to.
5406:  70 damage, pamiętałem, że to jest...
5410:  Oni powinni się nazywać Ordo Psychopatus, trochę tak.
5415:  Wiecie co, musimy zacząć się maniakalnie leczyć, bo jeżeli oni strzelają tak mocno, no to ciężka sprawa.
5426:  Opportunity wszędzie jest, no niedobrze, niedobrze.
5431:  Ujujujujujujujujujujujujujujujujujujujujuj.
5438:  To niedobrze.
5440:  To bardzo niedobrze.
5445:  Creo to są kosmiczno-rangutano-instynktownym genetycznym rozumieniu technologii.
5449:  Ciekawe.
5451:  To się potrafią niesamowite cuda robić, miniaturyzować broni i tak dalej, ale skupiają się tylko na przeżyciu swoim rodziny i są niekomunikatywni.
5458:  Przeciekawe.
5459:  Przeciekawe.
5463:  Dobra, brat... Brat Jeremiasz!
5471:  O nie.
5473:  O nie, brat Jerymiarz nie będzie mógł użyć... Dlaczego brat Jerymiarz nie usta... Nie, nie, nie, sorry.
5481:  Wiem, że są jeszcze dwie bitwy i bardzo tego pożałuję, ale mam teraz potrzebę użycia Miotacza Ognia, tak?
5496:  Giń!
5497:  Płoń!
5502:  Płonięne kron w lesie.
5506:  Wieść się do katan niesie.
5512:  Tak, dobrze.
5519:  Świetnie!
5522:  Świetnie, mężny bracie Jeremiaszu!
5527:  Teraz... teraz sytuacja się odwraca.
5533:  Możemy skanować, możemy robić niewyobrażalne rzeczy.
5537:  Możemy również obniżać Tomb Awake level, co uczynimy z rozkoszą i radością.
5544:  Harad!
5546:  Świetnie, kwas, świetnie, bardzo dobrze.
5550:  Co możemy tutaj zrobić?
5551:  Absolutnie nic.
5556:  Ten talent wokalny połączony z umysłem.
5558:  Yo, żebyś się nie zdziwił, nie zostałem do szkoły muzycznej przyjęty dokładnie z uwagi na brak talentu wokalnego.
5565:  To było jeszcze wtedy, kiedy były egzaminy do szkoły muzycznej.
5574:  Bi, reklamów bi, to ich będzie mniej.
5578:  Wieżyczka spróbowała do nas strzelić, ale wieżyczka jest głupia.
5587:  O nie... A!
5589:  Brat Jeremiasz jest... Brat Jeremiasz jest osłonięty.
5593:  Deathwatch chciał raz zniszczyć statek Yokero pojedynczy, w odpowiedzi dostali wciry, miał siłę ognia porównywalne z flotą bitewną Sektora, po czym sobie majestatycznie zniknął.
5602:  Wow.
5603:  Ale to jest kolej... To jest super, bo to jest kolejna frakcja, która jest w stanie potencjalnie pomóc w razie jakiegoś gigantycznego konfliktu, o ile Games Workshop w ogóle kiedykolwiek się zdecyduje na coś takiego jak gigantyczny konflikt.
5618:  Z tego co pamiętam, jak się Joker dał jakąkolwiek technologię, to mogło zmienić ją w coś dużo lepszego, mocno innego.
5624:  Dajmy im czołg, zrobią z niego mocniejszy czołg lub traktor.
5627:  No proszę, no proszę.
5630:  Dobrze, to sobie zniszczymy.
5632:  Bo ten nekron jest nam do niczego niepotrzebny.
5634:  Nie chcemy, żeby się zreanimował.
5637:  I równocześnie... Cóż zrobimy równocześnie?
5643:  Pobierzemy cognition points, świetnie.
5647:  Trzeba pomóc bratu Jeremiaszowi.
5655:  Nie ma wyjścia.
5660:  Critical!
5661:  Tak!
5664:  Tak!
5666:  I się wyleczymy jeszcze do tego wszystkiego.
5669:  Dobrze.
5672:  Dobrze.
5672:  Deal one damage.
5674:  Ujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujujuj
5686:  Wiecie co, tak sobie myślę, że nie zaszkodzi nam.
5688:  Akurat ten już brat Leonardo jest nam niepotrzebny.
5693:  On może sobie wędrować, żeby tam zrobić skan szybciutko.
5698:  Póki co udzielają się tylko przy szóstej fortecy Blackstone jako pasażerzy i ziomeczki od upgradu.
5703:  W planszówce Warhammer Quest Blackstone Fortress.
5706:  Cudo.
5708:  Nie!
5710:  Nieee!
5712:  Czemu nam giną wszyscy... wszyscy skitarii?
5724:  Niedobrze.
5726:  Czy przynajmniej mamy... Nie mamy.
5732:  Jest nowa runda i z tego, co widzę, wszyscy w tej rundzie... O Boże, reanimation protocol.
5741:  Nasz brat Cogitus zagrożony.
5749:  Znaczy, teraz sytuacja się zrobiła bardzo poważna.
5760:  W sumie polecę może Streamly, dzięki temu będzie mała ikonka polecająca na przykład Pepsi lub Netflixe, dzięki czemu będzie jakiś dodatkowy grosz na konkursy dla widzów czy coś.
5769:  Bardzo skomplikowana rzecz, ja się nie znam na takich kwestiach, bo musisz mi jakby bardziej wyjaśnić to, precyzyjniej.
5776:  Albo po prostu se zgooglam, też jest opcja.
5780:  Brad Barbossa musi pobrać cognition pointy, a Leonardo DiCampio musi bezwzględnie iść na ratunek.
5792:  No, sytuacja jest poważna.
5795:  Znaczy, brat Jeremiasz jeszcze może wszystkich uzdrowić teraz, ale Necron Immortal... Gdzie on jest?
5802:  Gdzie jest Necron Immortal?
5803:  To jest Necron Immortal.
5804:  On zagraża naszemu bratu.
5808:  Niedobrze.
5810:  Jest tylko jedno wyjście.
5813:  No, to na Discordzie, na Discordzie, super, dzięki.
5818:  Tak, brat Balbossa musi ściągnąć na siebie ogień.
5820:  Z tego co pamiętam, to Imperium jak na razie współpracowało tak trochę lepiej z Eldarami, a czasem z Nekronami oraz z innymi rasami, w zależności od okoliczności.
5829:  W ogóle, gdzie jest... Ach, tutaj się przeniósł.
5832:  Sytuacja jest bardzo złożona.
5837:  O nie, tracimy strasznie dużo punktów.
5842:  Ale nie ma wyjścia i... Czemu nie możemy?
5845:  Ach, bo to nie jest do leczenia.
5867:  No cóż, nie jest dobrze.
5870:  Hmm, zdecydowanie nie jest dobrze.
5872:  Musimy oddać ten nasz darmowy strzał i musimy go oddać soczyście.
5881:  Imperium i Tau współpracowali przeciwko Tyranidom i z Eldarami, zwłaszcza Gwardia Imperiuma, czasem i z Nekronami, Krwawy Anioły.
5887:  To ciekawe.
5888:  Krwawy Anioły to dopiero dostały oklep od Tyranidów, słuchaj drogą.
5891:  Z takich bardziej znanych wydarzeń, o co Imperium współpracowało z Eldarami lub to było z uzdrowicielami Gulimana.
5899:  Wielkie nieba.
5900:  Wiedza na czacie jak zwykle jest godna pochwały i encyklopedyczna, co mnie cieszy, bo się dowiaduję mnóstwo.
5912:  O to chodziło.
5915:  Znaczy nie chodziło o to, żebyśmy w Bili dostali takie wciry, ale...
5930:  Marnie zginiemy.
5934:  Naprawdę jest du- duży problem z tymi Cognition Points.
5944:  Brat Jeremiasz rusza na, na ratunek.
5947:  Eee... Out of range, out of range.
5952:  No, kiepsko z tym ratunkiem.
5955:  Hmm.
5958:  Czy ktoś potrzebuje bardzo pilnie pomocy?
5960:  Nie, dobra.
5968:  Ha, ha, ha, ha, ha, ha!
5969:  Brat Cogitus dostał pierwsze wciry i to od... Znaczy nie, Necron dostał pierwsze wciry od brata Cogitusa.
5977:  Bardzo dobrze.
5982:  No ja też tego ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple ple
6011:  Dobrze.
6014:  Nie musimy nic leczyć.
6016:  All cognition points, świetnie.
6020:  Kto teraz wali?
6021:  Immortal.
6022:  Immortan Joe.
