SKAVENI WRACAJĄ — IKIT CLAW livestream #8
🔗 https://www.youtube.com/watch?v=f5uBVyRilCY

246:  Dziękuje.
4157:  Wbrew pozorom.
4158:  Oj, oj, oj, oj, oj, oj.
4163:  Niedobrze, niedobrze.
4166:  No, bardzo dużo zmieniły te żrobombowce wbrew pozorom.
4170:  Ciekawe jestem, ile będzie strat w ekranie ładowania.
4177:  Dobra, nie ma co w zasadzie teraz.
4179:  Nie jesteśmy w stanie zabić Gromrindala tą armią, więc teraz pozostaje zadać jak najwięcej obrażeń tylko.
4192:  Plany w planach, plany w planach.
4195:  Ci, którzy zarabiają na edukacji będą za.
4198:  W Stanach Zjednoczonych.
4199:  Znaczy nie, ja mówię o beneficjentach systemu.
4209:  Ludzie z kredytami edukacyjnymi nie są zadowoleni z kredytów edukacyjnych.
4212:  To jest tak, byście spytali ludzi, którzy mają kredyty hipoteczne.
4215:  A podoba Ci się, że masz kredyt hipoteczny?
4218:  No nie wiem, może ktoś dla fanów odpowie, że tak, ale raczej bardzo wątpię.
4225:  Czy mam do polecenia jakieś źródła, teksty na temat fanbazy?
4229:  A nie, na temat bonu oświatowego.
4232:  Nie, nie czytam tekstów na temat bonu oświatowego.
4233:  Generalnie nie czytam tekstów na temat edukacji z bardzo prostego powodu.
4237:  Jestem w tym.
4239:  Więc nie, nie zdarza mi się czytać na ten temat tekstów.
4244:  To są moje własne przemyślenia.
4245:  Uważam, że to jest dodanie jedynki po obydwu stronach równania.
4247:  Jeszcze nikt mnie nie przekonał, że jest inaczej.
4249:  Musiałbym ustrzec argument za, faktycznie.
4255:  Plus, tak jak mówię, jeżeli samorządy mają różne budżety, zaraz by się okazało, że jedni mogą zapłacić za ten bon, a inni nie mogą i edukacja w praktyce byłaby niedostępna dla ludzi.
4266:  Co było najgorsze w Mrs. Marvel?
4268:  Po prostu jest nudne.
4271:  Dla mnie, jeżeli coś jest nudne, to automatycznie przegrywa z moim zainteresowaniem.
4277:  Okej, stociliśmy katapultę, ale...
4280:  Zadajemy dalej zaskakującą liczbę obrażeń, jak na to, że jesteśmy... ...szczurami.
4290:  Dobra, jeszcze mamy... O, o, o, o, o, o, o. Dobrze.
4298:  Nie jest tak źle.
4299:  Szkoda, że nie mamy atomówki.
4302:  Bo Światowy jest miasto centryczny.
4303:  No, no, no, o tym mam na myśli też, Aleksandro, mówiąc o tym, że zwiększy nierówności społeczne, które i tak są gigantyczne.
4310:  To znaczy mówienie o edukacji z perspektywy Warszawy czy Krakowa, że o, bo w moim liceum jest dobrze, ponieważ mamy szafki i mamy kort tenisowy, bo jestem w stołecznym liceum, jest trochę niepoważne, bo to raczej trzeba mówić z perspektywy osoby, która nie jest w stołecznym liceum.
4331:  Jakby nauka była mała grupa do 10 osób, to mogłyby być płatne, pisze.
4334:  Ja na wszystkie opcje też mnie nie przekonują.
4336:  Nie byłaby, nie jest zresztą właśnie w szkołach prywatnych.
4339:  Nie wiem, ja generalnie, jeżeli chodzi o szkolnictwo prywatne, nasłuchałem się najwięcej od znajomych ze Stanów, a ja mam spośród moich znajomych naukowych głównie znajomych z zagranicy, ponieważ w Polsce się nikt swego czasu nie zajmował fantastyką.
4353:  I to, jak oni psioczyli na prywatne szkolnictwo nieskończenie,
4358:  To jest nic w porównaniu z tym, jak my psioczymy na kredyty mieszkaniowe.
4366:  Natomiast tak, jak szkoły prywatne sprawdzają się jako wspomagające edukację, ponieważ w realiach wolnego rynku pokazują, zobaczcie, można inaczej, prawda, i zauważcie, że u nas reformatorzy najczęściej, czy ludzie, którzy w edukacji chcą coś zmieniać, Przemek Staroń przykładem tego, czy inni nauczyciele roku,
4384:  Praktycznie w większości przypadków przechodzą do szkolnictwa prywatnego.
4387:  Dlaczego?
4387:  Dlatego, że tam mają większą swobodę działania.
4390:  No właśnie, Amarantz pisze, że co do szkół prywatnych zdarza mi się w jednej pracować, to ciekawe, udało się wprowadzić indywidualne laptopy dla uczniów, gdzie mają podręczniki dla większości przedmiotów online.
4399:  No właśnie, w realiach szkoły publicznej jest to totalnie niemożliwe.
4404:  Mówi mi co, nie mieliśmy nawet sali gimnastycznej.
4406:  To samo u mnie, Erin.
4407:  Ćwiczenie na korytarzu i ten wspaniały zapach wtartego brudu przez gumowe trampki w parkiet.
4412:  Och, wspaniałe.
4417:  No pewnie, że przegraliśmy Mariuszu, bo to była bitwa z góry wskazana na niepowodzenie, ale spokojnie, zaraz sobie skolonizujemy to z powrotem.
4431:  Szkoda, że nie mamy atomówki.
4432:  Tak jest!
4433:  Atomówka by dużo zmieniła.
4434:  To jest ciekawa mapa, bardzo ciekawa mapa.
4438:  Nie pamiętam tylko, z kim walczymy.
4442:  Więc teraz tak, najzłośliwsza rzecz, jaką można zrobić w tej mapie, to jest rozstawić się tutaj, nieintuicyjnie trochę.
4448:  Ale wierzcie mi, jest to słuszne.
4450:  Ważne, żebyśmy mieli zasięg.
4451:  Mamy zasięg tam?
4454:  Tak.
4457:  To jest stara taktyka Legend of Total War, która mi się bardzo spodobała.
4464:  Tu się w sumie możemy nawet tyralierą rozłożyć, tak.
4467:  I tak, i tak.
4474:  Dobrze.
4478:  Okej.
4480:  I hit tutaj.
4485:  Sebulba pisze, że jest ledwo po skończeniu niestolecznej szkoły, nie mieliśmy ani szafek, ani kordy, za co mieliśmy nową farbę po 30 latach.
4491:  Luksus, prawda?
4492:  Oczywiście, że wiatry magii nam nie sprzyjają.
4495:  Witamy Brukse w Irenę.
4497:  Jakże miły strumyk w środku tygodnia.
4498:  Absolutnie.
4499:  Jeszcze świętujemy przy okazji, jeśli mnie pamięć nie myli, urodziny Red Angel, która była Janem Nikołajem dzisiaj dla czatów.
4505:  Jeszcze ktoś był Janem Nikołajem dla czatów?
4507:  Nie pamiętam.
4508:  To straszne.
4511:  No, no, co słychać piski?
4513:  Syczoł groźny!
4514:  Stusze piski!
4515:  Tak!
4517:  Tak!
4521:  Uwielbiam, jak Ikid się wydziera.
4525:  I jedzie tą swoją drezyną.
4527:  Ikid claw!
4530:  My plan!
4531:  My!
4534:  Mój plan!
4537:  Tak!
4539:  Skampa!
4540:  Nie wiem, co to znaczy.
4545:  Piękny jest ten pompujący szczur.
4555:  Kluchen jeszcze była Janem Nikołajem, to prawda!
4560:  Magdalena Burzyńska pisze, że świeżo postarczy mi cel, ni szawki, ani boiska nie nadrobią dennego poziomu nauczania.
4565:  Oj tak, o tak.
4567:  Absolutnie.
4569:  Zgadzam się.
4572:  Ikit w zasadzie może samodzielnie zniszczyć całą tę armię, aby się uparł.
4584:  Zaraz sobie zregenerujemy wiatry magii.
4592:  Skampa, skampa!
4596:  Tak!
4599:  Dobrze.
4605:  Teraz się pozbędziemy organków.
4608:  Co ja?
4608:  Co ja?
4609:  Kluhen?
4609:  No Kluhen była ja mikołajem, czyli podarowała wspieranie.
4615:  Pięknie.
4622:  Jako się rzekło, Ikit samodzielnie zniszczy wszystkich.
4627:  To jest taki mały challenge.
4629:  O nie!
4630:  Katapulty się włączyły, najgorzej.
4634:  Co teraz z naszym challenge'em?
4643:  Ach, średnie jest to zaklęcie, to jest zdecydowanie lepsze.
4653:  Good.
4657:  60 sekund do następnego.
4660:  Moja znajoma świnka Peppa będzie na Xbox Game Pass.
4664:  Nie mam zielonego pojęcia, o czym mówicie.
4667:  Chciałbym poinformować, że mężni Dauis twierdzili, że będą
4672:  Czekać, aż trafi ich szlag.
4674:  I to dosłownie.
4678:  Zuza pisze, że w szkole są trzy lapki, ale jako biuroka mogę śmiało powiedzieć, że przez trzy lata byśmy może tam trzy razy.
4683:  No to idealnie, Zuzka.
4685:  No nie wiem, na co narzekasz.
4686:  Trzy lapki, trzy lata, trzy razy.
4691:  Wszystko się zgadza.
4694:  23 sekundy do większej liczby magii i wiatrów tejże.
4699:  Świetnie.
4713:  Nie ma bardziej mężnej postawy, niż czekać na cios, mając świadomość, że można go uniknąć.
4720:  Powiedzmy, że Daui są mężni, ale nie, Daui są mężni.
4722:  Ja bardzo lubię groczka z solodamiem.
4724:  Ale proszę, proszę, AI się nauczyło uników.
4733:  Wiatry, świetnie.
4735:  Moja znajoma świnka Pepa to znakomita dobra dla całej rodziny zły czarownik, któremu nie płacą za tę reklamę.
4745:  Czy znam kogokolwiek, kto byłby zadowolony z poziomu nauczania?
4749:  Są tacy ludzie, najczęściej znajdziecie ich w komentarzach na YouTubie.
4753:  Wiecie, tych, które się wpisują w whataboutism, albo tych, które mówią, ale u mnie...
4760:  Ale u mnie to jest inaczej!
4763:  I wtedy macie takie, nie no, jak u Ciebie jest inaczej, to ja się wycofuję z argumentu, nie, tam pieprzyć statystykę, dane, doświadczenie, teksty ludzi, świadectwo, nie, nie, no jak u Ciebie wszystko zmienia, no absolutnie.
4780:  Wycofuję argument, nie było argumentu.
4785:  Tak, zawsze tak robię.
4788:  Więc polecam tę strategię, jeżeli ktoś chce mnie do czegoś przekonać w komentarzach, to zawsze może coś takiego powiedzieć.
4796:  Czy to Warhammer trójki czy trzeci?
4798:  Aleksandro na szczęście drugi, ponieważ są Skaveni.
4801:  Odmawiam grania w Warhammera trzeciego, póki nie ma Skavenów, więc drugi.
4806:  Drugi Mortal Empires.
4810:  Mówiłem, że Ikid sam zniszczy wszystkich.
4814:  No dobrze, powiedzmy, że tutaj nieznacznie zostaliśmy wspomożeni.
4819:  Ale nieznacznie.
4826:  Ikit jest wielofunkcyjny, rzuca dwa zaklęcia naraz. 427.
4836:  Najbardziej zadowoleni z poziomu szkolnictwa najczęściej są ci, którzy nie mają z nim styczności, albo ci, którzy mieli styczność dawniej, nie?
4842:  I pamiętają, że no, no, no, że dobrze było.
4845:  Swoją drogą to samo dotyczy poziomu stresu, prawda?
4848:  Że ludzie uważają, że się człowiek uodparnia, tylko dlatego na przykład, że nie zdają sobie sprawy z tego, że na przykład, że są przemocowym ojcem, może być konsekwencją tego, że ktoś ich uodparniał w dzieciństwie, hmm?
4867:  Dobrze.
4870:  Krąg!
4870:  Ungrim, żelazna pieśń!
4872:  Jaki potężny, potężny krasnolud!
4875:  Potężny!
4876:  Potężny!
4877:  Zobaczymy, co powiesz w starciu ze spaczeniem.
4883:  Ungrim podąża sobie wśród drzew, a tymczasem spada na niego Wietnam.
4901:  Nie ma to jak być z wielkim, z jakąś siekierą, z toporem dwuręcznym, przepraszam, w realiach świata, w którym wynaleziono broń automatyczną.
4917:  Rzuca dwa zaklęcie na raz.
4919:  Co prawda wzajemnie się anulują, ale jest produktywny i niegnuśny.
4927:  Pięknie.
4928:  Cóż za wspaniały krajobraz.
4930:  Jak to dobrze grać w Warhammera, który jest płynny w odróżnieniu od Warhammera III.
4934:  Tam byśmy czegoś takiego nie zrobili.
4942:  Zdecydowane zwycięstwo nareszcie.
4944:  Dziś jest Dzień Frytek, pisze Victim.
4947:  Teraz mi to mówicie.
4948:  Ja już jestem, moi drodzy, na diecie 1800, więc niestety ja mogę tylko słuchać o tym, jak jecie pizzę, frytki i burgery.
4961:  Dawid pisze, że próbował matce wyjaśnić, że jednoczesne sprawdzanie frekwencji i robienie sprawdzianu nie ma sensu, skoro wszystko jest w podręczniku.
4978:  Ja dzisiaj usiłowałem polemizować, że nie ma sensu wprowadzenia algorytmu do oceniania studentów, wskutek którego na przykład ktoś, kto dostaje 5 z pracy dyplomowej, z egzaminu dyplomowego, z wszystkich pytań do pracy, z prezentacji na obronie i z samej obrony, dostaje 4,5 na koniec roku, ponieważ w algorytmie oceniania średnia ze studiów ma wagę
5007:  Pięć koma czterdzieści siedem!
5021:  Tego się nie spodziewałem!
5026:  Wybuchnięte elfy!
5029:  Dzięki Kortli... Ko... Kortlijkę za trybut.
5033:  Dzięki tej poprawiłem jakość swego życia.
5035:  O, jak mi miło.
5036:  Czy wy widzieliście to, co się stało?
5039:  Wielkie bomby!
5042:  Nie ma wodospadowego pałacu!
5045:  Nie ma kowadła Wola!
5049:  Nie ma górskich sali Pindol... Findola!
5056:  Ale jest!
5057:  Zbaczeń!
5059:  Tak, tak, tak!
5061:  Kula zagłady zdetonowana!
5065:  Górskie sale Pindola zdetonowane!
5068:  Tak, jest tylko zbaczeń!
5074:  Boom, boom!
5076:  Elfy zrobiły boom, boom i to te, wiecie, takie tolkienowskie elfy, leśne elfy.
5081:  Aśku, zaraz mnie zbanuje.
5083:  Tak będzie.
5085:  Dobrze, moi drodzy.
5086:  Co tu się dzieje się?
5089:  Serosaw Spaczyński potrzebuje... uuu!
5093:  Ratowidz Serogi!
5094:  Świetnie!
5096:  W sam raz!
5098:  O nie!
5101:  O nie!
5102:  Stała się niedobra rzecz.
5110:  Okej, zrobimy coś takiego.
5113:  Bardzo niedobra rzecz się stała.
5116:  Co my potrzebujemy tutaj?
5118:  To mamy... Okej, tak, absolutnie.
5122:  Biegły z paczeń, tak.
5125:  Znajomość resztoka niepotrzebna, blizny weterana potrzebne.
5129:  Good.
5134:  1800 kcal dziennie nie za mało?
5136:  Pisze Zeyu, ja jestem przy 3600 kcal na deficycie.
5138:  Ojojojoj!
5142:  Nie, nie, to jest, wliczony jest cheat day co tydzień.
5148:  To powinno się zrobić z rings of power.
5151:  Skąd ta dieta?
5152:  Przytyło mi się jakieś 4 kilogramy, jestem bardzo z tego powodu niezadowolony, a poza tym już stwierdziłem, że wreszcie ogarnę, tak, zawsze chciałem dietę pudełkową, więc 1800 zostało wyliczone przez dietetyka w ramach konsultacji dla mojego wzrostu, moich ćwiczeń i tak dalej, więc zobaczę, na razie na dwa tygodnie eksperymentalnie.
5175:  Ok.
5176:  Tu mamy wszystkie szczury.
5179:  Potrzebujemy gdzieś nowego szczura.
5182:  Czy to jest tutaj?
5185:  Nie, tu są... Zaraz, tu są trzy szczury.
5188:  Tu będziemy potrzebali szczura.
5189:  Ok.
5191:  Tak, wszystko jest ok.
5192:  Wszystko jest ok.
5194:  Spacz Rat Serlinde potrzebuje szczura.
5202:  Hmm...
5204:  Dobrze.
5206:  Teraz tak.
5209:  Pytanie kluczowe.
5210:  No, przy siedzącym trybie życia jeszcze właśnie to trzeba u mnie uwzględnić, nie?
5215:  1800 kilokalorii może być dobre.
5217:  Słuchajcie, ważna rzecz, to znaczy potrzebujemy nowe miano.
5221:  Było bardzo dużo dobrych mian i ja pamiętam jedno.
5224:  Mianowicie... A weźmy to nawet.
5229:  Mianowicie... To było coś z Geraltem.
5235:  Już wiem.
5241:  Gerard.
5243:  Z Briwi.
5249:  Grat... Trzeba zapisać przez dwa.
5251:  Jan Czedal... Seralt był!
5253:  Oj, Seralt lepszy.
5257:  Seralt z Briwi, tak.
5260:  Seralt z Briwi, absolutnie.
5268:  Gołdalf żółty.
5271:  Dobrze.
5272:  Dobrze.
5273:  Determinacja.
5274:  O Boże, jaka tragedia.
5276:  Eee...
5279:  To też jest tragedia.
5281:  Jeszcze trzeba wybrać dobrego bohatera, moi drodzy, nie jest takie proste wszystko.
5286:  Gołdal w żółty, jak ja to mam zapamiętać?
5288:  Jak ja to mam zapamiętać?
5294:  Mistrzostwo broni.
5296:  Dobra, opóźniam do następnej tury, bo są katastrofalne postaci.
5300:  Nie ma nic.
5301:  Nie ma nic.
5303:  Nie ma nic.
5303:  Nie ma nic.
5303:  Nie ma nic.
5304:  Nie ma nic.
5304:  Nie ma nic.
5304:  Nie ma nic.
5306:  Nie ma nic.
5307:  Nie ma nic.
5307:  Nie ma nic.
5329:  I szczuronattora dwinci.
5332:  No i szczurga z Paczarczuk oczywiście lecą.
5336:  Dobra, co robi Ikit?
5338:  Ikit niszczy krasnoluda.
5340:  Śmiesznego, żenującego krasnoluda.
5343:  Nawet nie musimy tego rozstrzygać inaczej.
5346:  Teraz tak, mamy 212 żarełka, co oznacza, że możemy zasiedlić Nuln na 5 poziomie.
5355:  To kosztuje mniej więcej 100 żywności.
5359:  Prowincja zabezpieczona Wiesenland.
5360:  Tak!
5362:  Więcej prowincji!
5364:  I moi drodzy, zbliżamy się do Hochlandu.
5372:  Odinius mi pisze, że widział nowego wczoraj, przedwczoraj.
5374:  Boją, boją jaki ten film jest koszmarny.
5376:  Cieszę się, że wreszcie ludzie to mówią.
5378:  Z lepiej nieśmiesznych żartów i warcraftowej scenografii.
5380:  Ja zdecydowanie byłem na nie, jeżeli chodzi o cenę, z uwagi na nieśmieszne żarty.
5385:  Taika Waititi za bardzo waitituje, jak to ujęliśmy z Filipem w recenzji.
5392:  Taika Waititi jest jakoś dziecko, które zauważy... Czekajcie, potrzebuję rekwizytu.
5400:  Wiecie, Taika Waititi jest jak dziecko, które zrobi coś takiego.
5404:  I dorośli się zaśmieją.
5405:  I to dziecko jest takie... Przez cały dzień, nie?
5412:  I tylko patrzy, aż się ktoś będzie śmiał.
5415:  Przez cały czas.
5417:  To jest tak denerwujące za piętnastym, szesnastym, siedemnastym razem, że nie, no po prostu nie.
5424:  I to jest dokładnie doświadczenie Torrent Blunder.
5427:  Dokładnie to.
5428:  Ryłem ze śmiechu niesamowicie, jak pierwszy raz wjechały kozy i kozy zrobiły aaaa, mimo że to jest memes przed dziesięciu lat.
5436:  Ale nie, jak zrobiły to po raz siedemnasty i to w pięknej scenerii, to stwierdziłem, że nie, to jest za dużo.
5444:  Seredict Camembert.
5445:  W zasadzie powinien być, macie rację.
5449:  Gdzieś, jak będziemy rekrutować, to wtedy rozpaczliwie poproszę o przypomnienie.
5454:  Dobrze, Nuln jest.
5457:  Kruggenheim.
5459:  Co tutaj zrobimy w Kruggenheim?
5461:  Tego nie potrzebujemy.
5462:  Rat Spaccino.
5465:  Czego nie ma Rat Spaccino?
5468:  Czegoś brakuje Ratowi Spaccino.
5475:  Są cztery oddziały kulomiotów, czy więcej?
5477:  Nigdy nie wiem.
5480:  A, pięć oddziałów kulomiotów, bo ja zawsze robię pięć oddziałów.
5484:  Udo Gomułki.
5488:  Albo wiecie co?
5492:  Gdzie by był Sermion?
5494:  O, jest.
5494:  Sermiona już może iść.
5495:  Dobrze.
5497:  Bardzo dobrze.
5499:  Świetnie.
5502:  To zrobimy, moi drodzy.
5504:  To zrobimy.
5505:  Seredict.
5510:  Camembert.
5514:  Proszę bardzo.
5516:  Nie będzie żadnych generycznych nazw.
5520:  Nie będzie żadnych generycznych nazw.
5523:  Jeszcze popatruję wyżej.
5528:  Gołdalf Żółty.
5529:  Gołdalf w ogóle jest... Swoją drogą, co tutaj robi Spaczk Inżynier?
5533:  A, bo on ma Mistrzostwo Broni.
5535:  Wiecie co?
5535:  Nie, nie, nie.
5536:  Spacz Inżynier jest zbyt cenny jak na Mistrzostwo Broni.
5539:  Nie możemy sobie marnować tego na Spacza Inżyniera.
5542:  To jest w ogóle niepotrzebne.
5543:  Co tu się dzieje?
5545:  Jakiś chaos i entropia jest w tych... w tych stronach mojej mini.
5549:  Chaos i entropia.
5556:  Serwus, Szymonie, dzięki za wsparcie od dziewięciu miesięcy!
5560:  Długo.
5562:  Bardzo długo.
5562:  Sneaky sneaked.
5565:  Uuu, Quick może się wybrać, moi drodzy, tutaj.
5568:  Do Góry Smoczego Kła i to uczyni.
5572:  Distance to cover!
5573:  Tak!
5575:  Eee, okej.
5579:  Dobra, jesteśmy.
5582:  I tutaj... tak.
5584:  Chociaż...
5590:  Gołdalf żółty, właśnie cały czas o nim zapominam, a jego będzie trzeba zrekrutować tutaj.
5595:  Tak.
5596:  Ale nie, Gołdalf to musi być czarownik, moi drodzy.
5599:  Szanujmy się.
5600:  Więc tak, Gołdalf idzie na następnej turze.
5604:  Bardzo się boję o Serosława na tym etapie.
5606:  Myślę, że Serosławowi trzeba dać coś, co zwiększy jego szanse.
5618:  Damy mu coś coś.
5621:  Coś coś.
5624:  Szczury, szczury, w sensie szczury, tak.
5626:  Tak, absolutnie.
5627:  Volkmar the Grim.
5629:  Czy my mamy szansę z nim?
5633:  Co to jest za szczur?
5635:  Czy to jest dobry szczur?
5636:  Tak, to jest dobry szczur.
5638:  Mamy szansę z nim.
5640:  Ale byłbym spokojniejszy, gdybyśmy mieli rakietę zagłady, więc spróbujemy go jeszcze.
5647:  Wywabić.
5650:  Gdzie był Serosław właśnie, Gomułka?
5652:  To jest pytanie.
5653:  On gdzieś był.
5656:  Mówiłem, że był Seroman Żółty.
5662:  To nie jest takie proste.
5663:  Wiecie co?
5663:  Może znajdziemy go tutaj.
5669:  Ratysław.
5671:  Ratysław Gomułka jest tutaj.
5673:  Dobre U jest!
5676:  Dobre U!
5678:  I Ratlo Szczurobar, to już nawet nie pamiętam o co chodziło.
5681:  A już wiem, Pablo Escobar.
5685:  Głupi Krzysztof.
5688:  Tutaj rekrutacja, dobrze.
5690:  A co tu się dzieje?
5693:  Alberich się czuje... Przerżnie.
5699:  Bez żadnego problemu, przerżnie.
5701:  Tutaj się coś dzieje niedobrego, tak.
5705:  Bardzo niedobrego.
5707:  Potrzebujemy tutaj tymczasowego szczura.
5713:  Dobry tymczasowy szczur jest potrzebny, który będzie długo walczył.
5718:  Tymczasowy szczur.
5722:  Spacz inżynier, absolutnie.
5724:  Weźmy wytrwałość.
5726:  Albo percepcję, przynajmniej zdobędzie nam jakiś przedmiot magiczny.
5730:  Obdzierać zagłady.
5734:  O tak.
5739:  Dobrze.
5741:  Najważniejsze rzeczy są.
5744:  I... Dobra.
5750:  Jemu damy armię złożoną z samych jednostek tego typu.
5757:  Emergency Army to będzie.
5759:  Tak to jest, jak człowiek nie wybuduje gdzieś rzeczy.
5763:  Ważnych rzeczy, szczurzych rzeczy.
5767:  Tak to się kończy, moi mili.
5770:  W Szakowie dopiero nic nie ma, tylko smok i beton.
5772:  Muszę się z tym ze smutkiem zgodzić.
5775:  Dobrze.
5776:  Czy nas ser już zalał cały świat?
5778:  Prawie.
5779:  Minimapa mówi nam radosne rzeczy.
5782:  Wszystko to, co jest żółtego, koloruje nasze.
5785:  Tutaj jest niestety Lybaras, który musimy zgładzić.
5790:  A tutaj nie wiem sam, co się czerwieni.
5792:  A, czerwieni się...
5798:  Ooo!
5798:  Lovely, lovely warpstone!
5800:  Lovely, lovely warpstone!
5804:  Wiecie, co myślę sobie?
5807:  Ale głupi.
5808:  Dobrze, trzeba go przekupić.
5810:  Przekupiamy szczura.
5814:  Dobrze.
5816:  Good, good.
5819:  Jeszcze parę tych dani mniejszych.
5821:  Ciekawe, gra zlicza, ile razy damy danin, ale nie ile damy, czy ona będzie duża, czy nieduża.
5826:  Mi się opłaca dużo niewielkich dawać.
5829:  Czy kojarzę może jakieś światy odwróconego Steampunk'a?
5832:  Pyta Gen Grimain.
5833:  Mam na myśli to, że są auta, ale świat jest napęcany magią, aż zjawia się niemagiczny babacz.
5838:  Wydaje mi się, że to eksplorował nawet, jestem pewien, Roger Zelazny w Kronikach Amberu.
5844:  Zazdroszczę wszystkim, którzy będą jutro na Rammsteinie.
5846:  Ja też!
5847:  Gdzie jest Rammstein?
5849:  Czemu ja o niczym nie wiem?
5849:  Jak zawsze!
5851:  Dobrze, gdzie są jeszcze jakieś... Widzicie, tu mam niepobudowane mury.
5855:  Oj, w przypadku skawenów to jest straszny grzech.
5858:  Nie wolno nie budować murów.
5861:  Nigdy.
5867:  A wy arcyserosie, pomoc potrzebna, pisze Morciu.
5869:  Książki szukam z postacią o podobnym szelmowskim humorze do Vayna w Stop Prawa Sandersona.
5875:  Ha.
5876:  Jest włączony czat na żywo, tak.
5882:  Zastanawiam się.
5885:  Nie no, poza Pratchettem, szczerze powiedziawszy, w ogóle z fantastyki, która jest humorystyczna, nie przychodzi mi do głowy nic, bo Derek Gentry to nie bardzo jest fanpazy.
5895:  Jeszcze sporo, możesz szukać pod hasłem powieści pikarejskiej czy łotrzykowskiej i fanpazy, zwłaszcza w rękopisie znalezionym w Smoczej Jaskini Sapkowskiego.
5904:  On tam się nad tym koncentruje bardzo mocno.
5908:  W sobotę Rammstein, chwali się Kluchel, mam bilet.
5911:  I w Warszawie.
5912:  Jak?
5913:  To może sobie być Rammstein w Warszawie.
5917:  To jest poświęcenie, na które nie byłbym gotów.
5921:  Dobrze.
5924:  Jest w miarę dobrze.
5928:  Przejrzymy sobie wszystkie prowincje, o właśnie, mądrze, w których musimy pobudować rzeczy.
5935:  Tak, tak, tak, dobrze.
5942:  Rammstein będzie w sobotę na Narodowym.
5945:  Czyli są jakieś... czasem są powody, żeby być w Warszawie.
5948:  To się bardzo rzadko zdarza, ale czasem się zdarza, tak.
5952:  Czy my w Zubbar to potrzebujemy?
5954:  Nie, ale to potrzebujemy zdecydowanie.
5957:  A może nie?
5959:  Czego ja potrzebuję w Zubbar?
5961:  Weźmy jednak to.
5963:  Pirotechnika jest wspaniała na koncertach Ramm... No właśnie, no właśnie, no właśnie.
5968:  Góra Gundad jest przez nas nie skolonizowana.
5972:  To trzeba nadrobić.
5975:  Potrzebujemy drugiego tymczasowego szczura.
5979:  Tymczasowy szczur kolonizacyjny i wiecie kto to będzie?
5981:  Ja wam powiem kto to będzie.
5982:  To będzie prorok, który ma wiedzę.
5990:  Tak.
5990:  Dobrze.
5993:  Dobrze.
5995:  Tutaj jesteśmy zasadzeni w zasadce.
5997:  Ikit?
5998:  Ikit się ruszał?
5999:  Ikit się ruszał.
6001:  Spacz Vanderlinde się wszelako nie ruszał, więc ustawimy się nim w tym miejscu i później zaatakujemy resztę.
6009:  Dobra, to tyle.
6014:  Jak dobrze poodświeżam stronę Eventimu, to jeszcze da radę kupić bilet, ale musiałbym jechać do Warszawy do tego.
6019:  Jak?
6022:  Warszawa pisze, Dori, to jedyne miasto, które mnie okradziono w komunikacji miejskiej.
6025:  Mnie też.
6026:  Mimo wszystko darzę ją sympatią.
6027:  Przy okazji przypominam o pilnowaniu swoich rzeczy.
6030:  Ja zawsze mam ten problem w Warszawie, że to nawet nie jest to, że ja nie znoszę Warszawy, to po prostu Warszawa nienawidzi mnie.
6036:  Bez przerwy mamy prurusowe zwycięstwa.
6038:  Co jest?
6040:  Czy tu jest dużo artylerii?
6041:  Nie, w ogóle nie ma artylerii.
6042:  Lecimy, moi drodzy.
6045:  Przy okazji jeszcze zostawię tę muzykę, bo jest wspaniała.
6050:  Z fantastyki, z bardzo dużą ilością szarości i brutalności, jak u Martina, co polecam z książek.
6055:  Ostatnio polecałem Gartanixa Abhorsena i myślę, że to jest dobra rzecz, ale z szarością i brutalnością cykl Rubierze Jeffrey'a Forda.
6065:  Mam go tutaj zresztą za mną.
6068:  I... Jak to się nazywa?
6071:  Dobrze skonstruowane miasto.
6072:  Trylogia dobrze skonstruowanego miasta, tak.
6079:  To jest dość brutalne.
6080:  Znaczy nie aż tak jak Martin, bo Martin to jest pewien fenomen.
6087:  Giovanni pisze, że nie odstał się na AGH, na maturze czas mnie zabił, bardzo współczuję i rozumiem.
6092:  No, gdyby nie to, że są obiektywne matury i to one decydują o przyjmowaniu na studia, to wiesz, mogłoby być inaczej, biorąc także pod uwagę to, że to ja jestem w komisjach egzaminacyjnych na drugi stopień, między innymi na Akademii Górniczo-Hodniczej, co nie przeszkadza różnym moim mądrym i światłym polemistom pouczać mnie
6114:  jak wyglądają egzaminy wstępne i dlaczego są bardzo złe.
6118:  No, ale ponieważ jest obiektywnie, jest matura, to niestety tak się dzieje.
6121:  Czy można gdzieś wbijać na wykłady?
6123:  Ostatnio był taki mikrowykład w worku białopronnickim.
6128:  Wiecie, co się stało oczywiście?
6130:  O, o, dobrze, dobrze, opłacało się dorzucić ramu.
6137:  Arcymakos miał przeprowadzkę, Dominik Bos będzie miał później.
6140:  Oj, oj, współczuję, współczujące jamniki dla Dominika przesyłam, bo przeprowadzka to jest koszmar.
6146:  A ja mam w międzyczasie współczujące jamniki dla Bigomeza.
6149:  Czy czytałem Sztejera, Forysia?
6151:  Nie, od razu mówię.
6152:  Ciekawy świat ludzkości, która przeniosła się z apokalipsy, przeplatana często dość infantylnym humorem, ale można się uśmiechnąć, czy ten ze świętym Tedeuszu z Torunium.
