Za Sigmara! A od magii wara — BALTHASAR GELT Livestream #3
🔗 https://www.youtube.com/watch?v=tZmKi5U3UAg

3:  Witajcie.
5115:  Zobaczymy, czy z tą się uda.
5117:  Wątpię.
5119:  Dobra, jeżeli chodzi o te wieże, to koncentrujemy się na bombardierach, koncentrujemy się na... tak, na bombardierach ku śmierci przede wszystkim.
5127:  Ta wieża strzela w spaczrusznicę, dobrze.
5131:  Ta... też w spaczrusznicę.
5136:  I leci temat skawenów.
5142:  Prawda?
5144:  Widzę, że na czatach piszecie, że Angry Joe się nie tylko wedle mojego rozeznania pogorszył.
5151:  Samui też mówi, że od 4-5 lat nie ogląda.
5154:  No smutne to.
5157:  Dobra, koncentrujemy się na jednym pomiocie.
5171:  Okej.
5177:  Najlepszy horror of Klaffta dla nowych czytelników?
5179:  Zroza w Dunwich, myślę, klasycznie.
5186:  Okej, jesteśmy chronieni krenelażem.
5189:  No, tak nie do końca.
5194:  Ten krenelaż da się zresztą zniszczyć, jak się dobrze trafi.
5199:  Z armaty.
5204:  Niestety nasze... epicko niecelne są te nasze wieże.
5208:  To jest też piękna logika tych map oblężniczych w Warhammerze Fantasy, że brama jest kompletnie niechroniona.
5215:  Dobra, wycofujemy się.
5241:  Dobra.
5242:  I tak jest nieźle.
5245:  I tak jest nieźle, ale mogłoby być lepiej.
5248:  Miecznicy spełniają swoją rolę, to znaczy giną.
5251:  To jest jedyne, co oni umieją robić.
5262:  Spadek Netflixa odbywa się równolegle ze spadkiem Facebooka, Twittera i innych dużych mediów w internetach.
5265:  Wynika to z pęknięcia baniek finansowych i przywartościowanych spółek.
5269:  SP500 spadł o 15%, pisze Kacper.
5271:  Znacie się na tym lepiej niż ja.
5273:  To mnie zawsze cieszy, że na czatach jest dużo ekspertów w różnych dziedzinach.
5279:  O, tak.
5283:  Tu zrobimy ciekawą rzecz, to znaczy wykorzystamy konnicę do zaszarżowania.
5290:  O tak, często to się dzieje, że wtedy piechota się zaczyna cofać.
5294:  Bardzo dobrze.
5304:  Świetnie.
5309:  Okej.
5311:  Cały czas koncentrujemy się na bombardierach.
5313:  Jak jest tutaj?
5314:  Dobra, jeszcze jest okej.
5320:  Dobra, włączmy tryb potyczki na wszelki wypadek.
5325:  Okej, pierwszy pomiot.
5327:  Koncentrujemy siłę ognia na pomiocie odchłani, natychmiast.
5343:  Strzelcy na drugim pomiocie.
5350:  O nie, nie, nie, nie, nie, nie, nie, nie, nie.
5352:  Co to ma być?
5356:  Człowiek odpuści na 5 chwil.
5364:  Dobra.
5368:  Jeden pamiąt do tłani nie żyje.
5369:  Świetnie.
5370:  Kruspo jest gotowy, generał!
5380:  Tu jest drugi pomiar do tłani, to jest niedobra sprawa.
5387:  Spróbujemy go, spróbujemy go odciągnąć.
5400:  Trot nieczysty też jest problemem.
5404:  Jak tam?
5416:  Ciężka sprawa.
5429:  Okej, jak tutaj?
5433:  Zniszczyć tę spaczrusznicę.
5438:  Sigmar!
5438:  I szybko!
5438:  Przejdźcie do Imperium!
5438:  Nasze bronie są wasze!
5439:  Tak, mój Boże!
5439:  Siema!
5440:  Sigmar nazywa!
5441:  Uwaga!
5441:  Handgelers!
5464:  Następny Pomiot.
5465:  Niedobrze.
5466:  Następny.
5466:  Dobrze, dobrze, dobrze.
5467:  Teraz Outriders strzelać Pomiot odchłani natychmiast.
5482:  Jeżeli chodzi o różnicę między Blankami a Krenelażem, to są Blanki, a te, te wypustki tutaj to jest Krenelaż.
5491:  Blanki to jest taka ogólniejsza nazwa, że tak to ujmę.
5496:  Oj, niedobrze, niedobrze, niedobrze.
5499:  Niedobrze.
5509:  Bardzo niedobrze.
5512:  Strzelać w kulomioty.
5527:  Dobra.
5529:  Może... Może, może się uda.
5532:  Ale jest jeszcze jeden pomiar otchłani, więc mam pewne wątpliwości.
5536:  Ciężka sprawa.
5537:  Halberdius!
5547:  Jakim cudem tu są włócznicy nagle?
5550:  Co tu się dzieje?
5553:  Wycofać się, wycofać się.
5554:  Ojojojojojo, ciężka sprawa.
5567:  Jakby ktoś miał wątpliwości czy Skaveni są potężną rasą.
5572:  Są.
5580:  Ok, odzyskaliśmy część włóczników.
5585:  Co tutaj jest?
5596:  I tym oto sposobem zabrakło nam piechoty.
5601:  Nie mam słów, jak te garnizony są kiepskie.
5603:  Modlę się o to, żeby w Warhammerze III były lepsze garnizony, bo to, co jest w Warhammerze II, to jest absolutna katastrofa.
5611:  To jest garnizon najwyższego poziomu w mniejszej osadzie.
5613:  On powinien być znacznie lepszy.
5622:  Dobra.
5630:  Jeszcze wszyscy tchórzą do tego wszystkiego, pięknie.
5637:  O bogowie.
5644:  Trot, tak, Trot jest MVP tej walki.
5646:  128 zabitych, to wiele wyjaśnia.
5654:  Crusader Kings trochę not my cup of tea.
5656:  Za mało magii, moi drodzy.
5657:  Ja jednak zawsze muszę mieć magię w grze, żeby się zainteresować.
5660:  Albo jakiś rodzaj fantastyki.
5664:  Dlatego Hades jest opcją, dlatego Dishonored jest opcją, nie?
5671:  Strasznie źle jest z tą dyscypliną.
5673:  Nie mam zielonego pojęcia, czym to jest spowodowane.
5675:  Dobra.
5684:  Strzelać w trota.
5697:  Koszmar, koszmar co tu się dzieje.
5702:  Nie, obsadzanie wież w tej grze nie ma sensu, moi drodzy.
5705:  To jest jedyna opcja jaką mogliśmy zrobić.
5710:  Obsadzanie wież kończy się tym, że wychodzą wszyscy na mury, czyli te jednostki piechoty, wybijają nam obsadę, zanim my jesteśmy w stanie strzelać.
5720:  Nie jesteśmy w stanie strzelać co więcej muszkietelami na mury, więc tracimy jedną z największych przewag, jakie mamy.
5727:  I tak jest nieźle, ponieważ trot jest teraz bardzo osłabiony.
5730:  Hmm...
5741:  Ale musimy Ashen teraz odbić.
5742:  Ach, niedobrze, niedobrze.
5749:  Na HBO Go co oprócz sukcesji?
5753:  O Jezu, zawsze mam problem ze stwierdzeniem, co było na HBO Go, co ja oglądałem.
5757:  Bardzo podobne do sukcesji jest Billions.
5760:  Chyba jest też na HBO.
5761:  Jest dość dobre.
5764:  Jeżeli ktoś lubi dramaty prawniczo-ekonomiczno-finansowe, to dobra rzecz.
5772:  Ulubione zaklęcia ognia, burza ognia oczywiście.
5774:  F, F zdecydowanie.
5775:  No niestety, trot jest silny.
5778:  Co chcemy?
5783:  Dobra i teraz tak, musimy wrócić i widzicie, to jest powód, dla którego jest 96. tura, a my się miotamy z jednego miejsca na drugi.
5790:  No właśnie dlatego.
5797:  Dobra, teraz pierwsza kwestia.
5811:  Okej, nie wystarczy.
5814:  A co wystarczy?
5816:  Co wystarczy?
5817:  Czy wystarczy... Czy wystarczy to?
5829:  Teraz... Co księdza księdza prosi?
5857:  I teraz z tych pieniędzy, które mamy, musimy wznieść jakąś armię tutaj, w Templehof, myślę, będzie najbezpieczniej.
5865:  I ta armia będzie naszą rezydującą w tym miejscu.
5871:  Wielmorza... beznadzieja.
5875:  No powiedzmy, że ten jest najlepszy.
5878:  I niechże on rekrutuje coś, co będzie miało sens.
5883:  Dobra.
5883:  I trust no man.
5886:  Łowca, Czarownic, Stropiciel Potworów... Powiedzmy, że on będzie dobry do scoutowania.
5893:  Tak!
5895:  Jest dość dobry, ale nie tak dobry, jakbym mógł być.
5901:  Szczerze?
5901:  Dla mnie zakończenie Bioshocka Infinite było w zupełności wystarczające.
5912:  Na HBO GO koniecznie What We Do in the Shadows poleca Tommy Lee Tom, którego witam serdecznie na czatach.
5918:  Sanderson mi się skończył, pisze Warai Otoko i nie wiem już jakie dobre dalej fantasy czytać.
5923:  Dobre po Sandersonie?
5924:  Wysoką poprzeczkę mi dajesz.
5926:  Patrick Rothfuss znany?
5927:  Jak nie, to czytać.
5930:  Imię wiatru i strach mędrca.
5932:  Dołącz do wszystkich nieszczęsnych ludzi, którzy czekają na kolejny tom.
5937:  Dobra, jaki stosunek ma dla nas Wulfric?
5941:  Beznadziejnie niski.
5943:  Wykorzystamy to zatem, żeby nawiązać stosunki z Marienburgiem albo z Nordlandem.
5948:  Niech ktoś nam przynajmniej zapłaci za to, że przyłączamy się do tej walki.
5954:  Nordland jest dobrą prowincją, ale Marienburg jest lepszą.
5962:  Czy my możemy konfederować Marienburg chyba?
5965:  Jak to jest?
5966:  Możemy konfederować Marienburg?
5968:  Dobra, to tym bardziej.
5973:  Dołączmy do wojny.
5975:  Nie możemy?
5979:  Zapomniałem, że nie można dołączać do wojny.
5982:  Jest ze mną źle.
5984:  Jak się udało granie do woźb?
5985:  Jaros, jutro gramy!
5988:  Od 16 do 24.
5989:  To nie ja!
5992:  Dziś to nie ja!
5994:  Imię wiatru znane, Warai Otoko?
6000:  A to się muszę zastanowić.
6004:  bo niewiele znam lepszych fantasy od tego.
6009:  No właśnie, no właśnie, Samuil, to jest tak, że, że, no... No w obszarach fantasy nie ma większego wyboru, no co ja na to poradzę?
6017:  Chyba, że mówimy w ogóle ogólnie o fantasy, nie mówimy o najlepszym fantasy, no to wtedy, wtedy okej, wtedy mogę na przykład rzucić taką Patricię McKillip, Mistrz Zagadek's Head chociażby.
6026:  Albo mogę rzucić zapomniane bestie z ELD-u, tejże Patricii McKillip.
6031:  Witamy, Radusławie Foltynie.
6036:  Lovecraft był czytany, Piotrze.
6037:  Pewnie, pewnie.
6038:  Dobra, walczymy z Trogiem.
6044:  Oj, oj, jaki biedny.
6048:  Wiecie co, ja się lubię znęcać nad Trogiem.
6052:  Bardzo.
6053:  Wyszytamy Krzysztofa.
6054:  Witamy.
6054:  Inkwizytor przybył sprawdzić, co się dzieje, Mateusz.
6057:  Witamy, witamy.
6063:  To jeżeli Warai Otoku nie jest znana Patricia McKillip, to polecam.
6067:  A jak nie Patricia McKillip, to lecimy w takim razie ostro, czyli Martha Wells i Upadek Illerian.
6073:  Mało kto to zna.
6078:  For Sigma!
6080:  Sigma wills it!
6084:  Tu jest średnio.
6086:  O, tu jest znacznie lepiej.
6088:  To jest kąt, który mi się podoba.
6090:  Ustawmy sobie od razu taką formację, która będzie dobra, to znaczy... Raz... Dwa... Działy, dobrze.
6101:  Trzeci będzie tutaj stróżował na wszelki, wszelki wypadek.
6106:  Trójeczka tutaj, trójeczka tutaj.
6110:  Jest taki śliczny półksiężyc, ale taki śliczny!
6118:  Oooo, jak ja lubię mieć przewagę... powietrza.
6123:  To jest wspaniałość zawsze.
6125:  I dobrze, jeden czołg, drugi czołg... i jesteśmy ustawieni.
6133:  Jeszcze.
6133:  Dobra.
6136:  March!
6137:  Take the ground!
6139:  Bout is our guilt!
6150:  Na tak zwany dobry początek walniemy sobie płonącą główkę.
6157:  Taki dobry początek.
6161:  Tak, płonąca czaszunia śmierci.
6167:  Nie ma jak płonąca czaszunia śmierci.
6171:  Przepiękności absolutne.
6174:  I co jeszcze możemy zrobić?
6175:  Możemy jeszcze walnąć to zaklęć.
6177:  Czemu by nie?
6178:  Czemu by nie, skoro się tak gromadzą radośnie?
6188:  O tak, wypalanie chaosytów.
6190:  Przepiękna sprawa.
6191:  A tu tymczasem kroczy Trog.
6193:  Najbardziej znienawidzony bohater Legend of Total War, który odmawiał grania nim, aż w którymś momencie społeczność go nie zmusiła.
6204:  W Death's Door, Tommy Lee Tom, nie grałem.
6208:  Po trylogii Czasu Żelaza Angusa Watsona, co polecam?
6210:  Nie czytałem trylogii Czasu Żelaza Watsona, więc nie wiem, co to jest za gatunek.
6214:  Trudno mi polecić wtedy.
6216:  Jarosław, trudno mi polecić.
6218:  Opinia odnośnie Wiedźmina była dość szokująca, z kolei współprowadzący próbowali dać jej odpór, pisze Lola Kontana.
6225:  Rozumiem, że chodzi o opinię Loren Fistech, tak?
6230:  Dobra, walnimy to zakręcie, bo jest dość tanie.
6236:  Dobrze.
6240:  Okej, i zaczyna się piękne, piękne rzeczy się teraz zaczynają.
6245:  Bardzo dobrze, bardzo mnie to cieszy.
6248:  Możemy jeszcze zrobić bardzo złośliwą rzecz, ale ona będzie mroczna.
6253:  Przygotujcie się na to, że będzie mroczna.
6258:  Znaczy, zatrzymamy te jednostki, nie będą się mogły ruszać.
6263:  Dobrze, pięknie.
6269:  Dobra, zaraz będziemy mieli nową falę wiatrów magii, a w tak zwanym międzyczasie wycelujmy może w trogach, gdziekolwiek jest tutaj.
6285:  Dobra.
6286:  Fala wiatrów magii nadciąga.
6307:  Widzę, że musimy zrobić małą modyfikację.
6316:  Co tu się dzieje w tak zwanym międzyczasie?
6319:  Jest okej na razie.
6324:  Mam pewien pomysł, jeżeli chodzi o magię.
6334:  Dobra.
6338:  Atakujemy czołgiem.
6340:  Dobrze, dobrze, dobrze, dobrze, dobrze.
6343:  Magus.
6354:  Widzę, że te wyniki finansowe Netflixa są popularnym tematem na czata.
6358:  Znowu!
6358:  Sigma!
6370:  I poszło.
6374:  Co jutro będzie grane?
6375:  Thaddeus i Dishonored.
6377:  Elden Ring będzie ogrywane, tak jest.
6379:  Będzie, będzie.
6382:  Szymon Wróblewski, witamy na czatach.
6384:  Gra w Cupheada.
6386:  O Boże.
6387:  O Boże.
6390:  Podziwiam.
6391:  Podziwiam cierpliwość.
6398:  Nie no, Wiedźmin Jaros jest strasznie zły, no jako serial, no co na to poradzić.
6404:  Ale no chyba, że ktoś nie ma zielonego pojęcia kim jest Wiedźmin, nigdy w życiu nie widział tego świata, no to nie, to wtedy się może mu spodobać.
6414:  Ale to tylko dlatego, że nie będzie rozumiał dlaczego tam są te takie bzdury w lore.
6419:  Dla mnie nie jest problemem to, że to jest zła adaptacja.
6423:  Żebyśmy się dobrze zrozumieli.
6425:  Ja zawsze mówię, nie respect the original world, tylko respect the lore.
6429:  Szanuj wiedzę o świecie.
6431:  Szanuj to, co wszystko zostało skonstruowane, bo fabuły zawsze można zredkonować.
6436:  Zawsze można opowiedzieć historię na nowo.
6438:  Czego nie jesteście w stanie zrobić i o tym się boleśnie przekonał Disney w Star Warsach, nie jesteście w stanie naprawić świata, który został raz spieprzony. ...
6449:  Trackmania nie znam.
6452:  Ale brzmi mi jak coś, co jest bardzo kompetytywne.
6458:  Bardzo się człowiek pisze, że napisał krótką makabreskę.
6460:  Czy wrzucić na holistyczną twórczość?
6462:  Wiecie dobrze, że wszystko, co stworzycie, trzeba wrzucać na holistyczną twórczość.
6465:  Tego się nazywa holistyczna, czyli całościowa, nie?
6469:  Ja będę grał w Discolytism, skoro tam nie ma magii.
6471:  Ale to jest dobra gra, taka naprawdę dobra.
6473:  Nie wiecie, tak jak Grand Theft Auto czy Hitman.
6475:  No nie wypada nie znać.
6482:  Tak, generyczność świata Wiedźmina jest poważnym problemem.
6486:  Ja bym powiedział wręcz, że jest największym problemem tego świata.
6489:  Uuu, nie mamy w ogóle pieniędzy.
6492:  A jak zrobimy w ten sposób?
6494:  Świetnie.
6497:  To będziemy mieć pieniądze.
6503:  Będziemy, świetnie.
6505:  Jeszcze teoretycznie to jest tajemnicza wyspa.
6509:  Tutaj też mogłoby się coś pojawić, ale mam poczucie, że tutaj będzie rebelia w ciągu kilku tur i tak się też stanie.
6519:  Niedobrze.
6521:  Tutaj rekrutujemy.
6524:  Okej.
6525:  Ach, tu jeszcze jest jakieś oblężonko.
6528:  Jaka szlachetna porażka, co za pstura.
6534:  Jaka szlachetna porażka.
6542:  Jakie usprawiedliwianie retconingu Taraelu.
6546:  Przecież retcon dotyczy świata.
6549:  Nie usprawiedliwiam retconingu, tylko raczej retelling.
6552:  Mówię, że fabuła jest drugorzędna i to nie jest problemem jakimś.
6558:  Generyczność świata Wiedźmina, jak rozumieć ten problem?
6559:  Jeżeli się ogląda serial wiedźmiński, to jest to tak, jakbyście oglądali taką samą fantazję jak każda inna.
6566:  A saga Wiedźmina i świat Wiedźmina stworzony przez Sapkowskiego i CD Projekt Red, bo już należy teraz tak o tym mówić, charakteryzuje się tym, że jest raczej grą z konwencją fantasy.
6577:  Więc to nie jest tak, że to jest generyczna fantasy, losowa, wygenerowana przez algorytm i przypominająca wszystkie inne fantasy, tylko właśnie wyróżnia się bardzo.
6593:  Attack on Titan?
6594:  Nie śledzę teraz.
6598:  Witamy Tobiacon.
6601:  No więc teraz tak, pytanie.
6603:  Czy to wystarczy?
6607:  Ja się boję, że jak opuścimy Fort Sol, to w tym momencie będzie atak i to potężny.
6613:  No dobra, ale tutaj mamy przynajmniej maga i to dość dobrego maga.
6617:  No ale nie wiem, czy aż tak dobre.
6619:  Dobra, zobaczmy.
6622:  Okej.
6623:  Działa.
6628:  Najważniejsze, że zadziałało.
6638:  Okej.
6639:  Jeszcze zarobiliśmy na tym interesie.
6643:  Jak dla mnie okej.
6646:  Jak dla mnie okej i wracamy szybko do Fortu Sol, bo Fort Sol jest bez przerwy oblegany przez kogoś.
6651:  Dzięki temu nasz bohater jest troszeczkę potężniejszy.
6654:  Dozbrujmy go troszeczkę.
6657:  O, na przykład.
6658:  To mu się przyda, bo tu często są bitwy.
6660:  Odporność fizyczna mu się na pewno przyda też.
6662:  Eliksir leczniczy.
6663:  Świetnie.
6664:  Same idealne przedmioty, jakich on potrzebuje.
6666:  I... magiczne posiłki.
6669:  Dobrze.
6669:  Wystarczy.
6674:  Witamy Legrusa.
6682:  Oczywiście, że chodziło o pieniądze, Julio, bo tak jest najprościej.
6685:  Jeżeli jest rebelia, to zdławienie rebelii powinno się opłacać.
6691:  Utrzymanie, limit werbunku, brak skażenia frakcyjnie, to się przyda.
6698:  W tym momencie się nawet bardzo przyda, okej.
6700:  Czyli mamy mniej więcej ustabilizowaną sytuację tutaj.
6702:  Griswald Meyer, który nie ma imienia, czady, potrzebuje zrekrutować sobie mrowie, ale to mrowie jednostek,
6711:  Ja myślę nawet, bo nas stać, że zaopatrzymy się w słońcotwórcę, czyli elitarną wyrzutnię piekielnych fajerwerków.
6725:  O, tak zrobimy.
6727:  Czy weźmiemy młot na czarownicę?
6730:  Może też weźmie młot na czarownicę, jest stosunkowo drogi, zobaczymy.
6733:  Na pewno to, czego potrzebujemy, i to pilnie, to potrzebujemy bohaterów, żeby ich levelować.
6740:  Tutaj mamy magów.
6744:  Czy ja widzę?
6745:  Czy ja widzę to, co widzę?
6748:  Czy ja widzę to, co widzę?
6752:  Wiedza!
6755:  Fantastycznie!
6758:  Wiedza to jest najlepsza cecha, jaka istnieje.
6762:  Rezerwa wiatrów magii plus pięć.
6765:  Wszystkie armie frakcji.
6766:  Jeżeli ta cecha nie zostanie w Warhammerze trzecim, to nie będę grał w tę grę.
6771:  Żartuję, i tak będę grał w tę grę, ale będę narzekał, bardzo narzekał.
6774:  Strasznie narzekał.
6776:  Bardziej niż myślicie.
6777:  Płyniemy na tajemniczą wyspę.
6784:  Witamy Aleksandra Jerymowicza.
6786:  Przez durny brak powiadomienia prawie ominął mnie strumyk.
6788:  Spokojnie, dlatego warto być na Discordzie, bo tam są zawsze powiadomienia.
6794:  Aki sprytny trot!
6796:  Aki szczurek sprytny!
6806:  Nie, litości!
6811:  Litości!
6821:  Dzięki Adamie za wsparcie od trzech miesięcy.
6823:  Jak się podoba awans do Gildii Magów Powietrza?
6829:  Czy zagrałem w przyszłości Two Point Campus?
6830:  To gra o tworzeniu uniwersytetu.
6832:  Brzmi fascynująco dla kogoś, kto pracuje na uniwersytecie.
6838:  Czy czytałem wszystkich zdolnych do noszenia broni Łazarczuka?
6842:  Szukam kogoś, kto jest mi w stanie objaśnić fenomen tej książki, bo się nieustannie odbijam.
6845:  Nie Taraelu.
6846:  Ty zresztą czytałeś znacznie więcej rzeczy z fantasy niż ja.
6850:  Za co niezmienne chapeau bas od mojej strony.
6854:  I jak wygląda filologia angielska w Gdańsku?
6858:  Na filologii angielskiej w Gdańsku mogą od razu z marszu polecieć dwóch ludzi, czyli profesora Artura Bleima i profesor Ludmila Gruszewska-Bleima.
6866:  Zajmują się utopiami i fantastyką, więc wiecie... Rzadkość.
6877:  Whatever.
6878:  Dobra, będziemy musieli odbić Erengard, ale ja zburzę Erengard w takim razie, on nam się do niczego nie przyda.
6888:  Co?
6889:  Co to jest za bullshit?
6890:  Hamstwo.
6897:  Oburzające.
6900:  Nick Pierumow nie jest mi znany.
6903:  Witamy Grzegorza Gierczyka!
6905:  Dobry wieczór, dobry wieczór.
6907:  Wiedza to potęga, strzyż jej dobrze.
6908:  Absolutnie, Timere, absolutnie.
6911:  Taki jest też plan.
6913:  W Bechaffen wznosimy mury.
6921:  Tchórzliwy trot!
6924:  Jaki tchórzliwy trot!
6926:  Czemu on się w zasadzie... czemu on się tak boi?
6929:  Nie mam zielonego pojęcia.
6931:  Nie mnie oceniać.
6935:  Ooo, ja wiem kto szuka twojej potęgi.
6938:  Armia?
6940:  Bezimiennego bohatera szuka, otóż.
6946:  Po co nam moździerze?
6947:  Tutaj to nie wiem.
6949:  Gdzie, gdzie będzie, gdzie będzie rebelia?
6950:  Gdzie będzie rebelia?
6956:  Nieuchronny bunt.
6957:  Oblast.
6963:  Świetnie.
6964:  Zawastra.
6967:  Czyli akurat miejsce, w którym totalnie nie mamy żadnej armii.
6971:  Ciężka sprawa.
6976:  Agnieszka wstawiała się na Discorda, praca, która kończyła, słuchając streamu.
6979:  I jest, macie kolejny powód, żeby tam trafić.
6984:  Magia powietrza, to potężna magia, pozwala zmienić fasolę w gaz.
6988:  Nie da się ukryć, Nadio.
6989:  Nie da się ukryć.
6991:  Pozwólcie, że... Wybuchnę śmiechem, widząc to starcie.
7000:  Brat Solarius dla kapitana ze Słońca Twórca?
7002:  To jest dobry pomysł, to jest dobry pomysł.
7005:  Czy w tym roku będą jakieś konferencje, czy ze względu na COVID zostały wstrzymane?
7008:  Jeżeli chodzi o konferencje naukowe, to większość jest zdalna.
7011:  I chwała Bogu, takie powinny pozostać.
7015:  Witamy Piotra Boguckiego.
7016:  Przepraszam was, czasem dołącza sporo osób, nie jestem w stanie wszystkich wyczytać.
7022:  Tak się staram, na początku zawsze czytamy trybutariuszy, a potem każdego dołączającego, więc wiecie.
7029:  O Burial at the Sea mówiłem, Freedom 66, nie wiem, czy nie słyszałeś, ale wspominałem.
7034:  Był grany i wciąż uważam, że zdecydowanie godne zakończenie jest trylogii.
7041:  Nie potrzebowaliśmy, moim zdaniem, tego dodatku.
7046:  To może być nawet niezłe miejsce.
7049:  Chociaż tu jest... To trochę za dużo nam blokuje, ale z drugiej strony możemy się ustawić w tym miejscu.
7056:  To nie jest zły pomysł.
7058:  Bo tu będziemy ukryci za... O, tu będziemy w tym miejscu ukryci.
7066:  Tu zostawimy czołgi, żeby już napierniczały.
7070:  Magowie prawie wszyscy latają.
7073:  Musimy tego maga dać na, nawiasem mówiąc, z powrotem na gryfa imperialnego, bo się marnuje.
7080:  Tu sobie za moment to wszystko ułożymy.
7081:  Okej.
7098:  Dobra.
7098:  I teraz cofamy się.
7106:  Raz.
7108:  Tutaj będzie mi ostrożniejszy układ.
7110:  Dobra.
7117:  Tak.
7120:  Nie wiem, czy to nie był jednak błąd.
7123:  A, dobra, zobaczymy.
7126:  Na razie Geld ma...
7128:  No, względnie dobrą liczbę zabitych.
7142:  Nie, to był zły pomysł.
7144:  To był bardzo zły pomysł.
7147:  To był bardzo zły pomysł.
7152:  Bardzo zły pomysł.
7153:  Zaraz zobaczymy jak to naprawić.
7156:  Naprawimy to w ten sposób.
7163:  Geld, wracaj.
7167:  Okej, szaleją, bardzo dobrze.
7170:  Niech szaleją.
7186:  Czy w SIV-kę grywam?
7188:  Ooo, dawno nie grałem.
7192:  Dobra, czołgi, czołgi możemy... Czołgami się możemy wysforować.
7198:  Maksymalnie.
7200:  Te oddziały wyślemy jeszcze tutaj na tyły.
7202:  Coś mi się tutaj nie podoba, co tu się dzieje.
7204:  Bardzo mi się nie podoba, co tu się dzieje.
7210:  Spróbujemy wydać im bitwę tam, gdzie my chcemy walczyć.
7220:  Dobra.
7229:  Six of Spades, witamy w gronie trybutariuszy!
7232:  Dzięki serdeczne, trybutariusze, jamniczcie czaty, a ja tymczasem skupiam się, bo się dzieją rzeczy tutaj.
7237:  Niech wiosny brzmą gorąco!
7253:  Uciekaj na ziemię!
7254:  Nie jesteś twarzą Imperium!
7255:  Uciekaj na ziemię!
7255:  Karnicz!
7256:  Idź!
7256:  Uciekaj na ziemię!
7256:  Idź!
7256:  Uciekaj na ziemię!
7257:  Uciekaj na ziemię!
7257:  Uciekaj na ziemię!
7260:  Uciekaj na ziemię!
7260:  Uciekaj na ziemię!
7282:  Czekaj, nie jest dobrze, nie jest dobrze.
7291:  Nie jest dobrze.
7302:  Teraz kluczowa sprawa to mieć jeszcze jedno dobre zaklęcie i to powinno wystarczyć.
7317:  Musimy się wycofać teraz, myślę.
7319:  Tak, teraz się wycofujemy.
7323:  Jeszcze zapuścimy jedną kulę ognia.
7330:  Porzucić machinę oblężniczą, uciekać.
7336:  Najważniejsze, żeby uciec czołgami.
7339:  Są zbyt cenne.
7349:  Uciekaj, uciekaj, uciekaj, uciekaj.
7351:  Czołg, uciekaj, uciekaj!
7353:  Głupi czołg!
7355:  Głupi czołg!
7364:  Uciekaj czołg, uciekaj!
7367:  Nędzny, głupi czołg.
7369:  Broń się.
7369:  Uciekaj.
7370:  Dobrze.
7372:  Czołgi są niezłomne, dlatego trzeba się szybko nimi wycofać.
7375:  Dobrze.
7376:  Dobrze.
7379:  Czy to był wybuch czołgu?
7381:  Czy to był wybuch czołgu?
7383:  Na szczęście nie.
7387:  Dobrze.
7387:  Zadaliśmy... Zadaliśmy ile strat?
7391:  Tysiąc... Dobrze.
7392:  Tysiąc siedemdziesiąt trzy.
7393:  Jest jakoś okej.
7394:  Jest jakoś okej.
7398:  Uważam, że ciekawą mechaniką w Warhammerze, czy byłoby zaprowadzenie linii zaopatrzeniowych, ale są linie zaopatrzeniowe w Warhammerze już drugim.
7406:  Supply line są.
7409:  A chodzi o to, że jednostki strzelające miałyby dodatkową amunicję, czyli tak jak w Heroesach.
7414:  Cztery.
7419:  Czas był wspomóc Krzysztofa, tylko on krzyczący, co wrony i konie sprawiły, że moje papugi zaczynają się wdzierać dzięki Six of Spades za dołączenie do nas.
7426:  Dzięki.
7441:  Tak to się robi, moi drodzy.
7447:  Dobrze, dobrze.
7452:  Krzysztof Paolini opublikował swoją powieść w Science Fiction i Adrian Czajkowski ma nowe książki.
7457:  Proszę, proszę.
7459:  Czy możemy udawać, że Heroes 4 nigdy nie powstało?
7461:  Możemy.
7462:  O, i jakbyście zastanawiali się nad tym, po co jest nam autorytet imperialny?
7467:  Właśnie po to, żeby powstrzymywać wojny między elektorami, bo na tym nam zależy, żeby elektorzy kochali się i wielbili.
7474:  Co tutaj robią krasnoludy i dlaczego one chcą opanować Eshen, założę się.
7479:  A, widzę już, na czym polega strategia Trota.
7481:  Trot będzie co jakiś czas oblegał nas.
7483:  Po prostu, ot tak.
7487:  O bogowie... Nie możemy doprowadzić do tego, żeby ktokolwiek nam Eshen opanował.
7495:  A już na pewno nie... A już na pewno nie krasnoludy.
7501:  Okej, obsadźmy go w którykolwiek z prowincji.
7507:  Powiedzmy w tej.
7508:  I powiedzmy w tej.
7510:  Dobrze.
7512:  Witamy Mikołaja Marchewkę.
7514:  I Kolkę, na czatach.
7517:  Kto jako pierwszy będzie wygrywany w Warhammerze III?
7519:  Kafej.
7520:  A potem Cinch.
7526:  Dobra, Erengard, niech Ulrich rozwinie sobie, nie Ulrich tylko Wulfric, niech rozwinie Erengard, nie mam z tym żadnego problemu, a my sobie wrócimy do zamku w Anroiken, złapiemy Replenishment, polewelujemy troszeczkę bohaterów i będziemy mieli jeszcze lepszą armię na starcie z Chaosytami.
7547:  Bo oczywiście idea jest taka, żebyśmy mieli pełną armię gniewów Imperatora, ale do tego potrzebujemy jeszcze jednego bohatera, a mianowicie, no przynajmniej jednego maga, który będzie... Kusi!
7566:  Zbyt kusi.
7568:  Bierzemy natychmiast.
7574:  Dobra.
7576:  Lecimy.
