🔴 RINGS OF POWER | Recenzja odcinek po odcinku (ze spojlerami) #1
🔗 https://www.youtube.com/watch?v=Ra4WpZINxb8

49:  muzyka muzyka muzyka
1921:  Jeżeli chodzi o charakteryzację elfów, tutaj mam drugi problem, to znaczy już nie będę mówił o spiczastych uszach, bo naprawdę rozważanie poziomu spiczastości uszu to jest coś, co myślę jest stratą naszego czasu, ale rozważanie fryzur elfich nie, to znaczy ja nie widzę tutaj elfa, tylko ja widzę tutaj wokalistę Daft Punk'a bez kasku.
1941:  Chciałbym zobaczyć tutaj elfa, elfy mają długie włosy, kropka, elfowie tudzież, tak się powinno mówić.
1947:  Aśku pisze, że na tyle, na ile mogą, ogarniają, nie zmienia to jednak faktu, że te cięcia sprawiają, że jeżeli ktoś nie zna historii, to totalnie nie ogarnia, co się dzieje.
1954:  Tak, do tego zaraz przejdziemy.
1955:  Na razie jesteśmy w tym wstępie, którym, jak powszechnie wiadomo, ponieważ znalazły się wszystkie sceny ze wstępu w trailerze, chodzi o to, żeby dokonać ekspozycji świata, czyli pokazać wam rzeczywistość taką, jaka ona jest.
1968:  Nie wiem, dlaczego Fyndrot nie wygląda jak elf, nie mam zielonego pojęcia, natomiast
1973:  Jest sympatycznie zagrany na tyle, na ile mógł, bo miał 5 minut czasu ekranowego.
1978:  To jest Homelander czy Elf.
1979:  O właśnie, też swoją drogą przypomina, tak faktycznie.
1982:  I moi drodzy, ludzie się niesamowicie ekscytują tą sceną.
1987:  Ja nie wiem, dlaczego ludzie się ekscytują tą sceną, ponieważ ta scena jest precyzyjnie tą, którą zobaczyliście,
1994:  w trailerach, tak?
1995:  To znaczy, mam teraz drugi raz się zachwycić Amamem, czyli Valinorem i o, o, jaka ładna tapeta, ojej, nie było tego, a przepraszam, było w trailerze i nawet późniejsza scena, którą macie, przedstawiającą
2010:  Dwa Drzewa Valinoru również była w trailerze, więc najlepsze rendery, które faktycznie mieliśmy okazję zobaczyć, to nie są, moi drodzy, fragmenci dłuższej sekwencji, jak ktoś mógł się cieszyć.
2022:  Nie!
2023:  To są te snippety, które widzieliście, jeden do jeden wyjęte z serialu.
2030:  Jest to absurdalne, moim zdaniem.
2033:  Bo jeżeli zakładamy, że trailer miał nas podjarać, że zobaczymy coś niesamowitego, to ja chciałbym faktycznie zobaczyć coś niesamowitego.
2040:  Elden Ring się przypomina.
2042:  No w Elden Ringu było ładniejsze drzewo, absolutnie.
2046:  Absolutnie tak.
2047:  Czy Aman architektonicznie różni się tutaj od Numenoru?
2050:  Właśnie, to jest druga kwestia.
2051:  Aman nie różni się architektonicznie ani od Lindolnu, czyli Królestwa Elfów, ani od Numenoru ludzkiego, co jest bardzo zastanawiające.
2060:  Nie wiem, dlaczego tak zrobiono, ale moja odważna hipoteza, moi drodzy, jest taka, że tak się kończy, jeżeli ze wszystkich ilustratorów, których wykorzystywał Jackson do Władcy Pierścieni, czyli Alana Lee, Johna Howe i Tedana Smitha, został tylko John Howe.
2076:  z tego wszystkiego.
2077:  I podejrzewam, że i tak był takim konsultantem jak Tom Shippy, który jak wiadomo był na samym początku tylko, a potem pozbyto się Toma Shippiego, ponieważ Tom Shippy mówił jako Tolkienista, że to się nie zgadza, to się nie zgadza, to się nie zgadza, więc nie był pożądany.
2091:  Oczywiście tam pod pretekstem wyłączenia go z uwagi na NDA, znamy sprawę, został wykopany z ekipy serialu.
2098:  I dlaczego o tym mówię w ten sposób?
2099:  Dlatego mianowicie, że twórcy później bardzo nieuczciwie chwalili się tym, że to jest
2105:  Serial tolkienistyczny, adekwatny do lore, ponieważ mieliśmy Toma Szippy jako konsultanta.
2110:  Nie, nie mieliście, ponieważ go wypieprzyliście ze swoich szeregów.
2113:  Więc nie da się trochę zapomnieć przy analizowaniu błędów światotwórczych o tym całym marketingu i fałszu, który był po stronie producentów.
2121:  Elgion, dzięki serdeczne za trybut.
2124:  I like your funny words, Magic Man.
2126:  Wbrew pozorom takie rzeczy pojawią się w dialogach, moi drodzy.
2131:  Tak, tak będzie.
2133:  Lindor to królestwo czekolady, tak.
2136:  Tutaj mamy Lindon.
2137:  Dobra, moi drodzy, wracając do problemów, które mam na samym początku, bo wbrew pozorom będzie zdecydowanie więcej tutaj, z tego względu, że mamy bardzo szybkie cięcia.
2147:  I tutaj macie historię, zauważcie, to było jedno cięcie.
2151:  zniszczenia i zdeprawowania drzew Valinoru przez Ungoliantę.
2155:  Tylko że, fun fact, nie mają praw do Silmarilliony, w związku z powyższym nie pokażą wam jebitnej pajęczycy Ungolianty, która swoim jadem skaża drzewa Valinoru, ale oczywiście pokażą wam ten jad, który podróżuje sobie po drzewach Valinoru dokładnie tak samo, jak sobie podróżowała
2170:  po różce Lorda Voldemorta z Panklina, więc to będziecie widzieć oczywiście.
2176:  I druga rzecz, która tu jest bardzo problematyczna przez fakt nie pokazania Ungolianty, ponieważ jest ona w Silmarillionie, do którego Amazon nie ma praw, jest ta scena.
2184:  To znaczy tutaj macie nie obraz Valinoru, w którym zgasły światła dwóch drzew, wskutek czego musiało być stworzone przez Rui Luatara Słońce i Księżyc,
2196:  tylko macie krajobraz post-apo.
2199:  No nie wiem jak wy, ale możemy zrobić teraz taki test szybki, to znaczy, wiecie, jeżeli ja na przykład teraz, to będzie bardzo źle wyglądało, włączę światła, tak?
2210:  No ja wiem, że to może komuś przypominać post-apo, tak?
2213:  Bo zrobiło się bardzo czerwono, ale bez przesady, tak?
2218:  To nie tak działa wyłączenie światła, że Wy jesteście w sobie w swoim łóżeczku, jest wszystko ładnie, jest kołdelka, wyłączacie światło i nagle jest ła!
2226:  Boże drogi!
2228:  I widzimy jakiś, nie wiem, lejący się smartak w Stranger Things albo jakieś dziwne występujące tutaj w ogóle nie wiem z jakiego powodu opary.
2240:  O co tu w ogóle chodzi?
2241:  Dlaczego to zostało tak zrobione?
2242:  Nie mam zielonego pojęcia.
2246:  Jako osoba absolutnie nie w temacie pyta Duch z Zamku, dlaczego do jednych scen lub postaci Amazon ma prawa, a do niektórych nie?
2250:  Od czego jest to zależne?
2252:  Od tego, że wykupione zostały prawa tylko nie do Slimarillionu właśnie, tylko do Władcy Pierścieni, do Hobbita, moi drodzy, oraz do dodatków, czyli appendixów do Władcy Pierścieni.
2263:  Na tym polega główny problem, z którym się mierzymy.
2266:  To, co ja Wam natomiast opowiadam, to jest wiedza z Slimarillionu.
2269:  Ona bardzo by się tutaj przydała.
2271:  Wiecie dlaczego?
2272:  Wiecie dlaczego by się przydała?
2273:  Opowiem wam dlaczego.
2274:  Dlatego, że jeżeli nie macie knypy praw do Silmarillionu, to nie pokazujcie nam treści z Silmarillionu, tak?
2281:  I to jest mniej więcej tak, jeżeli by wykupić prawa do, nie wiem, Czary Ognia i następnych tomów, a następnie pokazać szybko, szybko, w 30 sekund fabułę z Kamienia Filozoficznego, Komnaty Tajemnic i Wieźnia z Kabanu.
2293:  Tak, szybciutko, szybciutko.
2294:  Nie podoba się fanom?
2295:  Proszę bardzo.
2297:  Nie da się rozmawiać z fanami.
2300:  Dlaczego tak uważasz?
2301:  Nie dajesz oglądać ludziom, cieszyć się.
2303:  No absurdy z tego wychodzą, prawda?
2305:  I to jest przykład właśnie błędnej decyzji produkcyjnej, która się teraz odbija na studiu.
2310:  Dałem kredyt zaufania, jeżeli chodzi o fabułę Amazonowi.
2313:  Byłem ciekawy, jak wybrną z tych obrazów w Walinorze.
2317:  Nie wybrnęli z tych obrazów w Walinorze, to znaczy pokazali nam, przypomnę raz jeszcze, trzy obrazy z Walinoru, jak naotąd.
2324:  To znaczy biurę krakowsko-częstochowską z spływem łódeńką, następnie rozmowę Finroda i Galadieli, która nie jest opisana w filmie, i następnie pocztówkowy widok z dwóch drzewek Walinoru i ich skażenie przez Ungoliantę, której nie ma.
2342:  Amazon nie mógłby wykupić praw, Tolkien Estate się nie zgodziło, Tolkien Estate wzięło takie potworne pieniądze za Hobbita, Władcę Pierścieni i appendixy do Władcy Pierścieni, że nawet Amazon nie zdecydowało się na więcej, a prawda jest taka, że to by mogło ulatować ten serial i to tak autentycznie.
2357:  Więc tak, mamy nie Silmarillion, ale to nie jedna rzecz, która jest negatywna, to znaczy będą także nie Hobbity, ale o nich za moment.
2364:  Jesteśmy na czterech minutach, ten live trochę potrwa.
2367:  I potem zaczynają się problemy.
2368:  To znaczy macie coś, co jest, a tak naprawdę nie jest przysięgą Feanora.
2375:  Elfowie w każdym razie przysięgają, że będą teraz się mścić na Morgocie, który jest wielkim wrogiem.
2381:  Natomiast potem znika, ponieważ głównym antagonistą serialu staje się znowu Sauron.
2386:  I to na punkcie Saurona ma obsesję nasza ulubiona, ujmująca, jak już wiemy, wdzięczna, eteryczna Galadriela.
2394:  Rycerze Okrągłego stołu wersja elfia, trochę tak.
2399:  Więc zamiast żebyśmy mieli, moi drodzy, jakąś konsekwencję, że przedstawić chociażby, a można byłoby przedstawić, to jak potęga Saurona wzbiera po pokonaniu Morgotha w Wojnie Gniewu, czy był ten moment, kiedy Valarowie przybyli i zniszczyli bramy Angbandu, wytępili wszystkie stwory Morgotha, a duch Sauronu uleciał w okolice Mordoru.
2423:  I popatrzcie, jak to pasuje do wszystkiego.
2424:  Duch Sauron ulatuje, Elfowie myślą, że nic się nie dzieje.
2428:  I tutaj wchodzi nam nie zbyt ta Galadriela, ale nie wiem dlaczego nie mogłaby być np.
2433:  Amon Dapar, nowa postać, której imię w tej chwili wymyśliłem, która byłaby zupełnie inna od Galadrieli i nikt nie miałby problemu z tym, że jest wykastowana nawet przez tę samą aktorkę, ponieważ wiecie dlaczego ta sama aktorka mogłaby grać postać, której imię właśnie teraz wymyśliłem.
2446:  ponieważ nie wygląda jak Galadriela, w związku z powyższym może grać kogokolwiek, tylko nie Galadrielę.
2452:  I ta postać, Amonda Barr, która by była grana przez aktorkę grającą Galadrielę, podróżowałaby za duchem Saurona i w stronę run, w stronę Haradu, miejsc, których nie znamy, które nie są opisane, a które pojawiały się w appendixach Tolkien.
2465:  Ale nie!
2466:  Trzeba się przyjechać na nostalgii fanów i próbować im sprzedać coś, czego nie możemy sprzedać, bo nie mamy do tego praw.
2473:  Więc wracamy do czegoś absolutnie kuriozalnego, to znaczy następny kadr, który mamy w serialu, to mianowicie, to jest eksodus elfów z Valinoru.
2483:  Ten eksodus wiązał się z bardzo różnymi, tragicznymi sytuacjami, bratobójczą wojną, pierwszą pośród elfów, był niesamowicie istotny dla wydarzeń w Silmarillionie i w którymś momencie
2497:  zadecydowano, że to wszystko zostanie wycięte, w którym momencie, no w tym samym, w którym zadecydowano, że nie będzie wykupionych praw do Silmarillionu.
2504:  Nie można tego pokazać, więc skrócono to i akurat co do tej sceny akurat miałem jakiś szczególnych pretensji, bo do Eksodusu Elfów z Valinoru doszło tak czy inaczej.
2513:  O co chodzi z Nie wyglądam jak Galadriela?
2515:  Galadriela wygląda tak jak Cate Blanchett, która portretowała Galadrielę.
2518:  Dlaczego mogę to powiedzieć?
2519:  Z bardzo prostego powodu, to znaczy Galadriela wygląda jak Galadriela czy jak Cate Blanchett nie tylko we Władcy Pierścieni, ale także w Hobbicie, ale także w grze Middle-Earth Shadow of Mordor, w związku z powyższym jej wizerunek jest utrwalony w więcej niż jednym medium.
2533:  Więc póki żyje aktorka grająca Galadriele, to robimy dokładnie to samo, co z Wielkim Mowem Tarkinem w Rogue One.
2541:  Z jakiegoś powodu zadecydował to LucasArts do spółki z Disneyem o wdupieniu potwornych pieniędzy w odwzorowanie CG aktora nieżyjącego już, po to, żeby wyglądał jak Wielki Mow Tarkin.
2553:  Gdyby robił to Amazon, to by wycastował do tego Whoopi Goldberg i kazał on to zaakceptować.
2558:  Więc to jest absurdalne, tak?
2560:  Więc Galadriela wprawdzie nie ma tam żadnego race swapu czy gender swapu, zresztą zaraz to zobaczycie w pełnej okazałości, ale nie wygląda, nie przypomina nawet Galadrieli, nie wygląda jak ktoś ucharakteryzowany na Cate Blanchett.
2575:  I w następnej kolejności będziemy mieli coś, co mnie strasznie rozsierdziło, to znaczy jest niby bardzo sympatyczna podróż przez mapę i zobaczmy ją sobie.
2585:  Mam nadzieję, że to się uda.
2587:  Podróż przez mapę jest z Valinoru, czyli z tego kontynentu, który jest na dalekim zachodzie, przez The Sundering Seas.
2595:  One jeszcze powrócą, moi drodzy, to będzie bardzo zabawne.
2599:  I na samym końcu mamy Middle-earth, tylko że plot twist, mały plot twist, plot twist, w tej erze, w której jest eksodus elfów z Valinoru, tutaj, gdzie macham teraz myszą, jest Beleriand!
2612:  I zatopienie Beleriandu jest istotną, bardzo istotną rzeczą, która się dzieje.
2618:  Nie wiem, dlaczego tutaj tego nie ma.
2620:  Mapa Śródziemia IV Ery, III Ery wygląda inaczej niż I Ery i II Ery.
2625:  Nie mam zielonego pojęcia, dlaczego to tak wygląda absolutnie.
2629:  Dlaczego aktorka miałaby przypominać Cate Blanchett?
2631:  Wyjaśniłem to już, to znaczy jest w więcej niż jednym medium i ten wizerunek jest utrwalony.
2635:  I mamy precedens w postaci innych przypadków odwzorowywania cyfrowego postaci, które już nie mogą być zagrane przez aktora, bo nie żyje.
2645:  Cate Blanchett, wiem, że trzeba wielkich, wielkich zapasów mocy przerobowych do tego, żeby to zrozumieć, żyje!
2652:  W związku z powyższym można ją wykastować do tej roli bez najmniejszego problemu.
2657:  a do roli młodszej Galadrieli nie ma problemu, możemy kastować kogo chcemy.
2662:  Więc nie, nie docieramy do Middle-earth, tylko docieramy do Beleriandu i dopiero potem mamy do czynienia z samym Śródziemiem.
2669:  I tutaj macie kolejny kadr.
2672:  Ja w tym momencie byłem zachwycony, muszę powiedzieć szczerze, to znaczy pomyślałem sobie, no dobrze, ja po to przyszedłem tutaj.
2678:  Chciałem to zobaczyć wreszcie.
2681:  I niestety okazuje się, że ta scena trwa 30 sekund, a potem się okazuje, że to jest dokładnie ta sama scena, którą znacie z trailera.
2687:  To znaczy, to jest scena jednej, jedynej bitwy, która została nam pokazana i mam nadzieję, że twórcy szykują coś więcej, bo liczyłem na to, że to będzie w finale
2699:  Okazuje się, że nie jest w finale.
2700:  Natomiast CGI tutaj jest absolutnie świetne.
2703:  Co do zbroi mam regularny problem, ponieważ to są zbroje plastikowe i widać, że są plastikowe niestety i posprayowane.
2709:  Więc od tej strony CGI gorzej, natomiast jeżeli chodzi o odwzorowanie to prawdopodobnie jest Nazgul, ale nie dałbym głowy.
2717:  Bardzo się nasmucę, jeżeli to jest smog, bo to nie powinien być smog, smog wygląda inaczej wśród ziemi.
2722:  Widzicie, cały czas się odwołuję do tego, co jak wygląda.
2725:  Pytaliście o Dumbledora.
2726:  Tak, Dumbledore, zmarł aktor grający Dumbledora, natomiast Michael Gambon został ucharakteryzowany na Richarda Harrisa.
2733:  Na tym polega różnica w podejściu, którym dzisiaj nie mamy do czynienia.
2737:  To zresztą nie jest pierwszy raz, kiedy to mówię.
2739:  Jeżeli chcecie, to możecie sobie zobaczyć moją recenzję
2742:  Sekretów Dumbledora, gdzie mówię dokładnie to samo na temat Mattsa Mikkelsena.
2746:  Jeżeli chcecie, mam też źródło naukowe, które precyzuje to, dlaczego niektóre postaci muszą tak wyglądać, jak wyglądają i jest tam o wiele większy i szerszy zakres argumentacji niż to, co ja mogę sobie teraz pozwolić.
2756:  Krzyszek, dzięki serdecznie na trybut.
2758:  Galeria taka Mary Sue i umiem, wiem najlepiej.
2761:  Niestety na razie to, w jaki sposób jest prowadzona ta postać, prowadzi wyłącznie do takiego wniosku.
2766:  Mam dokładnie tak samo.
2768:  Dodajmy fakt, pisze Grubysław, że Galadriela jest jeszcze w bitwie ośród ziemi jako bohaterka pierścienia po stronie sił dobra, więc takie małe, ale kolejne medium, w którym utrwalony jej wizerunek.
2776:  O proszę, słuszna uwaga, moi drodzy.
2779:  Skoro Baxiego Elrond wygląda jak Piła, to u Jacksona też wizerunek ustalony.
2784:  Nie rozumiem tej argumentacji.
2786:  Nie mam zielonego pojęcia, o czym mówisz.
2788:  To znaczy, wydaje mi się, że zasięg oddziaływania trylogii Jacksona jest nieporównywanie większy, skoro inne media, jak na przykład gry wideo, wzorowały później wizerunek na Elrondzie, granym przez Hugo Weavinga i zaręczam ci, że jeżeli można byłoby to zrobić inaczej, to ludzie by się na to zdecydowali.
2803:  Wiesz dlaczego?
2804:  Dlatego, że to jest mniej kosztowne.
2806:  Więc jeśli ludzie decydują się na bardziej kosztowne rozwiązanie dla tego, żeby zachować spójność świata, to z jakiegoś powodu to robią.
2813:  I nie dlatego, że wymyślili to naukowcy,
2814:  Bo naukowcy tylko opisali to zjawisko na o wiele większej puli przykładów niż ta, którą ja jestem w stanie tutaj wam przywołać.
2821:  Ale to zjawisko jest już od dawna i ludzie potrzebują tego, żeby mieli znajome rzeczy w świecie, który jest nieznany z bardzo prostego powodu.
2828:  Ja wiem, zszokuje was ta teza, ale nie mogą do niego pójść.
2833:  Nie mogło tam podróżować, nie mogło sprawdzić, jak coś naprawdę wygląda.
2836:  Więc tak, różni się to od sytuacji, w której będziemy portretowali postać historyczną lub postać istniejącą, gdzie wszystko mi jedno, kto będzie to grał.
2843:  Szczerze, absolutnie mi to wszystko jedno, kto zagra na przykład Dickensa w filmie o Dickensie.
2848:  Może nie wyglądać jak Dickens, może być czarnoskórą lesbijką.
2851:  Jest mi to serdecznie obojętne, ponieważ mam źródła, dzięki którym mogę sprawdzić, jak wyglądał Dickens naprawdę.
2856:  Tutaj...
2857:  Jak mogę to zrobić?
2858:  Nie mogę tego zrobić.
2858:  Świat ten nie istniał.
2859:  Jedyne dane, które mamy, to te, które zbieramy w obrębie tych rozszerzających się uniwersów.
2864:  Więc jeżeli komuś nie przeszkadza to, że na przykład doktor Stephen Strange nagle będzie grany przez zupełnie innego aktora, to znaczy ewidentnie, że nie dla niego są adresowane tego typu produkcje, ponieważ narracje fantastyczne od zarania swego kierują się właśnie tą strategią światotwórczą i żadną inną.
2880:  Idąc dalej, przechodzimy wreszcie do tego, co jest... aha, tu jeszcze macie tę scenę bullshitową, którą niektórzy, np.
2888:  Nerd of the Rings spekulował, że to będzie jakiś powidok Bitwy Nagłego Płomienia.
2895:  Być może, ale szczerze, wiemy wszystko to, co jest pokazane nam teraz na ekranie, nic więcej.
2903:  Było ogniście i tyle.
2904:  Tomasz Malenczyk pisze, że pominął Sperżat.
2906:  Przepraszam cię, Tomaszu, strasznie.
2908:  Już nadrabiam.
2909:  Krzysztof, czegoś spodziewałeś się po Evil Cop?
2911:  Po Amazonie, tak?
2912:  Wiesz co, spodziewałem się czegoś, co byłoby na poziomie innych produkcji, które lubię na Amazonie.
2917:  Na Amazonie, o ile pamiętam, są The Boys i myślę, że Amazon ma potencjał do tego, żeby robić dobre rzeczy.
2924:  Szczerze, koło czasu, miejscami też było okej, póki właśnie nie szło w to sztuczne, sterylne światotwórstwo znane z jakiegoś studia.
2933:  Lecimy dalej, moi drodzy.
2935:  Serial natomiast kompletnie nie ma nic wspólnego z tym, co zobaczyliście tutaj.
2939:  To nam daje pewne motywacje dla Galadrieli, które można byłoby ująć zupełnie inaczej i o wiele prościej, moim zdaniem.
2946:  Czy to jest ta scena, której szukam cały czas?
2949:  Tu jest scena, w której mamy widok Saurona, przedstawionego jako czarnoksiężnik i nawiasem mówiąc, tutaj macie przykład tego, jak można inteligentnie coś zrobić, prawda?
2959:  Czy rozpoznajecie Saurona?
2961:  Moi drodzy, nie wiem.
2964:  Wydaje mi się, że tak.
2966:  A po czym go rozpoznajecie?
2967:  Gra go ten sam aktor może?
2969:  Nie, wygląda tak samo, ma taką samą zbroję, ma taką samą koronę, ma atrybuty, które sprawiają, że rozpoznajemy go jako Saurona.
2977:  I wystarczy, tak jak mówię, ucharakteryzować aktora w dowolny sposób i skorzystać z możliwości, które daje nam współczesna technologia, żeby nie było takiego problemu.
2986:  Więc Sauron, absolutna rewelacja.
2988:  Świetna scena, przepięknie ukazana, mroczna
2992:  I od tego się powinien zaczynać serial, tak?
2994:  Od tego.
2995:  Nie od takiego całego kontekstu, który jest niepotrzebny, który tylko antagonizuje fanów niepotrzebnie, ale oczywiście, że on jest wysmażony po to, żebyście mieli rozgrzane do czerwoności nagłówki, żeby były spekulacje fanowskie.
3008:  Przecież cały kanał w zasadzie, Nerd of the Rings i wiele innych, One Ring Net, nic innego nie robili, tylko analizowali sceny, które myśmy już zobaczyli w tej chwili.
3016:  Oni nie analizowali innych scen, bo tamte były najbardziej atrakcyjne.
3020:  Więc macie
3022:  Macie je na samym początku, w ramach ekspozycji.
3026:  I Weboyz nie może mieć podobnych różnic w materiale źródłowym co Pierścienie Władzy, ponieważ Pierścienie Władzy nie mają materiału źródłowego magik.
3034:  Nie mają, nie istnieje materiału źródłowy Pierścieni Władzy.
3038:  Nie ma tej fabuły.
3039:  Nie istnieje ona.
3041:  Istnieją wyłącznie rozproszone informacje, pomiędzy którymi lawirować będzie niewątpliwy talent, który stoi za Star Trek Beyond i absolutnie niczym innym, bo właśnie takiego scenarzystę wybrano do tego serialu.
3054:  Niedoświadczonego, który nie jest w stanie ani mierzyć się z Tolkienem, ani nawet z redaktorami Tolkiena, tak szczerze powiedziawszy.
3060:  Masz żebek, dziękuję serdecznie na trybut.
3062:  Amazon wyjdzie z tego z twarzą, jeżeli zrobi reboot.
3064:  Tak, to jest słuszna uwaga.
3066:  Jeżeli mielibyśmy reboot Władcy Pierścieni i Hobbita z aktorami, których znamy stąd, to w ten sposób sytuacja się całkowicie zmienia, ale na razie rebootu franczyzy nie mieliśmy.
3076:  Więc wtedy absolutnie te wizerunki, które się będą nam utrwalały, będą się utrwalały coraz bardziej.
3080:  Może będzie jakaś gra wtedy, może będzie coś innego i będziemy się powoli do tych postaci przyzwyczajać.
3085:  Ale na razie wywołują one ostry kontrast i przede wszystkim powodują konfuzję.
3090:  To znaczy ja nie rozpoznawałem tych postaci na ekranie.
3093:  Gdyby one nie były tytułowane w odpowiedni sposób, nie miałbym zielonego pojęcia, kim są.
3097:  A wiecie, co nie robią tutaj orkowie na tym kadrze?
3100:  Orkowie nie mówią...
3102:  Sauron, Sauron, Sauron, Sauron, Sauron.
3108:  Żeby wiecie, żeby ludzie rozpoznali, że to jest Sauron.
3112:  Wiecie dlaczego tego nie robią?
3113:  Bo Sauron wygląda jak Sauron.
3118:  Sama fabuła natomiast serialu rozpoczyna się w miejscu, które już możecie znać poniekąd, to znaczy teleportujemy się tutaj na momencik, to znaczy na Forod Wave i tutaj na Forod Wave podróżują sobie elfy na daleką północ pod przewodnictwem Galadrieli, tu swoją drogą będzie parę takich ładnych kadrów, żeby była Nowa Zelandia i żeby było ładnie i stąd macie ten słynny, znowu występujący w trailerze,
3143:  kadr, gdzie dzielna, umięśniona Galadriela wspina się po wodospadzie.
3147:  W zasadzie nie wiadomo dlaczego.
3149:  Nie chcę Was martwić, ale ja wciąż nie wiem, dlaczego się tam wspinała.
3154:  Poza tym, że akurat szukała tam Saurona.
3157:  Dlaczego akurat tam szukała Saurona?
3158:  Nie mam zielonego pojęcia.
3159:  Nikt nam tego nie mówi.
3163:  Dodajmy, że Galadriela czyni to w pełnej zbroi, ponieważ jak wiadomo, Galadriela porała się fechtunkiem i szermierką.
3169:  Absolutnie nie jest tak, że miała inne umiejętności.
3173:  Ech, więc to jest scena jedna z pierwszych, którą ja już miałem ochotę przewijać z bardzo prostego powodu, to znaczy mamy tutaj dialogi z postaciami, które nie pamiętam jak się nazywają, o Tondir moi drodzy, utworzona postać po to, żebym mogła nią Galadriela pomiatać i to komando elfie, którym ona dowodzi, nie bez powodu używam słowa komando, bo elfom z Amazonu o wiele bliżej do elfów Sapkowskiego niż do elfów Tolkiena,
3200:  no w zasadzie jest tylko po to, żeby było i w którymś momencie i tak od Galadrielii odchodzi i te postaci, z którymi się zapoznajecie w pierwszych kadrach potem znikają.
3209:  I teraz nie wiem jak wy,
3213:  Ale uważam, że jeżeli pokazuje się coś w pierwszych kadrach serialu, to po to, żeby ustanowić jakieś postaci wiodące, za którymi będziemy podążać, przedstawić je itd.
3223:  Nie, wszystkie postaci, z których jak dotąd widzieliście, Finroda już nie ma, ponieważ nie żyje, Galadriela wciąż jest niestety dla widza, no i komando Elfie będzie tylko tutaj.
3233:  Co więcej, bo pytaliście, jak wygląda Galadriel, a wciąż nie ma takiego kadru, który byłby dobry, w którymś momencie docierają do czegoś, co przypomina taki generyczny zamek Mrocznego Lorda.
3245:  Night of the Rings spekuluje, że to może być utumno,
3248:  Utumno to jest stara twierdza Morgotha.
3251:  Mam nadzieję, że to nie jest jednak Utumno, bo byłbym bardzo zmartwiony.
3254:  Natomiast wygląda to tak jak generyczna twierdza Mrocznego Władcy, więc znowu nie potrzebujemy żadnych skojarzeń z Śródziemiem, żeby rozpoznać to jako generyczną twierdzę Mrocznego Władcy i nic więcej praktycznie.
3268:  I Sildur też umarł w trzy minuty w Lord of the Rings, tak, ale tam był prolog, który ustanawiał ci całą prehistorię, tutaj nie masz takiego prologu, który ustanawia ci prehistorię, tam była cała opowieść, zauważcie, a tutaj mieliście tylko kadry i cięcia, kadry i cięcia.
3280:  Narracja pozakadrowa była w zasadzie niepotrzebna od samego początku, ale oczywiście zrobiono to po to, też słusznie rozpoznajecie, żeby osadzić to w Władcy Pierścieni jeszcze bardziej.
3290:  I cała ta scena jest po to, żeby Galadriela znalazła na stole mroczny znak Mrocznego Pana, co jak wiadomo jest tropem znanym z Pottera, ale z jakiegoś względu tutaj migrowało, nie mam zielonego pojęcia dlaczego.
3304:  Utumno brzmi jak wieś w województwie podlaskim.
3306:  To będzie znak, który często będziecie widzieć.
3309:  Fun fact, jeżeli zobaczycie sobie, to też jest spekulacja kanału Nerd of the Rings,
3313:  Jeżeli zobaczycie sobie na to, jak wygląda ten znak, taki powiedzmy trójząb, to bardzo podobnie wygląda sam Mordor, prawda?
3321:  Więc jest taka spekulacja fanowska i teoria, że znak Saurona to jest tak naprawdę...
3329:  prospekcja, jak się mówi w teorii narracji, czyli foreshadowing tego, co będziemy mieli w późniejszej fazie fabularnej, więc powstanie Mordoru.
3338:  I szczerze powiedziawszy, to jest coś, co mnie najbardziej interesuje z całego Rings of Power, to znaczy chciałbym zobaczyć, jak powstaje Mordor i są pewne przesłanki, o czym za moment, że rzeczywiście tego doświadczymy.
3349:  Dobra.
3350:  Idąc dalej, mamy tutaj walkę z trollem mroźnym, ponieważ trzeba było pokazać jak elfy walczą i jak waleczna Galadriela jest waleczna i jest waleczna, zobaczcie jak ucieka przed strasznym trollem, zobaczcie jak sieka trolla.
3367:  ojej, straszny, mroczny troll i sieka go w ostatniej chwili i robi sobie wigibasy w tle, żeby pokazać jaka jest waleczna.
3376:  To jest tylko po to ta scena, ona niczemu nie służy, nic nie wiemy na temat Saurona, nic nie dowiadujemy się więcej, wiemy tylko, że są trolle, więc małe trolle i duża powódź, to jest to, co nas czeka na północy Forodwaith, krainy, którą fani chcieli zobaczyć od lat, która nie została zagospodarowana przez Tolkiena w żaden sposób, można było to zrobić.
3395:  I tutaj przechodzę znowu, mam bardzo dużo dygresji dzisiaj, do tego, co jest mi strasznym problemem.
3400:  Jeżeli nie mamy praw do fabuły, a mamy prawa do świata, to wypełniamy miejsca puste.
3406:  Zobaczcie, ile na tej mapie, powiedział Krzysztof, nie pokazując mapy, jest miejsc pustych, dosłownie.
3413:  Możemy osadzać fabułę wszędzie praktycznie.
3416:  Run nigdy nie była żadna fabuła.
3418:  W Kandzie, w Haradzie, w Umbarze.
3421:  na północy, w Forod Wave właśnie.
3423:  Dlaczego tam nie ma fabuły?
3424:  Dlaczego przenosimy się w którymś momencie do Lindonu i od Eregioru?
3428:  Nie mam zielonego pojęcia.
3429:  Ale najwyraźniej jestem za głupi i dowiem się dopiero w toku fabuły.
