Kulturalny roast RINGS OF POWER | Co nie wyszło i dlaczego?
🔗 https://www.youtube.com/watch?v=mik_Its55To
DS (Dominika Skoczeń, Czerw Fantastyczny)
KMM (Krzysztof M. Maj)
WB (Wojciech Bryk, RuBryka Popkulturalna)
MK (Marcin Kończewski, Koń Movie)
ML (Michał Lipiński, Ponarzekajmy o Filmach)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

0:  Dziękuję.
2483:  DS - Na stypie jest jedzenie.
2487:  DS - To, co mi chyba najbardziej przeszkadzało, to plastikowość wszystkiego, dlatego że właśnie ten serial miał tak olbrzymi budżet.
2498:  DS - Ja pamiętam, jak we Władcy Pierścieni Jacksona oglądałam te Behind the Scenes i tam pokazywali, jak oni z tą troską wykuwają po prostu wszystkie miecze i przygotowują zbroję kolczugi.
2513:  DS - Wszystko było bardzo dopracowane.
2514:  DS - Na pewno były tam też błędy, no ale jak tak sobie oglądaliśmy, to one się nie rzucały w oczy.
2519:  BFP - I też trochę prowizoryczne działanie im pomogło.
2522:  BFP - Myśleli, no tak jak w legendarnych filmach, jak chociażby Alien Ridleya Scotta, trzeba było improwizować.
2528:  BFP - To bardzo pomogło, jeżeli chodzi o jakość produkcji.
2530:  BFP - Przepraszam, że tak ci się wciąłem, ale...
2533:  DS - Natomiast tutaj dla mnie stroje są naprawdę, naprawdę słabe.
2539:  DS - Porównując to choćby do Rodu Smoka, te dwa seriale idą równocześnie, więc trudno nie porównywać tych dwóch produkcji.
2545:  DS - Ja po prostu nie mogłam, dla mnie to psuło scenę.
2549:  DS - Na przykład mamy epicką scenę wyjazdu na wojnę Numenoru, gdzie żołnierze idą ulicami, wszyscy ich podziwiają, rzucają im tam kwiaty pod nogi, a ja widzę,
2559:  DS - że wszyscy, ale najbardziej to akurat było widać na Królowej.
2561:  DS - Królowa ma zbroję, ma tutaj jakieś naramienniki, ma na pierśnik, a na rękach ma po prostu koszulkę termiczną, która ma nadrukowany wzór kolczugi.
2571:  DS - Znaczy to chyba nie była kolczuga, tylko takie płytki, no ale w każdym razie to jest koszulka, która się mnie i to po prostu widać.
2577:  DS - Normalnie, albo na przykład harfuty, które mają swoje wózki i te wózki mają taką współczesną siatkę maskującą zarzuconą na to.
2585:  DS - Takich drobiazgów jest strasznie dużo we wszystkich scenach,
2589:  DS - plastikowe zbroje na przykład, które nie wyglądają realistycznie.
2593:  DS - I normalnie u mnie ten zarzut byłby znacznie niżej.
2596:  DS - Pierwszy byłby zarzut storytellingowy, natomiast ponieważ właśnie tu jest tak olbrzymi budżet, to moim zdaniem jest to największy grzech, bo było ich stać na to, żeby zrobić to dobrze i to nie jest tak, że się nie dało.
2608:  DS - Natomiast drugi największy zarzut jest dla mnie właśnie storytellingowy ja osobiście.
2616:  DS - Byłoby to bardzo miłe, gdyby pierścienie władzy były wierne oryginałowi, władcy pierścieni i wszystkim innym dziełom, natomiast...
2626:  DS - Ja nastawiałam się przede wszystkim na dobrą historię, to co mówił wcześniej Krzysztof, na rozrywkę, że obejrzę to z przyjemnością, że to będzie ciekawe, będzie wciągające, będą emocje, będę lubić tych bohaterów, będę lubić Harfutów wszystkich i że będę miała jakieś satysfakcjonujące zakończenie, jakiś punkt kulminacyjny.
2642:  DS - Natomiast na tym serialu można się najzwyczajniej w świecie wynudzić, można się na nim rozczarować, nie ma tu dobrego scenariusza pisarstwa wcale.
2652:  BFP - Ja chciałem nawiązać do jednego komentarza.
2655:  BFP - Gracjan Spes w Emocjach napisał, że Amazon powinien zostać zrównany z ziemią, a miejsce to posypane solą.
2661:  BFP - Ciekawe jakie miejsce, bo to sporo miejsc, szczególnie w chmurze.
2664:  BFP - Solą, siarką i zalany szambem potomkowie Tolkiena powinni im wytoczyć sprawę o zniesławienie.
2669:  BFP - Smiley face.
2670:  KMM - Sól i siarka są zbyt cennymi surowcami.
2672:  BFP - To zabawne, bo potomkowie Tolkiena właśnie przysłużyli się temu w dużej mierze i to oni mieli wpływ na to, że Jackson nie był w to zanieczyszczony.
2680:  KMM - Znaczy konkretnie to Simon Tolkien, Filip, bo Christopher Tolkien, mogę ci zagwarantować w tym momencie, no prędzej by pozwolił, żeby ciągnik po nim przejechał, niż żeby cokolwiek było ekranizowane.
2691:  KMM - Przypominam, że Christopher Tolkien twierdził, że
2694:  KMM - On odwraca ze wstydem głowę od ekranizacji Petera Jacksona.
2697:  KMM - Nawet się wyśmiewałem z tego jego wywiadu dla Le Monde, który kiedyś zrobił.
2701:  KMM - Więc mam wrażenie, że tutaj zadziałały dwie skrajności, tak zupełnie serio mówiąc.
2705:  KMM - Przepraszam, że się tak wcinam, ale to jest ważny wątek, myślę.
2708:  KMM - To znaczy Tolkien i state generalnie rzecz biorąc jest zainteresowane jednym, pieniędzmi.
2712:  KMM - Mój znajomy Tolkienista, nie będę mówił nazwiska oczywiście, kiedyś chciał przetłumaczyć list Tolkiena, nieprzetłumaczony jeszcze, powiedzieli mu 40 tysięcy funtów, a on mówi, ale to jest na potrzeby naukowe dla moich studentów, 40 tysięcy funtów.
2722:  KMM - Oni nie mają innych wartości.
2724:  KMM - A Simon Tolkien był na takiej zasadzie, okej, boomer już nie żyje, to ja sobie mogę wreszcie zarobić.
2729:  KMM - Więc to myślę, nie poszukiwałbym tutaj absolutnie żadnego oparcia, jeżeli chodzi o Tolkien Estate.
2736:  KMM - To jest paskudna instytucja.
2738:  BFP - Tak, która jakby... No tak, dokładnie.
2742:  BFP - Nie będę tu wchodził w ten wątek, oddam głos Wojtkowi.
2744:  BFP - Twój, no taki...
2748:  BFP - najbardziej dobitny zarzut względem tej produkcji?
2754:  WB - Ten jeden punkt, z którego można wyciągnąć wszystkie pozostałe, przeraża mnie, że grupa dorosłych, kreatywnych ludzi nie była w stanie zauważyć, że to, co zrobili momentami po prostu jest, że coś jest tam nie tak, że te wątki się nie kleją, te dialogi źle brzmią, te sceny, w której Galadriela w zwolnionym tempie jedzie konno i się szczerzy.
2778:  WB - Ona po prostu nie wyglądała korzystnie na tym ujęciu, ale jednak tam była masa ludzi bardzo dobrze opłaconych i nikt, może ktoś uznał, ale tego ktoś inny zdecydował, że jest spoko, nie zauważył, że to po prostu nie gra.
2792:  WB - I w tym
2794:  WB - W całym sezonie mamy całą masę takich pierdółek, takich mniejszych, większych rzeczy, niecisłości, drewniane dialogi, idiotyczne momenty, niespójność, przeskoki, w ogóle bohaterowie zmieniający swoje postawy i przekonania w ciągu jednej sceny, no bo fabuła idzie w tym kierunku, więc oni muszą się tam dostosować.
2814:  WB - Tego jest cała masa i tego jest na tyle dużo...
2817:  WB - że to w pewien sposób dyskredytuje serial, że nie mamy teraz w sieci wyrównanej dyskusji zwolennicy kontra przeciwnicy, tylko tych przeciwników, negatywnych opinii jest znacznie więcej.
2828:  WB - Rzadko zdarzają się osoby, które bronią serial.
2831:  WB - Jeżeli bronią, to naprawdę nie mają, rzadko ja widziałem przynajmniej, żeby te argumenty były jakieś solidne i żeby było ich naprawdę dużo.
2839:  WB - I wydaje mi się, że tu jest problem, że mówiliśmy o tym, że różne ekipy nad tym pracowały.
2845:  WB - Super, fajnie pracowały, ale dodatkowo jak zobaczymy ten serial, to ja odnoszę wrażenie, że one pracowały osobno i one się ze sobą nie komunikowały.
2854:  WB - Ktoś pisze tutaj, że Harfutowie są, jesteśmy, trzymamy się razem.
2858:  WB - Matka Nori w pierwszym odcinku mówi jej nie hasaj po lasach, nie zbieraj jeżyn, siedź tu z nami, bo ludzie mają swoje warowne zamki, elfy mają coś tam, a my mamy siebie nawzajem, pomagamy sobie.
2869:  WB - W ten sposób jesteśmy w stanie przetrwać całą tę dzicz.
2873:  WB - A w następnym odcinku chłop łamie, skręca sobie kostkę i już jest już.
2877:  WB - Z rodziną zostań z tyłu, jak przeżyjesz, będzie fajnie, dołączysz do nas.
2881:  WB - Jak umrzesz, to zrób to w fajny sposób, żebyśmy potem przy ognisku mogli się z tego pośmiać.
2886:  WB - Wspominamy przy piwku i jak oni przy tym piwku potem przy ognisku mówili, czekamy na ciebie, to dla mnie brzmiało nie jako takie sympatyczne, jesteśmy razem, tylko to brzmiało jak jakaś groźba.
2896:  WB - Jak ty w życiu pośmiertnym do nas dojdziesz, to my cię jeszcze wpierdol spuścimy.
2902:  WB - I potem jakby okej, spoko, przetrwają najsilniejsi, ale potem wchodzi na pełne i siódmy odcinek, w którym ojciec Nori, który przez dwa ostatnie odcinki z wywieszonym językiem gonił całą karawanę, mimo że w międzyczasie zaatakowały ich wilki, czy raczej hieny z króla lwa.
2916:  WB - I on wychodzi na środek cały na szaro,
2921:  WB - z tym tekstem, jak to szło.
2923:  WB - My nie zabijamy smoków, my nie wydobywamy diamentów i klejnotów, ale jest jedna rzecz, którą robimy najlepiej spośród istot wśród ziemi.
2931:  WB - Wspieramy się.
2932:  WB - No tylko tu kurwa nie.
2934:  DS - On chciał powiedzieć kłamiemy, tylko się przejęzyczył.
2937:  WB - Gdzie ty masz rozum i godność niziołka?
2939:  WB - No przecież to się nie zdarzyło.
2943:  WB - Zapamiętam.
2945:  KMM - Rozum i godność ziołka to jest przepiękny tekst.
2948:  WB - Tutaj z jednej strony mamy jedną rzecz, a pogodzimy się z tym, że to się zmieniło w międzyczasie, a potem wchodzi scena, w której oni nam próbują wmówić, że Harfutowie jednak się wspierają.
2957:  WB - Tylko, że my widzieliśmy do tej pory przez te kilka godzin, jak ten wątek wracał, że oni wspierają się, mają na siebie wywalone.
2963:  WB - Więc taka niespójność, że ktoś nie pochylił się nad tym i powiedział, no ej, ale tutaj coś nie działa.
2967:  WB - I to jest chyba taki główny zarzut, bo gdyby ktoś się nad tym pochylił,
2971:  WB - i wyłapał te kilka rzeczy, no to dzisiejsza, myślę, że dzisiejsza dyskusja mogłaby być bardziej wyrównana.
2978:  KMM - Ale wiesz Wojtek, myślę, że to jest właśnie tak, że serial nie pokazywał nam, co bohaterowie czuli ich akcjami, ich poczynaniami, ich działaniami, tylko był jeden wszechwiedzący narrator, którego nigdy nie był, on powinien był zostać nazwany pan scenarzysta, który wyjaśnia dzieciom, jak w tych jasełkach i w tym teatrzyku, co postaci myślą, co postaci czują i tak dalej.
2998:  MK - Szanuj jasełka, szanuj jasełka.
2999:  BFP - Tak jest.
3000:  BFP - Ja chciałem już oddając głos Michałowi przeczytać dwa komentarze, ale to jest dokładnie to, co miałem na myśli, że ten serial robi tak wiele, żeby osiągnąć tak marny efekt i co z tego, że przez tak wiele, rozumiem, było dwóch showrunnerów, było jedenastu scenarzystów, był największy budżet w historii produkcji telewizyjnych
3020:  BFP - Jak mogły przejść takie rzeczy?
3021:  BFP - Gdzie była kontrola jakości, gdzie był jakiś dokument z wizją, gdzie były spójne założenia produkcji, trzymania się pewnych rzeczy, już pomijając to, że po prostu są sceny, które są nielogiczne, jak z tymi nieszczęsnymi końmi, które się nagle pojawiają, czy tymi końmi, których właśnie brakuje, kiedy elfy sobie idą z jednego miejsca na drugie i w sumie to jest kilkaset czy kilka tysięcy kilometrów, ale wiadomo, zrobili sobie taką przechadzkę.
3045:  BFP - Przeczytam dwa komentarze, bo...
3047:  BFP - To są właśnie te rzeczy, które nawiązują do tego, co może zawiodło.
3050:  BFP - Tessok1978 pisze, że myślę, że codziennie ktoś dobiegał do scenariusza, przewracał stronę i dopisywał swoje pomysły.
3057:  BFP - Po tygodniu bez sprawdzania dali do realizacji, to by wszystko tłumaczyło odnośnie chaosu, jaki panuje.
3062:  BFP - I ja muszę powiedzieć, to nie jest zupełnie nierealne, nierzeczywiste.
3067:  BFP - Największe problemy w zarządzaniu, jakie ja widziałem, nie wynikają z tego, że znajdują się tam ludzie na niewłaściwych stanowiskach, czy brakuje talentu, czy kompetencji.
3074:  BFP - To procesy zawodzą.
3076:  BFP - Komunikacja i procesy i przepływ informacji.
3078:  BFP - I druga rzecz to jest...
3083:  BFP - Madde Axolotl pisze, jedną z największych wad serialu to jest brak atencji do detali, czy to w wątkach, w strojach, w kontynuacji, rozumiem, że chodzi o spójność, nic nawet nie potrafili subtelnie, nawet nie potrafili subtelnie wprowadzić Mordoru i to jakby też całkowicie się po tym...
3099:  BFP - podpisuje.
3100:  BFP - Jeszcze Szymon Rogowski pisze, ja liczyłem, że w ramach tego wątku zostanie wytknięta hipokryzja Harfutu.
3104:  BFP - Spokojnie, jakby już to właśnie zrobił, wydaje mi się Wojtek.
3108:  BFP - A Sadok nie zostanie opuszczonym przez Nori i tym samym zmieniono postępowanie całego szczepu.
3112:  BFP - Ale oddaję głos Michałowi.
3116:  ML - Ja tylko powiem, że ja jestem zaskoczony, że wy jesteście zaskoczeni, że taka wysokobudżetowa produkcja nie ma jakiejś kontroli jakości, bo jak ja myślę o blockbusterach i tym, co recenzuję na co dzień, chodząc do kina, czy filmy, czy seriale, to w większości to jest gówno.
3132:  ML - W większości to jest jakiś absolutny burdel, typu tam ostatnie Gwiezdne Wojny, czy jakieś Obi-Wan, nie?
3137:  ML - Takie, jakby dali to naprawdę dobrym scenarzystom, to ja wtedy bym był zaskoczony, że wiecie, że tak, dali to jakiemuś, komuś to wie, jak pisać scenariusz, a nie bandzie tanich, wiecie tam, 25-latków.
3147:  BFP - Amatorów, no bo powiedzmy sobie też pros, amatorów jednak, nie profesjonalistów z dużym doświadczeniem.
3152:  ML - No tak, tak.
3152:  ML - Więc ja tak jakby nie jestem zaskoczony.
3156:  ML - Totalnie.
3157:  ML - Natomiast dla mnie odpowiedź jest też bardzo prosta, to też może odmienne.
3161:  ML - Problemem tego serialu największym, jak dla mnie, jest scenariusz właśnie.
3165:  ML - I mówiąc scenariusz, to jest też taki szeroki temat, ale większość tych rzeczy, o których tu mówicie, że coś nie działało, to jest scenariusz.
3172:  ML - I to jest scenariusz i w makroskali, i w mikroskali.
3176:  ML - To jest może też, może tutaj dodam od siebie, żeby nie powtarzać po was, bo wy
3179:  ML - powtarzacie dużo takich mikro rzeczy, że tam jakaś jedna scena, gdzieś głupio było napisane, ktoś głupio odpowiedział i pełna zgoda, jest tutaj absurd na absurdzie, każdą scenę można rozłożyć na łopatki, ale dla mnie największy problem i to jest taka właśnie z góry, jakby serial był skazany na porażkę, to to jest w makroskali historia, to znaczy bohaterowie są wrzuceni jak takie
3202:  ML - figurki na planszę i grzęzną w błocie, każdy wątek nie idzie w żadnym kierunku, każdy wątek, żaden bohater się nie rozwija.
3209:  ML - Wszyscy mówimy o tej relacji Durina i Elronda, bo to jest w ogóle jedna relacja, która ma jakikolwiek sens, że jest dwóch starych kumpli i tak o, nie widzieliśmy się dawno, o, strudną mi z tego powodu, o, to przepraszam, a mnie takie...
3221:  ML - Dwie osoby, które przez 5 minut rozmawiali jak ludzie, nie?
3223:  ML - Znaczy, akurat tu nie ludzie, ale jakaś relacja, cokolwiek się na ekranie zadziało, co może wywołać w widzu emocje i możemy się jakkolwiek zaangażować w ten wątek, nie?
3234:  ML - A tak to w większości to się albo nie dzieje nic, albo relacje nie mają sensu, nie wiem, Galadriela gdzieś tam ciągle wkurzona i trafia do tego Numenoru i jest...
3244:  ML - żąda czegoś od tych ludzi, gdzie to nie ma sensu w ogóle, nie?
3247:  ML - Jest wściekła, tak jakby jej się należała pomoc.
3249:  ML - Zresztą każdy wątek w ten sposób, nie no.
3251:  ML - Poza tym wątki wszystkie prowadzą, jakby już tak znając całość, pójdziemy od tyłu, prowadzą do takich, jakby to powiedzieć, takich nostalgia bait konkluzji, co na przykład właśnie Obi-Wan też robił, chociażby z seriali dawno, żeby nie sięgać.
3269:  ML - czyli ten stary numer pod tytułem, a, zobaczyłem miecz świetny, więc zacząłem bić brawo i tutaj jest na zasadzie, co my mamy, jak, czy my możemy żonglować w tym serialu i tak sobie pomyśleli, no dobra, mamy Mordor, mamy Saurona, mamy Gandalfa, więc w lore jest na pewno mnóstwo rzeczy, ale wiecie, ja akurat nie znam, oni też nie, więc myśleli trochę na zasadzie, no dobra, no mamy Gandalfa, no to co zrobimy, no to, no to niech spadnie z nieba, no, bo ludzie go znają i na koniec powiem jedną kwestię i być taki, o, o,
3297:  ML - zobaczyłem Gandalfa, nie?
3298:  ML - Ale w rzeczywistości to jest wszystko pisanie pod tezę, takie na zasadzie to nie jest jakaś, nie wiem, że jest jakiś prawdziwy, wielki, mądrze napisany świat, gdzie jakieś tysiącletnie kultury i społeczności jakoś tam działają, z tego wynikają, z ich jakichś logicznych motywacji wynikają jakieś czyny, że ci wszczeli wojnę, że ci coś, że ci coś zbudowali i po tysiącu lat coś upadło, tylko to jest takie...
3321:  ML - Wrzucili kilkutysięczny lore w kilka wątków, te kilka wątków wgrzęzło w błocie, żaden się nie przesunął o krok i na koniec ujawnili coś, co my znamy.
3330:  ML - Czyli, że jest Mordor, że jest Sauron, że jest Gandalf.
3332:  ML - I że powstały pierścienie.
3334:  ML - A, no i tak, no i że powstał pierwszy taki, mój Boże, ja sobie wyobrażam, że ja powinienem siedzieć tak, o kurwa, wykuli to.
3340:  ML - A to tak, wiecie, tak... A to reklama długa, to była reklama apartów po prostu.
3347:  ML - Jak ona jedzie na tym koniu, to jest naprawdę reklama.
3349:  ML - I tak naprawdę, ale to dla mnie też w takiej tej średniej skali, to, że każdy wątek stoi w miejscu, to, że ci scenarzyści w absolutnie amatorski sposób jakby...
3359:  ML - powtarzają, powtarzają motywy i sceny.
3361:  ML - Na przykład, że mamy scenę z Gandalfem, nie Gandalfem.
3364:  ML - Ja tak na niego mówiłem od początku, że Gandalf, nie Gandalf.
3366:  ML - Mniej kreatywny niż Hodor, ale...
3370:  ML - reakcji.
3371:  ML - Nie naśmieję się, ale pierwszy czy drugi odcinek, jest scena typu Gandalf nie panuje nad swoją mocą, nie wiemy, czy jest dobry, czy jest zły.
3383:  ML - Dobroduszna harfutka z plemienia psychopatów.
3388:  ML - Nie wie, czy mu ufać, czy nie, ale słucha serca i mu ufa.
3390:  ML - I tak
3391:  ML - To odcinek, taka sama scena, że on coś robi, tak, czy jest dobry, czy jest zły, nie?
3394:  ML - Czy panujecie i takie, no ja wiem, kurwa, od trzech odcinków tą samą scenę i pokazujecie, tak?
3399:  ML - Jakby, a poza tym to ja wiem, że to nie jest gra o tron, więc ja wiem, że on przypadkiem jej nie zabije tą gałęzią, nie?
3404:  ML - Więc to jest taka tajemnica w stylu, czy on przypadkiem zrobi... W grze o tron nie ma nic przypadkiem.
3410:  ML - Ale wiesz, o co chodzi, bo to powinno być tak, że jakby to był taki Game of Thrones styl pisania, to w ostatniej scenie powinno być tak, że ta Harfutka i oni mu zaufali i tak, ja czuję, że on jest dobry, nie?
3420:  ML - He's good, nie?
3421:  ML - A on taki, haha, nie jestem Sauronem, skurwysyny, i jebcie wszyscy Harfuci, wiesz, w kosmos, nie?
3427:  ML - A wiadomo, że tego nie zrobią, wiadomo, że to jest mimo wszystko takie, no, wiecie, no, starają się być klasyczne fantazy, tak?
3433:  BFP - W wersji minimum można było...
3436:  BFP - O, jeszcze będziemy o tym rozmawiali, o tym, co chcielibyśmy zobaczyć, ale w wersji minimum to można by oczekiwać tego chociaż wobec postaci Adara, która mogła zwracać jakąś sympatię, ale ostatecznie nie bardzo nawet potrafiła to zrobić.
3446:  BFP - Natomiast chciałem wyróżnić, już oddając Tobie głos, Marcinie, komentarz Krzyśka R., który łączy się z tym, co przed chwilą powiedział Michał, ale również z tym ważnym
3456:  BFP - Wydaje mi się wywiatem, bo obnażającym pewne rzeczy z Hollywood Reportera, który cytował Krzysztof na początku.
3462:  BFP - Krzysiek R. pisze, ten serial ma tę samą chorobę, co Netflixowy Wiedźmin.
3465:  BFP - Wygląda to tak, jakby scenarzyści szukali w innych filmach i serialach fajnych rozwiązań i ciekawych scen, a potem łączyli je na ślinę i taśmę.
3473:  BFP - I teraz można by powiedzieć, a to takie dywagacje, ale jeżeli coś ujawnia...
3478:  BFP - ten wywiad w Hollywood Reporter, to właśnie ego tych twórców.
3481:  BFP - To właśnie to, że oni są w stanie powiedzieć, no i my chcemy, żeby ten Sauron w kolejnym sezonie to był trochę tak jak Walter White, że on teraz był dobry, a my będziemy widzieli, jak mu te rogi urosły i biegał z tym cepem.
3493:  BFP - Albo, no wiecie, to jest taka droga Tony'ego Soprano.
3495:  ML - Ja to muszę przeczytać, bo w ogóle to jest fascynujące.
3499:  BFP - Zamiast goście czerpać z jakichś, no nie wiem, bardziej zniuansowanego fantazji, z którego powinni bardziej czerpać,
3507:  BFP - sięgają do najbardziej ogranych typowych tropów w telewizji i w kinie, no bo jednak co by nie mówić, ja jestem aspirującym twórcą filmowym, no Nolan to jest moje kino, wiadomo, Nolan to jest dowód na to, że ja dobrze celuję i wysoko jako reżyser, no to to jest takie, to pokazuje właśnie takich młodych ludzi,
3527:  BFP - którzy pozostali młodzi w swoich umysłach i myślą, że przeszczepiając swoje inspiracje i swoje fascynacje na produkcję telewizyjną z największym budżetem w historii, osiągną coś dobrego.
3537:  BFP - Ale to nie wychodzi.
3538:  BFP - Marcin, największy zarzut.
3541:  MK - Mój największy zarzut sparafrazuje klasykę, która jest w przeciwieństwie do Pierścieni Władzy dobrze napisana pod względem fabularnym, czyli sparafrazuje rzecz jasna Park Jurajski.
3554:  MK - Kojarzycie ten cytat Jana Malkolma, który siedząc w restauracji Parku Jurajskiego mówi, czy wy nie widzicie w tym zagrożenia, czy nie widzicie tego, że wy wzięliście dorobek tych największych,
3568:  MK - wspięliście się na czyichś barkach i bezlitośnie teraz sprzedajecie, sprzedajecie, sprzedajecie.
3575:  MK - To jest właśnie cały klik z pierścieniami władzy, bo tutaj jest kompletny brak odpowiedzialności i konsekwencji w budowaniu tego świata.
3590:  MK - To mnie najbardziej boli.
3591:  MK - To znaczy przez to, że jest ten brak konsekwencji w prowadzeniu wielu wątków, jest ten rozmach, który ewidentnie ich przygniótł.
3600:  MK - Dostali za dużo pieniędzy, dostali zbyt dużo możliwości do tworzenia wątków, które się ze sobą nie splatają, które przez to nie angażują.
3610:  MK - To
3611:  MK - całość kuleje po prostu w najprostszym i najistotniejszym elemencie.
3619:  MK - Ja nie zdołałem się polubić praktycznie z nikim oprócz Durina, którego jest prawie że najmniej w całym serialu, bo tam wyciągnąłem sobie człowieka i jakąś emocję.
3631:  MK - Ta skala mikro i skala makro, o której fajnie wspomniałeś Michał, ona się splata ze sobą właśnie poprzez takie
3639:  MK - dobre, mądre splatanie tych elementów mikro i one się totalnie rozważą tutaj.
3646:  MK - To nawet widać po lokacjach.
3647:  MK - Słuchajcie, we Władcy Pierścieni w tym świecie to, co jest najważniejsze w Lord Tolkiena, to jest naprawdę rozpoznawalny trop poszczególnych krain.
3658:  MK - Na mapie, w lokacjach, w świecie ja naprawdę nie potrafiłem sobie połączyć, w którym punkcie w tym momencie naprawdę są poszczególne postacie.
3668:  MK - To jest niby pierdoła, bo znowu wracamy tak jakby do elementów, które teoretycznie nie są istotne fabularnie, ale jeżeli sobie o tym pomyślimy, to wydaje się, że po prostu są postacie, które nie mają rysów charakterologicznych oprócz tego, że mówią patetycznie o pewnych rzeczach i te postacie są rzucone w świat.
3695:  MK - Nie znamy mechaniki tego świata, na dobrą sprawę.
3697:  MK - Nie wiemy na jakiej zasadzie po prostu pewne rzeczy działają, ponieważ oni sobie wykoncypowali trzy rzeczy najprawdopodobniej, do których będą w jakiś tam sposób dążyli i wrzucali te pomysły gdzieś tam pobocznie.
3711:  MK - Przynajmniej tak to wygląda.
3713:  MK - wrzucają sobie jak, nie wiem, na przykład tworząc zupę warzywną, a do smaku mi będzie jeszcze pasowało na przykład troszeczkę marchewki.
3722:  MK - A tutaj będzie, może dodamy jakąś kalarepę i w ten sposób oni dodają poszczególne postacie, elementy, postacie, których w ogóle, tak jak Filip też powiedziałeś,
3732:  MK - Mi się nie chce zapamiętywać ich imion, szczególnie tych nowych postaci, bo one nie angażują mnie jako odbiorcę, jako osobę, która w jakiś sposób stara się angażować w seans, który obecnie ogląda.
3752:  MK - Tutaj jest po prostu brak historii.
3753:  MK - Ten brak konsekwencji właśnie tutaj mnie uderza.
3756:  MK - Braku historii przede wszystkim, nie?
3758:  BFP - Ty powiedziałeś o tych nowych postaciach.
3760:  BFP - Co ja bym dał, żeby się pojawiły nowe postaci?
3762:  BFP - To znaczy, ten serial wszystkie postaci wprowadził na początku i dlatego rozdrobnił się tak w pierwszym odcinku i drugim i był tak nieciekawy, bo nie pokazał niczego, co by je łączyło.
3772:  BFP - Do czego to wszystko prowadzi?
3773:  MK - Nie ma tego spoiwa tutaj.
3774:  BFP - I wprowadzasz, wiesz, masę wątków, masę postaci i why should I fucking care?
3780:  BFP - Ja wiem tylko jedno, Galadriela szuka Saurona.
3783:  BFP - A Sauron był tuż obok i na tym mogłoby się skończyć tak naprawdę, ale nie.
3786:  BFP - Było dziesięć innych postaci, które nic nie dawały.
3790:  ML - Krzysztof, nie wiem... Galadriena szuka Saurona, a Sauron był na tratwie cały czas.
3796:  KMM - Zauważcie, jaki to jest schemat fabularny.
3798:  KMM - To jest schemat fabularny z Kubiego Du.
3800:  KMM - No to już brakuje tego kaptura.
3804:  MK - Ja sobie wyobrażam, jak się zdarzy... To uciska.
3808:  ML - Nie, mnie śmieszy, śmieszny.
3811:  MK - A mnie to, powiem wam szczerze, że mnie boli z jednej przyczyny, z jednego powodu, że potencjał w tym jest gigantyczny, ale nawet, popatrzcie, Peter Jackson tworząc Władcę Pierścieni, robił pewne rzeczy tak, że nie były one do końca dobre też.
3828:  MK - A uważa się to, że to jest kino epokowe, ale jeżeli... Kurek gnojku!
3833:  MK - Popatrzcie, wrzucicie sobie wersję rozszerzoną, reżyserską,
3838:  MK - No to popatrzcie, jakie tam są też niespójności, na przykład Aragorn, który odcina łeb posłowi i w ten sposób, nie wiem, mi się to kompletnie gryzie w całym charakter arku postaci Aragorna, bo człowiek, który jest emanacją honoru, rzuca się na świętość, cokolwiek by mu nie powiedział ten poseł.
3857:  MK - No i tutaj sprytnie ktoś zauważył, ej słuchaj, Piter, ty się kurczę troszeczkę rozpędziłeś,
3862:  MK - wiesz co, zatrzymaj się, my to nie damy do wersji finałowej, która będzie w kinach jednak, bo to jest za dużo.
3869:  MK - I tam jest kolejna rzecz z tymi własnymi piratami i tak dalej.
3873:  MK - Bardzo fajnie zaskoczyło to właśnie w wersji finałowej, że my mamy element zaskoczenia, że oni się pojawiają pod Gondorem, a tam to jest bardzo mocno rozwokowane, ten atak na piratów, to wszystko jest pokazywane.
3884:  MK - i brakuje tutaj tego elementu zaskoczenia, też wydaje się, że oni uciekają te duchy w wersji rozszerzonej.
3890:  BFP - Muszę cię tutaj uciąć Marcin, bo chcę dać jeszcze głos Krzysztofowi, zanim wejdziemy sobie do szczegółowego takiego rozmontowywania tych rzeczy, które poszły nie tak, bo ładnie ujął to w zasadzie
3902:  BFP - I Wojtek i Michał powiedzieli, ja powiem o rzeczach, które można rozłożyć potem na wszystkie pozostałe.
3908:  BFP - Scenariusz przede wszystkim.
3910:  BFP - Krzysztof, twój największy zarzut.
3912:  BFP - Masz szansę zaskoczyć społeczność, mówiąc, że nie chodzi wcale o zgodność z pierwowzorem marketingu.
3918:  KMM - Absolutnie nie.
3919:  KMM - Kwestia jest podstawowa, to znaczy twórcy nie wiedzą, do kogo kierują serial.
3924:  KMM - Z jednej strony kierują go do jak najszerszej społeczności odbiorczej, tak by należało domniemywać po całym marketingu, po tym, że jest to właśnie lajtowo bardzo potraktowane, jeśli chodzi o lore, ale z drugiej strony ja mam wiedzieć, kim jest Morgoth, ja mam wiedzieć, kim jest Galadriel, ja mam wiedzieć, czym jest Lindon.
3943:  ML - Masz wbić brawo, jak się pokaże coś, co znasz, nie?
3945:  KMM - Tak!
