Czy szkoła niszczy dzieci? | Krzysztof Maj
🔗 https://www.youtube.com/watch?v=amsrszmRhQY
KMM (Krzysztof M. Maj)
SP (Szymon Pękala, Szymon Mówi, Wojna Idei)

0:  SP - Hej!
1510:  KMM - Trzeba też zlikwidować oceny, bo skoro nie ma egzaminów, to po co średnia ocen?
1516:  KMM - I tutaj napotykamy na poważny problem, to znaczy na 80% społeczeństwa, które mówi, że tego się nie da zrobić.
1524:  KMM - To się da zrobić oczywiście, tylko że trzeba by zmienić całkowicie myślenie na ten temat.
1529:  KMM - Prosta sprawa.
1530:  KMM - Po co są matury?
1531:  KMM - Żeby się dostać na studia.
1532:  KMM - Aha, czyli likwidujemy matury i wprowadzamy egzamin na studia.
1534:  KMM - Nie, nie wprowadzamy egzaminu na studia.
1536:  KMM - Na studia może przyjść ten, kto to chce.
1539:  KMM - I to jest myślenie, które całkowicie by wywróciło to, co mamy tu i teraz, do góry nogami, ale paradoksalnie nie zmieniłby wiele na samych uczelniach i w samych szkołach.
1549:  KMM - Bo akurat tak się składa, że duża część mojej rodziny pracuje w sektorze technicznym, inżynieryjnym.
1555:  KMM - i na uczelni.
1557:  KMM - I od lat jest ten problem, że ludzie, którzy są wykształceni przez ten nasz wspaniały system edukacji, nie umieją matematyki, fizyki, chemii i trzeba ich tego uczyć na tak zwanym roku zerowym.
1567:  KMM - I wiele bardziej renomowanych uczelni, typu na przykład AGiH, typu Politechniki Warszawska, Krakowska, wprowadzały taki rok zerowy, żeby nadrobić to, czego nie zrobiła szkoła.
1577:  KMM - I wszyscy też dobrze wiemy, że szkoła na poziomie liceum nadrabia gimnazjum, a gimnazjum nadrabia podstawówkę.
1582:  KMM - Teraz liceum nadrabia podstawówkę.
1585:  KMM - Więc już widać, że nie przygotowuję ten system mimo egzaminów, matur i bardzo ścisłej kontroli do tego, żeby faktycznie pójść na studia i mieć tą bazową wiedzę, która pomaga dalej.
1598:  KMM - To oznacza, że nie jest to potrzebne, moim zdaniem.
1602:  KMM - I to jest rzecz systemowa, którą bym zmienił i to byłby efekt domina, ponieważ bardzo dużo rzeczy trzeba by było zmienić nagle, więc...
1610:  KMM - Wracam do systemu naczyń połączonych, ale równocześnie moim zdaniem większość z tych patologii, które są nakreślane, patologii ogólnie o charakterze psychofizycznym i patologii, które prowadzą do zwyszkującej depresji, wywątpienia w siebie,
1629:  KMM - studentów, którzy mówią wprost podczas zajęć, że oni są niczym.
1634:  KMM - To są przerażające tezy, bo to są tezy ze strony ludzi, którzy zostali w tym systemie, więc trzeba sobie zadać pytanie, co z ludźmi, którzy na przykład nie poszli na studia, jak oni myślą o swoim wykształceniu, jaki to ma wpływ na relacje międzyspołeczne, a to jak głosują i tak dalej, i tak dalej.
1648:  KMM - Więc to jest zmiana systemowa, natomiast to, co można robić tu i teraz, to jest między innymi też to, co ja robię, to
1654:  KMM - starając się wykorzystywać sytuację, tak?
1657:  KMM - To znaczy pierwsza sytuacja, którą można było wykorzystać, można było i tego nie zrobiono, to była pandemia.
1663:  KMM - Edukacja zdalna, nauczanie hybrydowe.
1665:  KMM - Przemyślenie na przykład tego, czy aby na pewno wszystkie przedmioty wymagają tego, żeby być w formie stacjonarnej i nie mogą być w formie podcastowej.
1675:  KMM - Jeżeli to byłaby świetna gawęda historyczna, nie muszę Cię przekonywać, że dobrze zrobiony materiał na YouTubie ze świetnymi infografikami
1683:  KMM - potrafi zrobić, nie wiem, taką robotę jak trzy lekcje historii.
1687:  KMM - Więc pewne rzeczy można było zmienić i nie zostało to zmienione.
1691:  KMM - A myślę, że jest bardzo duży potencjał po temu, żeby otworzyć edukację na też alternatywne metody kształcenia na odległość, na serwisy typu Brilliant, Coursera, Skillshare i tak dalej.
1701:  KMM - Tego jest bardzo dużo.
1702:  KMM - Włączanie aplikacji do procesu nauczania tak samo.
1705:  KMM - A tymczasem
1706:  KMM - Wszyscy pamiętamy, jak wygląda typowa lekcja, to znaczy 10 minut sprawdzania obecności, 10 minut pytanie, 5 minut jakiejś sprawy organizacyjnej, zostaje 15 z tych 45, albo 20, albo 25, w najlepszym przypadku zostawało pół godziny, dlatego pamiętam lekcje bardzo często łączone w półtora godzinne, język polski jeden po drugim.
1723:  KMM - bardzo często był za moich czasów, chociaż teraz dalej jest.
1726:  KMM - I druga rzecz, którą można robić, żeby zdehermetyzować od wewnątrz ten system poza wykorzystywaniem tego, co się dzieje tu i teraz i staraniem się na własną rękę wprowadzenia różnych rzeczy, co też to nauczyciele bardzo często robią, ale nie wszyscy niestety, bo nie ma zachęt do tego systemowych,
1741:  KMM - to tutoring, to znaczy indywidualne podejście do klasy, albo do ucznia, albo do grupy zajęciowej.
1749:  KMM - Nie na zasadzie takiej, że jeżeli będziecie dobrze się zachowywać, grzeczne dzieci, to wtedy damy wam piątki, tylko na zasadzie takiej, my się zobowiązujemy do czegoś jako grupa,
1759:  KMM - Wykładowca albo nauczyciel się do czegoś zobowiązuje, podpisujemy kontrakt tutorski, nie trzeba to robić w formie fizycznej, ale zgadzamy się co do pewnych rzeczy i złamanie tych zasad skutkuje tym, że nie będziemy mogli realizować wspólnego projektu, nie jakiejś podstawy programowej, nie jakiegoś apriorycznie narzuconego tematu, tylko tego, co sami sobie założyliśmy.
1778:  KMM - Co też przesądza o tym, że musiałby być zwiększony wpływ i studentów i uczniów na to, czego są nauczani.
1785:  KMM - I jestem głęboko przekonany, że byłoby to sensowne, oczywiście im wyżej w edukacji, bo w edukacji licealnej i uniwersyteckiej jest to już bardzo sensowne, w edukacji podstawowej z oczywistych względów taki udział byłby niższy.
1798:  KMM - No bo dopiero się też wdrażamy do tego wszystkiego i też pamiętajmy, że edukacja podstawowa w sensownych, rozwiniętych demokracjach typu skandynawska, typu Singapur, to są stałe przypadki, przykłady systemów edukacji, które działają dobrze, ale one nie są stałe dlatego, że wszyscy je cytują, tylko stałe są dlatego, że tam się daje najwięcej kasy.
1818:  KMM - Bo to, no niestety...
1819:  KMM - To kosztuje i to bardzo dużo kosztuje, żeby zrobić szkołę, w której się można bawić, w której można wykorzystywać i nową technologię i alternatywne techniki nauczania.
1828:  KMM - Naprawdę najtańsza rzecz, jaką można zrobić to jest kreda, tablica i 45 minut.
1832:  KMM - To jest jasne.
1834:  KMM - I zawsze też będę powtarzał, że póki nie będzie zwiększonych nakładów na naukę i edukację, to nie mamy co marzyć nawet o zmianach.
1839:  KMM - ale można próbować.
1841:  KMM - Są na przykład, nie wiem, możliwość kupna flipchartu albo nawet walnięcia na tę nieszczęsną kredową tablicę karteczek, na których ludzie będą pisać różne rzeczy.
1850:  KMM - Są takie techniki nauczania, które jakoś aktywizują grupę.
1853:  KMM - Przede wszystkim też rezygnacja z tego układu parafialnego, który jest.
1857:  KMM - ambona, gdzie jest kaznodzieja, który wygłasza prawdy objawione i ludzie, którzy słuchają w rzędach.
1862:  KMM - Bo naprawdę przestrzeń wpływa na to, jak myślimy.
1865:  KMM - I potem bardzo ciężko jest sprawić, żeby ludzie, którzy nagle wyjdą na tę ambonę, przezwyciężyli lęk, że oni przemawiają przed publicznością nagle i są autorytetem.
1873:  KMM - A jeżeli nie byłoby tej nierównoległości, która przydaje się w Kościele, czy przydaje się na ambonie właśnie dlatego, że tam chodzi o ogłoszenie prawd objawionych,
1883:  KMM - W szkole absolutnie o to nie chodzi.
1885:  KMM - W szkole chodzi o wypracowanie pewnego konsensusu.
1887:  KMM - Ta przestrzeń ma bardzo duży wpływ.
1889:  KMM - To jest trzecia rzecz, którą możemy zrobić, czyli organizacja naszej przestrzeni pracy.
1893:  KMM - Nie tylko dotyczy szkoły, nawiasem mówiąc, bo ja nie widzę powodu, dla którego uczelni nie może być tak samo jak w jakichś postępowych bardziej korporacjach.
1902:  KMM - Pufy, kanapy zamiast nieszczęsnych krzeseł i stołów, które są oczywiście ustawione w rzędach, albo nawet opcja mniej korporacyjna, to znaczy stół taki warsztatowy, przy którym siedzimy wszyscy patrząc sobie w oczy.
1916:  KMM - To jest coś, co ja sam przetestowałem, jak robiłem konferencje naukowe.
1918:  KMM - Zupełnie inaczej się kształtuje dyskusja, jak jest okrągły stół, a zupełnie inaczej, jak jest ten tradycyjny pruski układ.
1925:  KMM - Czyli podsumowując, trzy aspekty.
1928:  KMM - Rezygnacja na poziomie systemowym z ocen i z programów nauczania, podstaw programowych i egzaminów, bardzo utopijny pomysł.
1935:  KMM - Druga rzecz, mniej utopijna, to jest otwarcie się na to podmiotowe traktowanie ucznia.
1941:  KMM - na metody tutoringowe, na elementy też, które możemy zaczerpnąć ze szkół demokratycznych, czy Montessori i tak dalej.
1948:  KMM - I trzeci element, organizacja przestrzeni, zupełnie inna.
1951:  KMM - I to nie musi być oczywiście też przestrzeń fizyczna, tylko teraz przypominam sobie jedne z lekcji, które ja zapamiętałem na przykład dobrze, typu wyjście do parku.
1959:  KMM - Ludzie w ogóle nie uwierzyli, że coś takiego jest możliwe.
1962:  KMM - Więc to są te dwie rzeczy, które da się zrobić.
1965:  KMM - Ta pierwsza zdecydowanie wymaga więcej pracy i nakładów finansowych.
1969:  SP - Wiadomo.
1971:  SP - Wiesz co, tak.
1971:  SP - I teraz myślę, że też możemy dojść do tego, co ja mam wrażenie, że mi osobiście odrobinkę zgrzyta w niektórych właśnie proponowanych przez ciebie rzeczach, bo mam wrażenie, że z tego wyłania się taki bardzo optymistyczny, że tak powiem, pogląd na ucznia czy studenta i tak dalej.
1990:  SP - Ponieważ o ile wiesz, wiele, prawie wszystkie myślę, że te problemy są słusznie wypunktowane, to
1999:  SP - Wydaje mi się, że trochę zbyt optymistycznie malujesz obraz, w którym dzieci nie potrzebują tych właśnie w miarę określonych ram i ocen i tak dalej i tak dalej.
2010:  SP - I wydaje mi się, że może to po części wynikać z tego, bo ty uczysz na uniwersytecie, prawda?
2016:  SP - Na Agiechu zdaje się, o ile dobrze pamiętam.
2018:  SP - I wiesz, jak piszesz, że otwarcie się na rozmowę z uczniem, ze studentem potrafi wyciągnąć z nich bardzo te sensowne uwagi i coś, co odpowie na ich potrzeby i tak dalej.
2029:  SP - Ja nie wątpię, że tak jest, ale masz wyselekcjonowaną grupę.
2033:  SP - To nie jest przekrój przez uczniów szkoły.
2038:  SP - Mam pewne obawy, czy tego typu rzeczy da się przełożyć na szerszą grupę, ponieważ na uniwersytecie to są osoby, które już jednak podjęły same z siebie jakieś zainteresowanie, że tak, chcę się dalej rozwijać, tak, jestem...
2054:  SP - hipotetycznie zainteresowany wiedzą, prawda, i tak dalej, i tak dalej.
2058:  SP - Wiem, że w praktyce to może być różnie, no ale w szkole jest całkiem spora część ludzi, którzy po prostu nie są zainteresowani, oni są tam tylko dlatego, że muszą i oczywiście można powiedzieć, że tak jest, ponieważ ten system jest źle zorganizowany i niewątpliwie część z tych osób by się zaktywizowała, gdyby ten system był inaczej zorganizowany, ale wydaje mi się, że są też takie osoby, które inne zorganizowanie systemu wykorzystałyby do, że tak powiem,
2084:  SP - jeszcze do jak najmniej wysiłkowego prześlizgnięcia się przez nie.
2090:  SP - I wiesz, taki przykład, tak jak mówisz, to jest takie coś, co kilkukrotnie pojawiało się w Twoich filmach, że dlaczego się zabrania dzieciom telefonów na lekcjach używać, kiedy ten telefon jest elementem życia takim, który trzeba wiedzieć, do czego on jest potrzebny, do czego jest zagroźny itd.
2104:  SP - Ale mam pewną obawę,
2107:  SP - że to jest taka, wiesz, taka gruba kreska, że nie, telefonu w szkole nie wyciągamy, no bo ludzie wiedzą, że jeżeli się go wyciągnie na chwilę chociaż, żeby coś tam pokazać, żeby coś tam tego, że jeżeli nie będzie tego zakazu, no to tam będzie pod ławką, czy cokolwiek, prawda, że to wciąga przecież to urządzenie, no i dzieci nie mają przecież samokontroli nad tym, no przecież wiemy, jak wyglądają badania na ten temat, prawda, i jak ludzie, i jak ludzie...
2131:  SP - wsiąkają w to i potrafią... Nawet jeżeli mają dobre intencje, że tak powiem, nie chcieliby tego robić, to drobne dystrakcje potrafią.
2138:  SP - A ktoś napisał, ktoś coś tam zrobił, prawda?
2141:  SP - I się rozpraszamy.
2142:  SP - I były takie badania, które też w tym moim odcinku się jakimś czas temu powtarzały, że...
2149:  SP - Wprowadzanie smartfonów ogólnie w krajach, kiedy się pojawiały, temu towarzyszył spadek w wynikach nauczania.
2160:  SP - Ja wiem, że to jest spadek mierzony tym systemem.
2162:  SP - Ja wiem, że to też jest problem.
2165:  SP - Ale z tego, co zrozumiałem, wyłaniał się taki, że smartfon jako narzędzie
2172:  SP - rozpraszające uwagę dziecka i odciągające od nauki, ewidentnie działa w ten sposób.
2178:  SP - Więc być może właśnie, to jest zbyt trochę optymistyczne patrzenie na to, ale wiesz co, może ja czegoś tutaj nie dostrzegam, ale mam ogólnie...
2187:  SP - To, co ja teraz powiedziałem, to też nie zawiera rozwiązania tego problemu, wiadomo, prawda?
2193:  SP - Ale mam wrażenie, że całe to podejście jest odrobinkę zbyt optymistycznie nastawione właśnie na ucznia, nie wiem.
2206:  KMM - Znaczy powiem ci tak, ja zawsze lubiłem myśleć utopijnie, ale myślenie utopijne nie jest popularne w Polsce od XIX wieku w górę.
2214:  KMM - Jest taka książka o utopię w rozwoju historycznym, gdzie Świętokowski powiedział, że my jesteśmy świetni w konstruowaniu mitów narodowych i w wisekcji przeszłości i wyciąganiu z tego czasem lepszych, czasem gorszych wniosków na przyszłość.
2225:  KMM - Ale nie ma u nas takiej potrzeby konstrukcji pozytywnych i optymistycznych wizji przyszłości.
2230:  KMM - Jeśli już, to są bardzo czarne wizje tej przyszłości.
2233:  KMM - Dystopie u nas kwitły, utopie mniej.
2236:  KMM - Nawet jedyna utopia, która jest pokazywana w szkole jako utopia, czyli Mikołaja Doświadczyńskiego przypadki, nie jest utopią, bo tam ludzi, którzy byli na NIP-u i nie byli szczęśliwi, chcieli z niej uciec, kamienowano.
2247:  KMM - Nie brzmi utopijnie.
2248:  KMM - Koniec dykresji.
2250:  KMM - I...
2251:  KMM - Więc tak, przyznaję się, to jest utopijne.
2254:  KMM - Natomiast jest jeden problem.
2255:  KMM - To znaczy weryfikacja hipotez naukowych wymaga ich przetestowania w polu.
2260:  KMM - Tego nikt nie zrobił.
2261:  KMM - To znaczy te zmiany na tę skalę nie były testowane w Polsce.
2265:  KMM - Były testowane w innych krajach.
2267:  KMM - i miały pozytywne skutki.
2268:  KMM - Tak samo jak były testowane na przykład programy też budzące powszechne oburzenie, redukcji czasu pracy z pięciu dni do czterech dni.
2278:  KMM - Był ten test w Japonii w oddziale Microsoftu robiony i okazał się zbawienny dla właśnie zwiększenia wszystkich wskaźników wydajności i produktywności, mimo że oczywiście ludzie mieli dodatkowy dzień na Netflixa.
2288:  KMM - Jest też takie założenie, że jeżeli wprowadzimy UBI, czyli uniwersalny dochód podstawowy, to ludzie nic innego nie będą robić, tylko będą siedzieć na kanapie i się wylegiwać.
2298:  KMM - Ja miałem taki epizod, mogę mówić ze swojego doświadczenia, kiedy byłem bez pracy, miałem dużo oszczędności, ale miałem stany depresyjne i nie byłem w stanie podjąć pracy i przez okrągły rok nie robiłem nic innego niż odpoczywałem.
2309:  KMM - W którymś momencie miałem ochotę wyć i musiałem zabrać się za jakąś pracę.
2313:  KMM - To może być kwestia indywidualna, ale takich kwestii indywidualnych i podejść indywidualnych może być dużo.
2319:  KMM - Nie testowaliśmy tego znowu na pełną skalę.
2321:  KMM - Kiedyś w gamedecku przybyłka, świetna space opera nawiasem mówiąc, był podjęty problem następujący.
2327:  KMM - Wprowadzimy nieśmiertelność.
2329:  KMM - Świetnie, prawda?
2330:  KMM - No dobra, ale jest jeden problem.
2331:  KMM - Co z emeryturami?
2333:  KMM - Ludzie pójdą na emeryturę, no i przybył jak wymyślił, tak, będziemy mieli okres pracy, potem paręnaście lat emerytury i potem wracamy, druga młodość do pracy z powrotem.
2341:  KMM - Hipoteza, nie?
2343:  KMM - I testowanie w polu, krótko mówiąc, myślę, że może być jakimś pomysłem.
2348:  KMM - Uważam, że przeprowadzono na tyle dużo okrutnych już eksperymentów w edukacji, na przykład na wielu pokoleniach testowano testy, od których teraz się na całym świecie odchodzi, zwłaszcza zamkniętych, natomiast u nas w dalszym ciągu one królują i w Stanach Zjednoczonych także, gdzie...
2362:  KMM - Gdy tymczasem nie są one dobre pod wieloma względami.
2365:  KMM - Są ludzie, którzy nie mają predyspozycji do rozwiązywania testów.
2368:  KMM - Wprowadzono klucze, które całkowicie ograniczały zdolności interpretacyjne.
2372:  KMM - Więc myślę, że taki eksperyment mógłby nie zaszkodzić.
2375:  KMM - Teraz, żeby zaadresuję jeszcze tę kwestię, którą poruszyłeś, jeśli chodzi o smartfony.
2379:  KMM - To jest poważny problem i zauważmy, że my go wszyscy mamy.
2382:  KMM - To znaczy, mimo że...
2385:  KMM - Akurat jak ja się uczyłem jeszcze, to smartfonów na tę skalę nie było w szkołach.
2389:  KMM - W ogóle ich nie było.
2390:  KMM - Były telefony komórkowe, ale nie było smartfonów.
2393:  KMM - Ale już były włączane laptopy i tak dalej.
2394:  KMM - Pamiętam, że na uczelni jeszcze kocą na mnie patrzyli.
2396:  KMM - Ja już notowałem na laptopie.
2399:  KMM - I mnie akurat było to bardzo na rękę i bardzo wygodnie.
2402:  KMM - Oczywiście, że była grupa ludzi, którzy przychodzili z laptopem na uczelni i grali w Heroes 3.
2406:  KMM - Oczywiście, że tak.
2407:  KMM - Ale zapominamy, że bardzo dużo ludzi też ma...
2411:  KMM - Jest multisensoryczna i przebodźcowana i może lepiej nawet zapamiętywać coś robiąc równocześnie, na przykład właśnie grając w grę wideo.
2419:  KMM - Nie wiemy tego.
2420:  KMM - Są też takie przypadki.
2421:  KMM - Znowu jest to bardzo indywidualne.
2423:  KMM - Więc myślę, że w szkole można byłoby nie tyle zabraniać smartfonów, ile if you cannot fight it, embrace it, to znaczy walczyć.
2431:  KMM - wprowadzić smartfony w innej funkcji, na przykład z aplikacjami, które zmniejszają te wyrzuty dopaminowe, które mamy, na przykład poprzez zmniejszenie skali barw do skali szarości i telefony, są takie aplikacje, które sprawiają, że telefon jest cały monochromatyczny i były badania znowuż na ten temat.
2449:  KMM - Tak, tryb szkolny.
2450:  KMM - Były badania na ten temat, masz tryb samolotowy, nie?
2452:  KMM - I były badania na ten temat, że my nie mamy wtedy takiej potrzeby kliknięcia w to powiadomienie.
2457:  KMM - Ja sam mam taką, ja jestem niestety completionist, muszę wszystko mieć wyczyszczone na mapie w grze wideo i to samo mam w świecie rzeczywistym.
2463:  KMM - Ja mam jedno powiadomienie, to ja muszę je przeczytać, muszę, o niego nie może być.
2468:  KMM - I myślę sobie tak, dlaczego nikt mi wcześniej nie dał rady i nie dał, stworzył takiej okazji, żeby z tym walczyć wspólnie właśnie, żeby opowiedzieć o tym problemie.
2477:  KMM - Wiesz, jak rozmawiam z młodszymi ludźmi od studentów i ze studentami, to nie jest tak, że ludzie sobie z tego nie zdają sprawy, że wsiąkają w tyle.
2485:  KMM - Oczywiście, że sobie zdają z tego sprawę, tylko że z drugiej strony trudno walczyć z argumentem, że wiesz, no ja jestem tak przemęczony po 10 godzinach lekcji, ja już nie mam siły nigdzie wyjść, nie mam siły nawet otworzyć gry wideo,
2497:  KMM - tylko po prostu biorę telefon i patrzę i tak spędzam sobie czas, bo już mam dość w łóżku.
2503:  KMM - Więc myślę, że gdyby wykorzystać czas szkolny na to, żeby porozmawiać o tym, jak technologia ma na nas wpływ, to byłoby wręcz zbawienne.
2512:  KMM - Ja osobiście bardzo żałuję, że właśnie tego nie zrobiono ze mną, bo mam różne problemy, z którymi się zmagam, też problemy z organizacją czasu i wolałbym, żeby ich nie było.
2521:  SP - Wiesz co, to jest w ogóle bardzo ciekawa perspektywa, nie, bo ten tryb szkolny to jest temat, który trzeba kiedyś pociągnąć.
2528:  SP - Wiesz co, w sensie ja jestem jak najbardziej otwarty na to, co mówisz, że spróbujmy, nie, że to jest eksperyment, prawda, i że trzeba przetestować, bo się nie dowiem.
2534:  SP - Jasne, to są wszystko, w sensie, jasne, jasne, co nie, to są, to jest jak najbardziej dobre podejście, natomiast też mam wrażenie właśnie, że wiesz, takie rzeczy...
2544:  SP - bo to, do czego się odniosłeś, że na przykład zmniejszenie czasu pracy, prawda, okazało się zwiększać produktywność i tak dalej, i tak dalej, to cierpi na dokładnie ten sam problem, co nie?
2552:  SP - Ponieważ to się bardzo często właśnie cytuje, że patrzcie tutaj w Japonii, prawda, czy w Niemczech.
2557:  SP - W Niemczech w automotive bardzo dużo firm faktycznie ma coś takiego, że mają na przykład 4,5 dnia, albo 4 dni faktycznie roboty i się okazuje, że nadal można płacić ludziom tyle samo, ponieważ oni są bardziej produktywni w poprzednie te.
2572:  SP - Tylko, że niemiecki automotive
2574:  SP - czy japoński oddział Microsoftu to nie jest Biedronka, nie?
2578:  SP - W sensie, czy pani siedząca na kasie, jeżeli będzie siedziała o jedną piątą mniej czasu na tej kasie, to będzie tak samo wydajna?
2584:  SP - Mam wątpliwości.
2586:  SP - W sensie, sama specyfika, wiesz, wykonywanego zawodu, to nie jest praca intelektualna po prostu, nie?
2592:  SP - Bo jeżeli masz pracę faktycznie twórczą, kreatywną, to siedzenie mniejszej ilości godzin w tej robocie, ja byłem przez sześć lat, czy siedem lat programistą, tak?
2600:  SP - Więc tak samo się tutaj i szefowie firm,
2604:  SP - w pełni wiedzieli, że, w sensie mieli wkalkulowane, że przez godzinę, dwie dziennie ten programista siedzi sobie na kanapie, prawda, czy coś tam i gada sobie z kolegami, bo nie da się robić 8 godzin dziennie pracy kreatywnej, twórczej.
2618:  SP - Po prostu to jest, to jest, znaczy są jednostki, które potrafią, prawda, w każdej firmie programistycznej taka była jedna, na której leżał cały projekt, natomiast generalnie rzecz ujmując to jest bardzo, bardzo rzadki przypadek, tak,
2629:  SP - Ale jeżeli ktoś pracuje na magazynie, jeżeli ktoś pracuje na kasie wydrącej itd.
2635:  SP - Po prostu działa to inaczej.
2637:  SP - I wydaje mi się, że tego typu eksperymenty, które na pewnych segmentach społeczności działają bardzo fajnie, przeniesione na ogół społeczeństwa mogą wyglądać już zupełnie inaczej.
2647:  SP - I ponownie, ja jestem otwarty na eksperymentowanie z takimi rzeczami, ponieważ ogromna ilość rzeczy w świecie się zmienia i myślę, że warto, zwłaszcza jeżeli się to robi właśnie w kontrolowany, jakiś mały sposób, a nie robi ogólną zmianę systemu i zobaczymy, co z tego wyjdzie, bo wtedy zwykle komuś dzieje się krzywda.
2663:  SP - Także jasne, natomiast jestem może troszeczkę sceptyczny co do po prostu wyników tego wszystkiego.
2671:  SP - Natomiast wiesz, taka rzecz jeszcze jedna, o której bardzo często mówisz, że odgórnie narzucony system czy tam kanon lektur, prawda, czy ogólnie programu nauczania płynie z tego szereg patologii po prostu, nie?
2685:  SP - I tak,
2686:  SP - Ja się z tym zgadzam i ja bym bardzo chciał, tak jak ty, żeby dało się wszystko organizować oddolnie albo większość, dużo rzeczy, bo to daje większe pole do zaangażowania, do tego, żeby ludzie bardziej odpowiadali na indywidualne potrzeby tych dzieci, z którymi siedzą i tak dalej.
2705:  SP - I ja bym bardzo chciał, żeby to wszystko tak działało, naprawdę, ale ponownie nie wiem, czy to się po prostu...
2712:  SP - czy to się po prostu aż tak by udało.
2715:  SP - Ponieważ zwracając uwagę, że gdy mamy taki autorytarny, można powiedzieć, system narzucania z góry wymagań i listy lektur i tak dalej, no to łatwo powiedzieć, że tak jak w Twoim filmie bardzo słusznie zwrócono uwagę, że jak przychodzi kolejna opcja polityczna, to ona dopasowuje ten kanon lektur i dopasowuje te wymagania do tego, żeby im pasowało.
2735:  SP - Tak żeby wykształcać świadomych wyborców, którzy będą wiedzieli, na kogo trzeba zagłosować.
2739:  SP - Jasne.
2740:  SP - Wiadomo.
2741:  SP - Natomiast
2743:  SP - skąd pomysł, że w oddolnych, że w oddolnie działających systemach nie będziemy mieli podobnych patologii.
2752:  SP - W sensie wiadomo, nie wszędzie, to nie jest tak, że one będą powszechnie, można powiedzieć, że to jest odgórnie, prawda?
2756:  SP - Ale to nie jest tak, że będą powszechnie, ale nie będziemy mieć nauczycieli, którzy...
2761:  SP - korzystając z tego, że mogą robić z tym klasą co chcą, postanowił ich zindoktrynować do jednej słusznej wizji patrzenia na świat.
2769:  SP - A dodatkowo, w momencie kiedy mamy coś takiego i w różnych miejscach robią się różne oddolnie organizowane sposoby nauczania, czy nie jest groźba dojścia do takiej sytuacji, że z różnych szkół wychodzą ludzie kompletnie
2788:  SP - o innym spojrzeniu na świat.
2790:  SP - I oczywiście można powiedzieć, że to dobrze, bo będziemy mieć różnorodność idei w społeczeństwie, ale nie do końca, ponieważ ci ludzie, jak wychodzą do jednego społeczeństwa, to mogą mieć oczywiście różne światopoglądy, ale muszą mieć pewien zestaw zazębiających się idei na temat działania społeczeństwa, żeby mogli w ogóle podjąć jakąś konstruktywną współpracę w ramach firmy, w ramach jakiejś oddolnej działalności, w ramach czegokolwiek.
2812:  SP - Ponieważ jak wychodzą i jeden jest święcie przekonany,
2815:  SP - że każdy podatek to jest kradzież, tak?
2817:  SP - I że, no przykładowo, prawda?
2820:  SP - Że każdy podatek to jest kradzież i każda władza jest opresyjna z definicji i że oni są tutaj tylko po to, żeby tłamsić jego indywidualność, a drugi wychodzi i jest przekonany, że on w zasadzie, że ludzie reprezentują tylko swój interes klasowy i nie ma w ogóle czegoś takiego jak indywidualny interes, ponieważ on zawsze jest mediowany przez ten, ten.
2839:  SP - No to ci ludzie, jak wiesz, nagle...
2842:  SP - zaczynają żyć obok siebie, nie mają wyjścia, muszą być w konflikcie.
2847:  KMM - Ale wiesz, problem polega na tym, że my to już mamy.
2850:  KMM - To znaczy, jeżeli spojrzysz na na przykład na koledze amerykańskie, to zobacz, że z jednej strony wiesz, jakie uczelnie będą cię kształcić w duchu lewicowym, a jakie będą cię kształcić w duchu prawicowym.
2861:  KMM - Dziewczyny
2861:  KMM - Dzisiaj też wiemy to, że jeżeli pójdziemy do jakiejś szkoły prywatnej, to dostaniemy w pakiecie taki zestaw wartości i idei, a jak pójdziemy do szkoły publicznej, to dostaniemy inny, a jak pójdziemy do szkół, które są integracyjne, to dostaniemy jeszcze inny.
2878:  KMM - Więc to już jest.
2880:  KMM - Ja myślę, że to reguluje się wewnętrznie i regulowane jest to,
2884:  KMM - Czymś nad co nie mamy żadnego wpływu, ale myślę, że wiem do czego zmierzasz, to znaczy do problemu akcjologicznego, że jest pewien zestaw wartości uniwersalnych dla danego narodu, społeczeństwa i tak dalej, który jest potrzebny, jak w pewnym pakiecie.
2897:  KMM - Tylko, że to jest bardzo mało przedmiotów jest takich w szkole, które mogą ten problem konkretnie zaadresować i takiego przedmiotu obecnie nie ma.
2907:  KMM - Tak bym twierdził.
2908:  KMM - Jedyny, który jest najbliżej to jest historia, w której nigdy nie ma czasu, żeby opowiedzieć o współczesności.
2914:  KMM - Ja najdalej, zresztą teraz wszyscy dalej to samo mówią, że się dochodzi do 45 roku, czyli pomijamy wojnę w Wietnamie, pomijamy upadek ZSR, pomijamy strasznie dużo rzeczy, które wpływa fundamentalnie na to, co tak, ludzie przez to też nie wiedzą, co się stało podczas obrad do ogromnego stołu, ulegają łatwym narracjom i tak dalej, i tak dalej.
2934:  KMM - Więc takich przedmiotów już nie ma w szkole, ale były kiedyś, to znaczy był w międzywojniu, był podział w gimnazjach na historię literatury
2944:  KMM - I język polski.
2946:  KMM - Na języku polskim się mówi o kulturze, języku, wartościach, gramatyce, sztuce przemawiania.
2951:  KMM - I wtedy możesz do tego wziąć przykłady współcześniejsze.
2954:  KMM - A na historii literatury dajesz dokładnie to, co jest wymagane na maturze.
2958:  KMM - Czyli ten korpus, o którym ty mówisz.
2960:  KMM - To, co trzeba wiedzieć, że był Mickiewicz, że napisał dziady i ochodzi w nich o to i o to.
