LOKI oczarował. Recenzja serialu i rozkmina nad przyszłością filmowego Marvela (z Krzysztofem Majem)
🔗 https://www.youtube.com/watch?v=TzMwu9poJVM
BFP (Bartosz Filip Malinowski, Bez/Schematu)
KMM (Krzysztof M. Maj)

0:  BFP - Loki.
1588:  KMM - Mobius to jest moja druga ulubiona postać tego serialu.
1592:  KMM - Jest absolutnie niesamowity, wielowymiarowy i przede wszystkim to jest godny przeciwnik retoryczny Locke'ego.
1599:  BFP - Tak, jest fenomenalny, to znaczy ja uwielbiam Owena Wilsona i Toma Hiddlestona, którzy się przyjaźnią.
1605:  BFP - I którzy grali już przecież u Diego Allena w One Night in Paris.
1611:  BFP - I oni grali tam obaj i zresztą były takie zabawne filmiki, polecam wszystkim sprawdzić na YouTubie, jak Tom Hiddleston, który słynie ze swojego talentu do impressions, do udawania innych aktorów, innych postaci.
1623:  BFP - to on właśnie wielokrotnie robi impression Owena Wilsona i dostaje challenge jakby to było gdyby Owen Wilson zagrał Lockiego i on wypowiada swoją kwestię z Avengers w stylu Owena Wilsona, która jest absolutnie złota i sam fakt
1640:  BFP - Że Owen Wilson pojawia się u boku Toma Hiddlestona jest meta-joke na niezwykłym poziomie.
1645:  BFP - To jest meta-żart.
1647:  BFP - Że goście, którzy się przyjaźnią, którzy się znają, którzy wzajemnie robią swoje impression, pojawiają się w jednym serialu i Owen Wilson zniszczył.
1654:  BFP - Jest drugim najlepszym aktorem w tym serialu.
1657:  BFP - Jego postać mnie przekonuje, jest przesympatyczna, a mimo to ma taką przewagę nad Bogiem.
1663:  BFP - jakim jest Loki w każdej chwili i tak jak powiedziałeś, jest jego adwersarzem, jest jego rywalem retorycznym i on go zawsze pokonuje czystymi słowami.
1672:  BFP - On po prostu wie, on mówi, no wiem, taki jesteś, no ja wiem, takie miałeś dzieciństwo, no ja wiem, co teraz powiesz.
1679:  BFP - Loki za każdym razem przegrywa z nim.
1681:  BFP - Musi zmienić swoją dynamikę i sposób, musi zmienić swój modus operandi,
1687:  BFP - żeby dotrzymać mu kroku.
1689:  BFP - Musi zacząć być szczery.
1690:  BFP - Musi się wysilić.
1692:  BFP - Musi zacząć patrzeć na siebie introspektywnie.
1697:  BFP - Zrobić pewną wiwisekcję siebie i swoich wspomnień, swoich przeżyć.
1701:  BFP - Więc chciałem jeszcze raz na moment wrócić do Lokiego, powiedzieć, że
1706:  BFP - Wspaniałe, że ten serial pozwala ujrzeć Lokiego z perspektywy, z jakiej jeszcze nie mieliśmy okazji go widzieć.
1711:  BFP - To znaczy widzimy jak Tom Hiddleston może zagrać emocje, które nigdy nie były pisane Lokiemu w oryginalnym Marvel Cinematic Universe.
1718:  BFP - Widzimy rozpacz, widzimy bezsilność, widzimy wstyd, przyznanie się do winy i wreszcie widzimy zakochanie.
1730:  BFP - I tak, powiedz, powiedz.
1731:  KMM - Krótko mówiąc widzimy człowieka.
1733:  BFP - Dokładnie.
1750:  KMM - No, w taki sposób, jakby do dzisiaj zrobili fizycy czy matematycy.
1754:  KMM - I starał się to wyjaśniać w rzeczowy sposób.
1756:  KMM - I tutaj jest podobnie.
1756:  KMM - To znaczy, te wszystkie boskie przymioty Lokiego zostają mu odebrane.
1760:  KMM - Nie włada mocą magiczną już.
1761:  KMM - Po pierwsze, że Loki był magiem od samego początku, jak go widzimy.
1766:  KMM - w lore całego MCU, ale oprócz tego wiemy właśnie, jak powiedziałeś, że Loki był tricksterem.
1771:  KMM - Proszę bardzo, odebrana mu zostaje moc retoryczna, ponieważ Loki oto widzi, że każda z jego złośliwych i ironicznych suplik, którym raczy od samego początku tych aparatczyków z agencji, jest już zapisana wcześniej, to znaczy jest tam takie urządzonko, które wypluwa cały czas scenariusz z wszystkimi tymi tekstami, którymi Loki raczy swoich rozmówców,
1791:  KMM - co sprawia, że on nagle rozumie, że ktoś ma nad nim władzę także retoryczną, że nic, co on wymyśla, tak naprawdę nie pochodzi od niego.
1797:  KMM - Na samym końcu jeszcze traci trzecią rzecz.
1799:  KMM - Oprócz swojej mocy magicznej i mocy retorycznej, traci jeszcze swojej insygnia, to znaczy w którymś momencie po prostu cały ten jego strój zostaje z niego dosłownie zdarty.
1807:  KMM - O, to bardzo szybko, to już w pierwszym odcinku, pozostaje w garniturze do samego końca.
1810:  KMM - To się wszystko dzieje w pierwszym odcinku, to jest przepiękne absolutnie.
1813:  KMM - I później właśnie rozwija się ta dynamika relacji zarówno z Mobiusem Mmebiusem, który jest właśnie tym, powiedzmy, przedstawicielem całej tej agencji.
1822:  KMM - Jest tam ich wielu oczywiście, ale on jest najbardziej wyrazisty.
1825:  KMM - No i oczywiście później zostaje także wprowadzona w jednej z linii czasowych wersja żeńska Lokiego, czyli Sylwia.
1831:  KMM - Mhm.
1832:  BFP - Też chciałem powiedzieć a propos jeszcze Lokiego samego.
1836:  BFP - Ktoś bardzo fajnie napisał w jednym z komentarzy pod recenzją chyba tego sezonu w IGN, że łuk postaci Lokiego jest wspaniały, ale jakby można było go pokrótce opisać, to można by powiedzieć Loki zaczyna...
1851:  BFP - od swojej opcji domyślnej, czyli jest podstępny, bardzo szybko wszystkie karty zostają mu wytrącone z rąk właśnie w TVA i powiedziałeś piękną rzecz, że to jest nawet w tym świecie przestawionym to się objawia przez to, że nie możesz używać mocy w TVA kompletnie, jakby jesteś pozbawiony, więc jakby zaczyna w sposób podstępny, po czym musi stać się błyskotliwy, kreatywny współpracując z TVA, potem staje się zakochany, a na końcu jest zdesperowany.
1879:  BFP - I to całkowicie wybrzusza pewne elementy tej postaci, pewne cechy jej charakteru i cudownie było to oglądać, ale chciałem jeszcze zwrócić uwagę na jedną rzecz.
1890:  BFP - Zauważ, że nawet kiedy jest poza biurem TVA, nawet kiedy może używać tych swoich mocy, to tego nie nadużywa.
1899:  BFP - Jego moce nie są spektakularne, chociaż są bardzo cool, potrafi zmienić się w kogoś innego, potrafi stworzyć iluzję, on tego nie nadużywa.
1908:  BFP - i jest kilka scen gdzie rzeczywiście współpracując z Sylwiem o której zaraz powiemy kilka słów więcej bo naprawdę na to zasługuje nie nadużywa tych swoich mocy jakby nawet jak dochodzi do jakichś scen akcji to bardzo często kończy się po prostu taką typową bijatyką w stylu Indiana Jonesa tak jak na tym statku tak to dochodzi do bijatyki tak jak gdzieś tam w TVA znowu no nie może używać mocy dochodzi do bijatyki jego moce nie są spektakularne ale są bardzo funkcjonalne w tym serialu i
1938:  BFP - Bardzo mi się to podobało.
1939:  BFP - No i powiedzieliśmy już o Sylwii.
1941:  BFP - Sylwia, która jest wariantem Lockiego, jest alternatywną wersją Lockiego, która... I to jest bardzo mocne też.
1949:  BFP - Bardzo mocne.
1949:  BFP - Niedawno robiliśmy recenzję czwartego sezonu Handmaid's Tale.
1954:  BFP - Za co Sylwia?
1956:  BFP - ma zostać wymazana za to, że urodziła się kobietą.
1961:  BFP - Odstępstwem od linii czasu i odstępstwem od tych świętych reguł i tego świętego kanonu tego, jak ma wyglądać Marvel Cinematic Universe jest tylko to, że jest Loki w wersji kobiecej.
1972:  BFP - I to zostaje powiedziane w trzecim czy czwartym odcinku.
1974:  BFP - Ona nie do końca, ona jako dziewczynka została zabrana ze swojego Asgardu i nie wiedziała, dlaczego jeszcze wtedy.
1979:  BFP - Okazało się, że powodem było to, że po prostu urodziła się go dziewczyna.
1984:  BFP - I Sofia Di Marino jest znakomita.
1987:  BFP - Jest po prostu kolejna brytyjska aktorka w Marvel Cinematic Universe, która wypada fantastycznie.
1993:  BFP - Jej postać jest cudownym kontrapunktem, przeciwwagą dla Lockiego.
1997:  BFP - Jej motywacje są bardzo wyraziste.
1999:  BFP - Można zrozumieć jej gorycz, jej...
2002:  BFP - determinację do tego, żeby narobić tyle szkód dla Marvel Cinematic Universe i kiedy dochodzi do ostatniego konfliktu na całym końcu, o którym będziemy mówili, dosłownie zwizualizowanego i zagranego konfliktu między jednym Lokim i drugą Loki, czyli właśnie Sylwią, dlaczego on wybiera taką opcję, a ona nie chce odpuścić?
2023:  BFP - Czemu ona chce walczyć?
2025:  BFP - To nie jest bezzasadne.
2026:  BFP - To wszystko ma ugruntowanie w tym, co ją spotkało, w krzywdzie, którą zonosi.
2030:  BFP - Ponownie trochę nawiązuję do Handmaid's Tale i tym, jaki pęd jest w niej, w tym, żeby zrobić to, co chce zrobić.
2038:  BFP - Jak bardzo silna jest w niej potrzeba zemsty i zniszczenia tego zostanego porządku i pogłębienia tak naprawdę chaosu, który jest w Marvel Cinematic Universe.
2049:  KMM - To jest ciekawe, bo w zasadzie właśnie ta dążność do chaosu jest cechą inherentną Lokiego jako właśnie boga, trickstera, więc dlatego też przypuszczalnie dużo ludzi miało straszne pretensje do tej postaci, których ja nie rozumiem również.
2065:  KMM - mówiąc, że to nie Loki jest głównym bohaterem tego swojego serialu.
2069:  KMM - To był ten argument, który się pojawiał.
2071:  KMM - A dla mnie właśnie niekoniecznie.
2073:  KMM - To znaczy te dwie postaci w paradoksalny sposób dążą do pewnej nie dywergencji, tylko konwergencji.
2079:  KMM - To znaczy stają się jednym.
2081:  KMM - To znaczy i jedna i druga postać jest sobie potrzebna.
2084:  KMM - Te dwa warianty dążą do syntezy.
2086:  KMM - Dlatego właśnie przywołałem ten kod jungowski na początku z Animusem i Animu, bo to było pierwsze, o której pomyślałem na samym początku, a równocześnie nie jest to zrobione w prostacki sposób.
2095:  KMM - Co więcej, to właśnie Sylwia jest bohaterką w takim prawdziwym tego słowa znaczeniu, bo ten łuk fabularny Lokiego z MCU właśnie jest łukiem typowo bohaterskim.
2105:  KMM - Zaczynamy od antybohatera i trickstera, a potem w zasadzie już w walce z Thanosem Loki zachowuje się tak, aby wcieli wszyscy fani, to znaczy jest bohaterem.
2113:  KMM - W tym serialu niekoniecznie, w tym serialu jest ofiarą od samego początku i stara się przetrwać.
2118:  KMM - Knuje, knuje cały czas.
2121:  KMM - Natomiast to Sylwia jest tą postacią rzeczywiście, która ma największą agencyjność, działa cały czas i chce zmiany, rewolucji wręcz.
2130:  BFP - Dla mnie to jest w ogóle kilka punktów w tym serialu, które są wspaniałe i to jest właśnie ta powiedziałbym operacja na żywym sercu, bijącym sercu, której dokonuje na sobie Loki, kiedy w kilku momentach osuwa się na podłogę i mówi powiem ci dlaczego taki jestem, bo ja po prostu muszę być centrum uwagi, bo ja boję się samotności.
2157:  BFP - Dlaczego?
2157:  BFP - Bo zostałem adoptowany.
2160:  BFP - Bo czuję, że nie przynależę tutaj.
2162:  BFP - Bo ja nie wiem, czy ludzie mnie kochają.
2164:  BFP - Ja muszę być w centrum uwagi, bo boję się samotności.
2168:  BFP - Jak mówi to Loki, to po prostu przechodzą mnie ciarki.
2171:  BFP - To jest w punkt.
2173:  BFP - To jest prawdziwe uczłowieczenie Boga.
2176:  BFP - To jest prawdziwe uczłowieczenie tego, czy...
2179:  BFP - czy tego złoczyńcy, czy antybohatera, czy bohatera, herosa, jakbyś go chciał nazwać, bo myślę, że przechodzi przez każdy z tych wcieleń.
2187:  BFP - Tak.
2188:  BFP - Ale nigdy nie zapominasz o tym, jakby rozumiesz, rozumiesz to wszystko.
2193:  BFP - I jest to bardzo przekonujące.
2194:  BFP - I druga rzecz, to że ten konflikt, do którego dochodzi między nim a Sylwią, czyli jego wariantem, wariantem Lokiego, także jest dobrze przemyślany, bo
2206:  BFP - Inherentną cechą Lokiego jest to, że nie możesz mu zaufać.
2209:  BFP - Widziałeś to wielokrotnie w MCU.
2213:  BFP - Zawsze cię... Coś tam.
2217:  BFP - No i aż do samego końca ona mówi, ja ci nie mogę zaufać, bo ty jesteś Lokim, ty jesteś mną.
2223:  BFP - Ona jest troszeczkę inna, tak?
2225:  BFP - Jest bardzo samolubna, jest bardzo egoistyczna, rozumiem dlaczego, ale Loki...
2230:  BFP - Trickster God, Bóg psot, no przecież nie można mu zaufać, bo taka jest jego natura, więc jak ze sobą dwie osoby, które nie mogą mieć do siebie zaufania, mają współpracować?
2239:  BFP - Do tego konfliktu dochodzi i tu docieramy do końcówki, teraz będziemy spoilować więcej, która jest, o Jezu, jest majestatyczna.
2246:  BFP - Ostatni odcinek to jest 10 na 10.
2249:  BFP - No bo docierają na koniec czasu, pomijając już fakt, że lądują w ogóle w tym świecie, który jest krawędzią czasu, gdzie jest taka konwergencja linii czasowych i tam spadają rzeczy z różnych alternatywnych rzeczywistości, co jest bardzo ciekawą wizją takiej dziwnej postapokalipsy.
2266:  BFP - Jest istota, jaką jest Alioth, która pożera materię, która wpada z innych rzeczywistości, no i trafiamy na innych Lokich, tak?
2274:  BFP - Richard E. Grant, wybitny brytyjski aktor, także się pojawia, który gra klasycznego Lockiego.
2280:  BFP - Starego klasycznego Lockiego, który powiedział w pewnym momencie, no sfingowałem swoją śmierć, uciekałem na jakąś taką planetę, ale w końcu mi się znudziło, chciałem się spotkać z bratem i wtedy mnie dopadli.
2290:  BFP - W ogóle czekasz na jakąś niezwykłą historię, widzisz obok Lockiego aligatora, czy jak ktoś słusznie powiedział, to nie jest Lockie, to jest Crocky.
2301:  BFP - Więc masz, wiesz, masz Lacoste Lockiego, masz jeszcze jakiegoś innego czarnoskórego Lockiego, który ma w ogóle młot Thora, nie wiadomo o co chodzi, czy tam jakąś replikę tego młota Thora.
2313:  BFP - To są tak oryginalne, tak fajne, tak jak już dzisiaj powiedziałem, offbeatowe rzeczy.
2317:  BFP - Na to mógłby wpaść jakiś niezależny reżyser teatralny, czy scenarzysta teatralny.
2322:  KMM - Jest chłopięcy, młodociany Loki, który przewodzi Loki o wiele starszym od niego, a oni go słuchają z niewiadomego względu.
2328:  KMM - Bo przez przypadek zabił swojego brata Thora.
2332:  KMM - Ale przepiękne jest też to, muszę o tym wspomnieć, bo ja
2336:  KMM - Bardzo się bałem, jak oglądałem przedostatni odcinek, że no tak, no tak, znowu jest jakiś ultimatywny byt o straszliwej mocy, z którym będą walczyć i teraz muszą znaleźć coś, co będzie jakimś promieniem antyultimatywnym, który ten ultimatywny byt zniszczy, jak tak to w wielu komiksach jest.
2355:  KMM - I zresztą jest taka jedna scena, w której twórcy śmieją się z tej koncepcji, to znaczy w którymś momencie do tego miejsca na końcu czasu ląduje tam pancernik z drugiej wojny światowej, zaczyna napierdzielać ze wszystkich dział do tej chmury, która po prostu przenika przez niego, zżera, wyżera tych wszystkich ludzi i cały pancernik.
2374:  KMM - Więc nie mamy żadnych wątpliwości, że z tym się walczyć nie da i wtedy przychodzi ostatni odcinek.
2378:  BFP - Tak, słuchaj, już przynajmniej wiemy, co się stanie, jak wpłyniesz w obszar Trójkąta Bermudzkiego.
2383:  BFP - Tak.
2385:  BFP - Tak, przychodzi ostatni odcinek, który jest wspaniałym, nie chcę powiedzieć uzupełnianiem tego przedostatniego, ale jest po prostu kropką na końcu tego pięcioodcinkowego zdania i ma olbrzymie znaczenie dla przyszłości Marvel Cinematic Universe.
2401:  BFP - To sobie powiedzmy wprost.
2402:  BFP - Otóż trafiają do Cytadeli na końcu czasu, w której siedzi bardzo ekstrawagancki i dziwny człowiek, który jest niezwykle charyzmatyczny, przerażający, zabawny
2412:  BFP - I irytujący jednocześnie.
2414:  BFP - I gra go aktor Jonathan Majors, którego znam z serialu Lovecraft Country.
2420:  BFP - Lovecraft Country jest serialem, który polecam ci obejrzeć.
2423:  BFP - Jeżeli go nie widziałeś w całości, to nie jest serial, który będzie kontynuowany.
2427:  BFP - Ja widzę w nim bardzo dużo wad.
2429:  BFP - Trochę mi irytował.
2430:  BFP - Nie miał nic wspólnego z Lovecraftem swoją drogą, ale jest serialem ciekawym.
2434:  BFP - Znaczy uważam, że jest produkcją, którą warto obejrzeć i już tam powalał swoim talentem.
2439:  BFP - Ale tutaj gra postać
2441:  BFP - He who remains, ten który pozostaje, ten który trwa, czyli tego, który
2448:  BFP - Pozbierał do kupy multiwersum, bo widział co się skończy.
2453:  BFP - Walczył z różnymi wariantami siebie.
2454:  BFP - To jest już niezwykłe, że są różne warianty tej jednej postaci, które zyskały taką potęgę za sprawą technologii, że zaczęły podbijać inne multiwersy.
2464:  BFP - Jakby jest jakaś skaza charakterologiczna, immanentna w nim.
2468:  BFP - I znowu wracamy, tak jak w Lokim jest skaza immanentna, to że nie można mu zaufać, tak w tym...
2474:  BFP - czy Immortusie, czy Kangu, o czym za moment, czy też właśnie He Who Remains, jest to, że on zawsze będzie prowadził do konfliktu, on zawsze będzie chciał więcej, będzie chciał podbijać, on nie będzie chciał współpracować ze swoimi odpowiednikami z innych uniwersów.
2488:  BFP - On już to wszystko widział i jest ta jedna racjonalna wersja jego, która mówi, no nie ma opcji, no trzeba to wszystko złączyć w jedną linię czasu, trzeba stworzyć TVA, Time Variance Authority, które będzie stało
2501:  BFP - czy może działało w imieniu, nawet nie w imieniu jego, bo on jest kompletnie inkognito, ale będzie działało w imieniu religii, jaką jest ta święta oś czasu, jedna jedyna, od której nie może być odnóg.
2515:  BFP - Dlaczego?
2515:  BFP - Bo on wie, co się stanie.
2516:  BFP - On widział wszystkie możliwe wersje i permutacje rzeczywistości.
2520:  KMM - To jest swoją drogą piękna klamra do tej sceny, którą wszyscy pamiętamy z ostatnich Avengersów, gdzie Doctor Strange usiłuje przewidzieć wszystkie możliwe warianty czasowe i tutaj mamy z drugiej strony do powiedzenia.
2533:  BFP - Mało tego.
2533:  KMM - Przepiękny.
2534:  BFP - Popatrz, jak wygląda miejsce czy jego biuro.
2537:  BFP - To ten witraż, może nie witraż, ale to okno, które jest za nim, bardzo przypomina to sanktuarium, w którym jest Doctor Strange.
2544:  BFP - Bardzo.
2545:  BFP - Nie przypadkowo, tylko jest w innej... Palecie barw, tonacji.
2552:  BFP - Tak, dokładnie.
2553:  BFP - Ma taki zdecydowanie zimniejszy odcień.
2558:  BFP - Debiut Jonathana Majersa jest znakomity.
2561:  BFP - Jest, tak jak już powiedziałem, przerażający, charyzmatyczny, intrygujący, tajemniczy, wodzi bohaterów za nos, ale jednocześnie chce im bardzo dużo powiedzieć.
2569:  BFP - zupełnie otwarty, jakby naprawdę sprawia wrażenie gościa, który przeżył milion żyć, który widział tą sytuację już setki tysięcy razy i mówi, no spoko, no to powtórzę jeszcze raz.
2580:  BFP - Ma się takie wrażenie, ale to, co jest rewolucyjnego, to jest to, kiedy mówi, jeżeli się boicie mnie, to poczekajcie, aż zobaczycie inne moje odpowiedniki, inne moje warianty.
2592:  KMM - Tak, bo on jest tym cynicznym człowiekiem, który już przeżył wszystko.
2597:  BFP - Biurokratą trochę.
2598:  KMM - W zasadzie jest nudzony, tak.
2599:  KMM - Coś mówi, wy możecie mnie zabić.
2602:  KMM - I to jest fascynujący wróg, czy antagonista dla serialu.
2607:  KMM - Właśnie bardzo mi się podobało to, że to nie był taki boss fight, który często domyka produkcje superbohaterskie, a który właśnie zwiastowała ta chmura pożerająca pancerniki i wszystko.
2618:  KMM - wszystko co miała na swej drodze, która się okazała po prostu emanacją jego niedosiężnej mocy, nie wiadomo czy magicznej, czy właśnie technologicznej.
2626:  KMM - No i dopowiedzmy jeszcze, że właśnie ta kontrola, którą sprawuje w agencji, jest sprawowana poprzez tą właśnie dziwną AI w postaci tego budzika czy minutnika.
2636:  BFP - Nie wiadomo, co to jest za byt, w jaki sposób on to kontroluje.
2638:  KMM - Ale fantastycznie to zostało zrobione.
2640:  KMM - Jedna taka jest leciusieńka sugestia, jak on coś mówi i później dokładnie to...
2645:  KMM - Zaczyna ta AI realizować właśnie w tej innej odnodze czasowej.
2648:  KMM - Fantastyczny pomysł, absolutnie.
2650:  BFP - No ale on jest tylko i wyłącznie takim aperitifem, takim wprowadzeniem do tego, co czeka bohaterów świata Marvela.
2661:  BFP - On mówi, poczekajcie, aż zobaczycie inne moje odpowiedniki.
2663:  BFP - Jeżeli zdecydujecie się mnie zabić...
2667:  BFP - to unicestwicie tą zunifikowaną linię czasu, która istnieje.
2671:  BFP - Jeżeli ją unicestwicie, to powróci multiwersum.
2675:  BFP - A jeżeli powróci multiwersum, to stanie się wszystko to, co już przeżyłem.
2680:  BFP - A mogę wam obiecać, że wam się to nie spodoba.
2683:  BFP - I to jest teaser postaci, jaką jest Kang the Conqueror, Kang Zdobywca.
2689:  BFP - I teraz ja naprawdę długo, bo przez dwa lata, od momentu ukończenia Avengers Endgame, które wydawało mi się, no już nic lepszego się nie da zrobić.
2699:  BFP - Może tu już powinni zakończyć, zamknąć ten biznes.
2702:  BFP - Disney powinien powiedzieć, dobra, wystarczy, zarobiliśmy tyle miliardów dolarów, zamknijmy ten biznes, wystarczy, zostaniemy zapamiętani jako mistrzowie opowiadania dobrych historii.
2710:  BFP - I myślałem, czy jest coś, co w tej kolejnej czwartej, czy piątej może jeszcze fazie Marvela może być ciekawszego od Thanosa.
2717:  BFP - Od tego, co zobaczyliśmy w Infinity War i Endgame.
2720:  BFP - I wychodziło mi, że jakby było bardzo dużo ciekawych spekulacji, ale pośród ich wszystkich
2727:  BFP - dwie postacie, czy dwóch potencjalnych antagonistów wydawało mi się najciekawszych.
2731:  BFP - Jeden to był Galactus, którego naprawdę chętnie zobaczyłbym na srebrnym ekranie.
2738:  BFP - Wielkości planety.
2740:  BFP - A drugą, tylko to jest takie trochę, no, co może być potężniejszego od Thanosa?
2744:  BFP - No, ktoś, kto może zmienić się wielkość planety.
2748:  BFP - A drugą postacią jest Kang Zdobywca, czyli postać legendarna w świecie Marvela, która
2756:  BFP - Przeżyła w zasadzie wszystko.
2757:  BFP - Żyła milionami żywotów, podróżowała w czasie, była jednym z faraonów, nosiła różne imiona, bo to był Kang, ale też jest jakaś jego wersja Immortus.
2769:  BFP - I to jest najlepsze, że jakby Kang może się pojawić w dowolnym momencie jako dowolna postać, może zostać pokonany i powiedzieć, ale jestem Kang, jeszcze mnie zobaczycie.
2777:  BFP - Znika i kiedyś na pewno się jeszcze pojawi.
2779:  BFP - Więc jakby on zawsze przewiduje to, co się wydarzy, bo po prostu tak dużo spędził czasu podróżując w czasie.
2787:  KMM - No i się pojawi zresztą w Quantumanii dosłownie jako on właśnie i wtedy będzie mieć swój debiut.
2793:  BFP - Będzie mieć swój debiut, ale to już jest pewne, że on będzie głównym przeciwnikiem, czy może wszystkie warianty Kanga i tego One Who Remains będą przeciwnikami, albo też jednym właśnie w postaci tego Kanga-zdobywcy w całym tym uniwersum Marvela, a nie tylko w Ant-Manie.
2812:  BFP - No i co się dzieje?
2814:  BFP - Sylwia walcząc z Locke'im i trochę jakby, to jest wydaje się coś, co może antycypował ten One Who Remains,
2828:  BFP - Obezwładnia Lockiego i zabija One Who Remains i tak naprawdę przywraca multiwersum.
2834:  BFP - To jest początek dla nas jako widzów już nie Marvel Cinematic Universe, tylko Marvel Cinematic Multiverse.
2842:  BFP - To jest tak epokowe, to jest tak ważne i nagle, nagle wszystkie te rzeczy, które są na horyzoncie Marvela są jeszcze bardziej ekscytujące niż były, bo udaje się potwierdzić pewne teorie.
2852:  BFP - No i tak.
2853:  BFP - Spider-Man Far From Home.
2855:  BFP - Jak dwa lata temu niemalże dokładnie robiłem recenzję, nie, No Way Home, przepraszam, bo Far From Home to było właśnie dwa lata temu, robiłem recenzję i mówiłem, wow, jakby było fajnie, jakby się okazało, że ten misterio to tak naprawdę nie jest Hochstapler, bo on tam mówił, prawda, Jake Gyllenhaal, że ja tam jestem z innego wymiaru, jakby się okazało, że on rzeczywiście jest z innego wymiaru.
2875:  BFP - Jakby się jeszcze okazało, że Tobey Maguire i Andrew Garfield dołączą.
2879:  BFP - Ostatnio ktoś mnie złapał na tym, napisał komentarz, powiedział, a przewidziałeś.
2883:  BFP - No i co?
2883:  BFP - I teraz pomimo, że próbują się odcinać od tych plotek, że się pojawi Andrew Garfield, że się pojawi Tobey Maguire, to teraz to już jest niemalże pewne.
2891:  BFP - No tak, bo właśnie Sylwii uruchomiła multiwersum, więc oni mają do tego drogę.
2896:  BFP - Co więcej, mamy na horyzoncie Ant-Man Quantumania, gdzie już jest potwierdzone, że Kang the Conqueror będzie przeciwnikiem.
2906:  BFP - Mamy Doctor Strange in the Multiverse of Madness, gdzie będzie i Scarlet Witch i Loki ma się pojawić.
2912:  BFP - Więc też już jest pewne, że to co narobił Loki z Sylwią i to co być może robi także Wanda na zakończeniu WandaVision, ale nie chcę ci spoilować za bardzo,
2921:  BFP - doprowadzi do stworzenia multiwersum, które jest moim zdaniem najbardziej ekscytującą rzeczą, jaką mogło zaproponować MCU i logicznym poprowadzeniem tego dalej od Endgame, gdzie zaczęły się podróże w czasie.
2936:  BFP - I to już było tak ekscytujące.
2937:  BFP - To co może być lepszego?
2939:  BFP - No na przykład wprowadzenie postaci z innego świata jak X-Men i Fantastyczna Czwórka.
2944:  KMM - No właśnie, to jest też sprytny sposób na to, żeby uporządkować trochę uniwersum, które się jednak rozrastało dynamicznie.
2951:  KMM - Pamiętajmy, że nie od samego początku Marvel był tym, czym jest w tej chwili, nie miało tych wszystkich praw do postaci, chociażby było nierozwiązana kwestia z Fantastyczną Czwórką, był nierozwiązany problem ze Spider-Manem, dopiero potem była umowa z Sonnym.
2965:  KMM - I tak dalej, i tak dalej.
2966:  KMM - Więc teraz dopiero jest ten moment, kiedy rzeczywiście możemy zacząć porządkować trochę to wszystko, co tutaj się potworzyło i zarazem również rozwiązać różne problemy, które mamy.
2975:  KMM - Jak na przykład to, że niektórzy aktorzy, niezwykle popularni, czyżbym mówił o Robercie Downym Juniorze, odeszli i w związku z powyższym trzeba jakąś tę pustkę wypełnić.
2984:  KMM - I wprowadzenie multiwersum i wprowadzenie paradoksów czasowych jest perfekcyjnym sposobem na rozwiązanie tego kłopotu.
2990:  KMM - Nawet DC, które cieszy się jeszcze większą chaotycznością,
2994:  KMM - rozwiązywało ten problem właśnie wykorzystując paradoksy czasowe Crisis on Infinite Earths, chociażby przypominam w tym kontekście.
3001:  BFP - Ja uważam, że to jest paradoks w paradoksie, bo ty powiedziałeś, że to służy wprowadzeniu porządku i od strony biznesowej to na pewno służy wprowadzeniu porządku, ale dla mnie to jest dlatego jest cytujące, że to służy wprowadzeniu kreatywnego chaosu.
3014:  BFP - Teraz to, co będzie na ekranie, będzie całkowitym chaosem, jakby what the fuck, pojawił się nagle Tobey Maguire, pojawił się Andrew Gale, to nie jest porządek, to jest fantastyczny chaos.
3023:  BFP - Teraz równie dobrze Deadpool może gdzieś wskoczyć i zrobić małe kamienie.
3028:  KMM - Zresztą mieliśmy też jeszcze jeden taki maleńki teaser, ale nie sądziłem, że on będzie aż tak znaczący w perspektywie rozwoju MCU, to znaczy był Spider-Man jeszcze po drodze, Multiversum, prawda, ta animacja cudowna, absolutnie.
3040:  BFP - Tak, tylko pamiętaj, że to nie było związane z
3043:  BFP - Co jeśli?
3062:  BFP - Wszystkie alternatywne wersje historii, na przykład co by było, gdyby T'Challa, czyli Black Panther, zajął miejsce Star-Lorda i to on był w Guardians of the Galaxy.
3073:  BFP - Co by było, gdyby ta agentka Carter została kapitanem Ameryką, czy kapitanką Ameryką, a nie Steve Rogers.
3082:  BFP - Teraz to ma sens, bo widzimy alternatywne rzeczywistości.
3086:  BFP - Skoro istnieje Corki, skoro istnieje aligator Loki...
3090:  BFP - To może też istnieć uniwersum, w którym T'Challa został Star Lordem, a w którym Tony Stark istnieje jako zombie, bo to też było na którymś z teaseru w ogóle, że istnieje jako zombie.
3103:  BFP - I to jest, dla mnie to jest fascynujące, to okazuje się tak doskonale przemyślane, jakby cała ta układanka układa się na naszych oczach.
3109:  BFP - I raz jeszcze jest ekscytująca.
3111:  BFP - Nie mogę się doczekać, kiedy zobaczy trzech Spider-Manów naraz.
3115:  BFP - To będzie coś niezwykłego.
3117:  BFP - Flash, który powstaje w Stiny DC i Warner Bros.
3121:  BFP - będzie miał oczywiście powrót Michaela Keatona jako Batmana, który jest wspaniały.
3125:  BFP - Wierz o tym.
