Wszystkie warstwy "Squid Game" – recenzja i analiza
🔗 https://www.youtube.com/watch?v=z18DRhSJYzQ
KMM (Krzysztof M. Maj)
GW (Grzegorz Wątroba, Okiem Deva)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

0:  BFP - Zebrałem super team.
1654:  GW - W momencie, kiedy w prawdziwym życiu każdy zaczyna z innego punktu i to często definiuje to, jakie podejmujemy decyzje, jakie mamy możliwości.
1664:  GW - Nie każdy niestety może podjąć te same decyzje w momencie, kiedy ktoś startuje z biedniejsza, z bogatszej rodziny chociażby.
1673:  GW - Natomiast no tutaj, tutaj jest to idealnie właśnie pokazane, że ludzie czasami dobierają się ze względów takich, że kogoś lubią, na kimś mu zależy, bo być może w którejś grze będą mieli właśnie dobrego partnera, a się później okazuje, że to nie do końca tak działa.
1689:  GW - No też nie chcę wchodzić jakby tutaj w strefę spoilerową, ale to jest idealnie pokazane właśnie ta mechanika kapitalizmu, gdzie tylko pozór tak naprawdę uczciwych warunków początkowych i zasad
1704:  GW - powinien skutkować równymi szansami, a tak nigdy nie jest.
1708:  BFP - Fajne jest też to, co powiedziałeś między wierszami, bo tu już trochę wejdę w sferę psychologiczną, jeszcze nie będę rozwijał tego wymiaru psychologii społecznej,
1719:  BFP - do końca, ale jest coś takiego jak kontekst sytuacyjny i jest kontekst dyspozycyjny.
1725:  BFP - Było takie bardzo fajne badanie, które zrobiono, bo to jest tak zwany podstawowy błąd atrybucji.
1730:  BFP - Polega na tym, że my oceniamy kogoś mówiąc, no bo on taki jest, zamiast powiedzieć, okej, może miał gorszy dzień.
1737:  BFP - Albo coś mu się stało w domu.
1739:  BFP - I co ciekawe, jedynymi na świecie, którzy nie podlegają albo w mniejszym stopniu podlegają popełnianiu błędu podstawowego atrybucji są ludzie wschodu.
1748:  BFP - To znaczy, czy patrzą na ludzi bardziej sytuacyjnie, czy też właśnie jakby patrzą na pewne atrybuty sytuacyjne niż takie atrybuty osobiste.
1759:  BFP - I w tym kontekście, to jest bardzo ciekawe rozróżnienie, jak podchodzą do problemów poszczególni bohaterowie.
1767:  BFP - Nawiążę do tego eksperymentu, o którym chciałem wspomnieć.
1771:  BFP - Był taki eksperyment, że obserwowano uczniów seminarium,
1777:  BFP - czy też, no tak, seminarzystów, którzy biegli na seminarium dotyczące przypowieści o dobrym Samarytaninie, o miłosiernym czy dobrym Samarytaninie, nie jestem pewien.
1790:  GW - Dobrym Samarytaninie, to jest jedno z podstawowych tłumaczeń.
1794:  BFP - I już sam fakt, czego dotyczył wykład jest pewnym spoilerem.
1799:  BFP - Po drodze była osoba bezdomna, która oczywiście udawała osobę bezdomną, która prosiła o trochę pieniędzy, ale w momencie, w którym osoby spieszące się na wykład mijały tę osobę, ta osoba symulowała utratę przytomności.
1820:  BFP - I osoby, które były w seminarium i które biegły na ten wykład, w zasadzie bez wyjątków nie zatrzymały się, nie pomogły tej osobie, znaczy nie okazały się dobrymi Samarytaninami.
1831:  BFP - I teraz podstawowa konkluzja, którą można wyciągnąć z tego eksperymentu jest taka, że ludzie tylko deklarują, czy w sferze deklaratywnej mówią, że są dobrzy, albo nawet po ludziach, którzy mają być członkami kościoła, może nie członkami, ale tak naprawdę architektami również kościoła i pasterzami, deklarują, że rozumieją, co jest w Biblii, ale tak naprawdę się tego nie stosują.
1854:  BFP - Otóż to jest bardzo banalna i podstawowa konkluzja.
1857:  BFP - Faktyczna konkluzja jest taka,
1859:  BFP - że być może zareagowaliby inaczej, gdyby nie spieszyli się na seminarium.
1864:  BFP - To znaczy, że to nie jest tak, że to są nieludzcy, nieempatyczni młodzi ludzie, którzy w przyszłości będą duchownymi.
1871:  BFP - Niekoniecznie.
1871:  BFP - Oni po prostu spieszyli się na seminarium i było jakieś ważenie priorytetów tej sytuacji.
1878:  BFP - I doskonale ten serial to rozgrywa.
1880:  BFP - Doskonale pokazuje, jak background, z którego wychodzimy, determinuje nasze decyzje.
1885:  BFP - Wpływa na budowanie dynamiki społecznej.
1888:  BFP - Widzimy, jak zaczynają się tworzyć różne plemiona, które mają zupełnie różne zestawy wartości, zestawy rytuałów, podejście do rozwiązywania problemów.
1896:  BFP - Dlaczego?
1897:  BFP - Bo ci ludzie wychodzą z takich, a nie innych backgroundów i takie, a nie inne decyzje podejmują.
1902:  BFP - Ale widzimy też podczas rozgrywek,
1906:  BFP - I także podczas sytuacji traumatyzujących, jak dana sytuacja jest w stanie zmienić ich postawy i zmienić sposób, w jaki podchodzą do problemu.
1914:  BFP - I tu naprawdę dzięki temu, że tych postaci udało się wprowadzić sporo, tych głównych bohaterów jest około sześciu,
1921:  BFP - I każdy z nich się różni.
1923:  BFP - Naprawdę każdy z nich jest takim mikroświatem, na którym można pokazać, co by się stało z człowiekiem, który pozostaje wierny swoim wartościom.
1930:  BFP - Albo co by się stało z człowiekiem, który jest bardziej pragmatyczny.
1933:  BFP - Co by się stało z człowiekiem, który nigdy nie miał dobrych wzorców i zawsze żył drogą przestępczą.
1937:  BFP - I tak dalej, i tak dalej.
1938:  BFP - I powiedziałbym, że niemalże w każdym przypadku udaje się to zrobić w sposób bardzo przekonywujący, uczciwy dla nich, ale także uczciwy ze strony właśnie psychologii i pewnych eksperymentów, badań psychologii społecznej.
1952:  KMM - To jeszcze wrzucę jeden wątek, bo jak mówimy o polityce i mówimy o kapitalizmie, to jest jeszcze jeden element, który ten serial znakomicie rozgrywa w wersji metaforycznej.
1961:  KMM - No bo już na ujęciach reklamowych salwował się Krzysztof prostym przykładem, żeby nie było ryzyka, że teraz znowu dropnie spoilerem.
1969:  KMM - Widać, że są te maski, prawda, wszędzie, które się już nam świetnie kojarzą z La Casa de Papel i tak dalej, i tak dalej.
1974:  KMM - Poza tym ludzie też kojarzą jakby tę anonimowość aparatu z jakąś straszliwą dystopią, która nad nami czyha, no bo dystopia bardzo często wykorzystuje taką fugotowską sytuację, że jest jakiś strażnik, który nas widzi, a my nie widzimy strażnika.
1990:  KMM - Big brother is watching you.
1991:  KMM - Prosta sprawa.
1992:  KMM - Znamy jakby te kody.
1994:  KMM - Ale tutaj ten kod ma drugie znaczenie, to znaczy to jest jeszcze ta sprawiedliwość jest ślepa, to jest jak na tych naszych wyobrażeniach sprawiedliwości, alegorii sprawiedliwości, prawda, z wagą i z przepaską na oczach.
2006:  KMM - Następnie kapitalizm jest ślepy, jest obiektywny, to właśnie my robimy coś źle lub coś nie tak, sam system jest okej, to ludzie zawinili.
2016:  KMM - I ludzie, którzy zawiadują tą rozgrywką, ucieleśniają właśnie te argumentacje.
2022:  KMM - nie znają swoich imion nawzajem, mają maski.
2026:  KMM - Teoretycznie gracze również nie znają swoich własnych imion i swoich własnych danych.
2031:  KMM - Wszyscy są równi wobec tego systemu i zarazem ludzie, którzy w tym systemie zawiadują rozgrywkami, są także równi wobec siebie i co więcej jest tam bardzo czytelna hierarchia, nawiasem mówiąc, też świetnie zrealizowana, ponieważ na tych maskach mamy symbole, które są wzięte z kontrolera do PS-a.
2049:  KMM - Więc to jest przepiękna sprawa.
2051:  GW - Tam jest akurat, jeżeli chodzi o te znaczki, to to jest... wynika z zapisu nazwy gry w notacji hangulu koreańskiej.
2062:  KMM - Też?
2062:  GW - Aaa, okej.
2064:  GW - Bo o ile dobrze kojarzę, Squid Game, czyli Gra Kalmara, nazywa się odzinnego game, a te znaczki kółko, trójkąt i kwadrat to są w ich notacji te inicjały tej nazwy.
2079:  GW - O, to ja was jeszcze przebiję.
2082:  GW - I tam jest cała hierarchia tego, że mamy, da się zauważyć, że właśnie kółko to są
2088:  GW - To jest jedna funkcja, trójkąt to jest druga, kwadraty to jest trzecia, właśnie tam nie wiem, teraz mówimy o tym w szczególe czy nie?
2097:  GW - Nie wiem, nie wiem czy, znaczy można, bo to nie jest sfera spoilerów, ale nie wiem czy... Czyli mamy właśnie kółko robotników, trójkąt, żołnierzy, kwadrat, zarządzający i dopiero wtedy mamy tego człowieka na górze, tak?
2109:  GW - Fundmana.
2110:  BFP - No to ja już nic nie mam do powiedzenia, bo mnie zabrałeś.
2112:  BFP - Ja myślałem, że to będzie w stylu Avengers Infinity War i będę jak Drax.
2115:  BFP - Jeden z was powie, where is Gomora?
2117:  BFP - Drugi powie, who is Gomora?
2118:  BFP - Ja powiem, why is Gomora?
2120:  BFP - Przebiję całą stawkę, aż okazało się, że Grzegorz już powiedział.
2123:  BFP - Sorry.
2124:  BFP - Ale jak już przeszliście do kostiumów, bo ja też chciałem o tym wspomnieć, niesamowity jest design.
2131:  BFP - O Jezu, coś wspaniałego.
2134:  BFP - W ogóle jak widziałem te maski, jak oni je zakładają, jak oni je noszą, to wszystko, ja czuję, że to jest prawdziwe, że to naprawdę, ja chciałbym założyć to na Halloween albo na swój ślub.
2145:  BFP - I te kombinezony są naprawdę, naprawdę przekonujące, ale zauważcie też, że te sale, w których się rozgrywają rozgrywki są...
2155:  BFP - inspirujące.
2156:  BFP - One są naprawdę niezwykle zaprojektowane.
2158:  BFP - Już nie mówiąc o tym chorym, szalonym pomieszczeniu, korytarzu, który zawsze muszą pokonać, żeby pójść na rozgrywkę i żeby wrócić.
2165:  KMM - I w tle jest ta chora muzyka równocześnie.
2168:  KMM - Nie wiem, jakie to są instrumenty, ale ona wbijała się tak w uszy, hipnotyczna niesamowicie i oddająca absurd całej tej sytuacji.
2177:  KMM - Bo oni się poruszają w takich różowych, cukierkowych korytarzach, które przypominają schody Eschera, co nawiasem mówiąc też jest bardzo ciekawe.
2183:  KMM - I leci muzyka klasyczna.
2185:  GW - Tak, tak.
2185:  GW - W ogóle tutaj mam wrażenie, że jakby ktoś się naczytał tych takich popkulturowych badań na temat psychologii więziennej, bo były właśnie badania, gdzie starano się więźniom puszczać muzykę klasyczną, żeby ich uspokoić i był, było też jakieś założenie, tylko to było
2207:  GW - To było w którymś podcaście, jeżeli chodzi o kolorystykę i przestrzeń tej Marty Niedźwieckiej, to swoją drogą polecam podcast o zmierzchu, i tam był wywiad z architektką przestrzeni, która opowiadała o tym, że był eksperyment właśnie, gdzie myślano, że żeby
2230:  GW - złagodzić zachowania więźniów, wszystko pomalowane na różowo, bo ponoć ten kolor uspokaja.
2237:  GW - Problem jest taki, że jeden typ przestępców niestety aktywizuje, pedofili.
2243:  GW - I to, co się tam stało w tym więzieniu, ponoć to była tragedia.
2248:  GW - Tak więc tutaj właśnie widać, że jest ta
2254:  GW - jest właśnie taka sugestia tego, że tą kolorystyką mają na celu wpływać na więźniów jakoś.
2263:  GW - Właśnie ta celowa konfuzja jakby ludzi chodzących po tych pokręconych schodach, pomijając właśnie tam też cały czas, wszędzie, absolutnie wszędzie przejawia się motyw właśnie trójkąt, kółko, kwadrat.
2275:  GW - To jest niesamowite, no a niestety już co do całej konstrukcji i kolorystyki, no nie powiem nic więcej niż Krzysztof już w swojej recenzji, więc tutaj nie mam zamiaru też powtarzać tego, ale no Krzysztof tutaj chyba oddał całą resztę doskonale.
2290:  BFP - No w ogóle polecamy, żebyście obejrzeli recenzję Krzysztofa niezależnie od naszej pogadanki.
2294:  KMM - Aż cztery minuty.
2297:  KMM - Śmieję się, no bo to jest raczej taka refleksja, bo nie ma czasu.
2303:  KMM - O tym serialu można byłoby gadać godzinami.
2305:  KMM - I główny problem polega na tym, jak on bardzo jest oryginalny.
2310:  KMM - Bo jest niesłychanie prosto
2313:  KMM - zrobić dobrą dystopię, cały czas wracam do tego pojęcia, bo to jest prosty przepis i to się zawsze udaje.
2319:  KMM - Natomiast zrobić to w taki sposób, żeby równocześnie stworzyć taki paranoidalny klimat, który mnie się skojarzył w recenzji właśnie z Lobsterem.
2328:  KMM - Naprawdę nie jest filmem łatwym.
2331:  KMM - To nie jest takie approachable content, prawda?
2334:  KMM - Do tego trzeba dojrzeć i bardzo mieć dużo tolerancji dla stylu Lantimosa i tak dalej, i tak dalej.
2340:  KMM - Natomiast tutaj zostało to wymiksowane w historię podaną w tak przystępny sposób zarazem, że naprawdę tylko i wyłącznie można chylić czapki z głów.
2350:  KMM - I skoro wspomnieliśmy o muzyce, to jeszcze tutaj dopowiem tę jedną rzecz.
2354:  KMM - Zauważcie, że muzyka klasyczna, zwłaszcza to jest bodajże nad pięknym młodym Dunajem Straussa, jeśli mnie pamięć nie myli,
2361:  KMM - To się bardzo często pojawia jako część imaginarium związanego z jakimiś totalitarnymi przywódcami.
2368:  KMM - Wspominam chociażby Admirała Mengska ze Starcrafta, żeby było południowo-koreańsko.
2372:  KMM - Za każdym razem, jak się cokolwiek dzieje, Admirał Mengs ma tą swoją, już oczywiście na płycie tradycyjnej, winylowej, słucha sobie klasyki, więc to też jest taka cicha sugestia, że mamy tutaj do czynienia z jakimś totalitarnym, bardzo konserwatywnym w gruncie rzeczy porządkiem,
2389:  KMM - który zostaje narzucony grupie ludzkiej, prawda?
2392:  KMM - Bo to też jest część, wydaje mi się, dłuższej tradycji w ogóle w kinie obrazowania szwarccharakterów.
2401:  KMM - Tak samo druga scena, która mi się wtedy przypomniała, to ta znakomita z Gaia Riciego Holmesa z profesorem Moriartym, który słucha arii komandora jednej z oper Mozart, oczywiście teraz mi w ucieku tytuł,
2416:  KMM - I jest też przepięknie zrobiony montaż.
2418:  KMM - I wiadomo, że ta muzyka ma zbudować właśnie ten obraz szwarc charakteru.
2423:  KMM - I jeszcze jest drugi kontekst, to znaczy ten kontekst klasowy.
2428:  KMM - Albo wyższa klasa mieszczańska, albo arystokracja.
2431:  KMM - Są tam takie momenty w serialu, postaram się uniknąć kolejnego spoilera, Krzysztof, gdzie
2437:  KMM - ludzie, którzy zaczynają w tej grze wygrywać, właśnie są raczeni tą muzyką w charakterze nagrody, nazwijmy to, więc to też jest pięknie pokazane, ten kontrast między tą hipnotyczną, marszową muzyczką, która towarzyszy mi na początku i tą klasyką, która już zwiastuje, że ach, dochodzimy do tych najwyższych eszelonów, gdzie już się popija, popija brendy i zażera się kawiorkiem i jest to bogactwo w tej pięknej, złotej śwince, która wisi nad wszystkimi graczami od samego początku.
2466:  BFP - Tak, a propos tej wojny klas, bo to tak przechodzimy płynnie z tego ukazania hiperkapitalizmu, czy wypatrzonego kapitalizmu, stopniowo przechodząc do tych procesów społecznych i psychologicznych, o których ja chciałbym trochę wspomnieć, ale jeżeli chodzi o wojnę klas, to ten serial naprawdę, naprawdę śmiało, dużymi garściami czerpie ze Snowpiercera.
2486:  BFP - który również jest koreańskim filmem i to nie jakiego, nie byle jakiego reżysera, no bo przecież tak naprawdę autora Parasyte i Snowpiercer, jeżeli chodzi właśnie o te sypanie okruchów pod stół tymi, którzy są niżej i czy takie właśnie wywyższanie ich, siedzenie ich przy stole, mówienie teraz delektujcie się stekiem, teraz spróbujcie jak to jest być wyższą klasą i tak dalej, a jednocześnie obserwowanie ich jakby przez szybkę
2515:  BFP - i delektowanie się ich udręką, to jest też dla mnie bardzo typowe i charakterystyczne dla Snowpiercera.
2521:  KMM - Natomiast... Plus w Snowpiercerze jest ta scena lekcji, gdzie są dokładnie te same kontrasty kolorystyczne, prawda?
2528:  KMM - Między tą klasą najniższą, brudną, szarą, a tym ślicznym, cukierkowym Pan Wilford nas prowadzi ku szczęśliwości.
2536:  BFP - Ale zauważcie, to jest właśnie fajne, znaczy znakomite, bo naprawdę można by... To jest...
2544:  BFP - Squid Game trzymając się tych marynistycznych porównań to jest wielkie truchło wieloryba, które zostało wyrzucone na brzeg i będziemy je jedli przez najbliższe kilka miesięcy.
2553:  BFP - Jeżeli chodzi o zawartość tego, co tam udało się twórcy zaszyć i zakodować.
2563:  BFP - Zauważcie, że bohaterowie co do jednego, przynajmniej ci, których widzimy, kiedy zaczynają grę, to dla wielu z nich to jest awans społeczny.
2572:  BFP - Mają lepsze ubrania, nie mogę powiedzieć, że mają lepsze jedzenie, to zależy, ale mają dach nad głową, mają ciepłe łóżko i to są warunki średnie, to są warunki polowe, ale dla wielu z nich to jest de facto awans materialny.
2587:  BFP - I chciałem nawiązać, trzymając się porównań czy jakiegoś takiego blueprintu w postaci dystopii, takiej
2595:  BFP - typowej, charakterystycznej dystopii, to tutaj udaje się pięknie pokazać, co to znaczy deindywidualizacja, a tak naprawdę narodziny instytucji totalnej.
2605:  BFP - I ja nie mówię o totalitaryzmie, ja mówię o instytucji totalnej, to jest pojęcie, które stworzył Erwin Goffman, socjolog, który opisywał na przykład klasztory i życie mnichów.
2615:  BFP - Albo opisywał więzienia, albo zakłady psychiatryczne.
2618:  BFP - Czyli miejsce, gdzie ludzie nie mają imion, tylko mają numery.
2623:  BFP - Miejsce, w którym wszyscy noszą dokładnie te same ubrania, śpią na dokładnie takich samych pryczach i mają do wykonania dokładnie te same obowiązki i te same rytuały dzień w dzień.
2632:  BFP - Odbierają taką samą porcję jedzenia o tej samej godzinie, konsumują ją dokładnie w taki sam sposób.
2638:  BFP - I w momencie, w którym bohaterowie trafiają do góry...
2642:  BFP - No tak, o tym też będziemy rozmawiali przy okazji.
2645:  BFP - No tak, szczególnie jak jeszcze się mundurki pojawiają, deindywidualizacja w szczególności.
2652:  BFP - Natomiast ten moment, w którym widzimy właśnie tą deindywidualizację i to, że zaciera się ja, bo pod płaszczy... trudno powiedzieć, czy to jest pod płaszczykiem, czy nie, to jest właśnie moim zdaniem magiczna receptura tego serialu.
2666:  BFP - ale podpinając to pod egalitaryzm de facto pozbawia się tej indywidualności.
2670:  BFP - Wprowadza się do instytucji totalnej, gdzie zresztą też jest się pod całkowitą obserwacją, ciągłą obserwacją.
2677:  BFP - Reguluje się życie w 100%.
2679:  BFP - I tutaj wchodzą eksperymenty społeczne.
2681:  BFP - Można by powiedzieć, że ten film
2683:  BFP - czy ten serial tak naprawdę jest jednym wielkim eksperymentem społecznym.
2686:  BFP - I historii takich eksperymentów społecznych, o których pewnie wy nas oglądający słyszeliście, jest sporo.
2692:  BFP - Był eksperyment więzienny Filipa Zimbardo, były chociażby eksperymenty Stanleya Milgrama.
2699:  BFP - One wszystkie sprowadzają się do tego, czy w człowieku zło jest nieodłącznym elementem jego natury, czy można wznięcić to zło i tak dalej.
2706:  BFP - Ja powiem tylko jedną ciekawą rzecz.
2707:  BFP - Dlaczego ten serial podoba mi się?
2711:  BFP - z tej perspektywy, bo dla mnie jest to przekonujące.
2714:  BFP - Uważam, że taki eksperyment można by przeprowadzić i obserwować wyniki, bo jest zgodny z tym, co zrobiono w przeszłości.
2720:  BFP - Ale muszę tu jednocześnie zaznaczyć, że zarówno eksperyment Zimbardo, jak i eksperyment Stanleya Milgrama zostały całkowicie
2728:  BFP - zdruzgotane przez naukowców, którzy próbowali ponowić te eksperymenty.
2733:  BFP - Okazało się, że manipulowali danymi w sposób ordynarny, zresztą podobna afera wybuchła niedawno, jeżeli chodzi o Dana Arieliego, który jest bardzo znanym ekonomistą behawioralnym i psychologiem, który pisał prace i robił badania na temat naszej szczerości i prawdomówności i jak na ironię, korzystając z wyników, które dostał od agencji ubezpieczeniowej czy dużej firmy ubezpieczeniowej, jak na ironię zmanipulował wyniki.
2757:  BFP - Ale to polecam.
2760:  BFP - Artykuł w jednej z ostatnich polityk był właśnie o Danie Arielym.
2763:  BFP - I podobnie eksperyment, na który też się teraz powołam, Muzafera Szerifa i jego żony, dotyczący konformizmu informacyjnego, czyli kiedy dostosowujemy się do opinii innych ludzi wtedy, kiedy brakuje nam pełnej informacji, również został obalony, również tam manipulowano wynikami.
2778:  BFP - Ale wszystkie echa tychże eksperymentów, Zimbardo i eksperymentu więziennego jak najbardziej tutaj widać.
2785:  BFP - Szczególnie kiedy widzimy dynamikę wewnątrz grup, gdzie jedni zaczynają napuszczać na innych, pozostałych, zaczyna się tworzyć jakaś klasowość.
2793:  BFP - Wewnątrz tych zespołów ten egalitaryzm szybko zmienia się po prostu w jakąś hierarchię i plemiona, które się rodzą.
2800:  BFP - Z drugiej strony mamy ten eksperyment Milgrama, który pokazuje w jakich warunkach będziemy chcieli wyrządzić innemu człowiekowi zło.
2806:  BFP - Jeżeli ktoś nam każe skrzywdzić drugiego człowieka, to czy to zrobimy tylko pod wpływem autorytetu.
2811:  BFP - I trzecie, ten konformizm informacyjny.
2813:  BFP - Kilkukrotnie w trakcie oglądania tego serialu i w trakcie oglądania poszczególnych rozgrywek widzimy, że ktoś zaczyna małpować kogoś innego.
2820:  BFP - Mówi, zaraz, jego strategia się sprawdza.
2823:  BFP - Muszę zrobić tak jak on, albo zobaczcie jak oni do tego podeszli, może zrobimy podobnie.
2829:  BFP - Czyli za każdym razem, kiedy bohaterowie podchodzą, czy uczestnicy gry dowiadują się o zasadach gry w momencie, kiedy ją zaczynają.
2838:  BFP - Nie mają czasu na przygotowanie żadnej strategii.
2840:  BFP - Co się dzieje?
2841:  BFP - Zaczynają improwizować strategię i ci, którzy na przykład w jakiejś późniejszej kolejności przystępują do gry, zaczynają małpować, bądź wykorzystywać, bądź testować ich strategię.
2850:  GW - Ale to zakodowane ewolucyjnie przecież, że w momencie, kiedy jesteśmy w sytuacji, która wymaga utworzenia nowych połączeń, no to w pierwszej kolejności aktywizują się nam te neurony lustrzane, które właśnie każą nam po prostu naśladować zachowania innych, skoro to działa.
2868:  BFP - Ale tak, i mówi się o takim efekcie indukcyjnym, czyli ciepło się przenosi dalej.
2873:  BFP - I tak jest chociażby z paniką.
2876:  BFP - Prosty przykład, pożar w teatrze.
2879:  BFP - Ktoś krzyknie pożar i wszyscy, to jest indukcja strachu, indukcja lęku, indukcja paniki.
2883:  KMM - Panika jest w pierwszej grze zresztą.
2885:  BFP - Ty mówisz, Grzegorz, o takim czysto, myślę dla ciebie nawet ciekawszym, neurobiologicznym ujęciu, a ja mówię z perspektywy takich szerszych procesów psychologii społecznej, gdzie dochodzi do wymiany informacji między całymi grupami.
2899:  BFP - Jest taki często podawany przykład konformizmu informacyjnego, kiedy siedzi grupa osób na przystanku i jedna z nich wstaje i druga wstaje i trzecia wstaje i nie wiesz czemu do końca wstaję, ale robisz to samo, bo myślisz, skoro widzę, że wstali, znaczy, że jedzie autobus.
2912:  BFP - Czyli jest bardziej głębokie, złożone wnioskowanie logiczne, które ciągnie ze sobą także całe grupy ludzi.
2919:  BFP - I tutaj bardzo fajnie jest właśnie to ukazane, w jaki sposób zachowanie jednej osoby wpływa też na pozostałe.
2924:  BFP - I jeżeli miałbym domknąć jeszcze ten wątek, bo chciałbym Wam oddać głos
2930:  BFP - dotyczące tej psychologii społecznej, tych procesów, które można obserwować.
2932:  BFP - Mówimy o tych instytucjach totalnych, o tych eksperymentach psychologicznych, które poniekąd pokazują, czy ludzie podlegają konformizmowi społecznemu, czy także informacyjnemu.
2942:  BFP - Tutaj odpowiedzi są jak najbardziej twierdzące, ale zawsze można się z nich wyłamać i zawsze znajdzie się jakaś jednostka, która się z nich wyłamie.
2949:  BFP - Na szczęście, to już bardziej wchodzimy w ten wątek filozoficzny, ale wspominałem jeszcze właśnie o tej dynamice wewnątrz grup, czyli bardzo fajne, jak szybko
2957:  BFP - Dostrzegamy, że pomiędzy poszczególnymi grami toczy się tak naprawdę pewna metagra.
2962:  BFP - Że równie ważne jest to, co się dzieje podczas odpoczynku, podczas posiłków i podczas snu między rozgrywkami, niż to, co się dzieje w samych rozgrywkach.
2971:  BFP - Czyli wtedy również dochodzi do jakichś rozgrywek, uwaga, plemiennych.
2975:  BFP - Zaczynają rodzić się plemiona.
2976:  BFP - Ludzie...
2977:  BFP - Na podstawie pewnych swoich wartości, przekonań, celów, pragmatyzmu zaczynają się zbijać w grupy, dobierać na zasadzie podobieństwa jedni, na zasadzie różnorodności inni, bo wierzą, że w różnorodności jest siła.
2989:  BFP - I do tego jeszcze wewnątrz tych grup widzimy, że zawsze się pojawia jakaś alfa, zawsze się pojawia jakaś omega, jakaś beta, jakaś gamma.
2998:  BFP - a z kolei w innych stara się utrzymać pewien egalitaryzm, pewną równość, ale z drugiej strony jakoś siłą rzeczy zawsze wzrok reszty grupy będzie lądował na kimś, kogo uważałem za lidera.
3009:  BFP - I to jest naprawdę, ja naprawdę nie widziałem czegoś tak głębokiego, tak fajnego, mnie psychologia naprawdę pasjonuje, posługując się słowami Grzegorza, ja się może nie znam, ale się pasjonuję, to z pewnością to była po prostu uczta, obserwowanie tych wszystkich rzeczy, które
3025:  BFP - Nie da się ich wymyślić tak po prostu na zasadzie, bo ja obserwuję ludzi, ja wiem.
3028:  BFP - Nie.
3028:  BFP - Ten autor naprawdę musiał przebrnąć przez trochę literatury na temat psychologii społecznej i stworzyć coś tak przekonującego jak Cube, film Cube, czy właśnie igrzyska, chciałem powiedzieć igrzyska wolności, igrzyska śmierci, Hunger Games.
3044:  BFP - ale podbić to znacznie, znacznie większym przygotowaniem merytorycznym, intelektualnym, w taki sposób, że psycholog może do tego usiąść, psycholog społeczny powiedzieć, to ma sens, to jest naprawdę zgodne z wynikami badań.
3060:  KMM - To w tym temacie jeszcze ostatni element, który mnie interesuje w konstrukcji takiego świata, to znaczy coś, co Michel Foucault, jak już się zrobiło poważnie, to też dorzucę poważne nazwisko, nazwał wiedzą władzą i to jest piękne, bo ten serial właśnie pokazuje, jak wiedza może dać, a są tacy gracze, którzy mają wiedzę bardzo kluczową z perspektywy gier, są tacy, którzy usiłują ją pozyskać w nieuczciwy sposób, no i oczywiście są organizatorzy, którzy mają ją kompletną, chociaż też nie wszyscy.
3089:  KMM - I z tym się wiąże władza.
3090:  KMM - I to jest właśnie to niebezpieczeństwo kapitalizmu czy wolnego rynku.
3095:  KMM - Są ludzie, którzy znają zasady jakieś lepiej, którzy mają tę wiedzę i wiedzą, w jaki sposób manipulować rynkiem.
3101:  KMM - Wspomnę całą sytuację z GameStopem, kiedy duża część hurra kapitalistycznego i prawicowego Internetu się zorientowała, że wolny rynek nie jest wolny dla wszystkich.
3109:  KMM - Ups!
3110:  KMM - I jeszcze, a w dystopiach jest to o tyle kluczowe z mojej perspektywy, że jest jedną z podstawowych części fabuły prowadzącej do odkrycia prawdy, stojącej za czymś, co swoją drogą, nie pamiętam kto w tym momencie, ale wydaje mi się, że mógł to powiedzieć Mariusz Leś po raz pierwszy, nazwał kłamstwem założycielskim, czyli tym, co stoi u podstawy tego systemu.
3134:  KMM - Tutaj tym kłamstwem założycielskim, mitem założycielskim w sumie też jest to,
3138:  KMM - że no weź jest tam big cash prize, że można sobie to wygrać, że to wszystko jest ładne i uczciwe, tylko trzeba dobrze, trzeba wygrywać, no co za problem, nie?
3146:  KMM - A ta skarbonka cały czas wisi nad nimi.
3148:  KMM - Tak, a ona cały czas wisi.
3149:  GW - Wielka skarbonka podświetlona, no.
3150:  GW - Po prostu jak życie, jest proste, ale nie jest łatwe.
3153:  GW - Tak, tak.
3154:  KMM - I dlatego potrzebujemy detektywa.
3156:  KMM - Czyli postaci, która jest w tym filmie o tyle kluczowa absolutnie, bo daje nam drugą perspektywę.
3163:  KMM - I to jest absolutny unikat.
3165:  KMM - 90% dystopii, które znam, jest fokalizowana czy prowadzona z perspektywy osoby, która jest jakimś rewolucjonistą albo nagle ma jakąś eurekę, że ten system, w którym żyję jest chujowy, muszę coś z tym zrobić.
3178:  KMM - W zasadzie nie wiadomo dlaczego.
3179:  KMM - Do dzisiaj nie wiem, dlaczego Winston Smith w roku 1984
3182:  KMM - Pewnego dnia stwierdził, że a, to wszystko to jest jednak kłamstwo, to jest nieuzasadnione w żaden sposób.
3187:  KMM - Tak samo nieuzasadnione jest to w wypadku większości tych bohaterów dystopii młodzieżowych, Jan Kedal Dystopias.
3194:  KMM - W którymś momencie mają eurekę, że coś jest nie tak.
3196:  KMM - Tutaj tego nie ma.
3197:  KMM - Tutaj jest druga postać, która stara się odkryć prawdę stojącą za tym systemem i w zasadzie nie komunikuje się, bo nie ma jak w zasadzie do pewnego momentu, z uczestnikami tej gry.
3207:  KMM - I dzięki temu dostajemy dwie perspektywy.
3209:  KMM - Zwenętrza systemu
