Co robić gdy szkoła nie uczy? | Krzysztof Maj
🔗 https://www.youtube.com/watch?v=7F60yx2Jv2s
KMM (Krzysztof M. Maj)
SP (Szymon Pękala, Szymon Mówi, Wojna Idei)

0:  SP - Hej!
1471:  SP - W sensie nawet jeżeli nie pozbędziemy się tego całkowicie, to bez wątpienia jesteśmy w stanie rozpoznać takie narracje na ten temat, które są bardziej jednostronne i mniej jednostronne, bardziej pluralistyczne.
1481:  SP - I myślę, że to też jest dobry moment do tego, żeby przejść
1485:  SP - do odpowiedzi, do zastanowienia się, co mogą zrobić ludzie w świetle tego, co już jest.
1491:  SP - Ponieważ ten przedmiot startuje, podręcznik jest jedyny na ten moment, nie trzeba z niego skorzystać, bo nauczyciele mają też możliwość samodzielnego przygotowywania materiałów, ale nie oszukujmy się, większość tego nie zrobi, no bo też nie wymagajmy od ludzi, żeby teraz nagle zaczęli automatycznie coś tutaj
1508:  SP - poświęcać ogromną ilość czasu.
1509:  KMM - Nie ma czasu.
1511:  SP - Nie ma co się dziwić.
1512:  SP - Więc pytanie, co mogą zrobić nauczyciele i uczniowie, którzy widzą problem w tym, jak ten przedmiot startuje.
1522:  KMM - Wiesz co, najlepsza rzecz jaką można zrobić to, mówiąc szumnym językiem, dekonstrukcja, a mówiąc normalnym językiem trolling.
1529:  KMM - To znaczy rozłożyć to na czynniki pierwsze, przypatrywać się temu, pokazywać mechanizmy propagandowe.
1534:  KMM - To jest to, co ja bym zrobił jako nauczyciel, nie mając wyjścia.
1537:  KMM - Pokazywałem, zobaczcie, tu jest to pokazane w taki a taki sposób.
1540:  KMM - I teraz, autor próbuje wam powiedzieć coś innego, prawda?
1543:  KMM - Autor tak naprawdę usiłuje powiedzieć coś innego.
1546:  KMM - Jest taki eksperyment Richarda Rorty'ego fajny, że będę teraz mówił prostym, egzoterycznym językiem, tak?
1552:  KMM - Znaczy egzoteryczny nie jest prosty, znaczy co innego niż egzotyczny, czyli nasz rodzimy.
1557:  KMM - Ale to zdanie nie ma sensu na poziomie logicznym.
1560:  KMM - I w ten sposób się dekonstruuje propagandę, w ten sposób można pokazywać te mechanizmy językowe, bo tutaj nawet nie jest kwestia światopoglądu.
1566:  KMM - Mnie światopogląd autora nigdy, szczerze powiedziawszy, nie obchodzi jako czytelnika.
1570:  KMM - Staram się nad tym nie zatrzymywać uwagi długo, też głównie dlatego, że czytam przeważnie fantastykę, gdzie to nie ma aż takiego znaczenia, ale w przypadku książki historycznej ma to kolosalne znaczenie, więc można w ten sposób pokazać coś, na co byśmy nie mieli okazji w innych okolicznościach, to znaczy jak światopogląd autora, który tu jest bardzo klarownie przedstawiony, może infekować mówienie na temat historii.
1593:  KMM - Natomiast ja się obawiam bardzo, że przy po pierwsze małym czasie, jaki mają w ogóle nauczyciele na przygotowywanie, negatywnej selekcji do zawodu, teraz tak, że presji ekonomicznej, bo coraz więcej nauczycieli odchodzi z zawodu, no zostaną ludzie, którzy albo są niesamowitymi pasjonatami
1610:  KMM - i będą w stanie to zrobić, albo zostaną ludzie, którzy pójdą po linii najmniejszego oporu i po prostu będą zadawać konkretne fragmenty z podręcznika i już machać ręką na to, co ludzie powiedzą.
1622:  KMM - I to jest największy błąd i tego się powinno za wszelką cenę unikać.
1625:  KMM - I to jest coś, co mogą zrobić rodzice z kolei razem z dzieciakami, żeby jednak przejść przez ten podręcznik, przeczytać go samemu i spróbować przynajmniej
1633:  KMM - zrobić to, przykro mówić to w takich okolicznościach, ale to co się robiło w czasach PRL-u, to znaczy tutaj masz dziecko oficjalną wersję historii, a tak naprawdę było inaczej.
1643:  KMM - To jest to, co musimy zrobić.
1644:  SP - Myślę, że to też tak szczerze mówiąc to trochę sugerowanie tego rodzicom, obawiam się, boję się, że będzie miało jeszcze mniejszy skutek niż sugerowanie tego nauczycielom.
1653:  SP - Natomiast też jestem ciekaw, co myślisz o takich pomysłach, które ponownie na przykład w Onecie, o ile dobrze pamiętam, były szumnie, że nauczyciele masowo zamierzają bojkotować ten podręcznik, z tym masowo to pewnie wątpię, ale może znajdą się rzeczywiście takie przypadki.
1669:  SP - Myślisz, że to jest dobry pomysł, czy to wręcz przeciwnie może w jakiś sposób nie zadziałać?
1677:  KMM - Słyszałem o inicjatywie Cyfrowy Hit, czyli o takim portalu, platformie, jest na to zbiórka zdaje się, gdzie mają znajdować się treści wrzucane przez różnych historyków, alternatywne wobec tego podręcznika.
1689:  KMM - To jest ładna, miękka forma oporu.
1692:  KMM - Ja jestem przeciwko takim głośnym, medialnie szumnym, trompadradzkim i głośnym formom oporu, ponieważ one zazwyczaj trwają tyle, ile trenduje nagłówek na Onecie, czyli bardzo krótko.
1706:  KMM - I dużo się o tym mówi, a nauczyciele się buntują, oburzają i wszyscy się oburzają, rodzice się oburzają, ludzie podpisują petycje, po czym mija miesiąc i nikt już nie pamięta o porze.
1716:  KMM - Ministerstwo świetnie sobie z tego zdaje sprawę oczywiście i czeka aż ta burza medialna ucichnie.
1723:  KMM - I to też jest niebezpieczne, więc ja zdecydowanie bym optował za po prostu wykorzystywaniem tego, co dzisiaj w edukacji, w nauczaniu się wykorzystuje.
1732:  KMM - Nie jest tajemnicą, z czego ludzie się przygotowywali do matur, że głównie był to internet typu Matemax i tak dalej.
1740:  KMM - To jest dokładnie to medium, które możemy wykorzystać.
1743:  KMM - I bądź może byłoby to też pretekst do myślenia o jakiejś platformie otwartych źródeł edukacyjnych.
1749:  KMM - Ona już jest tam śladowo robiona przez ministerstwo.
1752:  KMM - Kiedyś nawet te podręczniki przeglądałem.
1754:  KMM - No ale właśnie jest to robione przez ministerstwo.
1756:  KMM - A można byłoby pomyśleć o takim społecznym, odobywatelskim portalu, w którym ludzie umieszczali tego rodzaju informacje i które byłyby weryfikowane następnie przez specjalistów.
1764:  KMM - Bo to jest jednak ważne, żeby tam jakaś forma weryfikacji była.
1767:  KMM - Bo ja się o to bardzo boję, że
1768:  KMM - Potem będzie tak, że ktoś właśnie coś sobie pamięta, coś sprzed 20 lat jak czytał historię i teraz o tym napisze i to jest najlepszy sposób na to, żeby wprowadzać przekłamania.
1778:  KMM - Dlatego ja tak strasznie jestem wrogiem podręczników, które nie mają udokumentowanych źródeł bibliografii, no bo to są bardzo często rzeczy, które stary profesor pamięta ze swoich studiów i potem wiele razy to robiłem złośliwie, to znaczy starałem się sprawdzić jakiegoś profesora bardzo znanego,
1792:  KMM - mojej działki, no i się okazywało, że bzdury gadał.
1794:  KMM - Jak się sięgnęło do źródła, to tam w ogóle nie było tego, co cytował, mimo że był znak cudzysłowu.
1799:  KMM - Więc to jest rozwiązanie, taki portal, jakaś inicjatywa obywatelska czy nauczycielska.
1804:  SP - I to jest w ogóle bardzo, myślę, że byłoby to znacznie skuteczniejsze w tym sensie, że wszelka kampania na nie, prawda, że nie korzystamy z podręcznika, jest po pierwsze, przez to, że jest kampanią negatywną, to też daje potencjał do bycia wykorzystanym znowu z powrotem.
1818:  SP - W tej propagandzie zaraz usłyszymy w TVP, że Związek Nauczycielstwa Polskiego, prawda, oczywiście opowiada się po tej stronie co zawsze, prawda, itd., itd., itd.
1826:  SP - A to brzmi zupełnie inaczej, to nie, że nie korzystamy z tego, tylko korzystamy z tego, na przykład tego cyfrowy hit, o którym wspomniałeś.
1834:  SP - Ja nie znam dokładnie tej inicjatywy, więc jeżeli będziesz mógł podesłać nam linka do tego, jak wygląda, to ja go umieszczę pod filmem też dla każdego, kto jest zainteresowany, tym będzie można tam wejść.
1842:  SP - To jest znacznie, mam wrażenie, ma skuteczniejszy wydźwięk, jeżeli korzystamy z tego, że mamy jakiś pozytywny, po prostu dodatni, że tak powiem, wydźwięk.
1851:  KMM - Plus, jeszcze tylko jedną rzecz dopowiem, że nie ma ryzyka, że ministerstwo odpowie ogniem, to znaczy powie, a to w takim razie nie ma tak, że można wybrać sobie dowolny podręcznik, ale skoro fikacie, tylko wam narzucimy ten i teraz nie macie wyboru i to będzie wtedy tragedia.
1867:  SP - Tak, tak, tak, tak, także należy patrzeć na to, co będzie najbardziej skuteczne, a nie to, za czym będzie można najgłośniej krzyczeć, prawda?
1875:  SP - Chyba, że komuś chodzi o samokrzyczenie, no to wtedy się powinien zastanowić, o co chodzi.
1878:  SP - I myślę, że też można przejść do tego, bo mówimy trochę z perspektywy nauczycieli cały czas, a pytanie, czy mogą coś zrobić pojedynczy uczniowie?
1887:  SP - I też nie chodzi tutaj o to, od razu jak zmienić, prawda, co jest tutaj wybierane w polskiej edukacji, tylko co być może u siebie, u siebie w klasie, u siebie w swoim własnym nawet nauczaniu, co uczeń mógłby zrobić.
1899:  SP - I od razu połączę to być może od razu z pytaniem od patrona, które się zawiera w tym trochę, że jak i czy w ogóle można przekonać jakiegoś nauczyciela, że można prowadzić lekcje w inny sposób niż do bólu schematyczny.
1914:  SP - No tutaj by się wpasowało to z korzystaniem tego, co jest prezentowane z góry.
1917:  SP - I mowa właśnie o odnoszeniu się do nauczyciela, który ma minimum chęci do zrobienia czegoś więcej, ale być może robi to w sposób tylko wypełniania właśnie obowiązków i taki maksymalnie schematyczny, boi się skorzystać z czegoś nowego.
1932:  SP - I jak uczniowie mogliby ewentualnie zachęcić albo spróbować wpłynąć na takiego nauczyciela, żeby zrobił coś innego niż to, co leci z mainstreamu, że tak się wyrażę.
1942:  KMM - To wszystko zależy od tego, jak bardzo są zjednoczeni uczniowie i zdeterminowani jako klasa.
1948:  KMM - Bardzo dużo od tego zależy.
1949:  KMM - Sposób, który ja realizowałem w ramach swojego własnego buntu i praktyk oporu w szkole, to było zgłoszenie prezentacji uczniów.
1957:  KMM - Po prostu samodzielnie, tylko że zrobienie jej po swojemu i w sposób alternatywny do narracji, która była w podstawie programowej.
1965:  KMM - Więc to jest rzecz, którą może zrobić jedna osoba, jeżeli jest wystarczająco zdeterminowana.
1969:  KMM - I odpalić grę wideo, pokazać w jaki sposób możemy, rozgrywając sobie kampanię, nie wiem, w Rome to la War, albo gdziekolwiek indziej, w Europie Universalis, uczyć się równocześnie historii.
1980:  KMM - To jest coś, co można zrobić absolutnie każdy, pod warunkiem, że ma dobrego laptopa.
1984:  KMM - A jeżeli nie, można pokazać jakieś filmy na YouTubie, jest bardzo dużo kanałów historycznych.
1989:  KMM - Ja akurat, ponieważ zawsze lubiłem starożytny Rzym, kojarzę w tym momencie najszybciej Invictę i można zobaczyć, w jaki sposób narracja wizualna jest w stanie w nas zaszczepić miłość do jakiegoś okresu historycznego albo uczyć nas czegoś przy okazji.
2002:  KMM - Ja zawsze opowiadam się po stronie imersywnego nauczania, takiego, w którym się zanurzamy i nawet nie wiemy, że się uczymy, prawda?
2010:  KMM - Czytając ten podręcznik nie dość, że wiemy, że się uczymy, to jeszcze wiemy, że jesteśmy indoktrynowani.
2015:  KMM - Natomiast jeżeli chodzi właśnie o ten konkretny zakres tematyczny, to to, co również uczniowie mogą zrobić, to zaprezentować jakąś osobną opinię, prawda?
2023:  KMM - To już by wymagało bardzo dużej determinacji i samozaparcia, żeby znaleźć podręcznik zachodni po angielsku albo inny polski,
2031:  KMM - który też by dotyczył tego okresu i zderzyć ze sobą i zrobić jakąś dyskusję, debatę oksfordzką, cokolwiek innego.
2037:  KMM - I teoretycznie nauczyciel, który jest otwarty, powinien się na to zgodzić w momencie, w którym wyjdzie taka propozycja ze strony uczniów, propozycja debaty, dyskusji jakiejś ogólnoszkolnej.
2048:  KMM - To jest takie demokratyczne bardzo rozwiązanie.
2050:  KMM - Uśmiecham się dlatego, że w szkołach głównie mamy pozory demokracji, to znaczy jest przewodniczący klasowy, który nie ma żadnej władzy na przykład, albo jest samorząd szkolny, który nie może podejmować żadnych uchwał.
2060:  KMM - To jest to tak samo jest na uczelniach.
2063:  KMM - Więc te pozory władzy niewiele dają, ale
2066:  KMM - skoro już są, to fajnie byłoby wykorzystać coś, co faktycznie jest sednem bijącej i żywej demokracji, czyli taką dyskusję i zderzanie opinii.
2074:  KMM - To jest coś, co mogą zrobić uczniowie, natomiast jest jeszcze trzecia droga, jeżeli nic nie mogą zrobić, to jest nauczanie we własnym zakresie i dbanie o swoją własną edukację.
2083:  KMM - To jest coś, co ja zawsze wszystkim powtarzam, że nie ma co oczekiwać, że ktoś nas czegoś nauczy,
2088:  KMM - tylko trzeba to zrobić we własnym zakresie, czy robić we własnym okresie.
2091:  KMM - I to nie jest tak, że ja to mówię z perspektywy wykładowskiej, no mówię z perspektywy człowieka, który zapomniał wszystko, czego się nauczył w szkole, pamięta tylko to, czego się nauczył sam albo to, czego się nauczył właśnie przy okazji z jakimś, nie wiem, na wyjściu klasowym, przy okazji dyskusji tego rodzaju albo debaty z nauczycielem, to się zapamiętuje, prawda?
2108:  KMM - Nie zapamiętujemy całej reszty, którą wkuwaliśmy z podręczników, ciekawe dlaczego.
2113:  SP - Tak, i z tą opcją na zorganizowanie się, użycie jakichś tam narzędzi w cudzysłowie demokratycznych, to jest bardzo ciekawe.
2121:  SP - Ja myślę, że to mogłoby mieć pewną skuteczność, prawda?
2123:  SP - Nawet jeżeli te powiedzmy ciała w postaci przewodniczącego klasy czy rady szkoły nie mają żadnej fizycznej roli nacisku, to mogą przecież coś powiedzieć.
2132:  SP - Pewnie mają narzędzia do zamanifestowania czegoś, prawda?
2135:  SP - Mhm.
2136:  SP - do pokazania, że być może woleliby coś innego, nawet jeżeli nie do zrobienia czegoś, to czasem wystarczy powiedzieć coś, żeby zaczęło się o czymś mówić.
2144:  SP - Natomiast też myślę, że byłbym delikatnie sceptyczny co do zdolności organizacyjnych w tego typu miejscach, ale kto wie, bywa różnie.
2152:  KMM - I też czasowych.
2153:  KMM - Tutaj też czasowych, tak samo jak w przypadku nauczycieli.
2156:  KMM - Przy 40-50 godzinach lekcji tygodniowej nikomu nic się nie chce.
2158:  SP - Dokładnie.
2159:  SP - Natomiast jeszcze powiedziałeś bardzo ciekawą perspektywę z tą prezentacją, że można spróbować samodzielnie zrobić coś pokazującego być może alternatywne podejście do tematu, który jest omawiany i co ciekawe do tego wystarczy bardzo mało osób, to znaczy można to zrobić w pojedynkę, nie musisz żadnej organizacji, a też może być to jakiś punkt
2182:  SP - do być może jakiegoś głębszego rozmawiania o czymś.
2185:  SP - Natomiast ja bym też bardzo mocno mimo wszystko przestrzegał przed... Znaczy tak, zachęcałbym do zrobienia czegoś takiego, jeżeli tylko ktoś jest na siłach, jeżeli tylko ktoś ma narzędzia i chce się w to zaangażować, to świetnie, to jest świetny pomysł.
2199:  SP - Natomiast przestrzegałbym przed być może mówieniem tego, co my tutaj.
2202:  SP - To znaczy, jeżeli ktoś wyjdzie przed klasę i powie, że ten podręcznik, który wybrał nasz nauczyciel, to jest ordynarna pisowska propaganda...
2210:  SP - To jest bardzo zły pomysł, ponieważ w tym momencie podważasz autorytet tego nauczyciela i jeżeli ty chcesz, żeby on coś zmienił i faktycznie wpłynął, w sensie skłonić go do czegoś, to atakowanie jego i jego wyborów nie jest być może najlepszym sposobem na osiągnięcie tego.
2229:  SP - Dlatego proponowałbym podejście do tego raczej na zasadzie dzisiaj spojrzymy na inną perspektywę, bo być może ten podręcznik opowiada o tym w sposób niekompletny, być może nie porusza wszystkich wątków, być może są inne perspektywy również wartościowe i chcielibyśmy o tym opowiedzieć, a nie na zasadzie nasz nauczyciel.
2245:  SP - wpisuje się, prawda, w propagandę rządową.
2248:  SP - Tego nie mówcie im, naprawdę im tego nie mówcie, bo też nie wiecie, ile oni mają czasu, prawda, i jakie mają wybory, że tak powiem, u siebie do możliwości.
2257:  KMM - Trzeba być mądrzejszym niż profesor Roszkowski, krótko mówiąc.
2261:  KMM - W naszej własnej kontrpropagandzie, to znaczy nie jest rozwiązaniem powiedzenie, że to jest właśnie zlepek propagandowego bełkotu, tylko użycie takiego języka, którego właśnie używa druga strona.
2272:  KMM - To jest najlepszy sposób na zaszczepienie czymś idei, tak jak w filmie Incepcja Nolana, gdzie chodziło o zrobienie tego tak, żeby człowiek, który śni, nie zorientował się, że to jest cudza myśl, żeby on myślał, że to jest jego własna myśl, że to jest strategia sokratejska.
2286:  KMM - Jeśli pamięć nie myli, majeutyczna, taka, w której dojrzewa w nas idea cudza, zaszczepiona w nas inteligentnie, ale właśnie, żeby ona dojrzała, to musimy wpierw przebić się do tego człowieka.
2296:  KMM - Więc najprostszym sposobem przebicia się do drugiego człowieka jest użycie jego języka, a nie naszego języka, a zwłaszcza nie języka antagonizującego, w którym nazywamy rzeczy.
2305:  SP - Tak, i warto po prostu o tym jak najbardziej pamiętać przy robieniu wszystkich tego typu, myślę, że jak najbardziej skutecznych inicjatyw, potrzebnych inicjatyw.
2313:  SP - I ja w tym momencie proponuję też przejść właśnie do jeszcze jednego, jeszcze jednej sekcji pytań od patronów, że tak się to ujmę, ponieważ wiele osób zadało w ten lub inny sposób to samo pytanie stricte do ciebie, Krzysztofie, a mianowicie, że powiedzmy oglądają część twoich materiałów, natomiast
2330:  SP - Ponownie, bardzo powracającym komentarzem był taki, że mają wrażenie, że stawiane przez Ciebie tezy są zasadniczo utopijne.
2338:  SP - I wyjaśnię jeszcze, o co dokładnie tutaj chodzi, że postulaty takie jak zniesienie podstawy programowej albo zlikwidowanie egzaminów na studia, prawda, i niech każdy idzie tam, gdzie chce i to będzie później dopiero odsiewane, że są to tezy utopijne.
2356:  SP - No jakieś takie, no właśnie utopijne, takie słowo tutaj pada bardzo często i od razu rodzi się pytanie, jak to zrobić, żeby to miało ręce i nogi, że to nie są złe pomysły, prawda, tylko że być może niemożliwe do realizacji i ja oglądałem któryś twój film, w którym ty mówiłeś, że utopia,
2372:  SP - w Polsce się źle kojarzy, ale w innych kręgach to jest raczej taka piękna rzecz, do której dążymy i do której nawet jeżeli powiedzmy nieosiągalna w 100%, to nadająca właśnie wektor, tak to chyba można ująć.
2386:  SP - I ja tylko dodam do tego, że
2390:  SP - Utopia, bo tak bym skomentował tą uwagę po prostu, że utopia w Polsce źle się kojarzy, nie w tym sensie, że utopia to jest coś złego, tylko jest jakieś takie powszechne przekonanie, że dążenie do utopii kończy się katastrofą, że
2405:  SP - że dążąc do tego po drodze wysypujemy się i spadamy jeszcze niżej niż zaczynaliśmy.
2410:  SP - I w tym kontekście, czy na przykład dążenie do czegoś takiego, czy nie uważasz, jakie masz perspektywy na to, że na przykład znieśmy podstawę programową, że nawet jeżeli za tym idą słuszne tezy, że być może ludzie będą mogli sobie wybierać sami i tak dalej, czy próba realizacji tego nie grozi ludziom?
2428:  SP - zawaleniem się tego wszystkiego jeszcze bardziej, a jeżeli nie, no to właśnie pojawia się pytanie, jak to zrobić?
2433:  SP - Bo to jest pytanie do wszystkich ludzi, którzy tak naprawdę stawiają tego typu tezy, że okej, to może brzmi w teorii jako spoko pomysł, ale czy próbując to zrobić, nie zrobimy sobie i innym jeszcze więcej krzywdy?
2444:  KMM - Duży wątek, ale postaram się powiedzieć tak.
2446:  KMM - Po pierwsze, ja jestem po stronie elitarności nauczania im wyżej, tym bardziej.
2451:  KMM - Dlaczego?
2452:  KMM - Wiedza jest w tym momencie dostępna powszechnie, czyli postulat egalitarności nauki mamy częściowo odhaczony.
2460:  KMM - Z tą różnicą, że dlatego też jestem bardzo po stronie likwidacji paywally i dostępu powszechnego do artykułów i badań naukowych i podręczników, tego, żeby podręczniki były darmowe, dla wszystkich dostępne i jestem bardzo dużym zwolennikiem nauczania domowego.
2473:  KMM - Dlatego też mówienie, że to jest utopia jest trochę nie właściwie z innych względów.
2477:  KMM - Utopia to jest coś, co jest właśnie niezrealizowalne.
2480:  KMM - To mamy zrealizowalne w nauczaniu domowym.
2482:  KMM - Mamy tylko egzamin, jeden jedyny egzamin, który nie ma ocen, nie ma godzin lekcyjnych, nie ma klas, nie ma całego tego aparatu przemocowego, który jest bardzo często obecny w instytucjach szkolnych.
2496:  KMM - Dwa, egzaminy na studia już są, dalej, ja sam teraz 20 któregoś lipca egzaminuję na drugi stopień na AGH.
2504:  KMM - Więc to jest, jeżeli ktoś mi mówi, że zniesienie matur to jest utopia, ponieważ nie będzie można, ja wiem, że można, co więcej, bardzo jest wiele takich przypadków, ludzi, którzy mówią, o Krzysztof, mam zły wynik matury, nie dostałem się, a ja wtedy mam ochotę dopowiedzieć, no tak, bo jakbyśmy rozmawiali podczas egzaminu,
2520:  KMM - to prawdopodobnie nie byłoby problemu z dostaniem się, przynajmniej na kierunki humanistyczne, ponieważ tam wyłuskuje się osoby, które są wygadane, mają dużo rzeczy do powiedzenia i myślą poza pudełkiem, czyli wszystkie te, które odsiewa matura.
2531:  KMM - Matura jest przygotowana do tego raczej, żeby myśleć pod klucz w pudełku, a nie poza pudełkiem, tak generalnie i uśredniając bardzo.
2540:  KMM - Więc egzamin państwowy jako taki nie zawsze funkcjonował, a uniwersytety funkcjonują przynajmniej w Europie,
2547:  KMM - od bardzo, bardzo dawien dawna i więc znowu nie pasuje ten argument, że to jest utopia, bo to kiedyś działało.
2553:  KMM - Kontrargumentem jest to, że nauczanie teraz jest powszechne i jest znacznie więcej studentów, to jest prawda, ale mamy technologię, od tego mamy technologię, żeby na przykład poprzez formy edukacji cyfrowej, zdalnej, hybrydowej rozwiązywać ten problem albo, no nie wiem, tak jak ja chociażby, oczywiście, że przygotowuję też testy, tak, bo muszę i muszę wystawiać oceny na uczelni,
2572:  KMM - Ale nikt mi nie zabroni tego, żeby podczas testu można było korzystać z wszystkich źródeł i żeby egzamin miał niekończący się czas.
2579:  KMM - Rekordzista zdawał egzamin u mnie 5 dni i 20 godzin.
2583:  KMM - Ponieważ tyle był otwarty test, test był otwarty w sumie przez 7 dni i ja zachęcałem do tego, żeby używać zewnętrznych materiałów.
2589:  KMM - Jeżeli ktoś myśli, że 100% osób było na 5-0, myli się.
2593:  KMM - Nie było, ponieważ dla ludzi było większym wyzwaniem to, że muszą myśleć w oparciu o źródła, które już mają i że muszą zrozumieć, o co jest zadawane pytanie i zastosować to w praktyce, niż wyrecytować z pamięci to, jak się przyzwyczaili w szkole.
2607:  KMM - Więc też z doświadczenia swojego, to jest trzeci element mojej
2611:  KMM - Wiem, że pewne rzeczy działają.
2613:  KMM - Mówiłem ludziom parę lat temu, po co limit czasowy na egzaminie.
2617:  KMM - Zaburzacie czystość pomiaru.
2619:  KMM - Wprowadzacie czynnik, który sprawia, że niektórzy mogą być nieodporni na to, niektórzy się mogą bardziej stresować, a w nauce chodzi o to, żeby czystość pomiaru była największa.
2627:  KMM - Po to zderzacz hadronów budujemy pod ziemią, żeby ekranować promieniowanie.
2632:  KMM - Ekranujemy promieniowanie podczas egzaminów, tak?
2634:  KMM - I zróbmy takie warunki dla ludzi, żeby faktycznie weryfikować ich wiedzę, bo ja nie jestem po stronie nieweryfikowania wiedzy, wręcz przeciwnie.
2641:  KMM - Egalitarność podejściu do nauki i powszechności, natomiast postępująca elitaryzacja na wyższych poziomach, żeby nie było takiej sytuacji, że ktoś, nie wiem, kończy podstawówkę i myśli sobie, że o, to ja teraz będę na marginesie społecznym, bo chcę być stolarzem i robić komody.
2656:  KMM - Nie, zajebiście, potrzebujemy takich ludzi, prawda?
2659:  KMM - Po co oni mają mieć taką stygmę na sobie, że muszę pójść na studia, żeby uwierzyć w swoją wartość?
2666:  KMM - Nie, to jest największa krzywda, jaka została nam zrobiona, że wszyscy potrzebujemy tej abstrakcyjnej wiedzy, którą im dalej w nauczanie, tym bardziej proponuje szkoła.
2676:  KMM - Wszyscy muszą umieć czytać i pisać, nie każdy musi rozwiązywać całki, nie każdy musi rozumieć też meandry dyskursu historycznego.
2684:  KMM - Potrzebujemy, żeby rozumieli to historycy, ale żebyśmy wykształcili dobrych historyków.
2688:  KMM - Fajnie byłoby, żeby grupy na studiach nie były 30-osobowe, tylko 4 albo 5-osobowe, a do tego potrzebujemy elitarności.
2694:  KMM - Więc to jest taki amalgamat elitarności, egalitarności w podejściu do nauki.
2699:  KMM - Nie dziwię się, że ludzi to może odstręczać,
2701:  KMM - To nie jest oczywiste, ale przynajmniej w niektórych zakresach wydaje mi się, że jest realizowalne.
2707:  KMM - A jeżeli chodzi o mój sprzeciw wobec podstaw programowych, tu chodzi tylko o to, że tym bardzo łatwo jest sterować i że bardzo jest dużo nauczycieli, którzy idą po linii najmniejszego oporu.
2717:  KMM - Okej, to ja będę teraz robić jeden do jeden to, co jest w podstawie.
2721:  KMM - No i to wtedy jest tak samo dysfunkcyjne, jak trzymanie się litery podręcznika roszkowskiego.
2727:  SP - Wiesz co, ja bym dodał do tego, bo bardzo dużo zwracasz uwagę, słusznie, bardzo dużo słusznie zwracasz uwagę na zmiany technologiczne, prawda, które stawiają zupełnie nowe możliwości w formach nauczania i ja mam szczerą nadzieję, że my jesteśmy gdzieś tam u progu przeformatowania myślenia na ten temat, bo to się, myślę, całkowicie da zrobić po prostu.
2745:  SP - Bo tak mówimy, dlaczego egzamin ma, ja nie bronię w tym momencie konkretnie tego pomysłu, bo ja się nie znam, ale to, dlaczego egzamin ma ograniczony czas.
2752:  SP - No bo ktoś musi siedzieć na tej sali z tymi ludźmi, prawda?
2755:  SP - Tak, oczywiście.
2756:  SP - A jeżeli jest online, to możemy dyskutować inaczej, prawda?
2759:  SP - Więc to jest dziedzictwo.
2761:  KMM - Chociaż powiem Ci, że jak jeszcze uczyłem na Uniwersytecie Jagiellońskim, miałem średniogodzinny egzamin i siedziałem przez cały czas, tylko po prostu odpaliłem sobie grę.
2770:  KMM - Ale ludzie pisali, rzeczywiście rekordzista pisał 7 godzin.
2774:  KMM - Ale nie wszyscy mają na to czas, warunki ekonomiczne, rodzinne, żeby sobie pozwolić na aż takie poświęcenie na rzecz nauki.
2781:  KMM - Natomiast z perspektywy siebie mogę powiedzieć, da się, chociaż jest to trudne.
2786:  SP - Tak, i tutaj właśnie dochodzimy do tej kolejnej rzeczy, bo właśnie mówisz, bez podstawy programowej takich rzeczy da się robić, bo nauczanie domowe, nie?
2795:  SP - Tylko, że nie każdy może robić nauczanie domowe i wydaje mi się, że nauczanie domowe jest jednak nieco w swej formie niemożliwe do upowszechnienia tak całkowicie.
2805:  SP - Całkowicie tak.
2806:  SP - No właśnie, więc to, że działa w niektórych przypadkach, to nie znaczy, że całość systemu da się zreformować pod tym kątem.
2815:  SP - I tak samo, wiesz, mówiąc o egalitarności,
2819:  SP - nauczania, że to już mamy za sobą, że szkoła już jest powszechna, że dało się przekazać wszystkim pewną taką absolutną podstawę.
2825:  SP - Ja, wiesz co,
2827:  SP - Może, ale ja nie jestem tak do końca całkowicie przekonany, jak to w praktyce działa, ponieważ w tym momencie rzeczywiście nie ma w ogóle tej bariery, bo kiedyś była taka teza, że ludzie się nie uczą, bo nie mogą dostać materiałów do nauki, ponieważ nie ma kto im tej edukacji zanieść.
2842:  SP - Tego nie ma.
2843:  SP - Każdy ma tutaj po prostu taką ilość wiedzy, że to się w ogóle nie mieści w fale, ale ogromna większość kompletnie nie jest tym zainteresowana.
2850:  SP - I tu jest problem, ponieważ mamy egalitaryzm w dostępności wiedzy,
2857:  SP - Ale on napotyka na barierę z drugiej strony, że nie ma powszechnej chęci nauki i ja bardzo fajnie by było, gdybyśmy powiedzieli, że trzeba zmienić mentalność tak, żeby człowiek chciał się uczyć, chciał się rozwijać, świetnie by było, ale ja na przykład nie wiem, czy tak się da.
2876:  SP - I jeżeli ktoś zaprezentowałby tezę, że nie, że nie da się tego zrobić, bo część społeczeństwa po prostu nie będzie tym zainteresowana nigdy, bo mamy taką naturę, że część osób jest tym zainteresowana, część nie będzie.
2887:  SP - Ponownie, ja nie wiem, ale tak trochę się boję, że może tak być, że zderzyliśmy się tutaj z pewną ścianą po prostu.
2896:  KMM - Jest taki jeden obszar, w którym działa taka stara, dobra, kapitalistyczna zasada popytu i podaży i wydaje mi się, że to jest właśnie obszar edukacji, ale nie tej, o której myślimy.
