🔴 Ostatnia ekspedycja Yuan-bo — WARHAMMER 3 Yuan-bo #5
🔗 https://www.youtube.com/watch?v=o1FAr7-B3Fc

11:  muzyka muzyka muzyka
7988:  A jak się to skończy, to wam nie powiem, bo kończy się... nietypowo.
7991:  Proszę bardzo, moi drodzy.
7994:  Widzicie, gdyby ten stream nazywał się stream edukacyjny,
8008:  to wtedy by nie było na streamie żadnej osoby, ponieważ ten stream nazywa się, tak jak się nazywa, nie wiem jak się nazywa, Ostatnia Ekspedycja Yuanbo mianowicie, to jesteście tutaj, a edukacyjne rzeczy zdarzają się przy okazji i to jest powód, dla którego gra edukacyjna nigdy nie zadziała, a gra, która edukuje nie wprost, zawsze zadziała.
8027:  To jest także powód, dla którego nie znoszę gier edukacyjnych, książek edukacyjnych i w ogóle wszystkiego, co się nazywa edukacyjne, ponieważ nigdy nie działa.
8035:  Co było do udowodnienia?
8037:  Jak tam... Tu sytuacja.
8039:  Może nauczeni... Hmm... Może nauczeni naszymi doświadczeniami byśmy wybrali ten nagły atak.
8047:  Kurczę.
8049:  Zrobimy tak.
8052:  Zrobimy tak.
8055:  Okej.
8056:  Tu co?
8056:  Tu nic.
8059:  Skończę wątek mikrofonu EQ.
8061:  Jeśli chcesz, to mogę Ci zdalnie pomóc zrobić taką korektę.
8063:  Wyślij mi kilkunastosekundowe nagranie z wyłączonym equalizerem, a ja Ci pomogę ustalić, co w mikserze.
8067:  Szymon, napisz do mnie w takim razie na Discordzie, bo chyba jesteśmy nam skontaktowani.
8072:  Tylko ja bym chciał Ci za to zapłacić, dobrze?
8075:  Bo ja... To są usługi już w tym momencie profesjonalne.
8079:  Jeżeli masz taką wiedzę i jesteś w stanie to zrobić, to umówimy się na honorarium.
8086:  Dobra.
8087:  Co tu się dzieje?
8095:  Jaki bezczelny.
8097:  Jeszcze straciliśmy jedną jednostkę.
8098:  Skandal!
8102:  No nie!
8104:  Teraz musimy tutaj cztery tury posiedzieć.
8106:  Co za dramat.
8107:  Irytujące.
8108:  No nic, ale w ten sposób opanujemy to miejsce.
8110:  Nie ma tego złego, moi drodzy.
8113:  Dziesięć tur?
8113:  Czy ktoś zwariował?
8117:  Jest taka strona TheTrueSizeOf, która pozwala sprawdzić, jak oszukuje problemy deklamatora i na przykład przesunąć Polskę na biegun i sprawdzić, jak się zmieni.
8124:  Serio?
8125:  Jezu, wiem, moja studentka kiedyś z tego korzystała.
8128:  TheTrueSizeOf mówisz.
8129:  That's what she said.
8134:  SizeOf.
8142:  How it works.
8144:  Search, drag and compare sizes.
8148:  Oczywiście nie umiem tego zrobić.
8152:  A, okej, United Sta... A, okej!
8157:  No dobrze, to dajmy Polska.
8159:  Poland.
8159:  Oczywiście, że Poland.
8164:  Łoj, oj, oj, oj!
8166:  Jak bidnie!
8169:  Jak bidnie!
8171:  Tasmania z pozdrowieniami dla tasmańskiego zwierza z czatów, proszę bardzo!
8177:  Polska jest większa od Tasmanii!
8180:  Pierwszy sukces!
8182:  No i kinda taka sama jak Nowa Zelandia.
8185:  Antarktyda?
8186:  Ło jest!
8188:  A swoją drogą ciekawe... Antarktika.
8192:  Weźmy ją.
8193:  Fuj!
8194:  Co? !
8197:  Co tu się dzieje?
8199:  Jezus Maria!
8203:  Jaki dramat!
8204:  Strasznie oszukuje ta projekcja.
8206:  Wspaniałe!
8208:  Uwielbiam.
8209:  To jest moje... To by się stało, moi drodzy, gdyby Slaanesh zaatakował nasz świat.
8213:  Tak by to wyglądało.
8215:  To są dokładnie takie kształty, które wyobraża sobie w swoich wyuzdanych marzeniach Slaanesh.
8220:  Czyli ostateczny dowód, że wszystko nie ma sensu.
8224:  I przy okazji to też jest bardzo dobry test tego, czym jest realizm i czym jest reprezentacja, czyli przedstawienie.
8231:  Polecam przesunąć Rosję na równik.
8232:  Rosja nie istnieje.
8234:  A jeszcze jedną rzecz sprawdzę, mnie zawsze to interesowało.
8236:  Greenland.
8237:  Ona na pewno nie jest tak duża, jak się wydaje.
8239:  Dokładnie tak.
8242:  Maleństwo, jak Zjednoczone Emiraty Arabskie prawie.
8246:  Zabawne.
8247:  Głęb Afryka powinna być całej wielkości Europy, tylko problem polega na tym, że nie możemy chyba całej Afryki wybrać, czy możemy?
8255:  Nie, nie możemy, tylko państwa wybierać.
8257:  Rewelacyjna, rewelacyjna strona.
8260:  To jest Fun with Maps, moi drodzy, w najczystszej postaci.
8265:  Antarktyda wygląda jak wkurzony słujek.
8271:  Niesamowicie zabawne jest, jak nie patrzysz przez chwilę na Steam i chat nagle próbuje nadrobić wiadomości, to się zdarza, tak.
8275:  Najgorzej jest, moi drodzy, na Q&A, to jest, ja zawsze wtedy mam wyrzuty sumienia, bo tam jest sporo osób, koło tysiąca zwykle i no, wiadomości jest bardzo dużo i każdy ma ważne pytanie.
8287:  No więc tak, wyłapanie wszystkich jest problematyczne.
8292:  Okej, może nam się uda te batalie z krasnalimi stworzyć, może.
8298:  Zobaczymy, czy się połakomią teraz.
8303:  Im bliżej równika, tym mniej zakłamany rozmiar.
8305:  Tak jest.
8308:  Mówi się coraz ciekawiej na tym smie.
8309:  Zawsze jest ciekawiej.
8311:  Pierwsze eksperymenty z mikrofonem były.
8317:  Królestwo Indu, czyli Ziemia Tysiąca Bogów, słynie z przypraw, jednak ludowość jest bardzo uduchowiona.
8322:  To był też Gotrek.
8323:  Lore jest mało, ale słucham wampiry.
8325:  W Królestwie Indu, ale to ciekawe, ja zawsze myślałem, że w Królestwie Indu są wyłącznie moi mini, zimnokrwiści.
8331:  Chyba trzeba usiąść już.
8336:  Bardziej szałowy mikrofon byłby już taki z futerkiem.
8340:  Nieironicznie coś takiego się nazywa chyba zdechły kot.
8347:  Uuu, ile mam mimicznych presetów?
8349:  Chyba trzy tylko.
8351:  Widzicie?
8352:  Szlachetna porażka.
8364:  Trzy o... CZTERY armię krasnali!
8370:  To brzmi jak coś dla Legenda of Total War, a nie dla mnie.
8377:  Ale to jest do zrobienia.
8384:  Trzeba byłoby mieć admina, który te lepsze pytania zrzuca na listę.
8387:  Nie, właśnie nie o to chodzi Łukasz.
8389:  Nigdy nie o to chodziło.
8390:  Ja jestem zwolennikiem czystego chaosu.
8394:  Czysty chaos jest sprawiedliwy.
8396:  To znaczy może trafić pytanie, które jest totalnie od czapy i może trafić pytanie, które jest super, może trafić pytanie się, które będzie...
8404:  wygodne i może trafić się pytanie, które będzie niewygodne.
8407:  Bo ja mam za mało czasu, żeby podjąć w ogóle decyzję, co jest dobre, a co nie jest dobre.
8411:  Natomiast tak właśnie byśmy mieli wtedy to uszkolnione, to znaczy byśmy wybierali jedynie najlepsze.
8417:  Ja nie chcę czegoś takiego, absolutnie.
8419:  Ja mam obsesję na punkcie tego, żeby nikt nigdy się nie czuł oceniany.
8422:  Niezależnie, czy to jest na live'ie, czy to jest na moich zajęciach.
8425:  Na moich zajęciach to już w ogóle... Tu mamy jeden problem.
8432:  O Boże, tak, moi drodzy.
8434:  Nawet jeżeli to przegramy, trudno.
8438:  Dlatego było warto.
8442:  Przecież to jest piękne!
8448:  Czy to jest w wysokości?
8449:  Tak, to jest w wysokości.
8450:  Nie, to jest wyższe niż kolos.
8453:  Ciupineczkę, ale wyższe.
8455:  A może to jest złudzenie optyczne?
8456:  Tak, to jest złudzenie optyczne chyba przez te skrzydła.
8459:  To jest nowy bohater, Dawidzie, który został dołączony przez ekipę z Creative Assembly w tym patchu.
8464:  Właśnie dlatego gramy Kitajem.
8466:  Kocham skrzydła, które są tylko po to, żeby wyglądać, prawda?
8469:  Najwspanialsza rzecz, jaka istnieje.
8470:  Uwielbiam.
8472:  Dobrze, to damy tutaj.
8476:  No i świetnie, tutaj mamy posiłki akurat.
8479:  To jest do zrobienia, moi drodzy.
8482:  To jest, to jest do zrobienia nawet bardziej, gdybyśmy się ustawili tutaj.
8487:  Oni wtedy nie będą nas flankować, ale z drugiej strony, tu jest bardzo mało miejsca, więc najwyżej przejdziemy tutaj.
8493:  Z artylerią, tak.
8494:  Tak to zrobimy.
8504:  Naprawdę?
8506:  Dobrze, Yuan Bo.
8508:  Ten pół, idziesz naprzód.
8510:  Stąd wszyscy przychodzą?
8512:  Nie, stąd też.
8515:  Okej, tu jeszcze mamy naszego maga.
8517:  Dobra.
8520:  Rozpoczynałem bitwę, tutaj dajemy artylerię.
8526:  Za nimi dajemy strzelców.
8532:  Okej, spróbujemy.
8538:  To tak strzela?!
8543:  Jaki to ma zasięg?
8548:  Czy wy to widzicie?
8563:  Boże drogi!
8565:  To była najpiękniejsza rzecz jaką ja zobaczyłem!
8581:  To wprawdzie zadało infinityzmalnie niskie obrażenia, nie?
8584:  Ale co tam, kto by się przejmował?
8586:  Wyeliminujmy jego.
8589:  Nie no, na rewelacja!
8594:  Dobra, tutaj mamy zasięg.
8597:  Więc wiecie co, tego bohatera to my przeniesiemy tu, bo on jest bardzo cenny, widzę.
8603:  Junkująca Junk'a może już zacząć junkować powoli.
8609:  Okej.
8611:  Przeniesiemy troszeczkę dalej kolosy.
8614:  Okej, dobrze, dobrze, dobrze, dobrze, dobrze.
8623:  Okej, i idziemy do działek ogniowych w tej chwili.
8632:  To jest po to, żeby się odbiło.
8634:  Nie odbiło się, trudno.
8639:  Dobrze, troszeczkę się wycofamy teraz.
8642:  I walimy w nich.
8644:  Raz i dwa.
8647:  Okej.
8648:  I Wanbo sobie tutaj już ładnie radzi.
8656:  Nie, jeszcze, jeszcze jest okej, jeszcze jest okej.
8658:  Chodzi o to, żeby oni byli w jak największym skupieniu.
8662:  I najlepiej jeszcze w zasięgu naszych łuczników, to już byłoby w ogóle super.
8671:  Artyleria mogłaby przestać się poruszać, dziękuję.
8676:  Jakim cudem Yuan Bo ma takie straty?
8679:  Tu jest czołg parowy?!
8681:  Skąd tu jest czołg parowy? !
8695:  Okej, czołgu parowego to ja się nie spodziewałem.
8700:  Dobrze, artyleria ładnie działa.
8707:  I idziemy.
8710:  Dobrze, tutaj Z-2.
8712:  Kolosy na tę stronę.
8715:  Nie!
8715:  Jezus, pomyliłem się!
8717:  Rany boskie!
8719:  Koniec!
8720:  Przegrane!
8722:  Prawie.
8726:  Boże, jak ja nienawidzę takich sytuacji!
8728:  Aaaa!
8731:  Może nie ma tego złego, walniemy ich zaklęciem.
8738:  Okej.
8739:  To mi się nie podoba.
8740:  Zatrzymać się!
8745:  Że teraz przynajmniej mają wszystkich w zasięgu.
8751:  Okej.
8762:  Dobra.
8764:  Iwan, bo jak sytuacja?
8766:  Średnio.
8769:  Wyeliminuj te działa ogniowe, błagam.
8773:  Chociaż w sumie w tym momencie bardziej mu zagraża.
8777:  Zagrażają te działa tam.
8782:  Wszystko mu zagraża.
8787:  Nikt się nie spodziewał czołgu parowego.
8788:  Skąd oni mają czołg parowy, nie?
8795:  Dobra, idź do walki wręcz.
8802:  Uoberwaliśmy trochę, niedobrze.
8805:  Jakieś wozy bojowe.
8806:  Co tu się w ogóle dzieje?
8811:  Co tu jeszcze jest?
8812:  Księżycowa flara.
8815:  Jednostka w locie ma być.
8821:  Ło Boże, to jest taka umiejętność jak w przypadku z Feniksa.
8825:  Ja się teraz zorientowałem, fajnie.
8832:  Dobra, atakuj, pięknie.
8842:  Dobra, prosto nie jest, ale przetrwaliśmy pierwsze natarcie.
8848:  I oni teraz będą prawdopodobnie nacierać falami.
8851:  Teraz tak, może uda nam się wyeliminować czołg parowy naszą nową jednostką.
8856:  Spróbujemy.
8860:  Dobra, Johnka powinna mieć tutaj bombkę.
8863:  Johnko, bardzo cię proszę o bombkę.
8868:  Dziękuję.
8870:  I bombkę jeszcze na długobrodych tutaj, też dziękuję.
8877:  Okej.
8885:  Yuanbo sobie radzi, radzi sobie.
8891:  Strzelasz w czołg?
8893:  Masz strzelać w czołg parowy!
8896:  Dobra, walniemy tym w czołg parowy.
8898:  To jest tak piękne.
8911:  Dobra.
8912:  Czołg parowy.
8913:  Eliminuj.
8917:  Boże.
8920:  Jaki to jest przepiękny atak.
8922:  On może nie zadawać większych obrażeń, ale ja chcę.
8925:  Czołg parowy w ogóle jest jednostką imperialną, więc prawdopodobnie to jest wzięte z sojuszu z Rickland, czyli ze śmierdzącym lądem.
8936:  Dobra, czołg parowy oberwał, o to chodzi.
8939:  Świetnie.
8940:  Troszeczkę nam już za bardzo zaczynają artyleria przeszkadzać, nie podoba mi się to.
8950:  eliminować wszystkich.
8953:  Działa ogniowe i organki teraz oberwą i to bardzo.
8961:  I teraz tak, taktyka polegała na tym, że oni teraz będą się pojawiali pojedynczo, więc jesteśmy w stanie ich w lepszy sposób wyeliminować i skuteczniejszy.
8973:  Karak Osiem Szczytów, pisze Joglol, było największą twierdzą krasnoludów, było to najbardziej miasto niż Karak.
8978:  Czyli Karak to jest chyba fort, prawda?
8979:  Bo mi mieściło się w dolinie i było iście gargantuiczne.
8984:  Dobra.
8987:  I teraz idealne byłoby to, gdybyśmy mieli, moi drodzy... Dobra, stop, przestać strzelać.
8993:  I teraz byłoby idealne, gdybyśmy mieli możliwość... Co tutaj jest?
8999:  Zabójcy gigantów, okej.
9005:  Widzicie co zrobimy?
9006:  Tutaj się ustawimy ze strzelcami.
9009:  Artylerię przesuniemy tu.
9012:  Żeby byli na wzgórzu bardziej.
9017:  Okej.
9019:  Ty przestań już strzelać.
9023:  Junkująca junka niech junkuje w nich.
9027:  No tutaj spory strumień wrogów przychodzi.
9030:  Żelaźni rębacze, potężne jednostki.
9034:  Potężne jednostki, moi drodzy.
9035:  Niestety.
9038:  Działo ogniowe rozbita.
9040:  Dobrze, to jest dla nas opłacalne.
9042:  Niech jak najwięcej jednostek wroga pozostanie tutaj.
9047:  Ty nie strzelaj.
9049:  Junkująca junka junkuj tutaj.
9051:  Dobrze.
9052:  Chyba nigdy nie mieliśmy, moi drodzy, takiej niesamowitej bitwy jeszcze na streamie.
9059:  Gigachot bohater, ale absolutnie.
9061:  Wiecie, co jest najlepsze?
9063:  On jest na pierwszym poziomie.
9067:  No, ale on jest autentyczny, nie na pierwszym poziomie.
9069:  Ja go nawet... On ma 126 zabitych już na tym etapie.
9074:  Co się dzieje w ogóle?
9078:  O, jest rzecz, o której często mówi Legend of Total War, to znaczy AI głupieje.
9082:  Po mniej więcej 6 minutach bitwy AI głupieje totalnie i zachowuje się irracjonalnie, znaczy jeszcze bardziej irracjonalnie niż zwykle.
9091:  I to jest dobra wiadomość, ponieważ dzięki temu jesteśmy w stanie poczekać, aż oni tutaj wszyscy się pojawią.
9096:  Tutaj już będzie tylko artyleria, więc teoretycznie jesteśmy w stanie to ogarnąć jakimś magiem.
9101:  Mamy sporo Winds of Magic, czyli wiatrów magii.
9104:  Tutaj się pojawiają dość dobre jednostki, tutaj nie bardzo.
9108:  Artyleria, przestań robić... przestań być artylerią.
9115:  Dobrze.
9116:  Możemy nawet ich troszeczkę jeszcze przesunąć tutaj.
9120:  Czy myślałem o kontynuacji na filmie wątku o eskapizmie?
9122:  Bliska mi osoba ma blokadę przed oglądanym czytaniem rzeczy dla przyjemności, strach, że coś przegapi i zaniedba.
9128:  To jest uwzględnięto, bo jest sporo filmów, które zrobiłem dawno temu i one już niestety nie są aż tak... akuratne, jak bym chciał.
9142:  Myślę, że tych gromowładnych możemy łatwo wyeliminować albo tego bohatera, bo chyba każdy bohater, który zginie, to jest dobra nasza.
9152:  Okej, w żelaznych rębaczy by lepiej było walić.
9155:  Bo to są... Aha, to są zabójcy gigantów, też potężni.
9160:  Zabójcy gigantów, niestety, mają to do siebie, że są niezłomni.
9167:  I są naprawdę dobrzy w walce wręcz.
9171:  Dobra, żelazni rębacze.
9174:  I żelazni rębacze, i... Kto to jest?
9177:  Żelazni rębacze.
9178:  Dużo ich jest.
9179:  Armia ma silne wiatry, tak jest.
9182:  Mam hajs na jeden datę kupić krasnodę chaosu, czy najnowszy?
9184:  Krasnodę chaosu, Reynmar.
9186:  Uczciwie ci mówię, krasnodę chaosu, będziesz się bawił świetnie.
9197:  Dobra.
9199:  Ależ ten... ten bohater po prostu snajpi wrogów.
9203:  To jest niesamowite.
9205:  Jakim cudem te działa ogniowe jeszcze funkcjonują? !
9213:  Jakim cudem?
9216:  Wyeliminuj mi je.
9218:  Dobrze, dobrze, dobrze, dobrze, bardzo dobrze.
9220:  Dobrze, panie Bobrze.
9227:  Snajpi mi to, świetnie.
9231:  Działa ogniowe prawie zniszczone już.
9236:  Żeloźni, rębacze nie... To są zabójcy gigantów, niedobrze.
9244:  Zabójcy gigantów będą wybitni przeciwko naszym kolosom, musimy je wycofać stąd.
9250:  Niech walczą z żelaznymi rębaczami raczej.
9256:  O nie, nie, nie, nie, nie, nie, nie.
9258:  Tylko nie to.
9264:  Dobra, Yuan Bo, wycofuj się tutaj.
9272:  Mało jest już artylerii.
9282:  Okej, okej, okej, okej, dobrze.
9289:  Guanbo jeszcze może atakować, ale musi uważać bardzo.
9292:  Tu jest jeden kolos, który już musi zostać wycofany.
9299:  Ej, nasz bohater oberwał za bardzo.
9304:  Przecież tu jest jeden zabójca gigantów.
9306:  Jeden został.
9307:  Dosłownie jeden został.
9309:  Przecież oni są przerąbani absolutnie.
9313:  Biedni zabójcy nie odkupią hańby.
9315:  To ich krewny będzie musiał odgolić głowę.
9317:  I dobrze, nie goli.
9321:  Yuanbo, uciekaj stąd, uciekaj stąd.
9323:  Musisz atakować falami.
9328:  Żelazne smoki z torpedami.
9329:  Niedobrze.
9332:  Dobra, walnijmy w nie.
9337:  Teraz tak.
9338:  Wyeliminować mi żelaznych smoki natychmiast.
9344:  Żelaznych rębaczy oraz... Uuu, dobra jest to wobec nich.
9349:  Świetnie.
9350:  I tych żelaznych rębaczy, dziękuję.
9353:  No to będzie grupa rezerwowa.
9355:  Widzę, że ten już ledwo zipie.
9361:  Okej.
9362:  Ty wyeliminuj tego bohatera.
9366:  Planowanie, taktyki i tego typu rzeczy są dla mnie mało wciągające.
9368:  Chyba wolałabym budować miasto czy wystywać otoczenie dla rozwoju pośredniego miasta.
9372:  To też możesz tutaj robić.
9377:  No powiem wam, że nie znam wielu armii, które byłyby w stanie przetrwać taki atak.
9386:  Jest!
9387:  On jest genialny do snajpienia lordów!
9388:  Ja jeszcze czegoś takiego w życiu nie widziałem.
9394:  Dobra, wyeliminować mi żelazne smoki natychmiast.
9400:  A ty strzelaj w kolejnego lorda.
9403:  Dziękuję.
9406:  Krasnoludcy wojownicy też mogą zostać wyeliminowani.
9410:  Junkująca junka nie ma już amunicji, ale ma bombki.
9415:  Dobra, wycofujemy.
9418:  Dobra.
9424:  Okej, okej.
9426:  Ktoś tu jeszcze ginie.
9428:  Co to jest, co to jest?
9429:  Wycofać, wycofać, wycofać, wycofać, wycofać.
9438:  Nie, w tego.
9441:  Wycofuj się!
9444:  Najlepiej tutaj, w tę stronę.
9448:  O Boże!
9450:  Udało się.
9455:  Ty też się wycofuj.
9458:  Ty też się wycofuj, już powoli.
9460:  Z kim walczysz?
9460:  Zabójcy gigantów, tym bardziej.
9462:  Zabójcy gigantów są przerąbani, absolutnie.
9469:  Okej, został ostatni.
9475:  Jezus, po prostu krasnali są strasznie silni.
9478:  Czy tak wyglądają krasnali?
9483:  Ojejejejej.
9488:  Dobra, nasz bohater się tutaj poświęcił specjalnie.
9494:  Eliminować mi tych rębaczy.
9497:  Gdzie jest Yuanbo?
9500:  Czy Yuanbo zginął?
9503:  Jezus, nie zauważyłem, Yuanbo zginął, prawda?
9506:  Chyba tak.
9510:  To bardzo niedobra wiadomość.
9513:  Ile mamy jeszcze tych posiłków wrogich?
9515:  Dużo.
9518:  Nie, tu jest Yuanbo, jest w porządku, dobrze.
9521:  Dobra.
9522:  To teraz tak, przygotowujemy się do wycofania.
9527:  Wszystkich jednostek, które są uszkodzone, całej artylerii również, żeby weszły nam posiłki.
9537:  Strzelaj mi w niego.
9543:  Strzelać...
9546:  Żelazne smoki z torpedami, strzelać.
9549:  Żelaźni rębacze, strzelać.
9552:  Mam jeszcze tę... ciekawą zdolność.
9555:  Nie chcę jej zmarnować za bardzo tylko.
9560:  No nieeee!
9563:  I zmarnowałem.
9564:  Jest nowa gąbka na mikrofonie, Nadio, jest nowa.
9567:  Rady czatów to były.
9572:  Czy nasz bohater wyeliminuje tego, czy nie?
9576:  Dzielny!
9579:  Dobrze, dobrze, moi drodzy.
9580:  To teraz tak.
9582:  Wycofujemy całą artylerię, porzućcie maszyny.
9587:  Czy możecie porzucić maszynę?
9591:  Dobra, nieważne.
9592:  Po prostu się wycofajcie.
9595:  Wy też.
9597:  I jak oni się wycofają, my dostaniemy posiłki wtedy.
9601:  Między innymi Magini, która wyleczy Yuan Bo i te dwa pozostałe kolosy.
9609:  Oni już porzucili tę maszynę, okej, okej, okej.
9614:  Mamy jeszcze trochę strzelców.
9616:  Myślę, że jonkująca jonka też może już się wyekspediować.
9622:  I... niebiańscy smoczy kusznicy też.
9627:  Nie potrzebujemy już ich.
9630:  Dobra.
9635:  Yuan Bo razem z bohaterem.
9638:  Tutaj wszyscy.
9639:  Dziękuję.
9646:  Mamy cztery leczenia.
9648:  Trzeba je wykorzystać bardzo dobrze.
9651:  To jest taki problem, że Kataj nie ma leczenia.
9653:  Wyobrażacie sobie, jakie to byłoby cudowne, gdybyśmy mieli możliwość używania magii leczącej tutaj, czyli mag życia byłby potrzebny.
9661:  O Boże, to byłoby wspaniałe.
9664:  Ale niestety nic nie jest wspaniałe.
9665:  Dostaliśmy całkiem sporo piechoty walczącej w zwarciu.
9670:  Taktyka jest następująca.
9673:  Kto to jest?
9674:  Żelazne smoki znowu z torpedami.
9675:  Jezus z Maria, gromowładni.
9677:  Okej, oni wszyscy mają słaby zasięg.
9680:  Więc będziemy musieli zrobić tak, żeby każdy nasz strzał się liczył.
9685:  Co powiedziawszy, zaczniemy walić w tego bohatera natychmiast.
9692:  Ona ma jeszcze leczenie?
9693:  Czy nie ma?
9694:  26 sekund do leczenia, dobra.
9697:  Dobra, wycofujcie się.
9698:  I Johnko, wycofuj się też.
9701:  Alchemik, wycofuj się.
9703:  Nic nie pomożesz tutaj w tej walce już.
9706:  Dobra, walimy w niego.
9708:  Wskaga mianowicie.
9710:  Czekolada jest wspaniana, pisze Mimir.
9711:  I wiecie, co jest jeszcze wspanialsze?
9713:  Ja mam tutaj czekoladowe wiórki i truskawki i maliny.
9720:  Srogi jest ten Heros.
9722:  To jest oficjalnie najpotężniejszy bohater, jakiego ja widziałem do tej pory.
9727:  Przebił nawet te wrózie High Elfów.
9730:  Przecież to jest nieprawdopodobne, jak on strzela.
9734:  Wyobrażacie sobie, jaki on będzie potężny u Miao Ying?
9740:  Miao Ying daje boosty do jednostek strzeleckich.
9744:  Gdzie kupić?
9745:  Nie wiem, Mach Feed mi to dał.
9748:  Dobra.
9750:  Leczymy dalej.
9752:  Good, good, good.
9753:  Kto przybył?
9755:  Świetnie, strzelcy, doskonale, doskonale!
9759:  I jeden ptaszor przybył.
9761:  Jezu!
9762:  Czy ja mogę powiedzieć, że kocham tego kolosa, czy to już będzie kinki?
9766:  Kocham tego kolosa, nie dbam.
9767:  Może, może i to będzie kinki, wszystko jedno.
9770:  To kinki, to kinki jest i mózg, mózg, mózg, mózg, mózg, mózg, mózg, mózg, mózg, mózg, mózg, mózg, bąk.
9779:  Wyślemy natomiast tego ptaszora, który ma wiru-wiru.
9783:  O tak, ja już wiem, co ja zrobię.
9785:  Ten ptaszor będzie do dystrakcji.
9791:  Znakomicie.
9796:  Okej.
9797:  Iwan, bo wyeliminuj go do reszty.
9799:  Dziękuję.
9802:  A ty strzelaj w gromowładnych.
9806:  Okej, za moment będziemy mieli ich zasięgu.
9809:  Żelazne Smoki z torpedami, atakować.
9814:  Gromowładni, atakować.
9821:  Dwa Kolosy, atakować.
9826:  God!
9830:  I jego też wyślemy teraz do walki w zwarciu.
9836:  Odporność fizyczna jeszcze 70%, dajcie spokój.
9842:  Ok, są eliminowani ładnie.
9845:  Tu wchodzą nasi strzelcy z shotgunami, nie wiem jak ich ładnie nazwać.
9852:  Tak zrobimy.
9852:  Yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy
9875:  Eliminować mi ich.
9875:  Oni są najpotężniejsi.
9878:  Kusznicy z wielką bronią mniej.
9881:  Walić.
9881:  W żelazne smoki walić.
9884:  Dobrze.
9892:  Kusznicy.
9893:  Ci, którzy mają już dość, wycofujemy ich.
9901:  Żelazne smoki walić.
9911:  Uuu, nasz bohater za bardzo oberwał.
9918:  Wycofaj się!
9918:  O Boże, jaki on jest wolny!
9920:  Może musi mieć jakieś wady?
9925:  Dobra, chyba damy radę, damy radę, damy radę.
9930:  Okej, łucznicy chyba już nie mają amunicji.
9932:  Wycofujemy.
9937:  Okej, okej, okej.
9947:  Dobra.
9949:  Troszeczkę mnie martwi to, co widzę.
9952:  Okej, tu jest nasz ptaszor.
9954:  Ptaszor, wyeliminuj te żelazne smoki, ja cię bardzo proszę.
9958:  Bądź dobrym ptaszorem.
9960:  Czy widziałem już może pierwszą sesję z siody z gry o tron z... czerwiem?
9963:  Nie widziałem, nie widziałem.
9966:  Muszę to dobrze wymierzyć.
9974:  No, powiedzmy.
9977:  Ląduj, ląduj, ląduj, ląduj, ląduj, ląduj, ląduj.
9979:  Dobrze, dobrze, dobrze, ląduj.
9981:  Świetnie.
9984:  Okej.
9985:  Wyłączałem mu typ walki w zwarciu.
9992:  Strzelać.
9994:  Pięknie.
9995:  Nasza Maginie jest beznadziejna.
10002:  Zaatakuj ich.
10003:  Ja cię bardzo proszę, bym nie atakuje cały czas mojego Saitanga Wojownika, który jest wybitny!
10009:  Natychmiast przestań atakować Saitanga Wojownika, który jest wybitny!
10012:  Dziękuję.
10016:  Magus jest potrzebny.
10017:  Strasznie brakuje nam maga też, który by miał coś równie potężnego jak...
10024:  Wszystkie te zaklęcia typu... Płonąca głowa i tak dalej.
10029:  To byłoby cudowne.
10034:  Yuan Bo, zaatakuj bardzo proszę tutaj.
10040:  Okej.
10041:  Macie przerąbane!
10045:  Czy on musi tak skrzeczeć?
10047:  No niestety ptaszor skrzeczy.
10048:  On ma ten sam dźwięk co Feniksy.
10052:  Łooo, moi drodzy!
10054:  Nadciągają lwy!
10056:  Powietrzne jamniki!
10058:  Nareszcie możemy je podziwiać!
10065:  Kawaleria przybyła!
10067:  And Rohan will answer!
10072:  Dobra, jeżeli to nie jest potężne, to będę wściekły.
10074:  To ma być potężne.
10076:  Oficjalnie.
10079:  Iwan, bo ja cię proszę, zabij go wreszcie, przecież to można się rozindyczyć.
10086:  No i dla takich, moi drodzy, batalii się gra Warhammera.
10089:  Witamy Kluchenmuchen.
10091:  Vedex poleca sesję, Kartmarsz jak zwykle narracyjnie prowadzi, gracze się dobrze wczuli w klimat.
10094:  No, czerw lubi jeszcze do tego wszystkiego takie klimaty rp-szkowe, tradycyjne rp-szkowe, więc wiecie, dobrze.
10100:  Co to jest?
10101:  Dyscyplina minus osiem?
10103:  To można stackować?
10106:  Można.
10109:  Ej, to nie jest złe.
10113:  Jak to walczy.
10115:  Mam wrażenie, że jest podobny do Imperialnego Gryfa w walce.
10120:  Good!
10126:  Good, wprowadzili chaos.
