🔴 Raj dla maga, gdy gra domaga | BALDUR'S GATE 3 Livestream #2
🔗 https://www.youtube.com/watch?v=H6W_Fsw0jpE

28:  Cześć.
5801:  Czy ja, czy ja mogę, czy ja mogę znaleźć ten materiał, czy nie mogę znaleźć?
5804:  Powiedział Krzysztof, nieumiejący szukać na własnym kanale.
5807:  Cóż dopiero, biedni widzowie.
5809:  Gdzie jest Sci-Hub?
5811:  Gdzieś jest Sci-Hub.
5817:  Ehm...
5819:  Sci-Hub.
5822:  Nie jestem w stanie znaleźć Sci-Hub'a.
5825:  Dlaczego nie jestem w stanie znaleźć Sci-Hub'a?
5827:  Któryś z materiałów jest o Sci-Hubie?
5829:  Nie pamiętam, który.
5832:  Możliwe, że wspominam o tym tutaj.
5834:  Bardzo możliwe.
5835:  Ale jeżeli chodzi o faktyczne polecajki mojej najlepszego serwisu, gdzie możecie znajdować książki naukowe, o czym chyba będę musiał zrobić jeszcze materiał, to jest ten serwis, Library Genesis.
5849:  Nie mam pojęcia, który z moich materiałów jest o Saihubie natomiast.
5851:  Nie mam zielonego pojęcia.
5857:  Zwój płonących dłoni.
5860:  Jestem tak zdesperowany, że użyję zwój płonących dłoni na nim.
5864:  To jest obszarowe?
5869:  To była dobra decyzja, moi drodzy.
5871:  Odepchnięcie.
5872:  Proszę bardzo, macie atak klasowy.
5874:  Atletyka porażka.
5878:  Astario może używać dodatkowych ataków pod warunkiem, że będzie ukryty.
5887:  O, to jest praktycznie niemożliwe.
5889:  Co więcej, marnuje mi jeden slot za każdym razem, jak daje chytre zagranie ukrycie się w życiu.
5895:  To już wolę atakować.
5902:  60%, 60%, dobrze.
5904:  Konsekwentnie w niego, jest, okej.
5908:  Proszę bardzo, ukryłem się.
5909:  Za 5 sekund zostanie on z powrotem ujawniony.
5914:  Krzysztof zawsze narzeka, moi drodzy.
5916:  Gdyby Krzysztof nie narzekał, to by znaczyło, że nie żyje.
5921:  60%.
5925:  Martwi mnie to.
5926:  On może zginąć teraz.
5929:  Osłona przed orężem, otrzymujesz tylko połowę od kutych i ciętych, ale to nic nam nie da, bo to są strzelcy.
5935:  Oczywiście, że chybienie.
5937:  No naturalnie, że chybił.
5941:  Spróbujmy tutaj przejść.
5943:  Może będzie ciężej go trafić.
5947:  Święty ogień nic nie da, za mało punktów ruchu.
5950:  Dobra, przejdźmy tutaj.
5952:  Ukryć się, a później ukradnąć atak?
5954:  No tak, tylko że tracisz wtedy jedną turę.
5958:  Udało się, dobrze.
5960:  Odepchnięcie, za mało punktów ruchu.
5963:  Nie do magii, Amnix może walnąć teraz.
5965:  Wzwinnego strażnika z 60% skuteczności.
5973:  Napiszcie może, że 2% skuteczności, skoro jest zawsze chybienie.
5978:  O!
5979:  Tomasz Gosk pisze.
5980:  Jak szukać tekstów naukowych w PDF i dlaczego przez Sci-Hub?
5983:  Jak to jest, że... A, ja już wiem, bo ja patrzyłem w złe miejsce.
5990:  Tak!
5991:  Dziękuję!
5993:  Chaty lepiej znają kanał Krzysztofa niż Krzysztof.
5995:  Ten tekst, znaczy ten film jest o Sci-Hubie.
5999:  Ten.
6000:  Jak szukać tekstów naukowych.
6001:  Teraz muszę zrobić follow-up pod tym, jak szukać książek naukowych.
6010:  Wszyscy strzelają w biednego niedomaga Jamnixa.
6013:  To jest niesamowite!
6017:  Jak twoja postać jest blisko przeciwnika, to też Astare może wykonać ukradkowy atak.
6021:  Naprawdę.
6021:  Ukradkowy atak dystans.
6023:  Widzicie?
6023:  Nigdy to nie działa.
6025:  Nigdy to nie działa.
6026:  Nigdy.
6027:  Ani razu.
6030:  Usiłowałem tyle razy już to zrobić.
6031:  Byłem ukryty w poprzedniej turze, teraz przestałem być ukryty nagle.
6035:  Momentalnie.
6039:  Nie jest to mechanika godna zaufania dla mnie.
6045:  A, za mało punktów ruchu.
6051:  On jeszcze żyje!
6055:  Litość.
6060:  Jeszcze chybienie.
6062:  No jeszcze chybienie, nie wierzę.
6066:  Jakie chybienie?
6070:  Teraz też będzie chybienie.
6072:  Wiedziałem.
6072:  Byłem w 100% pewien.
6077:  World of Divinity 2 jest przyjemniejsza.
6081:  Nie neguję.
6086:  Zobaczymy, jak będzie na wyższych poziomach.
6089:  Ja generalnie bardzo lubię Divinity.
6094:  Wiedziałem.
6095:  Wiedziałem, że ktoś zginie.
6097:  Po prostu byłem w 100% pewien.
6102:  Wiedziałem.
6103:  Przeszywający atak.
6104:  Nie możemy.
6110:  On nie ma zwoju wskrzeszenia co najgorzej.
6112:  On ma zwoju ożywienia.
6115:  Dobra, musimy to zrobić jak najszybciej, ale z drugiej strony... Lepiej jest zadawać obrażenia.
6124:  Tak.
6125:  Bo na to jeszcze mamy czas.
6128:  Okej.
6130:  Niedomagiamnik... Czy niedomagiamnik go zabije?
6136:  Niedomagiamnik jest faktycznie niedomagiem.
6139:  Zawsze zabijaj piermagów i łuczników.
6141:  Szkoda tylko, że tutaj było... ...pipstylion wrogów nagle i... ...w ogóle cudem przeżyliśmy.
6153:  Jakie chybienie!
6159:  Dobra, ożyw go.
6166:  Wystarczy akcja pomoc lub zakręcia leczące.
6168:  No niestety nie możemy użyć zakręć leczących, bo ich nie mamy.
6174:  Nie wiem, gdzie mam uciec, żeby być bezpiecznym, więc po prostu... Aha, sprintu też nie mogę włączyć, świetnie.
6181:  Dobra, błagam, błagam już, błagam!
6192:  Przynajmniej tyle.
6194:  Uda się!
6196:  No jest.
6199:  Dobra, nie ma to tamto, długi odpoczynek.
6208:  Dajcie spokój.
6210:  Nie trzeba się zgadzać, przeczytaj uważnie opis dwukrotkowego ataku, to ważne, że musi być w odległości półtora metru od przeciwnika.
6216:  O czym mówicie?
6219:  Gdzie mam przeczytać uważnie opis, skoro to jest koniec opisu?
6225:  Nie mogę przeczytać uważnie opisu.
6228:  Chyba, że dam te jeszcze.
6230:  Okej.
6231:  Zadajesz dodatkowe obrażenia przeciwnikowi, bez którego masz ułatwienie.
6234:  Możesz również użyć tego ataku, jeśli twój sojusznik znajduje się w odległości półtora metrów, a ty nie masz utrudnienia.
6238:  To jest niezrozumiały tekst.
6241:  To jest kompletnie niezrozumiały tekst.
6245:  Nie mam zielonego pojęcia, na czym to polega.
6247:  Będę to robił losowo.
6248:  Może się kiedyś uda.
6250:  Dobrze.
6251:  Odpoczynek.
6253:  Zakończmy dzień.
6256:  Tak.
6263:  Dobrze, zapasy obozowe.
6265:  Wybór automatyczny.
6267:  Pełny odpoczynek.
6270:  Nie śpisz dobrze.
6270:  Przeszkodzisz pomiędzy śmieciami i piosenkami.
6274:  Może wstajesz, bo wiesz, że coś jest nie tak.
6276:  Albo może... po prostu się szczękujesz.
6290:  Jego się nie spodziewałem.
6291:  Dobrze.
6315:  O kurcze.
6317:  Nie wiesz, że jakoś mi to umknęło?
6318:  Przecież widzieliśmy nawet dzika, którym się pośliłeś.
6321:  To o to chodziło!
6324:  Ile czasu minęło, odkąd kogoś zabiłeś?
6326:  Dni?
6326:  Godziny?
6328:  To nie to, o czym myślisz.
6329:  Ja nie jestem jakimś monsterzem.
6331:  Zjaduję się zwierzętami, bólami, ptaszkami, koboldami, czymkolwiek mogę.
6340:  Jestem za spokojnie teraz.
6341:  Za słaby.
6345:  Gdybym tylko miała mało krewu, mogłabym myśleć lepiej, walczyć lepiej.
6361:  Proszę.
6361:  Na najlepsze, byłem pewien, że powiedziałeś nie.
6366:  Najprawdopodobniej, że wytrwałeś przez moje brzuchy.
6373:  Nie.
6373:  Potrzebowałem, byś się zaufał.
6384:  Próbowałeś mnie ugryźć, jak mogę ci zaufać?
6387:  Lub tak wierzę ci jak jakiś kretyn?
6389:  Bierzemy opcję drugą?
6391:  Podoba mi się to.
6408:  Dajmy mu się ugryźć, dajmy mu się ugryźć, gryź nas, gryź.
6413:  Zatop się w moją szyję.
6416:  Alni kropli więcej niż potrzeba.
6425:  Gryzu, gryzu!
6426:  Bigłyk!
6431:  Kinky!
6433:  Jeeeest.
6434:  Hehe, niedobaki Amnix wytrzeszczył się w przerażeniu.
6445:  Wspaniałe.
6456:  Perswazja.
6461:  Rzucamy.
6463:  Zresztą nie zda testu i umrze.
6469:  Kłamstwo.
6470:  Udało się.
6475:  It was.
6483:  Aaaah.
6487:  Good!
6492:  Nie, nie bądź tak dramatyczny.
6493:  To jest tylko mała transakcja pomiędzy przyjaciółmi... ...i tym, co robisz.
6502:  Współpracujemy i możemy zabić świat.
6518:  Wiesz, że stary wampir może jednym łykiem wysłać ponad 5 litrów krwi?
6521:  Wspaniałe.
6528:  Ok, nie mogę się doczekać, aż zobaczę cię w walce.
6530:  To jest do nieprzyjaciół.
6536:  Hmm.
6537:  Bloody Elf, dziennik zaktualizowany.
6539:  Nie zapomnę o tym.
6543:  Czy mamy romans ze Storionem?
6544:  No mam nadzieję.
6553:  Jeszcze kilka razy będziesz mógł za darmo metrem jeździć, pisze Jakub Zygmunt.
6556:  To jest, słuchajcie, super.
6559:  Połączyć honorowe krwiodawstwo i wampirów.
6564:  Jak spadnie ci postać, możesz ją podnieść inną postacią, umiejętnością pod ikonką sprintu.
6575:  Pomoc.
6577:  A, pomoc w postaci wagoni.
6579:  Głód krwi?
6581:  Astarion czuje się nieco zamroczony.
6583:  Otrzymuje minus jeden testów.
6587:  Nie Astarion, tylko niedomagiamniks jest zamroczony.
6593:  Dobrze, to możemy być zamroczeni.
6595:  Nie mam z tym żadnego problemu.
6596:  Opuść obóz.
6600:  Ten wapier nie pomaga w skupieniu się na prelce o modelowaniu 3D piszenia Doris.
6603:  Oj nie, oj nie.
6606:  Oj nie.
6607:  Dobrze, moi drodzy, jest fajnie.
6609:  Zobaczmy teraz, co mieli ci silni strażnicy.
6612:  Otóż miecz krótki.
6613:  Wiecie, kto potrzebuje tego miecza?
6615:  Nasz wyl oraz posępne serce też potrzebuje aktualizacji broni.
6619:  Łuk krótki, zobaczymy jak Astarion strzała.
6623:  I Matera obrażnia od broni.
6625:  Nie wiem, co to jest.
6626:  Zobaczymy.
6631:  Długi łuk, też Astarion go dostanie.
6635:  Dobrze.
6638:  Dużo długich łuków.
6641:  Bardzo dużo długich łuków.
6642:  Zwinny strażnik, okej.
6644:  Żabulcowa surma.
6646:  Okej.
6651:  Dobrze.
6652:  Silny strażnik.
6652:  Żabulcowa surma numer dwa.
6654:  Tu jest jeszcze jakiś silny strażnik.
6658:  Okej, jakiś toporek beznadziejny Co mamy tutaj?
6663:  Ooo, zdobione lustro, to jest na pewno jakiś portal, 1000% moi drodzy Tak, tak, tak, nie omieszkam, nie omieszkam
6677:  Niczego nie pomijam, niczego nie pomijam.
6679:  Dobrze, kochani, zostaje nam tylko lustro.
6681:  Dokąd nas zaprowadzi lustro?
6683:  Czy polecam narracje fantastyczne dla laika?
6685:  Dla tych, którzy nie wiedzą, o co chodzi.
6688:  Kiedyś mi się zdarzyło redagować parę książek, które są dostępne w Google Booksach bez żadnego problemu i każdy może je przeczytać.
6695:  Uważam, że to powinien być standard wydawania książek naukowych, że po prostu otwieracie sobie książkę i możecie to czytać bez żadnego problemu.
6702:  Długo wyszukiwałem tę grafikę okładkową swoją drogą.
6705:  Czy to jest dla laika?
6705:  Nie wydaje mi się, to znaczy wydaje mi się, że to jest dla ludzi, którzy piszą prace dyplomowe, na przykład o fantastyce, strasznie duża książka swoją drogą, ale można sobie na przykład spróbować zmierzyć ze wstępem, czy on będzie, ale moim zdaniem nie, moim zdaniem to jest tekst naukowy, który zdecydowanie nie przypomina w sobie niczym,
6725:  tego, czego oczekuje fan po prostu o takim zajawkowym, dobrym tekście, jak z nowej fantastyki chociażby, czyli z dawnego miesięcznika fantastyka.
6732:  Anuilinus, witamy w rejonie Trybutariuszy.
6734:  Ja kiedyś może napiszę taką książkę, która będzie do czytania normalnie, ale wbrew podstawom jest to o wiele trudniejsze i wymaga umiejętności, nie to co pisanie naukowe.
6747:  Gdzie to dostać?
6747:  No nigdzie właśnie, Juliusz.
6749:  To znaczy ta książka, o której mówię, ona jest po prostu w Google Booksach.
6751:  Uważam, że tak należy wydawać książki.
6753:  Czytaj bezpłatnie, pobierz PDF, proszę bardzo.
6757:  Więc nie wiem, dlaczego wszystkie książki naukowe nie są tak wydane.
6761:  My płacimy w podatkach na to, ażeby książki naukowe wychodziły, więc powinniśmy mieć do niej dostęp w Google Booksach.
6767:  Czar zapisu robię.
6771:  O, Anna Szczepaniec pisze, że się jej przydało do pracy.
6773:  No i cieszę się.
6774:  O, to... po to takie rzeczy powstają, moi drodzy.
6777:  Dobrze.
6782:  Mów twój imię.
6783:  Mów mój imię!
6784:  Czytałeś o nich wszystko, ale nigdy nie widziałeś kogoś bliskiego.
6792:  Jestem Ara Srebrnoliść, mag wiedzy tajemna.
6795:  Przyjrzyj się zwierciadłu z bliska, próbując zrozumieć magię, dzięki której działa.
6799:  Głód krwi minus jeden?
6801:  Spierdalaj.
6802:  Dodaj premię, wskazówki.
6806:  To jest lusterko ze Shreka?
6808:  Nie inaczej.
6812:  Wygrana!
6814:  Proszę bardzo.
6817:  Tam Lord Farquaad.
6819:  Arravos, moi drodzy.
6821:  Arravos.
6824:  Znany, mam nadzieję, serial.
6827:  Speak your name.
6837:  Proszę bardzo, moi drodzy.
6838:  Smoczy Książę.
6839:  Tajemnica Arawosa.
6841:  Bardzo polecam.
6842:  Teraz jest akurat ostatni sezon, który wreszcie kontynuuje zapowiedzianą w sezonie wcześniejszym, czyli czwartym, Tajemnicę Arawosa.
6853:  I Arawos jest przystojniejszy, zgadzam się po solo, no absolutnie.
6856:  Przyjemna animacja w takim fajnym zachodnim stylu.
6861:  Dajmy imię.
6864:  Przecież Aras Terebrnoliś bardzo mnie kusi.
6867:  Imię magiczne, moi drodzy, to jest potęga.
6869:  Kto zna nasze imię, ma na władzy nad naszą duszą lub czymkolwiek, co się w nas znajduje.
6875:  Aras Terebrnoliś.
6875:  Nie znam tego imienia.
6876:  Jeśli jesteś znany moim mistrzem, wchodź do mnie i stwierdź, że jesteś mężem.
6891:  Odbieraj, albo zabiję cię na kawałki, niech diabli porwą pecha.
6895:  Tak, jestem sojusznikiem.
6898:  Sojusznikiem twojego pana.
6899:  Jamnik występuje w świecie Viriona Ziemiańskiego, pisze Anulinus.
6902:  Czy to jest powód, dla którego powinienem zacząć czytać Ziemiańskiego?
6906:  Moja ulubiona postać ze Śmoczego Księcia.
6909:  Ta córka Maga Nadwornego jest fajna.
6912:  Pierwsza zasada Fe nigdy nie podawa imienia, jak najbardziej.
6916:  Swoją drogą rzecz wykorzystana w innym serialu, który wam mega polecam, The Magicians, znaczy mega.
6923:  Można przeczytać też książki, uważam, że to nawet może być lepszy wybór, ale jeżeli ktoś potrzebuje takiego lekkiego serialu, powiedzmy, no młodzieżowego, nazwijmy to, o magach, to The Magicians jest jakąś opcją.
6937:  Prawdopodobnie teraz już nie będzie dostępna nigdzie w oficjalnych streamingach.
6941:  I tam też właśnie ten wątek był podjęty.
6945:  Spróbujmy opcję pierwszą.
6946:  Jestem sojusznikiem twojego pana.
6953:  Tylko prawdziwy przyjaciel Illintoth może przejść.
6961:  Co myślisz o Zalkirze, znanym jako Zastan?
6962:  Oczywiście, zrozumiałeś jego imię.
6963:  Czerwoni magowie!
6967:  Zastan jest silnym księdzem, który rządzi ziemią Thay.
6971:  Wziął wielu czerwonych wizardów z ich ojczystych domów.
6973:  Ej, to było w Dungeons and Dragons Honor Among Thieves poruszone.
6979:  To wielkie i potężne przewództwa.
6981:  Obmierz zły liczbę na ikonę po tysiąckroć.
6984:  Shaz tam nie jest zulkirem.
6986:  Teraz sprawuje władzę jako najwyższy regent.
6988:  I co?
6989:  I co?
6990:  Tylko magowie wiedzą takie rzeczy.
6992:  Powiedział Krzysztof, który tego nie wiedział.
7000:  Jak to zły wybór.
7026:  Czyli niestety przechwalanie się magiczną wiedzą nie zadziałało.
7034:  kula szpiegula moi drodzy dobrze więc przejdziemy sobie ponownie moi drodzy przez te radosne rzeczy
7058:  Wierz, że można zapisać w trakcie dialogu?
7060:  Ach, faktycznie, mówiliście mi o tym nawet dzisiaj i zapomniałem.
7074:  Dobrze.
7081:  F5!
7082:  Można!
7084:  Obmierzły liż!
7091:  Okej, okej, okej.
7095:  Czy posiadasz mądrość?
7096:  Można mieć mądrość.
7098:  Mądrość to nie jest nieruchomość, którą można posiadać.
7102:  Balsamowca?
7105:  Czytałem dziennik, doktora użył balsamowca, żeby oczyścić ranę.
7108:  Powiedział mądry niedomagiamniks.
7114:  Czy rozmawiamy z Severusem Snape'em?
7125:  O!
7126:  Cierpienie moich wrogów!
7128:  Tymczasem Harry Potter!
7130:  Chciałbym zobaczyć swoich bliskich!
7133:  I na to Albus Dumbledore.
7135:  10 punktów dla Gryffindoru!
7139:  Zaklęcie, które uwolni mnie od pasożyta w mojej głowie jest dobrą opcją.
7152:  Proszę, proszę!
7155:  Proszę!
7157:  Jest taki ładny mem.
7164:  Z Dumbledorem.
7165:  Mianowicie, co jeśli, tylko nie wiem, czy go uda mi się znaleźć.
7170:  Tak!
7171:  Udało mi się go znaleźć.
7172:  Proszę bardzo.
7174:  Kurde, zgubiam Dumbledora, mówi McGonagall.
7177:  Slytherin wygrywa Puchar Domów.
7178:  Milion punktów dla Gryffindoru!
7181:  O, tu jest.
7182:  Dokładnie to.
7183:  To się robi, moi drodzy, jak zgubicie dumble-bumble.
7187:  Ehm... To ja może przełączę znowu.
7194:  Okej, mamy cały czas źródło.
7195:  Przypisanie do paska podręcznego.
7198:  Ale przypisanie do paska podręcznego przeciągnie jego ikonę.
7200:  Dobrze, dobrze.
7201:  Krzysztof się wciąż uczy.
7204:  Mhm, okej.
7204:  Nie mamy niestety żadnego dobrego kijaszka.
7208:  Musimy więcej kijaszków mieć.
7213:  Czy wrzuciłeś swoje imię do czary-chary?
7215:  Powiedział Dumbledore spokojnie.
7216:  Mmm, szkielet, filozofia alternatywa, tam piąty.
7220:  My tutaj musimy już wszystko przejrzeć.
7222:  Colectanea rubrum.
7225:  Przeglądasz stronicę ze stronicą wypełnione dziwinnymi, ale chemicznymi szkicami i wzorami.
7229:  Niektóre zapisane normalnie, inne runami i pismem, które ledwie rozpoznajesz.
7232:  Są to instrukcje transmutacji metali w punków, schematy uzbrojenia, ale przede wszystkim księga skupia się na reanimacji martwych.
7240:  Podoba ci się mój kij?
7244:  Dziennik w księżycowej przystani.
7247:  Olej z bazyliszka, bierzemy.
7249:  Zwój piórkospadania.
7251:  Znamy już zaklęcie piórkospadania, moi drodzy.
7255:  Zgniłe kurzejaja, zawsze biorę.
7256:  Zgniła marchewka, świetnie.
7259:  Już apetyt, już apetyt mi się wzmaga na samą myśl.
7263:  Proszę bardzo, drewniana skrzynia.
7265:  Ooo!
7266:  Ile rzeczy!
7270:  Bylinea, dobrze.
7273:  Antidotum.
7274:  Weźmy antidotum, przyda się.
7276:  Ale wiecie czego mi najbardziej brakuje?
7278:  Mikstur uzdrowienia.
7280:  Mamy ich za mało.
7283:  Okej, ja wiem, że teraz jak kliknę w ten szkielet, to się będą działy złe rzeczy.
7288:  Okej, nie dzieją się złe rzeczy.
7291:  Ale gdzieś widziałem jeszcze notatki z badań tutaj.
7294:  Wskrzeszenie umarłego.
7295:  Nieudane.
7296:  Zbyt długo martwy.
7297:  Reanimacja nieudana.
7298:  Powrócił jako gul.
7299:  Trzeba zabić ponownie.
7300:  Rozmawianie z umarłymi.
7302:  Nieudane.
7303:  Odpowiedzi nieprzydatne.
7304:  Klonowanie nieudane.
7305:  Wymaga żywej tkanki.
7306:  Reanimacja plus klonowanie.
7307:  Nieudane.
7307:  Konieczne było zabicie obu guli.
7310:  Zmartwychwstanie nieudane.
7312:  Ale czemu magiczna klątwa?
7313:  Prawdziwe zmartwychwstanie.
7315:  Tutaj jest granica mojej umiejętności i możliwości.
7317:  Ta księga oferuje pomoc.
7318:  Czy odważę się ją przyjąć?
7320:  Kwasowa strzała milfa, o nie.
7324:  Jezus, ile jest tych questów?
7326:  Znajdź remedium.
7327:  Dobrze, to jest misja główna.
7330:  Nie chcę tego potencjału.
7334:  Okej, właściciel piwnicy nie był zwykłym łapiduchem, tylko nekromantą.
7337:  Miał obsesję na punkcie pewnej księgi.
7340:  Mhm.
7341:  Okej.
7343:  Ale tej księgi nie możemy wziąć w żaden sposób, prawda?
7345:  Nie możemy jej wziąć.
7347:  Zabierz do towarów.
7349:  Możemy.
7351:  Okej, ciekawe.
7352:  Pozłacana skrzynia.
7356:  Świetna rzecz, że nie musisz używać zwojów, a nauczyć się zakręcia z niego.
7359:  Jap.
7362:  Okej, okej, okej.
7363:  Sterta ksiąg.
7364:  Co tutaj jest?
7364:  Nic nie ma.
7366:  O śmierci i wskrzeszaniu.
7367:  Dobrze, to się może przydać.
7371:  Karwasze obrony.
7373:  Wyposaż!
7376:  Nie, to magia Amnix wreszcie ma.
7378:  Wreszcie ma jakiś przedmiot, który mu się przyda, moi drodzy.
7382:  Wreszcie.
7383:  Nekromancja.
7384:  O, to jest ta księga, moi drodzy.
7391:  Rozbrój.
7396:  Co?
7398:  Nie uda się zobaczyć się.
7403:  Dziękuję.
7404:  Dziękuję.
7405:  Udało się.
7407:  Ten zestaw do rozbrajania pułapek jest zużywalny czy niezużywalny?
7412:  Jedno użycie, jest zużywalny, ale kretynizm.
7420:  Otwórz zamknięte, nie do magii Amnix.
7428:  Dobrze, może Astarion się do czegoś przyda.
7430:  Astarion?
7432:  Otwórz wytrychem.
7438:  Bogowie, bogowie.
7448:  A czy jest taka możliwość, żeby Astarion po prostu otwierał bramy bez używania tego zestawu?
7455:  To byłoby cudowne.
7459:  Co tu się odjamnicza, pyta pkjtan?
7461:  To jest, przypomniałem powiedzieć Divinity, Baldur's Gate 3.
7465:  Mamy jakąś misję główną, ale wiecie co, ta misja główna nie jest jakoś niesamowicie pilna.
7470:  Po prostu musimy się pozbyć robala z umysłu, który nas drąży, a w międzyczasie robimy rzeczy.
7476:  Miło jest wreszcie zagrać w grę, która nie ma jakiejś ekstremalnie liniowej fabuły.
7486:  Ok, o co chodzi z tą percepcją i porażką tutaj?
7489:  Nie mam pojęcia.
7490:  Ale podejrzewam, że jeżeli weźmiemy, moi drodzy... Ok, ok, ok, ok.
7497:  Tutaj, tu jest coś nie tak, tu jest coś nie tak.
7503:  To są potencjalne pająki, moi drodzy.
7507:  Zrobiłeś głęboki błąd.
7509:  Każdy potencjalny pająk musi zginąć.
7512:  Czy jeszcze są jakieś kokony?
7513:  Są.
7516:  Wszystkie pająki mają zginąć.
7522:  Dobrze.
7525:  Okej, mam złe przeczucia, zapisuję.
7530:  Piosenka jest zamknięta, bez widocznych kciuków.
7534:  Tylko owalny przecisk w głowie pokoju.
7540:  No, żenile złodziejskie nie zużywają się z ekwipunku, póki nie będzie porażki.
7543:  Okej.
7543:  Hmm.
7543:  Nekronomikom.
7568:  Wyjdźcie z tej pajęczyny, wyjdź stąd!
7572:  Okej, wszyscy chcą tę księgę.
7578:  Nie domagam, nikt został wyjdźca.
7580:  Tak.
7588:  Lore, magia, nekromancja.
7589:  Jest to szkoła, która zgłębia między innymi władanie duszami oraz dualizm natury istot, czyli ciała duszy, pisze Jogol.
7594:  To jest live napisanej Discordzie.
7595:  Dokładniej.
7596:  Zestaw do otwierania drzwi zużywa się, gdy nie powiedzie się rzut, a zestaw do pułapek zużywa się za każde rozbrojenie.
7601:  To jest ważne, rozumiem, jak Katie Luminati.
7603:  Dzięki ci za to.
7606:  Fane mógł otwierać zamki paluszkami, kościuszkami.
7608:  To było cudowne i ukisane.
7609:  Uwielbiałem Fane'a.
7610:  To jest koścista postać z Divinity Originals 2.
7612:  Była wspaniała.
7614:  Oczywiście, że schowamy księgę do plecaka.
7622:  Okej.
7624:  Marmurowa płytka rozbrój.
7625:  Już zapomniałem, co się zużywa.
7627:  A, zestaw do otwierania pułapek się zużywa, tak?
7631:  Jezus, jak ja mam to zapamiętać?
7634:  Zestaw do otwierania drzwi zużywa się, gdy nie powiedzie się rzut.
7636:  Czyli drzwi bezpieczne.
7639:  Posąg gargulca, moi drodzy, też jest pułapką, jak się okazuje.
7642:  To są same pułapki.
7643:  Uciekamy stąd.
7646:  Dobrze, księga została wzięta.
7649:  Otwórz zamek starożytnej księgi.
7652:  Zniszcz księgę.
7653:  Otwórzmy zamek starożytnej księgi.
7655:  Czy mogę to zrobić?
7660:  Przeczytaj.
7668:  Czyli nic nie możemy z tym zrobić.
7670:  Otóż księgę.
7671:  Musimy znaleźć sposób na otwarcie tej księgi.
7675:  Dobrze.
7683:  Hmm.
7683:  Hmm.
7684:  Jak to za mało punktów ruchu?
7686:  Opuść typ turowy.
7689:  No dobrze.
7689:  Dobrze, moi drodzy.
7692:  Podejrzewam, że bardzo tego pożałuję.
7698:  Co tu się dzieje tymczasem?
7701:  Co?
7702:  Aaa!
7706:  Piękne!
7710:  Dobrze.
7711:  Chyba wszystko.
7713:  Wydaje mi się, że tu jeszcze nie byliśmy.
7715:  Może będą jakieś wskazówki dotyczące otwarcia tej skrzyni kryształowej?
7720:  Okej.
7720:  Chyba nie.
7725:  Ja fejnem grałem w Divinity Original Sin i to było cudowne.
7728:  Kasen pisze, żeby przeszukać trumnę.
7730:  Żebym ja tylko znalazł tę trumnę, wiesz?
7732:  Bo ja nie widzę tutaj żadnej trumny.
7735:  O tym polega problem.
7737:  I w ogóle nie widzę tu wielu rzeczy.
7741:  I nie do końca mi się to podoba, że nie widzę tutaj wielu rzeczy.
7746:  Chciałbym widzieć więcej rzeczy.
7750:  Pióro.
7755:  Trumna była tam, gdzie były szkielety.
7756:  Okej, okej, okej, czyli wcześniej.
7760:  Gdy na Steamie w preferencjach zaznaczyłem epizotyczne sceny na głośne treści seksualne, zaczął mi pokazywać Baldur's Gate 3.
7765:  Tutaj są jakieś tego typu treści, no ja to musiałem włączyć z uwagi na stream, bo jest taka opcja.
7772:  Łopata, to już mamy.
7773:  No gdzie macie te trumny?
7775:  Zaiste jest.
7778:  Zwój przywołania kwazita?
7781:  Przywołuje kwazita ze sfer niższych.
7784:  Przywołają chowańca pod postacią kwazita, który może stać się niewidzialny i przeleci przeciwników.
7787:  Fantastycznie.
7789:  Zapomniałem, w jaki sposób się otwierało natomiast księgę zaklęć.
7791:  To jest pewien problem.
7792:  Dobrze tutaj po prostu.
7794:  Czy my możemy nauczyć się nowych czarów?
7795:  Na przykład właśnie... Oj, tłuszcz.
7797:  Świetnie.
7798:  Przywołanie chowańca.
7799:  Okej.
7802:  Bezczelny kwazit.
7806:  Zetsubo sama podprecyzuje, że narzędzia do pułapek i zamków nie zużywają się, dopóki nie będzie porażki.
7812:  To dobrze.
7813:  To dobrze.
7814:  Co może myślić?
7815:  Czego jeszcze może myślić?
7816:  Korona obłędu.
7820:  Nie wiem tylko, co to zużywa nam.
7822:  Złoty.
7822:  Aha.
7824:  Zamożność.
7825:  100.
7825:  Świetnie.
7827:  Bardzo niewiele mamy zatem pieniędzy.
7831:  Kadzit nic nie zrobił.
7833:  Jest tutaj kopiec, moi drodzy.
7834:  Nie pamiętam, kto miał łopatę tylko.
7838:  Okej.
7839:  Nie domagiam niks.
7840:  Otóż miał łopatę.
7841:  Nie miałem tej świadomości.
7846:  Zwój widzenia w ciemności, zwój uśpienia i zwój nałożenia klątwy.
7849:  Doskonale, doskonale.
7852:  Mroczny dziennik.
7858:  Nie modlę się do żadnego bóstwa, ale szczęśliwie Wiś uważa mnie i mojego ucznia za zwykłych uzdrowicieli.
7865:  Moje tatuaże są strannie ukryte, czerwone szaty schowane w bezpiecznym miejscu, a laboratorium zabezpieczone.
7872:  Nie słyszałem słowa tej ani razu, odkąd tu przybyliśmy.
7875:  Tylko mój uczeń wie, że nazywam się Ilintow.
