🔴 Dom beznadziei | BALDUR'S GATE 3 Livestream #21
🔗 https://www.youtube.com/watch?v=FAr8-LxW6bI

11:  Dziękuje za oglądanie.
4141:  Krzysztof nie wie dlaczego.
4142:  Porozmawiajmy z sierotką Deryścią.
4145:  W wywiadzie z PC Gamerem Swen Winges stwierdził, że DLC dla Baldura jest problematyczne ze względu na to, jak D&D jest skonsumowane.
4152:  Level 12 i wyżej wymaga zupełnie innego podejścia do projektowania gry.
4155:  O, to nie wiem, może przestaną wreszcie ślepo podążać za podręcznikiem Dungeons & Dragons, ponieważ to jest najgorsza część tej gry?
4160:  Pani Orrin, czekam na Ciebie.
4170:  Przygrane jakieś 130 godzin w baldurze?
4172:  Być może.
4173:  Wiecie, gdzie to jest napisane, jak robimy zapis?
4177:  92 godziny tylko.
4180:  Najmniej.
4181:  Więc ja osobiście bardzo lubiłem chociażby to, jak wygląda Divinity.
4188:  Naprawdę, jeżeli chodzi o feeling walki, dialogi i tak dalej, nie ma żadnej różnicy między Divinity a Baldurem.
4193:  Może trochę na jakość Baldure, jeżeli chodzi o dialogi, więc nic by się strasznego nie stało.
4199:  Proszę przestać szkalować zasady D&D.
4200:  Ja wiem, ja wiem.
4202:  Jak zawsze problem jest taki, że w ten sposób się zamykamy na możliwość dotarcia do mainstreamowej widowni, więc trzeba sobie tylko z tego zdawać sprawę.
4212:  Czy twoim zdaniem krok luksy Voldemorta trochę vibe nastolatki z lat dwutysięcznych?
4216:  Pamiętnik na szynie, ulubiony kubek i chłopak na płucie, którego mało przez je.
4219:  Trochę tak.
4222:  A czy teraz sobie wyobraziłem Voldemorta trzymającego Bravo Girl?
4225:  To byłoby cudowne.
4228:  Są dwa streamy o numerze czternastym i dwa o numerze piętnastym na playliście, za to brakuje dziewiętnastego.
4233:  Okej, czerwony list, wszystko jasne.
4237:  Dlatego ja przestaję nenumerować w ogóle live'y, będę numerować je tylko w tytule.
4241:  Tak jest najprościej.
4243:  Dobra, to teraz tak moi drodzy, spróbujemy jeszcze wyeliminować kogo jesteśmy w stanie, póki nas nie zauważyli.
4252:  O, drużyna specjalnie była rozłączona, ponieważ w tej grze nieustannie oni popełniają durne błędy, wskutek których my cierpimy.
4261:  Matematyka jest bardzo trudna, mówiłem wam, że mam dyskalkulia, nie żartowałem.
4286:  I co?
4288:  Dobrze działa!
4293:  Jaki numer mają okładki, czy pokręcone?
4295:  W którymś momencie przestałem numerować okładki, bo stwierdziłem, że właśnie bez przerwy się mylę i nie ma to sensu, a i tak ludzie na to nie zwracali za bardzo uwagi.
4303:  O Jezu, może to się raz uda.
4306:  Czekajcie, czekajcie, czekajcie.
4307:  Pchnijmy ją zefirem.
4312:  Nieee!
4317:  Chciałem wrzucić w rozpadlinę.
4322:  Nieee.
4324:  Baldo, Bóg Mordo powinien dostawać buffy za eliminowanie kultystów, prawda?
4329:  Absolutnie się zgadzam.
4332:  Wiecie co, może uda nam się.
4334:  Ostateczna kompromis... Magiczna dłoń?
4338:  Jak to brak miejsca?
4340:  Hmm... A gdyby tak?
4342:  Tunel mocy.
4348:  O nie... Nie da się... Dobrze, teraz ci się uda.
4356:  Odepchnij.
4361:  Dlaczego?
4366:  Drażni mnie to, że nie można go tam zrzucić.
4370:  Zephir się mega przyda w tej walce, to mnie cieszy.
4373:  Martwi mnie tylko, że nie mogliśmy zrzucić tego cholernika tam, gdzie jest jego miejsce.
4382:  Zasady D&D są ściśle powiązane ze światem.
4384:  Porzucając je, porzucamy świat.
4385:  Nie zgodzę się z tym.
4387:  Nie zgodzę się z tym absolutnie.
4389:  W grze wideo świat gry to jest sobie, a świat fikcyjny to jest sobie.
4397:  Dlatego mamy różne rodzaje imersji też.
4399:  Ktoś może np.
4400:  lubić gameplay, ale nie lubić fabuły.
4403:  A ktoś może mieć dokładnie na odwrót.
4406:  Więc ja rozumiem, że są integralnie związane reguły, natomiast w przypadku gry w IDO się troszeczkę to zmienia.
4413:  Jaką drużynę bym wybrał do Baldura przy drugim przejściu?
4416:  Zupełnie inne postaci, to wiem na pewno.
4420:  Więc prawdopodobnie wszystkie te, których nie użyłem.
4422:  Wyjąwszy Lezil, Lezil też by umarła na początku.
4426:  Chyba, że mnie jakimś cudem nie zdołała zdenerwować.
4432:  Cytat z Bala, I choose death, I can destroy your kingdom, Bane, by murdering your subject, and I can starve your kingdom, Miracle, by staying my hand.
4445:  Uwielbiam tę muzykę tutaj w podziemiach, w questach o tajemnych zakonach.
4456:  Cudowne.
4458:  Marcin Mazurek, kolejny nasz loremistrz, dołączył pisząc, miód pitny Kalidir jest gęstym i słodkim napojem ważonym na bazie miodu.
4464:  Wytwarzany jest on na wyspie Alaron, czyli jednej z wysp Munsze.
4470:  Popatrzcie, jakie zgrupowanie.
4474:  Wiecie, na co oni czekają?
4477:  Czekają, aż dostąpią erotycznej przyjemności bycia z wypalonym kulą ognia.
4489:  To byli strażnicy?
4490:  Ehehe.
4499:  Let's turn someone inside out, oczywiście.
4502:  Oczywiście, Astarion.
4506:  Czy mógłbyś nie atakować mojego... No na przykład to jest kretyńskie, nie?
4518:  Mieliście przez całą grę jeden raz, jeden chociaż raz sytuację taką, że w trakcie walki chcieliście kogoś wyeliminować, kto nie byłby Le'zeal?
4527:  Jak nie do magii, a mnich z walną kosturem.
4533:  Co tu się dzieje?
4542:  Iiii?
4544:  Czym on nie może używać magii?
4546:  Dramat.
4557:  Dobrze.
4559:  Kto jeszcze?
4562:  A, ja jej nie zauważyłem.
4570:  Kto ma teraz ruch?
4573:  Jezus, nie wiem kto ma ruch.
4578:  A, Astarion ma, dobra.
4583:  Cały czas jest biedna Karla sparaliżowana.
4587:  I cały czas nie do magii Amnix chce walnąć kosturem swym.
4594:  Dobrze, zdejmijmy klątwę.
4596:  W jaki sposób się zdejmowało klątwę?
4597:  Już tego nie pamiętam.
4599:  Zdjęcie klątwy.
4600:  Cel nie jest przeklęty.
4602:  Aha.
4604:  To może, nie wiem, pomoc?
4607:  Tak.
4610:  Nic nie dało.
4615:  Dobrze!
4620:  Nie ma to tamto!
4625:  Powiem wam, że ta nieświęta zabójczyni całkiem potężna.
4629:  Ale i tak nic nie jest w stanie się mierzyć z niedomagiem jamniksem.
4633:  Dobrze, zrobię tak, żeby przez przypadek już nie walnąć w giermka naszego, czyli żywiołaka.
4643:  To teraz długi odpoczynek.
4644:  Jak to szybka podróż jest niedostępna?
4650:  Musimy się wycofać, moi drodzy, z tego miejsca tu.
4659:  Bardzo dobrze.
4662:  Bardzo dobrze.
4663:  Czy tu już, stąd już można się teleportować?
4666:  Pamiętam, że był Sigil, to wydaje mi się, że powinna być taka możliwość.
4672:  O Boże, czy to jest jakiś żart?
4674:  No dobrze.
4677:  Długi odpoczynek.
4684:  Krzysztof jest na najnowszym patchu, to Orin nie będzie pośmiewiskiem.
4687:  To dobrze.
4689:  Ależ piękna muzyka.
4691:  Mizzora.
4691:  Porozmawiajmy z Mizzorą.
4693:  Mam bardzo dobre wspomnienia z Mizzorą związane.
4699:  A jak nie wiecie, o co chodziło?
4700:  Ach.
4706:  Tak sobie mówiąc szczerze Tak jest, keeping up appearances, bardzo ważna sprawa
4726:  Grałem w Divinity Original Sin 1-2, Jakubie.
4728:  Cudowna sprawa.
4729:  I wiesz co, jak lubisz, to polecam ci Divinity Ego Draconis.
4732:  Najlepsza gra o lataniu smoczym jeźdźcem, jak go sobie można wyobrazić.
4740:  O, jak pięknie muzycznie. ...
4758:  Piękności.
4766:  Game's not over yet.
4778:  Marjorie pisze, że Ego Draconis dla mojego dzińca.
4781:  No, była super.
4782:  I ta muzyka.
4785:  I wieża maga.
4786:  Ho, ho.
4795:  A ty nie chciałeś iść do karczyny spać Przeszło mi Nie no wspaniale moi drodzy Nie domagam nikt z tym czasem Jako książę bollywoodzki
4825:  Usiadł stropiony.
4835:  Mizerny występ, tak?
4851:  Biedny drapek!
4853:  O nie!
4865:  Nieszczęsne zwierzę.
4872:  Co to jest?
4873:  Jena.
4873:  Nie pamiętam jej.
4880:  Co tam masz, drabku?
4886:  Łooo!
4889:  Lina?
4891:  Proszę bardzo.
4892:  Pogłoś drabka!
4894:  Bądź dobrym księciem bollywoodzkim!
4896:  Oooo!
4897:  Pięknie!
4898:  Jaki śliczny drapek!
4900:  Oooo!
4903:  Kochany!
4906:  Wspaniałe zwierzę.
4909:  Nie, to mały kiamnik naprawdę wygląda creepy.
4912:  Otrzymany przedmiot lina.
4914:  Kot.
4928:  Okej, to teraz porozmawialiśmy już ze wszystkimi zwierzętami.
4934:  Możemy wracać do gry.
4936:  Aścisztaj mówiąc do odpoczynku.
4938:  Wybór automatyczny.
4939:  Czy oni to naprawili?
4940:  Nie mówcie mi nawet.
4943:  Pełny odpoczynek.
4953:  Jeszcze Kalsin został, to prawda.
4960:  To jest ironicznie prawda.
4962:  Dobrze, opuść obóz.
4965:  Czy zgodzisz się z tezą, że rzuty kostką oba duże wbijają z immersji?
4968:  Już przestały mieć dla mnie kompletnie znaczenie, wiesz co?
4972:  Jest to ładny vibe, ale gdyby to zostało ukryte kompletnie przed graczem, to nie byłoby żadnej różnicy, moim zdaniem.
4978:  Po prostu mógłbyś mieć gdzieś tam w roku ekranu napis, że o, rzut się nie udał, tak?
4981:  Jak jest w Wiedźminie swoją drogą trzecim, jak się przyjrzycie, to tam są takie informacje.
4986:  Gilt sobie jeszcze poleży?
4987:  Absolutnie.
4988:  Jakie urocze.
4992:  Na cmentarzu w snu kropie trupek, trupka nogą kopie.
4998:  E5.
4999:  Czy grałem w Divinity sam czy z kimś?
5011:  Sam, oczywiście.
5011:  Ja zawsze gram sam w gry.
5015:  Raz jeden jedyny, jak nie grałem sam, to było jak z przyjacielem ogrywaliśmy WoWa, bo się inaczej nie dało.
5021:  I w Genshin'a czasem grałem ze studentami.
5029:  Faktycznie, Gale.
5046:  Proszę, weźmy ją do drużyny.
5051:  Dobrze, honorujemy Orin.
5054:  No to pszt.
5082:  Gortarz nie żyje.
5083:  Jego truchło gnije na dachu jego fortecy.
5085:  Wszystko, co mu zrobisz, ja uczynię to je po stokroć.
5087:  Perswazja.
5088:  Powiedziałaś, że Bal żąda budynku między nami.
5091:  Nie przyjmie tej ofiary.
5094:  Tak jak odkupienie, które zaoferowała twoja matka, zaatakowała ci na polecenie Sarewoka, twojego ojca.
5098:  O, to jest ten dialog, moi drodzy.
5103:  Uuuu.
5105:  Orin wściekła.
5106:  Uuuu.
5108:  Warto było, moi drodzy, choćby dla tego kadru
5114:  Filthy little hobbitses!
5125:  Call'em!
5126:  Call'em!
5139:  Jesteś żałosna Sarawok sam mi zdradził prawdę Śmiał się z ciebie Sarawok jest twoim ojcem, Orin Wykorzystał twoją matkę i wykorzystał też ciebie Kompletnie sobie nie zdawałem z tego sprawy Ale co tam Perswadujemy
5158:  Nie.
5159:  Nie on.
5159:  Nie on.
5159:  Zrobiłam wszystko dla niego!
5160:  Wszystko!
5160:  Wszystko!
5160:  Nie, Auryn.
5195:  O... o... o... o... o... o... o... o... o...
5227:  Nie!
5229:  Nie, nie, nie, nie, nie, nie!
5233:  Zwracać mi Orin moją!
5241:  Co to jest za skandal?
5248:  Pyrrusowe zwycięstwo.
5253:  No przecież ja się rozindyczę.
5260:  Zbadajmy to.
5264:  Najpierw healerzy, mówicie, stan, postać pogromcy, zaakceptowała swoje krwawe potrzeby, mgła czystego szkarłatu, Orin zyskuje tymczasowe punkty wytrzymałości, widzi 25.
5274:  Nie do zdarcia jeszcze, świetnie, doskonale wprost.
5279:  Zróbmy to!
5311:  Nie do zdarcia.
5314:  Samui pisze, że łatwa walka.
5316:  Najłatwiejsza z całej trójki?
5319:  Mówisz.
5326:  Spowolnienie.
5327:  Świetnie.
5330:  Groza.
5333:  No nie jest dobrze, moi drodzy.
5337:  Jest bardzo niedobrze gra.
5339:  Co tu się dzieje?
5342:  Dar niepowstrzymania.
5346:  Ja zanim zdążę cokolwiek zrobić, wszystkich stracę.
5365:  Okej.
5367:  Aha, nie mogę nic zrobić, bo spowolnienie.
5379:  To może zrobimy to inaczej?
5389:  Kiedy randka z Tindera wymknie się spod kontroli, pisze Ania Godzińska.
5392:  Tak właśnie, to jest bardzo dobre podsumowanie.
5406:  Okej.
5410:  Nie można zranić.
5414:  Ho.
5423:  Jesus.
5430:  Może teraz wykona inny ruch.
5433:  Nie, zawsze, zawsze na nie domagaj Amnixa, zawsze.
5439:  No to jest bardzo zła sekwencja ataków dla nas.
5443:  Spowolnienie... Dobrze, przeciw zaklęcie.
5450:  Okej.
5451:  Ważę, żeby... Krwawienie.
5455:  Okej, okej, okej, okej, okej, okej, okej.
5460:  Potrzebujemy... Tak, na pewno potrzebujemy żywiołaka.
5466:  Ognia.
5467:  Albo wiecie co?
5469:  Przywołajmy raz Żywiołaka Ziemi.
5480:  Niech on walczy z Orin.
5487:  Dobrze.
5488:  Katapultaż.
5492:  Rycie.
5498:  Boże, ja wiedziałem, że ja tego pożałuję.
5500:  Ja wiedziałem, że ja tego bardzo pożałuję.
5516:  Odparcie, rycie.
5518:  Dobrze, psjoniczne przeładowania, czarna dziura.
5531:  Dobra.
5538:  Lot.
5540:  Za mało punktów ruchu.
5547:  Cud.
5550:  W najgorszych żywiołach piszecie.
5552:  Nigdy go nie wypróbowywałem jeszcze.
5557:  Chybienie dwa razy, dobrze.
5561:  Ten urok Kianki nie zadziałał ani razu przez całą grę, nie polecam.
5566:  Okej.
5569:  Błysk Zephiru.
5581:  Okej.
5585:  No niewiele to dało.
5590:  Trudno.
5593:  Żywiołek powietrza, giga czad.
5594:  Uderzenie, które może ogłuszyć cel na dwie tury jako akcja odnawialna.
5598:  Uuu.
5599:  Wypróbujemy go następnym razem.
5604:  Dobrze, kto jest następny?
5605:  Orin, a potem przywoływacz Bala.
5608:  Przywoływacz Bala, nie wiem, który to jest.
5610:  Ten.
5613:  To ja może zrobię fałszywe życie.
5617:  Drugiego poziomu.
5620:  Na posępnym sercu.
5623:  Nie mogę tego zrobić na posępnym sercu, okej.
5632:  Nie skomentuję tego.
5638:  Jezus.
5642:  Spowolnienie na celów trzy, dobrze, przeciw zaklęcie.
5648:  Okej, bardzo dobrze.
5649:  Teraz pierdykniemy kulę ognia w nich.
5653:  I skończy się.
5654:  Albo wiecie co?
5655:  Burza lodu.
5656:  Niech oni się wszyscy wywracają.
5663:  Dobrze.
5666:  I... Transfuzja zdrowia.
5669:  Przenieś połowę swoich punktów wytrzymałości, aby przywrócić celowi taką ich liczbę.
5674:  Tak zrobimy z Carla.
5679:  A może nie.
5680:  Tarcza zniewolonych.
5681:  Przywołaj etryczną tarczę, która ochroni ciebie lub twojego sojusznika.
5688:  Czy Krzysztof zabił Gale'a?
5692:  Nie sądzę.
5693:  Ponieważ jak Mak rzuca zaklęcie, moi drodzy, to wtedy co innego.
5697:  Czy korzystasz z mikstur szybkości?
5698:  Mam trzy mikstury szybkości za całą grę, więc wszystkie zużyłem już jakiś czas temu.
5708:  No dobra.
5712:  Słychać rycie?
5712:  Znakomicie.
5720:  Dobrze, dobrze, dobrze.
5723:  Rycie.
5725:  Zrobimy rycie tutaj.
5727:  O. Tylko tak, żeby nie uszkodzić Gale'a.
5730:  Czy da się ryć tak, żeby nie uszkodzić Gale'a?
5733:  Chyba tylko tu.
5737:  Odparcie rycie.
5738:  Niedobrze.
5743:  Ale chemia Baldur's Gage jest bardzo kiepsko zrobiona.
5745:  Zgadzam się, Pawle.
5747:  To jest jedna z tych rzeczy, która jest do poprawy, oprócz ekwipunku.
5753:  Dobra, dobra.
5753:  W Astariona możecie walić czym chcecie.
5756:  To nie jest na razie problematyczne.
5760:  Uderzenie Zephiru.
5768:  Dobra!
5771:  I czy ona może...
5774:  Lecznicza.
5777:  Tak.
5779:  Coś to nam dało.
5783:  Myślę, że Astarion może już wyeliminować tę postać.
5787:  Zobaczymy.
5789:  Jest.
5791:  Dobrze, dobrze, dobrze, dobrze.
5792:  Bardzo dobrze.
5806:  IMPERO To jest znowu trzeci poziom?
5809:  Znowu Głupi przywoływacz moi drodzy Głupi przywoływacz No dobra Czy teraz jest ten moment Kiedy walniemy kulą ognia tutaj Pytanie czy ja mogę w ogóle ich sięgnąć Czy też powinienem się skupić na Orin Możemy jeszcze użyć przyspieszenia
5836:  Na... Naszej biednej.
5841:  Na naszym biednym, posępnym sercu.
5843:  Na 10 tur.
5844:  Coś znajduje się zbyt daleko, co za bzdura.
5849:  To przyjdź do... Co za nonsense.
5859:  Co za nonsense, żeby to zaklęcie miało taki mały... No nieważne.
5865:  Mmm...
5869:  Morduj tych z plamą krwi.
5872:  Nie wszyscy mają plamy krwi.
5874:  Poza tym oni są niedost... Z jakiegoś względu ja nie mogę ich zabić.
5877:  Nie wiem dlaczego.
5880:  Spróbujemy z tej strony.
5884:  Odparcie burza... Dobra, jeden poszedł.
5887:  Okej, czyli mogę ich sięgnąć.
5888:  Good.
5890:  Tunel mocy.
5890:  Wykonaj szarżę przed siebie.
5894:  W sumie czemu by nie?
5897:  Za mało punktów ruchu.
5901:  Za mało punktów ruchu.
5909:  Przewrócenie komórki czaru szóstego poziomu to zrobimy.
5915:  Dobra, dobra, dobra, dobra, dobra.
5917:  To teraz tak.
5920:  To teraz tak.
5921:  Dwie rzeczy.
5922:  Ona na pewno musi użyć jakiegoś gigantycznego uzdrowienia najwyższego poziomu.
5927:  To jest mus.
5931:  co powiedziawszy duchowi strażnicy piątego poziomu i będziesz biegać.
5948:  Okej.
5950:  Jak to nie można zranić?
5958:  Ehehe, można zranić, doskonale.
5961:  Słychać rycie?
5962:  Znakomicie.
5968:  Odparcie rycie.
5978:  Dobra, Orin.
5994:  Astarion, co?
6000:  Jezus, chybienie kryty, ale mamy Fuxa.
6006:  Znowu, ile tych... Przeciwzakręcie czwartego poziomu.
6015:  Dobra, dobra, świetnie się ustawił.
6020:  No to teraz tak, moi drodzy.
6022:  Nie mamy wyjścia, musimy zacząć eliminować Ori niejakoś.
6040:  Okej.
6041:  I ruszamy w podróż.
6048:  No nie!
6060:  Teraz jest nie do zdarcia przez 7 tur znowu.
6075:  Tunel mocy.
6086:  Co jest z tym Astarionem?
6095:  Oj, nie podoba mi się to, co widzę.
6097:  Nie podoba mi się to, co widzę.
6105:  Poziom pierwszy.
6114:  Okej, okej.
6118:  Krąg śmierci, nekromancja.
6120:  Stwórz ogromną kulę entropicznej energii wokół istoty, żeby zmasakrować cel.
6129:  Okej.
6134:  To chyba będzie miało większy zasięg, nie wiem, trudno powiedzieć.
6139:  Zróbmy na razie tak.
6142:  A może kulę ognia.
6146:  Magiczne pociski na nią nie zadziałają, a chcę równocześnie w dwa.
6159:  Dobra.
6163:  A co z nią?
6164:  Czemu ona znowu się nie może ruszyć?
6166:  Groza?
6166:  Okej, dlatego.
6171:  A masz chociaż miksturę jakąś?
6175:  Wypij.
6177:  Aha, ona nie może wypić mikstury z jakiegoś powodu.
6182:  Okej.
6186:  Trzeba było tego innego żywiołaka wziąć.
6191:  Boż, straszna walka.
6197:  Okej.
6198:  Jest i Karla.
6199:  Za mało punktów ruchu, no jasne.
6216:  Dobra.
6218:  Astarion.
6229:  Trzy trafienia krytyczne.
6233:  Jezus Maria.
6234:  Jezus Maria.
6236:  Jezus Maria!
6241:  Co tu się dzieje?
6251:  Nie da się jednocześnie walić wangicznymi pociskami w Orin i walczyć obszarówkami w nich.
6257:  Albo, albo.
6258:  Mamy jedną postać do obszarówek.
6261:  Co oznacza, że będzie trzeba wczytać.
6263:  Ja nie jestem w stanie teraz wszystkich wskrzesić jedną postacią.
6267:  Niestety.
6274:  Gdzie to było?
6277:  To było chyba tu.
6284:  Astare nie ma pocisków?
6285:  Astare ma za mało pocisków na to, żeby zdjąć.
6288:  Jedynie nasz główny mag jest w stanie walnąć tyle razy.
6296:  Otóż to.
6297:  Niefortunnie się ułożyła inicjatywa w tej walce, no i niewiele się dadzą magiczne pociski, bo Krzysztof nimi wali po ataku swoich głównych DPS-ów, a potem się odnawiają dokładnie tak.
6307:  Dlatego trzeba zrobić rzeczy mądrzejsze wcześniej.
6310:  To znaczy przywołać żywiołaka powietrza teraz,
6318:  Dobra.
6323:  Teraz trzeba przywrócić komórkę czaru szóstego poziomu.
6330:  Dobrze.
6333:  Okej.
6339:  Góle też można.
6341:  Coś, coś dadzą.
6343:  Coś dadzą.
6348:  Okej.
6349:  I druga rzecz, może wreszcie przywołamy te cholerne trolle.
6357:  Róg... Róg Wojenny Grudy.
6374:  Trolle może tylko w pierwszym akcie przywołać naprawdę?
6381:  Jezus Maria.
6381:  Użyj wszystkich możliwych buffów.
6383:  To jest zabawne trochę, bo ja nie za bardzo mam buffy.
6388:  To jest smutne.
6389:  Ale możemy przywołać jeszcze i jeszcze możemy jedną rzecz zrobić.
6394:  Tylko gdzie to jest?
6395:  Duchowa broń.
6399:  Trójząb.
6399:  Trójząb.
6410:  Dobra.
6412:  Pomoc mówicie, tak?
6415:  W sumie czemu by nie.
6425:  Do następnego długiego odpoczynku, okej.
6427:  Zwiększaj punkty wytrzymałości o 25.
6428:  Okej.
6429:  Dobrze.
6444:  Okej.
6450:  Czy my będziemy musieli drugi raz z nią rozmawiać?
6453:  O Boże, tak.
6456:  O nie, o nie, o nie, o nie.
6459:  Dobra.
6460:  Jest.
6473:  Mamy.
6477:  Dobrze.
6488:  Teraz pytanie, gdzie walnie... w co walnie Orin?
6492:  W gulę?
6493:  Czy w maga?
6495:  We wszystkich.
6501:  Co to było w ogóle?
6502:  Czemu ja oberwałem?
6518:  Widzicie?
6518:  Nie zdołało w całości wyeliminować tego efektu na niej.
6526:  Dotarcie do celu niemożliwe, co?
6532:  Chyba nie.
6534:  Tak, początek jeszcze gorszy, oczywiście.
6548:  Dobra.
6551:  Nie no, to nie ma sensu.
6563:  Dramat.
6569:  Mat życzy wszystkim lepszych świąt, niż wyrzucanie całej kuchni po wykryciu kolonii robactwa w szafce z mąkami.
6575:  O nie, to są te obrzydliwe, mączne coś.
6579:  Najgorsza rzecz.
6580:  Wiecie, co zrobię?
6582:  Autentycznie.
6583:  Ja rozdzielę drużyny.
6584:  Mam dość tego.
6585:  Mam dość tego, że mój mag jest bez przerwy atakowany.
6588:  Tego absolutnie w stu procentach dość.
6598:  Inaczej Nie, nie, nie Cholera jasna, przecież szlag mnie trafi z tą grą Żywiołek jest przyzwany
6624:  Maska, która daje Orin nie do zdarcia, jest do rozwalenia?
6629:  Nie wiedziałem tego.
6631:  W jaki niby sposób mam to zrobić?
6636:  Przede wszystkim ja jej nie widzę.
6639:  I nie mogę uderzyć w tę maskę.
6646:  Gdzie tu jest ta maska?
6647:  No, że tu?
6648:  Nie.
6650:  Sfera niepodatności?
6653:  Czy ja mam w ogóle coś takiego jak sfera niepodatności?
6657:  Mrożąca sfera Otiluka.
6662:  Nie wydaje mi się, że miałbym sferę niepodatności.
6665:  W górę schodów nad tobą.
6666:  Nie mogę tego stwierdzić, ponieważ ja nie mogę wyżej.
6669:  Nie mogę pójść wyżej kamerą, ponieważ gra mi to uniemożliwia.
6673:  To jest wszystko, co mogę zrobić kamerą.
6676:  To jest horror po prostu.
6679:  Moneta dla Carla ma jeden problem, z tego co pamiętam.
6684:  To znaczy jaki?
6685:  Używamy.
6692:  Dobra, to jest do następnego długiego odpoczynku.
6694:  Good.
6707:  Stwórz barierę, ale to jest na trzy tury, moi drodzy.
6709:  Jak ja tego użyję teraz, to czas zacznie tykać oczywiście, bo wszystko musi być w pieprzonych grach na czas.
6717:  Musiałbym włączyć tryb turowy, a tego nie zrobię w tej chwili.
6721:  Dobrze.
6727:  Dobrze.
6728:  F5.
6728:  Posępne serce jako healer musi też iść na tyły.
6738:  Ale też nie za bardzo.
6741:  Czy ona przyzwała swoją drogą?
6744:  Nie, nie przyzwała trójzębu.
6748:  Więc przyzwijmy.
6753:  Dobrze.
6754:  I jeszcze przyzwę Strażnika Wiary.
6756:  Tak wiele miejsc, gdzie się przyzwała.
6759:  I w końcu...
6765:  Dobrze.
6766:  I podejdziemy Carla porozmawiać.
6775:  Dobra.
6778:  No to się oczywiście teraz nie uda, tak?
6780:  Wiadomo, bo jest postać nie do rozmawiania, więc tak to się kończy.
6787:  Ale i tak wszystko wychodzi na jedno.
6792:  I nagle zupełnie inaczej się rozkłada inicjatywa, no po prostu coś niesamowitego to jest.
6809:  I teraz można działać.
6817:  Bardzo dobrze, bardzo dobrze.
6825:  To jest ogłuszony Karla.
6830:  Heist na Karla.
6831:  Przyspieszenie bym dawał Karla, gdyby rzeczywiście ona była skuteczna przeciwko nim, a jest tak średnio.
6836:  Ona jest tankiem w tym momencie głównie.
6839:  I to i tak średnim.
6841:  Dobrze.
6844:  Widzicie?
6844:  To tyle jest w temacie, jeśli chodzi o Karla.
6849:  Moja tu raczej co?
6853:  Eeeem... Czemu ja się nie mogłem ruszać?
6859:  Okej, nic nie rozumiem, co się dzieje.
6861:  Trzeci poziom.
6866:  Hmm... Dobra.
6873:  Nie mam problemu z walką, ja mam problem z RNG, moi drodzy, na początku walki, z tym mam problem.
6879:  Walka nie jest trudna w sytuacji, w której na przykład mamy postać po postaci, a nie tak, że jest o tutaj nasz healer, a potem 10 osób dalej będzie nasz DPS.
6888:  Trochę nie ma sensu.
6891:  Czy ja teraz rzucę ten czar, który chciałem wcześniej?
6897:  Duchowi Strażnicy?
6898:  Oj tak.
6904:  O tak.
6910:  Dobrze.
6912:  I teraz kojące słowo dla Karla.
6920:  Dobra.
6926:  O wiele lepiej jest teraz.
6928:  Mhm.
6928:  O tak.
6939:  A co to jest ta mrożąca sfera Otiluka?
6942:  Co ono nam da?
6945:  Wrzący lód.
6948:  Ewentualnie możemy użyć tego przyspieszenia też.
6950:  To jest jakaś opcja.
6952:  Na 10 tur.
6957:  Dobrze, na piątym poziomie rzucę przyspieszenie na Karla.
6962:  Czemu mam podział Akio?
6964:  Iiii... Czarna dziura.
6970:  Czarna dziura też ostatnio nam sporo dała.
6976:  Dzięki temu będzie można rzucić jedną kulę ognia.
6981:  Good.
6984:  Pierwszy raz chyba nie spudłowała duchowa broń.
6988:  Od początku gry.
6995:  Co się dzieje za Starionem?
6997:  Groza.
6999:  Okej, to niedobrze.
7002:  Boże, gule nawet działają.
7004:  Ooo!
7019:  Co to robi?
7019:  Mordercze znaje Baala.
7021:  Kto oberwał?
7023:  Astarion oberwał.
7025:  Aha!
7027:  Nasz wspaniały żywiołak powietrza, który jest podobno tak potężny, właśnie cały czas ucieka.
7032:  Nie zobaczymy nigdy, jak potężny jest żywiołak ognia w efekcie.
7037:  Czemu nie mogłem użyć przeciwzaklęcia?
7047:  To niesprawiedliwe.
7050:  Za mało zasobów.
7054:  To przejdź tutaj, póki masz duchowych strażników.
7065:  Dobra.
7070:  Teraz dam F5.
7070:  I teraz zrobimy następującą rzecz.
7075:  Co ma najwięcej obrażeń?
7077:  Oczywiście, że kula ognia.
7088:  Krok przez mgłę.
7093:  Tu.
7101:  Chybienie That's more like it Astareum zaraz zginie Ale w tej walce i tak on nic nie zrobił Jak dotąd Chybienie krytyczne Odparcie, dobrze
7132:  I tutaj walniemy wtedy burzę lodu, myślę.
7140:  To był ciekawy ruch.
7143:  A Starion nie przeżyje tego, nie ma takiej możliwości, żeby to przeżył.
7149:  Okej, teraz tak.
7162:  No dobrze, wreszcie!
7164:  Niewidzialność, szalejący wir, ekscentryczny kiścień, lot, żywiołowe wypaczenie.
7171:  Dobrze, czy to jest ten teleport?
7174:  Czy ten elektryczny kiścień to jest AOE?
7176:  To jest pytanie.
7177:  Czy on ma jakikolwiek atak AOE?
7180:  Wygląda na to, że nie.
7184:  Szalejący wir, to jest obuchowe.
7188:  Wir wiatru, który ucisza istoty.
7192:  Próbujemy.
7206:  No, wygląda na to, że to jest obszarówka.
7213:  Uciszenie.
7217:  Okej.
