🔴 Morderca bez serca w pamięć się wwierca | BALDUR'S GATE 3 Livestream #20
🔗 https://www.youtube.com/watch?v=9clKOnbf7Vw

6:  Dziękuje za uwagę.
2199:  Bo ja już staram się zwalczać stereotypy, które w nas kultura współczesna zdaje się kreować.
2205:  Tak miałem, jak pojechałem po raz pierwszy do Egiptu.
2208:  W ogóle nie wyglądał to jak w różnych reprezentacjach popkulturowych i kulturalnych i tak dalej, i tak dalej.
2216:  Hmm.
2217:  To jest prawdziwy protagonista, nie pamięta o tym, że kogoś uratował.
2220:  Moi drodzy, to jest ten altruizm Niedomaga Jamniksa.
2222:  On jest tak szlachetny, tak czysty w swym byciu chaotycznym, złym, że nawet nie pamięta, że komuś pomógł.
2231:  Dzięki temu możemy domniemywać, że to zrobił.
2234:  Dobrze, zacznijmy od rozmowy z matką... Nie grzgadnę, chcesz mojej pomocy?
2238:  To pasuje do Niedomaga Jamniksa.
2244:  Aaa, myśmy ożywili tego zombiaka, racja Izabello.
2251:  Przypominam sobie.
2259:  Czy w Egipcie były jasno-opomarańczone filtry na wszystkim?
2262:  No właśnie nie.
2264:  No właśnie i nie było wszędzie piramid.
2266:  Wchodzę w to.
2272:  Niedomag jest tak zły, że zrobił pełne koło i wrócił do najczystszej dobroci.
2286:  Ej, fajnie, że jest follow-up do tego questu, podoba mi się.
2290:  Jesteśmy na grodę.
2292:  I widzicie, weszliśmy do randomowego domu i już mamy materiał na kolejną część tych naszych przygód.
2299:  Niesamowite.
2300:  I właśnie nie było też egipskiej muzyczki w Egipcie.
2302:  No, no, no, generalnie rozczarowanie, moi drodzy.
2304:  Nie polecam, nie polecam podróży do Egiptu.
2306:  Zostańcie w domu, obejrzyjcie sobie mumię, na przykład będziecie mieli lepsze wrażenia.
2311:  Gwarantuję.
2311:  Sejf w ścianie?
2312:  Gdzie wy macie... To jest to, czego ja nie lubię w Baldurze.
2317:  Oprócz interfejsu.
2318:  To znaczy, trzeba mieć jakąś wiedzę...
2322:  zewnętrzną, żeby widzieć tego rodzaju rzeczy, bo ja wciskam alt niemalże nieustannie.
2327:  O, właz zauważyłem teraz.
2334:  No przecież to jest jakiś dramat.
2337:  Don't touch me.
2348:  Może tutaj to będzie.
2352:  W tych grach liczy się ściany.
2354:  Tak, w Dark Souls 1.
2355:  Będziemy grać w Dark Souls 1 w święta, moi drodzy.
2358:  To jest świetny moment, żeby zagrać w Dark Souls.
2362:  Ile tych pułapek!
2365:  Kinga pisze, nie może do Egiptu, jest za dużo piachu.
2367:  Dogadałabyś się z Anakinem Skywalkerem?
2375:  Chciałbym, żeby była możliwość zbiorczego rozbrojenia wszystkich pułapek.
2383:  Cev jest na ścianie naprzeciwko włazu.
2385:  Aha.
2386:  Wiecie co?
2387:  Nie chce mi się otwierać tych drzwi.
2391:  Wiecie co?
2392:  Muszę i tak otworzyć te drzwi.
2394:  Jak nacisnę tilde, będę mieć podświetlone postacie.
2398:  Ale cóż mi z podświetleń postaci?
2400:  Ja chcę mieć podświetlenia elementów otoczenia.
2403:  To byłoby cudowne, a zdaje... no właśnie.
2405:  Postaci mi nic nie da.
2406:  Nie da kompletnie, jeżeli będą podświetlone.
2408:  To by nic nie dało, to by nie dało nic.
2410:  O jest, drewniana skrzynia, świetnie.
2412:  Co tutaj mamy?
2413:  Podkę oczywiście.
2416:  Aha, szafka.
2418:  Plan emerytarny Garloa.
2423:  Krzysztof i Daxos, to rant na słaby interfejs wchodzący w czwartą gęstość.
2426:  Ja widziałem interfejs Daxos 3 już i miałem z tym problemy.
2433:  Nie, Dark Souls 2 nie będzie.
2435:  To po prostu nie jest dobrze zaprojektowana gra i to mówią fani Soulsów, więc ja mogę umyć ręce.
2441:  Jeżeli fani Soulsów narzekają na Dark Souls 2, którzy znają te gry od podszewki dodam, to ja po prostu dostanę wtedy apopleksji zdenerwowania.
2453:  Plan Emerytalny Garloa bardzo chciałem przeczytać.
2456:  Uważam, że to będzie interesujące.
2459:  Jeśli to nie koniec, to w końcu.
2480:  powinien zawierać informacje o pieniądzach i mówię to jako człowiek z Krakowa, więc mam rację.
2485:  Kto powie Krzysztofowi, że w Dark Souls 1 jest ognioodporny boss?
2488:  Midira pokonałem, moi drodzy, i też był ognioodporny.
2492:  I co więcej, pokonałem go używając magii ognia.
2496:  Jeżeli ktokolwiek powie mi w tym momencie o truciźnie, to banuję na czacie.
2501:  Nie było żadnej trucizny.
2504:  Czy znasz Charlie Hopkinsa i jego scenki z postaciami, co stało się z wykorzystaniem deepfake'a?
2508:  Nie.
2509:  W ogóle ja czekam, aż deepfake zacznie być wykorzystywany na szeroką skalę i ludzie się zorientują, że trzeba przestać przyjmować dowody wizualne jako dowody.
2518:  Tu jest skrytka ocalałych, jest zaznaczona mapie.
2520:  Stop!
2521:  Przestaję narzekać.
2523:  Czy to jest ten save, o którym mówiliście?
2525:  Tak!
2527:  No dlaczego to się nie podświetla?
2531:  Dlaczego?
2533:  Podświetla się dziennik z wytłoczonym symbolem helma, a nie... Zroszony łzami dziennik.
2544:  Dziewczynka nie żyje.
2546:  Byliśmy blisko, tak blisko sukcesu.
2548:  Jeszcze jeden dzień byłaby bezpieczny, ale spóźniliśmy się.
2552:  Jej matka tego nie zniosła.
2554:  Znalazłam ją dziś rano powieszoną na krokwi.
2556:  Helmie, przebacz mi, że jej nie ocaliłam.
2558:  Przebacz mi, że nie ocaliłam jej dziecka, dwuletniego malucha, pożartego zżywcem przez wiedźmę.
2564:  Dlaczego ten świat jest taki potworny?
2566:  Nie musi być!
2567:  Wiem, że podąża we właściwym kierunku.
2569:  Wiedźmy posiadają potężny układ trawienny, bo nie mają.
2572:  pozwalający im przemienić dziecko na swe podobieństwo.
2574:  Ich flora jelitowa jest znacznie lepsza od flory jelitowej Krzysztofa, ponieważ Wiedźmy nie uczęszczały do szkoły w Polsce i jest nie mniej wrażliwa na niektóre substancje alchemiczne.
2584:  Mając odpowiednie składniki i wsparcie
2587:  Helma, jak również znakomitego konsylium proktologów, teoretycznie mogłabym wywołać wymioty, zmuszając wiedźmę do wydalenia pożartego dziecka.
2595:  Modlę się zarówno o to, żeby ta metoda była skuteczna i żebym nie musiał jej użyć.
2598:  W ostateczności użyjemy gastroskopii i wtedy przebijemy dziecku oczy.
2604:  Tak będzie.
2606:  Dostaliśmy, moi drodzy, recepturę, która wygląda na ważną.
2609:  Popioły zasuszonego kwiatu i jeszcze jest przewodnik głowiecki po wiedźmach.
2615:  Dobrze.
2616:  To była ważna skrytka.
2621:  No audio też masz rację, Lon, absolutnie.
2623:  Deepfake Hołowni mówi, że Tusk i Kaczyński będą walczyć w MMA.
2626:  No tak, to jest nawet łatwiej zrobić.
2628:  Ale mam wrażenie, że tego rodzaju nagrania są traktowane trochę mniej ufnie niż nagrania audio-video.
2637:  Nie użyjemy gastroskopii, bo nie mamy złota na skierowanie.
2639:  Ooo, tak.
2641:  Można też dać środki na przeczyszczenie i odcedzić dzieciaka durszlakiem.
2647:  Sputnik wygrał.
2656:  To będzie taka robota kopciuszka, oddzielenie materii dziecka od reszty soków żołądkowych.
2664:  I przyjdzie taka piękna wróżka chrzestna i powie, no i jak, no i jak kopciuszku, udało ci się?
2670:  Udało ci się?
2670:  Popatrz, tutaj masz jeszcze jelitko jedno.
2672:  O, tutaj, tu, tu, tu, proszę.
2678:  Wysepaniałe.
2681:  Tu są drzwi domu rozliczeniowego, moi drodzy.
2684:  Musimy się trzymać z daleka od domu rozliczeniowego, to jest bardzo ważne.
2690:  Powiedział Krzysztof, idąc do domu rozliczeniowego.
2695:  Czekajcie, tu nam zapisało, to nie jest dobre, to nie jest dobre.
2699:  Co tu się dzieje?
2701:  U ratuj wielkiego księcia.
2702:  Nie!
2703:  To nie!
2704:  Jamnikowy piekór jest Jamnikołajem, moi drodzy!
2708:  Wspaniałe wiadomości!
2710:  Niuch!
2712:  Enimx, TikTak, LucasEnpai, DeltaGriffin otrzymują wsparcie od Jamnikowego Piechura.
2718:  Witamy w gronie wspierających!
2720:  Niech niuchacz wam darzy.
2726:  Niuchacz jest wspaniały, moi drodzy.
2728:  Tak samo jak wspaniały jest Jamnikoła i Jamnikowy Piechur.
2731:  Dziękujemy jeszcze raz.
2736:  Dlaczego tutaj też się pojawił ten znacznik, to ja tego nie rozumiem.
2739:  Ale tu jest jeszcze jakieś domostwo, moi drodzy, które mamy niezwiedzone.
2744:  Robię zamówienie w FF Okroku, przypomnisz mi swoje polecenia poza Laponią.
2748:  Wiśnia i migdał.
2750:  Bardzo dobre jest też milky oolong.
2757:  Wigilijny wieczór chyba kiedyś piłem.
2760:  Wszelkie herbaty, które są gunpowder też są bardzo dobre.
2767:  Powiedz, że lubisz Blighttown.
2768:  Nie mówisz, że lubisz Blighttown.
2770:  O Boże, Blighttown.
2771:  To będzie dopiero przerażające.
2773:  Śpiewająca lutnia.
2777:  Okej, a mogę tu wejść, czy nie mogę tutaj wejść?
2780:  Otóż mogę tu wejść, ale to będzie włamanie.
2787:  Aha.
2788:  Not for communal use, a jednak tu jestem.
2794:  Penta, suszone kiełbasy, nic tu nie ma.
2798:  Dom rozliczeniowy może nas rozliczyć.
2800:  I to jest przerażające, moi drodzy.
2802:  Nie możemy do tego dopuścić.
2804:  Dobra, tutaj jest następny quest.
2806:  Główny, którego nie chcemy na razie.
2809:  Pomści żelazno ręki.
2811:  Wyłącz stalową straż.
2812:  Dobra.
2812:  Wydaje mi się, że południe to są główne questy.
2815:  W związku z tym my idziemy na cmentarz, moi drodzy.
2818:  I tam będziemy mieli dwie rzeczy do zrobienia.
2819:  Zbadanie zagadki morderstw oraz ewentualnie odwiedzenie dawnej krajówki cesarza.
2823:  Bam.
2826:  Spęta suszone kiełbasy to jest coś, co sprawia, że mam ochotę na suszoną kiełbasę momentalnie.
2831:  PRZESTAŃCIE MÓWIĆ WSZYSCY NARAZ!
2836:  YouTube cofnęło pozwolenie na przyjmowanie wsparcia od innych widzów?
2839:  Jak to tic tac?
2839:  Włącz z powrotem.
2841:  Absolutnie przerażające to.
2843:  Czekajcie, tu jest brama jakaś, czy... Tak, tu jest brama.
2849:  Gunpowder to są najczęściej zielone herbaty.
2851:  Ja w ogóle najczęściej polecam zielone herbaty, to weźcie to pod poprawkę.
2856:  Okej, coś tutaj jest ciekawego.
2858:  Uratuj Wanrę?
2860:  Porozmawiaj z Lorą przy Bramie Bazyliszka.
2862:  To jest następny quest, który przez przypadek znaleźliśmy.
2866:  Koszary w Bramie Bazyliszka.
2868:  Hmm.
2872:  Na pewno się dogadamy.
2874:  Czy Gitianki mnie ścigają?
2876:  Wszystkie zginęły.
2878:  Zabiłem nawet Gitiankę, która była w naszej drużynie, więc spokojnie, Jacku.
2884:  Pożoga Layara Porter, dowódca kwatery głównej płomiennej pięści.
2890:  Dobrze.
2892:  Kryjówka jest w Elfiej Pieśni, pisze Lukas.
2894:  Tam można mieć obóz zamiast pod gołym niebem.
2896:  A!
2898:  Good to know.
2900:  Czy na cmentarzach w grach istnieje cmentarzysko dla tych, co umarli od grawitacji?
2903:  Tak, tam jest wyłącznie, wyłącznie są nagrobki wszystkich postaci, którymi ja grałem.
2912:  No dobrze.
2912:  Zielone Wiedźmy, tak jak Efel, pisze Jogloth, to jest najczęstszy typ Wiedźm znanych ze swej oszukańczej natury.
2917:  Lubują się w tragedii istot i wywoływaniu.
2920:  Lubią zmieniać się także w lokale legendy.
2922:  Wszystko się zgadza.
2925:  Kuchasz Kameros.
2926:  Cicho, przestańcie wszyscy krzyczeć.
2933:  Oczywiście, madame, pozwólcie mi po prostu... Wybaczcie, dlaczego tu jesteście?
2936:  Czy to jest jakaś szaleńka?
2936:  Czy macie jakąś wiedzę o tym, co przeżyłam przez te ostatnie dni?
2952:  Rogue Trader nie jest planowany, Tyron, ale jest planowany Warhammer Space Marine 2 i dlatego oczywiście został przesunięty o rok, więc może, może wypełnimy tę pustkę Rogue Traderem, kto wie.
2963:  Balrog72 poleca nam dzisiaj kanał Marcina Mosaka, jego filmy są niesamowite, tłumaczę jeszcze trudne w sposób łatwiej zrozumiały.
2969:  Cudowny kanał, musimy obczaić.
2972:  Tomek Kujisz pisze o wątku wietnamskim.
2974:  Ale Sajgon nie wzięło się znikąd.
2976:  Wie każdy, kto jeździł tutaj skuterem, próbował przejść przez ulicę.
2979:  A poważnie, to jedna z trudniejszych rzeczy na początku, to jest pozbycie się tej europejskiej percepcji Wietnamu.
2983:  Przeciekawe to, co mówisz.
2985:  Czy będzie szansa, żeby zobaczyć Vampire The Masked Bloodlines u mnie na streamie?
2989:  Pyta Chlewnia Jebszoła.
2990:  Ja bardzo bym chciał i dlatego czekam, aż wreszcie będzie remaster.
2993:  Cykl, jakby nie był, wciąż powstaje.
2995:  W Bulach jest zaplanowana na jesień 2024.
2996:  No oby, oby.
3000:  Uspokój się, zostaw tę biedną pięć w spokoju.
3003:  Nie, to nie jest mój problem.
3004:  Jesteś Lora, zgadza się, powiedział nie do magii Amnix, starając się wybrać, który z głosów w jego głowie przemówi jako pierwszy.
3024:  Lezilda jej świetne questy, pisze Jacek.
3026:  Podobno tak, ale w naszym uniwersum jej nie ma.
3034:  Mimika niedomaga amniksa.
3048:  Może słucha, ale zapomina.
3051:  Wiedza tajemna, przyjrzyj się najemniczce płomiennej pięści.
3056:  Uda się, moi drodzy, za pierwszym razem.
3059:  Proszę pa.
3060:  Proszę pa.
3067:  i widzicie i może to też jest sekret mojej przypadłości herbata z ciastkami czy bez jak nie chcesz przytyć to bez hmm
3094:  A hagg?
3095:  Przezroczyste.
3096:  Nikt takiego nie umie wstać w miarę w miarę w miarę.
3109:  Nie strachuj mnie więcej niż już jestem.
3122:  Co z Vanry?
3122:  Ona się po prostu straciła.
3131:  To wszystko.
3138:  Ale... Jestem tak strachowa... i tak... zmęczona.
3140:  Sprawdzałam wieczór i dzień, gdzie mogłam.
3141:  Nie ma rodziny.
3142:  I ojciec Vanry nie jest na miejscu.
3147:  Czerwone kwiaty były moim ostatnim resortem.
3154:  Miorin porwała Lezili, teraz muszę uwolnić, pisze Jacek.
3157:  No widzisz, i znowu to jest problem.
3159:  Gdybym ja miał taką sytuację i Lezili by została porwana, to bym powiedział... Świetnie.
3166:  I znowu bym nie miał od niej questów.
3169:  Przecież to dramat absolutny.
3177:  Dobrze, będziemy grzeczni, pomożemy odnaleźć córkę.
3186:  Co to za wiedźma manipulowała moją pamięcią?
3188:  Podejrzewam matematyczkę z gimnazjum.
3190:  Robert Rocker po zmianie kadru już się czuje jak na obcym streamie.
3197:  O nie!
3197:  O nie!
3210:  Zawsze, gdy Krzysztof robi się na cały ekran, to widzę Kresa, jest mi smutno.
3213:  A właśnie, bo teraz w tym kadrze widzicie całego Kresa.
3216:  Znaczy nie całego Kresa, ponieważ księga całości niestety nie będzie dokończona.
3219:  Widzicie więcej książków teraz.
3222:  I widzicie niestety więcej pufy.
3224:  Plan jest taki, żeby na jam Nikołajki, nie, na jam Nikołajki już tego nie zdążę zrobić, ale może zdążę to zrobić na święta.
3232:  Znalazłem, słuchajcie, papier pakowy w jamniki.
3236:  Dziękuję.
3237:  O, Hattem.
3237:  Nie mogę więcej się kłócić z tymi idiotami.
3240:  Znajdź mnie, kiedy słyszysz coś.
3266:  Wiecie, dzisiaj miałem jednocześnie najpiękniejszy i najgorszy dzień w życiu.
3270:  Wiecie dlaczego?
3272:  Mianowicie okazało się, że Grzegorz Wątroba mnie oszukał.
3276:  I myślałem, bo obejrzałem jego zapowiedź, że będzie wspieranie na kanale Okiem Deva.
3283:  I zobaczyłem, słuchajcie, że on ma animowane emoji.
3287:  I pomyślałem sobie, o Boże.
3290:  O mój Boże, mój głupi twarz.
3291:  Co to było, o czym myślałam?
3302:  To byłoby wspaniałe.
3304:  Po czym patrzę do zasad YouTube'a.
3307:  Tak, mogą być gify, ale nie będą animowane i będą zamienione na obrazki statyczne.
3311:  I niestety u Grzegorza na okiem Deva też są te gify, które przygotował animowane, jako obrazki statyczne.
3317:  I wtedy najpiękniejszy dzień mojego życia zmienił się w najgorszy dzień mojego życia.
3323:  No dramat.
3326:  Biedny neon jamnik, musi wchodzić pod górkę, proszę go przeklić, żeby miał z górki.
3331:  Moi drodzy, cofamy się, by skoczyć wyżej, to dotyczy także jamników.
3335:  Wejście do więzienia, czy my musimy tutaj wejść?
3338:  Czy jeszcze nie?
3339:  Bo ja znowu, ja znowu się... Ja znowu się, moi drodzy, rozpraszam.
3349:  To się dzieje bez przerwy.
3352:  Więc co my tutaj mamy zrobić?
3355:  Nie mam zielonego pojęcia.
3358:  Chyba kogoś mamy uwolnić.
3366:  Jeśli ktoś jest w celi, to ja go nie widzę.
3369:  Włączę tę tyldę.
3371:  Tak, będę włączał tyldę.
3380:  Więc nikt nie chce z nami rozmawiać, może tędy.
3382:  A jednak, moi drodzy, a jednak, F5.
3390:  Co to jest?
3393:  Co to jest?
3394:  Co to jest?
3394:  Co to jest?
3394:  Co to jest?
3395:  Co to jest?
3395:  Co to jest?
3395:  Co to jest?
3396:  Co to jest?
3396:  Co to jest?
3396:  Co to jest?
3397:  Co to jest?
3397:  Co to jest?
3397:  Co to jest?
3397:  Co to jest?
3398:  Co to jest?
3399:  Co to jest?
3401:  Co to jest?
3402:  Co to jest?
3402:  Co to jest?
3402:  Co to jest?
3402:  Co to jest?
3402:  Co to jest?
3403:  Co to jest?
3403:  Co to jest?
3403:  Co to jest?
3403:  Co to jest?
3404:  Co to jest?
3404:  Co to jest?
3405:  Co to jest?
3405:  Co to jest?
3405:  Co to jest?
3409:  Co to jest?
3409:  Co to jest?
3409:  Co to jest?
3409:  Co to jest?
3410:  Co to jest?
3410:  Co to jest?
3410:  Co to jest?
3411:  Co to jest?
3411:  Co to jest?
3411:  Co to jest?
3411:  Co to jest?
3412:  Co to jest?
3412:  Co to jest?
3413:  Co to jest?
3413:  Co to jest?
3413:  Co to jest?
3413:  Co to jest?
3414:  Co to jest?
3414:  Co to jest?
3417:  Co to jest?
3417:  Co to jest?
3418:  Co to jest?
3418:  Co to jest?
3418:  Co to jest?
3420:  Mutatis mutandis to jest z uwzględnieniem wszystkiego, co zostało powiedziane.
3423:  No autentycznie.
3426:  Przysięgam wam.
3433:  Tak.
3435:  Uwzględniając... Proszę bardzo, proszę bardzo.
3438:  Uwzględniając istotnie... istniejące różnice.
3441:  Zmieniając to, co powinno zostać zmienione w... dosłownie.
3445:  Czyli niedomagajamniks zmienił to, co powinno zostać zmienione, czyli zmienił niedomagajamniksa.
3450:  A nowy klient?
3451:  Co za zaskoczenie!
3473:  Dla Ciebie?
3474:  Ratoralnie?
3474:  Niektórzy nazywają mnie Wielkim Kolektorem.
3478:  Inni nazywają się Merchantem Mistrzostw.
3483:  Ale ty, mój przyjacielu, możesz nazywać mnie Skittle.
3486:  Wstępuj i wyobrażaj sobie spektakularne wydarzenia na ofercie!
3488:  J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-J-
3510:  Eliksir uniwersalnej odporności.
3512:  Aha, aha.
3515:  Klucz do sejfu numer dwa.
3517:  Domu rozliczeniowego!
3521:  Za dwie sztuki złota, moi drodzy.
3523:  Popatrzcie, jedyny uczciwy sprzedawca w tym świecie.
3526:  Jedyny.
3527:  Jedyny uczciwy sprzedawca.
3530:  Dwie sztuki złota wziął.
3531:  Brilliant.
3536:  Anything more?
3538:  Mapa w DnD, ooo, ma dzikowy, ooo Powodzenia, Krzysztof utknie w więzieniu, o, tak mi przykro, że jestem magiem Magowie Reszta postaci Zawsze Odkryto właśnie pod imperium, hmm Pod imperium to my dopiero odkryjemy, moi drodzy Jak zejdziemy Do wykopanej latryny
3569:  Niestety, nużanie się w gównie jest nam przeznaczone.
3580:  Boże, jakie tu są opary.
3582:  Toksyczne wyziewy.
3588:  Moi drodzy, ktoś tutaj się musiał strasznie zesrać.
3592:  Uważam, uważam, że tutaj więziono polskich youtuberów.
3597:  Tak to się kończy potem.
3599:  Niestety.
3602:  Teraz tak.
3603:  Tutaj gdzieś można byłoby zatkać te straszliwe wyziewy.
3609:  Najgorsze jest to, że ja nawet nie wiem, po co ja tutaj zszedłem.
3612:  Tu są jakieś drzwi.
3613:  Podwójne drzwi.
3615:  Podwójne drzwi.
3616:  Świetnie.
3617:  Dobrze, trudno.
3618:  Będziemy ginąć w toksycznych wyziewach.
3623:  Czy nikt za nami nie chce iść?
3625:  Nikt.
3630:  W ten sposób wróciliśmy do Dark Soulsów, nie inaczej.
3634:  Ojej, jaki on ma daleki skok.
3637:  Patrzcie, jaki Astarion jest zwinny, jaki jest męski, seksowny.
3645:  Jakim cudem posępne serce zrobiła to, co zrobiła?
3650:  Jeszcze nasz biedny żywiołak.
3653:  Ej, nie działa żywiołowe wypaczenie.
3658:  Ej, działa żywiołowe wypaczenie.
3662:  Czy, czy, czy?
3663:  Dobrze.
3664:  Możecie przestać ginąć?
3665:  Dziękuję.
3666:  Proszę bardzo.
3671:  Wszystkie drzwi, moi drodzy, stają przed nami otworem.
3674:  Kiedy powrócą w Steamie z Warhammera?
3676:  W przyszłą niedzielę, na pewno.
3677:  Będziemy robili na zmianę, prawdopodobnie.
3681:  Baldurek Warhammer.
3684:  Snówkin prosił jamniki zdrowotne, rozwalił sobie palcobieraczku.
3687:  O Boże, to brzmi strasznie.
3690:  Zadbaj o siebie, Snówkin, to jest straszne to, co piszesz.
3704:  Co tu się dzieje?
3707:  Realizujemy quest, którego nie wiedziałem, że zrealizujemy.
3711:  A to wszystko przez to, że zeszliśmy, moi drodzy, do podziemi.
3716:  Max Waterdeep.
3717:  Co tu się w ogóle dzieje?
3719:  No dobrze, to wpierw ogarniemy kryjówkę cesarza, a potem będzie morderca, moi drodzy.
3724:  Tak, tak, to się... Tak, to się... Moi mili plecie.
3731:  Trzeba wstać.
3745:  Niestety uprzedzam, że w pozycji stojącej jamnik jest niewidoczny, neonowy.
3752:  Miecz cesarza.
3759:  Łańcuchy.
3761:  Możecie mi powiedzieć co tu się dzieje i dlaczego wszyscy są w amoku.
3766:  Bierz ten miecz cesarza.
3778:  Przepis na zupę z paproci?
3782:  Co?
3791:  Okej.
3798:  To jego ulubiona zupa.
3803:  Cool.
3807:  Zupa z paprocie, weganizm level hard.
3809:  Nie inaczej, Nadio.
3810:  Zupa z mchuj paproci, o. Drewniane biurko, widelec do masła.
3817:  Przepraszam?
3818:  Jaki widelec do masła?
3824:  Kto używa widelec do masła?
3826:  Po co jest widelec do masła?
3829:  Co?
3832:  Nic nie rozumiem.
3838:  Łupieżcy umysłu muszą pożerać mózgi humanoidów, by przeżyć.
3842:  Mówi się, że spożycie tkanki mózgowej wprawia ich w stan euforii i przyczynia się do wytwarzania cienkiej warstwy śluzu pokrywającego skórę tych istot.
3850:  No właśnie, widelet to masła.
3853:  Niektórzy badacze posuwają się nawet do stwierdzenia, że zlepkość tego śluzu można wywnioskować jak dawno temu osobnik żerował, a także jak zdrowa była ofiara.
3862:  Niewiele wiadomo o zawartości mózgów łupieżców umysłu.
3864:  Niektórzy postulują, że czaszki mają wypełnione jajami, przeistaczającymi się później w kijanki, którymi ujarzmiają swoje ofiary.
3871:  Inni wysuwają tezy, jakoby ich mózg był kłębem neuronów.
3874:  To znaczy jeden neuron odpowiada za sploty,
3880:  tego dziwactwa, które ich pokrywa, wężowe sploty, drugie za ich długość, a trzeci neuron za ich kolor.
3889:  Ponieważ głupieżcy umysłu rozmnażają się przez składanie kijanek w humanoidach, nie potrzebują genitaliów.
3896:  Złe wiadomości są złe, aczkolwiek nie udało się potwierdzić ich braku w żadnych zachowanych zapiskach.
3901:  Trzeba zrobić badania, moi drodzy.
3904:  Badania nad genitaliami łupieżców umysłu.
3907:  To jest coś, co bym chętnie zrobił.
3910:  Garderoba cesarza.
3918:  W Wiedźminie był śmieciowym item, to się nazywał Nóż do Masła Balandura, może to nawiązanie zwrotne, może.
3925:  Widerec do masła może służyć do rozgniatania masła, pisze Szymon.
3930:  Jak pójdziesz teraz w spanko, będziesz mieć super opcje dialogowe z cesarzem?
3934:  Aha, czyli to był taki krótki quest, no dobrze.
3939:  Co jest curious, co jest curious?
3940:  Unikatowa muszla.
3943:  Moi drodzy.
3952:  Widelc do masła ma sens, bo widelcem ciężko posmarować krołkę chleba, więc wpływa pozytywnie na wagę.
3957:  Tak.
3961:  Tu jest, moi drodzy, przycisk.
3962:  Widzę przycisk, włączam przycisk.
3965:  Widzę pochodnie, rozpal pochodnie.
3970:  F5.
3970:  Percepcja porażka.
3974:  Co tutaj jest?
3981:  Co, co, co?
3982:  Co jest ciekawe?
3983:  Gdzie?
3985:  Nie lubię tego dźwięku, bo nigdy nie wiem, gdzie się coś zapala.
3997:  Uuu, to są Gitianki.
3999:  Wszystkie trzeba wybić.
4006:  Bardzo ważne.
4007:  Każda Gitianki musi zginąć.
4014:  Czterech typa wychodzi ze ściany w jakimś budynku i laska mówi, że to niespodzianka, okej.
4024:  Zabite przy portalach, ja zabijam wszystkich Gitianki.
4042:  Też tak macie, że jak się spodziewacie czegoś słodkiego, a to nie jest słodkie, macie wrażenie, że jest zepsute?
4050:  To jest precyzyjnie wrażenie, które mam przy moim dzisiejszym koktajlu.
4055:  To znaczy, ten koktajl nie smakuje jak pyszny mój koktajl, do którego jestem przyzwyczajony, tylko smakuje dokładnie jak... jak koktajl.
4066:  Czyli ogon koguta.
4069:  To jest okropne wrażenie, prawda?
4071:  To jest okropne wrażenie.
4073:  I to tylko w tę stronę działa, bo jak coś ma być słone, a jest słodkie, to jest dobrze, ale w drugą stronę jest źle.
4080:  Ten illyphid jest moim sprzymierzeńcem.
4085:  To jest koktajl z msku i paproci, tak.
4091:  Może illytelca do koktajlu.
4097:  Możesz oczywiście spróbować zginąć, tak!
4105:  Ej, ale wiecie, z jednym problemem, to znaczy ja nie mam wszystkich zaklęć, ale wiecie co?
4108:  Nie potrzebujemy mieć wszystkich zaklęć, żeby zabić śmieszne Gityanki.
4119:  Ojojoj, trafienie krytyczne jest krytyczne.
4125:  Dobrze, żywiołowe wypaczenie.
4134:  Good.
4134:  Kąt kamery się zmienił, ostatnio nie zasłaniałeś jamnika.
4137:  Zmienił się kąt kamery.
4140:  Spopielający cios.
4141:  O tak!
4144:  Proszę bardzo, poznajcie gniew Saurona.
4151:  Skąd antypatia do Githianek?
4153:  Przez Lezil, którą poznaliśmy i znienawidziłem ją od pierwszego wejrzenia.
4161:  Jak to za mało akcji dodatkowej, bzdury i chamstwo.
4166:  Wiecie co, powędrujemy tutaj.
4177:  Muszę powiedzieć, że jeżeli chodzi o chybianie w tej grze, to i tak jest lepiej niż z artefak... Ooo!
4182:  Z artefakami wygnęłem się nim tak niedobrze.
4185:  Czy w drugim playthrough powinienem zachować Lezilta?
4187:  Będę drugi raz grał, to na pewno.
4196:  animowanie zmarłego nie strażnik wiary nie duchowi strażnicy tak gliw strażniczy nie z drugiej strony potrzeba byłoby jakiegoś leczanka moi drodzy więc przywołamy sobie duchową broń
4219:  Dobrze.
4221:  I jednocześnie walniemy sobie ochronę życia.
4226:  Przestań.
4227:  Ochrona życia miała być.
4231:  Dobrze, teraz się uda.
4233:  Good!
4239:  Teraz tak, rozdarcie psychiczne to jest sztuczka.
4250:  Chybienie krytyczne.
4252:  Jak współczuję.
4253:  Sok paręcz jest pyszny.
