🔴 Akt drugi i jamnik długi | BALDUR'S GATE 3 Livestream #7
🔗 https://www.youtube.com/watch?v=L0SlofPtLhc

73:  Dzień dobry.
2288:  W związku z powyższym ja zawsze oszczędzam wszystkie eliksiry i potem mam ich milion sześćset dziewięćset tysięcy.
2300:  Blessy i Samony przed walką.
2302:  A. No ale co, jeżeli walka się zaczyna od dialogu?
2313:  To jest Magus.
2315:  Ej, ładna muzyka jest.
2317:  Atak okazyjny.
2323:  Dobrze.
2325:  Jakie trafienie krytyczne.
2332:  Dobrze.
2334:  Błogosławieństwo.
2335:  Pobłogosław do trzech istot.
2337:  Raz.
2339:  Dwa.
2340:  Trzy.
2343:  Doskonale.
2349:  Tak!
2353:  O, sprytne.
2353:  Chytre, chytre.
2359:  Podobno ta pełna lokalizacja ma być poprawiona, moi drodzy, w najbliższym patchu.
2363:  Więc liczę, że jak się dostaniemy do trzeciego aktu, to już będzie zrobione.
2366:  To nic by nie zmieniło, to nie zmieni nic.
2373:  Hmm.
2374:  Mamy tu przywołanie żywiołaka jakieś, ale mamy też kulę ognia, moi drodzy.
2378:  Kula ognia ma jedną zaletę.
2380:  Widzicie, jaka?
2382:  Mianowicie jest kulą ognia!
2384:  Gdzie są nasi wrogowie?
2385:  Dobrze, tutaj.
2386:  Tu jest wróg.
2388:  To nie jest wróg, to jest Astarion.
2390:  Ale zobaczcie, co tutaj jest.
2391:  Jak dużo ptysiów.
2392:  Ajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajaj
2418:  Czwartego poziomu.
2424:  No ewidentnie, moi drodzy, nie dają nam być potężnym.
2429:  Smutne.
2430:  No nic.
2437:  Doskonale.
2440:  Carla.
2440:  Carla walisz tu.
2443:  Wściekłym ciosem.
2445:  tam ripostę.
2447:  Doskonale.
2449:  I jeszcze raz popraw.
2450:  Rąbnięcie.
2451:  Nie, normalnie.
2453:  Dobrze!
2455:  Świetnie!
2456:  Brawo, Karla!
2458:  Dobrą jesteś, Karlą!
2460:  To jest Karla Mustafa.
2462:  No, wreszcie mam potężnego fireballa, moi drodzy.
2467:  Aaa!
2467:  Wiedziałem, wiedziałem.
2469:  Atakuj ją.
2470:  Bardzo dobrze.
2470:  To jest tank.
2471:  Ma tankować.
2473:  Nazwa całego cyklu Baldur's Gate.
2474:  Wykonanie ją Krzysztofa powinna nosić miano... Jakie chybienie.
2478:  To prawda!
2479:  To prawda!
2481:  Nieironicznie prawda.
2483:  Skok.
2486:  Hop!
2488:  Kic.
2489:  Dobrze.
2490:  I teraz tak.
2493:  Inkwizytor.
2495:  Nie, Zelota.
2496:  Konsekwentnie.
2497:  Zostaw.
2501:  Odparcie urok kijanki.
2503:  Niestety.
2505:  Zasmucające.
2508:  Trafienie krytyczne!
2512:  Karla Mustafa!
2516:  Uleczy swojego przeciwnika?
2517:  Nie.
2517:  Odmawiam.
2518:  Musimy uleczyć natomiast, moi drodzy, kogo innego.
2522:  Wszystkich.
2524:  Czy rzeczywiście obejmie ten wszystkich?
2526:  Chyba tak.
2529:  ale chyba bardziej będzie potrzebne kojące słowo po prostu.
2532:  Biednemu niedomagowi Amixowi, albo wiecie, nawet gorzej, leczenie ran.
2539:  Dobrze, niedomag Amix musi być silny i męski.
2544:  Duchowa broń włócznia, duchowa broń młot dwuręczny.
2546:  Młot dwuręczny jest niezręczny.
2550:  Co sądzisz o zadaniach rekrutacyjnych do firm?
2552:  Pyta HSBCKW.
2553:  Często taki kandydat, znając kilka firm, będzie musiał wykonać równowartość na kilkunastu tygodni nieodpłatnie.
2559:  Uważam, że zadania rekrutacyjne głupie nie są, ale mają być zadaniami rekrutacyjnymi, a nie elementami projektu realizowanego w firmie, okej?
2566:  Więc po prostu trzeba oddelegować ludzi z HR-u do tego, żeby sensownie to zrobili, albo ludzi zajmujących się szkoleniami w firmie, a nie, że ohoho, to zrobi nam gratis jakiś projekt.
2575:  Skandal.
2578:  To jest dokładnie tak samo jak egzaminy, którym jestem zwolennikiem na studia muszą też być robione dobrze.
2585:  Czyli nie tak jak obecnie.
2590:  Oni są bardzo mocni w gębie, ale tak naprawdę to są słabe ptysie wszystko.
2595:  Dlaczego, dlaczego bez przerwy wszyscy atakują naszą biedną healerkę?
2599:  Tak nie może być.
2601:  Ten zeleota musi zostać zmieciony z powierzchni ziemi.
2606:  Do czego się to nadaje najlepiej?
2608:  Magiczny pocisk z trzeciego poziomu.
2615:  Doskonale.
2619:  Dobrze.
2620:  I miksturka.
2622:  Aaa, niedomagiamiks jest wyleczony.
2625:  Doskonale, siepacz będący kusznikiem oberwie teraz szaleńczym atakiem.
2631:  I wślukłym ciosem.
2634:  Siepacz zwany kusznikiem zginął.
2636:  Doskonale.
2637:  To jeszcze możemy atak dystansowy przyłożyć do Inkwizytora, tak myślę.
2644:  Jeden deweloper się chwalił, że robił zadania rekrutacyjne.
2645:  Piszczy Knomeus, jak się zorientował, że to część projektu, to dodał koparkę bitcoinów.
2649:  Oferty nie przyjął.
2653:  Dzień dobry, Ran ZMC.
2654:  Magisterka idzie coraz lepiej.
2655:  Wypadłem na chwilę odpocząć.
2656:  Bardzo dobra decyzja.
2659:  Odpoczynek jest ważny.
2661:  To wyssiemy z niego w takim razie, co jesteśmy w stanie.
2664:  Poprawimy sztyletem.
2667:  I następny.
2667:  Zelota nie żyje.
2669:  Doskonale.
2670:  To teraz do Inkwizytora.
2674:  Chyba musimy się uleczyć.
2677:  Pomoc.
2678:  Leczenie ran.
2679:  Czwartego poziomu.
2683:  Niesamowite, ile musimy... ile musimy zrobić, żeby przetrwać.
2692:  On się teleportuje przez cały czas.
2695:  To nie jest tak, że on ma też umiejętność kijanki?
2697:  Czy to są te umiejętności, o których wy mówiliście, że są dla tych wszystkich inkwizytorów i postaci właściwe?
2707:  Zobaczymy.
2708:  Może coś nam powiedzą pod koniec.
2711:  Zobaczymy się z książki, z publikacji?
2712:  Z książki.
2713:  Z książki.
2716:  Cykl publikacji to jest coś, z czego chcę zrobić habilitację.
2722:  I tak jest moim zdaniem lepiej.
2725:  Dla tych z Was, którzy nie wiedzą o co chodzi, dyplomy w Polsce można na dwa sposoby bronić.
2729:  Znaczy, że będziecie mieć cykl artykułów, ale to jest od doktoratu w górę i cykl artykułów oznacza, że macie jeden tekst, drugi, trzeci, czwarty, ale oprócz tego piszecie potem takie wprowadzenie, które wyjaśnia dlaczego te artykuły zostały wybrane i to ocenia dwóch recenzentów.
2744:  W przypadku habilitacji jest dokładnie tak samo, tylko że recenzentów jest więcej.
2750:  Zresztą wiem, że nie lubisz ściany ognia, ale przy większej liczbie wrogów to jest cudowna pożoga.
2754:  Zgadzam się, ale wrogowie muszą wtedy być w jednym miejscu i to jest problem.
2762:  Saga werpi się, że ma do nadrobienia dwa ostatnie scene.
2764:  Mam nadzieję, że ma wrażenie, że trzeba się Krzysztofie odnajdywać w mechanice.
2768:  Tak, tak, powoli zacząłem, co tylko pokazuje, że brakuje w tej grze takiego momentu rozbiegowego, żeby można było się ze wszystkim oswoić.
2780:  I samouczka.
2786:  Proszę bardzo.
2787:  Proszę bardzo.
2788:  Wszyscy martwi.
2790:  Wszyscy martwi, z wyjątkiem Zeloty.
2792:  Doskonale.
2794:  To oznacza, że możemy walnąć magicznym pociskiem i... Pa paaaa!
2804:  Inquisitor Orgasm był potężny.
2815:  You are permitted to look upon me.
2817:  You are invited to me.
2821:  Ta, jasne.
2824:  Pomachaj uprzejmie ręką!
2829:  Zapisz grę.
2835:  Niedomag jamniks is clueless.
2855:  Nie!
2856:  On to zrobił!
2858:  Ejo!
2868:  Ojojoj, piękne.
2872:  Waszą?
2873:  To ja go znalazłem, to mój artefakt!
2875:  My precious!
2878:  I po prostu zaznaczyłeś się na więzieniu Astrumu.
2902:  Proszę się odwrócić.
2903:  To jest początek.
2904:  Przetestujemy cię, żeby uzyskać, czy masz wynagrodzenie, czy zniszczenie.
2911:  Astralne więzienie.
2916:  Jest zniszczone.
2921:  Jest ktoś tam w środku.
2922:  Jego myśl jest zniszczona, zniszczona, zniszczona.
2929:  Oni są agentami wielkiego designu, wysyłanymi do sabotażu Astralnej Przestrzeni.
2933:  Naszą ostatnią defencją przeciwko wróceniu do niebezpiecznego Imperium.
2936:  Jak długo oni żyją, Przestrzeń jest skompromisowana.
2945:  Znajdź tego, kto jest wewnątrz i zabij go.
2950:  Bądź świadom.
2951:  Nie są sami i pojawią się w twojej wierze.
2954:  Nie powinny się w to wierzyć.
2957:  Musisz to zaakceptować.
2960:  Nie chcesz?
2961:  Znajdź moją siłę.
2965:  Taka ciekawostka, pisze Baal.
2967:  Królowa jest tak bardzo walnięta na punkcie boskości i utraty swej władzy, że pożera każdego Gitianki, który ma wystarczająco według niej moc.
2974:  A Ludowik mawia, że to wyniesienie.
2975:  Och, skąd my to znamy?
2978:  Papa Song się przypomina z Atlasu Chmur Davida Michela.
2985:  Zatem senny gość znajduje się we wnętrzu artefaktu.
2988:  Nie mogę zabić tej istoty, ona chroni mnie przed absolutem.
2990:  Uczy mnie, jak karzesz.
2992:  Nie możesz sama zabić tego, kto jest w środku.
2993:  Podobno bokowie, dyskretny cudzysłów, są wszechpotężni.
2998:  Nie ma mowy!
2999:  Nie pracuję dla opłonkanych tyranów!
3002:  Wiecie, co mnie kusi?
3008:  Nie domagiam, nikt jest wszechpotężny.
3026:  Bezczytelna wywłoka!
3040:  Koniec streamu.
3042:  Skończyliśmy Baldur's Gate 3.
3049:  O nie.
3050:  Ale przynajmniej pierwsze możliwe zakończenie, moi drodzy.
3056:  Nie no, jak ja bym ich wszechpotężnie wpierdolił, tak?
3060:  Macie rację, moi drodzy.
3064:  Co się stało?
3068:  Jeszcze raz!
3082:  Co się dzieje?
3083:  Co się dzieje?
3085:  Co się dzieje z tym światłem?
3097:  Coś bardzo niedobrego się dzieje z tym dialogiem
3102:  Dobrze, teraz, teraz robimy taktyczny zapis.
3105:  Nie wiem, dlaczego światło zachowuje się jak w Hogwarts Legacy.
3107:  Tutaj nie ma RTXa!
3115:  Jojo, jak się... Biedny, nie do magii Amnix!
3118:  Niech ci tak będzie!
3120:  Wejdę tam i zabiję tę osobę.
3124:  O!
3127:  Działa!
3130:  Ale numer.
3140:  No i popatrzcie.
3141:  Mamy dodatkowe zadanie dzięki temu, a to oznacza więcej doświadczeń.
3146:  Sferoskop.
3147:  Ale czekajcie, czekajcie.
3148:  Zanim to, to lutowanie.
3151:  Czy Niedomagi... Dlaczego Niedomagi ma znów oko?
3154:  Dostał oko od barda Łukaszu.
3157:  Miecz dwuręczny Gitianki.
3158:  Bieremy, bieremy.
3161:  Pomarańcza.
3162:  Przekaż do obozu.
3163:  Cieszę się, że mieli tutaj pomarańczę, moi drodzy.
3167:  Co się dzieje biednemu Niedomagowi Amniksowi?
3169:  Wykrycie myśli.
3171:  Dostrzega niewidzialne.
3172:  Kusza Gitianki.
3174:  Doskonale.
3175:  Agat.
3178:  Oczywiście rodzaj żeński od Agata, to jest Agata.
3184:  Rękawice wojowniczego nieba.
3185:  Grzmiąca przemiana.
3186:  To jest coś, co mam codziennie w toalecie.
3189:  Gdy postać nosząca te rękawice zada obrażenia od dźwięku, obrażenia od elektryczności lub obrażenia od światłości, nakłada jednocześnie na cele dwie tury pogłosu.
3198:  Aha.
3201:  Gra w stylu Nowego Baldura jednak tańsza i na starszego kompa.
3203:  Divinity Original Sin 1, na przykład.
3206:  Albo 2.
3206:  Chyba 2 też pójdzie ci, bez problemu.
3210:  No dobrze, powiedzmy, że to było cenne.
3213:  Inkwizytor.
3213:  Mikstura anielskiego snu.
3215:  Wypij, aby zapaść w głęboki, regenerujący sen.
3217:  Budzisz się po dwóch turach, zyskując korzyści z DŁUGIEGO ODPACZYNKU!
3222:  Nie, to Magiamniks ma to!
3226:  Ej, to jest super!
3228:  Ewentualnie Baldur's Gate 2, tak.
3230:  Ewentualnie Baldur's Gate 2, moi drodzy.
3233:  Szpony neonogi, chleb na zakwasie.
3236:  Popatrzcie, co sobie ten Inkwizytor miał.
3238:  Taki niby wojownik, a chlebek na zakwasie, proszę bardzo.
3244:  Tak?
3245:  Diadem psjonicznej zemsty.
3247:  Gdy wykonujesz udany cud obronny, wróg otrzymuje obrażenia.
3251:  W sumie ten diadem byłby dobry dla Carla, która już jest przeciążona, o nie.
3259:  Cienkusz, deresz.
3260:  Gdzie jest Karla?
3262:  Ta nigdy się nie przyzwyczaję.
3263:  Karla.
3265:  Proszę bardzo, nicz nie będziesz przeciążona.
3267:  Wszystkie rzeczy do skrzyni, która zmienia rzeczy w nieciężkie.
3274:  Dobra.
3275:  Pierścień infuzji żywiołów.
3278:  Twoja broń jest nastosowana danym żywiołem.
3280:  Nieprzydatne dla nas, niestety.
3282:  Co ona ma?
3283:  Chełm przyspieszenia.
3284:  Zyskuje impet na trzy tury.
3286:  To jest chyba dobre.
3287:  To jest chyba dobre, moi drodzy.
3292:  Ale ten rzut obronny mi się podoba.
3294:  Może... Spowidzie cieniem.
3299:  No niestety dla nikogo innego.
3303:  Dobrze, jeszcze jest jeden z Elota, moi drodzy.
3307:  Wroch Nautiloidu, obozowisko goblinów, wież zachodzącego księżyca.
3311:  Dobrze.
3313:  Miecz krótki tych fianki, zapasy obozowe.
3317:  Szynka w miodzie!
3319:  To nie brzmi dobrze!
3321:  Szynka w miodzie nie brzmi dobrze.
3328:  Absolutnie nie brzmi dobrze.
3330:  Steam nie miałem się zacząć o 18.
3332:  Zapowiedź jest zawsze, moi drodzy, wiążąca.
3336:  Chyba, że ja się pomyliłem i napisałem na Discordzie, że o 18.
3338:  Czy ja się pomyliłem i napisałem na Discordzie, że o 18?
3343:  Szynka w miodzie jest zajebista, mówicie?
3349:  Nie napisałem w ogóle godziny na Discordzie.
3351:  To był błąd, trzeba było... Co tutaj jest?
3353:  Co tutaj...
3357:  Statuta zaczyna się rotować, ponieważ jej mechanizm jest zamknięty.
3388:  Statuta zaczyna się wyrównać, ale jej rostowy mechanizm jest zamknięty.
3396:  Poważne rzeczy, mikstura niewidzialności, dobrze.
3399:  Mikstura szybkości, mikstura czytania myśli, niech będzie.
3404:  Walnij ten posąg, to zrobimy, zwój zbroi maga.
3409:  Ozdobna beczka, wybuchające beczki, zrozumieć gry wideo.
3414:  Świetnie, jeszcze jedna mikstura leczenia, doskonale.
3417:  Tabliczka.
3420:  Lathander poświęca wzroku błyszczącego słońca.
3425:  Czy to wszystko?
3426:  Wygląda trochę zaskakująco dla świętego reliku.
3438:  On brzmi jak Sean Bean.
3440:  Yama to Yama to Yama.
3441:  Dziękuję Ci serdecznie za atrybut, który to dokładnie etap gry.
3445:  To jest drugi akt chyba.
3447:  Nie, to jest tuż przed drugim aktem, bo jeszcze nie trafiliśmy do miejsca, gdzie jest drugi akt, czyli Szkoła Gityanki.
3453:  Przy okazji zdobyliśmy, moi drodzy, rzecz.
3456:  Znajdźmy Krew Lafandera.
3458:  Otóż to chyba, nie wiem, może, znajdź cel dla Herbu Mistrza Świtu.
3463:  Nie mam zielonego pojęcia, co dalej należy zrobić z tym, moi drodzy.
3469:  No dobrze.
3470:  Czyli trzeba walnąć tą.
3472:  Atak.
3490:  O nie, zagadka nielogiczna.
3497:  Rising sun.
3501:  Zachód, północ, południe, zachód, wschód, dobrze.
3517:  Dlatego zagadki nielogiczne są nielogiczne.
3523:  Wschód jest, tak?
3529:  Ja wiem, co trzeba zrobić niestety tutaj.
3531:  Mianowicie trzeba... O Boże.
3534:  Interfejs.
3537:  Gdzie jest minimapa?
3540:  Minimapa w kierunku północnym?
3543:  No jest.
3545:  Tak.
3546:  To jest okej w takim razie.
3559:  No Setting Sun to jest zachód!
3566:  Trzeba odznaczyć to?
3570:  To by wiele wyjaśniało w takim razie.
3578:  Aaa, no tak, tak, tak, tak.
3582:  Ja już rozumiem, jaki to jest kretynizm!
3586:  No dobrze, to tu jest południe.
3589:  Tu jest południe.
3592:  Czyli jest w dobrą stronę w tej chwili.
3594:  Jest na wschód.
3596:  A ten?
3598:  Nie, tu jest na wschód.
3602:  Dobrze, czyli w tę stronę.
3604:  A ten musi być na zachód.
3606:  Czyli jeszcze dwa razy.
3613:  Aaa, no dobrze, dobrze, dobrze.
3616:  Działa.
3619:  Działa!
3622:  Dobrze.
3623:  Nie, była zblokowana Łukaszu mapa, bo ja nie chciałem, żeby mi się kompas tak obracał, bo ja wtedy dostaję szmergla i się ucieszyłem, że można zablokować mapę, ale oczywiście zapomniałem o tym, że to zrobiłem zanim się w ogóle streamy rozpoczęły.
3638:  Nie do magii Amnix.
3639:  Ty, ty masz, ty masz władać.
3644:  Dobrze.
3648:  Proszę bardzo, teraz jest pięknie.
3654:  Dobrze.
3657:  Hmm.
3667:  Czyli to są drzwi, przez które przybyliśmy?
3669:  Czy to są drzwi, przez które przybyliśmy?
3670:  Chyba nie.
3672:  Tędy się nie da przejść.
3682:  Była zagadka na górze klasztoru rozwiązywana, była.
3689:  Nie dostaliśmy niestety żadnej, moi drodzy, wskazówki.
3691:  Aha.
3698:  O Jezus, więcej opcji.
3704:  Poza zasięgiem.
3705:  Jak to poza zasięgiem?
3710:  Walnij w kryształ.
3715:  Źródło energii.
3717:  Nie wpadłbym na to.
3724:  Nie wpadłbym na to.
3727:  Następny kryształ.
3731:  Natychmiast przestań uszkadzać moją drużynę.
3744:  Otóż... A to jest pułapka po prostu.
3748:  Stop, stop.
3750:  Wyjdź.
3750:  Anuluj.
3752:  Astarion.
3757:  Astarion, dziękuję.
3781:  Co teraz?
3783:  Jak ja, jak ja go mam...
3793:  Ja nawet nie miałem go jak wskrześć.
3801:  O nie!
3808:  Dramat.
3810:  Tu jest niebezpiecznie, nie ostrzegaliście mnie!
3816:  No nie żartuj nawet.
3820:  Dziękuję.
3821:  Astarion.
3822:  Uważaj.
3824:  Uważaj, Astarion.
3827:  Dziękuję.
3831:  Krytyczny sukces.
3834:  Doskonale.
3838:  Moi drodzy, udało się.
3840:  Ta przepaść jest straszna.
3844:  Oj, oj, oj.
3847:  Żebyś nie cierpiał za bardzo na tych zagadkach, to w tym miejscu można od lewej strony obejść.
3851:  Ścieżka jest prawie niewidoczna.
3853:  Czy to jest ta ścieżka?
3856:  Czy to jest ta ścieżka?
3861:  Moi drodzy, to jest ta ścieżka.
3863:  Czy książka cyberpunkowa jest przeczytana?
3865:  O tak, Elgo Pustynia, przeczytałem przed rozmową z Rafałem.
3868:  Trzy godzinki i moja.
3871:  No, trochę dłużej.
3874:  Tego dnia, w którym rozmawiałem z Rafałem było... 3 godzinki przed live'em.
3879:  Dobrze.
3880:  Raz, dwa... Doskonale.
3883:  Wszystko zniszczone.
3885:  Teraz tak, Astarion, idziesz i rozbrajasz pułapkę.
3888:  Wiecie dlaczego?
3889:  Ponieważ Astarion jest rozbrajająco piękny.
3902:  Sukces.
3905:  Nie jest to krytyczny sukces, wprawdzie, ale jest to sukces.
3907:  Dziękuję, Szelmutko, za kolejny trybut.
3910:  Dopiero udało się wbić.
3911:  Czy Niedomag już spełnił się seksualnie, czy nadal jest zdesperowany?
3914:  Nikt nie chce hendożyć Niedomaga i Amnixa.
3919:  Nikt.
3920:  Jest to nieprawdopodobnie zasmucające.
3922:  Wiecie, co jest bardziej zasmucające?
3924:  To, że to jest kolejny, kolejna ściana i... problem.
3931:  2 plus 2 równa się problem.
3935:  Tutaj coś widzę.
3937:  Coś tu widzę.
3941:  Widzę buziu w tym tęczu.
3942:  Jest!
3945:  Niedomag?
3947:  To twoje zadanie.
3949:  Doskonale.
3951:  Masz pieprznąć w to.
3952:  Natychmiast pieprznij.
3960:  Ale chytrze.
3961:  Chytrze schowane.
3963:  Dziękuję jeszcze na młotka jeszcze raz za trybut.
3967:  Mój egzemplarz właśnie dzisiaj przyszedł, pisze Kapeccino.
3969:  Pytanie ode mnie, czy lepiej przedstawiać przed Cyberpunkiem 2077, czy nie ma to znaczenia?
3972:  Wiesz co, ja uważam, że przed.
3975:  Uważam, że Rafał Kosik... Mówimy, moi drodzy, o tej książce.
3981:  Był live z Kosikiem, autorem jej.
3983:  Bez przypadku.
3984:  Uważam, że ona jest lepszym wprowadzeniem do uniwersum Cyberpunka, niż...
3990:  niż cały wprowadzający rozdział w Watson w Cyberpunk 2077.
4001:  A zatem myślę, że to jest świetny gateway drug, jak mawiał anglosasi do tego uniwersum.
4006:  Gateway drug, czyli... coś, co nas zachęca do zanurzenia się do danego świata.
4012:  Bardzo omownie to trzeba powiedzieć po polsku.
4015:  Ja zapisuję frenetycznie Killer Clean co chwilę.
4021:  No jest krew Lafandera, moi drodzy.
4023:  Nie chcę być inaczej.
4028:  A stanetko uśmiechnie się, mrugnie zawadiacko i pułapka rozbrojona.
4031:  Absolutnie, Nadio, tak jest.
4039:  Co może być nie tak? !
4063:  Ktoś powiedział słusznie, że mechaniki czasem w DnDku za bardzo królują nad...
4069:  Wygląda na to, że wszystkie zasady, które powinny Cię zatrzymać, nie dotarły do tego miejsca.
4073:  Zabrać tę masę pewnie prowadzi do czegoś całkiem niebezpiecznego.
4099:  Weź buławę.
4099:  Co takiego może się stać?
4111:  Dobrze!
4115:  Czemu zaśmiałam się jak Voldemort?
4118:  Oj, oj, oj.
4119:  Oj, oj, oj.
4122:  Oj, oj, oj, oj, oj, oj, oj.
4135:  Moi drodzy, jest bardzo niedobrze.
4137:  Astarion pochwala chwytanie buławy, tak.
4141:  Czy nie macie wrażenia, że mamy ekstremalnie przerąbane?
4149:  O, o!
4152:  O!
4155:  Czy to jest wielkie wiertło?
4169:  Jak to pozostałe... Jak to pozostałe tury?
4175:  Rozbił urządzenie?
4176:  Które urządzenie?
4178:  Machina słoneczna Lafandera.
4180:  Zniszczyć.
4182:  Działo fotonowe?
4184:  Zniszczyć i zabić.
4188:  Jak to nie można znaleźć drogi?
4194:  Okej, mogę palenisko zniszczyć, ale nie mogę tego zniszczyć.
4202:  Dobra, krok przez mgłę, mądre, mądre.
4207:  Aaaa!
4209:  Krzysztof spanikował i zapomniał, że jest magiem.
4211:  Aaa, bo byliśmy mieli pole siłowe, to dlatego.
4218:  zostanie zniszczone bez problemu.
4219:  Przecież wystarczy jedno z tych dział zniszczyć, prawda?
4225:  Prawda?
4230:  Duchowa broń nam nic nie da.
4233:  Animowanie zmarłego nam nic nie da.
4237:  Pocisk wiodący.
4241:  No.
4245:  Jak to nie rozbrojone jeszcze?
4250:  Ten znak, który zdobyłeś wyłącza pułapki?
4255:  Jaki znak?
4259:  Jakbyś w przycisk dał ten symbol zdobyty z zagadki z witrażem, to byś bez problemu zabrał.
4266:  W przycisk symbol nic nie rozumiem.
4269:  Nie użyłeś pieczęci na piedestale?
4271:  Nie mogłem użyć pieczęci na piedestale.
4275:  Mogłem użyć pieczęć na piedestale?
4278:  Panel sterowania na dachu.
4283:  Aaa... Nie zauważyłem tego.
4290:  No nic.
4293:  Nic nie zrobimy, moi drodzy.
4296:  Musi się udać.
4299:  Jak się nie uda, to wczytamy, no wiadoma sprawa.
4304:  Aha, mamy trzy tury tylko, a jest tylko jedno zaklęcie, które to rozbija.
4309:  Świetnie.
4316:  Oho.
4323:  Dobra, walniemy.
4324:  Jak to cel zablokowany?
4327:  Cel zablokowany.
4329:  To jest zablokowane, czyli ten piorun nam nie pomoże za bardzo.
4335:  Hmm.
4338:  Raz, dwa.
4340:  Powiedzmy.
4342:  Dla bezpieczeństwa trzy.
4344:  Cztery.
4345:  Teraz znajduję się za daleko.
4347:  Oj, oj, oj, oj, oj.
4352:  Po co ja w ogóle ten dialog miałem z oglądaniem całości?
4356:  Skoro...
4358:  Postać w toku tego dialogu nie zobaczyła panelu sterowania.
4362:  Dziwne rozwiązanie.
4366:  Ja też nie zauważyłem.
4367:  Oczy mi się zaświeciły na wideo bławy.
4369:  No czy oczywiście!
4372:  Zawsze.
4375:  Okej, powinniśmy zdążyć.
4382:  Może być z tym różnie.
4384:  Pocisk wiodący.
4385:  Walnij w to.
4387:  Księżka zablokowana.
4387:  MY ASS!
4392:  Nie wierzę, jak cię walnie, to będzie piękny kurrot w kraterze.
4395:  Jak to, jak to za mało punktów ruchu?
4399:  Jak to za mało punktów ruchu?
4402:  Dobra, sprint.
4406:  Tragedia.
4408:  Będzie w następnej turze mogła działać.
4417:  Dobra, pocisk wiodący, trzeciego poziomu.
4422:  Coś to dało.
4425:  Biegniesz, biegniesz.
4428:  Tutaj.
4429:  Tutaj Karla, dobrze.
4431:  Za mało punktów ruchu, niedobrze.
4435:  Może nam się uda to zniszczyć przynajmniej.
4437:  Tak!
4439:  Wygrałem, wygrałem, wygrałem!
4446:  Wszystko zostanie zniszczone.
4449:  Portal energii.
4450:  Nie wiem, czy tutaj można wyjść.
4451:  Zobaczymy.
4452:  Pokazali nam znisz... Jak to cel znajduje się za daleko!
4454:  JAK TO CEL ZNAJDUJE SIĘ ZA DALEKO!
4457:  Może to jeszcze trzeba zniszczyć?
4458:  Nie?
4460:  Portal.
4465:  Portalów się nie da zniszczyć.
4469:  Prawda?
4469:  Nie do magii.
4470:  Omnics chciał tylko... tylko buławę potrzymać.
4472:  I nie pozwolili mu.
4474:  Skandal.
4477:  Ostatnia tura.
4478:  Wiedziałem.
4480:  Jak dla mnie to był Classic Indiana Jones moment, więc objechałem kursorem całą okolice przed zabraniem buławy.
4485:  I mądrze uczyniłeś.
4487:  Goonie.
4493:  Ale się przydaje nam ten magiczny pocisk.
4495:  Doskonała rzecz.
4499:  Chyba to jest bez przesady.
4512:  Oj, oj, oj, komuś moczu, znaczy mocy zabrakło.
4518:  Relacja z Astareno właśnie w ogóle nie idzie, to jest strasznie smutne.
4524:  Ja tam wolę rzut kostium, żeby mistrz gry decydował, co wie moja postać, a czego nie pisze, zabierze The Black.
4529:  Ale to też ma swój urok wtedy, jest więcej roleplayu, panel sterowania na dachu.
4534:  No tak, można było coś umieścić, ale wiecie, to też trzeba zgadywać, co umieścić tutaj.
4538:  Chyba, że się ma pamięć absolutną.
4540:  Aha, tędy nie mogę teraz przejść.
4541:  To bardzo zasmucające.
4543:  Ale krew mamy.
4545:  I git.
4548:  Wszystko w porządku, moi drodzy.
4550:  Spektakularne zwycięstwo.
4552:  Nikt nie jest zaskoczony.
4555:  I teraz mamy wszystkie questy zrobione.
4558:  Wszystkie.
4560:  Przeczytaliśmy księgę.
4562:  Nie uwolniliśmy malarza.
4564:  Wszystko inne.
4566:  To albo Baldur, albo Podmrok.
4572:  Można się teleportować.
4573:  Jest to mądre.
4579:  Co to jest ta krew?
4581:  Też niegłupia uwaga.
4584:  Najnowsze.
4585:  Krew Lafandera.
4586:  Błogosławieństwo Lafandera.
4587:  Gdy twoje punkty wytrzymałości spadną do zera... Huuu!
4591:  Raz na długi odpoczynek odzyskujesz 12 punktów życia?!
4596:  No nie, moi drodzy, to jest bławada posępnego serca.
4600:  I to tak... w pełni.
4605:  Noooo!
4609:  Jeszcze gość z więzienia do zabicia Jaki gość z więzienia, John Lee?
4615:  Ale mi się podoba ta buława I promień słońca jeszcze mamy No same piękności Promień słońca jest mocny Cudownie
4637:  Możemy śpić równo wszystko pięknie.
4640:  Ale ona ma tych czarów.
4643:  Doskonale.
4647:  Tak, trzeba na jakimś wypróbować ten muzyk.
4649:  Buława dziekańska.
4651:  To jest tak, tak.
4653:  To jest tak jak ta buława dziekana w Diablo.
4656:  Czemu tu jest wszystko czarno-białe?
4658:  O nie, jesteśmy w filmie Rodgera Eggersa, moi drodzy.
4662:  Roberta Eggersa?
4663:  Roberta Eggersa.
4666:  Co gryzie Roberta Eggersa?
4670:  Wszystko?
