🔴 Krzątanina we Wrotach Baldura | BALDUR'S GATE 3 Livestream #17
🔗 https://www.youtube.com/watch?v=MnFn1T1_EQE

75:  Dzień dobry.
3325:  Natomiast fakt, że inni twórcy starają się
3329:  żerować na najbardziej prymitywnych instynktach ludzi i wykorzystywać najbardziej prymitywne mechaniki, algorytmu po to, żeby, no na przykład, wiecie, zrobić film, który z dziwnym trafem, dziwnym trafem, jeżeli będzie poruszał kwestie na przykład złego aktorstwa w jakimś serialu, to wybierze wykrzywioną mordę kobiety.
3348:  No ciekawe akurat, dlaczego kobiety.
3350:  Zresztą to powiedział bardzo słusznie Filip, także na bez sematu.
3353:  I fakt, że milion miniaturek wygląda tak samo i że ludzie szczują na miniaturkach wizerunkami innych ludzi, do których bardzo często nie mają prawa autorskich, jest to straszne.
3363:  Robi się taka szczujnia z tego, której nawet nie było w telewizji, a wiecie dobrze, że ja uważam telewizję za najgorsze z mediów.
3372:  Więc myślę sobie, że jest to spory problem.
3375:  To jest problem nie tylko do rozwiązania, krótko mówiąc, przez ręczne sterowanie algorytmami YouTube'a czy przez sprowadzanie różnych narzędzi moderatorskich dla twórców.
3386:  No powiem wam, że ciężko się tutaj walczy w tym nawiedzonym domu.
3390:  Napolonez polaryzował ludzi, część ludzi mówi, że jest dobrze inni, że straszna szmira i żart.
3394:  Że szmira, to nie spotkałem się z taką opinią Froget, ale zarówno bardzo wyważona krytyka, która jest na bez schematu, bardzo wam polecam recenzję Filipa, jak i równie wyważona, dotycząca aspektu kinematograficznego, recenzja na kanale Na Gałęzi, no pokazują bardzo zbieżne problemy.
3416:  Czy ja mogę użyć kroku przez mgłę, czy już nie?
3419:  Ale mogę użyć lotu.
3421:  I wiecie, że to zrobię.
3422:  Czyli ten lot może być także do miejsca, którego niedomagiamniks nie widzi?
3426:  Nie, on może być tylko do miejsca, które widzi.
3429:  Dobrze, to zrobimy tak.
3432:  Spróbujemy jak najniżej zlecieć.
3436:  I wiecie co?
3437:  Tutaj też jest przeklęty żyrandol.
3442:  No i co?
3443:  Leć!
3445:  My ten żyrandol, moi drodzy, musimy wyeliminować.
3452:  Tośmy wyeliminowali.
3454:  Kolejsza telewizja staje się dzisiejszym YouTube'em.
3456:  I mnie to martwi bardzo, bo dla mnie YouTube właśnie zwiastował odejście od tych standardów telewizyjnych.
3463:  Ramówek ograniczających i tak dalej, i tak dalej.
3466:  Ale przede wszystkim właśnie tego śmieciowego celebryctwa.
3473:  No i proszę, no i proszę.
3475:  Te poltergeisty jeszcze uciekają, dlatego to jest takie irytujące.
3480:  Ale one sobie mogą uciekać, Boże drogi.
3484:  Bardzo źle jest z posępną.
3489:  Czemu?
3491:  Czemu wszyscy ją atakują?
3493:  Biedna.
3495:  Dlaczego Fonopolis nie nagrał osagi w Wiedźminie do końca?
3498:  Z tego co wiem, budżet chyba,
3503:  Moja radość
3528:  Najwyższe piętro po prawej.
3529:  Lady Janet ma pokój.
3530:  Weź, panie, z nią pogadaj.
3531:  Pchnij to do przodu.
3532:  Nie mogę.
3533:  Nie mogę, Danuto, bo nie mogę wejść do tego pokoju.
3536:  Tam potrzeba jakiegoś questowego itemu i nie jestem w stanie nic z tym fantem zrobić, ponieważ nie mam tego questowego itemu.
3543:  A tutaj też nie znajduję żadnej wskazówki co do tego, gdzie by go znaleźć.
3549:  Chyba, że w tym poltergeistie, ale raczej wątpię.
3554:  To nie ten pokój jest?
3556:  Dobrze, no to niedomag postara się to znaleźć.
3558:  Tak czy inaczej, chyba strategia stawania w drzwiach jest słuszna.
3565:  O tak.
3570:  Dramat.
3571:  Czyli tu są jeszcze dwa poltergeisty.
3577:  Pani, która daje quest, to może być na środku M5.
3579:  I nie znaleźliśmy.
3581:  Jezus Maria.
3582:  One zadają straszne obrażenia, te poltergeisty, moi drodzy.
3588:  Oglądam cię do ziemniaków i tofu na obiadek.
3590:  Smacznego, Shadow.
3594:  Oj, oj, oj.
3596:  No i co?
3597:  Strażnik nie do wiary nie działa.
3599:  Ty Boże, pięć poltergeistów jest.
3601:  Dajcie spokój.
3611:  Po tym, jak się stają ostatnio popularne streamy z Sejmu, to tym bardziej to się staje, prawda?
3615:  Pisze Bru.
3617:  No, tak.
3619:  Fakt, że streamy z Sejmu stają się popularne, no jest cokolwiek martwiący, powiedzmy sobie szczerze.
3624:  Chociaż z drugiej strony, może więcej ludzi się zainteresuje przez to polityką i będzie wiedziało, co się dzieje.
3630:  Czy ja wiem, czy to takie złe?
3634:  Złe jest natomiast to, że nie domagam nikt zginie.
3636:  Jestem tego prawie pewien.
3641:  Dobrze, tu nic nie zrobimy, chociaż możemy przelecieć.
3644:  Okej.
3646:  No, atakuj!
3647:  Dobrze!
3651:  Eee, leczenie ran.
3659:  To się zrobił cięższy quest, niż mieliśmy poprzednio.
3664:  Jak to się stało?
3666:  Przecież poprzednio walczyliśmy naprawdę ciężko.
3672:  Może... No co się dzieje?
3678:  Jak to nie można znaleźć drogi?
3683:  Aha.
3685:  No cóż.
3691:  No dobra.
3698:  Jesus26, dziękuję serdecznie za dołączenie do gmina wspierających!
3703:  Nie do magii, a nikt zginie.
3704:  Tam są dwa poltergeisty!
3706:  Jakim cudem!
3710:  One się naprawdę mogłyby ujawniać po zaatakowaniu.
3716:  Naprawdę.
3720:  Nie trawię inb na YouTube, pisze Karneval Mephisto, w dodatku jak ktoś chce kogoś zajechać, to wybiera najgorsze kadr, zdjęcie innego twórcy, żeby podkreślić, jaki to on jest zły.
3727:  Co innego merytoryczna krytyka, co innego niska beka.
3730:  Niska beka i przede wszystkim bait, to znaczy my w takie rzeczy klikamy i jedyne moim zdaniem, co można robić w takiej sytuacji, to no nie klikać.
3740:  Nie będę jakoś przesadnie oryginalny.
3743:  Ja nie klikam.
3744:  I bardzo dużo ludzi ma pretensje o to, że nie klikam.
3747:  Nie będę, no.
3748:  Co mam zrobić?
3749:  Elixir.
3751:  Czy ja mogę mieć jakąś miksturę zdrowia?
3754:  Aha.
3755:  Nie mam czegoś takiego jak mikstura zdrowia.
3757:  To może inaczej.
3760:  Aha, mikstura muszę wpisać.
3763:  Geniusz to wymyślił.
3764:  Geniusz.
3765:  Silna mikstura leczenia.
3766:  Kto ją ma?
3767:  Nie do magii Amnix Oto ma.
3769:  Rozumiem, rozumiem.
3770:  Czyli leczenie.
3772:  Dobrze.
3772:  Silna mikstura leczenia zatem.
3774:  Wypij.
3777:  No i tyle mogę zrobić, niestety.
3780:  Ale moi drodzy, może się nam uda.
3783:  Będzie wtedy atak okazyjny, czy nie?
3785:  To jest pytanie.
3789:  No nie wiedziałem, że będzie atak okazyjny, a jest.
3796:  Nie no, dramat.
3798:  Ale faktycznie myśmy tego piętra tutaj nie zresearchowali i jest babeczka, Lady Yanaf, jest!
3804:  Dobrze.
3807:  Boże, jaki trudny quest się zrobił.
3816:  Mmm, dobra.
3819:  Pakuję się do przeprowadzki.
3821:  Absolutnie dopomóż, pisze Szymon Malaszewski.
3823:  Wiecie, że przeprowadzka to jest jedna z najbardziej stresujących rzeczy w ogóle w życiu, jaka może nas napotkać?
3828:  Więc jakby powodzenia.
3832:  Aha, dlaczego nie mogę?
3833:  Nie można dotrzeć.
3836:  No oczywiście, że nie można dotrzeć.
3844:  Ja już nie mam leczenia.
3846:  Ochronna więź.
3847:  Hmm.
3850:  Nie można.
3852:  Hm.
3854:  Skończyły się nam, moi drodzy, wszystkie zaklęcia leczące praktycznie.
3863:  Bru, dziękuję za podrzucenie Trello, mega ułatwia organizację przed obroną, ale się cieszę, po to to jest, moi drodzy.
3870:  Taka niby duperela, nie?
3871:  A może pomóc.
3873:  Dlatego też uważam, że o wiele sensowniejsze jest podrzucanie tego rodzaju narzędzi niż męczenie się z czymkolwiek innym, na pewno z takimi kompletnie bezużytecznymi zadaniami, jak to często bywa na obronach.
3889:  że giną te poltergeisty z jednej strony na drugą, jeden po drugim, a my wciąż nie skończyliśmy questu.
3904:  Niedobrze.
3907:  Kiedyś w tej misji jeszcze czaszki dawały damage.
3909:  O Jezus Maria, jeszcze tylko tego brakuje.
3912:  Niedomagiamnik został zaatakowany przez udręczoną duszę.
3917:  Harla w dalszym ciągu jest targetowana przez straszliwe poltergeisty, które są niewidoczne i używają wyniszczającego dotyku.
3926:  Dramat.
3927:  Joanna Wolny dołącza do gna wspierających, dziękuję ci najserdeczniej!
3932:  Swoją drogą wiążę się psychicznie i psjonicznie z wszystkimi kichającymi i ślimkającymi, albowiem ja niestety cierpię w tym momencie na jakąś alergię potworną.
3943:  Światło nam nic nie da, porażający uścisk nam nic nie da, ale żałuję teraz, że zużyłem już to wszystko, och.
3953:  Dobrze, zostaje magiczny pocisk, moi drodzy, no nic więcej.
3963:  Magiczny pocisk i picie miksturek.
3965:  To jest wszystko, co możemy zrobić, jako biedny niedomagiamniks.
3968:  Mikstura pierwszorzędnego leczenia!
3971:  Doskonała!
3975:  Tak, alergicy, łączmy się, moi drodzy.
3979:  No dobrze.
3981:  No i pytanie, co teraz?
3983:  What now?
3988:  Boże, przeleć tu po prostu.
3989:  Ten interfejs mnie doprowadzi do szaleństwa po prostu.
3993:  Och.
3995:  Dobra, uleczmy Carla.
3999:  Jak to dotarcie do celu jest niemożliwe?
4001:  No przecież ja się rozindyczę za moment.
4004:  Dotarcie do celu jest niemożliwe.
4007:  Głupoty.
4013:  Dobrze.
4014:  I w takim razie...
4019:  Spróbujmy jakiegoś obszarowego tutaj użyć potem.
4021:  Boskie uderzenie, światłość?
4024:  Nie, to trzeba na konkretną rzecz.
4026:  Ochranna więź.
4028:  Też nie.
4030:  Psyoniczne przeładowanie.
4034:  Czyli można przełączyć kolejności, a bałem się, że nie.
4038:  Dobrze, Astaryon jest w tym miejscu.
4044:  Co on może zrobić?
4045:  Czy on może wspomóc Niedomaga?
4047:  Ja się po prostu gubię w tych wszystkich piętrach, które tutaj są.
4050:  I wszędzie mam dotarcie do celu niemożliwe.
4052:  No przecież szlak mnie jasny trafi.
4060:  No jak to niemożliwe, jak stąd przyszedłeś do ciężkiej cholery?
4070:  Nie, nie, nie, nie wierzę.
4073:  No marnuje mi się w ten sposób jeden bohater.
4080:  Spróbujmy zniszczyć ten złoty candelabr przynajmniej.
4085:  Dzięki temu będziemy mogli ustrzelić kolejnego poltergeista.
4092:  Ja już rozumiem, Danuto, dlaczego mówiłaś to, co mówiłaś.
4095:  Ja już rozumiem.
4098:  Taumaturgia.
4108:  Ależ obrywa je nie do magii Amnix, biedny.
4113:  Czy cały czas będzie ten wyniszczający dot?
4116:  Aha, lot, świetnie.
4123:  Nie wierzę.
4124:  Czy słyszałeś o tym, że Google wprowadził skrypt, który ma spowalniać działanie innych przeglądarek?
4128:  Oczywiście, że oni to robią od lat, no.
4131:  To, że to teraz wyszło, to nie sprawia, że mnie to zdumiało.
4137:  Jeżeli ktoś jest monopolisto, to będzie robić rzeczy monopolistyczne, dlatego też na przykład niedocenianie faktu, że istnieje Unia Europejska, która walczy z tego rodzaju praktykami, jest, no cóż, wylewaniem dziecka z kąpielą.
4151:  Sinemikstroleczenia, dobra, dajemy.
4157:  Bo w tym momencie to jest jedyna rzecz, która nam może pozwolić na to, żeby jakoś, jakoś próbować z tym walczyć.
4166:  Leczymy dalej Karla.
4170:  Teraz tak.
4171:  Czy ja mogę użyć tego cholernego zwoju widzenia niewidzialnego?
4174:  Przecież ja po prostu dostanę szału.
4178:  Eliksir, zwój widzenia niewidzialnego.
4180:  Dobra.
4182:  Przerzućmy to do posępnego serca.
4185:  Aha, i nie mogę rzucić czaru oczywiście, bo to zajmuje turę.
4188:  No wiadoma sprawa, że to zajmuje turę.
4193:  Te poltergeisty mi się śnią do dzisiaj, pisze Brandil.
4196:  O bogowie.
4197:  Dziękuję ci za wsparcie od ponad dwóch lat, to są dwa lata i dwa miesiące.
4201:  Ja już, ja już, ja już... Tracę rachubę, moi drodzy.
4210:  Jakie chybienie ci tam, chybienie krytyczne!
4213:  Jest chybienie bezkrytyczne.
4216:  Może tunel mocy jak zrobię, to... Wtedy odkryję tego poltergeista, nie.
4222:  Mam wrażenie, że on stąd uciekł.
4232:  Nie, nie, to cały czas tu jest.
4234:  To cały czas tu jest, zaraz Karla zginie, jak słowo daję.
4238:  To jest nieprawdopodobne.
4252:  I takie działania lubię.
4254:  Bardzo lubię.
4256:  Jak przeciwnicy sami siebie zabijają.
4258:  O to chodzi.
4259:  Potrzebujemy tego częściej.
4262:  Dobrze, udręczona dusza is no more.
4266:  Leczenia.
4272:  Dobrze.
4275:  Ja ci dam chybienie krytyczne.
4278:  Ja ci dam chybienie krytyczne.
4285:  Karla musi przeżyć, bo inaczej to się naprawdę źle skończy.
4294:  To cholerstwo w ogóle nam się nie przydało do niczego.
4297:  Tymczasem co może zrobić Astarion?
4302:  Zaciukać poltergeista na śmierć.
4306:  Fun fact, wyczyszczenie tego domu to początek quest'a, nie koniec.
4310:  Najważniejsze, żeby przeżyć.
4313:  Wiecie, no teraz jak widzimy przeciwników, to jest ciupineczkę lepiej, nie?
4320:  Od razu zaczynają ginąć.
4323:  Niewidzialność.
4328:  Doskonale.
4330:  I co?
4331:  Harla prawie zginie?
4332:  Nie, chybienie.
4333:  Dobrze.
4334:  Niedomag.
4335:  Co może zrobić niedomag?
4337:  Nie mam pojęcia, bo nie wiem, gdzie jestem.
4339:  Tu jest kolejny kandelabr, ale ja już nie daję rady, to znaczy nie mam powoli zaklęć.
4346:  Mogę drapka przywołać jako przywołańca.
4348:  Nasze gule już nie istnieją.
4352:  No i jest problem, powiem wam.
4353:  I chyba jeszcze jesteśmy w dwóch częściach domu?
4356:  Tak.
4358:  Niedomag jest najbliżej Lady Yana, a poltergeisty się spawnują w nieskończoność!
4366:  No ty sobie ze mnie żartujesz w tym momencie.
4370:  To ja mogłem długo!
4377:  Dobrze.
4378:  Lot.
4379:  Lot, lot, lot, lot, lot!
4382:  To dlatego przestaliśmy dostać punkty doświadczenia za niektóre.
4397:  Nie wiesz, nie wiesz.
4399:  Święty płomień.
4403:  No przynajmniej tyle.
4407:  Wszystko wrzeszczy.
4411:  Dobrze, czyli za pierwsze wykończenie Poltergeista, moi drodzy, są punkciki doświadczenia, za następne nie.
4417:  Teraz tak, no ona musi sobie poradzić.
4421:  Dobrze.
4422:  Nareszcie!
4428:  Dobra, dobra, dobra, obóz.
4435:  Nie spełnują się, to dobrze.
4436:  To dobrze.
4437:  Gdybyś miał Lezil, to byś dał radę.
4438:  Nie dałbym rady, bym nie wytrzymał z Lezil.
4443:  Dobrze, musimy iść do obozu, od razu odpocząć.
4445:  Nie da rady.
4447:  Ola, Czasa Sapkowski pisze kolejną część Wiedźmina.
4448:  Martin dalej wygrzewa się na basenie.
4450:  Albo, moi drodzy, cierpi na brak weny.
4454:  To jest możliwe.
4457:  Ja jestem za tym, żeby dawać twórcom czas na to, żeby skończyli.
4463:  Jak nie skończy, trudno.
4466:  Nie mam wrażenia, żeby to było... Kto chce ze mną rozmawiać?
4469:  Żeby to było celowe ze strony Martina.
4471:  Martinowi naprawdę by się opylało skończyć tę sagę.
4473:  Jeżeli tego nie robi, ewidentnie musi mieć dobry po... O!
4478:  Drapek chce ze mną rozmawiać.
4479:  Jak widzicie, Will również chciał, ale... Jest, moi drodzy, coś takiego jak kolejność dziobania.
4485:  Kolejność dziobania jest taka, że w pierwszej kolejności rozmawiamy z drapkiem.
4490:  A dopiero potem rozmawiamy z jakimś niewydarzonym Willem.
4493:  Moje dziecko ma obróżkę.
4500:  Piękności.
4502:  Co masz dla... Pozwól zatrzymać.
4505:  Miej sobie zabaweczkę, kochany piesio.
4509:  Chciałabym, żebyś pokazał więcej uroczystości w przyszłości.
4528:  Nie ma to jak pachnieć mizorą.
4529:  Hahaha.
4531:  Czy to może być prawda?
4531:  Księżna Stelmane sprzymierzyła się z C-C-C-Czeszarzem?
4535:  Widzicie?
4536:  Rozmawiamy z wurem.
4537:  Trzy sekundy.
4538:  Ja już zasypiam.
4539:  Mmm...
4560:  Wy Dariusz pisze, że sam wspierał od niedawna, dziękuję ci tak czy inaczej, ale tak z ciekawości zapytam, osoba, która zaczęła by wspierać cię od początku, jaki miałaby teraz staż, są tacy wspierający od samego początku, to są dwa lata i dwa miesiące równo, bo program wsparcia został odpalony w sierpniu, jeśli mnie pamięć nie myli, dwa tysiące dwadzieścia i jeden, coś takiego, dwa tysiące dwadzieścia dwa, przepraszam.
4585:  Czy próbowałem kiedyś napisać książkę w fantasy?
4587:  Noob.
4588:  Uważam, że ludzie, którzy badają fantasy, nie powinni pisać fantasy.
4593:  Bo wtedy będą mieli konflikt interesów.
4597:  Niepopularna opinia.
4598:  Wyl to najciekawsza postać z wszystkich.
4599:  To faktycznie niepopularna opinia.
4602:  Tak.
4603:  I na wielkie koszty.
4604:  Partialna seremorfozja.
4607:  Nie poddaję się Twojemu wyborowi.
4609:  Jako dla mnie jednak, nie jestem gotowy.
4612:  O, Kacper pisze, że dzisiaj był z kolegami na konkursie maszyn wodnych i zajęli piąte miejsce.
4618:  Wszystkiego jamniczego i gratulacje serdeczne.
4622:  Moi drodzy, mamy GG jamnicze na czatach, więc myślę, że śmiało trybutariusze mogą się zadzidziować dla Kacpra, jeśli możecie.
4630:  Oczywiście ja sam to zrobię zresztą, co mi tam?
4632:  Gdzie jest GG?
4633:  Rzadko używam tej emoji.
4635:  Emojigi.
4638:  O, możemy bardziej zdeprawować wyla, moi drodzy.
4643:  Świetnie.
4645:  Deprawujemy Wyla.
4648:  Może będzie troszeczkę mniej nudny, jak będzie zdeprawowany.
4659:  Okej.
4662:  To ja może rzucę ponownie.
4671:  Okej, to ja może rzucę ponownie.
4683:  Żmija kąsa tych, którzy chodzą bez butów.
4690:  Czemu tak nie lubię Willa?
4692:  To jest z tego samego powodu, dla którego nie czytam Wiesława Myśliwskiego.
4695:  Jeden i drugi mnie nudzi.
4699:  Szczerze powiedziawszy, jeżeli ja kogoś nie lubię, to w zasadzie ma się on lepiej, niż jak ktoś, kto mnie po prostu nudzi.
4708:  Bo jak kogoś nie lubię, to przynajmniej pałam do niego jakimiś uczuciami.
4715:  Natomiast do Wyla nie pałam żadnymi uczuciami.
4721:  Widzę, że dalej nie poprawiono tego błędu.
4723:  Dobrze.
4728:  Nawet RNG jest po stronie Wyla.
4729:  O proszę, drogi, co to?
4734:  Co tu się dzieje?
4737:  Czy to jest ten moment, kiedy wreszcie posępne serce.
4740:  Nawiedził łoże niedomaga Jamnixa.
4757:  Odwróciłaś się od szaru, to nie sprawia, że masz obowiązek przychodzić tu i oddawać cześć Celine.
4763:  Czy ma się na myśli Jenville?
4766:  Nie.
4772:  Posępne serce wygląda jak Ciri po roku w Polsce.
4775:  O nie, to wszystko przez te żyły, moi drodzy.
4782:  Ja zapomniałem, Janku, że posępne serce przeżywa tragedię.
4787:  Co się stało z twarzą posępnej?
4790:  Ona dostąpiła ascendencji, dokładnie tak samo jak szef gildii alchemików z Kratu.
4800:  Nie odeszli do końca.
4801:  Pamiętaj o księżycowych fosach, powiedział niedomagiamnik, z którym nie pamięta o księżycowych fosach, ponieważ nie ma bladego pojęcia, czym one są.
4806:  Nie pamiętam, ale nie mogą mnie zaskoczyć.
4815:  Nie mogą mi dać rady.
4820:  Nie mogą mi powiedzieć, jaka byłam jak mała dziewczyna.
4832:  Wyrzuć to z siebie, to powinno nastąpić już dawno empatyzowanie do magii Amnix.
4837:  Popatrzcie, posępne mu sercu, nawet z tego wszystkiego, ustąpiły poczerniałe żyły z oblicza.
4847:  Powierzchowność posępnego serca znów jest piękna.
4851:  Co dalej?
4853:  Czy nadal jesteś posępne serce?
4854:  Wydaje się, że Genville albo Genevelle nie za bardzo ci odpowiada.
4858:  To już mówiliśmy.
4863:  To wszystko, co możemy zrobić.
4864:  Zobaczcie, wszystko jest w porządku.
4865:  Myślę, że chcę zostać tutaj trochę, ale najpierw... To miejsce nie jest znane, ale...
4876:  Oj, oj, oj, po ojojaniu boli mnie, ale to jest akurat fakt, Mio-kun.
4880:  Guni pisze, że to bluźnierstwo mówić o modowaniu tej gry, ale można ściągnąć mod, który ogranicza wizualnie efekt częściowej przemiany Vivida.
4886:  To wiadomość dla was wszystkich, którzy instalujecie mody.
4888:  Ja tego nie robię, wiecie dlaczego?
4890:  Ostatnio miałem problem z odpaleniem gry w wersji Vanilla na wykładzie.
4894:  To było Detroit Becoming Human.
4896:  Po prostu się nie odpala w Windowsie 11 i twórcy Detroit Becoming Human, czyli Quantic Dream w tym przypadku mówią...
4902:  Pieprzcie się do wszystkich użytkowników Windowsa 11.
4906:  Druga kwestia, która się związała z moimi wykładami i moim nieszczęściem, wiązała się z tym, że straciłem wszystkie, powtórzę, wszystkie, powtórzę, WSZYSTKIE sejwy z Red Dead Redemption 2.
4917:  Nie obraziłbym się, gdyby to była gra, którą się kończy w 8 godzin, ale Red Dead Redemption 2 to jest gra, która się kończy w 80 godzin w najlepszym wypadku.
4925:  Oczywiście, oczywiście jest to tak, że te sejwy są powiązane z chmurką, cudowną, wspaniałą chmurką, podczas gdy przez lata całe sejwy, które nie były powiązane z pieprzonymi chmurkami, działały, ponieważ można było je backupować.
4939:  Tych sejwów nie mogłem, w związku z powyższym ich nie ma, bo Rockstar stwierdził, że wymarze z chmurki wszystkie sejwy.
4945:  Więc nie pozdrawiam Rockstaru i ROCKSTAR SOCIAL CLUB!
4951:  który to zastąpił Steama, ponieważ oczywiście nie możemy mieć jednej aplikacji do uruchamiania wszystkich gier, każde studio musi mieć swoją aplikację i w przypadku Rockstar'a musi to być akurat ROCKSTAR SOCIAL CLUB!
4963:  Więc nie mogę studentom pokazać ważnych rzeczy związanych z genialnie zaprojektowanym interfejsem w Red Dead Redemption 2.
4970:  O, czyli od nowa gramy w Red Deada, super!
4977:  W razie czego jeszcze są zapisy streamów.
4982:  Anita pisze, że u niej 180 godzin w Red Deadzie.
4985:  No u mnie też będzie.
4987:  Nie mamy pana sejwów i co nam pan zrobi?
4989:  Dokładnie tak, moi drodzy.
4990:  Dokładnie tak.
4992:  Dobrze, to opuśćmy obóz.
4995:  Czy przemawia przez mnie zgorzknienie?
4997:  Zawsze.
4998:  Dobrze, idziemy, moi drodzy, tutaj do Lady Janach.
5004:  Nie uszukujmy się, to jest Lady Jamnit.
5006:  Zaczęliśmy streama o godzinie 16.
5007:  Jest 17.20.
5011:  Posłuchaj mojego głosu.
5015:  To nie ty.
5016:  Proszę, pozwól mi ci pomóc.
5019:  Wszystko, co słyszę, to krzyk słuchaczy.
5023:  Przejdź bliżej, żebym mógł wyrzucić twoją biedną twarz.
5025:  Nie, kocham Cię, Ophira, ale wiem, że kochasz mnie.
5029:  To twoje złoto, kocham Cię, Ophira.
5032:  Ale wszystkie bogactwa w Faerunie nie będą wystarczające, żeby żyć z tobą.
5038:  O Boże, pomóż mi.
5039:  To nie oznacza to, co mówi.
5040:  Pomóż mu, ale bądź miękki.
5040:  Nie ma go do błogosławienia.
5050:  Just White i przy... hehehehehehe, więcej poltergeistów pomina, iż... Rockstar Social Club ma zostać usunięty.
5060:  Bardzo się cieszę z tego tytułu.
5061:  Sejwy z Dark Souls 3 przepadły?
5063:  Nie no, je mam, ponieważ one są na Steamie, a na Steamie sejwy nie przepadają w odróżnieniu od innych beznadziejnych platform, na których one przepadają.
5072:  To tylko pokazuje, że każdy, absolutnie każdy designer może być pociągnięty za coś do odpowiedzialności.
5079:  Każdy może coś spieprzyć, nawet Rockstar.
5083:  Mhm, niewidzialność wam nic nie da.
5085:  Hahaha!
5087:  Niedomagiamniks odpiera twój silny wrzut.
5089:  Hahaha!
5090:  Niedomagiamniks nie robi sobie nic z twoich silnych rzutów skrzyniami.
5094:  Dlaczego wszyscy rzucają Niedomagiamniksa umeblowaniem?
5097:  Czy możecie mi wyjaśnić, co tutaj się dzieje?
5099:  Dlaczego ta skrzynia w nas trafiła?
5104:  Co z kopiami gier, które mam tylko w Rockstar Social Club?
5106:  Jeżeli nie robiłeś, panie Skorpionie, save'ów, no to możesz mieć takiego pH jak ja, no mam nadzieję, że nie.
5113:  Dobra.
5114:  Wszystkim walimy w nie.
5117:  Absolutnie wszystkim, co mamy.
5120:  Ile fabryka dała?
5124:  Ooo... Tak mi bardzo przykro.
5130:  Mi bardzo przykro!
5150:  Uwolnij malarza, co chodzi i powtarza.
5164:  Czy to jest austriacki malarz?
5174:  Nie chcę, nie chcę, nie chcę uwolnić austriackiego malarza.
5179:  Pytanie od Łukasza G. Czy Powiernik Mieczy, czy Agnieszka Hałas Teatr Węży, czy Conan?
5183:  Wiesz co, Conan może ci trącić myszką już trochę, chyba że bardzo lubisz stare powieści przygodowe, nie przeszkadza ci na przykład styl Gila Verna, o, to jest chyba dobry przykład, albo...
5195:  na przykład takich rzeczy jak Kopalnie Króla Salomona i tak dalej, to kona ci się spodoba.
5198:  Natomiast między Powiernikiem Mieczy i Agnieszką Hałas ciężko mi bardzo wybrać.
5202:  Ja czytałem wpierw Agnieszkę Hałas, a potem Powiernika Mieczy i szczerze ci powiem, że nie umiem powiedzieć od czego bym zaczął.
5209:  Powiernik Mieczy na pewno jest dłuższy, a Agnieszka Hałas to jest coś, co wsuniesz na 2-3 dni.
5219:  Pytanie, czy grupowy pozew by zadziałał, jeżeli wszyscy gracze stracili pliki zapisu?
5224:  Jak znam życie Bigomeza, to tylko mnie dotyczy utrata plików zapisu.
5228:  Jak znam życie, tak właśnie będzie.
5233:  Jak ktoś twierdzi, że Rockstar nic nie spieprzył, to znaczy, że dłużej nie grał w GTA Online.
5236:  A w ogóle wszystko, co ma w tytule online, omijam.
5239:  Niestety dotyczyło to także EVE Online, która jest dobrą grą.
5241:  Dobrze, co tu się dzieje do ciężkiej cholery?
5244:  To jest właśnie zdanie, które mógłby wypowiedzieć nie do magii Amnix.
5246:  Wyobrażam sobie, że to ma być dosyć szokujące.
5249:  Początkowo nie pamiętasz Oscara.
5252:  Później po świątyni stracił swój zapach, wpadł w ciemne moody.
5256:  Zaczął całkowicie uniknąć mojego współpracy.
5261:  Oscar jest opętany.
5262:  Wiedziałem, że coś mi nie grało w Oskarze i Pani Róży.
5281:  Dziękuję, Janitrix.
5284:  UI w Red Dead Redemption 2 był jednym z najgorszych interfejsów, z jakim się spotkałem.
5289:  Znalazłbym parę gorszych, ale zdecydowanie doprowadzał mnie do szału i założę się, Janitrix, że grałeś albo grałeś na pececie, bo...
5298:  To, co oni tam zrobili z keybindingiem.
5301:  Otwórz skrzynię R, przeszukaj E i wciśnij F, żeby wziąć przedmiot.
5306:  Co?
5307:  Wyobrażacie sobie, że w ten sposób pozyskujecie primogemy ze skrzynek Genshin?
5311:  Nie założę się, że ludzie nawet wtedy by tego nie robili.
5314:  To przecież jakiś absolutny dramat.
5320:  Mój komputer spiskuje przeciwko mnie.
5321:  Nani, nani, to samo mówię o swoim.
5323:  U mnie jeszcze niestety do spiskowców dołączył toaster jakiś czas temu.
5327:  To chyba nic osobistego, mnie też próbowało zabić, to brzmi jak nie do magii Amnix.
5341:  Brzmi, moi drodzy, jak rozmowa ze zwolennikiem starego systemu oświaty.
5346:  Obrzuca wyzwiskami, nienawidzi wszystkich, gardzi.
5357:  Jak widzisz, już się zniszczyłam.
5358:  Oczywiście potrzebuje więcej pomocy niż mogę dać.
5361:  Proszę, uświęciłaś go jedynie.
5363:  Musisz znaleźć sposób, by go zniszczyć.
5369:  Hrabia Rzeszy pisze, że po bodaj dwóch latach oglądania absolutnie każdej rzeczy na tym kanale, bogowie, w ramach pierwszej wiadomości na czacie ever pozwoli sobie wysunąć wniosek o zajamniczenie.
5379:  I to takie absolutnie przerażającą liczbą jamników z okazji osiemnastki, moi drodzy.
5383:  Wszystkiego jamniczego dla hrabiego Rzeszy, który obejrzał wszystko.
5388:  Nawet to, co się nie śniło filozofom.
