🔴 Co się wydarzy w odlewni Stalowej Straży? | BALDUR'S GATE 3 Livestream #22
🔗 https://www.youtube.com/watch?v=7NSqKEOCfqg

12:  © PTA & TVP
5071:  Dobra.
5077:  God!
5082:  Świetnie.
5087:  Jest ikonka słonia, tak.
5090:  Jak ustaliliśmy ostatnio, ikonka słonia jest wtedy, kiedy nasza postać się słania na nogach.
5097:  Dlatego słoń.
5100:  Iimpero!
5102:  Iimpero!
5103:  Kiepsko magikanyo!
5106:  Ojoj, bardzo mi przykro.
5114:  Good.
5116:  No to co?
5118:  To żywiołak.
5121:  I... nie wody, tylko ognia oczywiście.
5128:  Dobrze.
5131:  No takiego nas tylko stać.
5133:  I schronienie umysłu.
5135:  Stwórz magiczne ogniwo, które pozwala znajdującym się w nim istotom wykonywać zamiennie akcje podstawowe i dodatkowe.
5142:  Nie mam zielonego pojęcia, o co w tym chodzi.
5145:  I dlatego to teraz zrobimy.
5151:  We shall see.
5151:  Jezus, co tu się dzieje?
5153:  Dlaczego to się wszystko tak zapaliło?
5154:  Ja nic nie widzę.
5155:  Nic nie widzę.
5169:  Co?
5172:  Dobra.
5174:  I masowe, kojące słowo.
5179:  Dobrze.
5183:  Prowokuje atak okazyjny.
5186:  Okej, okej, okej, okej.
5187:  Gdzie są wrogowie?
5189:  Może ja włączę tę tyldę znowu.
5192:  Tu mam jakiegoś wroga.
5193:  Za mało.
5202:  Hmm... Hmm... Tutaj ktoś był, pamiętam.
5206:  W tym miejscu.
5209:  No i spróbujemy.
5213:  Koncentracja przerwana.
5214:  Fenomenalnie.
5217:  O to przecież chodziło.
5219:  Atak wielokrotny.
5220:  Zabijmy go.
5226:  To nie jest zabawne, to nawet nie jest zabawne, to co się dzieje tutaj, to nie jest zabawne.
5231:  To nie jest zabawne, że ja go nie mogę zaznaczyć.
5241:  Ja nawet nie wiem, czy to jest ten bankier, czy to był ten bankier, którego miałem ocalić, a nie mogłem go ocalić, ponieważ gra?
5250:  Myślicie, że opłaca się respecować mojego warlocka sorcerera?
5253:  Nieco irytują mnie te dwa spellsloty.
5255:  Ja bym to zrobił.
5259:  To był ten bangier, tak?
5262:  Nawet nie będę próbował w takim razie.
5270:  Zresztą litości, no w jaki sposób mamy ocalić gościa, który jest zabijany w ciągu jednej tury przez jednego?
5282:  No nic.
5288:  Dobra.
5288:  Okej.
5296:  Ni-nic nie rób.
5301:  Czasem w podtorze wciąż nie wymyślili przeciwzakręć na Avada Kedawra.
5305:  Jest!
5306:  Karabin snajperski.
5308:  W jedyny sposób.
5314:  To ja może znowu zrobię duchowych strażników.
5323:  Wszystko byłoby dobrze, gdyby to zadziałało wcześniej.
5331:  Dobra.
5332:  Dobra.
5335:  Czemu nie mam czarnej dziury drugiej?
5336:  Przecież ona była wcześniej.
5339:  Krzysztof nie wie.
5340:  Wprawne czarujący.
5341:  Sztuczki używane na wroga mogą objąć więcej niż jedną istotę.
5345:  Okej.
5352:  Faktycznie.
5363:  Co tu się z tym dzieje?
5382:  Dobra, oberwali.
5383:  Czy możemy gdzieś przelecieć?
5385:  Świetnie, możemy.
5387:  Trudno, nie będziemy w tej kuli całej, ale nie zauważyłem przesadnej różnicy.
5400:  Dobrze.
5401:  To jest po prostu niepoważne, że zaznaczenie postaci jest cancelowane po pewnym czasie.
5406:  Nie jestem w stanie tego zrozumieć.
5414:  Dobrze.
5417:  Jest zawetowany budżet przez prezydenta.
5420:  Dlatego mówię, że mój entuzjazm, moi drodzy, wobec tego, co się dzieje, jest bardzo niski.
5425:  To jest było oczywiste, że będziemy mieli obstrukcję w jedną i w drugą stronę przez cały czas.
5429:  Należy ze spokojem do tego podchodzić.
5433:  Wszyscy wiemy, że tak będzie i wszyscy wiemy, że tak nieprędko się to zmieni.
5441:  Wychodzę z założenia tego, co niezmiennie.
5443:  Jeżeli oni się nie przejmują moim losem, to znaczy losem naukowców w Polsce, to ja się nie zamierzam przejmować ich losem.
5451:  Niech się im dzieje, co się chce.
5453:  Wszystko mi jedno. ...
5469:  Bardzo się zdziwię swoją drogą, jeżeli coś się w tym wymiarze zmieni.
5473:  Zobaczymy.
5475:  Zobaczymy również, czy lodowy nóż zadziała.
5479:  Zadziałał?
5482:  Zadziałał?
5482:  Okej.
5490:  Yyy...
5497:  Dobra, uleczmy jeszcze biednego niedomaga Jamnixa maksymalnie.
5500:  I wiecie co?
5501:  Na tym etapie będziemy musieli, obawiam się, pójść do obozu.
5514:  Albo wiecie co?
5521:  Zdenerwował mnie ten przeciwnik.
5525:  Tymczasem, rozmawianie z umarłymi... Tak, tak, tak, rozmawiamy z bankierem, absolutnie.
5531:  Może nam da pieniądze?
5540:  Posolona, spokojnie, możesz śmiało grać w Baldura.
5543:  Jak jeszcze widziałaś moje przeżycia tutaj, to już wiesz, co od samego początku robić i na co być przygotowaną, więc absolutnie nie trzeba znać tabletopowej wersji, żeby sobie tutaj radzić.
5554:  A w każdym razie w stu procentach nie powinno tak być.
5558:  Co mi możesz powiedzieć Lordzie Kamieniu?
5567:  Jak mogę wejść do prywatnego skarbca?
5568:  Tak.
5576:  O nie.
5585:  Co ty tutaj robiłeś?
5593:  Okej.
5603:  Astarion pięknie wygląda w rozmowie z umarłymi.
5606:  Ale Astarion chyba mógłby to zrobić wyłącznie, a Redel za pośrednictwem zwoju, tak mi się przynajmniej wydaje.
5613:  Długi odpoczynek.
5617:  Tak.
5623:  Nie powiem dlaczego trzeba to robić dwa razy.
5628:  Nie, nie, o boże.
5630:  Mogliby przez tyle miesięcy to naprawić, no już naprawdę.
5641:  Coś tu się dzieje?
5643:  O, nie, nic.
5644:  Jeżeli coś się działo, to poskąpiona nam informacji.
5647:  Gale dobrze wygląda też w tych rozmowach.
5649:  To szkoda, Newrat, że nie żyje.
5651:  Udało mi się zabić Gale'a, mimo że ktoś mi mówił, że się nie da zabić Gale'a.
5655:  Więc nam się udało.
5659:  Cudowne.
5661:  Dobrze.
5664:  Obliczę śmierci.
5666:  Zróbmy radosny looting w takim razie.
5669:  No i jest klucz.
5670:  Skarbiec o podwyższonym bezpieczeństwie.
5672:  Doskonale.
5675:  Mimik.
5678:  Depozyty w skarbcach.
5681:  Okej, nic ważnego.
5685:  To jest kolejna notatka, której się nie da kliknąć, czy po prostu... Okej, bug graficzny.
5690:  Dobra.
5692:  Palenisko.
5693:  Skandal.
5695:  Dobrze.
5695:  Skarbiec o podwyższonym bezpieczeństwie jest numer 7, 8.
5698:  Czyli tu jest dużo skarbców.
5700:  Pytanie, czy nasz kluczyk otwiera tylko jeden.
5704:  Gale nie żyje, to podczas Are Del było rytuału, który robił Orin.
5709:  Żeby nie było, to się zrobiło całkowicie przez przypadek.
5711:  To nie jest tak, że ja jakoś strasznie chciałem... List od Lady Yannaf?
5715:  Lady Yannik kojarzę.
5716:  Ona była kiedyś w jakiejś gospodzie.
5718:  Jak zapewne pan pamięta, zdeponowałam w skarbcu banku na przechowanie dość ważnych pierścień.
5722:  Być może postąpiam pochopnie.
5724:  Przyjutro w celu wybierania pierścienia.
5727:  Interesujące.
5731:  Okej.
5732:  Jakie odparcie widoczność?
5738:  Nic nie rozumiem.
5740:  A stary on cię może włamać do wszystkich tych sejfów?
5744:  Ooo.
5748:  Czemu mnie nie dziwi to, że akurat został zaatakowany nie do magii Amnix?
5773:  Jak to przy przypadek czemu nie wgrałeś save'a?
5775:  A bo nie miałem problemu z tym, że Gale zginął, ponieważ niepokoiło mnie bardzo to, że Gale może wybuchnąć, więc stwierdziłem, że jak zginął to już nie wybuchnie.
5785:  Otwieramy wykrychem zatem.
5788:  Krzysztof rzuca obszarówkami na lewo i prawo.
5789:  Ale właśnie ciekawe jest to, że nie do magii Amnix ma taki skill, że nie uszkadza sojuszników swoimi obszarówkami, bo jest magiem potężnym.
5799:  No to trochę będziemy próbować tego.
5822:  Za każdym razem będzie tyle samo?
5831:  Rany boskie, płaszcz nimfy.
5833:  Boże, to jak szczytę na miarę dla Stariona.
5836:  Otrzymujesz dodatkowo... Aaa, poziomu drugiego, weźcie mi to dla Yahirden będzie.
5847:  Dobrze.
5848:  Widać granie potraktowanie do Maga i Gele i jako sojuszników.
5851:  Tak, tak.
5852:  Krzysztofowi na koniec z epilogu nie zostanie już żaden towarzysz.
5856:  Dobrze, robimy save scamming, nie mam narzędzi złodziejskich.
5865:  Wiesz, to jest niesamowite, absolutnie.
5872:  Czy da się w pół miesiąca uzbierać 90 łysów w Gęszinie?
5875:  Przy intensywnej eksploracji, Sebastianie, jest to możliwe.
5882:  Teraz zobaczymy, moi drodzy, jak rozkłada się rachunek prawdopodobieństwa.
5890:  Otóż nijak.
5896:  Całą grę zbieraliśmy swoją drogą, wszystko co było dostępne i narzędzi złodziejskich mamy 11.
5903:  Mimo, że nigdy nie zdarzyła się taka sytuacja.
5927:  Ja nie mam pojęcia.
5941:  Wyłączyłem te kości karmiczne.
5944:  Już dawno to zrobiłem.
5948:  To nic nie dało.
5949:  Mhm.
5956:  To jestem w stanie zaakceptować.
5958:  Ułatwienie w testach na perswazję i oszustwo.
5961:  Kapelusz Jannach, proszę bardzo.
5965:  Złoty pierścień, świolek błyskotek, cudow.
5972:  Pełne perfum dni, pełne namiętności noce.
5981:  Kiedy trzymał mnie czule w krzepkich ramionach, czułem się, jakby ktoś cofnął czas.
5988:  A ja znowu byłam najpiękniejszą debiutantką na wieczorkach i balach górnego miasta.
5994:  Co z tego, że pierścień z brylantem, który mu podarowałam, to rodzinna pamiątka rodu Jannatów, warta więcej niż cała rezydencja, doskonale wyglądanego smukłym, silnym palcu.
6006:  Nikt tak nie mówi!
6008:  A promienny uśmiech, który mi posłał, wsuwając go, wart był tuźna rezydencja albo i więcej.
6018:  Myślę, że sobie utniełem pogawędkę z Lady Yannaf.
6024:  Czy jest gdzieś miejsce, gdzie można kupić narzędzia złodziejskie?
6030:  Simple, tak.
6032:  Jakaś mikstura na zręczność, nie wiem.
6035:  Mamy maksymalną zręczność już, jaką się da mieć.
6041:  No nie wierzę!
6048:  Czy to jest wreszcie kusza?
6054:  Ręczna.
6054:  Dlaczego to nie może być kusza ręczna?
6061:  Przez całą grę szukam długiej kuszy ręcznej.
6064:  No całą grę jej nie ma.
6066:  No przecież to jest jakiś dramat.
6070:  No, nie mogę jej wyposażyć.
6077:  Czemu nie ma kuszy ręcznej nigdzie?
6082:  Ciekawe, czy jest gdzieś jakieś miejsce, gdzie można ukraść narzędzia złodziejskie.
6085:  Właśnie.
6087:  Właśnie.
6088:  Boże, jeszcze trzy sejfy.
6089:  Przecież myślę, albo wiecie co, może nam się uda.
6094:  Jakiś jeden w życiu by się bless dało dać, który będzie działał.
6099:  Odparcie, widoczność, tu jest dalej ten przeciwnik.
6101:  Wiedzie co?
6105:  Mam świetny pomysł.
6117:  Takiego!
6124:  I tak oberwał!
6128:  Coś to jest niesamowite.
6136:  U Dammona można kupić kuszę ręczną.
6138:  Gdzie jest Dammon, Tejuk?
6140:  Gdzie jest Dammon?
6143:  Jeśli dobrze pamiętam, są tylko dwie unikalne małe kusze w całej grze.
6145:  A, to by wiele wyjaśniało.
6148:  Dobrze, wróćmy do Blessa i jego poszukiwań.
6152:  Błogosławieństwo do testów ataku i rzutów obronnych.
6155:  Okej.
6156:  Ułatwienie w testach występów.
6161:  No dobrze, witam.
6162:  Witam, tak naprawdę.
6163:  Z przyjemnością.
6171:  Papież zakazał kurz.
6174:  Jak to jest, że przeszukujesz dosłownie wszystko, a w trzecim akcie masz jedną porządną kurzę ręczną, a w pierwszym akcie masz cztery?
6179:  Nie mam zielonego pojęcia.
6180:  Nie mam zielonego pojęcia.
6183:  Nie mam zielonego pojęcia również, dlaczego cały czas mam porażkę w testach na jedną jedyną rzecz, którą może robić Astarion, czyli otwieranie zamków.
6196:  I to za każdym razem jest tak samo.
6215:  Nie masz narzędzia do otwierania zamku?
6217:  Mam, mam, ale to narzędzie też ma testy, testy, rzuty, kościoł, wszystko.
6222:  Więc mnie się zużywają narzędzia złodziejskie, mam ich tylko 11, w związku z powyższym boję się, że jak mi się zużyją w ogóle, no na przykład nie mógłbym tutaj nic zrobić, gdybym ich nie miał, tak?
6231:  Nic.
6244:  Co z kluczem?
6244:  Klucz otwiera banko jeden ze skarbców.
6248:  Stosujemy strategię gęślinową.
6252:  Zawsze działa.
6256:  Co to jest?
6257:  Trójząb fal.
6258:  Zaklinacz wody.
6260:  Przy trafieniu tworzysz powierzchnię wody dwumetrową.
6263:  Cool.
6269:  Zaklęcie nienarzędzia.
6273:  Myślisz, że to zadziała na ten sejf?
6285:  A, to jest... Boże, myślałem, że to jest koładka.
6289:  Zdjęcie magicznego zamka.
6292:  Czy ja nie mam koładki?
6294:  Myślałem, że ja mam koładkę.
6295:  Gdzie jest koładka?
6301:  Magiczne wrota.
6305:  Nie mam kołatki w ogóle?
6312:  Jak to jest możliwe?
6315:  To jest podstawowe zaklęcie.
6317:  Ja byłem przekonany, że to jest kołatka, bo ma dokładnie takie samo logo, jak miała kołatka w Neverwinterze.
6323:  O i przepraszam, zapomniałem, że podstawowa funkcja interfejsu jest taka, żeby zmienić wszystkie ikony na wszelki wypadek.
6336:  No... Nigdzie tego nie widzę.
6345:  No no tak, to jest kołatka.
6347:  To jest kołatka.
6348:  Widzicie, no jak patrzycie na to, to od razu widzicie, że to nie są wrota wymiarów, tylko to jest kołatka.
6353:  No prosta sprawa.
6355:  Jezus Maria, po prostu.
6357:  Jezus Maria.
6365:  Nieprawidłowy cel.
6367:  Jeszcze do tego wszystkiego nieprawidłowy cel.
6372:  Nawet szósty poziom nie da rady.
6376:  No cóż, cały nasz plan w gwizdek.
6383:  To smutne, że Astarion nie może mieć kołatki.
6396:  Pamiętnik ojca.
6402:  O nie, to jest o Willu.
6404:  Popołudnie spędziłem z Willem pamiętnik Ravengarda w tokach przy domu Królowej Wód.
6409:  Odpoczywaliśmy na pomoście, choć słońce jak zwykle przesłoniła mogła.
6413:  Will zapytał, czy słudzy fal to prawdziwe syryny, a ja odpowiedziałem, że prawdziwie tak wyglądają, ale prawdziwe syryny mogą oddychać pod wodą i rzadko wychylają nad nią twarze.
6421:  W takim razie zanurkuję, a go jakoś złapię.
6423:  Zawołał i zeskoczył z pomostu do wody.
6425:  Próbował wstrzymać oddech i powstrzymywać się pod powierzchnią, ale w końcu się zmęczył i musiałem go wyciągnąć.
6431:  Niestety, bez nowych butów.
6432:  Nigdy nie zapomnę jego uśmiechu, jak mi powiedział.
6434:  Widziałem jedną ojczę, widziałem syrenę, prawdziwą syrenę.
6438:  Oczy zaszły mu łzami i dodał, była piękna.
6442:  Urocza historia.
6444:  Dopustrej węgarda.
6449:  Czy robiłem quest Willa we wrotach?
6450:  Nie.
6453:  Cały czas książę Ravengard jest jeszcze nieoswobodzony.
6458:  Dlaczego czar od otwierania zamku nazywa się kołatka?
6461:  Stary, on mógłby grać na kołatce jak na roratach.
6463:  Drzwi się wzruszą i otworzą.
6465:  Zawsze się nazywał kołatka.
6467:  Tak był zawsze tłumaczony.
6468:  Teraz sobie uświadomiłem, że rzeczywiście to może brzmieć dziwnie.
6473:  Golczyk pisze, że podczas wczorajszego streamu umerdała rybę po grecku i dwa serniki.
6477:  Nie wiem, czym jest rybak po grecku.
6478:  Dzisiaj planie pierogi.
6480:  Do której grasz, Krzysztofie?
6481:  Zobaczymy, do której starczy mi, moi drodzy, sił witalnych.
6486:  Ponieważ jestem wprawdzie po obiedzie, ale przed wieczorkiem.
6492:  Chociaż raz za pierwszym razem.
6505:  Dobra, trudno, nie chce mi się wczytywać.
6509:  Skok na astralny pryzmat.
6510:  O, okaz pasożyta.
6512:  Proszę bardzo.
6514:  Tych okazów pasożyta to jest 15 pipsztylionów przez całą grę, natomiast mikstur szybkości nie.
6520:  Co jest bardziej potrzebne?
6521:  Zgadnijcie.
6526:  Okej, to może być ważne.
6529:  To też może być ważne, nie wiem.
6531:  Nigdy nie wiem, czy to będą ważne rzeczy, czy nie.
6533:  Okej.
6534:  Czy to już jest koniec tych wszystkich miejsc?
6536:  Mam nadzieję.
6537:  Ogromną.
6538:  Zobaczymy, czy rzeczywiście da się te główne sejfy otworzyć.
6542:  Jeleń pod dom podszył przy Magdałem 1?
6544:  Jeleń?
6544:  Mhm.
6550:  No więc tyle w temacie klucza, moi drodzy.
6554:  Ja się obawiam, że tutaj też musimy Astariona wykorzystywać.
6558:  finałowa walka w kanach, dobrze że będzie walka pod koniec no nareszcie kompromaty na patriotów okej dużo błyskotek, to mnie głównie interesuje szkielety w domach patriarchów, okej to niedobrze
6586:  Poproszę jamniki, bo ja tu pracuję, pisze Horgu.
6588:  No nie żartuj.
6590:  Wszystkiego jamniczego, żebyś przetrwał.
6594:  Gdzie są jakieś wspierające jamniki?
6595:  Już mam wspierające jamniki.
6598:  Tak jak teraz się robi wszystko w kuchni, pisze Froget, to stwierdzam, że strasznie mieć alergię na cebulę, bo nie ma we wszystkim cebula.
6605:  Krzysztof, jak ty żyjesz z takim jarzmem?
6607:  Szczęśliwie.
6608:  Całe życie mnie zmuszano do jedzenia cebuli, wiecie?
6611:  Miałem niezdiagnozowane wtedy choroby jelit i nie wiedziałem, dlaczego ja się tak zawsze strasznie źle po cebuli czuję.
6618:  I oczywiście było, że no zjedz, zjedz, zjedz, a przecież, no co mówisz, że nie lubisz?
6622:  Na pewno, bo pożywne, zdrowe i nie będziesz mieć szkorbutu.
6627:  W związku z powyższym cierpiałem z tego względu, że różni ludzie wokół mnie bardzo chcieli potwierdzić sobie teorię spiskową, którą wierzyli.
6640:  To ja może wczytam.
6646:  Elden Ring na prompce pisze Adrian.
6647:  Oto to jest, moi drodzy, to spieszcie się, bo From Software prawie tego nigdy nie robi.
6652:  Ja teraz kupiłem Dark Souls 1 za 170 złotych, co biorąc pod uwagę to, jak ta gra wygląda, chyba jest jednym z gorszych interesów, jakie ubiłem w całym swoim życiu.
6663:  Więc From Software rzadko kiedy robi coś takiego jak promocję, więc bierzcie tego Elden Ringa.
6677:  Po co?
6678:  Po co to jest?
6679:  Po co?
6683:  Przecież każdy, każdy będzie save scamował.
6686:  Każdy.
6687:  To może lepiej założyć, że... Co to jest?
6697:  Czy naprawdę to ma zaklęcie kołatki?
6701:  Jaka ciężka skrzynia.
6704:  Yahira to dostanie.
6710:  No i masz szkorbut czy nie?
6711:  No nie mam właśnie.
6712:  Tak to jest z teoriami spiskowymi, moi drodzy.
6717:  Dobrze, idziemy stąd.
6719:  Idziemy stąd.
6722:  To u ciebie są, bratku, te dlagi.
6724:  Nie wiem, dlaczego są u ciebie.
6726:  Ludzie nie napotują, że były.
6733:  U mnie też jest wszystko w porządku na monitorze.
6737:  Bardzo mało jamników, Green Lucas.
6738:  Zgadzam się z tobą absolutnie.
6742:  Baksus był na promce na jesiennej steamowej?
6745:  Żartujecie.
6746:  Ja mam naprawdę stąd wyjść czy nie?
6752:  Chyba tak.
6754:  Nie wiem.
6761:  Powinniśmy zbadać skarbiec w poszukiwaniu wskazówek.
6763:  Aha, świetnie.
6765:  Tak sądziłem.
6772:  No więc musimy przeszukać skarpiec z poszukiwaniem wskazówek.
6779:  UPC się tnie.
6780:  Ja musiałem zmienić Adrian UPC zupełnie, bo to co się działo to była absolutna katastrofa.
6786:  Więc okazało się, że jak migrowało z UPC na Play'a, to automatycznie dali niższą ofertę możliwą, a Play ma wyższą jedną.
6796:  W związku z powyższym, tak, trzeba nagle więcej płacić za internet, żeby mieć ten, który się miało wcześniej.
6801:  Fajnie, prawda?
6803:  Tam jest otwarte pomieszczenie, gdzie znajdziesz ślady.
6807:  Ach, tu.
6810:  Aaa, już rozumiem i tu jest ten ostatni skarbiec.
6812:  Dobra, ma to sens.
6813:  Hmm.
6820:  Dobra.
6824:  Elegancka, ćwikowana skóra.
6828:  I nic tutaj, nic interesującego w tym skarbcu najbardziej chronionym.
6833:  No come on!
6838:  Uważam, że to jest skandal.
6843:  To jest absolutny skandal.
6845:  Dobrze, gdzie mam teraz iść?
6851:  Małgorzata Piłat pisze, że też UPC, jedę na najniższej rozdzielczości, bo jak dalej wyżej, to wywala.
6856:  Mówię wam, że to jest wrogie przejęcie, to co Play zrobił.
6861:  Na co zmieniłem?
6861:  No zmieniłem na Play, ale musiałem anulować tamtą umowę z UPC, zmieniłem na Play'a i zacząłem mieć dokładnie takie same parametry, jakie miałem przy UPC, jak UPC nie było przejęte przez Play'a, z tą różnicą, że płacę więcej.
6874:  Fajnie.
6877:  Ale u mnie i tak niezależnie będzie pod koniec stycznia podpinany internet symetryczny, biznesowy, bo już miałem po prostu dość tego, co się dzieje.
6886:  Więc po mojej stronie oficjalnie przestaną być jakiekolwiek problemy, będę mógł wreszcie streamować wam w najwyższej możliwej rozdziałce i nie martwić się absolutnie o nic.
6895:  Ba, może nawet będzie możliwe streamowanie na dwie platformy.
6899:  Wtedy rozważę, czy by tego naszego strumyka nie puszczać też na Twitch.
6905:  Ale wciąż YouTube będzie pierwotny.
6912:  Co do promocji na Steamie, Baldur's Gate 3 jest na przecenie o potężne 25 zł.
6916:  Nie no, Baldur's Gate 3 naprawdę jest grą, która zasługuje na nasze pieniądze, moi drodzy.
6921:  Chociażby przez to, że nie ma tutaj mikrotransakcji.
6926:  Czy mnie właśnie zgasła lampka?
6927:  A, wiem dlaczego, wiem dlaczego.
6932:  Wiem dlaczego.
6932:  A,
6941:  Działaj.
6946:  Działaj.
6951:  Czemu mnie spotykają takie rzeczy?
6952:  Przecież ja się rozindyczyłem.
6968:  Szlak mnie jasny trafi.
6971:  Nie widzę nic.
6973:  Będę musiał obniżyć rzeczy.
6975:  Moi drodzy, żebyście się nie nudzili, włączę jakąś radosną muzykę, a ja się będę męczył.
6982:  Tak.
6986:  Tak.
7000:  Poszło szybciej niż myślałem.
7011:  Poszło szybciej niż myślałem.
7022:  Horror i dramat.
7023:  Najradośniejsza muzyka.
7025:  Czemu włączyłeś muzykę do walki z Bossem?
7027:  Bo to była walka z Bossem.
7030:  To była potężna walka z potężnym Bossem, moi drodzy.
7034:  Boss się nazywał Lampka, którą zapomniałem podłączyć do prądu, bo wiecie...
7040:  Zawsze wszystko na baterie najlepsze.
7043:  Lampy na baterie, mysz na baterie, klawiatura na baterie.
7047:  Tak, tak.
7048:  Dobrze wiem, co by się stało, gdybym miał klawiaturę na Bluetooth i mysz na Bluetooth.
7052:  Bluetooth by odłączało, mysz by przestała działać po dwóch miesiącach nagle randomowo zupełnie.
7057:  Ja bym nie wiedział, co się dzieje.
7058:  Klawiatura by przestawała działać w trakcie walki z najgorszym bossem w Dark Souls.
7063:  Oczywiście w momencie w którym bym już wygrywał.
7065:  Tak.
7066:  Właśnie to jest powód, dla którego wszystko mam na kable.
7068:  Wszystko, wszystko, wszystko, wszystko.
7071:  Mysz tylko na diesla, tak.
7075:  Tylko.
7076:  Nie no, po prostu trzeba siebie znać.
7078:  Ja siebie znam na tyle, że wiem, że to by się skończyło katastrofą.
7085:  Mysz na bluetooth.
7086:  Hatfu!
7087:  Największy badziew.
7088:  No ja właśnie też zawsze wychodziłem z takiego założenia.
7090:  Ale wiecie, teraz usiłuję kupić klawiaturę.
7094:  Kupienie klawiatury mechanicznej w Polsce, to już jest problem, takiej customowej, nie Razera od razu, czy tam innych tego typu rzeczy, które są głośne, tylko chciałem sobie taką ładną, wiecie, która takie ładne dźwięki wydaje, piękne.
7109:  Dostanie takiej klawiatury, która będzie miała klawiaturę numeryczną i wszystkie klawisze funkcyjne, to już jest problem.
7114:  Tak miałem, jak wchodziłem do sklepu,
7117:  Klawiatury mechaniczne?
7118:  Panie, my tutaj mamy, my tutaj, ja się nazywam klawiatura mechaniczna, okej?
7124:  700, proszę bardzo, różnych firm.
7126:  Co chcesz?
7127:  Okej, dobrze, potrzebuję klawiaturę, która będzie 100%, nie 70%, nie 80%, nie 95%, 100%.
7132:  Aha, no to, szanowny panie, mówi subiekt cyfrowy, no to mamy 40 z tych 700, dobrze.
7138:  A teraz potrzebuję na kabel.
7140:  No to mamy 20.
7141:  Dobrze, a teraz potrzebuję na kabel i ze switchami, które są ciche.
7146:  To mamy dwie i wszystkie są out of stock.
7149:  To może jednak inną.
7151:  Tak wyglądają wszystkie moje zakupy.
7155:  Ceramiczne kick-upsy.
7156:  Tak, no to wtedy schodzimy Kingio do minus jeden dostępności.
7163:  Okropność i kosmo.
7164:  Swoją drogą, jeżeli ktoś z was zna człowieka, który wykonuje customowe klawiatury...
7171:  i jest w stanie wytrzymać ze mną, to ja płacę.
7174:  Poszukuję.
7176:  Poszukuję takiego człowieka, który będzie w stanie mi to zrobić.
7182:  Horror.
7184:  Wychodzę naprawdę coraz częściej z założenia, że to jest pozór tylko, że można wszystko dostać, co się chce.
7196:  Dobrze.
7198:  Mam teraz ambicje.
7200:  Po pierwsze, aha, musimy ten quest Klaudii Yahiry ogarnąć.
7205:  On był jakoś gdzieś w podziemiach, nie?
7207:  Kanały.
7209:  Czy klawiatura będzie kształciła?
7210:  Nie kanała się, dlatego musi być długa.
7212:  Co to znaczy klawiatura 50%?
7214:  Co to za skracanie klawiatur?
7216:  Nie skraca się klawiatur, abstrakcja.
7219:  O, tu!
7221:  Chyba.
7222:  Ale mogło nas oczywiście oszukiwać, nie?
7227:  Weszliśmy do kanału w Lord Kamień, musi gdzieś tu być.
7232:  Dlaczego kable wychodzą z lewej i prawej słuchawki?
7236:  Bo to są potężne słuchawki stereo, dlatego.
7242:  One są tak potężne, że ja mam je na, nie wiem, 5% mojego nasłuchu i słyszę tak, jak w poprzednich SteelSeriesach miałem na poziomie 80 czy 90%.
7256:  Dobre są, dobre, zwłaszcza jeżeli się słucha jakiejś cichej muzyki, tak jak ja zwykłem, ambientów, ojej, coś wspaniałego.
7264:  Jak chciałem kupić klawiaturę Devstock z fizyczną częścią numeryczną, to aż używkę kupiłem, bo permanentnie auto w stock.
7269:  No właśnie.
7274:  Czy warto było tyle wydać na te słuchawki?
7276:  Tak.
7278:  Dla mnie przede wszystkim najważniejszy jest komfort użytkowania i to, że nie ciążą mi na głowie i że mnie nie boli głowa po tym, jak kończę streamować, a miałem tak notorycznie.
7291:  No więc moi drodzy, ponieważ dostaliśmy precyzyjne wskazówki, to znaczy, że Lord Kamień musi gdzieś tu być, przeszukamy całe kanały.
7301:  I z pewnością go tutaj znajdziemy i zostaniemy wynagrodzeni za eksplorację.
7311:  A może i nie.
7320:  Ruiny w podmieście.
7323:  Może tu?
7329:  Może, może oto, może tu coś.
7332:  Mhm.
7332:  Fajnie, myślałem, że będzie miał kuszę.
7341:  O, ma narzędzia złodziejskie.
7355:  Bardzo dziwna mechanika.
7358:  Ok.
7365:  Przejście.
7366:  Tu jest jakieś przejście, moi drodzy.
7369:  Może to tu?
7373:  Też tak mam, że mnie czubek głowy boleł od słuchawek na uszach po dłuższym czasie.
7376:  No właśnie, dokładnie tak, dokładnie tak.
7378:  I jeszcze bolały mnie uszy dosłownie same sobie.
7381:  No i na koniec stało się to, co niestety bardzo często przy słuchawkach budżetowych się dzieje.
7387:  To znaczy w którymś momencie zaczęła się ta niby skóra łuszczyć i zostawały z niej takie okropności.
7392:  A to ma jagnięcą skórę, więc to się nieprędko złuszczy.
7395:  Chyba, że jagnięta się łuszczą.
7397:  Czatecz, jagnięta się łuszczą.
7399:  Starożytna kryjówka.
7401:  Here goes nothing.
7404:  Mam w nosie te drzwi.
7405:  Mam w nosie te drzwi!
7415:  Ja tu kiedyś byłem.
7420:  Ja tu kiedyś byłem, moi drodzy.
7423:  Jak obierasz ze skóry jagnięta, to się łuszczą.
7426:  Rozumiem.
7428:  Zależy od użytego peelingu.
7430:  Kilka lat temu, kiedy szukałem nowej klawiatury, stara nie wytrzymała próby ściany, zapytałem w sklepie o klawiaturę mechaniczną, polecona przez sprzedawcę klawiatura może i nie była mechaniczna, za to była droga, tak?
