🔴 Gramy w Hollow Knight! | WIELKA POŻOGA JAMNICZEJ POMOCY 2024 (cz. 1)
🔗 https://www.youtube.com/watch?v=kr1gRn8E9YY

166:  🎵🎵🎵
2425:  Czy ja w tym momencie zebrałem jakiś hit, czy nie?
2430:  11932, dziękuję serdecznie.
2435:  To było tak z pannami z Wigowaro.
2439:  Masz full HP, proszę bardzo.
2442:  Hollow Knight hitless.
2443:  Stuknąłem w stół, nie chciałem tego zrobić.
2445:  Masz 5 HP.
2448:  Nic nie rozumiem.
2449:  Te łebki zwnikają.
2450:  Aaa, łebki to jest HP.
2452:  No to, no autentycznie to jest o lata 90, moi drodzy.
2456:  Proszę.
2467:  Już nie jest Hitless.
2474:  Myślałem, że to szybciej zginie, ale niestety.
2482:  Tak, trzymaj leczenie do końca, bo mleko marnujesz.
2486:  Babcia mi to mówiła.
2488:  11 932 tymczasem, moi drodzy.
2489:  Ale teraz się udało.
2499:  Bartosz Koczaj, witam w gronie wspierającej, dziękuję najserdeczniej.
2503:  Od nowa graj, bo hitless, tak, tak.
2506:  W tej grze jest contact damage, no właśnie nie wiedziałem, wszystkiego człowiek uczy, moi drodzy, ale zobaczcie, myśmy po prostu tak zaczęli grać, nie było żadnego tutorialu, żadnych informacji.
2518:  Czy ja zostałem przez to zabity, czy nie?
2520:  Co to było?
2521:  O co chodzi?
2523:  Co się stało?
2524:  Dlaczego, dlaczego teraz, dlaczego mam teraz więcej alienów?
2527:  Stalaktyd zabił komara.
2531:  Nie mam zielonego pojęcia, co do mnie mówicie.
2534:  Okej.
2535:  Tutaj jest problem.
2537:  Tu jest duży problem.
2538:  W ogóle, dlaczego tutaj nie mam muzyki?
2539:  Ja jestem oburzony.
2541:  Przecież dodatkowe żyćko mamy, okej.
2546:  Więc mam jedną wątpliwość, to znaczy, dlaczego jest tak, że zgasła muzyka?
2550:  To jest skandal absolutny.
2552:  Ja w razie czego mam muzykę, którą mogę włączyć?
2554:  Ponieważ to są Solsy, to jest nieprawda.
2559:  Proszę bardzo.
2560:  Ani filowany.
2561:  Będzie muzyczka?
2562:  No ja mam nadzieję.
2563:  Bo to jest akurat coś, co mi się strasznie spodobało na samym początku.
2569:  Nie mogłem tego powstrzymać.
2571:  Włącz jamniczy swing.
2573:  Muzyka jest dalej, ale ona będzie cały czas?
2576:  Szymon Nawlewek napisze, że jest entomofobem z uwagi na fajne atmosfery i ciekawe inne rzeczy ogląda.
2580:  Dobrze!
2581:  Ja też nie lubię żyjątków, dlatego je zabijamy.
2584:  Ja, moi drodzy, jako arachnofob, musiałem wczoraj, nie żartuję, to było wczoraj?
2589:  Tak, walczyć z pajęczycą, która miała cały rój pajęczy obok siebie w Dark Souls 2.
2594:  To było oficjalnie najgorsze doświadczenie mojego życia.
2598:  Gamingowe.
2600:  Czy widziałem, co się dzieje w Poznaniu, co młodzi ludzie robią zamiast grać lub rozwijać swoje pasje?
2604:  Młodzi ludzie w Poznaniu, moi drodzy, zrobili bardzo prostą rzecz.
2608:  To znaczy, posłuchali wszystkich nauczycieli i rodziców, którzy mówili im, że powinni wyjść na podwórko i się rozerwać i pobawić się.
2616:  No, w związku z powyższym, właśnie rozrywają się.
2623:  To jest troszeczkę tak, jak ta reklama bombek z Demobilu, nie?
2625:  Rozerwij się na święta, więc rozrywają się.
2631:  ściszyłeś muzykę, to właśnie nie ściszyłem muzyki, miałem nadzieję, że będzie ambient, wiecie co, to w takim razie zrobimy inaczej, ja sobie puszczę własny ambient, odkryłem ostatnio bardzo przyjemną rzecz i płytę, którą wam chciałbym zarekomendować, człowieka, który swoją drogą sam się do mnie zwrócił o to i z prośbą, czy właśnie mógłbym zarekomendować jego ambient, więc z przyjemnością to uczynię, ponieważ muzyka to jest top, absolutnie, tylko muszę ją wam włączyć.
2658:  bardzo tajemnicza, mroczna, więc w momencie, w którym włączy się muzyka Hollow Knightowa, to automatycznie wiecie, co zrobimy.
2665:  Wyłączymy tamtą.
2667:  To znaczy, nie, będzie w ten sposób, że ja zapomnę o tym i będzie muzyka dwa razy się odtwarzała.
2674:  Nawet nie próbuję.
2675:  O co chodzi z Poznaniem?
2676:  Przeczytajcie o tym.
2678:  To jest aż smutne.
2685:  To było smutniejsze.
2695:  Jezus Maria.
2696:  Przecież ja straciłem życie.
2700:  To jest pierwszy raz od lat 90., kiedy straciłem życie w grze.
2707:  Czy przyjąłbym zaproszenie do podcastu z Grzyt?
2712:  Z Grzyt.
2713:  Nie znam podcastu, ale ja generalnie lubię się pojawiać w podcastach.
2715:  Czemu by nie?
2718:  Szymon Hołownia Night?
2722:  Zejdź na dół.
2723:  Dlaczego?
2726:  Czy na dole jest coś ważnego, moi drodzy?
2730:  Przecież tam jest niebezpieczeństwo.
2733:  Tu jest niebezpieczeństwo.
2734:  Ja tam spadnę i będzie niebezpieczeństwo.
2739:  Rewo prowadzi Tomek Działowy.
2742:  Zgrzyt to podcast Gimpera i Rewo.
2743:  Obydwu kojarzę.
2744:  To pewnie, że tak.
2746:  Chętnie.
2749:  W prawo.
2750:  Tam nie ma śmierci.
2751:  Zaufam wam.
2759:  Aha, i co teraz?
2762:  What now?
2766:  Okej, w ten sposób.
2767:  Można i tak.
2769:  W tej grze nie należy się bać ciemności.
2771:  Boże, żałuję, że nie dotarła do mnie klawiatura.
2774:  Spróbuj zaatakować kolce atakiem w dół.
2777:  Okej.
2778:  Odbij się mieczem od... Mieczem od kolców?
2780:  Co wy do mnie mówicie?
2782:  Ja nie zostałem tego w tej grze nauczony!
2787:  Możesz się odbijać atakiem po kolcach.
2792:  Czekajcie, chodzi o te kolce?
2794:  Czyli to jest ten atak w dół, tak?
2796:  O to chodzi?
2798:  Jezus, to jest strasznie trudne.
2802:  Ja tego nie wykonam.
2807:  Nie, nie, nie, nie, nie.
2808:  To jest jakaś late game'owa umiejętność.
2811:  W życiu tego nie zrobię.
2813:  Wymagacie za dużo od Krzysztofa.
2814:  Tak, straciłem przez to dwa życia.
2818:  To już są trzy.
2820:  To jest jakiś horror i koszmar.
2823:  Najwyżsi ludzie, te słowa są dla was jedynie.
2828:  Poza tym punktem, w którym wchodzicie, w kraju króla i stworzenia, wchodźcie przez ten przełom i obejdźcie nasze prawa.
2843:  No, klimat jest, nie powiem, moi mili.
2847:  A tymczasem w naszej zbiórce jest 12 152 zł.
2853:  Okej.
2860:  Wyłączyć teraz muzykę?
2861:  Dobrze, moi drodzy, nie ma problemu.
2864:  Muzyka wyłączona.
2866:  Jakie to szczęście, że mogę to zrobić jednym kliknięciem.
2872:  Bear witness, czyli niedźwiedź świadkiem, to the last and only civilization, the eternal kingdom, Holonest.
2883:  Który będzie stream?
2885:  Dzisiaj gramy na pewno do jakiejś dwudziestej pierwszej?
2890:  Tak myślę.
2892:  Dwudziestej drugiej, przepraszam, nie dwudziestej pierwszej.
2895:  Dwudziestej pierwszej byśmy grali, gdybyśmy zaczęli od osiemnastej.
2900:  Okej, czyli ja nie mogę tu wejść.
2905:  Nie, nie, nie mogę tu wejść.
2908:  Smutne.
2910:  Aj.
2913:  Okej.
2913:  Na pewno tutaj coś jest.
2916:  Tak, śmierć.
2921:  Natomiast powiem wam, że jeżeli się spodoba, to będziemy grać dalej.
2937:  Okej.
2940:  Ech... To jest... To jest bait.
2947:  To jest bait.
2952:  To nie był bait.
2954:  Gra nie dalej to twój obowiązek, pisze Vepolan.
2956:  Dobrze, 12242, dziękuję wam moi drodzy, jesteście absolutnie nieprawdopodobni.
2965:  Mmmmm...
2972:  Dzień dobry.
2974:  No i no dzień dobry wreszcie.
2978:  Lecz się zawsze jak masz duszę.
2983:  Uleczonym.
3003:  Zdjęcia i montaż
3024:  Enkanomia, absolutnie.
3027:  Przepiękna muzyka.
3030:  Autorem muzyki jest Christopher Larkin, pisze Czerwony List.
3039:  Wiwat dla muzyki.
3043:  Ja teraz się zastanawiam, czy ten pomysł, żeby grać w twierdze był dobry.
3051:  Czy w tym momencie zostanie podjęta decyzja, że trzeba przejść całą grę, bo ładna muzyka?
3055:  Jestem bliski tej decyzji.
3063:  Otóż, moi drodzy, napotkaliśmy paszczaka.
3066:  Jest to paszczak.
3073:  Czy to jest wymyślony język?
3075:  Czy to jest ksenojęzyk?
3077:  Limbo następny.
3078:  W Limbo grałem, Limbo jest super.
3081:  Kurczę Poczekaj na pierwszą walkę, a ta to, to prawda Hehehe
3098:  To mi przypomina znakomitą muzykę.
3107:  Jak to się nazywało?
3108:  Ze Skyrimu bodajże.
3109:  Black Ridge.
3111:  Też były Caverns Below.
3113:  Potężne fantazy, Krzysztof, piętnaście prosi.
3116:  Potężne fantazy.
3121:  Wiesz co, muszę ci polecić znowu pryzmata Brenta Wicksa, to jest potężne fantasy.
3126:  Kilio, dzięki za dołączenie do grona wspierających.
3133:  Ławeczki to są ogniska?
3135:  Okej.
3138:  Było to tak, że było miasto za naszą miasteczką.
3143:  Długo się to zniszczyło, ale to wciąż wnosi ludzi do jej głównych głównych głównych głównych głównych głównych głównych głównych głównych głównych głównych głównych głównych głównych
3167:  Okej, przynajmniej nie trzeba wyczerpywać dialogów tak jak w Soulsach.
3171:  Czy mówiło mi się coś o języku w starych grach Bioware?
3175:  Wiem, że Bioware robiło coś takiego, że uzależniało sposób wypowiedzi od poziomu inteligencji, dlatego to była ta gra, gdzie Mak mówił... Oh, fajn, Ashen One w tym stylu, natomiast Barbarzyńca mówił... Me here fight nasty things.
3201:  I to było piękne.
3202:  I uważam do dzisiaj, że build na siłę powinien właśnie mieć takie konsekwencje, więc to pamiętam ze starych gier Bioware'u.
3209:  I z Black Isle, i Wizard of the Coast, tak samo było przecież w Neverwinterze, w baldurze oryginalnym.
3218:  Czemu twoje, czemu twój topór blokuje moje ciało?
3221:  Absolutnie Grimcock, tak było.
3227:  Krzysztof pisze, że oni to wzięli z Fallouta.
3229:  A, z Fallouta, którego nigdy nie pamiętam, ponieważ w niego pogrywałem, a nie grałem.
3235:  Więc możemy odpocząć, moi drodzy.
3237:  Odpoczywa się klawiszem w dół.
3240:  Ale barbarzyńca z Vox Machina to wyjątek Killer Clean.
3243:  To mądry barbarzyńca.
3246:  Okej, czyli odpoczywanie na ławeczce regeneruje nasze wszystkie zużyte żyćka.
3250:  Dobra wiadomość.
3253:  Masz jakiś problem z moim buildem.
3255:  Ostatnio poszukuję, pisze Luminarius, książek oscylujących w klimacie mrocznego, poważnego fantasy i science fiction.
3261:  Czy polecisz coś?
3262:  Jeżeli chcesz amalgamat science fiction i fantasy, to mogę Ci polecić Głębie Marcina Podlewskiego, której niestety nie mam na półce, więc Wam nie pokażę.
3270:  I mogę Ci również polecić bardzo Warhammerowski cykl.
3275:  Game Deck Marcina Przybyłka, przy czym on jest warhammerowski głównie dlatego, że od tak mniej więcej trzeciego tomu w górę przestaje to być tylko opowieść science fiction o detektywie rozwiązującym zagadki kryminalne w światach gier wideo, a zaczyna być, no właśnie, opowieść bardzo warhammerowska.
3292:  Zresztą Marcin Przybyłek kocha Warhammera i pewnie dlatego.
3297:  Krzysztof ma ochotę zostać przyjacielem Świnki Peppy.
3299:  Czy tutaj jest Świnka Peppa także?
3301:  Podoba mi się strasznie jak ta gra dobrze robi interfejs, to znaczy ja już wiedziałem, że tutaj można wejść i nie dostałem żadnej informacji, a równocześnie te wszystkie informacje nakładkowe na interfejsie są w stylistyce gry.
3315:  Lubię.
3317:  For all your mapping supplies will be opening soon.
3320:  I Zelda and Conifer.
3322:  Proszę bardzo.
3323:  Będzie mapka w grze?
3324:  Nie mówcie mi.
3327:  Kiedy książki z Warhammera 40?
3328:  O Boże, ja bym chciał strasznie wreszcie przeczytać.
3331:  Pan Lodowego Grodu też jest dobrym pomysłem.
3333:  Po śmierci siedzicie na ostatniej maweczce.
3334:  Okej, czuję.
3338:  Dobra.
3341:  Co?
3342:  Ja nie chciałem tego zrobić.
3343:  Ja naprawdę tego nie chciałem zrobić.
3348:  Forgotten Crossroads.
3349:  Ależ ta gra jest piękna.
3352:  Ja wiem, że w niej będę strasznie komicznie i wiele razy umierał przy okazji 12670 w skarbonie.
3358:  Nie wiem, jak ty to robicie.
3360:  Jest mapa i kompas, okej.
3363:  I wiem, że będę wiele razy komicznie umierał, ale naprawdę warto w tę grę grać po prostu dla tego, co tu się dzieje.
3369:  Mamy bardzo szeroki hitbox ataku swoją drogą.
3378:  Aaa i udało się!
3381:  Czyli jeżeli ja podskoczę i będę... Dobra, jeszcze raz podskoczę.
3388:  To jestem w stanie przy długim podskoku wykonać przynajmniej dwa takie ataki.
3395:  Okej.
3398:  Ale... Ale optymalnie jest jeden.
3405:  Ja, ja myślę, że będę sam zwiedzał na razie Arturze, nie?
3408:  Bo to, to jest, to jest przeciekawe absolutnie.
3413:  Prawdopodobnie idę w jakimś koszmarnie złym miejscu, ja to, ja to wiem.
3423:  Na razie wszystkich zabijam.
3424:  Zakładam, że to jest cel tej gry.
3429:  To, to nie jest cel tej gry.
3434:  Ups.
3441:  No okej, okej.
3444:  Mówicie, że idę jeszcze w najlepszą stronę.
3446:  O, dobrze.
3454:  Dlaczego celem tej gry jest bicie bossów?
3457:  Rozumiem.
3458:  Czy był już pierwszy wkur... W Nielot Fran, absolutnie.
3460:  Zresztą nie ma się na co, ponieważ mamy 12728 złotych w karbonie.
3465:  Czy będzie licznik śmierci?
3466:  No jeżeli będziemy grać potem w Hollow Knighta, to tak.
3469:  Licznik śmierci mam na innym... w innym profilu w OBS-ie.
3474:  Teraz jesteśmy w profilu charytatywnym, kiedy są, wiecie, te wszystkie liczniki.
3477:  Swoją drogą, moi drodzy, shoutout dla Szymona, który wykonał je, chyba Szymona, jeśli mnie pamięć nie myli.
3483:  Czekajcie, sprawdzę, bo to jest teraz nie fair, co robię.
3489:  Tak jest moi drodzy, Szymon Wróblewski jest autorem tych naszych paseczków postępowych i progresowych, które macie cały czas tutaj pod spodem i w pozostałych miejscach, o tutaj też on jest, więc serdeczne dzięki, bo Szymon się sam wolontaryjnie, charytatywnie zgłosił do mnie i powiedział, że coś takiego zrobi, nieproszony totalnie, więc serdeczne dzięki jeszcze raz i jamnicze podziękowania za coś takiego, bo...
3512:  Wiecie, zbiórka zbiórkami, live live'em, ale jeszcze wokół tego są różne rzeczy, które można robić.
3517:  Czy możecie mi wytłumaczyć, dlaczego ta larwa płacze?
3520:  Właśnie nie wiem, dlaczego robal szlocha.
3523:  Będzie można zbierać nagrody u robala.
3526:  Pamiętaj, żeby dashować.
3527:  Właśnie nie wiem jak.
3529:  Ja dałem shift jako dash.
3531:  I na razie, wiecie co, jestem zaniepokojony, bo faktycznie, przypominam sobie, że to ustawiałem i to nie działa.
3537:  Super dash left control jest.
3540:  Dash left shift, czyli działa.
3543:  Więc jeszcze tego nie wprowadzili chyba.
3545:  Dash jest później, dobra.
3551:  Nie macie wrażenia, że ich tutaj nie było wcześniej?
3560:  Stop, stop, stop, stop, stop.
3561:  Przecież ja zabiłem te robale.
3565:  Ja dosłownie przed chwilą zabiłem.
3579:  Uuu... Uuu... One się respią przy zmianie EKRANU!
3583:  To jest trudniejszy niż Dark Souls.
3586:  Dobrze, ja teraz nie wiem, co mam zrobić autentycznie, ale zrobiłem instynktownie coś dobrego.
3593:  Wiecie, ja swego czasu grałem głównie w takie gry, ponieważ innych nie było.
3599:  Ale to wcale nie znaczy, że osiągnąłem mistrzostwo.
3602:  Natomiast powiem wam, że tak pięknej platformówki nie widziałem w całym swoim życiu.
3609:  Zmieniłem zdanie.
3611:  Jest okropna.
3613:  Ale przeżyłem, przeżyłem ten upadek.
3616:  Na sam dół.
3621:  Ja robię to totalnie na intuicję.
3629:  Podoba mi się, że przeciwnicy odskakują, jak Giza atakujemy.
3632:  Ori?
3633:  Ori mi się... Aaa!
3635:  Do Oriego właśnie jakoś nie miałem ochoty wrócić.
3638:  Może się zmieni coś, moi drodzy.
3641:  13 088, powiedział Krzysztof, niewłaściwie wymawiając tę liczbę.
3646:  Dziękuję, moi drodzy, najserdeczniej 241 osób wpłaciło.
3651:  To też jest piękne w tych naszych zbiórkach, że mnóstwo ludzi wpłaca i strasznie wam za to dziękuję.
3660:  Wiecie, to nie byłaby żadna zasługa, gdybyśmy mieli po prostu tutaj Tectona, nie, wśród was.
3665:  Tecton po prostu by przyszedł, no i by się zbiórka skończyła.
3671:  Ale swoją drogą zawsze się zastanawiałem, jak to jest, że jest kupa streamerów, którzy wydają naprawdę ciężkie pieniądze na, no właśnie, gacha games podobne.
3681:  Ciekawy jestem właśnie, jak to wygląda od strony charytatywnej.
3686:  Nie patrzyłem na ekran, to się nie liczy.
3688:  Ja nie zginąłem.
3691:  137 wishy poszło w gęśnie, w Diabla nareszcie z Raiden Shogun.
3694:  Na Raiden naprawdę warto.
3696:  Czeka, że platformówkę Braid?
3697:  Nie.
3702:  Nie słuchaj, czy ja tu w tej grze się trzeba zgubić?
3703:  Pisze LFA.
3704:  Proszę bardzo.
3706:  To jest kartograf?
3707:  Czy to jest niepraktyczny kartograf?
3710:  Moi drodzy, niepraktyczny kartograf to jest auto, na wypadek, gdybyście nie wiedzieli, najpiękniejszej istniejącej mapy Starego Świata i w ogóle mega wam polecam jego profil na insta, nie na insta, tylko na fejsie.
3721:  Niepraktyczny kartograf.
3726:  To jest najlepsze, że nie ma złej drogi w Hollow Knight?
3728:  Podoba mi się to.
3730:  Listen.
3732:  Uwielbiam ten język tutejszy.
3735:  Hello there!
3736:  Przepraszam.
3738:  Przepraszam.
3745:  Jesteśmy przygotowani.
3748:  Przybyliśmy przygotowani.
3750:  Come down to explore these beautiful old ruins.
3753:  Don't mind me.
3754:  I have a fondness for exploring myself.
3758:  Getting lost and finding your way again is a pleasure like no other.
3762:  Powiedział nikt nigdy kto się zgubił.
3764:  We are exquisitely lucky.
3766:  You and I.
3768:  I'm a cartographer by trade.
3770:  I'm working on a mapping of this area right now.
3772:  Would you like to buy a copy of my work so far?
3774:  Tak.
3776:  Swoją drogą, nice.
3777:  Mamy bardzo ładną liczbę naszej waluty.
3781:  Dawid Bracz, dziękuję za pracę na Rzeczpospolskiej Edukacji.
3783:  Dziękuję Ci serdecznie za trybut.
3785:  A tymczasem, tymczasem, moi drodzy, mamy 13 128 złotych w staronie.
3790:  Lecicie dzisiaj niesamowicie.
3792:  W 2000 będę śpiewał, nie żartuję.
3795:  Bardzo mi się podoba ta liczba, to są monety, ta waluta wewnętrzna, która tutaj jest.
3801:  Miałem, miałem zrobić bardzo głupi dowcip językowy, ale go nie zrobię.
3805:  Oczywiście, że chcę kupić mapę, w jaki sposób mogę to zrobić?
3808:  Yes.
3810:  E. F. Enter.
3814:  Okej.
3816:  A quiet, a map.
3818:  Fun with maps.
3819:  Aaa, zabawa z mapami.
3825:  A jeżeli nie masz głowy do kierunków, czyli ja.
3830:  Musimy znaleźć Izeldę i Tristana.
3849:  Jednorękin Bandeda pisze, że moją sprawą wciąż odkrywa Supergrenivie, czy daje radę je ograć.
3853:  Co począć?
3854:  Ja, nieironicznie, uważam, że jeżeli nie jesteśmy w stanie grać w jakieś gry, ja mam sporo takich gier, ja po prostu oglądam streamy, autentycznie.
3862:  Geo to waluta tutaj, a jak pisaliście Geo, myślałem, że mówicie o żywiole w Genshin Impact.
3868:  I Zelda jest w Dead Mouth?
3871:  Czy właśnie, Szejku, troska w kole powiedziałaś, że i Zelda jest w Ustach Pełnych Piachu?
3877:  Czy ona nabrała piachu w usta?
3879:  Czy nabranie piachu w usta jest tym samym, co nabranie wody w usta, tylko że w wariancie ludzi, którzy są odwodnieni?
3886:  W ten sposób będziesz dalej zbierał mapy.
3887:  Conifer się będzie pojawiał w innych lokacjach i będziesz mógł od niego kupować dalsze części mapy, doradza Zły Czarownik.
3892:  Super.
3895:  No dobrze.
3896:  Jeszcze musimy Izoldę znaleźć.
3898:  She's now opening our new map shop in Deadmau5.
3900:  A, czyli Deadmau5 to jest miejsce, w którym się znaleźliśmy na początku.
3904:  Przy pierwszej ławeczce.
3905:  To była Izolda, nie Izelda.
3907:  Ja będę mówił na nią Izolda.
3908:  Właśnie dlatego.
3912:  Nie wiem dlaczego zaczynam wymawiać to jak Skeksis,
3936:  Pamiętacie Skeksis?
3937:  Oni są w absolutnie najlepszej fanpazy of all time, jeżeli ktoś lubi kukiełkową animację, to znaczy czarny kryształ, black crystal.
3947:  Dobrze mówię?
3948:  Dobrze mówię chyba.
3950:  Deadmau5 to jest taki hub, czaję.
3952:  Warto współpracować z Genshin'em, nigdy nie grałem, jestem ciekaw o co chodzi.
3954:  Lividius absolutnie, sama walka w Genshin'ie jest bardzo sympatyczna i główny quest, pozostałe questy trochę mniej, ale przyjemnie się gra, jeżeli się lubi stylistykę anime, to na pewno.
3963:  Zazdroszczę wszystkim ludziom, którzy grają w Genshin'a teraz, od teraz, mają na świeżo, ponieważ Genshin' ma jedną wadę, to znaczy zero end game'u.
3972:  Dark Crystal to był, proszę bardzo, Mroczny Kryształ Love, cieszę się, że znacie, dobra rzecz.
3979:  Gonciarz woli jego jasną wersję, no tic-tac.
3986:  Złowieszczyźnie Krzysztofa.
3988:  Jak moim zdaniem powinna wyglądać polemika na YouTubie?
3990:  Ciekawe pytanie mi, czy Piran... Ja w ogóle uważam, że polemiki i debaty powinny mieć moderatora.
3995:  To ma wtedy sens.
3996:  Natomiast strasznie nie szanuję, ale znaczy wiecie, ja mogę sobie nie szanować, nie będę walczył z wiatrakami, ale...
4002:  Znaczy jak ja widzę film, który jest komentarzem do filmu, który jest komentarzem do filmu, jak już mam trzecią rekurencję, to trochę już zaczynam być zażenowany.
4012:  Po prostu uważam, że trochę gubi twórców algorytm i wszyscy wiedzą, że podpięcie się pod zasięgi wzajemne dużo daje.
4019:  Ja uważam, że jeżeli ktoś cytuje źródło, to cytuje źródło w opisie filmu.
4025:  I oczywiście można tam cytować kogoś, robić jakieś przebitki, jasna sprawa, oczywiście, no, tego jest to medium, w którym jesteśmy, ale przebitka to jest cytat.
4033:  Jest coś takiego jak prawo cytatu i też coś, troszeczkę się na tym znam, bo jak doradzam ludziom, jak pisać pracę, to się na tym to polega, no, dajecie dwa zdania cytatu i potem swoje dziewięć akapitków komentarza, tak, a nie odwrotnie.
4046:  Więc tak powinny wyglądać polemiki, dokładnie tak samo, jak wyglądają w prasie i w innych mediach, tylko że YouTube po prostu wytworzył swój własny gatunek i on się zmiksował, moim zdaniem, za bardzo z commentary, bo commentary to jest zupełnie osobna sprawa, inszość i kwestia raczej streamerów, natomiast content na YouTubie nie bardzo wie, co zrobić z tym formatem.
4064:  Mam wrażenie.
4065:  Przy okazji 13269 nice.
4068:  When you spend a lot of time by yourself, with just your own thoughts, you forget the niceties of conversation.
4077:  My name is Cony Fire and I've always loved exploring the world.
4080:  Why when I was first hatched?
4082:  Hatched?
4082:  On się wykluł?
4085:  I wandered off immediately, leaving my brothers and sisters and poor mother behind.
4090:  MyReaction nad straszne gówno nienawidzę.
4092:  Gorzej, nawet moi ulubieni streamerzy teraz, między innymi Asmongold, ja widzę jego gębę na miniaturce, klikam i widzę, a okej, to jest znowu reaction.
4102:  Ja bym chciał wreszcie zobaczyć jakiś kawałek vloga, jakiś kawałek własnych przemyśleń albo klipy ze streamu, gdzie on po prostu mówi sam.
4109:  Natomiast niestety większość streamów w tej chwili to jest po prostu oglądanie czyjegoś contentu, co mam wrażenie też bierze się z tego, że po prostu tego contentu jest strasznie dużo.
4116:  To są robaki, dlatego się wykluwają.
4119:  A możemy przyjąć, że to nie są robaki, tylko to jest na przykład hefalump?
4122:  Będzie mi się łatwiej żyło z tym?
4127:  Technicznie rzecz biorąc, wszyscy tutaj to owady.
4129:  Czyli w zasadzie... A!
4131:  O, przepraszam.
4132:  Przepraszam najmocniej.
4133:  I wiecie co?
4134:  Zobaczymy, czy mikrofon będzie zbierał, jak ja odejdę i będę dalej do was mówił.
4138:  A mianowicie...
4140:  Kwestia jest taka, że, że, że, że, że, że, że jest jedna seria książek, która jest o robakach, więc jak lubicie robaki i owady, proszę uprzejmie, mianowicie Cienie Pojętnych, Shadows of the Abbs.
4155:  Adriana Czajkowskiego mianowicie, mega polecam, to ma jakieś, nie wiem, 10 tomów albo 13, coś w tym stylu, bardzo dużo, super sprawa, zbiera mikrofon, aaa, dobra inwestycja, znaczy wiem, że jest, musi być jakiś pogłos pewnie, bo jeszcze nie jest w 100% wygłuszone pomieszczenie i mam tylko wygłuszenie tutaj, ale aaa...
4175:  Co to za mikrofon?
4177:  Sennheiser MKH 416.
4180:  Bardzo jestem zadowolony.
4181:  Przede wszystkim dlatego, że troszeczkę jest głębszy głos, ja zawsze uważałem, że mam za wysoko zawieszony głos.
4187:  Polecajka entomologiczna, jasne, zły czarowniku, tak?
4191:  Jest po prostu trochę ciszej, no.
4193:  No Sennheiser, powiem wam, fantastyczna sprawa.
4195:  Trochę słabiej, ale słychać było, o to chodzi, o to chodzi.
4199:  Zresztą ja byłem odwrócony jeszcze do tego wszystkiego, byłem ciekaw, czy nawet nie ma specjalnie pogłosu, to będzie jeszcze mniej.
4205:  Swoją drogą, bardzo, bardzo polecę wam, jak skończy człowiek mi robić adaptację akustyczną, dla wypady, gdybyśmy mieli jakichś inżynierów dźwięku albo ludzi, którzy po prostu są zainteresowani tematem i potrzebują czegoś takiego, w swoich studiach, nigdy nie wiadomo, jestem niesamowicie zadowolony z tego.
4224:  Taki kurna polonista by nie mógł powiedzieć MKH 416.
4228:  Macie rację.
4230:  Czekajcie, gdzie jest jamnik do bąkowania?
4237:  Bąk.
4238:  Bąk.
4239:  Bąk.
4240:  To jest drzemnik.
4241:  On drzemie i teraz się obudził.
4246:  Dobrze, więc wiemy, że robak zostawił całą swoją rodzinę za sobą.
4250:  Zupełnie jak emigranci.
4253:  That's why as soon as I could, I moved to Deathmouth with my wife.
4258:  To była bardzo mała złośliwość Szpila, zdaję sobie z tego sprawę, ale była to Szpila.
4262:  A huge, unending kingdom to explore right on our doorstep.
4266:  Who could resist?
4271:  No cóż.
4271:  To nawiasem mówiąc, był dowcip, który skradłem Rickiemu Gerves z Armagedonu.
4275:  Boże, jak mi się podobał ten.
4276:  Ja kocham Rickiego Gerves.
4280:  How are you finding my map?
4282:  Problem polega na tym, dobry człowieku, że niestety... Okej, to już czytaliśmy.
4287:  Aaaa...
4303:  To ma być mapa?
4306:  To ma być mapa.
4325:  Nie lubię już tego kartografa.
4330:  Nie, czekajcie.
4331:  A przynajmniej, a czy ja się znajduję gdzieś?
4334:  Czy jestem gdzieś oznaczony?
4336:  A nie, to w środku to jest pewnie boss.
4340:  Mam mapę narzekań, ja mam mapę narzekań.
4343:  Ja zawsze narzekam przecież, dobrze wiecie.
4346:  Przepraszam najmocniej, mapy wyglądają lepiej.
4350:  Potrafię znaleźć od zaraz... Mogę losowo mapę znaleźć, która będzie ładniej wyglądała.
4356:  Proszę bardzo.
4356:  Znajdę wam mapę z gry, której nie znacie.
4358:  A jeżeli znacie, to podziwiam.
4362:  Proszę bardzo.
4364:  Chcecie mapę, która jest estetyczna, graficzna i w ogóle?
4368:  Proszę bardzo.
4369:  Proszę bardzo.
4370:  Piękna mapa z gry Gritfall.
4372:  Bardzo polecam grę Gritfall.
4374:  Tak, też jest niefunkcjonalna, ale przynajmniej jest ładna.
4380:  Więc ja umiem docenić... Nie jest tak, że ja nie doceniam niefunkcjonalnej, tylko estetyczną mapę, ale no... Ona taka będzie, tylko później, tak?
4389:  Czy ja wpier... Nienawidzę swojego życia.
4394:  Czy ja wpierw muszę?
4397:  Okej, to ja może się uleczę.
4401:  Mapa z Gothica najlepsza.
4410:  Nie mogę tego zabić?
4412:  Vegeta pisze, że właśnie ogrywa Gritfall, Gritfall bardzo klimatyczny.
4415:  Gritfall to jest gra AA typowa, więc tam nie macie co oczekiwać, że to będzie jakieś nieprawdopodobne i niesamowite, ale jest naprawdę sympatyczny.
