🔴 Gramy w Twierdzę i Hollow Knight! | WIELKA POŻOGA JAMNICZEJ POMOCY 2024 (cz. 2)
🔗 https://www.youtube.com/watch?v=DUBwMRZed1g

1:  🎵🎵🎵
3166:  Czy z tych kaczek pływających skarpiami jest to pożywienie?
3169:  Nie zadaje się takich pytań Iga.
3173:  Jamnik jedzący asfalt, tego jeszcze nie było.
3175:  Ja nie byłbym zaskoczony, naprawdę.
3177:  Swoją drogą, to Lemony Snicket wymyślił ten dowcip, że najgorsze rozczarowanie, jakie jesteście sobie w stanie wyobrazić, to jak idziecie do kina, zamawiacie popcorn, a zamiast popcornu dostajecie żwir.
3188:  Nie znacie gif... Nie, nie, nie, nie, nie, nie.
3191:  Jak możecie nie znać... Przepraszam najmocniej.
3193:  Gif jamniczy jest ważny.
3198:  Ja zaraz ten gif jamniczy odpalę, tylko muszę się dostać do Chrome'a, to nie jest proste.
3215:  No przepraszam najmocniej.
3217:  Jest ich mnóstwo.
3219:  To jest ten gif.
3224:  W końcu zaczął działać czat, bo szalany to nie jest priorytet dla YouTube'a, żeby czat działał.
3229:  Mój pies potrafi zerzeć nawet sołatę, pisze Demi.
3231:  Widzicie?
3232:  Mówiłem.
3233:  Mój królik przytuptał, kiedy usłyszał chrupanie, pisze Tsuki Tsubana, bo to jest wspaniałe chrupanie.
3237:  Mówiłem wam, że koko jest bardziej wybredna.
3239:  Więc jeżeli będziecie porównywać koko z Lulu, to różnią się nie tylko ciapkami, ale także tym, że koko będzie wolniej spożywać pożywienie.
3249:  Trzeba kupić bilety na Chłopca i Czapla.
3251:  Chłopiec i Czapla jest bardzo sympatyczny, Karolitka.
3254:  Mam ogromną nadzieję, że wreszcie mi się uda to ogarnąć, ale o bogowie.
3259:  Krzysztof Zlitusz, ile tam było zakładek?
3261:  W mojej przeglądarce zakładek?
3265:  To nie jest dużo zakładek, co wy mówicie?
3267:  Gdzie wy macie dużo zakładek?
3270:  Tu jest reszta.
3270:  Wiecie, dużo zakładek nie widzieli.
3278:  Męczą nam pytania.
3279:  Model samolotu z II wojny światowej i historycznie ma malowanie ze swastyką na ogonie.
3283:  Chciałem spytać, czy Instagram mi to zbanuje zastrzeżenie nazizmu.
3286:  Bardzo to jest możliwe.
3288:  Przynajmniej jeżeli chodzi o Niemcy, to jest na tyle rygorystyczne tam prawo, że mógłby być problem.
3293:  W związku z tym Instagram, biorąc pod uwagę, że będzie starał się honorować prawa ze wszystkich krajów, to może robić różnego rodzaju problemy.
3300:  I to wiecie, to jest jeszcze, ja jestem w stanie na przykład otworzyć Chroma ze 100 kartami i na szczęście się udaje to ogarnąć, przynajmniej na tym sprzęcie, bo na innym by się to nie udawało.
3309:  Ja nie umiem inaczej pracować.
3311:  Mam nawet specjalne makra zaprojektowane, że jak zaczynam pracę, to od razu otwieram mi przeglądarkę z 50 kartami, bo tyle potrzebuję do pracy naukowej zawsze.
3318:  Mówię, jakie to jest śliczne!
3320:  Najlepsze jest to, że te koty są spsiały, a psy są skociałe wskutek tego, że przebywają często ze sobą, ale moi drodzy, czy ja przypadkiem nie zabradziarzam zbiórki, czy nie pomijam tego, ile mamy na koncie, a mamy już sporo, moi drodzy, ponieważ w trakcie, kiedy oglądaliśmy Lulu i Koko, przybyło 371 zł, więc mamy 33 371.
3342:  Bardzo serdecznie za to dziękuję.
3343:  Co powiedziawszy, wracam do trzeciego filmu z kanału Lulu & Koko, który wam serdecznie polecam.
3347:  Swoją drogą zapomniałem o tym, żeby wam
3349:  wyświetlić nazwę.
3350:  Jeszcze raz to robię na wszelki wypadek.
3352:  To jest kanał Luent Koko i tutaj mianowicie jest jeden z najnowszych filmów, który oficjalnie jest najlepszą rzeczą, jaką ja widziałem w całym swoim życiu.
3358:  Zostałem was z początkiem tego filmu.
3360:  Idę po mój kokrejl, ponieważ umrę z głodu.
3399:  Krzysztof powrócił!
3400:  Krzysztof powrócił!
3401:  Mam nadzieję, że w odpowiednim momencie!
3404:  O, tak!
3405:  Tak!
3410:  Wspaniałe.
3412:  W związku z powyższym, wprowadzając, to jest tunel do zabawy dla kotów, natomiast problem polega na tym, że jamniki uznają, że to jest tunel do zabawy dla nich.
3419:  Koniec wyjaśnienia.
3422:  Proszę nie pisać, że magia ogia jest słaba, jest to nieprawda.
3425:  Jest również nieprawdą Ziggy, że magia powietrza jest najlepsza, ponieważ ogień jest w stanie, znaczy ogień jest w stanie się rozwijać wtedy, kiedy magia powietrza się odpowiednio dmuchnie, ale z drugiej strony, a nieważne.
3440:  Proszę bardzo.
3443:  Z czego tworzy się metajamnik?
3444:  Metajamnik tworzy się z wielu jamników, które są zgromadzone w jeden olbrzymi twór.
3449:  Jestem przekonany, że istnieje takie anime.
3456:  Tutaj zaraz się zacznie działać, moi drodzy, przerażająca rzecz.
3459:  Wracając do żwiru i popcornu, proste.
3460:  Popcorn jest niedobry, zaś ze żwirem da się wiele pożytecznych rzeczy zrobić, pisze zdarza Czadronów.
3465:  Wrzucić w betoniarkę, albo jak wskoczył Pajtonu, wetrzeć we włosy na śniadanie.
3470:  Można?
3471:  Jak najbardziej.
3473:  Gdyby nie można było, to Pan Bóg by inaczej świat stworzył.
3476:  Czy istnieje stopień doktora rehabilitowanego inżyniera?
3478:  Ktoś mi tak napisał na sprawozdaniu, myląc imię naszej prodziekan, cały rok się śmieje.
3482:  Nie, to musiał być żart.
3485:  Zaprzemiał jak tekst z cyklu o niezwykłych przygodach Nicolasa Flamela.
3489:  Prawda?
3489:  Prawie.
3493:  Jeżeli, moi drodzy, zastanawialiście się kiedykolwiek,
3497:  Czy potrzebujecie jamnika do waszego kota do kompletu lub odwrotnie, kota do waszego jamnika do kompletu, to już wiecie, że potrzebujecie.
3506:  To jest prosta sprawa.
3507:  Magią powietrza zamieniasz tlen na dwutlenek węgla w płucach albo zabierasz tlen magowi z otoczenia i nie zapali sobie nic bez tlenu.
3513:  To jest prawda pod warunkiem, że magia będzie funkcjonowała w naszej rzeczywistości, a nie funkcjonuje w naszej rzeczywistości, w związku z tym zawsze jest margines na jakieś wyjaśnienie dodatkowe.
3521:  Czy widzimy nowego awatara Anga?
3523:  Nie widziałem.
3525:  Jeszcze.
3526:  Czy widziałeś ostatni odcinek podcastu, jeżeli tak, co o nim myślisz, pyta ducha.
3530:  To jest ciekawy take, widziałem, uważam, że można było zrobić ten odcinek kiedy indziej, natomiast co do zasady zgadzam się na pewno z tym, że mamy pewien problem z tym, że
3543:  duża część akcji charytatywnych jest przejęta przez bonców i multimilionerów, ale z drugiej strony, moi drodzy, gdyby nie oni, to nie można byłoby kupować konkretnego sprzętu i rzeczy, więc ja jestem troszeczkę rozerwany tutaj w ocenie i na przykład, jeżeli chodzi o sam WOŚP, to odpowiada mi właśnie ta idea składek i zbierania, natomiast niekoniecznie lubię ten aspekt licytacji celebryckiej, nie?
3563:  To znaczy, o, kup sobie za 40 tysięcy kolację i tutaj wstaw nazwisko celebryty.
3568:  No dla mnie to jest trochę mech, ale to jest moja ocena, prawda?
3571:  Więc zresztą częściowo rozumiem argumenty dwóch lewych rąk, ale myślę, że trochę już przeintelektualizowali z tym akurat opisem samego WOŚP-u.
3579:  Można było to po prostu zrobić w innym momencie.
3581:  Uważam, że zwłaszcza teraz akurat potrzebujemy więcej wsparcia dla tych inicjatyw niż krytyki, biorąc pod uwagę, że przez ostatnie 8 lat była głównie krytyka.
3592:  Więc za rok, za dwa lata możemy wrócić do zastanawiania się nad tym, co zrobić lepiej.
3597:  Swoją drogą, myśmy mieli na bez schematu kiedyś rozmowę z Filipem na temat tego, co Włoś mógłby robić lepiej.
3603:  Niezmiennie uważam, że ma niezagospodarowany segment livestreamów i niezmiennie uważam, że gdyby Woźb silniej poszedł na Twitcha, na YouTube'a i robił akcje dla streamerów, wyszłoby naprawdę dla wszystkich najlepiej.
3617:  Ja na przykład nie mam możliwości ogłoszenia zbiórki przez YouTube'a, YouTube Giving jest coś takiego, na Woźb bezpośrednio, bo Woźb jest nierozpoznawany jako fundacja tam.
3627:  To jest jedna z pierwszych rzeczy, jakie ja bym zrobił, gdybym pracował w którymkolwiek ze sztabów samej fundacji.
3633:  Zainteresował się tym, jak fundacja ma zaistnieć tak, żeby można było się pod nią łatwo podpinać, bo to zawsze chodzi o łatwość w internecie.
3643:  dzisiaj na kanał, nie wiem, proszę, widzicie jak to jest z Lulu & Friends?
3646:  Mijają te filmy i nawet nie wiemy kiedy.
3648:  Dobrze, moi drodzy, obiecana Lulu & Friends jest na 33 tysiące, lecimy, moi drodzy, dalej, tymczasem mamy 33 581 w naszej skarbonie i wracamy do radosnego twierdzowania.
3660:  Na YouTube Giving są tylko amerykańskie fundacje i listy.
3663:  No właśnie, racja welly.
3664:  Pytanie dlaczego?
3666:  Moim zdaniem jest to totalnie niesłuszne.
3668:  Nie ma żadnego powodu, żebyśmy byli traktowani cały czas jak kraj trzeciego świata przez amerykańskie firmy.
3674:  Nie podoba mi się to bardzo.
3676:  I w tym się ten mój mały polski patriotyzm wyraża, że...
3680:  Staram się walczyć o to, żeby było troszeczkę inaczej.
3682:  Między innymi dlatego też streamuję po polsku.
3684:  Mógłbym streamować bez żadnego problemu po angielsku, bo jeżeli jestem w stanie wygłosić wykład po angielsku, to jestem w stanie streamować również po angielsku.
3690:  Natomiast nie robię tego z bardzo prostego powodu.
3693:  Uważam, że urodziłem się Polakiem i jedną z tych rzeczy, które mogę robić, jeżeli jestem w stanie, to działać na rzecz akurat naszego kraju i naszych widzów, a niekoniecznie widza międzynarodowego.
3705:  Coś na 35 tysięcy?
3706:  Nie wiem, zapomniałem.
3708:  Ktoś coś wymyślił i to było dobre.
3712:  Czy widzieliście, że Mikołaj Marcela pisał, że we wtorek będzie występował w Sejmie?
3714:  Widziałem, widziałem.
3715:  Ciekawa sprawa.
3716:  Magią wody przy Just Like It teoretycznie można byłoby kontrolować wszystkie płyny w ciele.
3719:  Mam wrażenie, że to zostało kiedyś wykorzystane.
3722:  Na pewno byłoby wykorzystane w którymś z odcinków The Boys, gdyby tam byli magowie.
3725:  Boże, wyobrażacie sobie The Boys, ale z magami?
3728:  To byłoby coś wspaniałego.
3732:  Dobrze, czy nie macie wrażenia, że troszeczkę zapuściłem się z rozwojem naszej fortecy?
3737:  Chyba tak.
3737:  Nie mamy na przykład, proszę bardzo, nie mamy na przykład młynu, nie mamy na przykład wspaniałej i wielkiej liczby piekarni.
3747:  Natychmiast to należy naprawić.
3750:  W Avatarze Legendzie Anga była magia krwi.
3753:  No właśnie, macie rację, oczywiście.
3756:  Tamże to było.
3757:  I było to wspaniałe.
3759:  Potrzebujemy też więcej kaplic.
3760:  Potrzeba więcej złota.
3762:  Trzeba więcej złota.
3763:  No przecież jakaś tragedia, na pewno mam więcej złota.
3765:  Nie masz wystarczającej ilości towaru.
3766:  Dwieście pięćdziesiąt... Dwieście pięćdziesiąt kaplica, co za zdzierstwo.
3771:  Bloodbending w Avatarze, tak to się nazywało.
3777:  w Gen V jest Magini Krwi, ale dla mnie Gen V w uniwersum The Boys jest niekanoniczne, to znaczy ja odmajam istnienia tego serialu, ale słuszna poprawka, nie podobało mi się strasznie Gen V, wiecie?
3790:  Mam wrażenie, że jeżeli się porówna The Boys samo z Gen V, no to jest troszeczkę tak, aby porównywać Avatara, Legendę, Anga i Riverdale.
3800:  W Avatarze było kontrolowanie tym lepszym, oczywiście.
3803:  Tak, tak.
3804:  To jest lepszy.
3805:  Magia krwi w trylogii Czarnego Maga?
3806:  A, to mi nawet umknęło.
3807:  Znaczy, tam chyba są rytuały oparte na krwi.
3813:  H2 wystarczy kropla, pisze Laurka.
3816:  Podczas rozmrażania dziewczyny robiły tak, żeby jej nie zabić.
3819:  Proszę bardzo.
3822:  W Bloodbending można wykorzystać do leczenia zaburzeń erekcji.
3826:  Bąk!
3827:  Bąk!
3828:  Podwójny bąk!
3833:  Ale to jest... nieironicznie.
3836:  Bardzo słuszny take.
3843:  O nie.
3846:  Ta druga wieża jest nieobsadzona.
3847:  Tak jest, moi drodzy, ale to się wszystko skończy.
3850:  Najznamienitszym władcą.
3852:  Najznamienitszym władcą jesteśmy.
3854:  To wy jesteście najznamienitszymi władcami.
3856:  Wiecie dlaczego, moi drodzy?
3857:  Ponieważ w skarbonie mamy 34 407 zł.
3862:  Coś, że jakaś wpłata sążna poszła, moi drodzy, swego drogu, tak a propos.
3867:  Mamy zwycięzców, jeżeli chodzi o dwie najwyższe wpłaty, te, które są od strony Dominiki Jamniko, twórczynie Klimcza, w związku z powyższym.
3873:  Jeżeli chodzi o obrazy zapewnione przez Dominikę, na razie zwycięzcy są.
3878:  Zobaczymy, jak będzie to do końca zbióreczki naszej.
3881:  Czy stać mnie na czwarty oddział łuczników?
3884:  Jeszcze nie.
3885:  Dobrze, czy jest produkowany chlebuś?
3887:  Jest, chlebuś jest.
3889:  W ogóle awatar Legenda Anga był super.
3894:  strasznie brakuje mi kolejnej odsłony.
3898:  Legendę Kory też bardzo lubię, jestem po stronie tych fanów, którym się to bardzo podobało.
3903:  I jeżeli Netflix to spieprzy, obiecuję, poświęcę
3907:  poświęcę przynajmniej serię live'ów plus recenzję, żeby zjechać Netflixa za zbezczeszczenie legendy Anga.
3916:  Potraktuję to dokładnie tak osobiście, jak potraktowałem zszarganie Tolkiena i jak potraktowałem równocześnie zszarganie Wiedźmina.
3923:  Legenda Kory jest za długa?
3925:  Nie miałem takiego wrażenia, ale ja legendę Kory lubię bardzo światotwórczo, wiecie?
3934:  Jakie są najwyższe kwoty?
3937:  21137,69 groszy, moi drodzy.
3939:  Dobrze, mamy w tym momencie prawie obsadzoną wieżę.
3944:  Wieżę w zwierzę.
3945:  Będzie film o Zuko, nowa seria o awatarze Magia Ziemi i seria o Kyoshi przy Ezju.
3950:  Proszę bardzo, ale to mówisz o animka?
3954:  Mi właśnie brakuje animki.
3955:  Jeżeli chodzi o live action, to mogłoby dla mnie nie istnieć, szczerze powiedziawszy.
3961:  Jak już weszliśmy na temat seriali, jak Ci się podoba Percy Jackson?
3964:  Podoba mi się.
3965:  Szykuje się też recenzja prawdopodobnie na kamerach.
3967:  Mam wrażenie, że nie jest jakoś przesadnie i ekstremalnie popularny.
3970:  Dobrze.
3971:  Ale to też nie jest kanał, w którym się analizuje przesadnie, ekstremalnie popularne rzeczy.
3975:  Mamy również bardzo dużo chmielu.
3978:  To oznacza, że skoro rośnie nasza popularność, możemy postawić przynajmniej dwa browary radosne.
3983:  Obok dwóch browarów możemy postawić ze dwie karczmy, dokupić piwo.
3989:  i zacząć natychmiast ściągać gotowiznę z naszych poddanych.
3995:  Noam z perspektywy przyszłego diagnosty laboratoryjnego pisze, że akcja z zeszłego roku wojsk zapewniła sprzęt skratający czas diagnozy sepsy z 72 godzin do 3 godzin.
4004:  Dziękuję pięknie za sprzęt.
4005:  To jest to samo, co mówił swoją drogą jeden z bardzo konserwatywnych członków mojej rodziny.
4011:  Na tyle konserwatywny, że wyobraźcie sobie, że tutaj jest takie spektrum, okej?
4016:  Przepraszam za dotknięcie mikrofonu.
4018:  Tu jest spektrum, tak?
4019:  Powiedzmy, że w tym miejscu jest Janusz Korwin-Mikke, gdzieś tutaj jest Grzegorz Braun, a mój... członek mojej rodziny, żeby nie piętnować, był gdzieś tam.
4030:  Poza kadrem, jeżeli chodzi o prawicowość poglądu.
4033:  I tak przyznawał, że chwała Bogom, że jest woźb i dzięki temu, że można było sfinansować sprzęt, to szpital miał się lepiej.
4043:  Działa.
4046:  Proszę bardzo.
4048:  No tak to bywa, moi drodzy, czasem, że poglądy poglądami, ale równocześnie ja szanuję, jeżeli ktoś potrafi mimo to powiedzieć dobra i wyjść poza banieczkę, w której się nauczyliśmy łączyć ze sobą rzeczy, które się nie powinny ze sobą łączyć.
4064:  Więc strasznie denerwuje to, jak ludzie mają takie przekonanie, że są takie pakiety światopoglądowe, że jeżeli ktoś głosuje na przykład na prawicy, to automatycznie musi nienawidzić wojsku.
4072:  To jest tak kretyńskie, że to się w głowie nie mieści.
4082:  Dopiero wbijam, mam pytanie, dlaczego w ogóle jest ta dyskusja o Wojciech Przesznówkim, ponieważ ludzie się bardzo często dopytują, gdyż, albowiem, cały czas, moi drodzy, jest taka narracja, zauważcie, na 35 tysięcy intro do Wiedźmina, a wiecie co?
4095:  A dlaczego jedno intro do Wiedźmina?
4097:  A zróbmy sobie za te 300 zł dalej, radośnie, bo Kalif teraz padnie, moi drodzy.
4104:  My teraz najmiemy asasynów i Kalif padnie.
4106:  To trzeba nam nowych rekrut.
4108:  Więc obejrzyjmy sobie nie tylko intro do pierwszego Wiedźmina, ale obejrzyjmy sobie najlepszy trailer, jaki kiedykolwiek powstał.
4114:  To znaczy trailer do Wiedźmina II Assassin's of Kings.
4118:  O Boże, tak.
4120:  I potem jeszcze ogarniemy Pannę z Wikowaro.
4122:  Pannę z Wikowaro, moi drodzy, to ja muszę być bardziej zdeterminowany.
4126:  Powiedzmy, że na 37 tysięcy ogarniemy Pannę z Wikowaro, głosem trolla.
4131:  Obiecuję.
4133:  Ja mam poglądy prawicowe, tylko my nie rozumiemy ludzi, którzy mają coś do wywołać.
4135:  Jeszcze fanatek.
4136:  No i właśnie o to chodzi, moi drodzy, że strasznie fajnie, że udaje się unikać takich pakietów światopoglądowych.
4143:  Czy chciałbyś obejrzeć serial na bazie Andre Norton?
4145:  Jezu, tak, Krzysztof.
4146:  Jeżeli myślisz o świecie czarownic, oczywiście.
4148:  Świat czarownic bardzo lubię i cenię.
4150:  Bardzo bym chciał.
4151:  W ogóle, jak nie znacie świata czarownic, a chcecie radośnie spędzić czas i poczytać sobie jakieś klasyczne fantazy, to jak najbardziej.
4159:  Ja tu jamniki polecam, a Krzysztof nic pisze i nariokami.
4162:  Jakie jamniki?
4163:  Gdzie?
4163:  Czy chcesz tekst do Panie Zwickowaro?
4165:  Bardzo chcę Grimhawk.
4169:  Na 442 tysiące obejrzeć cinematic do LOLa na sezon 2024.
4173:  Bez przesady!
4174:  Czy po obejrzeniu Persiego ma zamiar sięgnąć po książkowy pierwowzór?
4178:  Znaczy w sensie, że jeszcze raz?
4179:  Bo chyba... Ja czytałem kiedyś Persiego, ale to było bardzo dawno temu i chyba raczej na początek czytałem.
4184:  Możliwe?
4185:  Nie wykluczam.
4187:  35 tysięcy?
4189:  Szybko poszło, moi drodzy!
4191:  No i kiedy ja mam zabić Khalifa?
4196:  Kiedy ja mam zabić... Właściwie po prostu nie powinienem powiedzieć, kiedy ja mam zabić Khalifa.
4201:  Dobrze.
4203:  Zrobimy w ten sposób.
4205:  Sprawdzimy.
4207:  To są moje autentyczne sejwy, tak nawiasem mówiąc.
4210:  Zabić Khalifa.
4213:  Zabijemy Khalifa.
4214:  Dobrze, moi drodzy.
4215:  Zobaczymy, czy nasza obrona jest nieprzenikniona.
4218:  Taki jest plan.
4220:  Ja w tym momencie przełączam się radośnie, po pierwsze na ekran zbiórki i bardzo wam dziękuję, bardzo jeszcze raz wam dziękuję za 35 tysięcy i niezwłocznie, bez żadnej zwłoki, natychmiast odpalamy doskonałe intro do Wiedźmina I, mam nadzieję, że CD Projekt Red mnie nie zabije.
4237:  Wiedźmin 1 intro.
4239:  I to jest po to, żebyście, jak obejrzycie na przykład Nie Dajcie Bogowie, czwarty sezon Wiedźmina, żebyście pamiętali, jak się porządnie to robi.
4246:  O, jest nawet w Full HD, doskonale.
4249:  Moi drodzy, moi drodzy, cisza na morzu, cisza w konacie, czas aż Hemherna robił w gacie.
4256:  Lecimy.
4267:  Oczywiście, że to jedynki.
4268:  Nazywał się Geralt z Rivi.
4273:  Był wiedźminem, zabójcą potworów.
4276:  Dostał nietypowe zlecenie.
4279:  Miał zdjąć klątwę z królewskiej córki.
4282:  Wystarczyło spędzić z nią noc.
4285:  Od zmierzchu do świtu.
4287:  Ale królewna była zaklęta w potwora, strzygę.
4291:  Zdrajca odpowiedzialny za klątwę miał być przynętą.
4310:  Jeden raz, żebym zobaczył przygotowanie Wiedźmina Geralta w Netflixie do walki z potworem.
4315:  Jeden raz.
4317:  Jeden raz, żebym zobaczył transformację.
4318:  To nie.
4327:  Coś wspaniałego.
4328:  Okropny był ten Geralt z pierwszej części.
4330:  Bam!
4332:  Gdzie są moderatorzy, gdy są potrzebni?
4338:  Ja pamiętam, jak zobaczyłem ten trailer po raz pierwszy i ja byłem tak nieprawdopodobnie podekscytowany, bo to był pierwszy film de facto wiedźmiński, który dla mnie oddawał esencję tego, kim jest Wiedźmin.
4356:  Była bardzo duża różnica między Wiedźminem zbudowanym, a Wiedźminem w tym filmie domyślnym.
4371:  Kolejnego kmiecia mniej.
4376:  Będzie taki piękny moment, że zostaną tylko Wiedźmini i Magowie.
4380:  Dobrze.
4381:  I potwory.
4383:  Muzyka genialna, absolutnie.
4386:  Zapominamy zbyt często, że przed Percivalem Schuttenbach też była genialna muzyka do Wiedźmina.
4419:  Taka nie jest szczególnie urodziwa, ale nie powinna być.
4439:  Czy to Wiedźmin 1 nie inaczej Nightflash?
4443:  Oglądamy z racji osiągnięcia 35 tysięcy w biureczce.
4450:  Srebrny łańcuch.
4452:  Nie zobaczyłem tego ani razu w serialu Netflixa.
4460:  Ani razu.
4466:  W ogóle w serialu Netflixa miałem wrażenie, że Geralt bardziej walczy z ludźmi niż z potworami.
4472:  Który to był rok?
4475:  Już wam mówię.
4481:  2007.
4481:  Więc wiecie, jak na 2007 to naprawdę niezłe rendery.
4494:  Co to jest za znak?
4502:  Gdzie to jest Igni?
4503:  To nie pali!
4511:  Wyście widzieli moje igni?
4519:  Art, jeszcze gorzej.
4522:  Albo heliotrop.
4525:  Co robił znak heliotrop?
4538:  Znak heliotopu zatrzymuje zakręcia, więc kurczę, może... Ja wam dam ART.
4548:  ART nie istnieje jako znak.
4550:  Albo połączenie Igni i ART.
4561:  Praca kamery genialna, prawda, Aurora?
4592:  Heliotropo wbił zaklęcie i składało się go krzyżując ramiona.
4594:  Przed klatką piersiową pisze Szymon Wróblewski.
4596:  Okej.
4601:  Mam wrażenie, że to jest najmniej pamiętany znak.
4652:  Ponadprzeciętnie kocham tę muzykę.
4667:  Wiedźmin odczarował królewnę.
4670:  Stał się sławny.
4672:  Potem wielka wojna zmieniła oblicze świata.
4675:  Nastał czas miecza i topora.
4678:  Czas bogardy.
4681:  Słuch o Geralcie z Rivi zaginął.
4685:  Ale to już inna historia.
4692:  Teraz już się nie robi takich, nie robi się już takich gier.
4697:  Nie ma już takich gier.
4700:  Nie, ale, ale, ale... Wspaniałe!
4703:  Dziękuję, żeście to podsunęli.
4704:  Natomiast, moi drodzy, to nie jest wszystko, ponieważ umówiliśmy się jeszcze na Wiedźmina 2 i chodzi o trailer Xboxowy.
4712:  Mam nadzieję, że mi się do łuda znaleźć, ponieważ trailer Xboxowy Wiedźmina 2 jest jeszcze lepszy.
4716:  Teraz już nie ma czasu, absolutnie.
4718:  Ja go absolutnie kocham, ale w tak zwanym międzyczasie, moi drodzy, zebrało się w naszej zbioreczce 35638, za co serdecznie dziękuję.
4726:  To jest, moi drodzy, trailer do edycji rozszerzonej.
4730:  Wiedźmina II, który ukazał się oryginalnie na platformy Xbox głównie.
4738:  360, ten z leto.
4739:  I to już jest swoją drogą, moi drodzy, to już jest trailer robiony przez ekipę Platyś Image Tomasza Wagińskiego.
4745:  Więc ludzie, którzy byli nachypowani na serial Wiedźmiński, liczyli na to, ok?
4750:  Co dostali tutaj.
4751:  To tak w ramach kontekstu, dla ludzi, którzy nie rozumieją, dlaczego komuś się może nie podobać serial Wiedźmiński.
4758:  Bandai Namco, proszę, proszę.
4763:  To jest absolutnie przegenialny trailer.
4765:  Swoją drogą, z tego co pamiętam, były fragmenty jego robione w Alvernia Studios pod Krakowem.
4778:  Nieironicznie, lubię też ten trailer dlatego, że pokazuje, że łucznicy nie mają żadnych szans.
4792:  Stare logo CD Projekt i w ogóle stary CD Projekt Red, co będzie na 40 tysięcy?
4796:  Gramy w Hollow Knight, nie żartuję.
4808:  Wiedźmin Itza jest z 2012 roku.
4810:  Wydaje mi się, że tak, ale jeszcze sprawdzę.
4817:  2011 było na PC-ty, ale potem było wydanie na Xboxa też.
4821:  Nie wiem, czy to było rok później.
4825:  Dobra, dobra, Wynter.
4826:  Mac tutaj ma piękne wejście.
4835:  Tyle lat wciąż wygląda dobrze.
4837:  Porównajcie sobie to do trailerów, które dzisiaj bardzo często wychodzą i nie opowiadają spójnej historii, tylko są robione wedle starego modelu In the world of potatoes, one carrot will rise.
4847:  Cisza.
4865:  Zwrócę uprzejmie uwagę, że gdyby nie interwencja maga, umarliby wszyscy miecznicy, wszyscy łucznicy i ten głupi król, okej?
4873:  Więc mag już swoje zrobił.
4890:  I tak umarli.
4891:  Proszę, bez spoilerów.
4929:  Nie wiesz?
4963:  Jakie to szczęście, że Mach się zdążył teleportować z tego statku.
4967:  Bardzo, bardzo się z tego powodu cieszę.
4977:  Ta muzyka jest kinga, jedna z moich ulubionych absolutnie.
4981:  Lubię zaczynać prezentację od fragmentu tej muzyki, ale chciałem zwrócić uwagę na jedną rzecz, moi drodzy.
4987:  Tak a propos naszych wiecznych bojów w Dark Souls.
4991:  Chciałem zwrócić uwagę na to, że tak wygląda kula ognia, okej?
4995:  To, to.
4997:  Ja chcę zobaczyć to w grach.
4999:  Nie chcę widzieć kuli ognia, która jest ekwiwalentem rzucenia chusteczką do nosa, tak?
5005:  Nie chcę takich kul ognia.
5006:  Chcę takie kule ognia.
5008:  O, takie.
5010:  Powtórzmy dla referencji.
5012:  Właśnie takie kule ognia bym chciał.
5014:  Dlaczego ich nie dostaję?
5016:  To jest strasznie zasmucające.
5018:  Moi drodzy, dziękuję serdecznie za pomysł wspaniały w postaci dwóch trailerów wiedźmińskich.
5025:  Zobaczymy, co się będzie działo za moment w twierdzy, bo już się boję.
5028:  35 tysięcy wszelako...
5031:  osiemset osiemdziesiąt sześć w naszej zbióreczce.
5034:  Let's go, moi drodzy, jako się rzekło, na czterdzieści tysięcy odpalamy Hollow Knighta, którego zaczęliśmy wczoraj, było absolutnie przewspaniale, ale że dzisiaj się zobowiązałem do twierdzy, gramy w twierdzę, no i proszę uprzejmie, wszystko wskazuje na to, że dalej wygrywamy i mamy dwadzieścia jeden tysięcy siedemdziesiąt trzy sztuki złota.
5056:  Boże, tak niewiele brakowało.
5058:  Nie.
5062:  Na 36 tysięcy oglądamy trailer Wiedźmina 3.
5065:  Dobrze.
5067:  Dobrze.
5069:  Wiedźmin 3 jaki miał?
5070:  Boże, nie pamiętam trailera Wiedźmina.
5072:  Już wiem, co to jest za trailer.
5074:  Już wiem, był wspaniały.
5079:  Ja zawsze, jak Jim mówił, poczuj moc, mówiłem, poczuj mocz.
5084:  Ale to dlatego, że grałem w tę grę mniej więcej po raz pierwszy wtedy, kiedy w Krakowie jeszcze funkcjonowało coś takiego jak szalety publiczne w centrum.
5092:  I one nie przypominały tych szaletów, które są obecnie.
5096:  I to ale, w zasadzie nie, one zasługiwały na słowo szaleć.
5100:  Nie miały nic wspólnego z to, ale to było przerażające.
5103:  Czy też masz takie wrażenie, że gry od kiedy są traktowane jako biznes, straciły coś ważnego?
5107:  No nie, ponieważ jest też takie jak Baldur's Gate 3, prawda?
5110:  Da się robić dalej takie gry, moi drodzy.
5112:  Tylko trzeba.
5114:  To ja mi rocznicę piszę, Jaolin, i zaiste 12 miesięcy wsparcia, moi drodzy.
5119:  Bardzo dziękuję serdecznie, Jaolin, za wsparcie tak długie.
5123:  Nie daj się namawiać na ten trailer Ligi Legend z tego roku.
5126:  Naprawdę warto.
5126:  No dobrze, dobrze.
5128:  Zobaczymy, co się da zrobić.
5134:  Czy tutaj mamy szansę z nim?
5135:  No tutaj może być, moi drodzy, ciężko z tym oblężeniem, dlatego też naszą taktykę trzeba troszeczkę wzbogacić.
