🔴 Mucha, to nawet nie jest ona — THE THAUMATURGE Livestream #2
🔗 https://www.youtube.com/watch?v=APtadCvjLRY

16:  Dziękuje za uwagę.
2139:  Wiesz co, Bartku, ja nie jestem e-sportowcem, więc chyba nie.
2142:  Oho.
2143:  Oho.
2156:  Raz Stalin, raz Lenin, raz Putin.
2158:  Dobrze, otwórzmy najpierw to miejsce.
2160:  Tu jest, moi drodzy, kibel.
2162:  Jeżeli czegokolwiek mnie nauczyły gry, to to, że tutaj są istotne rzeczy, na przykład paproć.
2168:  Przepraszam z najserdeczniej.
2170:  Już sprawdzam.
2171:  Dzięki za wsparcie od 11 miesięcy.
2173:  Anyway, jamnik tak jest.
2175:  Marta F. Dziękuję za wsparcie od 17 miesięcy.
2177:  Marta F. pisze, że po 6 miesiącach szukania znalazła pracę.
2182:  Wszystkiego jamniczego dla Ciebie.
2184:  Gratuluję najserdeczniej.
2185:  Moi drodzy, jak się możecie dla Marty zajamniczyć, to będzie...
2189:  Jak tu pojawiają Polacy holsomowo.
2191:  Stoik zaproszeń na herbaty i obiady doznacznych warszawskiej osobistości.
2196:  Ostatnia od hrabiny Lermontowej.
2197:  O Boże, jak ja widzę hrabinę Lermontowa, to mi się pojawia taki wielki od razu denel w głowie.
2204:  Piękniutki się zrobił nasz protagonista.
2206:  Wreszcie ktoś chwali wybory estetyczne biednego, schorowanego i starego Krzysztofa.
2212:  Proszę bardzo, co tutaj jest?
2214:  Posłuchaj.
2216:  Zaraz, zaraz, zaraz, zaraz, zaraz, zaraz, zaraz, ja jeszcze nie chcę wchodzić do saloniku.
2221:  O, proszę bardzo, ja tu to mogę przeczytać coś.
2226:  365 obiadów za 5 zł przez Lucynę P. Chleb najlepiej razowy, cienko pokrajać i ususzyć, żeby się zarumienił, potem utłucz go na mąkę.
2237:  Wziąć tej mą... Wziąć!
2244:  Wziąć tej mąki z chleba łyżek stołowych trzy, wina francuskiego kieliszek, cukru kubek, wbić w to osiem żółtek, wsypać trochę goździków, cynamonu, wanilii tłuczonej, wlać łyżkę masła klarowanego i piany z tych ośmiu białek, wymieszać razem, wlać w rondel masłem wysmarowany i bułko wysypanej wstawić do pieca na kwadrat.
2267:  I to będzie takie dobre!
2270:  I takie pyszne!
2272:  i takie wspaniałe, że Lucynace obejrzy 365 dni i nawet nie poczuje, że umierają jej szare komórki, ale cicho.
2287:  cicho, bo choroba choroba weźmie.
2291:  Nie bądź chytrym kudasem i zrób obiad za pięć złotych przez Lucynę C. Nie mów, że to drogie jest.
2301:  To tanie.
2302:  Tanie.
2304:  Bagno moralne, moi drodzy.
2308:  Leki i tynktury.
2311:  Chyba nic innego nam nie pozostaje, tylko... A?
2317:  Proszę, ba.
2319:  Proszę bardzo.
2320:  Butelka drogich perfum wręczona Rasputinowi przez nadarzyńskich.
2323:  Nadarzyńscy to są następne postaci, które mogłyby się pojawić w książce Denela i nikt by nawet tego nie zauważył.
2328:  Z pewnością jako sugestia, że mógłby spróbować zamaskować swój intensywny zapach z korzyścią dla wszystkich.
2333:  Prezent został przyjęty i odstawiony, od tamtego czasu nieużywany.
2336:  Tęsknimy za foodem perorą.
2337:  Ostatnio coś wrzucił.
2340:  W XIX wieku wziąć było dopuszczalne.
2342:  Serio?
2344:  Tego nie wiedziałem akurat, bo starą ortografię kojarzę, ale nie w tym akurat odniesieniu.
2351:  Krzysztof nie udaje Food Emperor'a Mrocznej Detektywy, ja po prostu nim jestem, dlatego tam nie ma aktualizacji na kanale, że się nie wyrabiam.
2358:  Ponieważ, jak wiadomo, jestem doskonale znany z moich umiejętności kulinarnych.
2368:  Aha, tak.
2370:  Bardzo, bardzo znany.
2372:  Wyciągnijmy wniosek, moi drodzy.
2374:  Ja nawet nie wiem, co tutaj się dzieje.
2375:  Państwo nadarzyńscy są wygodnie ustawieni.
2378:  I Boże, zupełnie jak połowa ludzi w polskiej nauce, dość zamożni, żyją komfortowo, mają znajomości w towarzystwie.
2385:  Poszerzyliśmy teraz ten zbiór egzaminatorów z Centralnej Komisji Egzaminacyjnej.
2389:  Nie dziwi, że raz Putin sobie ich upatrzył.
2391:  Wciąż te same zbiory.
2393:  Wygląda na to, że zaskarbił sobie ich życzliwość, opiekując się Anielą, która cierpi na słabe nerwy.
2397:  To akurat mój kazus.
2402:  Krzysztof specjalnie kłamie, że nie gotuje, żeby jego alter ego się nie wydało.
2405:  Tak.
2425:  Czemu nie zapętlone?
2426:  To brzmiało jak obrazki z wystawy Camilla Saint-Saëns.
2430:  Zawsze mnie to bawiło swoją drogą, że gościa, którego się pisze w ten sposób, czyta się Saint-Saëns.
2439:  To nie jest normalne.
2441:  To jest za dużo liter.
2444:  Za dużo.
2447:  Ewentualnie mógłby być to jeszcze Modest Musorgski.
2450:  Modest Musorgski chyba napisał obrazki z wystawy.
2453:  Tak, Modest Musorgski napisał obrazki z wystawy.
2455:  Kamil Senson napisał coś innego.
2457:  Nie pamiętam.
2460:  Ale podobne.
2461:  Zawsze myliłem jedno z drugim.
2465:  Na gali finałowej lubimy czytać prowadzący Marcin Meller określił książkę Babel Rebeki Kłanki jako literatura mniej dorosła.
2472:  To adekwatnie, bo Marcin Meller sam jest mniej dorosły.
2477:  Twój ojciec miał piękne świątynie.
2483:  Dziękuję.
2483:  Mój kochany, skończyliśmy na dziś.
2485:  Teraz znajdę, co przynosi do nas Wiktor.
2493:  Co przynosi do nas?
2493:  Ale ty byłeś tym, kto znaleźł.
2496:  Bardzo dziwne.
2498:  Bardzo dziwne?
2503:  Jak długo znasz Nadarzyńskich?
2508:  Ulubiony utwór z obrazków z wystawy, pyta Kasia.
2511:  Ciężka sprawa.
2512:  Zaraz ci powiem.
2514:  Czy to może przestać tak robić?
2518:  Ja zwariuję, ja zwariuję, ja zwariuję, ja zwariuję, ja zwariuję, ja zwariuję, ja zwariuję.
2523:  Ja nie po to jestem...
2529:  Chyba najbardziej promenadę lubiłem z tego wszystkiego.
2532:  Jeszcze patrz, ale nie, tujlery były też piękne.
2535:  O Jezu, to było wspaniałe absolutnie.
2538:  Czy ja mam to wyłączone?
2544:  To jest to!
2545:  To jest to!
2547:  To jest to, co było!
2549:  Wiedziałem, że ktoś gdzieś słyszałem!
2552:  To jest to!
2553:  Ty lech i gardęł!
2555:  Modest musorgski!
2559:  Rozpoznane!
2570:  Lepsza pamięć do muzyki niż do twarzy i do liter, i do cyfr, i do wszystkiego.
2577:  What you need.
2585:  Dobrze.
2585:  Co opowiadał ona z Anieli?
2587:  Powiedział Krzysztof bardzo poważnym głosem, ponieważ stanowczo pamięta ten wątek.
2593:  Muszę powiedzieć, że Rasputin świetnie się zlewa z kanapą.
2608:  Jak długo zamierzasz tu zostać, stary dziadzie?
2610:  Jak długo zamierzasz tu zostać, stary dziadzie?
2611:  Jak długo zamierzasz tu zostać, stary dziadzie?
2612:  Jak długo zamierzasz tu zostać, stary dziadzie?
2614:  Jak długo zamierzasz tu zostać, stary dziadzie?
2615:  Jak długo zamierzasz tu zostać, stary dziadzie?
2617:  Jak długo zamierzasz tu zostać, stary dziadzie?
2619:  Jak długo zamierzasz tu zostać, stary dziadzie?
2620:  Jak długo zamierzasz tu zostać, stary dziadzie?
2621:  Jak długo zamierzasz tu zostać, stary dziadzie?
2623:  Jak długo zamierzasz tu zostać, stary dziadzie?
2625:  Jak długo zamierzasz tu zostać, stary dziadzie?
2628:  Jak długo zamierzasz tu zostać, stary dziadzie?
2630:  Jak długo zamierzasz tu zostać, stary dziadzie?
2636:  Nie, nie zajmę się tobą.
2638:  Potrzebujemy porozmawiać następnym razem.
2641:  Modest Mussorgsky właśnie wstanie z grobu, żeby pieprząć copyright strike.
2645:  Absolutnie.
2646:  To jest bardzo możliwe i nie zdziwię się.
2649:  Mimo, że słuchaliśmy tego całe trzy sekundy.
2651:  Przygotuj się na soiree, ale widzicie przynajmniej, czyścimy dzienniczek zadań.
2656:  Czyścimy dzienniczek zadań.
2658:  Czy jest to satysfakcjonujące?
2660:  Jest to satysfakcjonujące.
2661:  A wiecie, co jest bardziej satysfakcjonujące?
2663:  Odszukanie punktu widokowego przy dworcu wiedeńskim, gdzie...
2667:  Szansa na ukończenie tego zadania kiedyś przeminie.
2669:  To jest w Śródmieściu Południowym.
2670:  Idziemy tam natychmiast i niezwłocznie.
2683:  Pieprzyć prawa do muzyki zawłaszczone przez wytwórnię i dystrybutorów bezprawnie, prawnie.
2693:  O tak, stanowczo.
2694:  Nowe zadanie to nie jeszcze.
2697:  Chyba, że tak?
2698:  Śródmieście Południowe.
2699:  Jeszcze się kopsniemy do tego Śródmieścia Południowego, ponieważ nas stać i możemy.
2704:  Papanada, tak jest.
2706:  Za moment będzie tak, że osiągniemy poziom wsobnego języka na live'ach, taki, że ludzie będą przychodzić i nie będą wiedzieć o co chodzi, ponieważ my będziemy się porozumiewać na zasadzie Papanada, Oralevi, Melemu, Papanada i myślę, że ta kolekcja różnych zwrotów będzie się poszerzać znacząco.
2726:  i w którymś momencie stworzymy swój własny świat, w którym wyłącznie my się będziemy rozumieć i tak wykreujemy polskie środowisko literackie.
2736:  Haha.
2738:  Które właśnie w ten sposób funkcjonuje od lat.
2740:  Coś interesującego razy dwa, moi drodzy, jest tutaj.
2744:  Nawet razy cztery z tego, co widzę.
2751:  Haha, hej, hej, hej.
2754:  Donos.
2756:  Szalony artyst, moi drodzy.
2759:  Szalony artysta Andrzejewicz mieszkający na Poznańskiej 8 przez 4 codziennie sprasza do siebie obcych ludzi i rozmawia z nimi o Cerkwi Newskiego.
2770:  Omawiają szczegółowo jej budowę.
2773:  Jest wielce prawdopodobne, że planują zamach.
2777:  Zbierają już teczki.
2780:  Radzę zainteresować się tą podejrzaną personą i jego gośćmi z podciemnej gwiazdy.
2786:  Dla czatów, skrycie zza węgła.
2789:  Donoszący Piotr Pokraśko.
2792:  Poważne sprawy, moi drodzy.
2794:  Obywatelski do nas jest obywatelski.
2797:  Proszę bardzo, co to jest, co to jest, co to jest?
2799:  To jest na pewno coś interesującego, mówię wam.
2801:  Podziwiaj widoki.
2803:  Kurier warszawski.
2810:  No zawsze lepiej niż Moskiewski.
2814:  Koncert inauguracyjny Filharmonii Warszawskiej.
2815:  Wystąpi Ignacy Jan Paderewski.
2820:  Na wszystko, co wspaniałe możemy mówić Melemu, to jest prawda.
2824:  Krzysztof rozgadany jak na chore gardło.
2825:  Gardło nie, ja miałem straszne przeziębienie, wiecie?
2828:  Potworne.
2829:  Zużyłem tyle chusteczek do nosa, że zapełniłem dwa worki pięciolitrowe.
2833:  Ja nie żartuję w tym momencie.
2835:  Oczyszczałem nos.
2837:  Co 15 sekund zrobiłem sobie darmowy peeling nosa skutkiem czego?
2841:  To jest moja ulubiona część tej gry.
2843:  Jedna z najfajniejszych, jaka została prowadzona do fotoplastykony.
2846:  Coś wspaniałego.
2848:  Jest tu bardzo dużo takich elementów, które aż proszą się o to, żeby troszeczkę więcej popracować, troszeczkę większy budżet mieć i na przykład właśnie połączyć ze sobą te wszystkie fragmenty mapy.
2859:  No ja już wiem, że będę na to strasznie narzekał, zwłaszcza na zajęciach, które mam z map, bo jeżeli ja narzekałem na mapę Wiedźmina, mówiąc, że ona jest pseudootwarta i że to tylko takie sektory, między którymi się szybko podróżuje, no to co dopiero tutaj?
2875:  Matt Peterson z kolei awansował w pracy wszystkiego jamniczego i gratulacje, ale dzisiaj macie sukcesy pracowe.
2882:  Czy u mnie były jakieś sukcesy pracowe?
2884:  No nie bardzo, u mnie jest spójnie, tak?
2887:  Cały czas jest taki konstans i bardzo dobrze, bardzo dobrze, bo wiecie, ja podziwiam wszystkich, którzy biorą awans, bo awans oznacza więcej odpowiedzialności.
2896:  Jako człowiek skrajnie nieodpowiedzialny bardzo się kontentuję i cieszę tym, że nie mam więcej obowiązków.
2903:  Guerlain, dzięki za wsparcie o 4 miesięcy, proszę o życzenia dla żony, która kończy dzisiaj...
2909:  50 lat wszystkiego jamniczego i wszystkiego najlepszego z okazji tak okrągłej rocznicy.
2916:  Narodzin.
2917:  Małgorzata Piotrkowicz pisze, że zjadała w pracy serniczek.
2919:  To dobrze.
2920:  Czy nie macie wrażenia, że ten tramwaj... Znaczy, tu jest napisane jamnikowska na nim?
2926:  No i co teraz?
2927:  Moi drodzy, po pierwsze nasz bohater ponownie...
2931:  Ma rewelacyjną umiejętność wtapiania się w otoczenie.
2934:  Po drugie, chciałem uprzejmie zwrócić uwagę, że jesteśmy szybsi od tego tramwaju.
2939:  To nie jest warszawski tramwaj, to jest tramwaj krakowski.
2943:  Zwany szybkim także z tego względu, że ma szybki z tyłu i szybki z przodu.
2947:  Dokładnie to jest mój experience jazdy komunikacją miejską w Krakowie.
2951:  Wystarczy, że troszeczkę szybciej pójdę.
2954:  To nawet nie musi być sprint, to może być lekki trucht i już będzie szybciej.
2960:  Teraz co ten tramwaj zrobi tutaj przy granicy?
2963:  On, zobaczcie, on zniknie.
2968:  Boże drogi, ci ludzie zginęli we mgle!
2971:  Co teraz?
2973:  O nie!
2975:  Koniec!
2977:  Jakie wydanie Archiwum Burzowego Świata polecam?
2979:  Jedyne słuszne, to znaczy nie w twardej oprawie, Michał.
2982:  Nie znoszę okładek w twardej oprawie Archiwum Burzowego Światła.
2986:  Są okropne.
2989:  Pojechali do Silent Hilla.
2991:  Właśnie.
2992:  O Jezu, tak.
2997:  Dworzec Wiedeński.
2998:  Myśmy tu już byli, nie?
2999:  Tak, byliśmy.
3000:  Posłuchaj Katarynki.
3009:  Tak krótko?
3011:  Co to za Katarynka, która jest tak krótko?
3014:  Nie zapraszam do dyskusji na ten temat, ale jest najlepszy jeden temat, który jest wygrywany częściowo przynajmniej na Katarynce.
3023:  Jest oczywiście to temat Davie'ego Jonesa.
3026:  Który z Soulsów ma najlepszą regrywalność?
3029:  Sekiro, myślę.
3031:  Wiesz co, HSBC, KW?
3032:  Sekiro.
3033:  Znaczy, ja wiem, że w Dark Souls zawsze przyjemnie jest pograć i wrócić i pewnie to zrobimy przy trójeczce, ale bardziej mnie kusi powrót do Sekiro.
3043:  NieLubiePKSów też się chwali, zamknięte z sukcesem dwa projekty i wpadnie niezła premia.
3046:  Proszę bardzo.
3048:  Gratulacje serdeczne, moi drodzy.
3051:  Świętujcie każdy najmniejszy sukces, bo jest duża gwarancja, że w waszej pracy nie będą go świętować długo.
3058:  Na waszą cześć.
3060:  Więc to jest dobry odruch, który macie.
3063:  Ja się zresztą przymierzam do zrobienia filmu na temat chwalenia się.
3068:  I tego, jak toksyczna jest krytyka tego zjawiska w Polsce, gdzie autentycznie nie można podzielić się z kimś radością z tego, że coś się udało, ponieważ wszyscy... O, chwalisz się?
3078:  Jezus Maria...
3081:  Chciałbym, żeby ludzie zluzowali jakoś w takich przypadkach.
3085:  Ja się zawsze cieszę, jeżeli ktoś ma sukces albo coś osiąga.
3089:  To jest super i jeszcze mówi o tym otwarcie.
3091:  To jest akurat jedna, jedyna rzecz, którą Amerykanie robią dobrze, chociaż oni to robią sztucznie.
3096:  Oczywiście, że kupimy pączka.
3098:  Mam wrażenie, że warszawskie pączki to jedyna słon, która mnie w życiu spotkała.
3101:  Warszawskie pączki mech.
3103:  Jeżeli chcecie dobre pączki, Krupnicza w Krakowie.
3106:  O Boże, tam są najlepsze pączki świata.
3108:  Twarde okładki książek są najlepsze.
3110:  Trzeba zakazać wyginających się we wszystkie strony okładek miękkich.
3113:  Jest to słuszna uwaga betonowy betonie, ale jest problem z archiwum burzowego światła.
3118:  Mianowicie okładki te są odrażające.
3120:  Ja wam zrobię porównanie.
3122:  To porównanie jest ważne.
3132:  Więc tak, ja się pytam, co jest ładniejsze i bardziej estetyczne?
3137:  Czy to jest ładniejsze i estetyczne?
3140:  Czy, przepraszam, najmocniej to?
3144:  No, to jest w twardej oprawie, tak?
3146:  No, ale to jest mniej więcej to, aby porównać Code Geass z Has Been Hotter.
3153:  Przepraszam, wszystkich, którzy lubią to ostatnie.
3157:  Ja w każdym razie tego stylu graficznego nie znoszę.
3161:  Nie cierpię.
3162:  Lubię, jak jest realistyczny.
3164:  Wygląda to zdecydowanie lepiej wtedy.
3165:  Mam za dużo książek w tej chwili.
3168:  Haha, jaka paskudna.
3169:  O, bo ja brzydkie.
3177:  Ojej, brakowało mi waszych złośliwostek.
3180:  Teraz są nowe okładki do archiwum.
3181:  Jeszcze inne?
3183:  Nie żartujcie.
3184:  Urszulo Giewon, dzięki serdecznie za trybut.
3186:  Poproszę ujamnika wspierającego.
3188:  Zmieniłam filmy, trafiłem na projekt, uczę się miliona rzeczy, nalazłem album nad morzem, ale padam na pysk.
3192:  Wszystkiego ujamniczego dla ciebie.
3193:  Oczywiście zobacz, Urszulo, gra się sama dla ciebie, zapauzowała nawet.
3197:  Ale skoro mówicie o archiwum burzowego światła, to ja muszę od razu sprawdzić, o jakich wy okładkach mówicie.
3209:  No, przepraszam, jak to wygląda?
3210:  No, to jest strasznie złe.
3212:  To jest o wiele lepsze.
3215:  No, to, to, to jest minimalnie dobre.
3217:  Minimalnie, minimalnie.
3218:  Rytm wojny jest minimalnie dobry i starcie królów, czy droga królów bardą jest, jest... Tak, to wygląda okej.
3224:  To jest taki rycerz-snycerz jak z Dark Souls.
3226:  To jestem w stanie zrozumieć, ale, ale pozostałe... mech.
3230:  Mech i to taki wilgotny mech, po którym nie można stąpać, o czym wiemy z drugiego odcinka Szoguna.
3238:  Popatrzcie, moi drodzy, tutaj został pogrzebany słoik, który ośmielił się przyjechać do Warszawy i mieć swoje jedzenie, a nie kupić w Starbucksie, jak każdy przyzwoity człowiek.
3249:  No po prostu skandal.
3251:  Tacy ludzie po prostu powinni być eliminowani fizycznie.
3253:  Mielibyśmy wtedy rozwiązane wszystkie problemy.
3256:  Zdecydowanie.
3257:  Oczywiście należy wpierw pozbawić praw do głosowania, żeby przypadkiem nie doprowadzili do tego, żeby w Warszawie został wybrany ktoś inny niż Rafał Trzaskowski.
3267:  No i tak, to jest ważne, to jest ważne.
3270:  Swoją drogą, ciekaw jestem, co się będzie działo w Krakowie, biorąc pod uwagę to, że jedyną szansą na to, żeby Jacek Majchrowski nie betonował dalej Krakowa jest Łukasz Gibała, a w tym momencie wychodzą jakieś brudy na niego.
3282:  No bo oczywista sprawa, kampania wyborcza.
3284:  Więc jest zabawnie.
3285:  Ja prognozuję, że Jacek Majchrowski zmieni swoje dane osobowe w ten sposób, żeby mieć czwartokadencję i będzie liczem albo arcyliszem, jak Liszart.
3298:  Lepszy słoik niż dzbana, to prawda.
3301:  Następny donos.
3301:  Mamy za dużo donosów.
3302:  Ja nie będę wspierał donosów, zwłaszcza takich obrzydliwych donosów do caratu.
3307:  Nie zamierzam się nimi interesować, nie ich czytać.
3310:  Lucyfer pisze, że to był pies pogrzebany.
3312:  To, co minęliśmy, czy to nie był słoik?
3315:  Księga Całości ma za to przepiękne okładka.
3317:  To jest prawa na temat Petersona.
3318:  Absolutnie.
3319:  To uważam na temat Marianion.
3322:  No już nic, ona była istotna przez pewien czas, natomiast w tym momencie już mam wrażenie, że jej prace mają charakter historyczny, chociaż na pewno jej książka Niesamowita Słowiańszczyzna jest w dalszym ciągu w czołówce prac, które warto znać, jeżeli człowiek się tym zajmuje.
3337:  A wy jamnik pisze kazerką makro i piekielno jamniczego ognia.
3340:  Krzysztofie, co sądzisz o soslajku na podstawie pana lodowego ogrodu, który powstaje?
3343:  Spokojnie, spokojnie.
3345:  Powstrzymajcie konie, bo będzie znowu Inkwizytor, tak?
3349:  Albo z wyrazami absolutnej sympatii i przyjaźni dla Marcina Przybyłka Gamedec, w którego graliśmy jako pierwszą grę na tym kanale i ona była tak ekstremalnie nudna, że nie wyszliśmy poza jednego live'a.
3360:  Znaczy, to był jest właśnie przykład tego, jak gra jest za bardzo książką, a jeszcze do tego wszystkiego to nie jest gra akcji, tylko to jest gra bytyktywistyczna, trochę jak tutaj, więc wiecie, brak jakiejś bardzo emocjonującej muzyki albo voice actingu, wyobrażacie sobie tutaj brak voice actingu na przykład przy dialogach, no ja bym tego nie wytrzymał.
3380:  Dobrze, czy mamy tutaj coś do zobaczenia jeszcze?
3382:  Nie chcę tego gadziego jubla.
3387:  Co po nas zostanie?
3388:  To jest gdzie?
3391:  Czy... No!
3392:  Tutaj!
3393:  Chyba?
3396:  Tak, jesteśmy w Śródmieściu Południowym.
3398:  Dobrze.
3400:  Jeszcze raz dziękuję Kazarkom za trybut.
3405:  Maria Skocza spisze, siedzę, uczę się, nagle mi się przypomniało.
3408:  O!
3408:  Czy Krzysiu to nie ma teraz live'a?
3410:  Tak!
3410:  Taki widzicie, moi drodzy, skutek, jak są stałe terminy live'ów i tak powinno być.
3416:  Serwis Krzysia dołącza do grona wspierających.
3419:  Wiemy od razu dzięki temu, że to nie jest mój serwis.
3422:  Może to jest fanservice.
3424:  Przepraszam, to ostatni żart z twojego nicku, bardzo ci dziękuję za wsparcie kanału.
3428:  To nie było taktyczne z mojej strony.
3431:  Gen Greimen jeszcze wraca do Ahai.
3433:  Powiedziałbyś, jakie kontrowersje są wokół niej?
3435:  Pytam po szczerze, nie wiem, po przeczytaniu chyba, że Wojny Makowe i Malazan zniszczyły mi perspektywę.
3439:  Wiesz co, chyba najlepiej będzie, jak obejrzysz sobie bardzo już archiwalny materiał o Kasi Babis na temat Ahai, to wtedy zrozumiesz, skąd ludzie czerpią informacje na temat kontrowersji.
3449:  Myśmy się w fandomie mocno śmiali z tych filmów.
3452:  Znaczy, w fandomie mówiąc, w starej gwardii fandomowej, no bo te dyskusje już były dawno za nami na temat tego, jakie były tendencje w pisaniu fantastyki ongish, a jakie są teraz.
3464:  Nim ojciec wydał to ostatnie tchnienie, to dedykujemy, moi drodzy, z okularów, jakbyście się zastanawiali, skąd ten geniusz, prawda?
3471:  Jego wzrok błądził w poszukiwaniu źródła swego sensu.
3474:  Nie zamknął powiek, wzrok nie zamknął powiek, otrzekł szeroko otwartymi ślepiami, ciskając gromy z oczu w stronę swej nemezis.
3482:  Cisnąc gromy z oczu, to byłoby bardzo zabawne, bo by to oznaczało, że one są uciskane równocześnie.
3489:  Duży słup złamany w pół, stąd promieniuje dzika furia zagnieżdżona w ciele.
3492:  Czy ja dobrze pamiętam, że naszemu
3496:  Papie.
3497:  Spadła papa na głowę.
3498:  Przepraszam, to ostatni żart.
3500:  Uderzenie zrodzone potężną pięścią, mającą w sobie kolosalne pokłady siły.
3505:  Muszę powiedzieć, że polszczyzna tej gry mnie fascynuje.
3508:  To jest ten moment, kiedy nie wiecie, na ile to jest archeizowane, a na ile po prostu nieumiejętne.
3514:  Od czego zacząć czytać Sandersona?
3515:  Pyta Dominik Mental.
3516:  Ja bym zaczął od Rytmatysty, ale potem możesz się wgryzać spokojnie w cykl Zmugły Zrodzony, z którego właśnie jest jedna z tych książek, którą prezentowałem, czyli Stop Prawa.
3526:  Dobrze, że się zastanę, na kogo wishować.
3527:  Ja się bardzo dobrze zastanawiam, Jace Whitelin.
3529:  Niwlet.
3529:  Całą resztę ignoruję.
3532:  Kasia Łabic wróciła na YouTube po przerwie.
3534:  Ooo, a tego nie wiedziałem, Michał.
3535:  Chętnie obczaję.
3538:  Czy zbieram azbest?
3541:  Nie, ale myślę, że znalazłbyś korporację, która to robi po to, żeby więcej osób na przykład chorowało na raka.
3546:  Świetna sprawa.
3548:  Właściciel buta to harda dusza, która niczego się nie lęka, dla której śmierć to intruz, który niszczy porządek wszechświata.
3554:  Tak wyglądają debiuty poetyckie w Tomaszowie Mazowieckim.
3558:  Stąpał twardo po ziemi i nawet gdy śmierć patrzyła mu w oczy, nie poddał się instynktowi ucieczki.
3563:  Tak, ten but należał do mojego ojca.
3565:  Czy jestem magiczem, czy co?
3569:  Uuuu, upyr chce z nami rozmawiać.
3572:  Czy oglądałem Nimonę?
3573:  Tak, bardzo sympatyczna rzecz.
3576:  Ale Code Geass lepszy.
3587:  Czy Yennefer pachnie psem i azbestem?
3589:  Ta Netflixowa niestety tak.
3603:  Co po nazwisku, to po pysku, ale nie moim!
3612:  No nie, no przecież czemu mi odbierają... agencyjność i sprawczość w grze, wtedy kiedy moglibyśmy łatwo ich sklepać?
3623:  Arlecino mnie nie kusi wgęśnie w ogóle.
3628:  Ono może nie istnieć.
3630:  Ja mam już dość postaci, które nie mają stałego nasycenia żywiołami.
3635:  No chodź, śpiąca piękno, nie mam już całego dnia.
3638:  Teraz, pozwól, że popatrzę na ciebie.
3643:  Wyglądasz... zbyt gruby, fajny chłopiec.
3649:  To nie jest to, czego się spodziewałem.
3655:  No, czego się spodziewałeś?
3658:  Skurwiel junior vibe?
3659:  Ej, faktycznie.
3663:  Odżywcza wartość piwa.
3666:  Musimy sobie to przeczytać, moi drodzy, za moment.
3674:  Maga trzeba podejść szybko i od tyłu.
3676:  That's what she said.
3677:  Long time no see, Szurski.
3681:  Proszę, przestańcie wymawiać polskie nazwiska tak, abyście byli Polakami mówiącymi po angielsku, udającymi, że mówicie po polsku.
3688:  Błagam.
3689:  Nalegaj, żeby cię uwolnił.
3691:  To zawsze działa.
3697:  Pamiętajcie moi drodzy, jak uwiężą was gdziekolwiek, nalegajcie, by was uwolnili.
3710:  Jak ktoś wam coś niszczy, to musicie powiedzieć w legaliz, czyli języku prawniczym, nalegam na zaprzestanie usuwania integralności mojego przedmiotu.
3726:  Każdy, każdy, każdy przestanie niszczyć waszą własność w tym momencie.
3730:  Każdy.
3738:  Ta muzyka tak strasznie nie pasuje.
3740:  Kto robił muzykę do Taumaturga?
3741:  Czekajcie, trzeba tę osobę z nazwiska pocisnąć.
3745:  W Fomatecz muzyka.
3748:  Ja jestem bardzo ciekawy.
3749:  Potem się okaże, że to jest ktoś, kogo znam i dopiero będzie zabawnie.
3755:  Epic Games we Fomatecz.
3756:  Zobaczymy, czy jakaś informacja.
3759:  Jezus Maria, jak ja tego nie znoszę po prostu.
3761:  Tak, 1993 kwiecień i... O, nie, nie.
3762:  1 kwietnia, bo to jest żart.
3770:  No i kto?
3772:  Boże drogi, czy naprawdę tutaj nie ma nazwiska?
3776:  To jest po prostu niesamowite, to jest po prostu niewiarygodne.
3780:  Ja nie wiem, w jakich ja czasach żyję.
3786:  Może na gogu będzie informacja?
3788:  Nie, nie ma.
3789:  Też nie ma.
3790:  To jest nieważne, moi drodzy, kto jest kompozytorem.
3793:  Nikt się do niej nie przyznaje.
3795:  Zobaczmy kompozytor.
3796:  No nie ma opcji, musi być.
3801:  Przecież to jest nieprawdopodobne.
3802:  Polskigamedev.pl.
3804:  Jak tutaj nie będzie, to nigdzie nie będzie.
3813:  Okej.
3813:  Nie najlepsze.
3817:  Słuchaj, zrozumiałem, jak to się wydarzyło, gdybyś nie był w sobie.
3822:  Ale nie mogę zmienić przeszłości.
3840:  O, przynajmniej jest dobre tłumaczenie.
3843:  Nawet na Moby Games we FOMA też nie ma uzupełnionej listy twórców, ale to jest skandal absolutny.
3850:  Właśnie widzę, że Czerw Fantastyczny ma godzinny film.
3852:  Aha, i już w pierwszych pięciu minutach mówi, że się miło czytało i będzie dalej bronić powieści.
3855:  Sorry, Krzysztof, idę oglądać.
3857:  Dobre oglądania, Gen Greyman.
3859:  Przygadałem kiedyś w którąś personę?
3861:  Nope!
3863:  Gerlain pisze, że wsiąkł w personę Free Reloaded.
3866:  Hmm... Powiedz, że to nie tak.
3869:  To nie tak.
3870:  Nie chciałem cię wyrzucać.
3875:  Już to przestań grzebać w tajnych rzeczach.
3876:  A mnie to ciekawi, kto komponował!
3882:  Bo to, wiecie, momentami brzmi jak muzyka z Desperados, która jest super swoją drogą, wow.
3888:  Ja dostałem muzykę z Desperados na winylu.
3891:  Czy w opcjach gry nie ma listy twórców?
3893:  Naprawimy to.
