🔴 Łowczyni łowi ładnym łukiem łżące łosie | HORIZON: ZERO DAWN Livestream #3
🔗 https://www.youtube.com/watch?v=k3QOwNxingg

46:  Dziękuje.
4442:  I tak Krzysztof się w to gra, no to ma to sens.
4446:  Co sądzą o Mrocznych Materiach Pullmana?
4448:  Trochę o tym wzmianknąłem w recenzji ostatniej Mrocznych Materii, His Dark Materials, powiedzmy w filmie, który wszedł zamiast filmu w pierwszym tygodniu stycznia, bo wiedziałem, że będę mieć straszny zapierdol.
4464:  I wspomniałem tam już o Ciupineczkę, ale... Czekajcie, bo jest problem, ja nie widzę tego ogniwa.
4473:  Uczciwie powiem, że ten serial naprawdę jest bardzo dobrą adaptacją.
4479:  W tym znaczeniu, że jeżeli ktoś nie czytał i obejrzy sobie serial, to pryncypia będą dla niego już jasne.
4492:  I być może jest szansa na to, że się zainteresuje wtedy powieścią, więc wcale nie uważam, żeby powieść należała przeczytać w pierwszej kolejności.
4505:  Ciężko jest teraz trafić w ogniwo.
4509:  Bardzo ciężko jest teraz trafić w ogniwo.
4514:  To jest wręcz fizycznie niemożliwe.
4519:  No nie, przy takim małym spowolnieniu, no!
4521:  Aaaah!
4527:  Czy ja trafiłem, czy nie?
4532:  Zbyt... Dobra, jest!
4538:  Wiedziałem, że oberwiemy.
4540:  To jest nie tylko na złomiarzy dobre.
4543:  Znaczy, Samouczek mi powiedział, że na złomiarzy głównie, nie?
4546:  Ale zobaczymy potem.
4549:  Tereny łowieckie.
4552:  Usuwaj kanistry z żuwaczy.
4553:  Spróbujemy to zrobić jeszcze.
4557:  Na tym polega ta gra Dobród Obroni do przeciwnika.
4559:  Mi się bardzo podoba.
4561:  Ten świat jest cudowny, mam nadzieję, że Netflix dowiedzie z ekranizacją, czego ja oczekuję.
4564:  No to jest dobre pytanie, mhcage, ale pytanie drugie, moje brzmi, jest planowana ekranizacja Netflixa Horizon Zero Dawn, ja o tym nic nie wiem.
4574:  Jak jesteś w obręczu, to podejdź do kupca przy wejściu, on ma mapki, jest kilka rzeczy do zdobycia.
4578:  Ale byliśmy u tego kupca.
4583:  Poza tym, gdzie wy widzicie nazwy lokacji?
4586:  To jest strażnica matki.
4592:  Kolebka matki.
4598:  Teryny łowieckie są na czas.
4599:  No trudno.
4600:  Spróbujemy zrobić.
4604:  Głupca kup specjalne skrzynie.
4606:  To akurat zły pomysł nie jest.
4608:  Czy ja idę w dobrym kierunku?
4609:  Tak.
4613:  Zapominam o tych skrzyniach okresowo.
4615:  Ja aktualnie bardzo się boję jak wyjdzie ekranizacja Bioshocka przez Netflixa.
4618:  No nie oczekiwałbym, że będzie dobrze.
4622:  Netflixowi kompletnie już nie ufam.
4625:  Ostatnia dobra rzecz, która była na Netflixie, to właśnie Wednesday, o której rozmawiamy sobie co chwilę, ale poza tym większość rzeczy, która mi się podoba, jest na HBO.
4639:  Jeżeli chodzi o Sta... Nie no, zwariuję z temu niemożnością wchodzenia.
4643:  Jeżeli chodzi o Star Warsy od Ubisoftu, bardzo dobry jest materiał i polecam go Luca Stevensa na ten temat.
4651:  Czy mogę tu wejść?
4654:  Otóż nie.
4658:  Otóż nie mogę tu wejść.
4661:  A gdzie jest kupiec?
4662:  Tu jest kupiec.
4666:  Arkane?
4667:  Tylko, że Arkane nie jest produkcją Netflixa, rdzenną, że tak powiem.
4671:  To jest tak jak z Edgernersami, to jest tylko platforma wtedy.
4675:  Jak Netflix jest platformą, a nie wtrynia się w produkcję, to jest wszystko w porządku.
4682:  Czatom chodzi o skrzynię darmowych próbek Taraelu.
4685:  Ja o nich zapominam.
4685:  Specjalne skrzynie zostawiamy absolutnie na koniec.
4689:  Ale o darmowych próbkach zapominam, to jest fakt.
4691:  Okej, gdzie mamy ten quest?
4693:  Wiecie, co jest relatywnie niedaleko?
4694:  A tu jeszcze coś widzę ciekawego.
4696:  Skażona strefa.
4697:  Ogarniemy sobie przy okazji skażoną strefę.
4701:  Czyli to, co jest na zielono, zostało przez nas, jak rozumiem, odwiedzone już.
4711:  Wednesday też nie było Netflixowe, no to tym bardziej.
4715:  Ha, no to wiele wyjaśnia.
4718:  Czy oglądam Disney+, tak, zdarza mi się.
4721:  Ostatnio dostałem zjebkę w komentarzu, jak zawsze dostaję zjebkę dotyczącą języka, to znaczy jak możesz mówić Disney+, skoro mówi się Disney+.
4730:  Jeszcze raz powiem, że każda osoba, która poprawia innych, nie przestanę tego powtarzać, zachowuje się dokładnie tak samo jak pato nauczyciel.
4737:  Nie ma żadnej różnicy,
4740:  między tego rodzaju uwagami normatywistycznymi, a nauczycielem, który wyciąga na środek klasy i kogoś wyśmiewa.
4749:  Zaburza to komunikację, do niczego nie prowadzi i jedynie pokazuje wyższość jednej strony nad drugą, co w takich sytuacjach jak moja jest dość zabawne, ponieważ siłą rzeczy jedna jedyna rzecz, którą mogę pokazać w swoim CV, to są te pieprzone studia polonistyczne.
4767:  No otóż to, jeden uj, czy Disney+, czy plus, skoro wiadomo, o co chodzi, prawda?
4771:  Jeżeli zrozumieliśmy się, to wszystko jest w porządku.
4774:  Jeżeli natomiast ktoś robi błąd, który uniemożliwia nam rozumienie komunikatu, no to wtedy mamy problem, tak?
4786:  Może pisane przez RZ znaczy co innego niż może pisane przez rzecz z kropką, tak?
4791:  W związku z powyższym, tak, to jest błąd ortograficzny, który utrudnia komunikację.
4796:  O, następne, lefaj pisze.
4798:  Jak w końcu jest Tolkien czy Tolkien?
4800:  Jeżeli potrafi człowiek wymówić Tolkien, które jest dźwiękiem między I a E, to fajnie.
4805:  Jeżeli nie, to niech nie mówi Tolkien, bardzo proszę, dobra, bo to jest żenujące, tylko wtedy niech powie Tolkien.
4813:  Ale znam bardzo dużo wannabe, jak to się ładnie mówi, poliglotów, tak?
4819:  Którzy będą mówić Tolkien i to i będzie takie twarde.
4823:  Jezus, jak to brzmi okropnie.
4825:  Po co?
4828:  Jak wszyscy mówiliśmy Tolkien przez całe nasze życie, nie?
4831:  Zanim się człowiek dowiedział, jak to należy czytać po angielsku.
4836:  No właśnie, jak piszesz robienie łaski zamiast robienie łaski, to też jest problem komunikacyjny.
4840:  Otóż to i wtedy ortografia dla mnie to jest rzeczywiście coś, co może stać się przedmiotem rozmowy.
4845:  Natomiast jeżeli ktoś robi błąd ortograficzny, przysięgam, całe swoje życie, chyba że ktoś mi za to płacił i robiłem redakcję, nigdy nie zwracałem na błędy ortograficzne uwagi.
4855:  Kompletnie mnie to nie interesuje.
4857:  Staramy się zrozumieć komunikat.
4861:  W środowisku korektorów jest na szczęście zasada, żeby nie poprawiać innym.
4864:  Tak, to jest paradoks, że jeżeli ktoś jest redaktorem lub korektorem, to nigdy tego nie będzie robił, ponieważ ma już dość robienia tego za kasę.
4872:  Poza tym może ma zawsze rację, absolutnie, i to jest to może przez RZ.
4875:  Dzięki, Haas, akurat za trybut.
4880:  TheLastOfUs.hbo pyta Aniu.
4882:  Wiesz co?
4883:  Powiem ci tak, Neil Druckmann jest w to zaangażowany, czyli ten, który był głównym projektantem, znaczy jednym z głównych projektantów oczywiście, bo to jest zawsze zespół TheLastOfUs, ale on jest bardzo z nim kojarzony, więc jest szansa, że będzie dobrze, tak jak było dobrze z Sandmanem na Netflixie, w którego był w produkcji zaangażowany Gaiman.
4900:  I... No nie zmienia to faktu, że niepokój jakiś we mnie jednak jest.
4907:  Ale byłby większy, gdyby to był Netflix.
4910:  Okej, z tymi czujkami się coś dzieje.
4916:  One szaleją.
4917:  Dlaczego te czujki szaleją?
4920:  One się najadły szaleju, dlatego szaleją.
4922:  Mówię wam.
4923:  Boku no Hero Academia był oglądany.
4925:  O dziwo.
4930:  Wiedziałem, że chybię.
4934:  Wiedziałem, że chybię.
4936:  Dobrze.
4940:  Czekaj, czy ja mogę to wziąć spokojnie, czy te czujki są... one są tak jurne, że muszą nas nieustannie atakować, ponieważ marzy im się transgatunkowa prokreacja.
4953:  Mówiłem wam tak, tak to jest.
4956:  Jestem team HBO?
4957:  Tak.
4958:  HBO po prostu zawiódł moje zaufanie nie tak wielką liczbę razy, jak Disney+, tudzież Netflix.
4971:  Mam wrażenie, że jest to kwestia tego, że HBO nigdy nie priorytetyzowało zatrudniania scenarzystów i producentów pod łuk nie tyle umiejętności, co innych czynników, natomiast Netflixowi się to zdarzało.
4989:  Dlaczego o tym mówię?
4992:  Mam nadzieję, że jako feministę nikt mnie nie podejrzewa o to, żebym kiedykolwiek w życiu mówił, że nie należałoby angażować większej liczby kobiet do pisania scenariuszy, ale jeżeli jedyny komunikat marketingowy, jedyny, od Netflixa, jaki był na temat kwalifikacji scenarzystów Wiedźmina, brzmiał We have all women writers room, to...
5015:  Siłą rzeczy w człowieku budzi się taki natrętny głosik, który każe zapytać, no dobrze, ale jakie projekty za nimi stoją?
5024:  Czy to są fajni scenarzyści, czy niefajni scenarzyści?
5027:  Bo jeżeli to jest ich jedyna zaleta, to ja się trochę boję.
5031:  No i niestety, miałem rację.
5033:  Niestety, chciałem nie mieć.
5036:  Nie mam zielonego pojęcia, jak tu dotrzeć.
5038:  Chyba musimy zejść z tego masywu owogórskiego i pójść naokoło.
5042:  Bardzo nie lubię, jak się w marketingu robi jakikolwiek washing, czy to będzie white washing, czy pink washing, wszystko mi jedno.
5052:  Nie lubię tego.
5055:  Tominki, opowiadanie fantasy jakie polecam?
5057:  Czarnoksiężnicy.
5058:  Czy ktoś jest zaskoczony?
5062:  Czy ktoś jest zaskoczony, moi drodzy?
5064:  Brama przy ognisku.
5065:  To jest brama?
5066:  Faktycznie.
5067:  To jest brama.
5068:  Tu jest także czujka.
5073:  Winter Soldier było całkiem dobre na Disney+, ja odpadłem od Winter Soldier, więc jeżeli ktoś tak jak ja lubi superbohaterów, którzy są superbohaterami, a nie są zakapiorami Marines, to nie polecam Winter Soldier.
5088:  Kuba Krawczyk, dzięki za wsparcie od 4 miesięcy.
5090:  Elfy to takie motylki, pozdrawiam polonistkę.
5093:  O Boże.
5109:  O boże.
5112:  Jak to jest, jak się ostatnia rzecz jakoś się przeczytało, to był sen nocy letniej.
5117:  Albo obejrzało dzwoneczka, tak.
5122:  Dzwoneczek to jest psikuśna wrózia, elf.
5124:  Czy czytałem rzeczy ulotne Geimana?
5126:  Ba, na streamie z Gretku.
5128:  Właściwie zastanawiałem, które opowiadania najbardziej polecam.
5130:  Chyba z rzeczy ulotnych jest to inni.
5132:  Jeśli tak, to bardzo polecam.
5136:  Czy odczułem kiedyś realny strach podczas czytania fanpass?
5138:  Jeśli tak, to przy czym?
5140:  Strach.
5143:  Handrianie u Patricka Rothfusa.
5147:  I... O, były, tak pozostało.
5151:  To jest bardzo mroczny koncept, świetnie zrealizowany.
5153:  Nikt nie wiadomo o Henry'a, dlatego są przerażający.
5157:  Strach przed nieznanym, moi drodzy, to jest zawsze najpotężniejsza rzecz, jaka istnieje.
5162:  Dobrze, mój znacznik jest tutaj.
5163:  Trafiłem.
5164:  Dzięki czatom, jak zawsze.
5166:  TheClever1 pisze, ja mówię Disney dodać.
5170:  BDiscourse upomina się, żeby nie obrażać dzwoneczka.
5175:  Może się znowu zdziwicie, ale widziałem wszystkie animacje z dzwoneczkiem.
5181:  Nie wiem, czy one były disneyowskie czy pixarowskie, wszystko jedno, ale wszystkie.
5184:  Tam dzwoneczek i jeżeli coś takiego zostało opublikowane, ja to widziałem.
5190:  Kimże był Feanor, jeśli nie psikuśną wrózią?
5193:  Tak, tak, Jerzy, właśnie tak.
5199:  No wiesz, ja bym sformułował to troszeczkę inaczej.
5208:  Przy całym moim zamiłowaniu do Netflixa to zaczęło się od genialnego House of Cuts, który faktycznie był serialem nowej generacji.
5214:  Moim zdaniem czasem im coś wyjdzie.
5217:  Pamiętaj, że to nie jest tak, że na Netflixie wychodzą wyłącznie rzeczy, które są głośne, tylko wychodzi tam kilkadziesiąt do kilkuset produkcji w ciągu roku i na te kilkaset, kilkadziesiąt produkcji są cztery do sześciu dobre.
5239:  Disney Krzyż.
5241:  Absolutnie, moi drodzy.
5242:  Absolutnie.
5244:  Teraz już wiemy, że Disney powinien być w każdym domu polskim.
5248:  Spójrz na takiego awallacha pocieszny i skrzydełka, ma cudowny z niego motylek.
5252:  No wiecie, ten awallach Netflixowy, gdyby mu doprawić skrzydełka, to by nawet pracowało.
5257:  Musimy oczyścić skażoną strefę, dobrze.
5260:  Proszę bardzo.
5260:  Kto się skrada?
5262:  To jest złomiarz.
5264:  A zatem... na złomiarza najlepsze są... strzały porażające.
5273:  Proszę bardzo.
5275:  Kto pamięta?
5278:  Mimo, że jest Krzysztofem.
5280:  Kto pamięta?
5282:  Wcale nie jest tak, że pamiętam dlatego, że nauczyłem się tego chwilkę wcześniej.
5292:  Dlaczego on nie wybuchnął?
5296:  Dlaczego on nie wybuchnął?
5299:  Ależ nie wiedzieliście, że jest Awallah pokazany w Obietnicy... Nie Obietnicy Krwi.
5307:  w rodowodzie krwi.
5310:  Cały czas mówię na to o biednica krwi, jak mnie to denerwuje.
5319:  Idziemy się skradać.
5321:  A, wybuch, ale jest specjalnie wzmocniony, okej.
5323:  Oh fuck.
5337:  Dobra.
5340:  Lepsze strzały teraz.
5344:  Czemu?
5345:  Czemu?
5346:  Czemu?
5346:  Czemu?
5348:  Czemu nie wybuchł?
5351:  O nie, o nie, o nie, o nie, o nie, on nas widzi.
5358:  Proszę bardzo!
5361:  Wiedźmin, pierwsza krew.
5363:  Krew początek.
5364:  W jakim uniwersum wampiry mi przypadły najbardziej do gustu?
5366:  Dla mnie Wiedźmin Wygrywa, pisze Nelon Weiss.
5368:  Oj, Castlevania, Castlevania.
5373:  Pratchett też ma świetne wampiry.
5377:  I Vampire the Masquerade, czyli Świat Mroku.
5381:  O Boże.
5383:  Świecie mroku, wampiry, to jest trochę tak rody arystokratyczne różnego autoramentu, które sprawują kontrolę nad światem.
5392:  Na podobieństwo Kratistosów z innych pieśni Dukaja, więc ma to... O, i są wszyscy w takim półświatku.
5400:  Troszeczkę inspirował się tym Underworld, ale troszeczkę.
5403:  Fenon nie spalił żadnych statków trybutu Jehowa Sakura, nie ma dowodu.
5407:  Absolutnie nie ma żadnego.
5412:  Dzięki za trybut.
5413:  Dlaczego cały czas nas tutaj... A wiecie co?
5415:  Może to będzie jakaś znajdźka?
5417:  Może to będzie widokówka?
5418:  Słuchajcie, to wygląda jak miejsce, gdzie mogła być wizyta fuchówka, ale... Usuniemy ten znacznik.
5427:  Powiedzcie mi, że tu jest widok.
5429:  O, o, o!
5430:  Co ja widzę?
5434:  Moi drodzy.
5435:  Moi drodzy, rozkazy specjalne.
5442:  Chyba nikt nie oczekuje, żeby to czytał.
5445:  Dlaczego wszyscy lubią wampiry?
5447:  Pyta, że usunię to, które wspiera od trzech miesięcy, za co bardzo dziękuję.
5451:  Wiesz co, wydaje mi się, że wampiry to jest taki amalgamat, połączenie różnych snów i marzeń ludzkości.
5458:  Po pierwsze, marzenie o nieśmiertelności.
5461:  Po drugie, no nie oszukujmy się, komponent erotyczny, który jest bardzo mocny w wampirach.
5465:  Zwłaszcza jak spojrzy się na wampiry od strony psychoanalizy.
5469:  Po trzecie,
5473:  Wysysanie krwi, nie?
5474:  Które się kojarzy z życiem, z życiodajnością.
5479:  Więc w tym jest strasznie dużo takich elementów.
5481:  Jeszcze wszystkie nasze marzenia o tym, żeby się gdzieś ukrywać, żeby władać magią, bo przypominam, że wampiry te, przynajmniej klasyczne, władały magią w ograniczonym stopniu, ale jednak.
5493:  Właśnie szukam cały czas w minach widokówki i nie widzę.
5498:  Liczę na to, że nasz Focus mi w tym pomoże, ale na razie nie widzę.
5504:  Nołan, dzięki za wsparcie od 5 miesięcy.
5507:  Mówisz, że polonliści nie mówiliby o elfkach w Psikuźnej Wrózie, gdyby skończyli z mieczem w życi.
5512:  Jest to prawda.
5513:  Na Skałkach.
5514:  O, jak to dobrze, że tutaj są tylko jedne!
5519:  Kiedyś wierzono, że krew to dusza człowieka.
5521:  O, o. Ja w ogóle więcej bym wiedział na ten temat, bym pamiętał świetny licencjat, który ubroniła u mnie jedna z moich dyplomantek.
5531:  I był to właśnie licencjat nie tylko o psychoanalizie wampirycznej, znaczy o wampirach w kontekście psychoanalitycznym, ściśle mówiąc, ale o tym, w jaki sposób zmieniały się filmy.
5544:  Znaczy na początku traktowano wampiry raczej na serio, bardzo na serio, a potem w postmodernizmie zaczęto się troszeczkę bawić z tą konwencją i świadectwem tego jest chociażby ten film Tima Bartona o wampirach, którego nie pamiętam oczywiście.
5560:  Wampiry w Zmierzchu muszą umrzeć.
5562:  Zgadza mi się Sakura, ja jestem bardzo dużym antyfanem przedstawień wampirycznych w Zmierzchu.
5567:  Uważam, że nic by to nie zmieniło, gdyby to po prostu nie były wampiry, tylko ludzie.
5572:  Albo jakieś inne stworzenia.
5574:  O, mroczne cienie, Nadio.
5575:  Dokładnie, to jest ten film, o którym pisała moja dyplomatka.
5579:  Swoją drogą, świetny.
5585:  Bardziej od frontu.
5588:  Tutaj, bardziej od frontu są jeszcze te skały.
5592:  Okej, jest, jest, jest!
5593:  Lecimy.
5598:  Mroczne cienie nie były Tima Bartona?
5600:  A czyje były mroczne cienie?
5605:  Jadowska się też śmieje ze zmieszku.
5607:  Nie czytałem jeszcze nic Jadowskiej, niestety.
5610:  Dobra, wciąż chcę tu wejść.
5612:  Możecie mi powiedzieć, dlaczego ta wspinaczka po skałach jest tutaj tak zrobiona dziwnie?
5616:  To znaczy, że muszę tak skakać jak w Skyrimie, a Skyrim był dawno temu i gry mogły coś z tym zrobić, a dlatego, że ja muszę wyjść niżej, a nie tutaj.
5628:  No, Tim Burton.
5632:  Jeszcze, jeszcze tam była muza Tima Bartona w postaci Johnny'ego Deppa.
5638:  V!
5640:  Jezus Maria!
5643:  Ale to jest moja ulubiona mechanika w tej grze, to jest tak genialne.
5647:  I widzicie, to jest sposób na pokazanie post-apo, nie nachalnie, nie tak, że o, wampiry cię ścigają, znaczy nie wampiry, tylko o, zombie cię ścigają, o, skażenie, grzyb, o, zardzewiałe samochody wszędzie.
5661:  Aha, tak, tak, wcale nie dlatego, że tak jest najłatwiej zrobić, po prostu jedziesz do Detroit,
5665:  uruchamiasz kamerę Reda, bierzesz sobie swojego Sennheisera MK i wszystko nagrywasz i jest idealnie.
5671:  I wcale to nie jest tak, że to jest bezkosztowe, bo musisz tylko nałożyć potem na to filtr jeden i jest gotowy film, niskobudżetowy klasy Z, jak zombie.
5679:  Nie, to jest dobre postapo, tak?
5681:  To.
5681:  Uświadomienie tego, na czym polega apokalipsa.
5684:  I świetnie to też Dukaj zrobił w książce.
5689:  Niestety mam ze ściskiem na półce.
5691:  Starość Axolotla.
5692:  Czekajcie, zmienię scenę.
5694:  To jest akurat w fizycznej wersji, ale Starość Axolotla lepiej się czyta w wersji cyfrowej.
5698:  Jak otworzycie sobie spis treści tej książki, to jest to najlepsza rzecz, jaką można zobaczyć w każdym postapo.
5704:  Dobrze napisanym postapo, zwrócę to jeszcze raz uwagę, żeby nie było.
5708:  Krzysztof, poza mną nie lubisz postapo.
5709:  Tak, bo jest rzadko dobre.
5711:  Gdzie jest tutaj spis treści?
5713:  Do jasnej cholery, przecież ja chcę spis treści.
5717:  Nie mówcie mi, że tu nie ma spisu treści, no przecież to byłaby jakaś katastrofa.
5721:  Jak może nie być spisu treści w książce?
5723:  Jest.
5725:  Więc spis treści jest taki.
5726:  Czekaj, nie mam nadzieję, że zobaczycie.
5731:  Może być z tym różnie, bo focus.
5734:  Więc jest na początku apo, tysiąc postapo, dziesięć tysięcy postapo, sto tysięcy postapo.
5740:  Najlepszy spis treści w powieści postapokaliptycznej, jakie widziałem.
5745:  Detroit w Polsce z Łódź, po co lecieć do USA?
5751:  SCP podobno nie jest post-apo.
5752:  Tak, ale ja od razu natrafiłem na parę takich wypisów z SCP, które były post-apowe.
5758:  Czy gdzieś jest ta praca o wampirach?
5762:  Ale cieszę się, że pytacie.
5767:  Nabijemy wyświetleń mojej dyplomantce, co?
5770:  Tylko, że... Tylko pytanie, czy to rzeczywiście jest.
5777:  No przecież jasny szlag mnie trafi, jak tego mi nie wrzuciła.
5785:  Okej.
5790:  Okej.
5795:  Dobra.
5796:  Zrobimy tak.
5799:  No nie ma!
5801:  Nie wrzucone!
5806:  Dobra, wrzucone.
5808:  Boże drogi.
5809:  Szkaluje moją dyplomatkę, jak mogłem.
5811:  Proszę bardzo, moi drodzy.
5815:  Postać vampira w mrocznych cieniach Tima Bartona.
5819:  Jest... Nie wiem, ile jest wyświetleń tego, ale jest za mało.
5823:  Jest zdecydowanie za mało.
5825:  Proszę o więcej wyświetleń.
5826:  Już daję wam linka na czaty.
5828:  Proszę bardzo.
5832:  Jest link na czatach.
5833:  Można...
5835:  Dzień 2.
5835:  Mój ojciec lecturował tutaj.
5837:  Na 300 poziomach.
5865:  W ogóle piękna architektura tego, nie?
5871:  Ojej, czyżby ta architektura nazywała się postmodernizm?
5878:  Eee, meanwhile Jordan Peterson... AAAAAA!
5881:  TEN BUDYNEK CHCĘ OGRANICZYĆ MOJĄ WOLNOŚĆ SŁOWA!
5886:  AAAAAA!
5892:  Popatrzcie, jak on ogranicza moją wolność słowa.
5895:  Patrzcie, jaki zdrażny postmodernizm.
5900:  Ratunku!
5908:  po nowoczesność, tak?
5909:  Jeżeli ktoś już się chce czegoś bać, to znaczy bać się Jacques'a Derrida, który mówił, że system jest zły, ponieważ nas ujarzmia, bać się Michela Foucaulta, który mówił, że w sumie ludzi, którzy są, mają problemy i choroby psychiczne, fajnie byłoby nie wrzucać do narenturmu, czyli wieży głupców, że to takie trochę edgy, o, albo ten sam Michel Foucault, który mówił, że
5932:  kwarantanny, to z uśmiechami dla ludzi, którzy mieli wiadome teorie spiskowe, powodują to, że państwo może zyskać troszeczkę więcej przywilejów różnego autoramentu i wcale tak się nie stało w Chinach.
5943:  O, straszni ponowocześni filozofowie, okropni, paskudna sprawa, z pewnością trzeba ich odrzucić w czambuł.
5955:  Tak, i potępić w czambuł.
5958:  Tak, na pewno.
5961:  I wcale nie jest tak, że filozofia podowoczesna to jest jakiś miliard różnych odłamów i to nie jest jedna filozofia.
5969:  Wcale tak nie jest.
5970:  Muszę kiedyś zrobić film o postmodernizmie, mnie to wkurza.
5973:  I to strasznie.
5978:  Patrzę opiekun pracy, a tam jamnik jest wpisany.
5980:  Naprawdę?
5981:  Naprawdę?
5982:  Tak jest?
5982:  Żartujesz.
5984:  Żartujesz, tego nie sprawdziłem.
5987:  Czy to jest... Czy czaty mnie wkręcają?
5990:  More.
5992:  czaty mnie wkręcają.
5997:  Tak, czaty mnie wkręcają, jak zawsze, ale widzicie, powiedzieliście jamnik i ja przez to, ja przez to od razu, od razu zacząłem sprawdzać wszystko, no jak tak można.
6007:  Agnieszka pisze, zrób ten film Krzysztofie o postmodernizmie.
6009:  Nie, na pewno zrobię, bo to jest, to jest coś, co mnie denerwuje.
6012:  Im częściej o tym czytam, a już nie ma, nie ma usprawiedliwienia, jeżeli ktoś w Polsce
6018:  to robi, bo ja rozumiem jeszcze w Stanach, gdzie postmodernity jest homonimem, tak, to znaczy i w jednym i w drugim przypadku mówimy postmodern, więc to znaczy co innego, natomiast w Polsce postmodernizm i ponowoczesność, dwie różne rzeczy.
6037:  No właśnie, Quentin Tarantino to jest postmodernizm.
6041:  Zdenerwuję się za bardzo, nie mogę się denerwować.
6043:  Dobra, moi drodzy, zróbmy jakiś teraz sajt, bo jest taki porządny.
6047:  Starożytna zbrojownia?
6052:  Uuu, poziom 25, a który my mamy?
6056:  Który mamy poziom?
6059:  Nie widzę, który mamy poziom, ale możemy mieć specałat amunicji, co robi niniejszy.
6065:  Piotr Kozaczek pisze, że na jego kanale są jamniki.
6067:  To dobrze, im więcej jamników, tym lepiej.
6072:  Co to jest post modelny?
6073:  Nie za bardzo rozumiem, na czym to polega.
6075:  Generalnie każdy post, moi drodzy, osiemnasty mam poziom.
6077:  Gdzie wy to widzicie?
6079:  A, tu!
6081:  Boże, jak na dole ukryte.
6083:  Eee...
6085:  Każdy post, postsekularyzm, postmodernizm, poststrukturalizm oznacza tylko jedno.
6089:  To znaczy, że to jest formacja jakaś światopoglądowa, filozoficzna, ideowa, wszystko jedno, której celem jest krytyka, czyli interpretacja, bo krytyka jest w sensie kantowskim, nie żeby było od razu, o, krytyka, chcą zniszczyć jakiegoś poprzedniego modernizmu, sekularyzmu czy czegokolwiek innego, stąd post, tak?
6109:  To nie jest tylko to, że to jest jakaś relacja następstwa, ale także relacja krytyki.
6116:  Postmodernizm to jest słowo, które czytam w każdej recenzji na filmie webie.
6118:  No właśnie, postmodernizm w filmie jest, to jest coś, co było w latach 80-tych, już wiesz, to było, jest najzabawniejsze.
6124:  Postmodernizm w sztuce to już jest stara rzecz.
6128:  To jest jakoś strasznie daleko, moi drodzy.
6130:  Aaa!
6133:  Czekajcie, czekajcie, nie, bo to jest południk.
6135:  Poboczne, starożytna zbrojownia.
6139:  Damy radę.
6141:  O, popatrzcie, to jest niedaleko.
6144:  Idźmy tam.
6146:  Poziom też w górnym narożniku.
6148:  To jest straszne, ja tego kompletnie nie widziałem.
6150:  Widziałem tylko to 4400 na 18000.
6155:  Nie zrobisz tego quest'a, pisze Romek.
6156:  Dzięki.
6157:  Dzięki.
6159:  Pan Tyson też nienawidzi Zmierzchu, co jest zabawne.
6161:  Ja myślę, że on nie zawidził właśnie dlatego, że Zmierzch doprowadził do tego... O Boże, Boże!
6168:  O, udało się.
6169:  Zmierzch doprowadził do tego, że jest z nim kojarzony, więc też bym nie lubił.
6179:  Postkolonializm z kolei, namysł nad kolonializmem, nie?
6186:  No to, moi drodzy, nie jest jakoś różowo z tymi questami.
6190:  W pobocznych jest tylko ten.
6192:  Tu jest jeszcze zadania.
6193:  Obozy bandytów nie ma żadnego, żyrafa nie ma żadnego.
6197:  Jeszcze są te tereny łowieckie.
6198:  Dobra, to może da nam troszeczkę doświadczenia i może niestety trzeba to zrobić na czas.
6203:  Co jest bliżej, to jest bliżej.
6215:  Starożytne zbrojowanie to specjalny quest, w którym elementy potrzebne zbierasz przez większość linii fabularnej i nie zrobisz tego teraz.
6219:  Okej, dzięki.
6226:  Potrzebujesz ogniw, które zdobywasz w innych questach.
6228:  Dobra.
6232:  Mmm.
6234:  Jezus, jaki koktajl jest pyszny.
6238:  Dobra, idziemy tędy.
6240:  Zrobimy sobie te dwa zadanka i potem pójdziemy z fabułą.
6244:  Krzysztof wyjaśnia w jednym zdaniu coś, czego nie umiem wyjaśnić przez 5 lat studiów.
6246:  Akurat postmodernizmu nauczyła mnie profesor Burzyńska na Wydziale Polonistyki.
6249:  To jest jedna z nielicznych osób, które naprawdę mnie tam czegoś nauczyły.
6253:  Bardzo jestem jej za to wdzięczny.
6254:  No ale wiecie, ona tłumaczyła całego Derrida z francuskiego na polski.
6258:  Pisała hasła o postmodernizmie i ponowoczesności.
6260:  Zresztą zauważcie, że Bauman, co by o nim nie mówić, nigdy nie używa sformułowania postmodernizm w odniesieniu do filozofii.
6266:  Zawsze mówi ponowoczesność.
6271:  Więc wiecie, ja w ten sposób mam pewność, że ludzie, którzy wypowiadają się na temat postmodernizmu w Polsce, nawet nie wzięli do ręki Baumana, co jest kiepskim pomysłem, biorąc pod uwagę to, że jest on jednym z klasyków.
6282:  Ale cóż... Z czego koktajl?
6285:  Szczerze powiedziawszy nie pamiętam, no to jest troszeczkę borówek, siemię lniane, truskawki.
6293:  Chciałem zobaczyć dyskusję Krzysztofa z chat GPT na jakiś ciekawy temat, a wiecie co?
6297:  To jest fajny pomysł pod stream charytatywny, bo w streamie charytatywnym też będziemy mieli pogawędki.
6306:  To jest fajny pomysł.
