🔴 Kika! | HOLLOW KNIGHT Livestream #5
🔗 https://www.youtube.com/watch?v=fBBSlGPGQxA

32:  Dziękuje za oglądanie.
4207:  Isn't this a cozy hole?
4217:  Mógł powiedzieć cave, nie wiem.
4224:  I've been venturing about that wilderness beside here.
4227:  Jeszcze wilderness, dzicz.
4229:  And for the moment's break we will... To jest hornifier, a nie cornifier, okej?
4237:  On jest hornifier od dzisiaj.
4239:  Cozy hole, Kyriele.
4241:  Jak to nie jest to jasnienia?
4245:  Powiedzmy, że kanał, tak?
4246:  The landscapes all rather serene this side of the city, though the inhabitants are as ferocious as ever.
4255:  Tak, sytać mnie, o Boże!
4258:  Nie powiedział nikt na rynku mieszkaniowym.
4270:  Niezabawne.
4273:  Jak?
4275:  Gdzie?
4275:  Co?
4282:  Giń wreszcie!
4284:  Przytulny kamał nie brzmi najlepiej, ale to jest coś, co mógłby powiedzieć dentysta, nie?
4289:  Przy leczeniu kanałowym.
4293:  Krzysztof prawdopodobnie częściej zetknął się z Krystyną Majówną w samym życiu niż z Krzysiem nawołuje do refleksji.
4299:  Swoją drogą nigdy nie zapomnę, jak Krystyna Czubówna kiedyś robiła narrację do jakiegoś filmu o żółwiach.
4304:  Żółwiach, to jest kluczowe.
4306:  I w którymś momencie, opisując przemieszczającego się w żółwim skądinąd tempie żółwia, powiedziała tym swoim pięknym głosem ten jurny samiec.
4316:  I zmieniło mnie to.
4320:  Żółw, of all things, w lewo są pszczoły.
4323:  Na razie, moi drodzy, jest lotniskowiec protosów, który wygląda... Dlaczego cały...
4329:  Cała waluta, która z niego wypada, ginie w kanale.
4332:  O, tam jest ławeczka na końcu, widzicie?
4363:  O co w tym chodzi?
4365:  Czemu one tak robią?
4366:  Czy to jest uzasadnione lore'owo?
4368:  Jaka jest historia tego miejsca?
4370:  Co się dzieje?
4371:  Dokąd zmierzamy?
4372:  Skąd przybyliśmy?
4373:  Czy to są... czy to są kurierzy impostu?
4377:  Gdzie one zniknęły?
4378:  To są kurierzy impostu, popatrzcie, wszyscy...
4384:  Co tu się dzieje?
4386:  Fitness z Krzysztofem, część druga.
4390:  Oni patatajają do patatajni.
4394:  Jak śmiesz we mnie strzelać glutami.
4397:  Tańczący z glutami.
4403:  Pa, pa.
4406:  Mam pływanie w kwasie.
4407:  Jak to mam?
4408:  O, impost, impost, impost, impost, impost, impost, impost.
4412:  Jak się nazy... O, o Boże, mam dla was dowcip legendarny.
4416:  Popatał się po głowie sam Krzysztof.
4418:  Ale zanim, to Urszula Giewon.
4420:  Proszę o mnóstwo jamników wsparcia dla kota Pierrota.
4422:  Co się dzieje z kotem Pierrotem?
4424:  Chora trzustka i biedak osowiały i obolały wczoraj na lekach.
4426:  Bogowie!
4428:  Wszystkiego jamniczego dla biednego zwierzęcia.
4431:  Tu jest jamnik.
4433:  Smutny jamnik.
4435:  Ale koto zdrowieje, musi.
4440:  Tu jest bardzo ładna muzyka, moi drodzy.
4443:  Więc, jak się, moi drodzy, nazywa kurier, który udaje kuriera impostu?
4451:  To jest kluczowe.
4457:  Co jest?
4458:  Przestań mnie zabijać!
4463:  Impostor...
4468:  Tak, Krzysiek zgadł, proszę bardzo, tak.
4475:  O, pieniądze!
4478:  Kurier, impost, impost, impost.
4481:  On żyje?
4490:  Hmm.
4491:  Historia tego miejsca, pisze Mateusz, jest taka, że twórcy mieli parę pomysłów, ale nie wiedzieli, gdzie je dodać i wsadzili je do Kingdom's Edge.
4497:  I wszystko zepsułeś teraz.
4498:  A mogło być tak, żebyśmy mówili o tym, jakie to jest głębokie lore'owo wszystko.
4504:  Krakus się odezwał.
4505:  Przepraszam najmocniej.
4507:  Wszystkie pieniądze na razie na wkładu do Jeziora Kwasu.
4511:  In post i out post.
4514:  Jezu, czy paczkomat in postu to jest out post in postu?
4527:  Jezu, tak!
4532:  Tak jest!
4533:  Absolutnie!
4534:  Cieszę się, że to rozstrzygnęliśmy.
4536:  Nie cieszę się, że ginę!
4541:  Czy on...?
4543:  Jakim cudem on we mnie strzelił i czym?
4547:  Rany boskie, ja tam nie usiadłem na ławeczce.
4556:  Lak mnie jasne trafi.
4558:  Ale w ogóle czekajcie, skoro już tutaj jesteśmy, to chciałem uprzejmie zwrócić uwagę na jedną rzecz.
4565:  Zabił cię najbardziej denerwujący mob.
4566:  No tak, nie da się ukryć.
4568:  A mianowicie, zobaczcie, tutaj się nie da wejść.
4572:  Nie wiem dlaczego.
4573:  Chciałbym tu móc wejść.
4575:  Tak, nie, nie wiem.
4577:  Tu się na pewno da wejść.
4581:  Może górą?
4582:  Przestań mnie zabijać.
4584:  Przestań mnie zabijać, jesteś niskopoziomowym potworem!
4587:  Tam się da wyjść od dołu, od spodu pomieszczenia.
4592:  Gdzie jest spód pomieszczenia?
4593:  Tu jest spód pomieszczenia.
4595:  To jest spód pomieszczenia.
4598:  Tu się od dołu wchodzi podwójnym skokiem.
4600:  Aaa... Jasny szlak by to trafił.
4604:  Dobra, wracamy do Kingdom's Edge.
4607:  W ogóle jest Kingdom Come Deliverance na Twitchu, no boże na Switchu, co ciekawe.
4614:  Nie macie wrażenia, że tędy się przechodziło?
4619:  Po ścianie się wchodzi niepodwójnym skokiem?
4623:  Od dołu po prawej.
4625:  Nie trzeba skoku i po ściance.
4639:  Ale wciąż tego nie mogę otworzyć, co ciekawe.
4643:  To było niesamowite doświadczenie.
4650:  Ja na serio nie wiem, jak tam przejść.
4652:  Iluzoryczna ściana.
4653:  Skarbnica, tak jest.
4655:  Przecież szliśmy za ławeczką, prawda?
4658:  Ja nie zwariowałem.
4664:  Boże, to przejście działa raz, a raz nie działa.
4668:  Jak tam oglądanie Code Geass?
4669:  Skończony drugi sezon i rewelacyjnie.
4673:  Czy chytrość Krakowiaku, pytał Łukasz G., przejawiła się tak przez toksyczne powietrze, że monety rozpuszczały się po długiej ekspozycji?
4680:  To jest bardzo możliwe, ale trzeba byłoby, żeby mieć stuprocentową pewność, spytać o to Jacka Majchrowskiego.
4690:  Dobrze, jesteśmy znowu w tym pięknym miejscu.
4692:  Wiecie, jaka tu jest muzyka?
4694:  Pamiętacie muzykę do Reaper of Souls, czyli najlepszego dodatku do Diablo 3?
4699:  Może dlatego, że jedynego.
4701:  W każdym razie, tam była bardzo podobna muzyka do eksploracji, to była cudowna muzyka i świetny klimat.
4708:  My Kingdom's Edge, my Arrakis, my Dune!
4713:  Czyli tylko ja uważam, że Baron Harkonnen w ogóle nie ma epickich momentów w drugiej części, to jest strasznie smutne.
4718:  Dobrze, tutaj mamy tę ławeczkę, do której cały czas brnęliśmy, więc musimy do niej, moi drodzy, zabrnąć.
4723:  Nie ma wyjścia.
4730:  Pff, banał.
4732:  Przez to, że ma wyjść... Właśnie, żeby przejść przez całe Kingdoms Edge jest potrzebny double jump, więc trzeba się wrócić do Doma Doma.
4742:  Yyyy, niedobrze.
4744:  Wątek Citu został zamieciony pod dam w drugim sezonie w Code Geass?
4748:  Tak.
4748:  Tak, absolutnie, żałowałem strasznie.
4750:  No i Vitu.
4751:  No Vitu powiedzmy mniej, ale chciałem dowiedzieć się czegoś więcej o tej starożytnej cywilizacji, z której jak zakładam pochodzą, znaczy kinda, ich moce.
4760:  Czekałeś jak Deep Rock Galactic?
4761:  Kiedyś jeden ze studentów mi robił analizę Deep Rock Galactic, było sympatycznie.
4766:  Dobrze, więc tutaj mamy, moi drodzy, kurierów impostu, imposterów, tak?
4771:  Musimy imposterów wyeliminować wszystkich.
4775:  Ale jest to mylące!
4780:  Zdobądźmy dziś ten double jump.
4781:  To ja cały czas chcę, ale nie wiem jak.
4784:  Wyznawca Logatego Szczura pisze, że Weseł, który pisze, porównuje metody finansowania free-to-play na dwóch parach przykładowych.
4788:  Jedna to LOL, a druga to Conqueror's Blade, druga to Warframe i Genshin.
4792:  Czy znasz jeszcze jakieś inne przykłady, które mogę poruszyć?
4794:  Poruszki historyczne i też kazus domu aukcyjnego w Diablo 3.
4798:  Batman zmiksowany ze Star Wars jeszcze się kojarzy.
4801:  Dobra, dobra, teraz tak.
4803:  To jest ten wredny przeciwnik, który nas zabił ostatnim razem.
4807:  Tutaj trzeba po prostu wyczuć bardzo dobrze timing.
4810:  Opisał Krzysztof walkę z każdym przeciwnikiem w każdej grze.
4815:  A w ogóle InPost ma bardzo sympatycznych ludzi, którzy robią im RTM, czyli Real Time Marketing na fejsie.
4823:  Mało rzeczy jest tak przyjemnych na fejsie jak fanpage InPostu.
4829:  Teraz obejrzyj kinowy Code Geass, zmartw stanie Lelusha.
4833:  Warto.
4834:  Baron Harkon ma najbardziej epicki moment, gdy mówił o jego i innych planach w planach, Krzysztofie.
4837:  Nie mów takich rzeczy.
4838:  Dobra, plany w planach to jest dobry moment w Emerze ze Skyrim.
4841:  Tu masz rację.
4844:  Zuzek pisze, że dzięki streamom zasypia szybciej.
4846:  To jest albo niesamowita pochwała, albo coś dokładnie odwrotnego.
4852:  Ale tak czy siak cieszę się, że spełniają jakąś funkcję.
4860:  Tak się, moi drodzy, postępuje z cieniem, który nas oszukuje, jest wredny, złośliwy, paskudny i obmierzły.
4871:  Musimy, moi drodzy, przywrócić przymiotnik obmierzły do łask.
4875:  Wiesz, że chyba Samsung nagadało się w końcu z Crunchyrollem, bo na twoim Samsungu w poniedziałek była już aplikacja Crunchy do pobrania ze sklepu?
4880:  Tak?
4881:  Ooo...
4886:  Ja to muszę sprawdzić, ale to było... bo co tam... nie, chyba wszystkie Samsungi mają Tizena system, bo to jest proprietary, jak się to się mówi po polsku, własny system Samsunga.
4902:  Czy ja mądrze robię, idąc tutaj na górę?
4904:  Ja już mam obmierzły na co dzień, mi pisze Hachimitsu i bardzo dobrze, tak należy.
4911:  No i świetnie, jeszcze będą na mnie spadać stalaktydy.
4916:  Boże, cała chmara kurierów impostu.
4918:  Wszyscy zginą.
4920:  Ale tu jest dobra farma, powiem wam.
4922:  Tu jest boss?
4925:  Do ławeczki, do ławeczki!
4927:  Wracam natychmiast.
4930:  Nie, nie możemy przechodzić tutaj drugi raz, moi drodzy.
4934:  Co tutaj się będzie działo?
4936:  Nie no, ale klimat aż ocieka w tej lokacji.
4941:  Jeszcze jest zakład pogrzebowy bytom, ale to jest strasznie smutne, bo ja miałem nadzieję, że zakład pogrzebowy bytom istnieje naprawdę i chciałem im zlecić już mój pogrzeb.
4964:  Nie!
4967:  No przecież to jest za silne!
4970:  Uciekam, uciekam, uciek... No przecież ja nie mogę uciec!
4975:  Nie mogę tego wyczuć.
4976:  Au!
4978:  No, come on!
4984:  To już to była... to była walka psychologiczna.
4987:  Niestety, ja w walce psychologicznej zawsze przegrywam.
4993:  Aaaa!
4996:  Okropny przeciwnik.
4998:  Ja wam dam super, tylko nie impost.
5000:  On tak, on za nami biegnie i nie można uciec.
5004:  To jest najgorsze.
5006:  A ja, jako człowiek odważny, lubię uciekać.
5010:  Czy Death Stranding jest planowane do ogrania?
5012:  Kiedyś, moi drodzy, jak skończą nam się wszystkie gry, to być może.
5017:  Jak widzicie, mój entuzjazm względem produkcji Hideo Kojimy jest niebywały.
5021:  Co się, co się dzieje?
5025:  Wróć pocienić po double jump.
5027:  Jest od doma, doma w dół.
5029:  Dobra, ale wpierw, moi drodzy, tutaj tę ławeczkę musimy ogarnąć, przecież ja się rozindyczę inaczej.
5041:  Naprawdę to było już złośliwe.
5043:  Ten przeciwnik jest bardzo denerwujący.
5044:  Ja generalnie nie lubię bardzo przeciwników, którzy rytmicznie skaczą w ten sposób, bo ja mam złą koordynację oko-ręka, mimo że gram całe życie.
5056:  I teraz jak on jest taki mało skalowy, to jestem w stanie go jeszcze jakoś ogarnąć, ale tego dużego nie.
5062:  Droga do ławeczki prosta nie będzie.
5064:  Wielkie zaskoczenie.
5069:  Kurier impostu, kiedy próbował dwa razy dowieźć ci paczkę, a ciebie nie było w domu.
5072:  Ja w ogóle chyba z kuriera impostu nie korzystam, zawsze paczkomat.
5078:  Oszczędzaj duszy na leczenie, a nie magia, to swoją drogą.
5080:  Mądre.
5083:  Co to było?
5084:  Co to było?
5084:  Co to było?
5084:  Co to było?
5085:  Co to było?
5085:  Dostępnie jakąś rzecz na hadzie.
5089:  O co chodzi z rzeczą na hadzie?
5090:  Czy wy znacie ten symbol?
5092:  Czy to jest jakieś... Czy to jest jakiś gis?
5094:  Albo ges?
5096:  Nie mogę się przyzwyczaić, bo u Malty Wells w upadku Illerian, który wam serdecznie polecam, były ges, a nie gis.
5102:  To był journal entry.
5103:  Okej, okej.
5104:  Wpis do bestiariusza.
5105:  Wpis do bestiariusza brzmiał, zobaczysz to gówno, uciekaj.
5109:  Tak by wyglądał mój bestiariusz.
5117:  Dobra, można jeszcze walić w niego tym atakiem od góry.
5120:  Co sądzę o filmach Lyncha?
5121:  Dla mnie są nieoglądalne, nie jestem w stanie, nawet Duny nie byłem w stanie zmęczyć.
5125:  Lynch jest zbyt specyficzny.
5129:  Ta ta ta ta ta.
5132:  Ta ta ta ta.
5134:  Mama ta ta ta ta.
5138:  Wredny.
5141:  Raszuj, nie walcz.
5148:  Cholera jasna!
5152:  Tego jest więcej!
5154:  O mój Boże!
5155:  O mój Boże!
5158:  No przecież ja... Nie, to jest jakiś żart.
5171:  To jest jakiś żart.
5178:  Nie!
5178:  Ja się w życiu... Ja się w życiu z nimi nie nauczę walczyć!
5186:  Eee... Człowiek Słoni jest najbardziej normalnym filmem Lynch'a, ale Krzysztof będzie wybrzydzać, bo monochromatyczny.
5190:  Obrzydlistwo.
5191:  Nie po to mamy postęp w kinematografii, żeby oglądać czarno-białe filmy.
5195:  Proponuję następnym razem czytać zwoje z Biblioteki Aleksandryjskiej.
5200:  Smyrd, tak było.
5201:  Kingdom's Edge to miejsce, pisze, zastosuj, do którego po raz pierwszy dotarł Pale King i założył Hollow Nest.
5206:  Źródło spadające płatków zaraz odkryjesz.
5210:  To był tak wredny atak, że ja już nawet nie mam słów.
5218:  Możesz też z tagiem pojechać do DevMob, iść na prawe ekranie z budyneczku i odzyskać duszę za zjełczałe jajo.
5224:  To nie brzmi jak sprostanie challenge'owi, Nadio.
5227:  Musimy sprostać challenge'owi.
5228:  Czy czytamy z biura opowiadań inne światy?
5231:  Tak.
5232:  Nawet mam na półce.
5233:  Dziękuję ci, Kain, za trybut.
5234:  Inne światy są przepiękne, bo tam są grafiki Rogalskiego, który znany jest z tego, że połączył steampunk z... Wyspiańskim.
5249:  Żadnego przyzywania cienia, moi drodzy, damy radę!
5254:  Po prostu potrzebujemy więcej magii.
5258:  Te skaczące paskudy występują tylko tutaj, to mnie cieszy.
5264:  Aczkolwiek... i... i... i... Różalskie, jak ja powiedziałem?
5269:  Inaczej, ewidentnie.
5275:  Potrzeba drewna.
5278:  Jakub Różalski, tak jest.
5280:  Przepraszam Jakuba Różalskiego za to, że jak zawsze pomyliłem nazwisko.
5284:  To jest straszne.
5286:  Ja mam to przez całe życie.
5295:  I Dieselpunk trochę.
5296:  No to też prawda.
5299:  Ale jest dużo mechów.
5303:  Iwan Dragał pisze, że Steam to najlepszy antydepresant.
5305:  No wiesz, pod warunkiem, że na przykład nie trafimy do jakiegoś takiego miejsca jak w tej chwili, gdzie jest ponuro, smutno i gdzie usiłują nas zabić kurierzy impostu.
5322:  Ja naprawdę nie umiem wymierzać, to jest niesamowite.
5329:  Ale muszę się nauczyć z nim walczyć, no przecież nie ma opcji.
5342:  Za szybko!
5347:  Czemu to jest takie szybkie?!
5351:  Ja nie jestem w stanie.
5353:  To jest za szybko.
5359:  W walce z dużymi impostorami.
5361:  Przechodź lewa, prawa jak skaczą na to i bij ich po jednym ciosie.
5364:  Właśnie tak próbowałem.
5372:  Czy słyszałem o modyfikacji Dark Souls Arcturons?
5375:  Nie interesowałem się modyfikacjami do Dark Souls.
5378:  Zwoje z Biblioteki Aleksandryjskiej bym poczytał, tylko że wiesz, Kisiel, jest jeden problem, mianowicie spłonęły z tego względu, że książki i zwoje w odróżnieniu od internetu są niesamowicie trwałym środkiem zapisu.
5390:  Ale internet, wszystko zniknie, to co mamy zgromadzone w internecie, moi drodzy, wszystko zniknie.
5396:  Nie to, co zwoje z Biblioteki Aleksandryjskiej, one nie zniknęły.
5400:  Z Defender Quest będzie łatwiej, ale wtedy nie będziemy mieć magii, moi drodzy.
5403:  Miłego umierania, pisze FanboySexandjoy, dziękuję Ci serdecznie za te życzenia i za wsparcie od jednego miesiąca.
5415:  Ktoś ma protipy na ból garła biznesowe, spotkania osiemnastka, jest szkoda, bo byłoby się rozchorować.
5420:  Mnie zawsze pomagają dwie rzeczy, to znaczy... Przede wszystkim herbata z sokiem malinowym, to jest zawsze uniwersalna, dobra rzecz.
5430:  Druga rzecz, która pomaga, to jest inhalacja wbrew pozorom, bo chodzi o to, żeby nie pogorszyć sobie, na przykład jak ścieka katar po tylnej ściance gardła smacznego dla wszystkich, którzy słuchają i jedzą równocześnie, no to chodzi o to właśnie, żeby oczyścić zatoki, więc działa okresowo.
5450:  Miód różnie może być drażniący, dla mnie na przykład jest drażniący miód.
5455:  Najgorsze dla mnie są wszystkie te cukierki typu Strepsils i tak dalej, Jezus Maria.
5460:  Ooo!
5461:  Zawsze mam wrażenie, że jest gorzej po tym, jak tego użyję.
5463:  A lekarze to czasem uwielbiają przypisywać.
5471:  Actions przeszkształca Dark Souls 3 w połączeniu z Sekiro z Demon's Souls, dodaje nowe lokacje i zmienia już istniejące.
5477:  To brzmi jak duża modyfikacja, swoją drogą.
5479:  Właśnie mnie też Strepsils wysusza gardło i to bardzo.
5485:  Czyli tak, jeżeli na nich są potrzebne moje dwa zaklęcia, to może na tego dużego impostora też.
5492:  No co się dzieje?
5495:  Jakim cudem?
5499:  Strasznie mnie drażni, jak ja nie wiem w zasadzie, co się dzieje i co mnie zabija.
5507:  Tak jest w tym przypadku.
5510:  Aktus nazywany jest Dark Souls 4.
5512:  Korzystam nawet z asetów z Bloodborne'a.
5513:  To brzmi naprawdę ciekawie.
5515:  Ta, ta, ta.
5517:  Teraz użyję magii, zobaczycie.
5520:  Użyję magii.
5521:  Na tysiąc procent.
5522:  O!
5523:  Widzicie, widzicie, widzicie?
5524:  Mówiłem?
5526:  Cię za bardzo rozzuchwalił.
5528:  Cholernik.
5530:  Dobra, spróbujemy go zwabić tutaj, w to miejsce.
5537:  Jezus, ja naprawdę nie jestem w stanie.
5546:  Dobra, Brute forsuje.
5555:  Jezu, udało się.
5558:  Udało się, udało się, udało się, UDAŁO SIĘ!
5563:  Ten bzyczek jest prawie nieśmiertelny.
5565:  Proszę bardzo.
5567:  Można?
5568:  Można!
5571:  Ja w Malazanie też nie kontynuowałem Gen Green.
5573:  Moim zdaniem czytanie Malazanu wtedy, kiedy nie ma się na to przynajmniej dwóch miesięcy jest bez sensu, bo wszystko się zapomni.
5581:  Ja niestety muszę teraz zacząć czytać Malazan od początku, więc w wakacje pewnie się tym zajmę.
5590:  Moi drodzy, to jest...
5593:  Iguomistz Oro.
5594:  Mf.
5595:  Jak się znalazłeś tu, gdzie kończy się świat?
5597:  Tak, wiem dlaczego tu jesteś.
5601:  Przyjechałeś, by nauczyć się artystycznej nauki od legendarnego artystycznego naukowca Oreo!
5611:  To jest prawo wielkiego naukowca, że muszę przekazać swoje nauczania tym, którzy są wdzięczni.
5619:  But no law forbids me from exacting a payment from my time.
5624:  Myśmy go nie spotkali już czasem.
5626:  To jest Oreo dla boreo.
5629:  If you truly wish to train under me.
5634:  Ile?
5641:  To jest jego brat.
5643:  Jest ich trzech.
5646:  Czyli nie mam pieniędzy.
5650:  O-RI-O Wiecie, wiecie jak to się skończy?
5660:  Dlaczego, dlaczego nie ma, dlaczego tego nie ma?
5665:  Przecież ja to muszę znaleźć.
5668:  Wiecie czego ja szukam?
5669:  Jak się to nazywało?
5670:  To było z Ralph'a De Molki.
5687:  O RIO O RIO O RIO O RIO I to już z nami zostanie na cały dzisiejszy wieczór, moi drodzy.
5698:  Czy mamy już koloseum?
5700:  O RIO O RIO
5704:  Oreo, Oreo.
5707:  Czy tutaj jest coś dalej?
5710:  No otóż tak.
5714:  Cześć, typ.
5733:  NIE NIE NIE PRZEPRASZAM NIE CHCIAŁEM!
5744:  Jakie złośliwe.
5762:  Złośliwe.
5763:  Tam dalej wal w podłogę?
5764:  Oj, faktycznie!
5771:  Nagle mamy muzykę z Dishonored.
5788:  A, znowu oni!
5790:  To znowu oni.
5792:  Moi drodzy, dzisiaj jest za dużo impostu.
5803:  To oznacza, że tu jest gdzieś, moi drodzy, robaczek.
5807:  Bo było... Ore... Oreo.
5808:  Oreo.
5821:  Fuck, no nie w tę stronę!
5822:  Mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm
5868:  JESUS FUCKING CHRIST!
5870:  JA NIC NIE WIDZĘ NAWET!
5872:  JA NIC NIE WIDZĘ!
5873:  CO MNIE ZABIJAŁO?
5877:  CO MNIE ZABIJAŁO?
5879:  PODŁOGA MNIE ZABIJAŁA?
5883:  CO TO BYŁO WOGÓLE?
5891:  KOLCE?
5893:  GDZIE TAM BYŁE KOLCE?
5896:  To nie było żadnych kolcuj... kolców.
5902:  Kolce pierdolce.
5904:  Ja wam dam kolc.
5905:  Nie ma tam żadnych kolc... kolców.
5908:  Czemu ja mówię kolcy?
5909:  Bez sensu.
5917:  Snape, Snape.
5919:  Severus Snape.
5924:  Człowiek wydaje dźwięki przez Hollow Knighta.
5926:  Są bracia kolec, tak jest.
5930:  Dobrze, tutaj nic nie ma już.
5932:  Nailmaster Oro, pisze CzerwonyLisOreo.
5936:  Był najmniej pojętnym uczniem Wielkiego Międzycaostrza.
5938:  Szanował mistrz, ale był niekany dyscyplinę w trakcie szkolenia.
5941:  Był trochę jak ja.
5946:  Niebieski kwiat i kolce, niebieski kwiat i kolce, to jest cyta, to jest cyta, to jest cyta, to jest cyta, nie wiem skąd, nie wiem skąd, nie wiem skąd.
5956:  Tak to jest z moim rozpoznawaniem cytatów.
5966:  Jezus Maria... Jezus Maria... Jezus Maria!
5973:  JAK JA MAM TU PRZEJŚĆ?!
5984:  To jest ze Shreka.
5989:  Nie, autentycznie nie mam zielonego pojęcia, jak tam przejść.
5992:  Skacz jak on.
5992:  Tak, bo problem polega na tym, że nie jestem w stanie się z nim zsynchronizować.
5998:  Jakieś porady na obronę inżynierki?
6000:  Ale przed obroną inżynierki, Bartku, czy na samą obronę?
6004:  Bo jeżeli... To jest bardzo, bardzo złożony temat.
6009:  Co ten cień tak wrzuciło na koniec?
6010:  Nie mam zielonego pojęcia, jakieś dziwne rzeczy tu się dzieją.
6031:  Dramat to, co tu się dzieje!
6034:  Przestań mnie atakować!
6038:  Na samoobronę.
6039:  Jeżeli chodzi o samoobronę, to najlepiej jest dogadać się też z promotorem, żeby mieć jakieś pytanie promotorskie i wiedzieć, o co się zapyta.
6047:  Przed obroną przestać się uczyć.
6049:  Na obronę kompletnie iść zmęczyć się.
6052:  Standardowa moja rada przed każdym egzaminem.
6054:  Natomiast na obronę przygotowałbym prezentację, pięć slajdów przynajmniej, która będzie pomagała ci ustrukturyzować wypowiedź.
6062:  No i najważniejsze, na obronę wchodzisz jako ekspert, Bartek, czyli to ty się znasz na temacie, a nie ludzie, którzy by cię będą o cokolwiek pytać.
6070:  Na tego latającego załaduj sobie silny cios, będzie naraz.
6074:  Mam inny, mam inny plan, mam inny plan, mam inny plan, mam inny plan.
6080:  Właśnie ten.
6086:  Nie wiem, co to jest to jajo.
6088:  Dostałem, dostałem jajo.
6091:  Widzicie, dać najgorsze jest to, że tutaj jest cholerny cień, nie?
6101:  Jezus... No, ja nawet tego nie robię!
6104:  Ja nawet tego nie robię!
6107:  On mnie przesuwa cały czas!
6109:  Ja nic nie mogę zrobić!
6113:  To jest jakiś kompletny kretynizm ta lokacja.
6118:  To ja pozwalają przezywać cień w Death Mount, aha, okej.
6123:  Nie, no to jest tragedia absolutna, co tu się dzieje.
6128:  W jaki sposób ja nawet nie mam jednej sekundy, żeby się zorientować, co się tam dzieje?
6138:  Gdzie moje czary?
6139:  No ja nie mogę nawet użyć czaru, ponieważ mam zablokowaną w ogóle możliwość poruszania się tam.
6150:  No dramat.
6156:  Wchodzisz w kolce oprócz tego, że on cię wpyka.
6158:  Nie!
6159:  Ale absolutnie nie, właśnie na tym dowcip polega.
6161:  On mnie za trzy razy wepchnął w kolce.
6164:  To jest w momencie, w którym usiłowałem przeskoczyć, to mnie niestety wtedy ładowało tam też.
6168:  No dramat absolutny.
6170:  Dramat nad psią miską.
6180:  Właśnie.
6181:  Usiłowałem przeskoczyć teraz.
6183:  Nie mogę przeskoczyć, nie mogę przeskoczyć, bo on ma jakiś stunlock w tej chwili.
6189:  Przestań mieć stunlock!
6195:  Tu się nie da przeskoczyć.
6197:  Przez to się nie da przejść.
6202:  Niech spadnie, że już od razu dupniecie.
6204:  No muszę mieć na to mamę!
6209:  Martyno, powodzenia w nauce chemii!
6215:  Nie potrzebujesz ruchu, żeby czarować, ale potrzebuję many, żeby czarować.
6226:  Spierdzielaj, durny impostorze!
6237:  O!
6237:  Za wcześnie dasz?
6238:  Aha, świetnie.
6246:  Jestem underpowered na tę lokację, to nie ma innej lokacji przecież.
6250:  Bo jest jeszcze gorzej w przypadku deep nestu.
6255:  Jeszcze ewentualnie możemy ogarnąć ten podwójny skok.
6259:  Oglądam Hollow Knight, słucham wykładu z biochemii nienasyconych kwasów tłuszczowych, czy jestem jeszcze normalny?
6264:  To pytanie, czy będziesz pod koniec słuchania wykładu z biochemii nienasyconych kwasów tłuszczowych normalny?
6271:  Na pewno będziesz odznaczał się wiedzą, której nikt nie ma poza tobą.
6276:  Dobra.
6282:  On mnie autentycznie, on mnie autentycznie spyka!
6294:  Nie, tego się nie da zrobić, tego się nie da zrobić.
6301:  No i w jaki sposób miałem tu się przemieścić?
6305:  Nie, nie.
6308:  Nie, nie mam pojęcia.
6310:  Ale ja nie wiem, jak tam przeskoczyć.
6312:  Bo w momencie, w którym skaczę, nadziewa się na kolce z góry lub kolce z dołu.
6318:  Nie mam zielonego pojęcia.
6324:  A co, to by znaczyło, że ja mam w połowie skoku zrobić tak?
6327:  To nie mogę, bo on się nadziewa wtedy.
6332:  Musiałem w trakcie skoku zrobić to.
6335:  Nie wiem.
6335:  To już było za wysoko.
6339:  Nie no, dramatyczne po prostu, dramatyczne.
6349:  Jak zawsze niszczy mnie sekwencja platformowa, zawsze to samo.
6360:  Przynajmniej jedno i drugie zostało zabite.
6368:  Bo spadając wciskasz dasz na odpowiedniej wysokości.
6371:  Ale to nic nie da jeżeli wcisnę dasz wtedy jak spadam, ponieważ ja spadam na środek tej komnaty.
6394:  Narwam 150 Geo na ławkę i idź leć do kanału w dół?
6397:  Jakie 150 Geo na ławkę?
6399:  O czym mówisz, czerwony lisie?
6401:  Przecież tutaj jest ławeczka.
6411:  A, kapłanka ci mi pisze, że w trakcie spadania po skoku wtedy dasz zrobić.
6415:  Spróbujemy.
6421:  Gnoju!
6422:  Daj mi skoczyć!
6424:  O Boże, to jest mój cień, który mnie będzie oszukiwać!
