🔴 Hakana segamos! | HOLLOW KNIGHT Livestream #8
🔗 https://www.youtube.com/watch?v=SE_lGCzj65M

19:  © PTA & TVP
4888:  Okej.
4889:  Dużo jest niepoodkrywane.
4891:  Zapomniałem, co mieliśmy zrobić.
4893:  Mieliśmy iść do Crystal Peak, chyba.
4896:  Crystal Peak jest tutaj.
4899:  I rzeczywiście jest coś nieodkrytego tutaj, gdzie wam wskazuję, czy ja dobrze myślę, że tu jest to, o czym wy mówicie.
4905:  Zajrzyjmy na gigamapę.
4908:  Gigamapo Hollow Knighta, gigamapo Hollow Knighta, jaka jest twoja mądrość?
4913:  Crystal Heart.
4916:  To zdobyliśmy.
4917:  Tu jest jakiś Descending Dark.
4919:  Tak, to jest precyzyjnie to, czego ja nie mam.
4922:  Czyli musimy się udać do...
4931:  Do Dirtmouth.
4932:  Nie ma wyjścia.
4934:  Chyba stamtąd jest najbliżej.
4937:  No.
4940:  A może... Może tutaj, do tramwaju.
4944:  I z tramwajki w tę stronę.
4947:  Spieraj esencję.
4949:  Chciałbym.
4950:  Tuż przed spadkiem do Restinglands jest ulepszenie spela właśnie.
4952:  Hmm.
4954:  Nie dream nailuj niewinnych NPC.
4957:  Mmm... Dobra.
4959:  Więc proponuję tak.
4960:  Forgotten Crossroads i stąd sobie przejdziemy.
4963:  Tu.
4964:  Chyba to będzie mądrzejsze.
4967:  Tak.
4967:  Forgotten Crossroads.
4970:  To teraz tak.
4971:  Kluczowa sprawa jak się stąd wydostać.
4973:  Nie mam zielonego pojęcia.
4975:  Eee... Do góry tutaj nie ma, nie?
4978:  Czyli robimy jeszcze raz to samo.
4983:  Oj, oj, oj.
4985:  Zobacz, czy masz klucz do kolektora.
4988:  Czym jest klucz do kolektora?
4991:  Czym jest klucz do kolektora?
4998:  Mam simple key jakiś.
5003:  Ale czy to jest klucz do kolektora, to ja tego nie wiem.
5008:  Nemo.
5009:  A, świetnie.
5011:  Klucz do kolektora jest w Queen's Garden.
5012:  Aaa, to dla trota musimy iść.
5014:  Dobrze, już czaję.
5016:  Love key.
5017:  Miłosny klucz.
5020:  Nie walczę z byczkiem i łzyczkiem już.
5024:  Nie chce mi się.
5025:  Dobrze, teraz trzeba stąd się wydostać jak najszybciej.
5028:  Oczywiście.
5029:  Nie uważacie, że powinno być tak z modliszkami, że w momencie, w którym zabiliśmy królową, to dają nam spokój, to byłoby cudowne?
5037:  Ale tak nie jest.
5038:  Ponieważ życie nie jest cudowne.
5040:  We love the Collector.
5043:  Trochę mnie niepokoi, jak mówicie, że coś lubicie, bo to może znaczyć, że mnie się to nie spodoba.
5051:  Czy otworzyłem konto bankowe umirabelnie, a czy... Ludzie mi mówili, żebym tego nie robił, dlatego nie zrobiłem.
5065:  Tak, muszę zostawić sobie quick nail, bo inaczej gniemy.
5069:  Nie ma kurwa, tylko obrońca.
5072:  Daje spokój, jak założysz miodowy czarn, a to fajne akurat, podoba mi się.
5076:  Dobrze, dostaliśmy się z Ula, Uleńka, dobrze.
5079:  I jesteśmy przy tramwajce.
5083:  Czy to jest ta tramwajka, która nas interesuje, czy nie?
5086:  To jest ta tramwajka, która nas nie interesuje.
5090:  Czy ona nas przeniesie do staga?
5092:  Ona nas przeniesie do staga.
5095:  Doskonale.
5100:  Hańba ci, midi daje chyba 50% odsetki?
5103:  Dlaczego mi odradzaliście?
5106:  Jaki jest w zasadzie cel tej gry?
5107:  Wyeliminować wszystko Freeducks.
5111:  Insect.
5114:  Mirabel, jak zrobisz koloseum, będziesz mieć sporo pieniędzy.
5118:  Banku najlepiej daje jej 4000.
5120:  Dlatego mówiliście o tym.
5121:  Dobrze.
5123:  Kiedy będzie bity final boss?
5124:  No czy na razie mamy jedno zakończenie dopiero?
5127:  Dajcie spokój.
5129:  Pani od banku to złodziejka.
5131:  Właśnie tak słyszałem.
5133:  Royal Waterways.
5135:  Okej.
5137:  Tramwajka mnie wyprowadziła tutaj.
5139:  Ja teraz chcę iść... Dobrze, teraz muszę iść na dół i bardzo w prawo.
5146:  Nie tak bardzo w prawo.
5151:  Ja wiedziałem.
5151:  Ja wiedziałem, że tutaj coś będzie.
5153:  Bardzo dobrze to wiedziałem.
5156:  Okej.
5159:  Mhm.
5160:  Tak jest, oszustwa i cwaniactwa.
5163:  Znam to dobrze.
5164:  Nie, nie ściągnę kompasu, bo widzicie, co ja robię bez przerwy?
5168:  Ja bez kompasu nie jestem w stanie funkcjonować.
5174:  Dobrze.
5176:  Możesz pokonać Dream Bossa w Infected Crossroads i City of Tears po bardzo dużej ilości esencji.
5181:  Dobrze.
5182:  Dobrze.
5184:  Zostanie to zrobione.
5185:  Jesteśmy blisko.
5187:  Krzysztof prędzej strzeli koszulę niż kompas.
5189:  Tak, zwłaszcza, że mam bluzę.
5191:  Dobrze, jest.
5193:  Good.
5195:  Oro, oro, oro.
5196:  Teraz tak, oczywiście nie wiem, gdzie miałem nim podróżować, więc muszę otwarać teraz kolejny mapę.
5201:  Dzięki temu, że mam kompas, to wiem, gdzie jestem.
5204:  Czyli tak, idziemy... Idziemy tutaj i powiedziałem, że idziemy do Forgotten Crossroads, tak.
5212:  Jak to się będzie nazywało?
5214:  Nie mam zielonego pojęcia.
5215:  Forgotten Crossroads.
5216:  Dlaczego to się czasem może nazywać Forgotten Crossroads?
5218:  Tak, region Forgotten Crossroads, a czasem inaczej.
5221:  Nie mam zielonego pojęcia.
5225:  Dobrze.
5227:  To chyba nie jest najlepiej skomunikowane miasto, delikatnie rzecz ujmując.
5231:  Okej.
5232:  Czyli teraz chyba do góry.
5236:  Nie do F-Mouth, nie.
5239:  Ponieważ jest zabawnie i wszystko będzie wybuchało.
5244:  Okej.
5245:  W ogóle strasznie mi się podoba ta zmiana w Fogotten Crossroads.
5250:  Wybuchaj sobie na dole, dziękuję.
5251:  Byczyk, bzyczyk!
5255:  Dobra, i teraz tak.
5258:  Jeszcze nie mamy trzeciej kropencji, nie wiem gdzie zdobyć trzecią kropencję.
5264:  Nie ma to jak mieć zajęcie od 8 do 18.30.
5266:  Wiesz, że to jest niezgodne z wszystkim absolutnie, z bezpieczeństwem, higieną pracy i całą resztą.
5272:  Z nawiasem mówiąc, nie wiem, czy wiecie, że w polskim prawie pracy jest informacja, że na 8 godzin przypada ustawowo i tutaj jest podana konkretna liczba minut, jaką mamy przerwy.
5283:  Z tego, co pamiętam, jest to przynajmniej 15 albo 20 na przerwę obiadową, czy coś takiego.
5288:  I jeszcze oprócz tego jest jakaś jedna.
5292:  Bardzo często jest tak, że w szkołach czy na uczelni... 15, tak, że w szkołach czy na uczelni się tego nie przestrzega.
5296:  Dobra, Crystal Peak, czyli w tę stronę.
5299:  Chyba tak.
5301:  Do trzeciej kropelnicy trzeba znaleźć więcej grubów.
5303:  Do wszystkiego trzeba znaleźć więcej grubów.
5304:  Dobra, gdzie ja jestem?
5307:  Czyli teraz musimy iść do góry czy na dół?
5310:  Nie, nie do góry.
5311:  Tutaj.
5311:  Hehehe, wszystko ginie w formalinie.
5317:  To lubimy.
5320:  Tego nie lubimy, tego nie lubimy, tego nie lubimy, tego nie lubimy, bardzo nie lubimy, bardzo, bardzo nie lubimy.
5327:  Niebezpieczne.
5328:  Niebezpieczne.
5330:  Górnik.
5332:  Górnik też niebezpieczny.
5334:  Mogłeś postawić teleport przy stagu?
5337:  Mogłem?
5339:  A w ogóle w jaki sposób się ten teleport stawia po raz kolejny?
5343:  Po prostu?
5345:  Piętnaście minut u mnie w pracy, związki wywalczyły.
5347:  Dwa razy piętnaście minut pisze Łukasz G. I dobrze!
5349:  I dobrze!
5354:  Dałem drugą szansę Paulinią przez dużo nawiązań na streamach.
5357:  Bawię się świetnie przy najstarszym.
5358:  O jak fajnie, cieszę się.
5360:  Nie wiem czy idę w dobrym kierunku.
5364:  Tam w ogóle jeszcze do góry możemy iść.
5365:  Stop, stop, stop, stop, stop, stop, stop, stop.
5366:  To teraz tak.
5368:  Ja tu widzę ławeczkę, ale nie ma ławeczki jednocześnie.
5370:  Jest ławeczka, ławeczka.
5374:  To jest 15 minut powyżej 6 godzin, 2 razy 15 minut powyżej 9 i 3 razy 15 powyżej 12.
5379:  Czyli tak.
5379:  Czyli powinno być tak również na uczelniach.
5382:  A bywa z tym różnie.
5384:  Co się właśnie stało?
5385:  Co się stanęło?
5386:  Dobrze.
5387:  Aaaa!
5392:  Utrudniłem sobie życie, nie wiem dlaczego.
5394:  No już wiem, dlatego, że jestem sobą.
5397:  Za pracę przy komputerze przysługuję dodatkowe 5 minut przerwy po każdej godzinie pracy.
5401:  Autentycznie uczelnie miałyby problem, gdyby ktoś to zaczął śledzić.
5406:  Okej.
5408:  Bo czasem jest tak, że są 5 minut, ale wszędzie przerwy.
5414:  Przeszedłem Path of Pain, ale umarłem na tych dwóch typkach.
5417:  Na końcu zaspoilował Frost Soul, ponieważ nie wiedziałem, że na końcu są dwaj typkowie.
5421:  Nie żartuję, wiedziałem i bardzo mnie to przeraża.
5425:  Okej, ale czy to jest tędy?
5426:  Tak, do góry tutaj musimy iść.
5430:  Czy wspominałem już, że go nienawidzę?
5432:  Nienawidzę cię, nienawidzę cię.
5434:  Dobrze.
5438:  Ludzie cię nienawidzą, sir.
5441:  Na moją część z 15 minut przerwy na każde 45 wykładu.
5444:  I tak powinno być, moi drodzy.
5445:  Szanuję.
5447:  Powinno też tak być, że każdy z tych obrzydliwych przeciwników natychmiast ginie na mój widok.
5453:  Robaczek, robaczek, robaczek.
5455:  Jak iść do robaczka?
5456:  Stop, stop, stop, stop, stop.
5458:  Jak się dostać do robaczka?
5463:  Czemu to jest zamknięte?
5464:  O nie, o nie, o nie.
5468:  Aaa, od góry jest przejście.
5477:  Okej.
5479:  To wpierw ogarniemy zaklęcie, a potem to.
5483:  Tak, do spela pierdwej.
5489:  Jesus Christ.
5491:  Anakin Bugwalker, I hate... ...you.
5502:  Ja dobrze pamiętam co to jest za miejsce.
5505:  Ja dobrze pamiętam co to jest za miejsce.
5518:  Za to tu jest bardzo ładna muzyka.
5531:  Oj tak, pamiętam to miejsce.
5533:  Bardzo dobrze je pamiętam.
5542:  Nie mówcie mi, że to jest aż tak proste.
5547:  Teraz trzeba zmienić ledy bez dysonans, jest to prawda.
5550:  Bardzo dziękuję i szanuję, że ktoś na tego pilnuje, ponieważ jesteśmy... ponieważ jesteśmy, moi drodzy, w Crystal Pixel Magentowe.
5559:  W miejscu, gdzie ulepszysz spela, jest też robaczek do uratowania.
5562:  Twój 24, pozostanie 7.
5566:  Jak ja się strasznie cieszę, że akurat mam manę!
5569:  Jakie to miłe!
5572:  Jakie to wspaniałe!
5574:  Jakie to cudowne, że ktoś zadbał o to, żebym miał manę i na przykład dał tutaj jakiegoś radosnego przeciwnika, ale nie!
5583:  Jaki posąg.
5588:  Czyli dał manę?
5595:  Okej, cofam to, co powiedziałem.
5597:  Cofam to, co powiedziałem.
5598:  Cofam to, co powiedziałem.
5600:  Jest dobrze.
5608:  Crystallized ma... O nie.
5612:  O nie.
5618:  Wleć tu!
5618:  Wleć tu!
5618:  Wleć tu!
5618:  Wleć tu!
5619:  Wleć tu!
5619:  Wleć tu!
5619:  Wleć tu!
5619:  Wleć tu!
5619:  Wleć tu!
5620:  Wleć tu!
5620:  Wleć tu!
5620:  Wleć tu!
5620:  Wleć tu!
5620:  Wleć tu!
5620:  Wleć tu!
5621:  Wleć tu!
5621:  Wleć tu!
5621:  Wleć tu!
5621:  Wleć tu!
5621:  Wleć tu!
5621:  Wleć tu!
5622:  Wleć tu!
5622:  Wleć tu!
5622:  Wleć tu!
5623:  Wleć tu!
5623:  Wleć tu!
5623:  Wleć tu!
5624:  Wleć tu!
5624:  Wleć tu!
5624:  Wleć tu!
5624:  Wleć tu!
5628:  Wleć tu!
5630:  Wleć tu!
5630:  Wleć tu!
5630:  Wleć tu!
5630:  Wleć tu!
5630:  Wleć tu!
5631:  Wleć tu!
5631:  Wleć tu!
5631:  Wleć tu!
5631:  Wleć tu!
5631:  Wleć tu!
5632:  Wleć tu!
5632:  Wleć tu!
5632:  Wleć tu
5649:  Ja go nienawidzę!
5660:  Tak, ja tu robię Dream Gate.
5663:  Nie, nie, nie, nie, nie w tę stronę!
5666:  Ooo... Czemu się nie da...
5681:  No nieee... Nie możesz tutaj se zajmieć.
5690:  Rany boskie, co się dzieje?!
5699:  Okej, to była jedyna opcja.
5712:  Dobra, co ja tu mogę zrobić?
5715:  Nie lubię, jak nie mogę sprawdzić taktycznie, jak tutaj wygląda sytuacja.
5723:  Fuck.
5728:  No chciałem zrobić dash taki, ale... Ale właśnie to.
5734:  No właśnie, super.
5748:  Zgnuj!
5756:  O!
5757:  Boże, ostatni!
5758:  Czemu zawsze to musi być ostatnie życie?
5765:  Mmm... Ale boskie... Nie zdążyłem.
5778:  Nie, zrany boskie, po prostu, następną se wymyślili lokację genialną.
5785:  Ja muszę mieć po prostu full money.
5788:  Tak, założę ten Hiveblood, autentycznie założę Hiveblood, mam po prostu dość tych sekwencji.
5797:  Okej.
5800:  To jest ważne, to jest ważne.
5803:  Co ja zrobię?
5804:  No muszę Shaman Stone wyeliminować, nie mam wyjścia i Dream Wielder.
5817:  Grubsong mam permanentnie.
5821:  Piękna pani z NerdFox zrobiła kuchnię w stylu Fallout, ale to już dawno.
5828:  I co się...
5835:  Tak ta regeneracja wygląda.
5837:  Okej.
5845:  Fuck, fuck!
5846:  Jak ja nie znoszę tego przeciwnika!
5851:  Ponad wszystko go nienawidzę.
5859:  Podnajadź tu jedną maskę.
5860:  A, okej, zajebiście.
5862:  To tego nie wiedziałem.
5871:  No, no doskonale po prostu.
5881:  Nie wiem, czy to tędy.
5882:  Chyba tak.
5884:  Regionuje się tylko ten, który straciłeś.
5886:  Jak za szybko straci, to się regionuje tylko ostatni.
5888:  Okej.
5889:  Czekaj.
5892:  Odbiłem to, odbiłem to, to cholery ciężkie odbiłem to!
5896:  No jak ja mam to odbić? !
5906:  Jesus Christ, nigdy się nie nauczyłem tego odbijania, takiego cholernych... ...kolców.
5912:  Szlag trafił tego przeciwnika, jasny.
5919:  Hiveblood i Grabsong to jest Infinite Soul Generator?
5923:  Chciałbym.
5926:  Chciałbym, żeby tak było.
5930:  Regeneracja przyda się do platformowych lokacji, mam nadzieję.
5934:  Dobra.
5937:  Dawaj mi to, dobrze.
5939:  I teraz tutaj Dream Gate?
5942:  S i F. Czyli tutaj można tylko... Dobra, jest!
5954:  Got!
5955:  Mamy!
5956:  Portal, postal!
5965:  Dobrze, dobrze, dobrze, dobrze, dobrze.
5967:  Teraz tak.
5982:  Nie, ja, ja nienawidzę po prostu tego, ja, ja po prostu, ja tak, tak strasznie nienawidzę.
5994:  Ja nie miałem zielonego pojęcia, że tak się da, ale tak się ewidentnie dało, żeby spelem to zrobić.
5999:  Tak, macie dowód co się dzieje, jak się usiłuje jednocześnie sterować i robić spele.
6006:  Działy się dziwne rzeczy.
6013:  Dobra.
6033:  Rozumiem w ten sposób.
6057:  Nienawidzę, nienawidzę tego cienia, no po prostu go tak strasznie nienawidzę.
6062:  Ponad wszystko go nienawidzę.
6069:  To było ciekawe.
6082:  Okej, okej, okej, okej.
6087:  Chciałem się wyleczyć, ale spoko.
6096:  Dobra.
6098:  Domyślam się, że teraz... gdzie?
6100:  Chyba wyżej?
6102:  Jesus Christ, jak ja mam to zrobić?
6108:  Czy ja jestem w stanie doskoczyć tutaj, czy nie bardzo?
6112:  Nie.
6115:  W prawo robaczek, w lewo przejście dalej.
6121:  Tu nie ma w lewo, tu jest w dół lub w górę.
6127:  Okej, czy ja po tamtej ścianie jestem w stanie się wspinać?
6129:  Chyba tak.
6133:  Kółeczka i ściana.
6138:  Jesus Christ, nie mam pojęcia co tutaj zrobić.
6145:  No przecież tutaj wszędzie są kolce.
6148:  Heee?
6149:  Jak to zrobić?
6157:  Skakać naokoło?
6158:  Double jumpem?
6165:  Mhm.
6165:  To się dzieje.
6166:  To się dzieje.
6167:  Fajnie się podziało, prawda?
6171:  Ja... Jak?
6173:  Jak?
6183:  No pojęcia nie mam.
6185:  Mogę przeskoczyć na tę drugą... To nie jest nieprawda, że mam nieskończone próby, ponieważ właśnie straciłem dwa życia jednocześnie.
6194:  Skocz w lew, a potem kieruj w prawo?
6198:  Rany boskie... Nie no, ale tu przecież zewsząd są te kolce.
6211:  Z platformy na platformę.
6212:  Tak, ja będę na jednej platformie, to jak podskoczę, to w momencie mnie uderzą kolce z... z drugiej platformy.
6224:  No, teraz koniec.
6243:  No niech to zregeneruje.
6249:  Okej.
6250:  Dobrze.
6250:  Jest.
6251:  Jesus Christ.
6252:  Jesus Christ.
6253:  Okej.
6253:  Tak też można.
6253:  Rany boskie.
6274:  A teraz gdzie w lewo?
6276:  Na górze nie było lewo.
6284:  Teraz lewo i góra.
6285:  Dlaczego tego nie ma na mapie, tak nawiasem mówiąc?
6288:  Jezus ma...
6300:  Dwudziesty czwarty robaczek uratowany, pozostało siedem.
6302:  To jest jakiś żart.
6303:  Sublokacja i nie ma mapy.
6305:  Nienawidzę tego.
6306:  Nienawidzę.
6308:  Musi być zawsze mapa.
6312:  Dobra, mamy to.
6318:  Au!
6332:  Jest!
6333:  Jest!
6333:  Jest!
6334:  Cudownie!
6342:  Jest!
6343:  Zdałem!
6346:  What now?
6348:  Wiem co teraz.
6359:  Au.
6368:  Jaki robaczek?
6372:  Przecież robaczek został zdobyty i uratowany.
6377:  Jaki robaczek?
6381:  Można do Resting Grounds iść?
6384:  Można iść do Resting Grounds?
6386:  Można.
6387:  Robaczek zdobyty.
6389:  Tutaj mieliśmy, moi drodzy, jeszcze jedną rzecz.
6394:  Ta, ten robaczek, no to tak, to właśnie do niego idziemy.
6401:  Tylko, że on jest bardzo w lewo.
6412:  No przynajmniej tutaj można normalnie skakać.
6415:  Okej.
6417:  Jesteśmy.
6417:  Nieprościej się tepnąć do ławki.
6420:  W sumie prościej, ale z drugiej strony musiałbym wtedy tutaj zajwaniać do góry.
6429:  Takiego!
6431:  Dobra, i tu jest robaczek.
6432:  I teraz musimy iść w lewo i później do góry.
6436:  Koloseum będzie za moment po Queen's Gardens.
6444:  Uwielbiam, niezmiennie uwielbiam tych przeciwników, którzy atakują mnie, a ja nie widzę tego, z tego względu, że ukrywa się jej kill off.
6454:  Dobrze.
6458:  Mamy to, mamy to moi drodzy.
6459:  Good.
6462:  Secret boss w Forgotten Crossroads jest i chroni Mask Shada.
6468:  To będzie trzeba ogarnąć.
6469:  Czy nie powinniśmy przez ten grad zmagnąć ending jeden?
6472:  Wolałbym, żebyśmy mieli większość rzeczy do endingu.
6474:  Ja zrobię dobrze, czy ja zrobię głupio?
6477:  Zrobię głupio.
6477:  Tutaj do góry.
6477:  Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie,
6497:  Ich są dwa!
6501:  Za tą sekcją był grab właśnie.
6504:  To już wyjaśnia dlaczego ja tego nie zrobiłem.
6517:  Dlaczego ja tego nie zrobiłem?
6518:  Przecież to jest proste.
6519:  To nie jest proste.
6532:  Tutaj coś jest nie tak.
6546:  Dobra, teraz.
6550:  Krzysztof się bałdasza, tak było.
6561:  Queen's Gardens i White Palace to są dwie lokacje powiązane stricte z najtrudniejszym endingiem.
6564:  A, to dlatego tak mówicie.
6566:  Robaczek jest skutny.
6567:  Właśnie, Kingo.
6568:  Musimy go uratować bezwzględnie.
6570:  Nie no, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie,
6587:  Wiecie co jest wspaniałe?
6588:  Mamy magię.
6590:  A magia oznacza.
6594:  Pa pa!
6596:  Cholerny las... Lasery.
6613:  Pa pa!
6616:  Ooo, karma wróciła.
6619:  Jak akurat te wszystkie grawy dostałeś czama, to zmienia w twoje ataki, w ataki z daleka.
6626:  Ja na razie Jeno... Nie ten.
6629:  Ja na razie Jeno chcę mieć tę ostatnią rzecz, której potrzebujemy za 31 robaczków, czyli rudę.
6637:  Ścieżka bólu to trekking na kolcach, Jezus Maria.
6640:  Zrób do defna w spustapie, gdzie używasz super dasha z robaczek jeszcze.
6644:  Ooo!
6647:  Pędy, batędy.
6672:  Czee...
6673:  Jesteśmy, moi drodzy, u szalonego kornika-drukarza.
6676:  Następny robaczek!
6694:  To jest szybciej.
6697:  To jest, to jest... To jest szybciej.
6701:  Papa nada, pisze Kama Greenberg.
6704:  Dum, dum, dum.
6705:  Teraz, teraz, teraz, teraz, teraz, teraz, te... Miałem zawsze najgorsze oceny z rytmiki.
6717:  Nie, teraz musi być wtedy, kiedy jest cofka.
6723:  Teraz, teraz, teraz, teraz, teraz.
6726:  Nie, nie jestem w stanie.
6738:  Ale tutaj bardzo pomaga dźwięk.
6748:  Jeszcze!
6756:  Ale bez żartów.
6799:  CO JEST?!
6803:  Dobrze, ale teraz na serio.
6807:  Ile mam sekund tam?
6808:  To jest teoretycznie do zrobienia.
6814:  Trzeba natychmiast się tu teleportować.
6822:  Dlaczego uderzam w niego cały czas tam?
6829:  Może jestem za daleko po prostu, chyba tak.
6837:  Jest, dobrze, byłem za daleko.
6846:  Dobrze, czy tutaj cokolwiek jest innego?
6848:  Czy tu jest jakiś sekret?
6849:  A już tu nie wracam, już tu nigdy nie wracam, już tu nigdy nie wracam!
6852:  Czy przyszedłem trzeci poziom w koloseum?
6853:  Nope.
6854:  W ogóle koloseum jeszcze nie było ogarniane.
6858:  A teraz już nie działasz, co?
6859:  Teraz już nie działasz!
6861:  O, może też nie działać!
6866:  Pięć robaczków do rudy, coraz lepiej.
6871:  Jaki żenujący.
6873:  Wyłączyć mechanizm?
6875:  Ma to sens.
6876:  Inżynierowie na czatach.
6881:  Czy tutaj jest...?
6883:  Nie, już przeszedłem.
6885:  To tutaj.
6893:  Kto?
6893:  Kto tutaj kowali?
6898:  Czy tak wyglądają kowali?
6900:  Maślana, czy tak wyglądają kowali?
6909:  Pewnie nie tędy.
6920:  Takiego.
6923:  Takiego.
6925:  Facetko, tak?
6927:  To właśnie to.
6928:  Proszę bardzo.
6932:  Władcy mój znani.
6934:  Bardzo dobrze, bardzo dobrze, moi drodzy.
6937:  Klub pierwszy... Ale jesteście dzisiaj chciwi, jesteście chciwymi czatami.
6942:  W tym, w twierdzy.
6946:  była taka postać, Czarny Mnich, i mówili, jesteśmy czarnymi mnichami, więc możemy śmiało dzisiaj o was mówić, jesteście chciwymi czetami.
6959:  Czemu się tak dzieje?
6964:  Znowu.
6965:  Znowu.
6981:  Jezu, jest jeszcze szybciej!
6987:  Szalone prasy!
6994:  To znowu oni... A, to znowu oni, swoją drogą, mieli bardzo fajny film ostatnio, Q&A-owy, o ich losach radosnych.
7002:  Dobrze, zakładam już to tędy.
7005:  To jest wolniej, żeby mnie skonfundować.
7012:  Jesus Christ.
7014:  To jest jeszcze wolniej.
7015:  To jest podchwytliwe.
7018:  Przybijają pieczątki na świadectwa.
7021:  Dobra.
7026:  Tutaj chyba shiftem pojedynczym się wydaje.
7033:  Dobrze.
7037:  Czy wolę też nawłonić nowe TV-Gry?
7039:  Nowe TV-Gry nie ma nic, czym mnie mogłoby zainteresować, dlatego zdecydowanie TV-Gry+, które są newsowe, tak jak dawne TV-Gry, oraz Grzegorza Wątrowy Podcast, czyli Okiem Deva.
7051:  W zupełności mi to wystarcza.
7058:  Ledwo słuchać Krzysztofa.
7062:  Zostało, zostało... Nie, nie, nie mówcie mi, że tutaj się dzieje to, co ja myślę.
7072:  Gra została przyciszona.
7073:  W dół teraz?
7080:  Krzysztof, czy teraz możesz się przyciszyć?
7085:  Dobrze.
7087:  Robaczek.
7091:  Okej.
7092:  Nie mam złudzeń.
7099:  Jest.
7101:  Tak, TV Gry Plus wciąż na prognozie.
7102:  Jak po prostu chcecie TV Gry, to oglądajcie TV Gry Plus, bo tam są ci ludzie, którzy odpowiadają za newsy.
7123:  Boże, jakie trudne.
7126:  Tak, moje pieniądze zasłużone, zasłużone pieniądze.
7133:  Czy to jest wszystko?
7137:  Czy to jest wszystko?
7138:  Czy tylko mieścieło?
7140:  Ja mam nadzieję, że... Tylko tobie, ale z drugiej strony uczuję.
7146:  50 Geo, prawda?
7147:  Super nagroda.
7149:  Super nagroda.
7149:  Dobrze, jeżeli... To jest chyba wszystko, co jest tutaj.
7152:  W każdym razie ja tak zakładam.
7154:  Jest tam, który powoli daje... Teraz do wyjścia w stronę Deathmaw, okej.
7163:  Poszedł lag?
7166:  Okej.
7170:  To niedobrze.
7174:  Uważam, że nie pom... Znaczy, przynajmniej ja nie mam indykatora, żeby po mojej stronie coś... Dobra.
7179:  Stronę DF mouth.
7182:  Tam mówiliście, że jest robaczek, no.
7185:  Mmm... Niedobrze.
7190:  Mi też, ale ja pobieram Elden Ringa w tle.
7195:  Czy Krzysztof śledzi losy gwiezdno-wojennego serialu Bad Batch?
7198:  Ma jakieś zdania na ten temat?
7200:  Nie śledzę.
7203:  Tak potwornie mnie zdenerwowało to, co się dzieje z Gwiezdnymi Wojnami, że na razie ignoruję.
7209:  Tamtego robaczka już zebrałem.
7211:  A!
7214:  A!
7216:  Czyli do... Ale tak czy siak do Deathmatch będzie nam najwygodniej chyba przejść.
7220:  Tak mi się przynajmniej... A może się mylę?
7222:  Dobra.
7228:  Może się mylę.
7231:  Chyba tędy będzie najlepiej.
7235:  Ale tu jest ciemno!
7247:  Jestem... Mmmmmm!
7251:  Jestem pewien, że przycisnąłem...
7261:  Dramat.
7262:  Do crossows dołem na szybciej.
7266:  Tak?
7271:  Jezus, co się dzieje?!
7277:  Nie, nienawidzę tego.
7281:  Wiem, że mogę zresetować platformy, bijąc je, staram się to zrobić, ale się cholera jasna nie da!
7287:  Każda razem coś nie wychodzi.
7289:  Mmm...
7294:  Cały czas zapominam, że jest trzeci sezon Bad Batch, no bo to jest forgettable, tak?
7299:  Dave Filoni zmienił się w Dave'a nieustanny fanservice Filoniego.
7303:  Aha.
7305:  Aha, świetnie.
7308:  Czy ja niepotrzebnie tutaj w ogóle szedłem?
7310:  Dobra, whatever, idę dołem, bo ja się pogubiłem już kompletnie.
7320:  Jezus, ja... Krzysztof, dlaczego masz kompas?
7322:  Dlatego.
7324:  że nawet z kompasem nie wiem gdzie iść.
7330:  Jesus Christ, naprawdę.
7338:  Dobra, chyba tędy.
7348:  Nie, nie wiem co się dzieje, ale chyba tak, dobrze, już wiem co się dzieje.
7357:  Jest tytuł finalisty Olimpiady Literatury Języka Polskiego, pisze Radder.
7360:  Wszystkiego jamniczego i jamnicze gratulacje dla ciebie.
7364:  Jak to jest zhakować system?
7365:  Dobrze, nie?
7367:  Dobrze, dobrze.
7368:  Wilonik zawsze taki był, zrujnował całą masę postaci z Expanded Universe.
7371:  Wreszcie ktoś to mówi z czasów Wojen Klonów.
7373:  Wiesz co, w Wojenach Klonów jeszcze było spoko, ale potem się działy dziwne rzeczy.
7376:  W Wojnie Klonów najlepsze mają sezon ostatni, taka prawda.
7386:  Dobra.
7387:  Teraz tak.
7388:  Czy ja idę w dobrym kierunku?
7389:  Chyba tak.
