🔴 Ścieżka bólu i nadziei | HOLLOW KNIGHT (ft. Filip @BezSchematu) Livestream #11
🔗 https://www.youtube.com/watch?v=9Ib_mHT0870

22:  Dzień dobry.
2532:  Nie macie poczucia progresu właśnie przez to.
2541:  To jest właśnie ta różnica między Hollow Knight i Dark Souls, dlatego nie będę nigdy nazywał Hollow Knighta Soulslackiem, mimo że na Steamie ostatnio odkryłem, że jest tak definiowany, błędnie.
2555:  Fuck, za wcześnie.
2559:  Pawełek pisze, że nie jest jeszcze wprowadzony ten czterodniowy tydzień.
2562:  No to nie, no to wiecie, to nie ma co świętować, póki nie zostało to jeszcze wprowadzone.
2567:  Podobno chciałby go wprowadzić, a, okej, okej, to nie, moi drodzy, to między tym, że rektor sobie coś chce, a tym, co zostanie zrobione, jest jeszcze długa droga, ponieważ rektor nie jest autokratą.
2579:  Decyzję na uniwersytecie podejmuje Senat, nie podejmuje ich rektor, dlatego ktoś to mówi, że o, zmieni się na uczelnię, bo zmienił się rektor, nie wie, jak funkcjonują uczelnie.
2591:  Za wcześnie znowu.
2596:  Te definicje na Steamie nie są przypisywane przez graczy?
2598:  Są przypisywane przez studia i przez graczy.
2601:  Jak wgrywasz grę na Steam, panie Skorpiony, to musisz zdefiniować, jakie tam są tagi, żeby ludzie mogli to wyszukiwać, więc... Gracze też, ale studia też.
2615:  No i co to było?
2617:  Co to było?
2618:  Jakaś winda była?
2620:  Znaczy, postać stwierdziła, że wciągnie się po ścianie do góry nagle?
2625:  Fascynujące.
2633:  Dobra.
2635:  I teraz najtrudniejszy moment dla mnie.
2648:  Jezus Maria... Dlaczego ta gra nie jest sosnackiem bez grą platformową?
2657:  Sosnacki nie są platformowe.
2663:  Jest za to Metroidvanią.
2690:  Nieprawdopodobne.
2694:  Skoki w Elden League'u to co?
2695:  No to jest sekwencja platformowa, nie?
2697:  To jest troszeczkę tak, jak w Wiedźminie III jest gwint, ale to nie sprawia, że Wiedźmin III jest karcianką.
2709:  To jest piękne.
2710:  Pokazuje właśnie, jak strasznie ciężko wyjść z popełnionego błędu tutaj.
2724:  Okej, jakby się tak udawało za każdym razem, to byłoby idealnie.
2731:  Dobra.
2738:  Bo możesz sobie skakać w miejscu!
2741:  Po co ma być przyczepiony do ściany?
2743:  Możesz sobie skakać w miejscu!
2750:  Jedną rzecz by wyeliminowali.
2752:  Jedną rzecz.
2753:  Naprawdę ona powinna zostać wyeliminowana.
2755:  Ona nic nie wnosi do rozgrywki.
2756:  Przez całą grę mnie to denerwuje.
2769:  Jeszcze coraz dalej, dalej nie doszedłem w ciągu ostatnich pięciu godzin już na tym etapie.
2773:  Jest 18.42, to już będzie pięć godzin dzisiaj dla mnie.
2780:  Z żadnym bossem się tyle nie męczyłem w Daxos nigdy.
2788:  Dobra.
2790:  Jest, jest, jest, jest, jest, jest.
2792:  Teraz tak, najgorsze, najgorsze.
2797:  Minuty za wcześnie, znaczy sekundy za wcześnie.
2806:  Czemu nie było podwójnego... Czemu nie było skoku?
2808:  Czemu nie było znowu skoku?
2811:  Widzisz, nie no, ja po prostu oszaleję, no.
2828:  Wiesz, i też najlepsze jest to, że te cholerne fruwadła
2834:  katapultują naszą postać w randomowym kierunku.
2847:  Dramat.
2849:  Dramat!
2854:  Ale powiem wam, że gdyby nie wasze zachęty, w ogóle gdyby nie stream, ja bym tego nigdy nie zrobił.
2859:  Nie ma najmniejszych szans na to, żebym to zrobił.
2869:  Ja pierwsze to robiłem po około parę godzin przez trzy dni, tyle ile zajęła mi cała reszta Path of Pain, ze specjalnym wyróżnieniem ostatniego etapu, gdy też robiłem długo.
2875:  Tak, ostatni etap też jest bardzo trudny.
2879:  Chociaż ja jestem ciekaw, który będzie dla mnie trudniejszy.
2882:  Jeżeli w ogóle kiedykolwiek dotrę do ostatniego.
2885:  Na razie to jest absurdalne dla mnie, kompletnie.
2893:  Ja wiem za każdym razem, dlaczego nie mam podwójnego skoku, to jest najpiękniejsze.
2901:  Ponieważ nie sczytało przyklejenia się do ściany, tylko dlatego.
2908:  No, ale to jest nieprawdopodobne.
2916:  To jest nieprawdopodobne.
2921:  Dobrze, tak muszę zrobić czasem.
2924:  Jesus Christ.
2929:  Ale ta muzyka jest częścią gry, wiecie, to nie jest tak, że ja ją złośliwie włączyłem.
2936:  Nie, nie działa mi Superdash w ten sposób, Fickulner tutaj, absolutnie nie działa.
2941:  Mnie fascynuje niezmiennie, dlaczego czasem jest podwójny skok, a czasem go nie ma.
2946:  O, to był ten kazus, to był ten kazus.
2948:  Dlaczego nie było podwójnego skoku tutaj?
2951:  Dlaczego?
2953:  Gra nie zmusza do tego, żebym shadowdashował między skokami.
2958:  Przecież robię dokładnie to samo, co w tej chwili.
2970:  To jest najgorsze, że to jest proste.
2973:  To nie.
2975:  Za to.
2977:  I to, że to jest proste i człowiek wie, co ma zrobić, jest gigafrustrujące.
2991:  Tak, na koniec sobie zobaczymy na YouTube Path of Pain w 3 minuty jak ktoś robi.
2997:  Przecież mam bardziej realistyczny gameplay i dość sympatyczny.
3001:  Jednej babeczki, którą znalazłem.
3013:  Nieprawdopodobnie.
3016:  World Record to jest 1.40 zdaje się.
3022:  Żeby przykleić się do ściany, musiałem użyć Shadow Dasha.
3024:  May be for with you as well, Dwe Gary.
3027:  I niech Kathleen Kennedy odejdzie z LucasArts.
3030:  Będziemy wszyscy szczęśliwsi.
3048:  Speedrany, Puff of Pain to jak pornografia, wersus Krzysztof to jak pornografia, wersus prawdziwy seks.
3055:  To jest bardzo ciekawe komplemento lewales.
3069:  Okej, okej.
3079:  Nikt mi nie wmówi, nikt mi nie wmówi, że to osuwanie się po ścianie jest mądre.
3084:  Jedno z najgłupszych rozwiązań designerskich, jakie widziałem w całym swoim życiu, a przypominam, że grałem w Dragon's Dogma.
3109:  Nie, jestem za nisko.
3112:  Ech... Nie, nie, spokojnie, kaczo rozdoba.
3117:  To jest bardzo late game'owa część Hollow Knighta.
3120:  Ja Hollow Knighta mam zrobionego na... Nie wyświetla się to z jakiegoś względu.
3124:  Nie wiem dlaczego to się nie wyświetla tutaj nigdzie, ale mam zrobionego na chyba 108% czy coś takiego, czy 103?
3131:  Więc to jest sekwencja dla tryhardów.
3133:  Ja dzisiaj jestem tryhardem.
3134:  Guten Gnomen, witamy Gnomeusa.
3145:  Korekta i nic.
3149:  I nic.
3160:  Co się dzieje, że raz coś działa, a raz nie działa?
3163:  No ja po prostu nie jestem w stanie tego pojąć!
3177:  Nieprawdopodobne.
3178:  Ech...
3189:  Crash Bandicoot?
3190:  Oj, kojarzę Jakubie, kojarzę.
3193:  Chyba odpadłem od tego.
3194:  Dobra, przestaję, przestaję to tak w ten sposób.
3200:  Będę Shadow Dashowa, bo to nie ma sensu.
3202:  Ja nie zamierzam się cały czas odbijać od dokładnie tego samego problemu, no.
3208:  Jesus Christ, naprawdę.
3212:  Colosseum of Fools było robione, Chris.
3214:  Nie było robione, tylko trzecie Colosseum, więc to sobie też możemy dzisiaj zrobić.
3218:  To tak mówię, no, póki jestem tutaj i jakaś szczątkowa pamięć mechaniczna się mnie trzyma, to wolałbym to zrobić, bo już tu nie wrócę, nie?
3226:  Więc... Czemu nie było skoku do ciężkiej cholery?!
3236:  No nie dam rady w momencie, w którym gra będzie mi wyłączać skok pod Shadow Dashu!
3247:  To jest nieprawdopodobne!
3272:  Nigdy nie miałem takiego poczucia losowości jak tutaj.
3280:  Boże, dlaczego on nie może się trzymać ściany, no?
3284:  Może jest jakiś mod na to trzymanie się ściany?
3286:  No autentycznie, czemu nie ma moda na to?
3289:  Na wszystko są.
3291:  To nie jest Chrystia Foxy, że ja to robię poprawnie.
3293:  To jest losowe, ja nie mam w tym żadnej kontroli.
3296:  Czasem się uda, czasem się nie uda.
3297:  Nie mam w ogóle żadnego poczucia progresu w tym wymiarze.
3301:  Zdarzało mi się zrobić flawless całą tę część, a czasem się nie zdarza robić flawless.
3307:  Totalnie niezrozumiałe to jest dla mnie.
3337:  A to co, co to jest, co to jest ten teleport pod górę?
3339:  Co to jest ten teleport pod górę?
3345:  Dash canceluje double jump, jak zakliniesz spację przed dashem choćby na chwilę, to tracisz podwójny skok.
3351:  Ale tu są sekwencje, w których się nie da inaczej.
3355:  Kajak pisze, że podszedł do Path of Pain, pierwsza sobota, przechodził pierwszy etap.
3359:  Po 12 godzinach udało się dojść do końca i zginął.
3361:  Po tygodniu siadałem ponownie i 2 godziny machnąłem całość, czyli jednak.
3376:  Nienawidzę tego fragmentu, nienawidzę go.
3379:  Nienawidzę go!
3392:  Najlepsze jest to, że ja nie byłbym w stanie tego zrobić na spowolnieniu.
3406:  Ja wiem, że się nie przyklejam, Kaziu, do ściany, bo to jakiś debil zaprojektował, że to się nie robi automatycznie, jak jestem przy ścianie, tylko muszę wcisnąć klawisz kierunkowy.
3415:  Właśnie cały czas o tym mówię, że to plus mechanika zjeżdżania to jest debilny pomysł.
3420:  To nie pasuje do sekwencji platformy, to jest kretyńskie.
3423:  To samo jest z Prince of Persia, nawiasem mówiąc, zrobione, ponieważ oczywiście, jeżeli jest jakieś kretyńskie rozwiązanie, to wszyscy mówią, uuu, kretyńskie rozwiązanie, wprowadźmy je wszędzie.
3434:  A jak jest dobre jakieś rozwiązanie, o, na przykład, nie wiem, postaci w God of War rozmawiają sobie wtedy, kiedy człowiek robi nudny crafting, to wszyscy mają takie, eee, mech, nie wprowadźmy tego, eee, bez sensu, nuty, nuty, po co, po co, to się tam sprawdziło tylko w tej jednej grze, nie wprowadzajmy tego nigdzie, bez sensu.
3465:  Dobrze, niech się skupię.
3470:  No i się skupiłem.
3472:  Za daleko dasz był.
3486:  Niesamowite po prostu.
3493:  Heh, najlepsze jest to, że nie ma dasza, nie?
3496:  Dasz się odnawiać, odnawia się w ten sposób, a jak człowiek spada, to dasz się przestaje odnawiać.
3501:  Dlaczego?
3502:  Nie mam jednego pojęcia.
3506:  A wtedy byłby najbardziej przydatny.
3511:  Mark Gnomeus rozpoczął swoje przygody w Genshin Impact, pisze Gnomeus.
3514:  Jest smutny, bo jego awatar nie jest gruby.
3516:  Ma, nie ma ani jednej grubej postaci w Genshin Impact.
3519:  To jest skandal, jest do nadrobienia, to absolutnie.
3543:  Dobra.
3555:  Co tam trzeba zrobić?
3557:  Tam trzeba zrobić shadow dash, chyba, odbić się i wpaść w międzykolce.
3563:  Ech.
3570:  Crystal Dash, nie, nie, nie, nie, nie, nie, nie, nie.
3573:  Nie skanceluję go w odpowiednim momencie.
3575:  Ja wam pokażę, co się dzieje, jak zrobię Crystal Dash, nie?
3579:  I o, o, o!
3580:  Widzieliście to opóźnienie fajne, po którym nie dało się dać spacji?
3584:  Jeszcze raz.
3587:  O!
3589:  Absolutnie nie do zrobienia.
3591:  A jeżeli bym chciał zrobić Crystal Dash i Shadow Dash, jest opóźnienie i postać spada, czyli wpadnie w kolce.
3602:  Więc NOPE!
3609:  Jakie mam czarne?
3609:  Optymalne.
3611:  Quickslash, Mark of Pride, Grubson, czy jakkolwiek to się nazywa, i Miodek.
3655:  Dobra.
3659:  Przecież się od tego odbiłem, co się dzieje?!
3663:  Ale nie powiedziałem serii, ja powiedziałem to zagranie w Reksia!
3665:  Ale trochę przygięty jest ten test.
3683:  Uważam, że powinienem mieć przynajmniej jeden checkpoint pomiędzy.
3690:  Tam gdzie dotarłem powinienem mieć checkpoint, byłoby zajebiście.
3702:  Gdzie jest this place?
3703:  Nie zauważyłem tego.
3728:  Dlaczego on mnie odbił w kolce?!
3733:  Idę po herbatę.
3736:  Idę po herbatę.
3737:  Żebyście nie zwariowali, to włączam elektroswing i będziemy słuchać od tej pory elektroswingu.
3745:  Nie widzę innej opcji.
3746:  Gdzie jest mój elektroswing?
3749:  Elektropląsy.
3752:  Elektropląsy.
3755:  Dobrze.
3807:  Zapomnieliście pochwalić mechanikę osuwania się po ścianie, że jest najlepsza.
3815:  Ta mechanika osuwania się po ścianie jest najlepsza.
3818:  Bez niej Path of Pain nie byłoby takie samo.
3825:  Dymer ze Skyrim pisze, że siada do Piątego Panteonu, będziemy cierpieć razem.
3838:  Następny!
3839:  Jesteśmy 4 piksele dalej!
3841:  4 piksele dalej!
3870:  Dalej nie wiem, co zrobić.
3871:  Dalej nie wiem, co tam zrobić, nie.
3875:  Ale dobrze.
3881:  Panie Frodo, jesteśmy najdalej, jak byliśmy kiedykolwiek od domu.
3886:  Brak spacji oczywiście.
3895:  O jeden piksel za daleko, nie inaczej.
3903:  Fuck.
3916:  Bez podskoku.
3920:  Krzysztof w trakcie przerwy zaprzedał duszę diabłu, bym mu trochę poszło.
3923:  Wiecie co?
3924:  Wcale bym się nie wahał.
3927:  Robię Hollow Knight na 100% raz z Hollow of Gods.
3928:  Hollow Knight już jest zrobiony na 100% jog lol.
3931:  Teraz robimy na 113, może się uda.
3937:  Janek pisze, że ma wrócić herbata New York jakoś na lato do five o'clocka.
3941:  Tak!
3946:  Tak!
3953:  To już oficjalnie najlepsza informacja ever!
3967:  Ooo, jak się ucieszyłem!
3969:  Dajcie spokój!
3972:  Czyli moje pół kilograma mogę już zacząć zużywać!
3976:  Mam rezerwowe pół kilograma herbatki New York!
3982:  Ona jest po to!
3987:  Ooo, jak dobrze!
3990:  Co oni w ogóle mieli, że rok nie było herbaty Five O'Clock?
3993:  Czy oni nie mają rozumu i godności człowieka?
3996:  Tak jak człowiek, który projektował podwójne spacje po daszu?
4004:  Dramat.
4007:  Czy nie zamówiłeś jakiegoś wagonu nie rok ostatnio?
4009:  To było z innego sklepu i okazało się, że to jest podróbka i nie smakuje w ogóle jak należy.
4017:  Nie wiem, co się stało.
4022:  Handlujesz tu herbatą w bramie.
4025:  Foxy Gwen pisze, że próbuje od trzech tygodni zrobić Path of Pain hitless.
4029:  Jezus Maria.
4031:  Od tygodnia mi się odechciało, jak prawie się udało.
4034:  Zawsze tak jest, że prawie się udaje.
4037:  Jeżeli zrobisz Path of Pain hitless, błagam, nagraj to na YouTubie, ja to obejrzę chętnie.
4046:  Kiszaka Hitless w Dark Souls 1 oglądałem całego.
4051:  Wszystkie odcinki.
4056:  Ja mam jakąś obsesję oglądania takich rzeczy.
4064:  Po coście mu mówili przygrzmienie pierwotne, ma go zaraz roczny zapas wykupi.
4067:  Ja nie żartuję, ja kupię parę kilo.
4069:  Ja na pewno kupię parę kilo.
4075:  Dobrze.
4088:  Ale uratowałem.
4119:  CZEMU NIE BYŁO ZNOWU SKOKU?!
4120:  CZEMU NIE BYŁO SKOKU?!
4125:  To jest nieznośne.
4134:  Okej, drugi raz nie było skoku.
4138:  Czemu?
4144:  Żeby grać w Fallen Order trzeba zakładać konto EA i instalować coś na nazwie Origin, co jest oprogramowaniem klienckim?
4149:  Tak.
4152:  To, że się nawet kupi na Steamie nic nie wystarczy, Balrogu.
4155:  Niestety.
4156:  Tak się kończą paskudne praktyki naszego oligopolu, który jest zamrożony przez kilka firm w zasadzie.
4169:  Jesus Christ, po prostu.
4172:  Powinien jeszcze wrócić Marsz Jamników, pisze Mroźny.
4174:  Ooo, ropuchu.
4175:  Oj, mroźny ropuchu.
4176:  Dzięki za wsparcia w 26 miesięcy i przypomnienie o tym szlachetnym wydarzeniu, które zostało kancelowane.
4181:  Ten obecny prezydent Krakowa ma jamnika, więc jest szansa.
4191:  No nie, no nie żartujcie sobie z tym brakiem spacji, no!
4197:  Przecież po daszu musi być!
4201:  Ja już nie chcę podwójnej, ja chcę pojedynczą!
4217:  CO JEST?!
4223:  Czemu ona zginie? !
4226:  Przecież ja mam do wykorzystania jeszcze jeden... Co jest?
4231:  I to akurat tam!
4232:  To jest totalnie randomowe!
4249:  Come on!
4254:  Przecież był atak w dół.
4268:  Znowu to samo.
4275:  Fundusz Obywatelski PiS ma w tej sprawie petycję, cokolwiek by wrócił Marsz Jamniku.
4279:  Możemy zrobić, moi drodzy, zmasowaną akcję petycyjną.
4284:  Kto jak nie my.
4289:  Znaczy, mogłaby to zrobić np.
4291:  Fundacja Jamniki, niczyja, ale nie stacjonuje w Krakowie.
4295:  Polecam wpłacanie 1% podatku na Fundację Jamniki, niczyje.
4301:  Jak polecać herbatę?
4302:  Kilkanaście tygodni temu, pisze Agnieszka.
4304:  Saran, dzięki ci za wsparcie i trybut.
4306:  To żadnej nie było na stanie.
4307:  Krzysztof, zlituj się.
4310:  Ale ja tylko mówię, że herbatka pyszna, nic więcej.
4315:  Bo ludzie pytają, co piję.
4325:  A co to było, przepraszam bardzo?
4327:  Co to było, co to było?
4328:  Nie dość, że zjeżdża na dół, to jeszcze zjechał pod spód?
4332:  Papa nada.
4334:  Tak jest, Oliwio.
4335:  Dziękuję ci za trybut.
4340:  I to pierwszy trybut, jak poinformował mnie YouTube.
4342:  Wiecie, YouTube, korporacja, komercha, uczcimy wysłanie Twojego pierwszego super czatu.
4348:  Och, tak, tak.
4350:  YouTube zawsze jest bardzo chętny, jak chodzi o finansową stronę streamów.
4354:  O, wrzuć tu reklamy, o, uczcij to, Boże drogi.
4358:  Tak, by ludzie czytali wyłącznie te informacje, które są płatne.
4361:  A, nie, przepraszam, steamerzy tak robią i to jest straszne.
4364:  Zacznij narzekać na herbatę, spadnie popyt i cena.
4366:  Nie ma tak dobrze.
4368:  Właśnie zobaczyłem Hitler z Path of Pain, pisze Joghurt, co trwało 3 minuty 50 sekund.
4373:  Tak, mówię, widziałem późniejsze sekwencje Path of Pain, mniej mnie przerażają.
4378:  Mnie przeraża to, że ja nie jestem w stanie dotrzeć efektywnie i szybko do tamtej części.
4386:  To jest okropne.
4397:  Aaaaaaah!
4419:  Ostatnio Mr. Who's the Boss, nie wiem dlaczego, zaczął wykorzystywać tę muzykę!
4442:  A ta muzyka to przecież zjamniczy swing, nie wolno jej wykorzystywać, tylko ja mogę ją wykorzystywać.
4457:  Co tu się podziało?
4460:  Tak się zdziwiłem tym, że udało mi się uratować sytuację, że spaplałem sytuację.
4495:  Podsyłaj Foxy Gwen, ja mam odporność na takie rzeczy.
4500:  Pewnie, że od razu lepiej z muzyką, ale to ja wam mówiłem, tak samo ćwiczyłem do Nameless Kinga z inną muzyką.
4511:  Tak wiem, że się mogę od tamtego odbijać, ale to nic nie dawało w moich próbach.
4529:  Co jest, no?
4531:  To jest wszystko przez to, że on się nie przyczepia do tej ściany.
4544:  Takie utrudnianie bezsensowne życia to jest.
4555:  Co się stało?
4556:  Dlaczego?
4557:  Gdzie mnie to odbiło?
4558:  W ogóle ta animacja jest tak okropna, że to się w głowie nie mieści.
4567:  Boże, Oliwia Dziółkowska pisze, że jest w połowie Path of Pain i skończyła speedrun 5 godzin.
4571:  Nie wiem, jak ty to robicie.
4573:  Całe szczęście, że ja nie muszę takich rzeczy robić.
4576:  Przecież ja bym się rozindyczył wtedy.
4578:  Ponad będzie miał lepsze sterowanie.
4580:  Nie, nie, nie, nie ma domowy.
4582:  Przecież gracze, gdyby coś im odebrać, co zdołali sobie wyćwiczyć przez wszystkie lata, kiedy czekają na Silksong, zesraliby się tak bardzo, że deweloper by się nie wypłacił z pozwów.
4595:  To jest straszny problem gier, że nie ma takiego bullshitu, do którego ludzie by się nie przyzwyczaili, inaczej Polska by implodowała, biorąc pod uwagę liczbę bullshitów, które są u nas.
4605:  Nie było podwójnej spacji, nawiasem mówiąc.
4608:  Więc niestety w przypadku gier źle to działa.
4611:  Na niekorzyść prac nad coraz lepszymi rozwiązaniami.
4617:  Warhammer Total War i oblężenia.
4625:  Raz, dwa, trzy.
4626:  Dobrze.
4633:  Czemu nie było podwójnej kuźwa spaczi?
4640:  Ludologiczne okno Overtona.
4642:  Trochę tak.
4644:  Trochę tak.
4648:  zadziałało to niestety przy, przypominam, mikrotransakcjach.
4651:  Na początku było o, o, tylko kosmetyczne, a potem było o, o, nie tylko kosmetyczne, teraz ja nie mam czasu na granie, to ja sobie kupię booster XPK, ale tylko booster XPK i kosmetyczny, nic więcej, nic więcej, a potem o, o, o, a teraz mikrotransakcje odblokowujące system szybkiej podróży, no przecież nie każdy musi korzystać z systemu szybkiej podróży, no, no, a teraz o mikrotransakcje odblokowujące mounta,
4677:  No Lenina, przecież możesz sobie chodzić po grze, kto ci broni chodzić po grze?
4681:  Możesz sobie chodzić pieszo przez 4,5 godziny i masz tyle czasu?
4684:  O, nie masz tyle czasu?
4685:  Bardzo mi przykro, to zapłać.
4687:  I się otwiera, i otwiera, i otwiera to nasze okienko overtonowskie.
4690:  Tak jest.
4692:  Uno Martino, witam w gronie wspierających.
4696:  Prosimy o info dotyczące koktajlu ze stromowego kubka.
4699:  Ja mam, Janku, różne koktajle, w zależności od tego, co mi dieta pudełkowa zaoferuje.
4707:  Ale najbardziej lubię koktajl truskawkowy z kawałkami ciemnej czekolady, to jest coś wspaniałego.
4716:  Będziemy tutaj tak długo, że znudzi się Wam cała playlista elektroswingu, a to jest 31 minut.
4723:  O, jak to miło, jak nie ma podwójnego skoku!
4727:  Jak to miło!
4730:  Widziałem main rules, widziałem, grałem w Early Accessie, nie gram w Early Accessie.
4736:  W Baldur's Gate 3 też nie grałem w Early Accessie i nie żałuję, chociaż w sumie żałuję, bo może bym był w stanie speedbackować coś, ale i tak to tylko ja bym to speedbackował, więc demokracja zwycięża.
4747:  Moje uwagi dotyczące interfejsu zostałyby pominięte.
4751:  Ale po co komu szeregowanie interfejsu alfabetycznie?
4753:  Przecież przyzwyczailiśmy się we wszystkich grach FromSoftu, że nie jest jest.
4759:  Dobra, teraz... Część... Nie wiem, czy jest jeszcze trudna ta część dla mnie, z tego względu, że nie mam okazji w nią dużo pograć.
4775:  Ja nie wiem, Adwaszko, co to jest piękny dzień.
4777:  To jest dzień, w którym jest path of pain.
4784:  Czemu nie ma możliwości zrobienia daszu przy spawaniu?
4788:  To jest idiotyczne.
4799:  Potrzebujemy, moi drodzy, groźnych recenzentów gier wideo.
4802:  Recenzentów, którzy nie będą się bać mówić firmom rzeczy, których nie mówią sami gracze bardzo często.
4814:  Dobra.
4818:  No przecież ścisnąłem to do cholery!
4830:  Nie, nie mam zielonego pojęcia co się dzieje.
4835:  Trzeci raz, trzeci raz, trzeci raz to zrobiłem.
4845:  Już był raz taki wielki test parówek i recenzent pozwany, a tu pamiętam tę sytuację.
4855:  Ja dlatego, ja tylko czekam aż ktoś mnie pozwie, ledwe mkam.
4859:  Mój prawnik z UJ-tem sobie poradził, poradził sobie ze wszystkimi.
4864:  Good fucking luck!
4871:  W ogóle dobry prawnik, nawiasem mówiąc.
4874:  Jedna z wielu osób, z którą sobie poradził, to również nijaki Zbigniew Ziobro.
4887:  Dobrze.
4897:  A to ja mówiłem, że miałem różne sytuacje okołomobbingowe.
4900:  Ja nie będę chodził w szczegóły, bo nie bardzo mogę.
4903:  Czekam, aż ktoś inny wejdzie w szczegóły, że mu się noga powinęła i wtedy ja pozwę.
4908:  I mnie wtedy prawnik bardzo pomógł.
4915:  Jesus Christ.
4917:  Przecież ja wciskałem shift.
4919:  Nie wierzę po prostu.
4935:  Wiesz, że wspomniałeś o Tobie, co prawda bardzo lakonicznie jako youtuberze zajmującym się fantastyką w najnowszym majowym numerze Nowej Fantastyki.
4941:  Nie widziałem, Mako, bo chcip, ale miło.
4945:  Nowa fantastyka i uważam to do dzisiaj za większe osiągnięcie niż napisanie doktoratu.
4950:  Nominowała kiedyś moją książkę o światotwórstwie do nagród Nowej Fantastyki.
4954:  Bardzo byłem dumny z tego powodu.
4957:  I szanuję coś takiego, bo ja naprawdę nie cenię mojej książki, ale fani fantastyki to jest jedyna grupa czytelnicza, która czyta książki naukowe, bo jest tak wkręcona w temat, że czyta książki naukowe, literaturoznawcze.
4970:  To jest niesamowite absolutnie.
4974:  Nie znam grupy, nie wiem, miłośnicy kryminału, nie jest zbyt typowe, żeby zagłębiali się w książki naukowe o kryminale, a w przypadku fanów Fantastic miał taki głód na głębszą dyskusję na temat tego, czym się pasjonują, że to się wiele razy zdarza, a teraz macie klasyczny przykład dla Hollow Knighta, progresu, który został cofnięty.
4997:  I w tym momencie ja już zapominam, co ja mam zrobić tam i właśnie teraz macie sekret, dlaczego robię to już od sześciu godzin.
5007:  Za wcześnie.
5010:  Ale się udało.
5017:  Dobra.
5021:  Czemu on mnie odbija w tamto? !
5032:  Ja w ogóle uważam, że całe te, wiecie, wszystkie dramy, niedramy i tak dalej, jeżeli ktoś kogoś zniesławia, to się go posywa i tyle i w ogóle się o tym nie mówi.
5040:  To jest najważniejsze.
5041:  Siedzi się cicho i tyle, a ludzie sobie robią oświadczenia na Twitterze, bo Brona...
5047:  Mojego wielkiego nazwiska!
5049:  Muszę zająć stanowisko!
5051:  To, co Tekton robi w tej chwili, jak śledzicie dramy w Genshin Impact, to wiecie.
5055:  Tekton spami film za filmem, w którym oczyszcza się z zarzutów.
5059:  To jest tak żenujące, nie da się tego oglądać, ale ja wiem, że tak YouTube funkcjonuje.
5066:  Ten, gdzie giniesz na końcu, dobrze jest zrobić pogo centralnie do góry i poczekać, aż dopadniecie potem.
5070:  Właśnie to robiłem, ale potem jest następny hisza za nim!
5077:  I też wiecie, naprawdę, żeby było takie zniesławienie, z którym warto iść do sądu, to to musi być potężne zniesławienie, a to, że ktoś powie o kimś, że jest głupi, no bez przesady.
5088:  A nasza kultura obrażania się o wszystko jest straszna.
5092:  Więc jak ludzie mnie pytają o cancel culture, to ja uważam, że cancel culture jest tylko jednym z wielu objawów tego samego zjawiska.
5100:  To znaczy zjawiska jakiejś epidemii przepotwornej narcyzmu, która każe ludziom tropić z uwagą wszystkie wzmianki na swój temat wszędzie absolutnie.
5109:  Nie wiem, czy ci ludzie mają jakieś włączone filtry wzmianek w mediach, mają to niektóre instytucje publiczne.
5116:  Nie mam zielonego pojęcia.
5118:  Ale po prostu... Także to czasem widzę, jak ktoś mnie prosi, żebym zareagował w swojej sprawie.
5122:  Nic nie reaguję, nie mam czasu na oglądanie takich rzeczy, ani czytanie na swój temat.
5125:  Po co?
5128:  Po co?
5131:  Jak człowiek chce dostać opinię na swój temat, to zwykle o nią prosi.
5135:  Ludzie się nudzą, pisze awata.
5136:  Myślisz, że to jest ta kwestia?
5139:  To znaczy, że musimy częściej robić live'y o fantastyce, żeby wszystkim zwiększyć kubki wstydu.
5150:  Chodzi o to, że twórcy współpracujący z Hojo mają ponoć zakaz robienia kontentu z Tektonem, ale we wszystko.
5155:  Nawet nie wiem, czy to jest prawda.
5156:  Ja wiem tylko, że Tekton się spuszcza co 5 sekund w internecie i płacze na swój temat.
5160:  Oczywiście robi to w sposób zabawny, bo to jest Tekton mimo wszystko.
5163:  Ja go szanuję, bo jest złośliwy, a ja lubię złośliwych ludzi, natomiast
5168:  No przestałem już go śledzić właśnie z tego względu, że mnie to znudziło.
5171:  To wiesz, można.
5173:  No to tak samo jak dużo ludzi mówi, że to, co Stanowski zrobił w odniesieniu do Gazety Wyborczej, że to jest w ogóle bohaterstwo, bo nikt wcześniej nie miał odwagi, a tam nie miał odwagi, to było pierwsze.
5182:  Po drugie...
5184:  Naprawdę jest wiele, wiele, wiele różnych czasopism, które w ten sposób reagują i puszczają różnego rodzaju kaczki dziennikarskie, szwindle.
5192:  Natomiast nie oszukujmy się, moi drodzy, że to jest jednak pokaz narcyzmu, no litości, no, że to było zrobione dla wyświetleń, że ten człowiek sam to powiedział.
5200:  Za to go szanuję przynajmniej, że nie robi bullshitu.
5203:  Ale mówienie, że to jest w ogóle zbawca, pierwszy się odważył, litości...
5210:  Pozwać tyle.
5212:  Akurat Stanowski został tak paskudnie obsmarowany przez Wyborczą, że wygrałby pozew w przedbiegach.
5220:  Więc bardzo się dziwię, że tego nie zrobił.
5223:  Au.
5228:  Wkształcił jeden w rzędzie diabli, startowe książki, że jest dobrze, bardzo dobrze.
5235:  Nie włączę muzyki Białej Damy z Lies of Bim i mam do niej praw.
