🔴 Co robić, gdy nauka i praca nas przytłacza? (ft. @BezSchematu) | ROZMOWA #4
🔗 https://www.youtube.com/watch?v=eueWEwF4KCo
BFP (Bartosz Filip Malinowski, Bez/Schematu)
KMM (Krzysztof M. Maj)

6:  S05 - Muzyka Muzyka
4598:  BFP - Zarządzanie mnie wykańczało już wtedy.
4600:  BFP - Stwierdziłem, ja chcę być konsultantem, czyli tym, który wchodzi...
4604:  BFP - sugeruje innym, jak mają zrobić, nie ponosi odpowiedzialności i bierze za to pieniądze.
4608:  BFP - Oraz trenerem, czyli tym, który współpracuje z grupą ludzi, co też było przyjemne.
4612:  BFP - I wreszcie ostatnie, trzecie, jak ludzie się o tobie dowiedzą i jak dasz im dowód, że znasz się na tym, że lubisz to robić.
4619:  BFP - No i wtedy wypisałem blog, podcast, wystąpienia publiczne i obecność na wydarzeniach.
4625:  BFP - Czyli taką metodą krokową, ale też majeutyczną, sokratejską, zadając sobie samemu pytania,
4632:  BFP - Powolutku udawało mi się budować pewne ściany, które pozwalają mi się poruszać w tej przestrzeni, jaką jest moja kariera i moja przyszłość.
4640:  BFP - I tobie, reasumując to wszystko, sugeruję to samo.
4644:  BFP - Mówisz o wielu rzeczach, które cię kręcą, o wielu rzeczach, które mają dla ciebie sens, a jednocześnie są rzeczy, które cały czas wpadają, więc przydadzą ci się obydwie te macierze.
4655:  BFP - Pierwsza, czyli macierz Eisenhowera, rzeczy ważne i rzeczy pilne, bądź nieważne i niepilne,
4661:  BFP - I druga macierz, czyli rzeczy, w których jestem dobry i które lubię oraz rzeczy, których nie lubię i nie jestem w nich dobry.
4667:  BFP - Takie posegregowanie jakichś kawałków swojej rzeczywistości da nie tylko Tobie, mam nadzieję, że Wam bardzo dużo i naprawdę polecam Wam zrobić to ćwiczenie.
4677:  KMM - A ja od siebie dodam, że pokazywam specjalnie książkę Filipa, o której on mówi rzadko teraz, a to dla mnie była o tyle fajna, że dokładnie tak, widzicie, jak ta książka jest wydana w formie cyfrowej, powinny być wydawane WSZYSTKIE KSIĄŻKI NAUKOWE W POLSCE!
4696:  KMM - Bo to jest kuźwa z pieniędzy podatników, tak?
4699:  KMM - I ja powinienem mieć możliwość przeczytania, przejrzenia sobie w prosty sposób całej książki w wersji PDF, w wersji na czytniki.
4707:  KMM - To powinien być standard.
4709:  KMM - Zwłaszcza biorąc pod uwagę, że wydawnictwa za to biorą od 15 do 30 tysięcy złotych za 300 egzemplarzy.
4714:  KMM - Niech to wybrzmi.
4715:  KMM - Przy każdej możliwej okazji powinno to wybrzmieć.
4719:  KMM - Ja tylko mogę...
4721:  KMM - Widziałem też, że na czatach ludzie zauważyli, że nasze historie są dość podobne.
4725:  KMM - Widzisz, że tak, że tak było.
4727:  KMM - Ja też w którymś momencie miałem taki rok, kiedy też mówiłem sobie, że nic nie robię, a potem, wiesz, no tak, tak, ale równocześnie pracowałem nad grantem, równocześnie się rozwijałem, rozwijałem swoje kontakty w IT, no tak, ale pisałem teksty naukowe, no tak, bo musiałem dokończyć parę tekstów, no i tak, no miałem jeszcze inne projekty, no tak, no i poza tym składałem książki, ale nic nie robiłem, nie?
4747:  KMM - Nic nie robiłem.
4749:  KMM - I myślę, że tak samo sobie możemy pomyśleć o tym naszym odpoczynku, który jest dobry, który jest zły.
4755:  KMM - Nie myśleć o tym, że odpoczynek jest zawsze zły, tylko raczej zastanowić się, który jest dla nas najlepszy i który nas najlepiej rozwija.
4762:  KMM - To chyba jest to rozwiązanie, którego tak cały czas szukamy.
4767:  BFP - Marta Szczepaniak jeszcze napisała, żeby zrobić takie ćwiczenie, trzeba mieć dużą samoświadomość.
4771:  BFP - Tak, to prawda.
4773:  BFP - Ale dlatego trzeba współpracować z innymi.
4776:  BFP - Dlatego są psychologowie, dlatego są psychoterapeuci, dlatego też są coachowie.
4781:  BFP - Ale z własnego doświadczenia mogę powiedzieć, że również można rozwijać swoją samoświadomość.
4786:  BFP - I też jak coachuję ludzi, którzy są liderami w organizacji, ja byłem kiedyś koszmarnym liderem, ja byłem nieznośny, to było straszne.
4793:  BFP - Ja też.
4794:  KMM - Ja ostatnio... To wyobraź sobie, co było wtedy.
4799:  KMM - To było straszne.
4800:  KMM - Ja przejrzałem swoje posty z czasów, kiedy redagowałem Creatio Fantastica.
4805:  KMM - Jak zobaczyłem, jak komunikowałem się z zespołem, to ja się w ogóle dziwię, że oni ze mną wytrzymali.
4811:  KMM - Zwłaszcza, że ja zawsze pisałem w taki sposób, że brzmiałem na antypatycznego buca jeszcze bardziej niż jak mówię.
4818:  KMM - Więc wyobraźcie sobie, co to było, tak?
4822:  KMM - No było to ciężkie do zniesienia.
4825:  KMM - ale mamy pytanie od Julii, która nawiązuje trochę do jednego z tych wątków, o których mówiliśmy, to znaczy do wątku samoświadomości, tej kontroli, samokontroli nad sobą.
4835:  KMM - Julia pyta mianowicie, a w zasadzie dzieli się swoją historią pisząc, że jednym z jej problemów jest to, że ciężko jej się zabrać za powierzone zadania, czy nawet nie zabrać, ale ile skończyć je.
4847:  KMM - Biorę sobie zadanie na głowę, albo nie robię go, albo odwlekam w czasie, potrafię cały dzień spędzić na prokrastynacji, czekaniu na siłę do zrobienia,
4855:  KMM - Denerwuje mnie robienie wszystkiego na ostatnią chwilę, bo generuje to u mnie ogromny stres i powoduje niedosyt.
4860:  KMM - Mam świadomość, że nie zrobiłam czynności najlepiej, jak umiem i żałuję.
4862:  KMM - Brakuje mi motywacji, nawet do rzeczy, które mnie bardzo interesują.
4865:  KMM - A jak już coś zrobię, to zazwyczaj jest to zryw.
4868:  KMM - Jedna chwila, w której czuję, że coś chcę zrobić, robię to jednym cięgiem.
4871:  KMM - Pomocy.
4872:  KMM - Jestem w takim momencie, że jeśli nie ogarnę się, to będzie bardzo źle.
4875:  KMM - Jest już źle, pojawiają się problemy finansowe, zaraz nie będę miała pieniędzy na terapię, z której korzystam.
4880:  KMM - Nawet nie wiem, jak skleić portfolio z moich umiejętności, które umiem po trochu, chodzi trochę o grafikę komputerową.
4885:  KMM - Mam ogrom marzeń, wielkie ambicje, ale z takim podejściem boję się, że nigdy niczego nie osiągnę.
4890:  KMM - Chcę zostawić po sobie ślad, zanim mój czas się skończy.
4893:  KMM - Albo choć przez chwilę żyć życiem o jakimś nie.
4897:  BFP - To jest pięknie napisane i bardzo poruszające, ale nie popadajmy w zbyt dramatyczny ton, ponieważ Julio jesteś zakładam młodą osobą i ja uważam, zresztą kiedyś to mówiliśmy w naszym wspólnym podcaście Krzysztof o tym, jak wyobrażamy sobie lepszą szkołę i użyłem wtedy takiego sformułowania, że jedną z najbardziej kluczowych kompetencji, które powinno uczyć się w szkołach to jest umiejętność wymyślania siebie na nowo.
4928:  BFP - umiejętność redefiniowania siebie w bardzo agresywnie zmieniającej się rzeczywistości obecnie.
4934:  BFP - Jeszcze nie zdajemy sobie sprawy z tego, ile jeszcze osób straci pracę, ile zawodów zostanie całkowicie wyeliminowanych przez sztuczną inteligencję.
4944:  BFP - Więc umiejętność wymyślania siebie na nowo jest generalnie domeną ludzi młodych od lat, ale to nie znaczy, że nie jest umiejętnością, którą powinien posiadać każdy.
4954:  BFP - I teraz krótka historia.
4956:  BFP - Kiedy ja schrzaniłem studia na prawie,
4960:  BFP - na drugim roku i znalazłem sposób, żeby przerzucić się na studia psychologiczne, które mnie kręciły, a mianowicie znalazłem zapis w regulaminie Uniwersytetu Łódzkiego, żeby zostać przeniesionym od razu na drugi rok, odrabiając pierwszy.
4974:  BFP - Czyli tak naprawdę nie straciłem dwóch lat, a straciłem jeden rok, co już było profit.
4980:  BFP - I cierpiałem wtedy na pewne stany depresyjne i miałem pewne problemy i pamiętam, że
4989:  BFP - Nie studiowałem łącznie około 11 miesięcy.
4993:  BFP - Więc poszedłem na, to był 2 października bodajże, na rozpoczęcie roku akademickiego.
4999:  BFP - No i występuje tam pani dzieka i mówi, to jest etos studenta, to wy będziecie tymi, którzy będą szerzyli ideę psychologii, psychiatrii itd., itd.
5007:  BFP - Ludzie będą wam zawierzali.
5009:  BFP - A ja tak siedzę i mówię, tak, tak, ok, ok, tak, o tak, tak, tak.
5013:  BFP - To trwało 45 minut.
5015:  BFP - Pani dziekań skończyła mówić, a ja wytoczyłem się z tej sali i zrobiłem, uuu, Jezu, 45, ja już ledwo stoję na nogach, muszę odpocząć.
5025:  BFP - Może zrobię sobie przerwę i nie pójdę na pierwsze zajęcia jutro.
5029:  BFP - I potem nie poszedłem do końca tygodnia.
5031:  BFP - Powiedziałem, no to może nie pójdę do końca tygodnia.
5033:  BFP - Potem wyszedł Fallout 3, ale to jest deskalium.
5038:  BFP - Ale miał wpływ.
5039:  BFP - I szukałem pretekstu, żeby nie iść i nie iść i nie iść.
5042:  BFP - I wiecie, kiedy wróciłem na zajęcia?
5043:  BFP - W połowie listopada.
5046:  BFP - To jest prawie dwa miesiące później.
5049:  BFP - I straciłem już materiał, którego nie byłem w stanie odrobić.
5051:  BFP - Ale wiecie co wtedy czułem?
5054:  BFP - Czułem, że to jest jak narkotyk, to jest jak uzależnienie.
5058:  BFP - Ta prokrastynacja czy odsuwanie odpowiedzialności w czasie, którą powinienem wziąć na siebie, nie mogłem wyjść z tej pętli.
5066:  BFP - Ona była, tak jak znakomity polski film o uzależnieniu, pętla.
5070:  BFP - Ja nie mogłem wyjść z tej pętli, ale co gorsza, i to jest dokładnie to, o czym powiedziała Julia, to zwiększało bagaż stresu i presji, który na sobie czułem.
5078:  BFP - I za każdym razem, kiedy myślałem, teraz już powinienem wrócić, myślałem, ale ty już nie masz do czego wracać.
5084:  BFP - Masz przechlapane.
5085:  BFP - Przecież jak ty tam wrócisz, to zderzysz się z rzeczywistością, której nie udźwigniesz.
5090:  BFP - Jak otworzą tylko usta wykładowcy, którzy powiedzą, panie chodził dwa miesiące?
5094:  BFP - I byłem absolutnie przerażony.
5096:  KMM - A to jest jeszcze, Filip, kierunek artystyczny z tego, co rozumiem, a chociaż mogę się jakoś mylić, ta grafika komputerowa, więc jeżeli to będzie na ASP czy czymś podobnym, to tam bywają trudni ludzie.
5107:  KMM - Pamiętajmy też, że kierunki humanistyczne i też prawo przywołać nie bez powodu.
5112:  KMM - No to są kierunki, na których jednak zajmujemy się rzeczami, które są no tak powiedzmy filozoficzne, to nie są rzeczy wdrożeniowe, to nie jest biznes as usual, prawda?
5122:  KMM - Tylko tam można rzeczywiście natrafić na człowieka, który w nieobiektywny sposób, albo nawet w nieinteresobiektywny sposób nam będzie chciał dosolić i dopiec bez żadnej motywacji.
5132:  KMM - Ja mam też wrażenie takie, że Julia bardzo ocenia siebie,
5138:  KMM - negatywnie, prawda?
5139:  KMM - To znaczy, tutaj dlatego bym chciał nawiązać do tej prokrastynacji.
5144:  KMM - Bo ja mam duże wątpliwości co do w ogóle oceniania prokrastynacji, bo mam wrażenie, że większość przypadków, kiedy jest ona diagnozowana, jest niewłaściwe, więc jak rozpoznać, kiedy zaczyna się ta prokrastynacja i to odkładanie?
5157:  KMM - Czy to jest właśnie ten schemat, który ty przytoczyłeś, że no dobra, dwa dni później, trzy dni później robią się z tego dwa miesiące?
5165:  KMM - A jak to odróżnić od sytuacji, w której chcesz uciekać przed czymś, co ci szkodzi?
5170:  BFP - Nie ma obiektywnej granicy i to też nie jest taka sama granica dla każdego.
5175:  BFP - Nie ma jakiegoś licznika prokrastynacji, który można włożyć pod pachę i jak wyjmuję, to już widzę, jak bardzo prokrastynuję, a jak bardzo nie.
5184:  KMM - Niestety.
5185:  BFP - I to niestety łączy się, wiecie...
5187:  BFP - Siedziałem ostatnio, bo w tym co powiem, Julio, też będzie, mam nadzieję, dla ciebie bardzo pocieszająca informacja, albo bardzo budująca.
5196:  BFP - Siedziałem ostatnio z moim przyjacielem Kasperem, z którym współprowadzę studio projektowo-badawcze, gdzie też zajmujemy się na przykład grafiką użytkową.
5203:  BFP - I byliśmy razem na takim wystąpieniu, ale były jakieś właśnie niedomknięte sprawy.
5209:  BFP - I on obserwował mnie bardzo uważnie, Kasper.
5213:  BFP - I ja nie mogłem się skupić do końca.
5215:  BFP - Widać było, że on do mnie mówił jakieś rzeczy.
5216:  BFP - Ja słuchałem go, ale nie wiem, mówił zabawne rzeczy i się nie śmiałem.
5220:  BFP - Było widać, że cały czas zerkam na telefon i on zaczął zadawać mi pewne pytania.
5225:  BFP - Ja zacząłem odpowiadać na te pytania i Kasper powiedział, okej, to teraz rozumiem.
5229:  BFP - To ty generalnie cierpisz na co?
5230:  BFP - Z czego ja się leczyłem?
5232:  BFP - Ty cierpisz na stany lękowe.
5234:  BFP - I dla mnie to był totalny szok, że ja nigdy nie pomyślałbym, że mógłbym mieć stany lękowe, ale nagle zacząłem łączyć kropki.
5241:  BFP - Ktoś kiedyś powiedział, że stany lękowe to jest sytuacja, w której nie jesteś w stanie włączyć przycisku wyłącz w swoim mózgu.
5247:  BFP - I to są momenty, w których nie jesteś w stanie zasnąć, kiedy dostajesz obsesji na punkcie przyszłości, kiedy nie możesz przestać rozważać różnych scenariuszy i kiedy bierzesz...
5258:  BFP - jakąś drobną rzecz, która sprawia, że świat się nie zawalił, jak mówią Ci rodzice albo przyjaciele, a dla Ciebie świat się zawala co 10 sekund, kiedy o tym pomyślisz.
5267:  BFP - I to było dla mnie naprawdę porażające i dlatego o tym mówię, bo prokrastynacja to jest jedno.
5274:  BFP - ale percepcja naszego umysłu tego, co my nazywamy prokrastynacją, jak już powiedziałem, to jest subiektywne, to jest druga rzecz.
5279:  BFP - Więc ja naprawdę wracam do tego, co powiedziałem.
5283:  BFP - Są pewne rzeczy, których nie przepracujecie metodami sami i nawet one nie dotyczą organizacji pracy, tylko trochę poukładania pewnych rzeczy w waszej głowie, a w trudniejszych przypadkach poukładania tego przez odpowiednie specyfiki pochodzi o biochemię waszego mózgu.
5301:  BFP - I to mogą być różne wydarzenia z przeszłości, sposób w jaki zostaliście ukształtowani przez rodziców i niestety sprasowani przez szkołę, ale to mogą być też kwestie, których nie ureguluje się inaczej niż przez farmakologię.
5316:  BFP - I naprawdę, kiedy czytam część z tych komentarzy, to ja nie widzę syndromu oszusta.
5323:  BFP - Bo syndrom oszusta pojawia się wtedy, kiedy ktoś coś osiągnął,
5327:  BFP - i czuje, że mu się to nie należało, albo widzi ludzi, którzy ponieśli jakąś krzywdę, a on akurat nie i to jest coś jak PTSD, a ja tu widzę młodych, bardzo ambitnych ludzi, którzy nie mają wystarczająco zaufania sami do siebie i mają niską samoocenę i ponownie powtórzę to, warto poszukać wsparcia profesjonalistów, ale obiecałem,
5348:  BFP - tą jasną nutkę, która wejdzie na koniec.
5353:  BFP - Julia, jeżeli ty się zajmujesz sztuką, czy pracą taką graficzną, kreatywną, to ja ci mogę wymienić siedem osób, z którymi pracuję, które porzuciły studia albo nie ukończyły ASP, a zajmują się tym dzisiaj i zarabiają dobre pieniądze.
5369:  BFP - Dominika, jakby była na ASP, Dominika ilustratorka bez schematu i też, która tworzy jamniki, którymi się tutaj posługujecie.
5378:  BFP - Za mało jamników.
5380:  BFP - Za mało jamników.
5382:  BFP - Więc Dominika nie potrzebuje szkoły do tego.
5386:  BFP - Jest wystarczająco kursów, jest wystarczająco mentoringu, żeby sobie poradzić.
5391:  BFP - Kasper, mój wspólnik, studiował kulturoznawstwo, nie dostał się na studia filmowe i operatorskie i okazało się, że jest po prostu znakomitym operatorem, a rozwijał się we własnym zakresie.
5404:  BFP - I również ze znakomitym grafikiem użytkowym, więc jeżeli ty myślisz np.
5408:  BFP - pod kątem przyszłości, tak jak mnie dziadkowie niestety strasznie zaprogramowali, powiedzieli twój tata nie miał magisterki, zrobi ją później i przez to mu się nie poukładało.
5418:  BFP - I ja słyszałem, no nie, nie, koniec, Bartuś nie zrobi, Bartuś nie zrobi tego, czy tam Filipek, różnie do mnie mówią, nie zrobi tego, jak on tego nie zrobi, to nie będzie miał pracy.
5426:  BFP - Oni nie rozumieli jak wygląda kompletnie rynek pracy obecnie i że nawet nie potrzebowałem do tego studiów, żeby sobie poradzić w życiu, ale zaprogramowali moje lęki.
5436:  BFP - Zaszczepili we mnie pewne perspektywy i pewną percepcję mojej przyszłości, która była nieadekwatna do czasów dzisiejszych.
5445:  BFP - I bardzo silnie to na mnie wpływało i unosiło się nade mną po prostu jak cień, jak bardzo ciężka chmura.
5451:  BFP - Więc szczególnie w pracy takiej twórczej nie zakładaj, że ty naprawdę musisz ukończyć studia, żeby być dobra w tym, co robisz.
5458:  BFP - Jeżeli poczujesz, że ciebie to nie kręci albo, że przestajesz się rozwijać, to będzie większy problem.
5464:  BFP - No i też słusznie, tak jak ktoś zauważył na czatach, że wróżka, właściwie zębuszka, że Julia już wspomniała, że chodzi na terapię i tym lepiej.
5472:  BFP - W sensie ja kierowałem to do wszystkich, bo to jest sposób na to, żeby próbować radzić sobie z pewnymi rzeczami, z którymi nie pomożemy Wam uporać się na tym streamie.
5483:  KMM - Absolutnie.
5483:  KMM - Tomasz Maleńczyk jeszcze pisał wcześniej, dziękuję Ci Panu Tomaszu za wsparcie od 10 miesięcy przy okazji, jaki pomysł, jeżeli kogoś nie stać na psychoterapię i Natalia R. słusznie odpowiada, że można iść na NFZ w różnych przypadkach i szukać pomocy, ale ja jeszcze podam konkret, to znaczy już od dawno,
5500:  KMM - moderatorzy Holistycznej Agencji Eskapistycznej, czyli Discorda, który zrzesza ludzi zainteresowanych twórczym eskapizmem w różnym wymiarach.
5508:  KMM - Macie zresztą link w opisie.
5510:  KMM - Więc moderacja zadbała o to, żeby takie telefony zaufania zamieścić.
5513:  KMM - Jeden z nich Wam tutaj pokazuje.
5515:  KMM - Instytut Psychologii i Zdrowia Polskiego Towarzystwa Psychologicznego.
5519:  KMM - Tutaj ma telefon zaufania dla osób dorosłych.
5521:  KMM - Jeżeli ktoś właśnie nie ma możliwości pójść do psychologa, albo nawet, wiecie, albo nawet mu się nie chce, albo nie jest w stanie się ruszyć z domu lub z łóżka, to
5530:  KMM - Warto poszukać właśnie takiej pomocy, nie szukać pomocy UWK, Google czy gdziekolwiek indziej, tylko zadzwonić do ludzi, którzy po to są.
5539:  KMM - Są fundacje też, które się tym zajmują, więc nie rezygnujcie z tego, bo opcji jest sporo naprawdę i można wtedy, jeżeli dzisiaj na przykład ma ten problem, który mam ja, to znaczy problem społeczności, introwertyzmu skrajnego, w którym ja faktycznie mam dyskomfort, jeżeli wychodzę do ludzi, nie lubię tego rodzaju rzeczy,
5556:  KMM - To jest bardzo dobre rozwiązanie w takiej sytuacji i mogę jak najbardziej to polecić.
5560:  KMM - Nie wiem, jeszcze nadrobię czaty, czy nie omijam czegoś.
5564:  KMM - Jeszcze Krysia Sikoreczka pyta, czy Dominika mogłaby kiedyś opowiedzieć o swojej ścieżce kariery i odpowiedzi na nasze pytania.
5569:  KMM - Czemu nie?
5570:  KMM - Jeżeli macie taką wolę, absolutnie mogę jeszcze puścić pytanie dla Karci na Społeczności.
5575:  KMM - Te rozmowy, które zaczęły się tutaj na vlogu są dla was, więc jeżeli będziecie chcieli porozmawiać o takiej artystycznej stronie, to jak najbardziej możemy też coś takiego zrobić.
5584:  KMM - Małgorzata P. jeszcze pisze, że dobrze znaleźć mentora, mentorkę.
5587:  KMM - To może być ktoś z otoczenia, kto zajmuje się czymś zupełnie innym, ale pomoże zbudować samoocenę.
5592:  KMM - Budowanie samooceny to jest proces, moi drodzy, który
5595:  KMM - Trwa latami, a czasami nawet dekadami.
5598:  KMM - Myślę, że tak wieńcząc naszą długą odpowiedź na długą historię Julii, można powiedzieć, że kluczowe w tym jest to, żeby nie oczekiwać, że będą te rezultaty natychmiast.
5608:  KMM - Wiem, że to zabrzmi dziwnie, ale jak schudnięciem to była moja przygoda, którą miałem przez półtora roku i też chciałem mieć natychmiastowe rezultaty.
5616:  BFP - Przepraszam, ja szybko zabiorę, bo rozumiem, że to jest trolling, bo widzę też po emoci czy awatarze IMKulTV, który napisał, że wszystkie terapie to hochsztaplerkę, wyciąganie kasy od najimnych.
5627:  BFP - Rozumiem, że jest to forma trollingu, ale mogę tylko powiedzieć, zignorujcie to i chłopie, nie rozumiem, że...
5639:  BFP - Twój awatar zobowiązuje, ale pamiętaj, że trolling to jest jedno, a wyrządzenie realnej szkody w wyobrażeniu innych na temat rzeczy, które mogą pomóc i które pomogły także mnie, nie jest moralne.
5656:  KMM - Pamiętajcie, że zwykle jest tak, że póki człowiek nie znajdzie się w potrzebie,
5662:  KMM - Puty nie rozumie takiej sytuacji.
5664:  KMM - Mądrość ludowa głosi, syty głodnego nie zrozumie.
5668:  KMM - I bardzo często jest tak właśnie, że wydaje nam się, że jakieś zjawisko nie istnieje, póki nie zetkniemy się z nim.
5676:  KMM - Pan Mimir zadaje pytanie.
5678:  KMM - Chaos w głowie, od czego by zacząć?
5680:  KMM - Może chaos przyrównać do braku kasy?
5681:  KMM - Pracę mam z zarobkiem niemałym, jak na mój standard to dalej mało, gdyż jednej strony rachunki idą w remoncie i tak dalej.
5687:  KMM - Z drugiej strony zdrowie psychiczne leży i kwiczy, o tym rozmawialiśmy.
5691:  KMM - Nie będę tego czytał nawet.
5693:  KMM - Ostatnimi czasy forma wypoczynku to pogranie sobie na kompie.
5696:  KMM - Pozwala to włączyć na chwilę myślenie, zobaczenie materiału np.
5699:  KMM - Krzysztofa, czegoś na bez schematu, cieszymy się, czy jeszcze kilku innych ludzi.
5702:  KMM - Przyjemnie się was słucha, może to jedyna forma ASMRa.
5705:  KMM - Nawet napisanie tego komentarza przychodzi z trudem i jest niespójne.
5707:  KMM - Pobór rozwiązania problemu zwykle kończy się kolejnym dołkiem.
5710:  KMM - Remont trwa 4 lata, końca nie widać, rząd utrudnia życie.
5712:  KMM - To jest wszystko prawda.
5714:  KMM - Byłem u terapeuty, od którego po szóstej wizycie usłyszałem hasło trokę z ciebie psychopata.
5718:  KMM - Jest wiesz, okej.
5719:  KMM - od razu zmień terapeutę.
5722:  KMM - On nie miał prawa czegoś takiego powiedzieć.
5723:  KMM - Jeszcze raz powrócę do tego wątku, który dla mnie jest kluczowy.
5727:  KMM - Pamiętajcie, że polski system edukacji jest dysfunkcyjny we wszystkich obszarach i to też oznacza, że ludzie, z którymi się będziecie stykać, a będziecie szukać pomocy, nie zawsze
5739:  KMM - będą odpowiednimi osobami na odpowiednim stanowisku i za odpowiednim poziomem empatii.
5744:  KMM - Psycholog nie ocenia, psychoterapeuta nie ocenia, nie robi tego, nie może robić tego, on ma być przewodnikiem i diagnostą.
5754:  KMM - Och, straszne, że się akurat stykacie z takimi przejawami patologii.
5761:  KMM - Od tego czasu mamy do nich mały uraz.
5763:  KMM - Wolny czas w moim dniu to coś między 20 a 23 i nieco słabo.
5767:  KMM - Aktualnie jako człowiek bez matury
5770:  KMM - pracujący w instytucie badawczym z poquito stabilnym przelewem, mam małe doświadczenie w czymkolwiek innym niż w swojej robocie.
5777:  KMM - Nie ma na robienie rzeczy środków i czasu miło, bo w końcu jak ta noc usiąść i odpocząć.
5782:  KMM - A wspomniałem już, że jak coś się zaczyna aklarować, to mój stan zdrowia mówi pierdol się.
5787:  KMM - Czy o taką formę małego chaosu Wam chodziło?
5788:  KMM - Jeśli nie, to trudno.
5790:  KMM - Myślę, że wiem do czego Pan Mimir zmierza.
5793:  KMM - To znaczy do tego, że
5796:  KMM - Stan w jakim jesteśmy, czy sytuacja zawodowa, którą mamy, po prostu może nas wytrącić kompletnie z równowagi i zetrzeć nam z horyzontu coś, co bardzo dużo ludzi kierunkuje, to znaczy wyrazisty cel.
5809:  KMM - Myślę, że to jest to coś, czego ci brakuje.
5812:  KMM - Co chcesz robić w życiu?
5814:  KMM - Czy twoim celem jest to, żeby było więcej pieniędzy na koncie, czy żeby mieć lepszą sytuację zawodową, czy żeby być szczęśliwszym?
5821:  KMM - Trzeba to sobie spriorytetyzować właśnie i zastanowić się, co jest najważniejsze.
5825:  KMM - Ja w którymś momencie swojego życia powiedziałem sobie, dla mnie jest najważniejsze to, żebym do końca życia czerpał pasję z tego, co robię i żebym mógł pomagać ludziom.
5833:  KMM - Ale to drugie doszło do mnie później.
5837:  KMM - Na początku była pasja, a potem uświadomiłem sobie, że... I to było ciekawe, bo przez długi czas robiłem wyłącznie rzeczy mega abstrakcyjne, fokusowałem się na nauce, ale było tam mało kontaktu z ludźmi i w którymś momencie zorientowałem się, że gdybym
5857:  KMM - robił całe życie tylko to, to znaczy naukę, to wypalę się i zmęczę.
5862:  KMM - I nie będzie tam miejsca już na nic więcej.
5864:  KMM - W ten sposób sobie przedefiniowałem swój cel.
5868:  BFP - No ja nawet niespecjalnie jestem w stanie cokolwiek tutaj powiedzieć z zakresu swojej wiedzy.
5873:  BFP - Mogę tylko jak zdarta płyta powtórzyć.
5877:  BFP - Terapia i spróbuj kolejnego terapeuta.
5882:  BFP - A jeżeli to nie wystarczy to spróbuj jeszcze kolejnego.
5884:  BFP - A jeżeli jeszcze to nie wystarczy to spróbuj jeszcze kolejnego.
5888:  BFP - Ponieważ nie wiem jaka była twoja metoda doboru.
5892:  BFP - Ale ja poszedłem do kogoś z polecenia kogoś, na kim polegam, kogo znam i kto mógł polecić mi wyłącznie dobrze.
5903:  BFP - Masz znanego lekarza, masz fora, na których możesz zweryfikować profesjonalizm.
5910:  BFP - To, co usłyszałeś od psychoterapeuty, może być traumatyzujące na przyszłość i zniszczyć
5914:  BFP - Bardzo wiele.
5915:  KMM - To był skandaliczny tekst w ogóle.
5917:  BFP - To jest skandaliczne, ale ponownie, to nie jest powód, żeby hejtować całą profesję psychologów, psychoterapeutów, psychiatrów.
5925:  BFP - Jest to po prostu zepsute jabłko w sadzie pełnym jabłoni.
5932:  BFP - Zadać sobie pytanie, co zrobiłem ostatnio nie tak, że wybrałem tego czy tą psychoterapeutkę i teraz zrobić to inaczej, opierając się na sprawdzonych, sprawdzonych najlepiej przez innych użytkowników, przez innych pacjentów bądź z bardzo solidnego polecenia i ja nic innego nie polecę, jak kontynuować terapię.
5951:  KMM - Tak, u kogoś, komu zaufasz, tak jak powiedział Filip, absolutnie nie wnioskujcie a minori ad majus, czyli z małego do wielkiego.
5960:  KMM - Majus oznacza większy po łacinie.
5965:  KMM - Tylko patrzcie, musicie mieć większą próbę.
5969:  KMM - Zawsze próba badawcza jest istotna.
5971:  KMM - Trzeba poznać wielu ludzi.
5974:  KMM - Możemy sobie zrobić przegląd naszych nauczycieli.
5976:  KMM - Zwykle jest tak, że mamy dwóch, trzech, których cenimy, a było ich kilkudziesięciu.
5981:  KMM - Trzeba z tego wyciągnąć wnioski, myślę.
5983:  KMM - Jest pytanie do mnie od Mohuna na czatach.
5985:  KMM - Jak przepracowałeś swój skrajny introwertyzm i jak jesteś w stanie występować publicznie?
5990:  KMM - To jest ciekawe pytanie.
5991:  KMM - Mam jedną technikę dla ciebie.
5993:  KMM - Rady dla ludzi, którzy borykają się z tym problemem.
5996:  KMM - Po pierwsze, nie musisz się otwierać na ludzi, nie musisz być ekstrawertyczny.
6000:  KMM - Możesz zaakceptować to i wszystkim tylko bardzo wyraźnie komunikuj.
6004:  KMM - Na przykład to, że się nie chcę z tobą spotkać, nie mam czasu, nie oznacza, że cię nie lubię, tylko że potrzebuję naładować swoje baterie, potrzebuję być sam chwilę.
6012:  KMM - Bardzo dużo ludzi z mojego otoczenia tego kompletnie nie rozumie.
6016:  KMM - Bardzo dużo ludzi z tego otoczenia, Filip jest w nim, to rozumie, ale musisz rozmawiać z ludźmi do tego.
6022:  KMM - A jeżeli chodzi o wystąpienia publiczne, mam bardzo prostą technikę.
6025:  KMM - Technika wygląda następująco.
6028:  KMM - Muszę mieć jakiś rekwizyt.
6029:  KMM - Powiedzmy, że tu jest poziom, na którym są twoi rozmówcy, tak?
6034:  KMM - Powiedzmy, że to jest duża sala amfiteatralna i gdzieś kończą się ich głowy, tak?
