Niedomag Iamnix cierpi na niestrawność | ELDEN RING Livestream #10
🔗 https://www.youtube.com/watch?v=4ZUALCepF2g

77:  Dzień dobry.
5136:  Chłop chciał zdradzić rani.
5137:  Uch, ohydny.
5140:  Jak śmiał.
5150:  Ok, ostrzegliło nas katapulty i trebusze.
5153:  Nie jest to dobra wiadomość.
5156:  Oczywiście miejsce, do którego zdążam naturalnie jest na górze.
5160:  Muszę powiedzieć, że nie mam spodziewania dużo tych katapult.
5171:  Czemu jest tak, że nikt nas nie wita fanfarami na przykład?
5174:  Popatrzcie!
5175:  Przybywanie do Magiamniks!
5177:  Pokłońmy mu się!
5178:  To jedyny człowiek, który wie, jak nosić talerz zupy na głowie!
5185:  Chwała!
5186:  Niech będzie chwała!
5188:  Nie.
5189:  Wszyscy nas lżą, chcą nas zabić, zniszczyć, zgładzić.
5194:  To nie jest sprawiedliwe.
5197:  Dlatego się wyżyjemy na tym.
5199:  przeciwnika.
5200:  Są od nas słabsi.
5202:  Niedmagiamnik zawsze dobiera sobie przeciwników, którzy są od niego słabsi.
5213:  Racja, że lepsze, żeby były katapulty niż rzygi, ale z drugiej strony rzygi mamy teraz w pakiecie.
5223:  O, rycerz-snycerz, dobrze.
5225:  Kogo przywołamy?
5226:  A przywołajmy sobie radośnie
5230:  Łzę na śladowcy, niech ich wszystkich zgładzi.
5243:  Nasza mężna łza na śladowcy właśnie zniknęła.
5249:  Nie mam pojęcia dlaczego.
5273:  Dobra, nie byliśmy w tej wieżyczce.
5278:  Giganci na klifie są nie do pokonania.
5279:  Przede mną, opowiadacie.
5281:  Witness me.
5289:  Okej.
5291:  Widzę coś, co się może spektakularnie nie udać.
5296:  Ale już tyle dzisiaj skakaliśmy.
5299:  Czy to pierwsza lokacja?
5299:  Nie wydaje mi się.
5305:  Dobrze, że jestem przygotowany już do tego, że wszystko na nas dybie.
5309:  Co mi zrobił biedny koń?
5310:  Był połączony z jeźdźcem.
5316:  Miałem wyłączony dźwięk Steam'a i zszokował mnie talerz zupy zamiast banana.
5321:  Jestem w stanie w to uwierzyć.
5323:  Czy byliśmy już w lokacji, gdzie są duże, śpiewające panie, które nas nie atakują?
5327:  Krzysztof nie pamięta.
5337:  Co my tutaj mamy?
5339:  Wielki łuk.
5342:  I wielka strzała.
5344:  Czym jest wielki łuk i czy to jest interesujące lore'owo?
5353:  Wyjątkowo wielki łuk.
5354:  Większy niż jakikolwiek człowiek.
5356:  Ci o przeciętnej sile nie są w stanie nim władać, ale potęga jego strzałów jest niezwykła.
5362:  Nie skomentuję tego.
5365:  O, śliczna wioseczka szaleńców, gdzie byliśmy.
5369:  Okej.
5369:  A zatem Strażnica Obadana.
5372:  Nie chce mi się stąd schodzić, więc przeniesiemy się z powrotem do Wujowskiej Młynarzy.
5376:  Z celu zdementowania tego, że Avatar to zajebisty film, powiedz Michaci i Arcymagosi, jak nazywały się dwie główne postacie z tego filmu.
5381:  To jest absolutnie nieistotne, jak się nazywały, ponieważ Avatar nie jest filmem o postaciach, to jest filmem o Pandorze.
5388:  To jest jedna wielka wycieczka turystyczno-krajoznawcza.
5392:  Do piątki zmierzamy.
5395:  Ale niestety wiem, że bohater nazywał się Xixuli.
5402:  I... A bohaterka główna, zaraz, prawie pamiętam.
5408:  Jakoś zabawnie.
5410:  Jak nigiri, ale nigiri to jest typ sushi.
5420:  Ciekawie.
5423:  Wiel... Wielki upis Wielkiego Łuku.
5426:  Jest wielki.
5428:  Neytiri!
5429:  Widzicie jak... Widzicie?
5431:  Byłem prawie... Prawie się udało.
5439:  Ej!
5440:  Chciałem zebrać ten przedmiot.
5445:  Okej.
5447:  Zmierzamy.
5450:  Tak, tutaj nic nie... Nic nie zwiedzaliśmy praktycznie.
5454:  Więc to nie jest pierwsza lokacja, to są przedpola stolicy i coś mi się wydaje, że właśnie dotarliśmy do jakiegoś radosnego miejsca, w którym mogły być podziemia.
5465:  Witamy Muminak!
5470:  Uuuu, radosne podziemia są radosne.
5473:  Uważaj wilk.
5478:  Przynęta, potężny wróg.
5486:  Ale bait.
5488:  To nie był bait!
5520:  O tak!
5522:  Good!
5531:  Eee... Ale wygląda na to, że nie ma tutaj nic... A, nie, jest coś ukrytego, nie.
5537:  Co to było za pieruństwo?
5539:  Aż bym to ja wiedział.
5539:  Okej.
5547:  Piwnica, nadal nic... Aaa!
5548:  Haha!
5550:  Nie jesteśmy pierwsi.
5552:  Coś pięknego?
5554:  Może być.
5556:  Cieniostwór z Gothica?
5558:  Mufasa!
5571:  Dobrze, najwyraźniej tutaj nic nie ma.
5575:  Mufasa miał brata, który był jego skazą na honorze.
5580:  Nieśmieszne.
5585:  Nie udawajmy nawet, że jestem w stanie wymachiwać mieczem tak skutecznie, żeby ich zniszczyć.
5591:  Dobrze, skoro mamy za sobą to miejsce, to bierzemy dalej.
5602:  Czy ja widzę łasu, nie?
5604:  Widzicie?
5604:  Nawet mamy nieodkrytą łasunię.
5606:  Co za skandal.
5610:  Jak mogliśmy nie odkryć łasuni?
5614:  Witamy dygresywnego wilka.
5617:  Wskaza miał brata, który był jego łasuną.
5622:  Tak, tak było, nie zmyślasz.
5624:  Dobrze, i teraz możemy iść do tych dwóch radosnych miejsc, widzicie?
5627:  Pierwsze radosne miejsce jest numer dwa.
5629:  Tak właśnie.
5632:  Mufasa to wsuła Hili Król?
5634:  O, nie wiedziałem.
5635:  Skaza zanim dostał, skaza nazywa się Taka, czyli śmierć.
5638:  Super.
5641:  Smoczart jest tutaj.
5642:  Jaki jest?
5643:  Jaki, jaki, jaki?
5648:  Nie mówcie mi, że tutaj jest jakaś walka.
5650:  Bardzo bym chciał walkę z bosidłem.
5655:  Ale tutaj są tylko śmieszne, żenujące poczwarki.
5662:  Radość o radość.
5663:  Prawdopodobnie przyjaciel.
5664:  Kłamstwo.
5668:  Idziemy na górę za moment.
5670:  Tak jest.
5671:  Zobaczmy tylko co tutaj jest, bo coś czułem, że będzie jakiś lód radosny.
5683:  Szkoda na tą manę.
5690:  Jak ja już mówię, że szkoda na coś many.
5695:  Nie szkaluj meduzek?
5696:  Czemu?
5700:  Przed tobą kłamca.
5702:  Dziesięć śmierci w półtorej godzinie?
5704:  A to dlatego, że mamy eksploracyjny strunek.
5707:  To dlatego.
5709:  Brudowa pomarańcze narzeka, że Japończycy mają fetysz względem wielkich rzeczy, na przykład wielkich mieczy.
5715:  Coś czuję.
5717:  że przynajmniej parę osób będzie chciało się na ten temat wypowiedzieć na czacie.
5724:  Okej, i świetnie.
5725:  Możemy tutaj wyfrunąć w górę.
5729:  Bardzo mi to odpowiada.
5738:  Proszę, zostaw nas.
5741:  Uiii...
5752:  Eee... Okej, tu jest dużo mieczy.
5753:  Co to jest?
5782:  Okej.
5784:  Bierzemy dalej zatem.
5789:  Ale to drzewo jest piękne!
5794:  Okej, tu się coś dzieje.
5808:  Dzięki za oglądanie!
5855:  Okej, problem, problem.
5860:  Kościół!
5861:  Eee... Aha.
5921:  Jakie zaklęcia, wariacie.
5922:  To jest dobre zaklęcie samonaprowadzające.
5925:  Idź do kościoła, który masz zaznaczony.
5928:  Dobrze!
5933:  Czarny nóż dostaliśmy.
5934:  Przeczytajmy, co on daje.
5938:  Gdzie jest czarny nóż?
5941:  Prawdopodobnie będzie gdzieś niżej.
5944:  Bicz.
5946:  Oj tak, chciałbym bardzo mieć większą zręczność do tych biczyków.
5950:  Knuciki flagellacyjne zawsze na propsie.
5952:  Nigdy nie znajdę tego noża.
5959:  Noże początek?
5961:  Jest.
5963:  Sztetl należący nigdy do zabójców, którzy w noc czarnych noży zamordowali Godwina Złotego.
5967:  Rytuał odprawiony na ostrzu.
5969:  O dziwnym kształcie tchnął w nie moc skradzionego runu śmierci.
5975:  Sądzę o tym, że Elon kupił 10% akcji Twittera.
5977:  Zobaczymy, jak to się skończy, bo sytuacja jest rozwojowa.
5983:  Gdzie się podziała bananowa czapka?
5985:  Ha!
5986:  Stwierdziliśmy, że jest za mało memiczna.
5989:  Przed tobą słaby wróg.
5998:  Ech, już podniósł.
6000:  Jestem słabszy od niedomaga i amniksa.
6011:  Przypominam, że niedomagiamniks to daleki krewny.
6016:  Niedomaga plemniksa.
6020:  No właśnie.
6023:  No właśnie.
6025:  Czyżbyśmy byli w kolejnych podziemiach, moi drodzy?
6028:  Łasunia!
6037:  Jak wyciągnął ładnie główkę!
6042:  O boże.
6044:  Cień jest skąpany w świetle i wieczym słabość.
6046:  Dobra, dobra.
6047:  My w pierwszej kolejności to się tutaj... Tak.
6053:  Zregenerujemy.
6054:  Regeneracja dobra.
6057:  Katana?
6058:  Na to trzeba mieć zręczności dużo.
6062:  My na razie tylko inwestujemy w inteligencję i umysł.
6067:  Życie przed tobą talizman.
6077:  Jak szef.
6078:  Wygląda na legit.
6100:  Zobaczymy, co przed nami kryje to straszne miejsce.
6109:  Może przygotujmy się na zaklęcie, które się przydaje w strasznych miejscach.
6116:  Okej, tam nie idziemy.
6138:  Okej.
6139:  To wygląda dziwnie.
6144:  Czemu ktoś tutaj sypie?
6148:  Czemu ktoś tutaj świeci?
6155:  O!
6160:  O!
6175:  Eee co?
6193:  Ha ha ha ha Małe przerąbane
6199:  To jest ciekawe.
6199:  Czarni przeciwnicy muszą wejść w światło, czyli musimy ich bejtować.
6206:  Uuu, dobre!
6208:  Podoba mi się.
6228:  Idzie za nami!
6230:  Idzie, idzie!
6232:  Idą, idą dzicy z dzidą!
6237:  Chodź!
6237:  Chodź, chodź, chodź, chodź, chodź!
6239:  Chodź!
6240:  Chodź, dobry!
6241:  Daj, daj, daj!
6245:  Dobry dzikus, do- chodź!
6248:  Nie rzucaj we mnie, tylko chodź!
6250:  Chodź!
6252:  Chodź, powalimy się!
6257:  Ej!
6265:  Nie tuptaj, tylko chodź.
6272:  On chyba nie chce nas zaatakować.
6278:  Mam wrażenie, że tam musi być inne światełko dalej.
6282:  Co to za żaba na głowie?
6283:  To jest znak, że gramy niedomagiem plemniksem.
6289:  Dobra, tam jest następne światło, którego ja po prostu nie zauważyłem!
6294:  O nie, biosa.
6296:  Niech jamnika zrosi rosa.
6311:  Nadgrobny fiołek.
6314:  Czy to był cenny przedmiot dla tego gestykulowanie?
6319:  Okej, co my mamy zrobić?
6320:  Mamy się ukłonić?
6327:  Dupa.
6331:  Szkoda tylko, że jest jakiś milion ukłonów różnych.
6338:  Czy to jest, to jest troll?
6339:  Naprawdę?
6345:  Nie, nie, nienawidzę graczy Weldenringa.
6347:  Nie, nie, nienawidzę tej społeczności.
6352:  Krzysztof zrobił z siebie idiotę.
6357:  Chyba nie po raz pierwszy.
6358:  Chodź!
6358:  Aaa!
6359:  Chodź, chodź, chodź, chodź!
6361:  Dobry goblin chodzi w światło!
6366:  No chodź!
6369:  Bądź dobrym goblinem, ciach!
6376:  Aaa, głupi goblin!
6383:  Jaki troll?
6384:  To może być prawda.
6385:  Tak, trzeba spróbować z wszystkimi gestami.
6390:  O, tu jest jakaś dyskusja o imersji na czatach.
6395:  Imersja to samo co realizm.
6396:  Nie przeszkadzają mi elementy fantazy czy coś?
6398:  Chodzi bardziej o ten specyficzny styl, w jakim to jest przedstawione.
6400:  Over the top, pisze Lupercal.
6402:  Nie mam zielonego pojęcia, o co chodzi, ale od razu zaznaczę, że tak, nie ma relacji między imersją a realizmem.
6410:  Przed tobą złodziej.
6416:  Okej.
6418:  Powiem wam, że ten grobowiec jest przerażający, ale z drugiej strony bardzo mi się podoba.
6428:  I coś podejrzewam, że za moment ta mechanika, której zostaliśmy nauczeni, zostanie wykorzystana w paskudny sposób.
6439:  Dlaczego to zawsze musi być na wprost?
6441:  To jest dobre pytanie.
6456:  Ej!
6457:  Tylko ja się mogę uchylać!
6462:  Fak, fak, fak, fak, fak, fak, fak, fak!
6464:  O, jak poberwiecie!
6483:  Ja się na przykład przestraszyłem, czemu minak.
6485:  No ja też!
6488:  O, ale tutaj jest dźwignia.
6489:  Dźwignia to jest zawsze dobra wiadomość.
6499:  Bardzo zabawne.
6503:  Wielce zabawne.
6505:  W ręce mocny, wielce zabawny.
6508:  O, kwiatuszek.
6514:  Fajnie.
6518:  Fajnie.
6521:  Umarł, ale przeżył.
6525:  Okej.
6525:  Czy przynajmniej jest tak, że te miecze ciachają?
6533:  Czy to łapka Lewinda?
6534:  Okej.
6537:  Poczekamy, aż noże rozciachają naszych wrogów.
6545:  Chodź!
6549:  Noże nie ciachają naszych robót.
6552:  Skąd to wiedziałem?
6556:  Jesteśmy w tym dungeonie, pisze Sam.
6558:  O nie!
6560:  To już jest ten etap, kiedy są te dungeony.
6564:  Ojej, tam jest cień, widzicie to?
6566:  Będzie niebezpiecznie.
6582:  Ha ha ha!
6599:  Dobra, ważne sprawy.
6610:  Czemu jesteśmy atakowani przez absolutnie wszystkich?
6616:  Ciekawostka światotwórcza?
6619:  To nie jest przypadek, że w Gwiezdnych Wojnach jest tak, że cały zachód galaktyki jest niewyeksplorowany, ponieważ nie prowadziły tam Hyperlanes.
6628:  Nie dało się ich wytyczyć, dlatego to się nazywa Nieznane Rubieże.
6632:  W związku z powyższym to wszystko, co zrobił Disney, jest opluciem całego kanonu i lore, ponieważ nie ma żadnego sensu nieodkrycie zachodnich Nieznanych Rubieży w momencie, w którym można byłoby wykonywać zrandomizowane skoki nadprzestrzenne.
6645:  One nie były zrandomizowane, musiały być wytyczone przez nawigatorów.
6649:  Dlatego też taki ważny był Han Solo, jaka postać w Gwiezdnych Wojnach i w ogóle Raubritterzy czy Rozbójnicy Galaktyczni, ponieważ oni wiedzieli, paserzy, oni wiedzieli właśnie, w jakie szlaki są najszybsze.
6664:  Ja wiem, że to jest najmniejszy problem z historii Star Wars, ale to jest problem światotwórczy, a była prośba o ciekawostkę światotwórczą od Kishi.
6675:  Dobrze.
6678:  Jestem zadowolony tym, jak nam tutaj poszło.
6685:  Uuu.
6685:  Przed tobą talizman.
6687:  Biedeeemy.
6688:  Ostatnio kupiliśmy sobie mnóstwo tych kluczy.
6695:  Jakie wbredne.
6699:  Talizman starożytnego smoka czym jest?
6706:  Starożytne smoki, które rządziły w pradawnych czasach, bo kiedyżby indziej, poprzedzających złote drzewo, chroniłyby swojego władcę niczym żywy kamienny mur.
6714:  Tym samym kształt smoka stał się symbolem wszelkiego rodzaju ochrony.
6717:  Zwiększa negacje obrażeń fizycznych.
6725:  Przed tobą kłamca, jak zawsze.
6728:  Przed tobą kłamca, jak zawsze.
6730:  Jest zbyt dużo kłamców.
6739:  Te wybory, których dokonywał Disney i dokonuje dalej, w obrzydliwy sposób wprost triggerowały, jak oglądałem te filmy.
6747:  Druga rzecz, którą zrobili w Star Wars Visions z kolei, to kompletnie bezsensowna decyzja o tym, że miecz będzie zmieniał kolor swój własny, czyli także kolor kryształu, który go zasila, w zależności od tego, czy postać jest dobra, czy jest zła.
6765:  Jak jest zła, to miecz się zrobi czerwony.
6770:  Jak jest dobra, to samoistnie zmieni kolor na ziół, na taki śliczny zielony albo niebieski, bo miecz sam wie.
6782:  A w ogóle robi się czerwony, dlatego że krwawi.
6788:  Jezus, tragedia.
6796:  Rzekomo planują kolejne trylogie Star Wars.
6798:  Słyszałem, że miał Ruin Johnson, przepraszam, Ryan Johnson się za nie zabrać.
6803:  I bardzo się cieszę, że tak się nie stało finalnie.
6807:  Mam ponure wrażenie, że tu już byłem.
6811:  Tak właśnie było.
6817:  Skoro różdżka wybiera sama czarodzieja, to miecz będzie sam zdecydował o swoim kolorze.
6822:  Okej, zupełnie niepotrzebnie tutaj zeskoczyliśmy.
6826:  Teraz tak, jestem głęboko przekonany, że teraz zginę.
6837:  Mogę sobie swoje głębokie przekonania wsadzić w dupę najwyraźniej w Elden Ring'u.
6848:  Chciałem go zepchnąć do tego ostrza, ale się nie udało.
6852:  Jeszcze żyję? !
6856:  Okej, czy to jeszcze będą jakieś windy, które nas interesują?
6859:  Nie.
6859:  Jest konwalia.
6862:  Nauczę się, jak ten kwiatek się nazywa dzięki temu.
6867:  Wiecie co, to jest zaskakujące, że ani razu, ale to absolutnie ani razu nas nie ciachnęło to.
6874:  The Last Jedi był i tak lepszy niż The Rise of Skywalker.
6878:  Nawet bieguni są lepsi niż The Rise of Skywalker.
6881:  Wszystko jest lepsze od The Rise of Skywalker.
6891:  Boże, ten początek Race of Skywalker, gdzie dwóch anonimowych, totalnie anonimowych żołnierzy Rebelii mówi głosem fanów.
6901:  Ja wiem dlaczego, ja wiem... Mnia, ja, ja wiem dlaczego Palpatine wrócił, o, bo to... Ale chemia Sithów, czyli dosłownie rzecz, o której wiedziały trzy osoby na krzyż w Galaktyce, nie wyłączając Mistrza Yoda, ale random z Rebelii to wiedział.
6920:  Co?
6927:  Okej.
6927:  Nie mam pojęcia, co tu się dzieje, ale jest to bardzo niepokojące.
6933:  No, ciach!
6935:  Ciach, ciach, ciach!
6938:  Ciach!
6939:  No chodź!
6940:  Ciach!
6944:  Uda się.
6946:  Kolor miecza zależy od kształtu.
6947:  Oczywiście tak było w starych, dobrych czasach, ale niestety już nie teraz.
6952:  Ciach!
6953:  Ej, miało być ciach!
6959:  Cyberpunk... Nie no, pewnie że Cyberpunk jest lepszy niż Rise of Skywalker.
6962:  Po prostu Rise of Skywalker był źle, nie tylko źle zrobionym filmem, ale także źle napisanym filmem, a nie wiem co gorsze.
6978:  Okej.
6982:  Okej.
6984:  Wąż, czyli bardzo długa drabina.
6987:  Moi drodzy, to oznacza, że przed nami straszny boss.
6992:  Myślę, że filmy są zbyt sterylne, pisze Kacper.
6994:  Wszyscy idealnie wystylizowani w ramach charakterystycznych aktorów.
6997:  To drugie na pewno.
7005:  Czy Mandalorianin zawiera jakieś znaczące fopa światotwórcze?
7010:  Mandalorianin nie.
7011:  Mandalorianin mi się bardzo podobał, obydwie, obydwie części.
7014:  Nie znalazłem tam jakichś potwornych błędów, ale, ale z drugiej strony... Jak się nazywa?
7019:  O, Wepukow Boba Fett zawierał sporo bzdurów.
7024:  O nie, znam te drzwi Przerawki.
7026:  Sandomierz, to mnie nie cieszy.
7028:  Zrozumiałem sobie plan siedemdziesięcznego quest'a z krzyżowaniem, wszystkie quest'y zrobiłem.
7040:  Te drzwi muszę otworzyć dźwignią?
7045:  Myśmy tu nie mieli żadnej dźwigni.
7049:  Depukow, bo warte w ogóle obejrzenia?
7051:  Można zobaczyć, ale ostrzegam, że to są Power Rangers na Tatooine.
7059:  Och, tak!
7061:  Zdążamy.
7064:  Czy to potężny wróg?
7065:  No, rzeczywiście, że tak.
7070:  A wiecie, potężny wróg potężnym wrogiem.
7072:  Problem polega na tym, że nam się mana powoli kończy.
7078:  O nie, to jest to!
7085:  O, głupi ma zawsze szczęście.
7091:  Ale się udało!
7092:  Aaaah!
7096:  Remake Kotora?
7096:  Oj, bardzo czekam.
7099:  Munika pozdrawia z NadSerniczka.
7101:  Oj, jak wspaniale!
7101:  Pozdrowienia serdeczne i smacznego!
7103:  Mam nadzieję, że bez rodzynek.
7107:  Andrzej pisze, że oglądał ostatnio Fantastycznych Zwierzęta i powiem, że pomimo niedociągnięć dotyczących pół rogu, podobały, zwłaszcza ta bardziej zawiasowana magia mi pasowała.
7114:  Ja chyba jestem za bardzo zanurzony w lore Potterowskim, żeby czerpać przyjemność z tego filmu.
7124:  Mam wrażenie, że to może być problem.
7129:  No nieee!
7135:  Dobra.
7141:  To może się bardzo źle skończyć.
7143:  Ooo nieee!
7155:  Gdzie jest najbliższe światło?
7162:  Nie no, tu... Przepraszam, co?
7164:  Nie ma mnie.
7181:  Nie ma mnie.
7183:  Nie ma mnie.
7184:  Dobra, czekaj.
7187:  Światło.
7187:  Musimy znaleźć światło.
7191:  Ale czy to światło się liczy też?
7193:  Bo to jest chyba zamk... Zanim coś jeszcze jest.
7201:  Hmm.
7217:  Okej.
7234:  I?
7238:  Okej, to nie atakuje go!
7241:  To go nie atakuje!
7244:  Kłamstwo!
7247:  Ochydne kłamstwo i potwarz!
7260:  Ej, ale stop, moment!
7262:  Czemu?
7264:  Czemu oni nie walczą ze sobą?
7266:  O Boże, o Boże, o Boże, o Boże, o Boże!
7269:  Przecież tego się nie da!
7281:  Dobra, serio, nie mam zielonego pojęcia... W jaki sposób mam to... W jaki sposób mam sprawić, że oni się... Co?
7301:  Co?
7302:  Ale to jest bez sensu.
7303:  Nie atakowałem go po to, żeby... To jest bez sensu.
7313:  Ale tam nie było światła!
7316:  Tam nie było światła żadnego, nie można było zaprowadzić go do światła.
7328:  Pytamy, żabcie na czatach.
7329:  Hmm.
7339:  Dobra, czy mamy tutaj jakiś skrót odblokowany?
7341:  To jest pytanie.
7343:  No, wkurza mnie, że postać, którą zabijamy dwoma ciachnięciami nagle.
7349:  A na dół, no to świetnie.
7351:  Dobrze wiedzieć!
7353:  Trochę późno.
7356:  O Jezus, jak tam przejść teraz?
7363:  Nie jestem zadowolony, nie ukrywam.
7367:  Jestem nawet bardzo niezadowolony.
7370:  No, olewamy ich wszytko.
7372:  Polewamy ich wszystkich.
7376:  Jeżeli chcą przejść, to proszę uprzejmie.
7387:  Okej, to chyba tędy było.
7395:  Ojej, naprawdę?
7396:  Naprawdę drugi raz?
7414:  Ok, bardzo mnie denerwuje konieczność walki z... ...beznadziejnymi przeciwnikami po raz kolejny.
7420:  No ale co zrobić?
7421:  Ok.
7427:  Teraz tak, gdzie to było?
7431:  Daje mi się, że to było na samym końcu.
7441:  Ich zignorujemy na razie.
7446:  Zdecydowanie ich zignorujemy.
7449:  Okej, nie będziemy ich ignorować.
7460:  Liczę na to, że sami wpadną pod ostrza.
7465:  A, wait, teraz ten...
7470:  Tylko ja mam tak, że jak przeciwnik tak szybko biegnie, dostaję palpitację.
7474:  Nie, ja też pesto.
7476:  Dzięki Tomaszu za trybut.
7477:  Disney zamknął oczy na cały wspaniały świat stworzony przez autorów, fanów książek i podręczników do RPG Star Wars.
7482:  Expanded Universe was so much better.
7484:  Dzięki za trybut.
7485:  Absolutnie mam podobne wrażenie.
7487:  Uwielbiałem rozwiązania, które były w Expanded Universe.
7495:  Okej.
7499:  Na wszelki wypadek musimy...
7513:  No i?
7513:  Poszło.
7516:  Elexa nie próbowałem, bo nie mam GPU do nowych gierek.
7518:  Oj, Logan, to nie, nie, nie warto.
7521:  Elex jest strasznie zły.
7523:  Po mniej więcej 30 minutach Elexa 2 przestałem grać.
7531:  Dobra.
7532:  Czyli mówicie, że trzeba go sprowadzić do światła na dół.
7536:  Już wiem gdzie.
7537:  Już wiem gdzie.
7538:  Dobra.
7541:  Tak jest.
7541:  Teraz zemsta.
7544:  Ale wpierw runy.
7558:  Ui!
7560:  Aaa, mieliście rację!
7564:  Szkoda tylko, że tutaj nie ma tego, czego szukam!
7570:  Dzięki, Kubasiak, za trybut i witamy Kashi na kolejnym poziomie wsparcia!
7580:  Co tu się dzieje?
7580:  Co tu się dzieje?
7585:  Tutaj!
7586:  Światło!
7589:  Chodź ty!
7590:  Co?!
7596:  Aha, świetnie, że to działa.
7605:  E no, w jaki sposób mam to zrobić?
7614:  W taki sposób.
7617:  Dziń, dziń, dziń!
7626:  Tak!
7632:  Udało się.
7633:  Kubasiak, jeszcze raz dzięki za trybut.
7636:  O, tak.
7638:  O, tak!
7638:  Głupi wróg!
7639:  Zgadzam się!
7642:  Była taka scena w... Co to było?
7646:  Któraś z musierowiczów to ja czytałem kiedyś.
7650:  I mi się bardzo nudziło.
7653:  Piniątz nie umie pygłać!
7654:  Głupi piniątz po tonie!
7659:  Głupi wróg!
7664:  Dobrze.
7666:  Drzwi do bossa się otworzyły?
7674:  Teraz może nas... teraz, teraz nas coś ciachnie.
7677:  A nie chybi.
7688:  Dobra, mamy mało miksturek.
7692:  Ale oby tutaj, oby, oby, oby, oby była Marika.
7697:  Jutro będzie stream?
7698:  Tak, masz mówić, będzie.
7705:  Krzysztof nie jest sympatykiem gladiatorów?
7708:  Z wyjątkiem jednego.
7711:  Maksimus!
7718:  Czy ktoś na czatach zna wszystkie imiona Maksimusa?
7722:  Ja się pytam.
7725:  Przygotujmy się do tego.
7726:  Myślę, że... Co my możemy przywołać tutaj?
7729:  Nie przywołujmy nic, będzie zabawniej.
7733:  Maksimus Jamnikus, o tak.
7762:  Jak na tak trudny dungeon?
7772:  Dlaczego Kristoff jest rycerzem?!
7779:  Dlaczego Kristoff jest...
7780:  Dlaczego? !
7783:  Chociaż jeden raz!
7787:  Dzięki Jamnikowy Piechurze za wsparcie od 7 miesięcy.
7789:  Czy dziś Discord?
7791:  Nie ma w planach.
7793:  To czego Christoph?
7797:  Ale jutro, kto wie?
7800:  Zbliża się chaos.
7801:  Chaos, chaos!
7802:  Przecież tam opis to się dowiem.
7806:  Dobrze.
7807:  My name is Maximus Decimus Meridius, commander of the armies of the General of the Felix Legion, loyal servant to a true emperor, Marcus Aurelius.
7814:  O, jaka to jest scena!
7817:  Wspaniala scena.
7819:  Dobrze.
7820:  Dobrze, ja muszę się dowiedzieć.
7822:  Muszę się dowiedzieć, dlaczego ten żenujący, żenujący piechór, jakiś popaprany Spartiata, jest Kristoffem.
7834:  Honorowy rycerz Leyendl.
7836:  Jak?
7837:  który był też żarliwym wyznawcą starożytnych smoków.
7839:  Jego umiejętności powalają wrogów gromami, ulubioną bronią smoków.
7843:  Po pierwszej obronie Leyendel, po zapojmaniu Godfreya, zszywańca, kimkolwiek on jest, Kristoffowi przyznano zaszczyt pochówku w korzeniach złotego drzewa.
7856:  Dobrze, czas.
7860:  Dobrze.
7863:  Dobrze.
7864:  Udajemy się.
7866:  Tutaj?
7867:  Czy to tutaj?
7896:  Yeah!
7896:  Dobra, tutaj.
7897:  Idźmy.
7904:  Krzysztofie, czemuż jesteś Krzysztofem?
7906:  O nie!
7907:  O nie!
7907:  To brzmi jak cytat!
7909:  To brzmi jak cytat!
7911:  Ale Shakespeare jest jeszcze jakoś do wytrzymania.
7914:  Gość przynajmniej pisał w ale... taką... taką legitną fantastykę.
7919:  Na przykład burza.
7921:  O!
7921:  Było dobre.
7923:  Kościół!
7924:  O nie...
7926:  O nie, miałem nadzieję, że tego dzisiaj uniknę.
7930:  Mogę pokazać całą mapę?
7931:  Tak, jak przestanie nas ścigać wróg, który jest kozą.
7938:  Oto, oto mapa.
7940:  Oto całość tejże.
7941:  Chyba.
7942:  Tutaj jeszcze mamy coś nieodkryte, z tego co widzę.
7946:  Ale tutaj wygląda wszystko na poodkrywane.
7948:  I chciałbym oznajmić, że ta mapa jest śliczna.
7952:  Co więcej, to nie jest całość mapy, bo tu są jeszcze podziemia.
7956:  Ale te podziemia nie są śliczne, ponieważ nie są od całości odkryte.
7965:  Czemu mam się pofleksować francuskim?
7966:  O!
7967:  A propos fleksu, przypomina mi się wypowiedź pontifexa kościoła katolickiego, który oznajmił dzisiaj, że trzeba zakończyć wojnę i nie ma co się fleksować.
7980:  użył nawet tego określenia, ale bardzo mi się podoba to podejście, że nie będziemy tam mówili, że Ross jest agresorem i zbrodnie ludobójstwa są po jej stronie, nie.
7989:  Papa i Franciszek jest jak ten, wiecie, jak taki dobry stryjaszek, który jak widzi, są dwa jamniki, tak, jeden a ten sobie spokojnie siedzi, nic nie robi, ale ten jamnik i on tak wchodzi i mówi
8004:  O, o, o!
8006:  Nie bijcie się, chłopcy!
8007:  Nie bijcie się!
8008:  A ten jamnik jest na zasadzie... Ale ja nic nie robiłem!
8011:  Nie bijcie się, chłopcy!
8012:  Pogódźcie się!
8013:  O, o, o!
8015:  Pogódźcie się!
8019:  Mmm!
8022:  Podajcie sobie rączki, dokładnie.
8025:  Mmm!
8025:  Mmm!
8029:  Nauczyciele byli w tym ekspertami, nie?
8031:  Jakiś ktoś tam okłada kogoś po głowie.
8034:  Chłopcy, nie bijcie się, chłopcy, pogódźcie się.
8041:  Tak, minus 20 punktów obaj, dokładnie.
