Niedomag Iamnix jest szczęśliwy | ELDEN RING Livestream #5
🔗 https://www.youtube.com/watch?v=b-IJ3UyPu6w

26:  Dziękuje.
7033:  Czy to jaskinia?
7035:  Nie jestem pierwszą osobą, która tego szuka.
7043:  Ewidentnie, ewidentnie ktoś jeszcze nie mógł znaleźć.
7048:  To mauzoleum się okropnie powala parkurem.
7050:  O nie, proszę nie.
7053:  Czaszunia.
7053:  To jaskinia.
7058:  Gdzie nie ma jazdki?
7059:  Może tutaj jest jazdki?
7066:  Nie ma.
7068:  Przeszukamy wszystko.
7077:  Proszę, jaki ten dzwon jest piękny.
7081:  Widziałem, jak jeden koleś wykorzystał upadek mauzoleum do zapisze dwóch wrogich graczy.
7085:  Naprawdę?
7085:  To nieźle.
7093:  Okej, to jest zbyt kuszące.
7114:  Jaskinia nie jaskinia, tu jest złote nasiono.
7117:  Którego nie umiem zebrać.
7121:  To nie jest złote nasiono.
7124:  Okej, pamiętałem co robiła ta mechanika.
7126:  Trzeba iść po śladach.
7139:  Wiecie co, nie będziemy niszczyć tego mauzoleum, zbyt pięknie bije ten dzwon.
7142:  Komu bije dzwon?
7143:  Jamnixowi na zgubę.
7149:  Boże jaki ten świat jest piękny.
7156:  Jestem pustelnikiem i szukam swojej księżniczki.
7164:  Tak, urwałem się z chuinki.
7171:  Jestem z innego świata.
7175:  Ciążyłem się do wlecze kiedyś do miejsca.
7180:  Oczywiście, że nie chcę robić żadnego parkouru.
7184:  Czy nie Magiamniks wygląda jak ktoś, kto jest zdolny do parkouru?
7187:  Umówmy się.
7199:  Może jest tak, że on nas doprowadzi do tej jaskini?
7206:  Jaskinia!
7212:  Jaskinia!
7214:  Tak!
7215:  Dobre!
7217:  Dobre!
7218:  Tutaj!
7219:  Dobrze!
7222:  Wspaniałe wiadomości są wspaniałe!
7225:  Czy jest tutaj łaska?
7226:  Uuu, nie ma.
7231:  Chwytny banan!
7232:  Nie domagaj, amnik, zapiszę spiral, mógłby pomagać w parkurze.
7236:  Eskort, questy w grę, a to swoją drogą.
7240:  Pozyskaliśmy pęknięty kryształ, to wspaniale.
7244:  Czy tutaj jest łaska?
7247:  Łaska jest!
7249:  Kryształowy tunel Railu Kari.
7264:  Nie żenosz, Edesek!
7276:  Surprise!
7277:  Uuu, słabe.
7279:  Świetnie.
7280:  Bardzo lubię słabych przeciwników.
7284:  Nie mam zielonego pojęcia, do czego służą te pęknięte kryształy, ale to zielonego.
7293:  Cóż za wspaniałe... Ojej, ja kojarzę ich.
7297:  Ja ich kojarzę.
7301:  Czy to nie są ci sami Tyczkownicy, którzy nam napytali biedy?
7313:  Okej.
7316:  Tajne przejście nie stoi na twojej drodze.
7321:  Nie wiem, co to za szkolowanie grania na klawiaturze.
7323:  Ja też uważam, że to jest kwestia przyzwyczajenia.
7325:  Jeżeli ktoś gra i na tym, i na tym, tak to ujmę, to na pewno w Source Like'i warto grać na padzie.
7331:  Jeżeli ktoś gra tylko na klawiaturze, to próba grania na padzie będzie dokładnie tak samo udana, jak próba grania na macie do tańczenia.
7341:  Albo na ukulele.
7344:  Oczywiście, że tutaj byłem.
7355:  Przyjdzie kiedyś dzień, kiedy nauczę się nawigować po jaskiniach.
7359:  But it is not this day.
7367:  Nie.
7370:  Będziemy ich eliminować magią.
7373:  I zbierać pęknięte kryształy w wielkiej liczbie.
7376:  Jesteś gotowy?
7376:  Przed tobą skakanie.
7377:  To jest kłamstwo i oszukaństwo.
7383:  Nothing to see here.
7402:  Są najbardziej memiczne śmierci.
7408:  Nie byłem gotowy.
7410:  Nie byłem gotowy.
7412:  Ja nigdy nie jestem gotowy na śmierć.
7421:  Leave us alone!
7424:  Leave us alone!
7448:  Stoczyłem się.
7450:  A jednak skakanko.
7451:  Mówiłem wam, że na pewno nas oszukują, że stąd nie można zeskoczyć.
7455:  To tylko potwierdziło moje obawy.
7478:  Chodzenie po rampach jest trudne.
7482:  Jest bardzo trudne.
7483:  Jeżeli te pęknięte kryształy są czegokolwiek warte, podejrzewam, że będziemy mieć ich dużo.
7507:  Kto robi takie małe schodki?
7512:  Kto robi takie małe schodki, ja się pytam?
7515:  O, pęknięty kryształ.
7523:  Mechanizm nie porusza się.
7530:  Tak, ewidentnie.
7533:  Wszedłem na stream, pierwsze co widzę to F dla Krzysztofa.
7536:  F ściśle mówiąc dla grawitacji.
7537:  Grawitacja jest znacznie gorszym bossem niż jakikolwiek boss.
7545:  Mam niejasne poczucie, że to jest bardzo zły pomysł.
7555:  Nie patrz tu, nie patrz tu, NIE PATRZĘ W TUM!
7567:  O nie.
7579:  Nie wiem, co teraz zrobić.
7580:  Nie mam zielonego pojęcia, co teraz zrobić.
7582:  A!
7582:  Ha!
7583:  Ha!
7584:  Ha!
7584:  Ha!
7604:  O tak!
7605:  Jezus Maria!
7607:  Nie!
7611:  Bieganie!
7612:  Niech będzie chwała!
7614:  Tak!
7616:  Nie mógłbym się bardziej zgodzić.
7620:  Bieganie!
7621:  O, bieganie!
7633:  Pokonano wielkiego wroga, tak.
7640:  Dobrze.
7647:  Zwycięstwo!
7652:  Kolejne obezwładniające zwycięstwo.
7660:  Nowy kostur.
7670:  Już idzie taki dzień, kiedy będę wiedział, gdzie one są.
7672:  Kostór Grabarza.
7673:  Mam wrażenie, że to jest ten sam kostór, co bez przerwy nam wypada, ale chyba go nie czytaliśmy i tak.
7678:  Kostór czarodzieja górnika wydobywającego błyskamień w kryształowych tunelach.
7681:  Sam kostór jest narzędziem używanym w górnictwie.
7683:  Jego okucie ozdobiono błyskamieniem.
7686:  Wzmacnia moc czaru kamiennego kopacza, czy tego szalonego wiertła, którego nie używamy.
7696:  Ręce mi się spodziły, pisze Rudy.
7698:  A co, dopiero ja mam rzec!
7700:  W ogóle, moi kochani, widzę, że w naszej skarbonie 5362 wielkie nieba.
7706:  Było mniej, jak zasiadałem.
7709:  Wspaniałe wiadomości są wspaniałe.
7710:  Okej.
7716:  Dwóch przeciwników.
7718:  Szansą na więcej zabitych.
7730:  Spektakularnie się to nie udało.
7736:  Popatrzcie, jaka wredna przepaść, której uniknąłem.
7746:  Witamy arcykolega.
7747:  Co tu się działo?
7748:  Dwóch bossów padło.
7749:  Mini bossów, ściślej mówiąc.
7751:  Krzysztof ma na klawiaturze taki odsysacz potu, jak u dentysty.
7755:  Odsysacz potu.
7757:  Co to jest?
7760:  I wymyśliłbym tego.
7765:  Jak śmiesz, jak śmiesz!
7768:  Jak śmiesz!
7769:  Ja mogę używać tych zaklęć.
7773:  Na brotę Merlina.
7774:  Czy będzie jakaś pogadanka o Elden Ligu na bez schematu?
7782:  Ja bardzo chętnie, ale musimy znaleźć osoby do tej pogawędki, pierwej.
7789:  To jest ciekawe, że zakręcie działało, jak mag już zginął.
7794:  Też tak chciałbym.
7801:  Kamień Kowalski.
7805:  Oczywiście, że Krzysztof z podstawowym pociskiem ciśnie oskarze.
7807:  Wspaniały jest ten podstawowy pocisk, ja go bardzo lubię.
7811:  Ale mamy już więcej zakręć.
7812:  Mamy, mamy.
7815:  Przydają się bardziej w walce z bossami, natomiast tutaj nie opłaca się używać nic innego na tych śmiesznych przeciwników.
7822:  Dobrze, teraz tak.
7823:  Zobaczmy, czy tutaj możemy przejść.
7826:  Coś mi się wydaje, że... Tak.
7831:  Tak.
7834:  Przed tobą tunel.
7840:  Niemiłe.
7846:  Dobra, myśmy schodzili stamtąd, ale tu jeszcze można... Nie, wszystko mamy zaeksplorowane.
7852:  Dobra, dobra, to tędy.
7860:  Dentyści mają od sacześliny, to prawda, one są zawsze dla mnie bardzo traumatyzujące.
7864:  Czy widzieliście tamten tunel, czy to już jest moja wyobraźnia, której płata figlę?
7868:  Ponieważ coś tak czuję, że tam się można wkopyrtnąć w to miejsce.
7878:  Udało się.
7882:  Aaa, tak.
7887:  Tu przyda się...
7912:  O bogowie!
7913:  O niebiosa!
7932:  Myśmy czasem tutaj nie byli.
7934:  To jest jakaś gigantyczna kopalnia, my stąd nigdy nie wyjdziemy.
7950:  Good.
7955:  Dobra, wróćmy tutaj.
7959:  To są, to są zabawni przeciwnicy.
7963:  Wiecie, co nam się tutaj przyda?
7964:  Zaklęcie, którego nie używałem na początku!
7971:  Batuuuum!
7974:  Który to jest streamist z tej kopalni?
7995:  Pierwszy!
7996:  Ale one są dość podobne, no.
8000:  Musi, żeby tam przejść.
8004:  O nie.
8007:  Nie mam lęku wysokości.
8009:  Nie mam lęku wysokości.
8011:  Nie mam lęku wysokości.
8013:  Nie pogruchoczę tam.
8014:  Nie pogruchoczę i nie pogruchoczę kości.
8016:  Tak.
8017:  I nie pogruchoczę kości.
8021:  Zestroje akcentowe są trudne.
8024:  Nie chciałem absolutnie tego zrobić.
8028:  Czy to był punkt kontrolny?
8030:  Co?!
8030:  Okej.
8040:  W postej lokacji jest odporny na magię?
8043:  Nieee!
8051:  Kompletnie nie wiem, co tu się dzieje.
8054:  Czy to nie był czasem skrót jakiś?
8058:  No, absolutnie nie.
8061:  Dobra, wracam tam.
8066:  Krzysztof, a teraz powtarzaj.
8068:  Uwielbiam Olgę, to k... Uwielbiam Olgę, to k... Uwielbiam Olgę, to k... A TAK NAPRAWDĘ TO NIE!
8081:  Magia grawitacji powinna go ubić, to dobrze.
8083:  Bardzo dobrze, bo mamy tą... Mamy nią!
8086:  Mamy, mamy, mamy, mamy, mamy, mamy, to bardzo dobrze.
8090:  Dobrze, ale po kolei.
8092:  Co tutaj jest?
8095:  Tu tak jaśniało.
8098:  Nic nie jaśniało!
8099:  To straszne miejsce!
8106:  Zaraz, zaraz, zaraz, zaraz, zaraz, zaraz, zaraz, zaraz, zaraz, zaraz, zaraz, zaraz, zaraz, zaraz, zaraz.
8113:  Marionetkowi żołnierze są bardzo niebezpieczni.
8124:  Zwłaszcza jak szyją z łuku.
8127:  Wtedy są najbardziej niebezpieczni.
8133:  Świetnie, będziemy mogli bardzo ulepszać wszystko.
8136:  Teraz napisz to 100 razy wrzeszycie.
8137:  Czy ta kara jest wciąż egzekwowana?
8140:  Napisz 100 razy.
8143:  Wtedy lepiej zapamiętasz.
8144:  Ciach, ciach, ciach.
8153:  To dobrze.
8154:  Przynajmniej tyle.
8155:  Ha, Karol pisze, że jest dalej.
8157:  Świetnie!
8172:  O ty!
8173:  O ty!
8174:  O ty!
8178:  Nie zauważyłem go.
8181:  Jakie wredne!
8183:  Witamy, Krzysztof!
8188:  Japończycy w obozach na Amerykanach głodowodni, że przepisywanie rzeczy pierze mózgi.
8193:  No.
8194:  Czyli nauczyciele starej daty jeszcze to stosują.
8197:  Dramat.
8198:  Nauczyciele starej daty też tęskno mówią o... karach cielesnych.
8202:  To jest coś, co się dowiedziałem dzisiaj z komentarza, chociaż bardzo nie chciałem.
8208:  Muszę powiedzieć, że fetysz górnictwa i chodnictwa jest tutaj duży, nawet jak na moją tolerancję.
8221:  Niech tamtego chce.
8228:  Aaaa, pięknie.
8239:  Jakiboc mi przypadł nam bardziej do gustu.
8242:  Bibliotekarka w dziekanacie.
8244:  Czyli prawdopodobnie matka Renni.
8248:  W drugiej kolejności Radan.
8250:  Mów wspaniały. ...
8267:  czaty oczekujące, że Krzysztof poda imiona bossów.
8269:  Także Krzysztof, dziekanat bibliotekarki.
8272:  Michowi zgarnął o pierdolę za napisanie w pracy na olimpiadę o wypraszaniu ucznia z klasy za to, że nauczyciel tak naprawdę tego zrobić nie może, po czym ta sama nauczycielka mówiła o wypraszaniu.
8284:  To mnie fascynuje też, że zawsze wolno napisać tylko to,
8290:  To jest, że tak to ujmę, politycznie poprawne.
8301:  Czemu tutaj nie ma ukrytego przejścia?
8303:  Krzysztof chciałby.
8330:  Dobra, nie do magii Amnix, myślę, że wyeksplorował tutaj już większość rzeczy.
8335:  Chyba.
8337:  Jeszcze kamień kowalski.
8339:  Możemy ruszać naprzód.
8343:  Ale oczywiście wiecie, że znajdą się tacy, którzy będą twierdzić, że przepisywanie w zeszycie 100 razy dużo daje, ponieważ dzięki temu można ćwiczyć kaligrafię, a to jest bardzo dobre, ponieważ było to robione dawniej.
8354:  Więc ewidentnie jest to słuszne i skuteczne.
8363:  Uwielbiam tę logikę.
8365:  Dawniej działało, to będzie działało teraz.
8370:  Krążenie, spróbuj tego, a potem trafienie krytyczne, spróbuj tego.
8376:  Bosidło.
8379:  Czy nam zbrzydło już bosidło?
8381:  O nie.
8382:  Krzysztof zabił smoka, wkładając mu palec w oko.
8387:  Witaj Moniko.
8388:  Kiedy zmieniliśmy wdzianko?
8389:  Na ostatnim streamie.
8391:  Dzięki temu nasz Mac jest równocześnie predestynowany do wygłaszania tezy.
8398:  Jaki jest sens banana?
8404:  Bananana.
8407:  Potrzebujemy chyba coś przywołać, wiecie co?
8409:  Na wszelki wypadek, o tak.
8415:  Krysztalnik.
8433:  A co tu się dzieje?
8434:  Bo jestem znowu już w jakimś gruzowisku.
8438:  Dobrze, rycerzu!
8440:  Działaj!
8441:  Tak!
8443:  Magia grawitacji potężna na kryształniki!
8447:  Świetnie!
8449:  Tak!
8455:  Red Angel ma rację, swoją drogą.
8456:  Kaligrafia obecnie służy do czegoś innego.
8458:  Nie każdy to zauważa.
8459:  Ja bardzo, jak króla pracowałem, potrafię też pisać ozdobne literki.
8462:  Sztuka kaligraficzna dla mnie stała się takim rzemiosłem już, nie?
8466:  Że jeżeli chcemy, żeby ktoś coś wykaligrafował, to po prostu to komuś zlecamy.
8473:  Słaby wróg.
8477:  Nie zgadzam się, że to był słaby wróg.
8479:  Po prostu my jesteśmy potężni.
8485:  Tak!
8487:  Dobrze.
8501:  Bije dzwon na trwogę?
8502:  Bije dalej dzwon na trwogę.
8506:  Okej, zobaczymy co to ten parkour, o którym mówicie.
8523:  Czemu jest tak, że tutaj nie ma tych białych rzeczy?
8533:  Zwykle było tak, że tu były takie białe rzeczy, na które można było... Okej, już widzę na czym polega problem.
8544:  Trzeba poczekać aż mauzoleum podejdzie do ściany.
8548:  W życiu.
8551:  Chyba, że to tutaj, ta ściana.
8562:  Trzeba zabić jego obrońców.
8566:  Okej, już widzę obrońców.
8572:  Spróbujmy to zrobić najbardziej ekonomicznie.
8579:  Spektakularnie się to nie udało.
8583:  Okej.
8584:  Dobra, niech wszyscy nas zaatakują.
8588:  Sporo ich tutaj.
8591:  Zobaczcie, zobaczcie, jesteśmy bardzo groźni, zaatakujcie nas.
8598:  Nie spodziewałem się, że będą mieć.
8599:  Okej, oni są dość... Co, co, co, co, co, stop, przestań mi się!
8617:  O nie, to jest znowu...
8620:  To jest ten boss, którego bossem jest kamera.
8624:  Niedobrze.
8627:  Okej, okej, okej, okej, okej.
8629:  Hmm.
8652:  Nie widzę tego.
8655:  Może nam nie wystarczy, mamy.
8664:  Mauzeleum samo sobie idzie?
8665:  Aaa!
8672:  No faktycznie, zaczyna podchodzić tam.
8678:  Teraz tak.
8682:  Okej.
8683:  Pan jest następujący.
8692:  Jezus Maria, i mam to zrobić czym?
8695:  Bakonno.
8696:  O Jezus Maria.
8701:  Już to widzę, jak to się uda.
8703:  To się na pewno nie uda.
8712:  Łajna, nie mogę się bardziej zgodzić.
8727:  To bardzo długo potrwa.
8731:  Bardzo długo potrwa.
8738:  Cóż, jak ja nie znoszę parkouru.
8746:  Chyba w tę stronę.
8751:  Tak, nie ma sensu czekać, aż podejdzie.
8754:  Raczej poczekam już, jak będę na platformie.
8759:  4-0 jest grawitacja, niestety obawiam się.
8762:  Dzisiaj grawitacja mnie wyjątkowo nienawidzi.
8768:  Uiii!
8779:  Ja po prostu nie znoszę takich sytuacji, kiedy ja nie mam gdzie się wybić i jak.
8785:  Po prostu może podejdziemy tędy.
8788:  Będzie trochę łatwiej.
8794:  O tak.
8794:  Jezus, jak to... Dobrze.
8812:  Dobra, i teraz pytanie.
8817:  Teraz pytanie.
8820:  Czy schodzimy jeszcze dalej, czy czekamy tutaj?
8823:  Ach, pies.
8827:  Na tym poziomie może być za nisko.
8829:  Uuu, niedobrze.
8834:  No to w razie czego możemy stąd zejść.
8839:  Chyba będzie idealnie.
8840:  Zobaczymy.
8842:  Łukiem do mauzoleum?
8843:  Tak, bo mam łuk!
8856:  Aaa!
8863:  Już widzę.
8868:  Już widzę.
8870:  Już widzę.
8878:  Chyba, że ja nie mam celownika.
8879:  Do tego niżej.
8889:  Dobra, wyżej.
8896:  Okej, to nic nie działa.
8898:  W dzwon strzelać, co?
8900:  Właśnie, tych narośli już się nie niszczy przy tym.
8905:  Tak to wygląda.
8920:  Dobra, oficjalnie bez celownika się nie da.
8930:  Spokojnie, on do nas dotrze.
8933:  Tak, tak, widzę ten narazie na ścianach budynku.
8934:  Myślałem, że dostrzelę się z łuku, ale nie.
8941:  Jak... Pytanie, jak blisko dociera to mauzoleum, nie?
8945:  To jest pytanie.
8956:  No musi dotrzeć bardzo blisko, żebym miał w stanie wyskoczyć.
8970:  Słoneczne uczciwie dinozaury kreda.
9001:  Sposób numer dwa.
9007:  Ja, ja nie umiem oceniać odległości.
9010:  Poza tym myślałem, że on już zaczyna zawracać.
9019:  Mam pewien pomysł.
9021:  Tamte cztery tysiące dusz to, czy dziesięć tysięcy, nie no, dziesięć tysięcy dusz.
9024:  O Boże.
9038:  Okej, to się da zrobić.
9041:  To się da zrobić.
9052:  To się da zrobić, ale będzie ciut bliżej.
9057:  Swoją drogą, gdzie są nasze dusze?
9059:  To jest pytanie.
9068:  On na nas bez przerwy strzelają, to jest niesprawiedliwe.
9078:  Okej.
9079:  Prawie!
9082:  Za następnym razem.
9083:  Wiesz, jakie to jest miłe.
9086:  Krzysztof wymyślił sposób, w jaki sposób nie zginąć... Krzysztof wymyślił sposób, jak nie ginąć od grawitacji.
9091:  Zobacz zdjęcia, zobacz ujęcia.
9098:  Prawie!
9100:  Nie dojdę!
9104:  Uwielbiam ten dzwon.
9109:  Tak!
9112:  Tak!
9114:  Tak!
9120:  Tak!
9122:  Tak!
9126:  Zniszczyć narośle!
9135:  Dobra.
9140:  Za pierwszym razem!
9143:  Narośle zniszczone.
9144:  Szybkie!
9145:  Gdzie są nasze dusze? !
9165:  Dlaczego nas tak wystrzeliło?
9171:  Ciekaw jestem, co to mauzoleum robi.
9178:  Ja z parkour poduszę, dokładnie.
9184:  Okej, ono duplikuje wizerunki.
9190:  Nie wiem, czy to mogę zrobić.
9191:  Boję się na razie tego zrobić.
9194:  Oznaczmy sobie to mauzoleum, że ono jest tu.
9199:  R mauzoleum.
9203:  Można potężne dusze duplikować, ale jak to jest z tym duplikowaniem dusz, bo tego nigdy nie robiłem?
9208:  Można zrobić to raz czy dwa?
9211:  Bo ja z takimi rzeczami to ja wolę poczekać do końca gry.
9216:  Okej, teraz tak.
9221:  Raz na mauzoleum, czekam do końca gry z tym.
9224:  Absolutnie, nie ma co.
9235:  Teraz tak, bardzo precyzyjnie, z niezwykłą uwagą czynimy parkour.
9247:  Koni jest absolutnie niegodny zaufania w tym, w tym wymiarze.
9260:  Boże, jaki on się tak szaleńczo porusza, że to się w głowie nie mieści.
9269:  No i właśnie, teraz tak, co ja mam... Już wiem, co mam zrobić.
9286:  To już w sumie nie ma po co duplikować, bo oba itemy niekoniecznie przydają się do buildu.
9292:  Skadi pisze, że nie opłaca się duplikować tych wizerunków, poczekaj aż trafisz na coś lepszego.
9296:  Taki był właśnie plan.
9297:  Drugi plan jest taki, że chytrze teleportujemy się w jakieś miejsce, które nam tak nie zagraża jak to, w którym się aktualnie znajdujemy.
9305:  Dobra.
9306:  Czyli tak, uważam, że jeziorko zostało prawie wyeksplorowane, wyjąwszy tutaj bossa, który się pojawia podobno wśród tych wysepek.
9313:  Więc przeteleportujemy się do akademickiej bramy miasta i tam.
9317:  Metr od śmierci byłem.
9318:  Wiem, Cytrus, wiem!
9321:  Czy to ptak, czy to samolot?
9322:  Nie, to Jamnix Malaria i jej piękne pęciny.
9325:  To pies.
9326:  Wszystko w tym świecie jest psem.
9329:  To jest jeden z powodów, dla którego ja tak go kocham.
9332:  Wiecie co?
9333:  Skoro mamy 10 tysięcy,
9344:  Bardzo zły to był pomysł.
9348:  Ale co tam?
9355:  Przynajmniej teraz będzie co tracić.
9360:  Okej.
9361:  I ruszamy.
9364:  Cały czas jest bardzo dużo znaczników.
9366:  Na przykład tu bym nie chciał... A, bo tu jest znacznik do naszego żółwia, okej.
9370:  Czyli idziemy tam, gdzie jest jedynka.
9375:  Tutaj krewetki, zwane także homarami, również są psami.
9378:  Wszystkie są psami.
9384:  My kostur Renali cały czas używamy, jeśli mnie pamięć nie myli.
9387:  O, Renala się nazywała!
9389:  Rianni Renala, no come on!
9391:  Kto to wymyśla?
9395:  Można wrócić do pogromna i kontynuować quest z Rani.
9400:  Tak powiadają.
9401:  Co to było?
9404:  Do I hear boss music?
9409:  Nie mam tylko pojęcia, gdzie jest Rani w pogrodniu.
9422:  Okej.
9423:  Czy to nie jest tak, że tutaj też musimy poczekać do zmroku?
9425:  Chyba tak.
9428:  Dobra, może się tutaj uda znaleźć jakąś łaskę.
9430:  To jest dziwne, że tutaj nie ma żadnej łaski.
9431:  Musi być jakaś łaska.
9436:  Kostur Renali wymaga 70 inteligencji.
9441:  Tu nie byłem.
9448:  Dziwnym dramem wszystkie imiona są na G, R lub M. Zbierze z inicjałami pewnego pisarza.
9453:  O rany, serio?
9460:  A.
9464:  Absolutnie nie chciałem tutaj trafić.
9468:  Dobra, jeszcze raz.
9473:  Możemy tak twierdzę stołu odwiedzić, zobaczyć czy upgrade kostura duszka można zrobić.
9479:  Nie jest zły pomysł w sumie.
9482:  To nie jest zły pomysł.
9483:  Możemy to zrobić w ten sposób, zużyjemy dusze i nie będziemy się pałępać z taką ich potworną liczbą.
9493:  Po zabiciu Radana teraz meteoryt wybił dziurę w ziemi i można wejść do Nokronu od góry.
9498:  Tam jeszcze nie byliśmy.
9501:  Tam jeszcze nie byliśmy.
9505:  Okej, czy ktoś chce z nami rozmawiać?
9506:  O nie.
9523:  To jest obraz heresyjnego.
9525:  Jego incantacje nie mają żadnej linijki z drzewa ziemi.
9527:  Bardzo dobrze.
9528:  Chciałbym, aby Złota Ordeń...
9550:  Ci, którzy żyją w śmierci, i tak dalej.
9553:  Cóż, cóż... Kolejny żołnierz, który nie usłyszy rady, ale ma przysięg na mleko w śmierci.
9561:  Hmm...
9568:  Jak byś chciał osiągnąć siłę zwierząt?
9570:  Jeśli jesteś wdzięczny, żeby osiągnąć więcej tych, którzy mieszkają w śmierci i odwiedzać ich śmierć, to zaprezentuję cię do Garanqa, zwierzątowi klergii zwierząt.
9581:  Mam sprawę własną, żebym przyjechał do niego.
9583:  Zwierząt sam chce, żeby ktoś mógł zabrać mi miejsce.
9586:  Co ty mówisz?
9586:  Bardzo dobrze.
9587:  Pokaż mi twoją mapę.
9598:  Zobaczmy dla Ciebie lokację.
9600:  Zaznaczonego połowu.
9601:  Wydaje się, że prowadzi Cię do Garanku, żołnierza z Kościołem.
9605:  Co to jest?
9605:  Mapa indyka prowadzi Cię do Garanku.
9633:  Mhm.
9638:  Witam, czy jesteś tu... Muszę ci o czymś oczekować.
9642:  Niedługo temu ktoś zaczął lecieć w piłce na przeciwnej stronie piłki.
9647:  I mogę słyszeć, od wszystkiego do tamtej strony, krzyki i krzyki duchów w strachu krzyków.
9654:  Mogę nawet słyszeć przepustowy, powstrzymywany malusin sam.
9661:  Mnóstwo duchów w nieprzeciwnej kokofonii.
9665:  Nie mogę nawet sobie wyobrazić...
9668:  Ok, jestem zaniepokojony.
9669:  Po przeciwnej stronie okoła stołu.
9672:  Dobrze, dobrze, dobrze, już, dobrze.
9674:  Dostrojenie duchów.
9675:  Nie możemy!
9697:  Nawet jamników nie jesteśmy w stanie ulepszyć.
9705:  Co?
9713:  W końcu Krzysztof pozna kogoś, kogo chce poznać.
9715:  Chaty są tajemnicze.
9717:  Wzmocnij oręż.
9731:  Błyskamienny miecz.
9744:  Miecz ulepszony, oto.
9748:  Kostrua nie możemy ulepszać, z tego co wiem.
9753:  Tak.
9754:  Tylko pół ludzkiej królowej, czyli bez sensu.
9760:  Malekith ulepsza miecz i kostur?
9763:  Nie wiem, gdzie on jest.
9766:  Tu jest przytulająca pani.
9772:  Bananowa miłość.
9779:  Kostur z Renali jest w ekipunku, ale nie mamy 70 inteligencji jeszcze z Kadii.
9788:  Jesteś tak... bardzo ciepła.
9798:  Moja kochana, mogłabym cię o coś zapytać?
9801:  Czy możesz znaleźć właściciel tego łazienka i wrzucić go do nich?
9809:  Ha!
9810:  Opłacało się!
9812:  Okej.
9839:  Nie, kapelusz Niedomaga Jamniksa obejmuje Piękną Panią, tak samo jak Piękna Pani obejmuje nas.
9848:  Co natomiast nie jest piękne, to to lustro.
9855:  Eee... Co?
9862:  Gdzie jest ten strut, który dostaliśmy?
9864:  Żeby to szybko znaleźć, może w ten sposób.
9870:  Ok, nie jestem w stanie znaleźć sztyletu.
9883:  Jest sztylet.
9885:  Ze złotej stali to był ten?
9886:  Chyba tak.
9890:  Sztylet ze złotej stali z motywem trawy wygrawerowanym na ostrzu.
9893:  W czasach pokoju, arystokracja złotego drzewa używała tej broni do samoobrony.
9900:  To item, nie broń.
9904:  A. Oczywiście, że źle sprawdzałem.
9906:  Czemu mnie to kompletnie nie dziwi?
9911:  Nie tu, nie tu.
9912:  Tu też nie.
9918:  Jeszcze raz.
9922:  Nie widzę go i tak.
9925:  Ja nie nauczę się odnajdywać tutaj itemów.
9927:  Nigdy tego się nie nauczę zrobić.
9935:  Co to jest?
9936:  Mapowa indykacja powoduje, że... Cóż... Co tu mamy?
9940:  Jak ty otrzymałeś rękę na tą dagę?
9948:  Cóż, to nie ma znaczenia.
9950:  Wiem bardzo dobrze, jaką dagę to jest.
9954:  Dlaczego nie wrócę jej dla ciebie?
9956:  Dobra robota, że przywieźłeś to do mnie.
9962:  Potrzebowałeś czegoś?
9972:  Okej, jak ja widzę klucz, to ja widzę klucze do otwierania rzeczy.
9976:  Okej, dobra, mamy wszystko chyba, co chcemy, tak mi się wydaje, ale jeszcze mówiła ona, że po drugiej stronie okrągłego stołu się coś znajduje.
9985:  Co może się znajdować po drugiej stronie okrągłego stołu?
9989:  Nie, to było z tej strony.
9991:  Czyli druga strona okrągłego stołu jest tam albo tu.
10003:  Czy kiedyś czułeś krzywdę?
10006:  Z całym twoim istnieniem?
10007:  Księżniczkę na życiu samemu?
10009:  Błagany i zbawiony przez wszystkich?
10033:  Zdrowa błogosławieństwo.
10037:  Nie jestem.
10037:  Jesteś tylko księgiem.
10040:  Tak dziwne jak błogosławieństwo.
10043:  Niezrozumieństwo twojego własnego niezrozumienia.
10047:  Nie interesujesz się mną już.
10050:  Byłem długo bez spokoju.
10053:  Nie spalisz moją spokojność.
10060:  Poprosiłem cię, żebyś nie był tak szczęśliwy.
10062:  To wszystko, co utrzymuje twoją śmierć i niechalność.
10065:  Ufna focha.
10091:  Jestem przyzwyczajony do ludzi, którzy mają z niewiadomych względów focha.
10097:  Okej, tu byliśmy.
10100:  Kiedyś przyjdzie taki dzień, że ja nie będę tutaj błądził.
10102:  Kiedyś.
10112:  Nie!
10112:  Tędy.
10115:  Dobrze.
10117:  Chyba wszystko.
10120:  Okej, yyy... Jeszcze nie mam źrodnego pojęcia, co mieliśmy robić, ale już wiem, co mieliśmy robić.
10128:  Udać się w tym kierunku.
10129:  Po zmroku.
10139:  Przytnij brodę postaci w lustrze.
10141:  Nasza broda jest idealna.
10147:  Cholera.
10147:  To ja, Dialos.
10147:  Odpowiedz mi, chcesz?
10175:  Przestań mi przeszkadzać, jak rozmawiam o postaci, której losem się nie przejmuję.
10180:  Przecież nie wierzę.
10203:  Czemu?
10203:  On mi przeszkadza!
10207:  Żenujący przeciwnik!
10212:  No przecież strzeg się wykończy.
10214:  Zrobimy to.
10233:  Dobrze, nie mam zielonego pojęcia, o co tutaj chodzi.
