🔴 Baśń o dwóch Rannich, co ukradły księżyc — ELDEN RING: SHADOW OF THE ERDTREE Livestream #5
🔗 https://www.youtube.com/watch?v=K2IKluPDI78

144:  Dzięki za uwagę!
7778:  Zauważyłem też, że jak jestem w kuckach to nie roluję, no oczywista sprawa, nie?
7784:  Nie wiem gdzie jestem, gubię się w tym dungeonie po prostu, ja zaraz zginę znowu.
7790:  Ta, na 1000% zginę.
7799:  Dobra, jeszcze raz.
7803:  Więc tutaj był ten wróg, który nas o mało nie pokonał.
7807:  Tak, on dalej tutaj jest.
7809:  No to trudno, ja choćbym miał zużyć całą manę, muszę go wyeliminować.
7830:  Hmm...
7835:  Nic widziałem jemnika, niby nic dziwnego, w tym niemal miał amulet Krzysztofa na swojej szyi.
7838:  Co to znaczy amulet Krzysztofa?
7842:  Ja tu powinienem o czymś wiedzieć, nie?
7853:  Widzicie już, dlaczego z nim nie walczę?
7856:  Przecież to jest po prostu gąbka na pociski, no.
7863:  I w momencie, w którym DLC-ek nie pozwala mi na zwiększenie ładunków many, czego nie rozumiem totalnie, ale nie pozwala mi, no to co ja mogę zrobić?
7872:  Ja jestem totalnie nieodporny na ten hapek.
7876:  Nie mam na to za bardzo kontry żadnej.
7879:  Czyli teraz tak.
7881:  Czy tutaj było... Zaraz.
7888:  Gdzie ja mam iść?
7891:  To chyba tu było, nie?
7896:  Nie, nie tutaj.
7899:  Mam na plecach słaby punkt, jak walniesz to szybko się poddają.
7902:  Walnąłem wiele razy.
7905:  Nie, nie wiem jak.
7909:  Już się pogubiłem znowu.
7920:  Trzeci raz tędy przychodzę.
7929:  Fakt, że te dungeony wyglądają dokładnie tak samo naprawdę nie pomaga.
7933:  Są identyczne.
7935:  Każdy korytarz wygląda tak samo.
7939:  Wszystko jest identyczne.
7941:  I zapamiętuj tutaj potem to.
7946:  Współbój w tych innych słabych punktach użyć silnym atakiem miecza.
7950:  No wiecie, ale kapryśny Bóg decyduje, czy ja trafię, czy nie.
7953:  To nie jest tak, że ja mogę sobie namierzyć cokolwiek.
7957:  I co, i tutaj mam użyć tej dźwigni?
7962:  Chyba tak.
7971:  Dobra, teraz to widzę.
7971:  Ja myślałem, że to są po prostu drzwi, które by mnie zmiażdżyły.
7976:  Jezus, nigdy bym na to nie wpadł Naprawdę bym nigdy na to nie wpadł O Jezus Maria Naprawdę Wielki kuźwa miecz dostałem Czy gdziekolwiek będzie kostur
8013:  Ten dungeon to przeciętne przeżycia wykładowcy szukającego po uniwersyteckich katagumbach zabisków, czemu oceny nie mogą być.
8020:  Mają być cyfrowe, tak.
8022:  Tak.
8023:  O Jezu, cieszę się, że tu wróciliśmy.
8025:  Dobra, moi drodzy, więc teraz tak.
8027:  Tu jest coś, ale tego jeszcze nie eksplorujemy.
8029:  Idziemy w tę stronę, idziemy do tej katedry niebieskiej.
8033:  Może wreszcie znajdziemy jakiegoś bossa.
8040:  Nie, nie zamierzam z tobą walczyć.
8046:  Okej, teraz TYLKO musimy znaleźć tutaj zejście.
8052:  Ale niestety ta gra jest nie tylko miodna i mięsista, ale jest też wertykalna, skutkiem czego ja nie wiem, w jaki sposób znaleźć tam zejście, może to nawet nie jest tutaj.
8063:  Ceny powinny być trzy?
8064:  Nie, jest wystarczaj jedna, zaliczenie, kropka.
8068:  Znaczy stopnie, rozluźniamy stopnie od ocen, nie?
8071:  Stopień to jest 3, 4, 5, bardzo dobry celujący i tak dalej.
8074:  Ocena to jest feedback.
8078:  Co jest smutne, niesamowicie, to że nawet sobie nie zdajemy z tego sprawy, że to jest różnica.
8087:  Ok, to jest następna lokacja, wielka, ale ja tutaj widzę łasunię, moi drodzy.
8092:  Idziemy do niej.
8099:  Dobra.
8102:  Zdałeś, nie zdałeś, zdałeś z wyróżnieniem.
8103:  Ale Nabiz, wiesz co?
8105:  To jest coś, co mi powiedziała Anna Schulz.
8106:  Po co nie zdałeś?
8108:  Co to jest dla Ciebie za informacja?
8110:  No Ci nic nie daję.
8111:  A zdałeś, to jest dla Ciebie ważna informacja.
8113:  Okej, idę dalej.
8114:  Mam to zaliczone.
8115:  Nie muszę nic robić.
8115:  A jeżeli nie zdałeś, to wiadomo, że jeżeli nie masz zaliczenia, to nie masz zaliczenia.
8119:  To jest pusta semantycznie rzecz.
8122:  A jeżeli chodzi o wyróżnienie, to się zgodzę.
8123:  Przy czym ja uważam, że wyróżnienia powinny być taką rzeczą, która jest czysto honorowa, nie?
8128:  Ktoś sobie zadecyduje, że okej, chcemy jakoś szczególnie uhonorować kogoś, wtedy spoko.
8133:  Tam słyszę jakieś straszne tąpnięcia, one mnie niepokoją.
8137:  Dobrze, znaczy niedobrze, bardzo mnie niepokoją.
8140:  Chcę przejść tutaj, ale muszę wyeliminować wszystkie inne wskaźniki, bo inaczej zwariuję.
8147:  Na przykład ten.
8151:  Więc zostawiamy sobie to miejsce, chyba że czekajcie, jak już tu jesteśmy, to może to ogarniemy.
8155:  To wygląda mi dokładnie na taki sam zamek, jak w podstawce.
8159:  Szukaj Frenzy Fire Perfumes, to jest inteligencja podana w pierwszym obozie żołnierzy.
8163:  Ale gdzie jest pierwszy obóz żołnierzy?
8164:  To jest pytanie.
8165:  Bo tutaj gdzieś by trzeba było go szukać, nie?
8169:  Spalone ruiny?
8169:  Trudno powiedzieć.
8172:  Pierwszy obóz.
8174:  Ja już nie wiem, gdzie jest... Ojojojojojoj.
8180:  Tu będzie na pewno jakiś boss.
8182:  Musi być.
8185:  Komandor Nil był w takim obozie, nie?
8189:  Uwielbiam.
8194:  Oczywiście, że trzy razy.
8197:  Jeden atak to jest zawsze za mało.
8200:  Jeszcze czwarty i piąty.
8202:  Gdzie jest czwarty i piąty twój atak?
8204:  Ej, rozczarowałeś mnie.
8209:  Eee...
8212:  Tak, ten most w centralnej równinie to jest, tak?
8214:  Mówicie.
8215:  Dobrze, to ja tam pójdę potem.
8219:  Słyszę jakieś skrzydła smocze.
8223:  Tutaj się rozegrała, moi drodzy, trzecia część Piratów z Karaibów.
8226:  Już wiecie gdzie.
8227:  Tu jest boss szybki i mocny.
8229:  Cudownie.
8230:  To w odróżnieniu od wszystkich pozostałych.
8233:  Mam nadzieję, że będzie jakiś posążek Mariki czy coś, bo ja tutaj pewnikiem całą manę zużyję.
8240:  Cekłdyń pisze, że opracował dodatkowe własne natyki na egzamin dyplomowy.
8242:  89 stron.
8246:  Co jedno zacznę czuć się pewnie, co drugie daje mi zawał.
8249:  Recenzent zrobił streszczenie z pracy zamiast opinii, ale na pięć.
8252:  Ale to ciesz się!
8254:  Jeżeli recenzent potraktował cię poważnie, to znaczy, że masz mniej roboty, bo ci się łatwiej jest przygotować do obrony.
8261:  Dla tych z was, którzy nie wiedzą, o co chodzi, dostajcie coś takiego jak recenzja pracy dyplomowej, to jest ocena opisowa, taka klasyczna, i w ramach tej oceny macie różnego rodzaju uwagi.
8269:  Później na obronie pracy dyplomowej pytają was,
8272:  I nigdy nie wiecie, jakie pytanie zada recenzent, ale jeżeli przeczytacie recenzję, która jest dobrze napisana i przeczytacie ją wnikliwie, to jesteście w stanie sporo wydedukować.
8279:  No ja właśnie teraz z moimi dyplomantkami dwiema czekam na recenzję.
8283:  Mam nadzieję, że się pojawią jakoś niebawem.
8285:  A sam swoje opinie pisałem dzisiaj.
8288:  I wgrałem też dzisiaj.
8292:  Coś jest za mało tutaj przeciwników, wiecie?
8296:  O, w złym momencie to powiedziałem.
8300:  Pa... pa!
8301:  Pa... pa!
8314:  Na uniwersytecie pedagogicznym dają pytania przed.
8316:  Moim zdaniem to jest błąd.
8317:  Obrona powinna polegać na tym, że dostajesz pytanie, którego się nie spodziewasz i w ten sposób bronisz swojego stanowiska, bo wchodzisz na obronę jako ekspert lub ekspertka.
8327:  I tak, recenzje się dostaje wcześniej, nie recenzje odczytane na mojej obronie.
8330:  To dziwne, wers, taka praktyka jest... Nawet na doktorata nie ma takiej praktyki, na doktoracie dostajesz wcześniej obronę, znaczy wgląd przed obroną w recenzję, a na obronie recenzja jest w komiczny sposób odczytywana, co mnie zawsze bawiło niesamowicie.
8344:  Z takim, wiecie, namaszczeniem, oooo, czytamy... Moje recenzje doktoratu, ponieważ każda miała po 15 stron, były czytane chyba w sumie godzinę.
8354:  Masakra.
8357:  Masakra, tak jak pani masakra z Ghost of Tsushima.
8360:  Ej, stęskniłem się trochę na Ghost of Tsushima.
8363:  Nie jakoś tak mega, ale trochę.
8365:  O, to jest ten typ, jasz, świetnie.
8369:  Oczywiście, że on ma jeszcze atak ognisty.
8371:  No przecież atak obszarowy, jasna sprawa.
8376:  Trzeci, piąty raz, mhm.
8378:  To jest to.
8380:  To jest ściśle to, co mówię cały czas.
8382:  Żup!
8383:  Żup!
8383:  Żup!
8384:  Żup!
8384:  Żup!
8385:  Żup!
8386:  Żup!
8386:  To jest Elden Ring, Elden Ring w innuce.
8389:  Żup!
8390:  Żup!
8390:  Żup!
8391:  Żup!
8391:  Żup!
8392:  Żup!
8392:  Żup!
8393:  Żup!
8393:  Żup!
8393:  Żup!
8395:  I teraz nie zrobisz rola na początku, nieważne.
8400:  Nieważne, znaczy nieważne.
8402:  Bo się nie domyślisz się.
8406:  Sekwencjonowane ataki, genialne.
8410:  Genialne po prostu, absolutnie genialne.
8418:  Jesus Christ, naprawdę.
8422:  To jest zaprojektowane po to, żeby zabić, to nie jest zaprojektowane po to, żeby dać challenge.
8427:  Mnie się skończyła sesja, u mnie się dosłownie zaczyna jutro.
8432:  Trwa do 6 lipca.
8438:  Nie mogę się doczekać reakcji Krzysztofa na ostatnim bossie.
8441:  Reakcja Krzysztofa na ostatnim bossie będzie ostra, jeżeli on nie daje okien ataku.
8446:  Bardzo ostra.
8452:  Mhm.
8457:  Mmm, tam.
8458:  Gdzie są moje runy?
8473:  To są moje runy.
8475:  Ale wiecie co?
8476:  Ja tam nawet nie podejdę.
8478:  Po co?
8479:  Po co mam walczyć z czymś takim?
8481:  O, jest tutaj... O, świetnie.
8482:  Oczywiście, że zginąłem przed łasunią.
8484:  Ej, to jak tutaj jest łaska, to jest na 1000% zaraz boss.
8489:  Z łaski na uciechę.
8491:  Ponoć dzisiaj będzie nerfiony ten boss.
8495:  Smutne, że w ogóle musiał być nerfiony, wiecie, bo to znaczy, że ktoś kto robił playtesty, nie robił playtestów.
8501:  Tylko poruszał się w jakimś godmode'zie, tak?
8504:  To zwykli ludzie projektujący gry w takich sytuacjach.
8507:  Uważaj lewo, dobra.
8509:  No i wiecie.
8511:  Potem wielkie zdumienie wszelkie stworzenie, że ojej, to że w godmode'zie łatwiej jest nie zginąć niż normalnie, no niesamowite.
8528:  Mmm, a co tutaj tym razem?
8530:  Przed tobą ślepy załóg, dlatego zawróć.
8532:  Kłamstwo, tu jest na pewno coś, jest.
8535:  Widzicie?
8538:  To było kłamstwo.
8543:  Ooo!
8550:  Ja też umiem seriami, wiesz?
8551:  Też umiem seriami.
8554:  Chcesz serię w ryj?
8556:  Chcesz?
8559:  Przepraszam, zapomniałem, że moje pociski nie przenikają przez ściany.
8566:  No.
8574:  O, oczywiście.
8576:  Łopatki.
8577:  Łopatki gagatki.
8581:  Czy mógłbym stresić to, co robiliśmy wczoraj na streamie?
8584:  Czy chcesz to zrobić w formie pantomimy?
8588:  Ja ci pokażę w formie pantomimy, jak to wyglądało.
8592:  To znaczy tak, Willett, wyobraź sobie, że to jest nie do magii Amnix, nie?
8597:  I teraz nie do magii Amnix, przychodzi do walki z bossem.
8602:  Teraz znowu jesteś przy ognisku, a potem masz...
8610:  I tak, i tak w nieskończoność, nie?
8611:  To znaczy walka z bossem polegała na tym, że losowo odpalały się sekwencje ataków AOE, czyli Aria of Effect, które za każdym razem leciały do ciebie strumieniem jakiegoś, jak ognia, szarżą, skokiem, czymkolwiek bądź innym.
8626:  A, i fun fact polegał na tym, że questowo trzeba było przywołać jakiegoś typa, który był oczywiście na arenie.
8631:  W związku z tym, ilekroć chciałeś to zrobić, tylekroć ten atak w ciebie...
8635:  Ja w tym momencie wyłączyłem licznik zgonów, ponieważ uznałem, że gra ze mnie sobie robi żarty.
8640:  Więc tak to wyglądało.
8642:  Ja chyba rekordowo szybko... Nie przypominam sobie, żebym kiedykolwiek tak szybko ginął.
8646:  Ja nawet nie byłem w stanie zobaczyć, co ten boss będzie robił.
8649:  Więc fascynujące.
8652:  Fascynująca walka, znakomita absolutnie.
8654:  A, i wiecie co jest najlepsze?
8655:  Potem zobaczyłem, to jest jeszcze w ramach mojego komentarza do walki z Boilem, potem zobaczyłem no-hit run specjalnie.
8661:  Wiecie co było ciekawe?
8663:  Gość, który robił no-hita, przypadkowo zupełnie, przypadkowo, miał taką sekwencję ataków na samym początku, że nie musiał tego unikać.
8672:  Fascynujące.
8674:  Czyżby zadziałało RNG przy wejściu na arenę?
8676:  No nie może być.
8677:  Oczywiście potem unikał perfekcyjnie.
8680:  Zazdroszczę.
8681:  Nie wiem, jak się tego nauczył.
8682:  Podziwiam.
8683:  Ale nie zmienia to faktu, że sekwencje ataków, które miał, dawały mu częściej okna na parowanie czy okna na zadanie obrażeń niż mnie.
8694:  A i jeszcze prompt... Tak, właśnie, jeszcze NPC miał domyślnie prompt, który mówi nie przywołaj go zamiast przywołaj.
8700:  Tak.
8700:  No to standardowo.
8711:  Tego się nie spodziewałem, że on tutaj będzie od razu.
8716:  Ale bez sensu, dlaczego mi pozwoli wyjść z areny?
8738:  Jezus, jaki on jest szybki.
8741:  W tym bossie była mowa.
8742:  Boil.
8742:  Masz w tytule poprzedniego streamu.
8745:  Moja opinia o nowym serwisie The Boys.
8746:  Jeden z najlepszych.
8747:  Ostatni, czwarty odcinek miażdży absolutnie.
8750:  Jest rewelacyjny.
8753:  No dobrze, no więc... Aha, świetnie.
8758:  Czyli challenge polega na tym, że za każdym razem będę musiał ubijać tego typa, tak?
8768:  No dobra.
8781:  Oczywiście nie dostał Staggera, wiadoma sprawa.
8794:  Pa pa.
8797:  W temacie szybkich przeciwników.
8801:  Popiół wojny, aspekty Tygla Skrzydła.
8808:  Nie czuję jakiejś przesadnej satysfakcji.
8810:  Nie powinni nam dać wyjść poza tę arenę.
8813:  Cała walka powinna być na tej arenie.
8816:  Wtedy byłaby trudniejsza.
8819:  Rycerz został upokorzony.
8820:  Przynajmniej raz.
8824:  Nie, ale serio, nie powinni nam dać wyjść poza tę arenę.
8826:  To jest błąd.
8828:  To jest błąd w designie.
8830:  Całość walki się powinna tutaj odbywać.
8833:  Nie wiem dlaczego tak jest czasem tutaj, że jest mgła, a czasem nie ma mgły.
8840:  Można wejść po drabinie i rzucać z niej kółko rycerza.
8842:  No dokładnie, to jest następna rzecz, nie?
8852:  To dokładnie to samo możesz zrobić, Mac, Meli, wiesz?
8855:  Ja też widzę, wszystkich speedrunnerów widzę, jak wyjeżdżają do bossa, wbijają sobie, smarują się olejami świętymi, nakładają na siebie efekty i potem robią BUM!
8868:  I BUM!
8868:  I nie ma 3,4 HP i potem robią BUM i boss nie żyje.
8873:  Tak w temacie zadawania obrażeń dużych.
8877:  A jeszcze musiałem zrobić 7 roli po drodze.
8883:  Nie podoba mi się, dokąd zmierza Boss Design From Software.
8884:  Mnie też.
8886:  Albo jest trywialny, albo jest przegięty w przegięty sposób.
8891:  Tu się przyda skakanie.
8893:  To jest kłamstwo.
8894:  Czekajcie, a może rzeczywiście?
8898:  Jezus, nie widzę.
8902:  Dobra, nie.
8903:  To jest bait.
8908:  Możliwość opuszczenia areny pozbawia nas kolejnej cudownej emocjonalnej reakcji Krzysztofa na serię porażek, no właśnie.
8914:  No przecież to bezsens.
8916:  Nie, a poza tym rzeczywiście można tu wejść na drabinę i go z niej zrzucać, tak?
8919:  Później o gry też.
8921:  Ale smutne.
8924:  No tak, widowiskowości walk nie można odmówić, ale z drugiej strony jest taki fajny komentarz, polecam wam pod live'em ostatnim, a wiecie co?
8932:  Rzadko to robię, ale w sumie przeczytam ten komentarz, uhonoruję ten komentarz, bo jest bardzo wartościowy.
8942:  Gdzie to jest?
8943:  Czemu nic nie działa tak, jak bym chciał, żeby działało?
8948:  Dobra.
8949:  Który to był komentarz?
8954:  Daje mi się, że to był Menro właśnie.
8959:  Tak mi się wydaje.
8963:  Tak.
8964:  Mam poczucie, że FromSoft pakowało kupę pieniędzy i czasów, projekty, lokacje, asety oraz bossy, natomiast niezbyt dobrze przemyśleli fabulę.
8970:  No to wiadoma sprawa.
8972:  Kiszak miał niestety rację.
8973:  Niektóre lokacje są po prostu puste.
8974:  To są one-shoty na przebiegnięcie, odhaczynie questu lub jakiejś fabularnej znajdźki.
8977:  Problem z tym cienistym błogosławieństwem fragmentów drzew jest po prostu głupi.
8980:  Nie buduje progresji, tylko sztucznie ją wydłuża poprzez durne statczeki.
8983:  Więc tak.
8983:  Rozumiem, że mam biegać po świecie, podziwiać widoki, niczego nie bić i zbierać kawałki.
8987:  To nie jest dobra progresja postaci.
8988:  Na podstawce też to było biegan
8991:  Prochu popiołów wojny, pancerzy, runów, nowych broni, nowych zaklęć, ulepszaj jak do Estusów, właśnie!
8996:  Tutaj biegasz po prostu za kawałkami drzewa, bo niczego innego w torii nie potrzebujesz, mając pełen build.
9000:  Runy w tym dodatku nie mają żadnego znaczenia, żadnego, mógłbym naklepać i trzechsetne poziom, nic by to nie zmieniło.
9005:  To jest po całości dupnięty balans gry i rozprzestrzeniona progresja postaci.
9008:  Ludzie, którzy kłócą się o poziom trudności twierdząc, że Elden Ring zawsze był trudny, chyba jednak nie widzą różnicy między poziomem trudności w znaczeniu mechanicznym, a statczykami.
9016:  Za trudność gry uznaje złożoność mechanik, ich skomplikowanie, konieczność podchodzenia do walk z dużą koncentracją.
9021:  Tutaj, o ile koncentracja jest potrzebna, to raczej po to, by móc coś zobaczyć przez ten nadmiar efektów specjalnych, wśród których animacje bossów są nieczytelne.
9029:  Niektóre bossy mają hitboxy niezgodne z animacjami, więc nieważne jak rolujesz, i tak dostajesz w mordę za pół HP paska całego, prawda, bo zrobiłeś Unico Pixel za wcześnie lub za późno.
9038:  Fabule się nie wypowiem, no to wiadoma sprawa.
9040:  Są fantastyczne rzeczy z perspektywy lore, jasna sprawa.
9044:  Więc...
9046:  Powiem wam, że jest ciekawie, to znaczy rzadko miewałem tak, że pod simami były raczej przeważałe komentarze neutralne lub negatywne.
9056:  A coś ponad pierdolenie potrafisz odpowiedzieć na to, pikaro, czy też to wykracza poza twoje kwalifikacje intelektualne?
9066:  Artur Ubański pisze, czy uważasz, że zamiast tego ulepszenia postaci z najeczkami byłoby lepsze DLC jako standard z nową postacią?
9072:  Nie, uważam, że powinno być dokładnie tak samo jak w Sekiro.
9074:  Ustaliśmy to, że dostajesz te dwie rzeczy, to znaczy błogosławieństwo Ostro Drzewa za walki na przykład z bossami, a po trochę czcigodnego ducha za eksplorację czy alrovescio, jak mawiało Włosi, na odwrót.
9086:  Możesz mieć i tak.
9087:  No i git.
9089:  Czy ja tu mogę zeskoczyć, czy nie?
9090:  Nie, nie mogę zeskoczyć, szkoda.
9094:  Gram sobie równolegle ze streamami, jestem trochę do tyłu, ale przyszedłem się pożalić, pisze Rafał Kapusta, bo sobie w tym wypadku zmuszają do używania co-opa i czuję się, jakbym dał pada starszemu, żeby mi pomógł.
9104:  A to rzeczywiście, używanie co-opa dzisiaj mamy udowodnione, moi drodzy, bo dostaliśmy pierwszą miksturkę, która to miksturka umożliwia autentycznie leczenie postaci innych niż nasza.
9121:  Dobra.
9122:  Lecimy.
9126:  Daj gościowi serce pod komentarzem.
9130:  To ma znaczenie, tak?
9132:  To dam.
9133:  Trafiłem do miejsca, do którego nie chciałem trafić!
9140:  Pa pa.
9142:  Ktoś jeszcze?
9142:  Tak, dzida.
9147:  Dobra.
9149:  Przez przypadek.
9151:  Dostanie, dostanie moi drodzy menrow serducho, dostanie, dostanie.
9156:  Nie, bo ja bardzo cenię, jeżeli ktoś napisze komentarz, w którym ostrą argumentuję.
9162:  Żeby nie było, też jest drugi komentarz, w którym któryś z widzów proponuje alternatywną interpretację movesetu Bale'a i absolutnie szanuję.
9173:  Medrow ma świetne filmy o gothiku.
9174:  Nawet nie wiedziałem, o proszę.
9179:  Gdyby DLC wniosło kooperację, to taki trudno-poziom trudności miałby więcej sensu.
9182:  Czy przypadkiem nie mamy takiego samego przypadku tutaj, jak w DS-ach 2, które były projektowane pod kooperację?
9188:  Ale w Elden Ring'u podstawcy nie miałem takiego wrażenia, moi drodzy, więc coś tutaj jednak nie zagrało.
9198:  Ta, ewidentnie coś odkryliśmy.
9203:  No strasznie zły balans bossów.
9205:  Czasem miniboss jest trywialny, no dosłownie.
9208:  Tak jak ten z Jidou.
9211:  Ale trywialność ona jest ujmowana tym, że jeżeli cię raz ciachnie, to już giniesz.
9216:  Momentalnie.
9218:  No ale to nie zmienia faktu, że moveset jest trywialny.
9220:  Tak samo jak jego moveset jest trywialny.
9222:  Widzieliście?
9224:  Raz, dwa, trzy.
9226:  Czy to jest zaawansowany moveset postaci?
9228:  Znaczy, powiedzcie mi, czy on jest zaawansowany?
9230:  Dwa, trzy.
9232:  Ja nawet na niego nie patrzę w tym momencie.
9233:  Czy to jest zaawansowane?
9236:  To jest śmieszne.
9239:  Przepraszam, ale to jest śmieszne.
9241:  Za każdym razem nie wyrolujesz na początku i koniec.
9245:  On ma drugi atak.
9248:  Wow.
9249:  Straszne.
9253:  A równocześnie macie takie złoto jak Renale, z którą się przepięknie walczy.
9260:  Okej, kolejny smok.
9268:  Tam z nim ktoś walczy.
9271:  Jakieś duchy z nim walczą?
9278:  Okej.
9280:  Relana, nie Renala.
9281:  Nie liczcie na to, że to zapamiętam.
9290:  A oni oczywiście będą mnie też walczyć, ze mną też walczyć, to jest głupie.
9294:  Dobra, weźmy... Jesus Christ.
9306:  Curse you, boy!
9309:  Oj, bojla to ja zapamiętam.
9312:  Tu jest armia przeciwników, które mogą mnie one-shotować.
9316:  Walcząca z bossem, który może mnie one-shotować.
9319:  Okej.
9320:  Chyba ja nie mam wystarczającej liczby eliksirów na niego, wiecie?
9324:  Tak mi się coś wydaje.
9329:  Renala, siostra Renali.
9330:  Logiczne, prawda?
9331:  Tak.
9332:  Nie, oni autentycznie we mnie walą wszyscy naraz teraz.
9335:  No, pięknie.
9339:  No to ja może poczekam.
9360:  Nie, nie, nie.
9365:  Pusza powtarzalna.
9367:  Jesus Christ, no przecież...
9375:  Anti-player bias, jak zawsze!
9380:  I dosłownie przestali atakować Smoka, żeby zaatakować mnie.
9384:  Czy będę na StarFest?
9385:  Zaprosili w tym roku, więc... Istnieje szansa, że... Dobra, czy tutaj jest jakaś łaska?
9395:  Biegnę do najbliższej łaski, mam dość.
9400:  Musi być jakaś łaska, nie ma opcji.
9406:  Musi być tutaj gdzieś łaska.
9412:  No, ona jest relatywnie blisko, więc pewnie nie będzie.
9415:  Dobra.
9418:  Nie no, nie mam czym z nim walczyć, więc muszę się wycofać.
9422:  Strasznie dużo tych smoków w tym DLC.
9424:  Wszystkie są takie same.
9427:  Zauważcie, to są smoki, które cały czas dzieją tym samym ogniem, rodzajem ognia.
9430:  Znowu, w podstawce były przynajmniej różne rodzaje tych smoków.
9433:  To są cały czas tak samo.
9436:  Im dalej w las, tym więcej powtórek.
9445:  Artur pisze, że najgorsze jest to, że niektórzy fani nie widzą tych wad.
9447:  Jak ktoś statykuje, to DLC zaczynają odpowiadać z kili i się wyzywać o casuali.
9450:  No a Artur jest akurat wytrawnym graczem SOS-like'u, bo to pamiętam, że jest z nami od dawna i ma dużą wiedzę na ten temat.
9458:  Ja, jak wiecie, mam jedno zdanie niezmienne, że snobizm nie zna medium.
9464:  Snobowie są we wszystkich mediach.
9467:  Zobaczcie, jaka to jest absurdalna sytuacja, tak na serio teraz.
9471:  Jedyna taktycznie słuszna rzecz, jaką mogę zrobić, to poczekać, aż oni wszystkich wybije.
9476:  Gra mnie do tego zachęca wręcz.
9480:  Gra mnie zachęca do tego, żebym z nim nie walczył.
9483:  Musiałbym mieć sam, nie wiem, jakąś umiejętność, która zadaje obrażenia obszarowe, żeby być w stanie walczyć z tą armią.
9492:  No więc spoko, no mogę tu se farmić runy, które są niepotrzebne mi do niczego, ale mogę.
9499:  Czy na DFy do Frosławy się wybijam?
9500:  Co roku, co roku, Tomaszu, będę.
9511:  Możemy nawet uznać, że skoro gra nam tutaj dała kuszę powtarzalną, to sama chciała, żebyśmy używali kuszy.
9520:  Ma kusza powtarzalna, to jest jedna z tych rzeczy, która została wprowadzona w DLC-ku, nie?
9524:  Nowych.
9529:  Poszło w ryj?
9529:  Dobrze, ładnie.
9533:  Teraz pójdzie w ziemię.
9537:  Tak.
9543:  No, zobaczymy jak stąd będzie.
9547:  To on, gdy książkoholik z bananową czapką zmija się w sarmatę.
9555:  Okej.
9559:  Chyba masz na level?
9561:  Mogę mieć.
9562:  Ale widzicie, że przestałem się przejmować levelami w ogóle.
9565:  Raczej tylko kwestia taka, że nie chciałbym run stracić.
9577:  No nie, to jest za daleko.
9581:  Ilu jest tych identycznych smogów?
9583:  W tym momencie chyba zabijemy piątego?
9585:  Czy czwartego?
9586:  Coś takiego.
9591:  Kurczę, powtarzano, robiło się z duszy rycerza niewolnika Gale'a w The Axe of Shinn.
9594:  Still nothing new.
9597:  Nie widziałem tego.
9604:  Za mało grałem w Kruczu Cieniu, żeby wypowiedzieć, czy tak ostro, czy to jest najgorszy dotyk FromSoftu.
9608:  Mnie się gra dobrze, ale wiesz, no ja gram po swojemu bardzo.
9616:  Ale to na przykład jest nudne, no.
9619:  Co mogę powiedzieć?
9622:  Ja lubię tower defense'y, ale nie aż tak bardzo.
9625:  No już się zainteresował.
9632:  Spróbujemy smoczka potraktować mieczem.
9637:  Widzicie, że nas ściga nawiasem, mówiąc jeden typo.
9641:  Spróbujemy smoczka tak potraktować.
9644:  Jezus Maria.
9651:  Jestem.
9670:  Dobra, przynajmniej jest bliżej.
9674:  Mnie to ciekawa na przykładzie Mistrza Loty, czy zakręcie trwające regularnie w zimie to jest bug?
9677:  No moim zdaniem bug, no przecież to... Ile razy to się zdarzyło?
9683:  Po prostu zaklęcia domyślnie nie przenikają tekstur.
9687:  Chyba, że są zaklęciami wroga, to wtedy co innego.
9692:  Jak strzelasz... Jak strzelasz loretą z ziemi, to zawsze się to dzieje.
9701:  Kolejny dzień, kolejny smok, nie inaczej.
9705:  Mogę mieć ryjek?
9705:  Dziękuję.
9706:  O, teraz trafi w ziemię.
9708:  Albo nie.
9709:  Ale nie jest to konsystentne.
9726:  Boże, znaczy ta walka to jest paranoja, no.
9731:  Autentycznie, armia z nim walczy.
9735:  I co ja mam w takiej sytuacji innego zrobić?
9739:  Powiem wam, że jest to dziwne.
9743:  To znaczy, szczerze nie wiem, w jaki sposób gracz melee ma separać w takiej sytuacji.
9747:  Poczekać, aż wypije smog całą resztę?
9752:  Przecież przy braku jakiegoś uczciwego systemu parowania, to jak psy masz poradzić z armią?
9762:  No ja mam pojęcia.
9763:  To jest blisko nas.
9765:  Relatywnie.
9769:  Możemy mu zasadzić mroźny... No, nie.
9774:  Zły pomysł.
9776:  No jest.
9777:  Armia tu jeszcze jest, moi drodzy.
9783:  Da się tym łukiem celować?
9784:  Nie.
9785:  Samo naprowadza.
9788:  Możesz normalnym łukiem celować, ale to też działa jak działa.
9791:  Akurat mechanika celowania łukiem się nie zmieniła od pierwszych Dark Souls.
9797:  Jak widzicie cały czas tracę też focus, mimo że mam już wyłączone automatycznie.
9805:  Jakim cudem.
9810:  Czekajcie, właśnie mnie zmroziło.
9814:  Dobra, jest wyłączone.
9816:  Wczoraj było włączone autonamierzanie.
9819:  Jest domyślnie włączone autonamierzanie, nawiasem mówiąc.
9827:  Tak, zaatakował mnie guziec.
9831:  Meli korzysta z trucizny na smoki i demoluje trwa w minutę, a okej.
