🔴 WIEDŹMIN (SEZON 3) — odcinek 1-2 | Recenzja ze spojlerami #1
🔗 https://www.youtube.com/watch?v=ZaSTOY_r21E

12:  Dziękuje za oglądanie.
1722:  Może to jest Apple God?
1724:  Może to, może on tutaj, może to nie był profesor?
1728:  Jezu, ja wiem, to jest plot twist, tak naprawdę Geralt jest gońcem, który ma złotą głowę i żelazną dupę.
1736:  I to o tym mówił Tomasz Bagiński, jak Tomasz Bagiński powiedział, moi drodzy, a mam to przygotowane, zobaczcie, że wymiana Kavila na Hemsłowa
1747:  będzie osadzona w fabule Wiedźmina, zaskakujące słowa Bagińskiego.
1751:  Geralt, to może o to chodzi, że to jest goniec Applegat tak naprawdę.
1755:  Ja wiedziałem, że Tomasz Bagiński nie pozwoli, żeby tak było, żeby fani byli zmartwieni.
1762:  Mamy bardzo dobry plan wprowadzenia nowego Geralta w naszej nowej wizji,
1766:  Geralta z Lyamem, nie wchodząc głęboko w te pomysły, popatrzcie jak, jaka wolta, jak wwodzi nas za nos, tak naprawdę już to nam pokazali, ponieważ byłby to ogromny spoiler, jest to również bardzo bliskie meta pomysłom, które głęboko są zakorzenione w książkach, zwłaszcza w Pani Jeziora, to też jest zmyłka, tak naprawdę to czas pogardy, zresztą Pani Jeziora i tak nie będzie zekranizowana, bo to nie jest adaptacja, tylko fantazja, Lauren Schmidt-Histich, którą od tej pory będziemy nazywać Fistech.
1789:  A zatem, wracając do Wiedźmina, tak, gdzie byliśmy?
1792:  A, już wiem, byliśmy w mroźnej chatynce, w której także nie ma Applegata, ale już przynajmniej wiemy, jaki będzie plot twist.
1798:  Applegat jest na początku drugiego odcinka, nie wierzę w to, ale pokażcie mi go, ponieważ nikt mi go nie przedstawił.
1804:  Co się dzieje tutaj?
1805:  Nawet nie pamiętam, co się tutaj dzieje.
1807:  Tutaj były, a już wiem, wiecie, jak to zostało opisane?
1809:  Bo specjalnie, specjalnie po to, żeby wiedzieć, co się wydarzyło w tych odcinkach,
1814:  przeczytałem sobie, moi drodzy, coś, co bym przeczytał przed egzaminem ósmoklasisty albo maturą, mianowicie synopsis.
1820:  Pierwszy raz coś takiego musiałem zrobić, nie miałem zielonego pojęcia, co się wydarzyło i otóż, moi drodzy, w synopsis mówią nam bardzo wyraźnie, czy to jest odcinek pierwszy?
1829:  Tak, to jest odcinek pierwszy.
1830:  Mówią nam, że tutaj jest, o, że wszyscy gonią Ciri, tak, więc dla
1835:  Na pewno o to chodzi, tak?
1836:  Że oni cały czas uciekają, więc już wiemy, co się dzieje.
1839:  Cały czas uciekają z jakiś mały bonding.
1842:  Zobaczcie, tutaj jest jeszcze większy bonding.
1843:  Ciosnek, dziękuję ci za trybut.
1845:  Geralt i Ciri bardzo szybko wybaczyli Yen, że ta przed chwilą próbowała zabić Ciri, żeby odnowić manę.
1849:  Co tam, co tam?
1850:  Przecież zapominamy o całym wątku z Baboyagą, który został prowadzony w drugim sezonie, razem z Eskelem, który stał się entołakiem, przypominam.
1857:  Absolutny koszmar.
1859:  Więc zauważcie, że problem polega na tym, że to nie jest ani adaptacja powieści Andrzeja Sapkowskiego, mimo tego, co mówi Loren Schmidt History, którą będziemy od tej pory nazywać Fistech, ale również jest to niezgodne we własnym kontinuum, które tworzy ten serial.
1873:  Boże drogi!
1874:  To jest Leszkel.
1877:  Leszy i Eskel, ładne.
1878:  Jest tylko jedno narzędzie narracyjne, dzięki FRS za trybu dla wprowadzenia nowego aktora.
1882:  Wiesz Krzysztof, co Vilgefortz zrobi z Geraltem, może Dryady mógł zrobić operację plastyczną.
1886:  Jest to możliwe, zwłaszcza, że Tanet podobno ma zostać przedstawione tutaj.
1890:  Ale ja finalnie nie wiem, czy bohaterowie znaleźli się w Aretuzie, czy na Tanet na samym końcu, ponieważ serial nam tego nie mówi.
1897:  Jest to absolutny koszmar.
1898:  Podłącz na KG, bo zawoł blisko.
1900:  No nie dziwcie się moi drodzy, jeżeli ja mam w tym momencie 12 minut 45 sekund pierwszego odcinka, czyli przypominam odcinka, który otwiera trzeci sezon w serialu na podstawie jednej z największych sack fantasy, jaką wydała nasza ojczyzna, jak również jednej z bardziej znanych sack fantasy w tym momencie na świecie i ja się nudzę, no to...
1922:  Jak ja mam się nie rozindyczyć, moi drodzy?
1925:  Czy chcę obejrzeć anime po tych odcinkach?
1926:  Wiecie co?
1928:  To anime, nawiasem mówiąc, które jest z Wezemirem, jest 30 razy lepsze od tego, co tutaj znajdziecie.
1935:  Chciałbym zwrócić uwagę przy okazji, jak jesteśmy tutaj na tej pięknej scenie.
1939:  Popatrzcie, jaki to jest ładny kadr.
1940:  To jest charakterystyczna cecha serialu Netflixa, mianowicie za każdym razem będziecie mieli green screen z tyłu albo po prostu złą kinematografię i złego operatora kamery, który wszystko robi tak, aby to był green screen.
1951:  W związku z tym będą ostrzeni aktorzy na pierwszym planie i będzie taka ładna mora z tyłu za każdym razem, ale moi drodzy, przede wszystkim zobaczcie, jaka to jest staranna kostiumografia.
1961:  Żeby nie było wątpliwości, że Yennefer z Wengerbergu jest czarodziejką, to tutaj macie taki wzorek z... o...
1971:  To są, to są moi drodzy płatki, tak, śniegu, bo ona jest maginią mrozu, jak Caryca Katarina z Warhammera Fanta, ze Skislevu, więc już wiemy dlaczego.
1984:  To jest specjalnie, specjalnie po to wzięto z H&M-u tężeż koszulinę.
1988:  Nie wiem dlaczego akurat Ciri została ubrana w taką chłopską ottomanę, ale co tam, czy sukmanę w zasadzie w tym przypadku.
1999:  No, ja myślę, że można jedynie zachwycić się tymi kostiumami, są absolutnie wspaniałe.
2003:  Tęskniłem również, powiem wam, za wątkiem, który jest absolutnie unikatowy dla Netflixa, to znaczy zatrudnienia niskorosłych aktorów w roli krasnoludów.
2012:  Uważam, dlatego powiedziałem wam, jak powiedzieliście, ohohoho!
2015:  Krzysztof, Netflix polityka.
2017:  Przepraszam najmocniej, jeżeli by Netflix rzeczywiście chciał być poprawny politycznie, nigdy w życiu nie zatrudniałby niskorocznych w roli krasnoludów.
2024:  A ponieważ to zrobili, mimo że... Kiedy pokazał Peter Jackson we Władcy Pierścieni?
2029:  Bardzo dawno temu, powiedział Krzysztof nie pamiętający daw, ale będzie to spokojnie z dwie dekady temu, że można dwumetrowego aktora grającego Gimliego sportretować tak, że będzie wyglądał jak krasnolud.
2042:  No nie, no...
2043:  Jak wiecie dobrze, postęp kinematograficzny cofa się, a nie idzie do przodu, w odróżnieniu od tego, jak funkcjonuje każdy inny postęp prócz kinematograficznego.
2052:  To jest taki wyjątek potwierdzający regułę.
2055:  Nie jestem w stanie tego pojąć, dla mnie to jest kompletnie oburzające i zupełnie serio i całkowicie uważam, że za każdym razem jak...
2064:  widzę Krasnoludów, mam taki efekt Doliny Niesamowitości tudzież Uncanny Valley.
2068:  Uważam, że to jest nabijanie się.
2070:  Absolutnie nie zmienił się też ten portret Krasnoludów od tamtego czasu.
2075:  Jako się rzekło, w zasadzie tylko Geralt ma sensowne kostiumy.
2078:  A, i żeby nie było, akurat nie mam żadnego problemu z castingiem Ciri.
2081:  Myślę, że Ciri daje radę w tym sezonie.
2083:  Spoko się ją ogląda, bardzo sympatycznie.
2085:  Mam tylko jeden problem z nią, który widać troszeczkę wtedy, kiedy są zbliżenia na Yen i na Ciri, a mianowicie, nie wiem, czy też to zauważyliście, ale w
2093:  Ciri wyglądała, jakby była jakieś 20 lat starsza od Yen.
2095:  Więc ja bym się do tego pojęcia, dlaczego akurat na coś takiego wpadli, no ale wpadli, cóż na to jesteśmy w stanie poradzić.
2102:  Potem, moi drodzy, mrok się wkrada, mrok wije się, zupełnie jak w StarCrafcie, a mianowicie pojawiają się znowu nienazwani bohaterowie, nie mam pojęcia kim są, jeżeli jesteście w stanie to wskazać, to wspaniale i bardzo dziękuję.
2114:  Ci bohaterowie mają tutaj, o to jest Rinz, to wiemy, magus ognia, który ich ściga, natomiast oni tutaj mają takiego straszliwego potwora, wiecie, ten potwór chce wyjść zza tych drzwi, to jest potwór szkolony na to, żeby tropić starszą krew.
2128:  To jest oczywiście też wątek, który znajdziemy bez najmniejszego problemu w książkach, a jeżeli chcecie go znaleźć, to przyda się wam np.
2135:  znajomość imion tych postaci, oprócz Rinza, ja nie jestem w stanie niestety tego powiedzieć w żaden sposób.
2141:  Yen jest taka piękna, mówicie.
2143:  Nie mam żadnego problemu jakoś z wyglądem Yen, ja mam problem z wyglądem postaci, której nie jestem w stanie rozpoznać jako postaci, bo wiecie, Yen przynajmniej, co by o niej nie mówić, ma jakiś atrybut, po którym jestem w stanie poznawać, tak?
2153:  To znaczy Yen ma tę nieszczęsną swoją gwiazdę, prawda?
2157:  I jak ja spojrzę na Yen i widzę tę gwiazdę, to już wiem, że to jest Yen, tak?
2160:  Tak i jeszcze ma fiołkowe oczy, więc spoko pod tym względem.
2163:  I myślę, że jeżeli by w ten sposób postaci były portretowane w różnych serialach, to znaczy, żeby miały określone atrybuty, po których ich rozpoznajemy, to wtedy nawet race swapping mi nie przeszkadza, ale w momencie, w którym wszyscy wyglądają identycznie, to jest pewien kłopot.
2175:  Takim moim małym marzeniem, pisze Szycun, jest to, żeby jako serial zrobili twórcy pół wieku poezji później.
2181:  No to jest fanowski serial z duszą, który aż wstyd przywoływać w tym konkretnym przypadku.
2187:  Piszcie, że Rinsa gra inny aktor.
2189:  Być może tego nie prześledziłem w każdym razie.
2192:  Oczywiście, że widziałem nowy trailer Duny.
2194:  Duna jest wspaniała i też nie powinniśmy o niej wspominać w kontekście tej abominacji serialu.
2198:  Potem, moi drodzy, potem, potem, potem mamy sceny z elfami.
2201:  Elfów już wiecie jak rozpoznawać w świecie Wiedźmina.
2204:  Mianowicie rozpoznajmy ich po tym, że wyglądają dokładnie tak samo jak ludzie, ale mają doklejone, spiczaste uszy.
2211:  Jest to jedyna cecha, która różnicuje elfów od ludzi.
2215:  Jeżeli ktokolwiek grał w Wiedźmina II zwłaszcza, to wie jak bardzo jest to źle zrobione w zestawieniu z grą.
2222:  W grze Scoia'tael czy elfowie w ogóle, w ogólności, mieli po prostu inną osobowość i to było czuć absolutnie.
2228:  W Ringilla Vigo też była charakterystyczna brunetka z bladą cerą, a nie, czekaj, tak.
2234:  Niestety, moi drodzy, Rings of Power miała przewagę nad wieśkiem, można było sprawdzić imię danej postaci.
2239:  Tak, absolutnie, przeszkadza mi to niesamowicie, że nie mogę tego teraz zrobić.
2243:  Co się dzieje w wątku elfów?
2244:  Moi drodzy, dużo zmian, mianowicie elfowie nienawidzą ludzi, a ludzie nienawidzą elfów.
2249:  Koniec zmian w wątku elfów.
2251:  Nic więcej się tutaj wartościowego nie pojawia, ponieważ nie wiem, kim są postaci, które rozmawiają, nawet i nie interesuje mnie przesadnie ich dynamika.
2258:  A jak wiecie, scena ta jest dość rozdęta.
2260:  Bardzo dużo ludzi i recenzentów, zauważcie, że rozróżniłem te dwie grupy, mówi, że w serialu Wiedźmin, konkretnie w sezonie trzecim, mamy bardzo dużo wątków politycznych.
2271:  Jak ja słyszę, że w serialu fantasy są wątki polityczne, myślę sobie... Rautron, Rud Smoka, rzeczy...
2280:  No nie, bardzo mi przykro, nie masz tutaj rzeczy, tutaj jest taka polityka klepawa.
2285:  Powiedziałbym, że to jest taka polityka typowa z ulicy Wiejskiej, ok?
2289:  Jeżeli szukacie tutaj wątków politycznych.
2291:  I od razu mam bardzo złe wiadomości, to znaczy te wątki parapolityczne wypełniamy jakieś trzy czwarte pięciu pierwszych odcinków, więc miłego oglądania.
2300:  Wygląda jak Zamek Czocha,
2302:  To wygląda jak Zamek Czocha.
2303:  Moi drodzy, nie narzekajcie na Zamek Czocha, chciałem uprzejmie zaznaczyć, że wszystko jest lepsze od, zrobię aluzję do przepięknego zwrotu, który usłyszałem tuż przed streamem, a mianowicie Bitwy pod Ogrodzieńcem, zwanej niesłusznie w tym serialu Bitwą na Wzgórzu Soden.
2319:  To nie jest absolutnie Bitwa na Wzgórzu Soden, to jest Bitwa pod Ogrodzieńcem i należy tak się o niej wypowiadać za każdym razem, jest to absolutnie przecudowne.
2327:  Teraz tak, to jest, moi drodzy, kadr, który spokojnie mógłby być skronony królów.
2331:  Ja już narzekałem na to przy Rings of Power, powiem tylko jeszcze raz, jeno o tym, mianowicie, jeżeli macie serial, w którym wszystkie kostiumy wyglądają dokładnie tak, jakby zostały przed sekundą...
2344:  zaniesione na plan i założone przez aktorów, to znaczy, że jest pewien problem.
2348:  W fantasy zawsze chodzi o realizm.
2350:  Realizm przejawia się na przykład tym, że jeżeli ja bym w tejże koszuli poszedł, powiedzmy, do kopalni soli Wieliczka i na przykład, nie wiem, przez cały czas przytulał się
2360:  przytulał się do ścian, okej?
2362:  To wiecie, co by się stało z tą koszulą?
2364:  Byłaby cokolwiek brudna.
2365:  Bohaterowie serialów Ring of Power albo Wiedźmin, tudzież właśnie Korona Królów, charakteryzują się tym, że ich stroje są zawsze nieskazitelne.
2375:  I to sprawia, że nie czujemy realizmu świata.
2378:  Realizm nie polega na tym, że odwzorowujemy stroje, bo ho, ho, ho, bo Wiedźmin to jest świat, to jest allotopia para średniowieczna, jak sam mówi o niej Andrzej Sapkowski, czyli inny świat w kostiumie średniowiecznym.
2388:  Aha, to damy temu łańcuch taki, jak mieli fełdałowie albo tej, każemy nosić łażki z grubsza z XVI wieku, bo czemu by nie?
2395:  A później ktoś będzie miał zbroję z XIV, bo okej, robimy stylizację mediewistyczną średniowieczną.
2400:  Ale ta stylizacja jeszcze wymaga tego, żeby być realistyczną w pełni, żeby faktycznie te stroje się jakoś zużywały.
2407:  Rozbawiło mnie zdanie Mumii na czatach.
2409:  Tachają pralki ze sobą.
2411:  W czym problem?
2412:  Tak.
2413:  No i tutaj mamy, moi drodzy, Dijkstra, który się pojawia i ja nie mam zielonego pojęcia, kto teraz jest królem w Redanii, ponieważ ja naprawdę nie mam zielonego pojęcia.
2422:  W każdym razie wątek Redanii będzie cały czas.
2424:  Proszę nie obrażać Ogrodzieńca.
2427:  Tak jest, w fantasy zawsze chodzi o realizm.
2429:  Fantasy się w ogóle tym różni od baśni, że jest realistyczne.
2431:  To kiedyś bardzo ładnie powiedział Stanisław Lem, mówiąc, że tak jak baśń jest grą o sumie zerowej, to znaczy dajecie rękę księżniczki, a w zamian dostajecie pół królestwa, tak w fantasy dalibyście tę głowę smoka, na przykład nie dostalibyście żadnej ręki księżniczki, tylko jakiś Petr Bejlisz wbiłby wam sztylet w plecy i kopnął w dupę, tak jak Brandona Starka i wszyscy by się dziwili.
2450:  Jak to jest możliwe?
2452:  Ojej, jak?
2452:  No nie, no straszne, przecież to powinno być sprawiedliwe.
2455:  Prawy rycerz-snycerz.
2456:  Mówicie, że to jest król Wyzimir.
2458:  Dobrze, wierzę wam w 100%, zatem moi drodzy, przed wami król Wyzimir, który będzie się krzywił i również rozmawiał z Dijkstra, który nie wygląda jak Dijkstra, tylko jak mój nauczyciel plastyki z podstawówki.
2469:  No ale powiedzmy, że nie jest i tak bardzo źle z castingiem Dijkstra, biorąc pod uwagę castingi inne.
2474:  Patryku27, dziękuję Ci za trybut i obejrzałem dwa odcinki, średnio to oceniam.
2478:  To i tak są najlepsze odcinki, moim zdaniem, więc będziemy mieli, moi drodzy, nielichy problem za tydzień lub dwa, wtedy, kiedy zrobimy drugą część i omówimy sobie trzy odcinki kolejne, ponieważ tam się dopiero nie dzieje absolutnie nic.
2488:  To jest incydentalnie mina, której nie zrobiłem, obejrzawszy ten serial.
2491:  Ale i tak to nie jest najgorsza rzecz, która się tutaj pojawia.
2494:  Tu będziemy mieli rozmowę Dijkstra z... Hmm... Hmm...
2505:  Hmm... Hmm...
2510:  Filipa Eilhart, Filipa Eilhart, tak, tak, tak, tak, tak, tak, tak, tak, tak, tak, to jest absolutnie Filipa, oj, zaraz rozpoznałem, to jest Filipa Eilhart.
2518:  Ja myślę, i to jest zresztą moja podpowiedź dla Loren Schmidt History, która powinna być nazywana Fistech, żeby następnym razem Filipa Eilhart za każdym razem, jak się pojawi, mówiła, Filipa, to rozwiąże wszystkie problemy, absolutnie, będę wtedy wiedział, kim jest.
2532:  Przy okazji dziękuję Czarnej Wiśni za podarowanie pięciu pakietów wsparcia radosnym widzom.
2537:  Proponuję, żeby przyjąć tę strategię za każdym razem.
2539:  Jeżeli robimy casting, który nie pasuje w ogóle do naszych, nie tyle wyobrażeń, tylko informacji, które mamy w encyklopedii na temat fikcyjnych postaci, ponieważ, spoiler alert, postaci fikcyjne mają to do siebie, że nie istnieją, w związku z powyższym ich wygląd jest ciopinkę ważny, ponieważ dzięki temu, że wiemy, jak wyglądają, jesteśmy w stanie je rozpoznać.
2555:  Jeżeli zmienimy ich wygląd, to jest to troszeczkę inna sytuacja niż wtedy, kiedy zmieniamy wygląd Kleopatrzy albo Annie Boleyn, ponieważ, spoiler alert, możemy sobie otworzyć dowolną książkę historyczną i zobaczyć, że Anna Boleyn była
2566:  tak śniada, jak to jest tylko możliwe, znaczy jak biała, jak to jest tylko możliwe, a nie śniada, i możemy równocześnie sprawdzić, jakiej karnacji była Kleopatra, tak?
2574:  Natomiast nie jesteśmy w stanie tego zrobić w przypadku postaci fikcyjnej, w związku z powyższym dane na temat postaci fikcyjnej są istotne i nie należy ich zmieniać.
2581:  O!
2582:  Dramatyczne, moi drodzy.
2585:  W każdym razie, jest rozmowa z Dijkstra, Filipa szokujące absolutnie, będzie z nim spiskować.
2591:  To, co nie jest szokujące, to się potem, co się zdarza między Filipą a Dijkstra, to dopiero Dijkstra, to jest dopiero przerażające absolutne.
2598:  Och, dramat, moi drodzy.
2600:  Geralt i Cilly potem rozmawiają ze sobą, to jest bardzo ważna scena, ponieważ możemy pokazać jeden po raz kolejny w masce, która się bardzo Loren spodobała w drugiej części, w drugim sezonie.
2610:  Krzysztof nadal nie oddycha.
2612:  O co chodzi, że Krzysztof tak szybko mówi?
2613:  Jak jestem zbulwersowany, to mówię szybciej niż zwykle.
2616:  Potem mamy znowu z tego, co pamiętam... A, tutaj się pojawia bal.
2619:  Czy ktoś pamięta tę scenę z balu z czasu pogardy?
2621:  Ja w ogóle nie pamiętam tej sceny.
2623:  Ten bal się odbywa w lesie i dzieją się rzeczy.
2625:  Nie mam zielonego pojęcia, gdzie to jest.
2627:  Przejrzałem sobie na szybko przed omówieniem, gdzie to mogłoby się zdarzyć, ale nie mam zielonego pojęcia, gdzie to się mogło zdarzyć, więc przyjmijmy, że to są oczy szeroko zamknięte, że to jest crossover.
2637:  I teraz będziemy mieli Geralta i Yennefer dobierających się do siebie, bo pamiętacie, że jeszcze, kiedy to było?
2643:  W minucie czwartej, czyli mniej więcej jakoś tak 19 minut temu w czasie narracji, byli jeszcze przyjaciółmi.
2650:  Tu już nie.
2651:  Nie było czegoś takiego.
2652:  Odprawiają dziady.
2653:  Rabini są niezgodni na czatach.
2655:  Czemu Yen jest w masce?
2657:  Nie pytaj, czemu Yen jest w masce.
2659:  Jest w masce dlatego, że ona się podobała Loren albo podobała się Tomaszowi Bagińskiemu.
2663:  Pamiętajmy, że Tomasz Bagiński został zatrudniony do tego serialu po to, żeby dbać o zgodność z lore.
2672:  Job well done!
2673:  Job well done!
2675:  Loremistrz na miejscu!
2678:  Jento Domina z dyskontu Jezus Maria Wielisław.
2681:  Dzięki za wsparcie od sześciu miesięcy.
2685:  No nie wygląda jak potężna czarodziejka.
2687:  Tak jak mówię... Och, to jest moja ukochana scena.
2690:  Cisza, moi drodzy.
2693:  Pamiętajcie o jednej rzeczy, że tak jak było w fantastycznych zwierzętach, jak je znaleźć, wymyślono sobie, że zrobimy sobie taki film, gdzie będą fantastyczne zwierzęta.
2701:  Jaką to ma wadę?
2703:  Mianowicie za każdym razem, nie zgadniecie, muszą być fantastyczne zwierzęta.
2708:  Kłopot takiego założenia polega na tym, że fantastycznych zwierząt jest skończona liczba i nie zawsze są one interesujące.
2713:  I co możecie zrobić, jeżeli nie macie talentu Andrzeja Sapkowskiego i na przykład nie opiszecie fantastycznej rozprawy z Zoiglem, który ma swój określony ekosystem i jest związany z miastem, mimo że to jest świat fantasy, to jest jednak świat industrializujący się u Sapkowskiego, więc Zoigl pożerający śmieci, Wiedźmin się na nim wyprawia.
2730:  Pięknie to było zszyte zawsze z historią, prawda?
2732:  Te kontrakty wiedźmińskie.
2733:  No więc Lorenz sobie pomyślała...
2736:  Ja tez tak potrafię, ja tez umiem jak Sapkowski.
2743:  Andrzej Sapkowski oczywiście w tym czasie mówił, że grosiwo jest, dali mi pieniądze z góry, wszystko w porządku, niech sobie Loren mówi co chce, niech sobie robi co chce.
2753:  Ja się tylko będę uśmiechał ironicznie i kto mój ironiczny, a sardoniczny uśmiech rozpozna, myśli sobie Sapkowski, ten mądry.
2760:  Natomiast Loren, mądra niestety nie jest, w związku z powyższym ona wpadła na genialny pomysł, ja muszę wam tę scenę pokazać w całości.
2767:  Mam nadzieję, że nie zostanę przez Netflixa za to zdjęty, że nie będzie jakiejś przerażającej sytuacji, bo ta scena jest po prostu pyszna.
2774:  Mianowicie zastanawiacie się nad tym, co się może na przykład zdarzyć w takim mrocznym labiryncie.
2778:  Ja teraz staram się znaleźć dobry kadr, żebyście mieli idealnie zilustrowane to, o czym w tym momencie mówię.
2784:  I zastanawiajcie się, jakiego potwora można wprowadzić do takiego sielsko-anielskiego wspaniałego festynu, który przypomina nam Władcę Pierścieni.
2790:  Oto, moi drodzy, można wprowadzić... Tak, tak, można wprowadzić...
2801:  Toczącego się żuka gnojarza.
2803:  To jest przerażający potwór, który się toczy i może was zaatakować.
2809:  I Ciri patrzy z absolutnym przerażeniem.
2812:  Myślicie sobie, sukkup, nie, gdzie tam jakiś sukkup?
2814:  Dudududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududududud
2823:  pancernik tudzież.
2824:  I żeby to już chociaż był Charley, to byłoby miło, więc Geralt oczywiście pojawia się i Geralt siecze Żuka Gnojarza, wcześniej udaje się Ciri w jakiś sposób pchnąć powietrzem, bo oczywiście magia powietrza zawsze musi być nadeksponowana we wszystkich serialach, Żuk Gnojarz wszelako się otrząśnie,
2844:  i nie będzie całkowicie przerażony magią Cirilli, musi się dopiero pojawić Geralt i musi odciąć, musi odciąć oponę pogardy, tak, z żuka gnojarza.
2855:  I ta scena jest po nic.
2857:  Znaczy, ona się tutaj pojawia po to, żeby się pojawiła.
2860:  Nie mam najlepszego pojęcia, dlaczego.
2864:  I to jest problem tego serialu, to znaczy on z tego względu, że nie ma na siebie pomysłu, ponieważ jak wspomnieliśmy, ekranizuje książkę, w związku z tym w tej książce jest mniej więcej jakieś, ja wiem, 318 stron niepotrzebnego materiału, a jak dobrze wiemy po tym, co powiedziała Lauren, przypomnijmy sobie, bo to są bardzo ważne zdania, mianowicie Lauren powiedziała, że...
2883:  Ona uważa, że najważniejsze cechy, które są w czasie pogardy, to jest romans, rodzina i serce.
2891:  W związku z powyższym, dlatego jest Żuk-Gnojarz, ponieważ Żuk-Gnojarz jest częścią takiej wiedźmińskiej rodziny.
2899:  To jest, no wiecie, wiedźmin, kojarzy się z bestiariuszem i tak wam mówią kiepscy menadżerowie w korporacji, że jesteśmy wielką rodziną i mamy owocowe czwartki, tak samo wiedźmin ma taką swoją wielką rodzinę i częścią tej rodziny są po prostu potwory, nie?
2913:  które on zabija, bo jak wiadomo z rodziną się wychodzi wyłącznie dobrze na obrazku, a i poza tym w każdej rodzinie jest trup w szafie, więc widzicie, wszystko się nam pięknie spaja.
2922:  Bardzo piękna scena, wspaniała absolutnie, doskonała.
2926:  Dowiadujemy się, że oczywiście Gnojasz szukał jej po zapachu, więc wiecie, to jest taki big reveal, bo zastanawialiście się pewnie, Krzysztof, Krzysztof, a ty nam nie powiedziałeś?
2936:  Ty nam nie powiedziałeś, co tutaj było za tymi drzwiami, nie?
2939:  Aha, widzicie, dlatego, że Loren jest sprytna.
2942:  Loren stwierdziła, że ona nam wpierw pokaże trzęsące się od włok jakiś dziwny za drzwiami, a potem ujawni żuka gnojarza.
2950:  Więc wiecie, Loren stwierdziła, że ten widz, widz serialu Wiedźmin, to jest widz inteligentny i ten widz zrozumie, tak, po tym jeszcze dialogu ekspozycyjnym, że to o to chodziło.
2961:  Absolutnie.
2964:  Do której barwy potrwa stream?
2966:  Przerażony żbik pasiasty.
2967:  Aż to skończymy.
2969:  Nie planuję więcej, moi drodzy, niż jakieś trzy godzinki.
2972:  Zgodnie z naszą starą dobrą tradycją, jeżeli serial trwa po 50 minut odcinek, to będziemy go omawiać godzinę.
2978:  Nawiasem mówiąc, mogliście zauważyć, że tytuł tego odcinka, a może nie mogliście tego zauważyć, bo tego nie widzicie, a nie, proszę bardzo, to Sherwet, więc to będzie bardzo ważne, z pewnością wymówiłem to nie tak, jak powinienem.
2989:  Adrian Widłak, dziękuję ci serdecznie za trybut, to był Force Push, a nie żadna magia powietrza, być może.
2994:  Potem wracamy do Niskorosu, jeszcze tutaj mamy wątek Rinsa, który cały czas, pamiętajmy, skrada się i zagraża.
3001:  Nie mam zielonego pojęcia, co się działo w tym wątku, ale pamiętam, bo jestem widzem serialu Netflixa już od trzech sezonów, niestety, że w którymś momencie zawsze musi się pojawić Jaskier.
3010:  Jaskra dobrze rozpoznaje, znakomicie, po pierwsze, po znanych już nam ciuchach Sainemu, po drugie, Jaskier, jak każdy bard, nic innego nie robi, tylko pakuje na siłce.
3022:  Jaskier ma taki
3023:  Jesteś silny i męski i nic innego nie robi, tylko wiecie, 160 na Bicku i cały tydzień, oczywiście w międzyczasie tam sobie pogrywa na tej mandolinie czy cytrze, nieważne, to są jakieś dziwne bardzie atrybuty.
3039:  Wszyscy wiemy, że każdy bard w drużynie RPGowej charakteryzuje się tym, że jest tankiem.
3043:  Więc i następnym razem, jak będziecie na rajdzie w World of Warcraft, to pamiętajcie, żeby wypchnąć na przykład Healera jako tanka, bo to wszystko się zgadza absolutnie w 100%, oczywiście lepszym tankiem będzie Żuk Gnojarz.
3054:  Dziękuję Karol, ci za trybut.
3055:  Powiedz, że pokąsał ich wilk, biały wilk.
3057:  Chciałbym, żeby tak było.
3058:  Co robi Jaskier?
3059:  No prosta sprawa, Jaskier się będzie kłócił z jakąś kolejną niewiastą, którą obłapiał był, ale potem spotka się z...
3072:  Filipą Eilhart.
3073:  I jak spotka się z Filipą Eilhart, no to oczywiście zostanie wmataczony w spisek, prawda?
3078:  Jak to Jaskier.
3079:  Jaskier zawsze się wmatacza w dwie rzeczy.
3081:  Albo to włożenie wieście, albo w spisek polityczny.
3086:  Więc tutaj możecie zobaczyć, jak Jaskier jest zadowolony z tego tytułu.
3090:  Nie odpowiada mi postać Jaskra od samego początku, ale muszę uczciwie powiedzieć, że aktor wcielający się w niego... To jest bardzo znany aktor, poczekajcie.
3101:  John Batty, więc John Batty, którego absolutnie pamiętałem, dobrze się wciela w rolę Jaskra, jest sympatycznie, oczywiście mogłoby być lepiej, na przykład mógłby mieć przynajmniej kostium, albo mógłby być wykastowany tak, żeby przypominał Barda, albo mógłby śpiewać.
3116:  Co ciekawe, w tym sezonie, jak na razie śpiewa Raz, natomiast więcej śpiewa Marks, który, przypominam, został wspomniany przez Jaskra tylko jednokrotnie.
3124:  Filipa Eilhart, która nie wygląda jak Filipa Eilhart, rozmawia tutaj z Jaskrem, wtajemnicza go w spisek z Dick Stroh i scena się kończy.
3133:  Pojawia się oczywiście również Radowid.
3135:  Radowid się musi pojawić dlatego, że Lauren Schmidt-Histrich, którą będziemy od tej pory nazywać Fistech, stwierdziła, że wprowadzi romans Jaskra z Radowidem.
