🔴 Ucieczka z Aquantanamo | GENSHIN IMPACT Livestream #9
🔗 https://www.youtube.com/watch?v=NDXLEV8Fe7s

12:  muzyka muzyka muzyka
3939:  Uwaga, naukowy bełkot, nie muszę nikomu przedstawiać.
3942:  Nick Louis Design.
3944:  To jest bardziej... Filozofia tak bardzo też o filozofii swoją drogą.
3947:  Dami Lee, jedna z najlepszych architektek na YouTubie.
3951:  Bardzo lubię jej słuchać.
3952:  Marcin Przybyłek ma czasem odpływ filozoficzny i też go lubię posłuchać.
3956:  Louis Stevens jest gamingowy, 7 metrów pod ziemią nie muszę przedstawiać.
3959:  Cośka nie muszę przedstawiać, proszę bardzo.
3962:  Ali Abdali, jeżeli chodzi o productivity, to jest guru absolutny i dużo na ten temat wie.
3966:  Kurzgesagt, bardzo dobry kanał popularnonaukowy.
3970:  Gerald Adam, to też jest bardziej o kamerach.
3972:  Joe Scott, Joe Scott to jest kanał popularnonaukowy, taki w takim twardym sensie science'u, dużo o astrofizyce między innymi jest, ale nie tylko.
3981:  Cleo Abram, następna, też bardzo dobra popularyzatorka nauki, dobrze się jej słucha.
3990:  Net of the Rings to wiadomo, raczej jeżeli chodzi o Władcę Pierścieni.
3993:  Wisecrack, świetny kanał filozoficzny.
3996:  Listening In, najlepszy kanał muzykologiczny jaki znam.
3999:  Sam Wit jest naszym moderatorem.
4001:  Pozdrowienia dla Sama.
4002:  Kasi Glandor nie muszę przedstawiać.
4004:  Second Thought, filozofia, głównie jeżeli chodzi o wątki lewicowe.
4010:  Tom Nicholas, socjologia.
4015:  Up Is Not Jump, po prostu to trzeba znać, okej?
4017:  Po prostu trzeba to znać.
4018:  Tom Scott, to też jest bardzo dobry kanał z takimi niesamowicie krótkimi filmami, 4-5 minut zazwyczaj, robione w 100% na jednym ujęciu, co bardzo szanuję.
4028:  Imponium muszę przedstawiać.
4029:  Harris Heller, to jest bardziej pod streaming.
4032:  Mania nauki chyba już nie nadaje, jeśli mnie pamięć nie myli.
4036:  Sci-fun nie muszę przedstawiać.
4038:  Dużo jest tych popularnych naukowych.
4039:  Pop Culture Detective to jest znakomity przykład, jak zrobić dobrą humanistykę współczesną na przykładach współczesnych, również z kultury audiowizualnej głównie.
4048:  Casually explained, po prostu warto znać.
4051:  Tak szybko, jeżeli chodzi o te moje suby... ...edukacyjne, o.
4058:  Z Tekken X?
4059:  Krzysztof, no z Tekken X, no podcast!
4062:  Okej, lubię Emery'u, lubię Tektona i lubię Asmongolda.
4066:  No więc jeżeli podcast robi Emery'u, Tekton i Asmongold, to co miałem zrobić, no?
4070:  Miałem powiedzieć, nie, nie, to ja spojrzę w drugą stronę, jak polscy nauczyciele na reformę edukacji.
4075:  Nie!
4076:  Oni tylko prowadzą zwykłe osłonę w instalacjach odręczności Fortresa.
4081:  Gdzie ten mądry jest Kacper Pitala?
4083:  Też musiał mi umknąć.
4084:  Czy mi cofnęło subskrypcję u Kacpra Pitali?
4087:  Mnie cofnęło subskrypcję u Kac... Mówiliście mi, że coś takiego istnieje, a... Co to w ogóle było?
4096:  Co?
4114:  Co to za żenada?
4118:  Irysława też subskrybuje.
4119:  Autentycznie cofa subskrypcję.
4122:  Wiele razy mówiliście mi, że to się działo na tym kanale, ale mnie się jeszcze to nigdy nie zdarzyło.
4129:  Cieszy się Goku, że rozmowa z Przemkiem się podobała.
4131:  Ja bym jeszcze mógł z nim rozmawiać trzy godziny dalsze.
4136:  W podcaście u Przemka Górczyka pisze Pawełek, mówił się o bingowaniu pracowników przez Amazonę, czy dalej się to dzieje?
4145:  Jest cały film na ten temat.
4153:  Znaczy... No, no, ja sobie tego nie wymyśliłem, tak?
4157:  Znaczy tego, tego się nie da wymyślić.
4160:  To jest w Forbes'ie, moi drodzy.
4163:  No...
4166:  Naprawdę.
4167:  I z tego co pamiętam, prank polegał na tym, że filmowiec stwierdził, że będzie zbierał te butelki z uryną pracowników Amazona, dostawców, którzy nie mają czasu na to, żeby się wysikać.
4178:  Czy coś wam to, moi kochani, przypomina?
4186:  Brak możliwości załatwiania potrzeb fizjologicznych w miejscu pracy?
4190:  Coś wam to przypomina?
4192:  Ktoś nas czasem nie przyzwyczaja do tego, żeby traktować to dobrze?
4200:  No.
4202:  A, i jeszcze, że go dokończę.
4204:  I założenie było takie, że gość
4207:  Zaczął sprzedawać, to oczywiście był performance, zaczął sprzedawać tę urynę w sklepie Amazona i Amazon pozwolił mu założyć sklep z butelkami z uryną.
4217:  On oczywiście nie przyjmował zamówień, tylko wiecie, no nie wysłał ich po prostu wszystkich i potem ujawnił to prasie.
4223:  Czyli Amazon, i taki był efekt tego eksperymentu, prędzej pozwoli wam założyć sklep, gdzie sprzedajecie szczyny i nie będzie tego kontrolował, ale już żeby wysłać AI na pracowników i kontrolować ich co do sekundy, to tak, to wtedy można, ale nie wtedy, żeby ochronić kupujących na przykład.
4239:  Fajne, prawda?
4240:  Dobrze, że są jeszcze tacy dziennikarze, którzy robią takie rzeczy.
4244:  Don't worry, we don't want any time added to our sentences.
4253:  Zdenerwowałem się.
4263:  Jaki jest sens mobbingu, przecież wtedy wszyscy na tym tracą.
4266:  No wiesz, istota żyjąca, sens jest taki, że ludzie przedkładają krótkowzroczne wzrosty nad długotrwałe wzrosty.
4276:  W związku z powyższym wydaje mi się, że jeżeli słupki wzrosną im w danym miesiącu, to będzie lepiej.
4281:  Co ja zawsze mówię o rankingach?
4282:  To jest problem rankingów.
4284:  Ranking pokaże wam krótkotrwały wzrost czegoś.
4288:  Krótkotrwały sukces.
4290:  Rankingi nie służą do tego, żeby planować strategię na 20 lat rozwoju.
4294:  Nie służą.
4296:  Parametry i numery, nie jesteśmy w stanie tego przewidzieć.
4298:  Możemy przewidywać trendy, ale nie jesteśmy w stanie tego zrobić precyzyjnie.
4302:  Więc...
4303:  Okładanie się po głowach precyzją różnego rodzaju milestone'ów, wskaźników efektywności i tak dalej i tak dalej działa w skali krótkiej.
4310:  Dlatego turkusowe zarządzanie w ogóle z tego rezygnuje i bardzo słusznie.
4313:  Bo tego rodzaju hierarchie prowadzą tylko do tego, że macie krótkosławy wzrost, a potem na przykład dwa miesiące później firma wam się rozpada, bo wszyscy pracownicy odchodzą.
4320:  I co wtedy?
4321:  No to wtedy właśnie jest złe zarządzanie.
4323:  I widać ten trafion na białym, jaka metoda zarządzania jest efektywna.
4330:  No, KPI, dokładnie to, co pisze Google Workout.
4337:  Better, faster, stronger, more, more, more.
4343:  Niestety.
4345:  Zresztą YouTube tak samo, prawda?
4347:  Nieważne jest to, czy ludziom się na przykład spodoba jeden film, ma się teraz spodobać każdy w taki sam sposób, następny.
4355:  Każdy ma mieć 100 tysięcy wyświetleń, to jest abstrakcja absolutna.
4358:  Ja się strasznie współczuję młodym ludziom, którzy się potrafią na to złapać i nie mają takiego dystansu do tego wszystkiego.
4365:  Nie potrafią się z tego zaśmiać.
4367:  Albo nie mogą, nie?
4368:  Bo od tego zależy ich życie.
4369:  Whatever.
4369:  Just be sure to wake Paimon if she dozes off.
4372:  Paimon's worried something might happen if you go alone.
4379:  Jeszcze jest to, co pisze SRB, że eksploatacja, wyniszczenie pracownika ma sens dla korporacji, bo i tak płacą im tyle, co nic, a we wrze rosnących cenach bezrobocia szybko znajdą się nowi ludzie na to miejsce.
4387:  Tak, traktowanie ludzi jako kapitału, to sobie wymieniasz w zależności od potrzeb.
4391:  To jest strasznie smutne.
4395:  Czy subskrybowanie Amazon Prime jest moralne?
4398:  Nie lubię przerzucania odpowiedzialności na konsumenta.
4400:  Bardzo tego nie lubię.
4401:  Nie na tym polega skuteczna walka z korporacjami.
4404:  Amazon nie zbiednieje od tego, że jedna osoba cofnie subskrypcję.
4407:  Amazon nie zbiednieje od tego, że 100 tysięcy osób cofnie subskrypcję.
4411:  No niestety, no taka jest smutna prawda.
4413:  Oni operują na takich liczbach, że będą starani sobie to odrobić w kolejnym kwartale.
4420:  Jedyne, co można robić, to nagłaśniać tego rodzaju praktyki i używać różnego rodzaju instrumentów, żeby audytować takie firmy i zmuszać ich do płacenia o wiele, wiele więcej, niż by stracili na cofnięciu 100 tysięcy subskrypcji w wyniku działania aktywistycznych.
4439:  Czy ktoś mi może powiedzieć, co tu się dzieje?
4442:  Child!
4445:  Ale ja go zabiłem już tyle razy i on dalej żyje.
4452:  Okazuje się, że wyparłem dużą część tego questu.
4454:  Napiszę coś, jak on nie chce się skończyć, tak?
4456:  Czy ktoś mi może wyjaśnić, dlaczego nie słyszymy, co oni mówią?
4468:  Skąd ja myślę?
4469:  Dobrze, to są ci trzej przydupasi od tego gościa, który z nami rozmawiał i handlował z nami kuponami.
4475:  Dlaczego nagle znaleźliśmy się wśród ruin Kenrya?
4479:  Ach, to są wspomnienia Childa, pisze Jakub.
4482:  Okej, to wiele wyjaśnia.
4493:  Okej, wyjaśniają nam.
4498:  Filmujemy.
4498:  Jeszcze tylko brakuje, moi drodzy, tego, żeby był czarno-biały.
4506:  Jeszcze tylko tego brakuje.
4511:  Ten quest jest tak nudny, że Krzysztof zapomniał, że w niego gra.
4516:  Nie jest to prawda.
4520:  Oj, oj, oj.
4524:  Ten quest się nawet porządnie nie zaczął.
4525:  Jesteś w jednej trzeciej, pisze MattyMuff.
4527:  Nie, błagam.
4529:  W tym momencie zaczynam przewijać wszystkie nudne dialogi, co w tym miejscu oznacza 90%.
4533:  Zostawiamy tylko te, które dotyczą intrygi.
4537:  Czemu to łóżko jest takie olbrzymie?
4538:  To są, to są pytania, Logol.
4540:  To są kluczowe.
4545:  Faktycznie!
4547:  O nie!
4549:  O nie!
4550:  Wiecie, co będzie ze... Dobrze, wiem, wiem, jak w ostateczny sposób upokorzyć Nahidę.
4557:  Gdzie jest Nahida?
4559:  Chodź tutaj, kaszojadzie, który nie jesteś prawdziwym archontem, dziękuję.
4579:  Przeszłam... Przeszłam spać.
4584:  Spać!
4586:  MAMO!
4591:  To jest... To jest to.
4592:  To jest dokładnie to.
4595:  Dlaczego upokarzać Nahidę?
4597:  Co Nahida zrobiła?
4598:  Co Nahida zrobiła?
4600:  Jest niska!
4604:  Ja bym chciał... Czemu Krzysztof nie lubi Nahida?
4606:  Ja wam wyjaśnię.
4607:  Może ja wam wyjaśnię.
4612:  Ja miałem nadzieję... Ja miałem nadzieję, moi drodzy, że Nahida będzie wyglądać następująco, okej?
4624:  To jest moja nachida, dobrze?
4626:  Nie to?
4628:  To.
4632:  Krzysztof nie lubi niskich postaci w Genshinie, ponieważ... Zobaczcie, jakie jest... Czy to jest normalne?
4643:  Czy to jest normalne?
4645:  Ona nie dość, że nie biega, to jeszcze się chwieje.
4648:  A jak weźmiecie taką Raiden Shogun na przykład.
4651:  Och, za gracja.
4653:  Ja czuję od razu, że to jest Archon, tak?
4655:  To jest Archon.
4656:  Cholera jasna, tak wygląda Archon!
4660:  A nie jakaś cholerna gra w klasy, cholera jasna, no co to jest?
4666:  Człowiek i kased lat, to może jeszcze zdobędzie więcej sił i dorośnie.
4673:  Ej, ale tak w ogóle, to możemy sobie coś przetestować.
4675:  Teraz sobie to uświadomiłem.
4679:  To znaczy, czemu by nie zrobić tak, żeby zamiast Nahidy tutaj była Furina w tym teamie.
4688:  Nie będzie już Hyper Bloom, ale będzie ciekawe.
4692:  Co jest złego w grze klasy?
4694:  Yang nie pasuje do czegoś świata.
4699:  Co, mody na to, żeby Jean była dorosłą Nahidu?
4701:  O, proszę.
4703:  O, proszę.
4706:  Krzysztof, jeszcze jakiś czas temu mówiłeś o tym, że odchodzisz od gęścina.
4708:  No tak, ale teraz wszedł content fabularny, więc Krzysztof wrócił.
4711:  Krzysztof zawsze wraca, jak jest fabuła.
4714:  Cio!
4718:  Gdzie to jest?
4719:  Gdzie to w ogóle jest?
4721:  Czy to jest tu?
4722:  Czy to jest tu?
4723:  To jest tu.
4725:  Jak to enable use the teleport?
4728:  Jak to enable use the... Co?
4733:  Jak ja mam tam przejść?
4735:  Dobrze, ja nic nie wiem.
4740:  Zobaczymy, jak się będzie sprawiał ten team.
4741:  Tylko problem polega na tym, że mamy tutaj Kuki, a Kuki nie leczy całej drużyny.
4746:  Dobrze, rozmontowuję swoją drużynę teraz, to jest bardzo smutne.
4753:  To znaczy, zamiast Kuki tutaj powinna być właśnie nieszczęsna Jhin.
4756:  Ja nie mam żadnego innego healera.
4757:  Gdyby był Bajju, no to co innego, ale nie mam Bajju.
4763:  Nie ma Stinkshota bez ołtarza dla Raiden Shogun.
4765:  To jest najlepsza postać w tej grze, umówmy się.
4770:  Znam Cię.
4770:  Byliście tymi, których widzieliśmy.
4796:  Baiju to jest taki koks?
4798:  Masz na myśli alternatywko z sąsiedztwa to, że jest gruźlikiem i jest spora szansa, że będziemy świadkami tego, jak w którymś momencie wykituje?
4811:  Raiden Shogun już widzieliście, co robi podczas swojego besta wspaniałego.
4816:  Tymczasem Baiju... 200 demedżu.
4828:  Ha, masz głębokość, że się tutaj pojawisz.
4831:  Będziesz lepiej teraz uciekł.
4832:  Nikt tu nie przychodzi, żeby cię uratować.
4835:  Co mówisz?
4835:  Tak, więc co jeśli by oni byli?
4837:  Wciąż nas uratujesz.
4837:  Możemy w każdej chwili stworzyć te rumorowe rzeczywistości.
4857:  To jest jedyna alternatywa dla Jao-Jao jako Dendro-Hillera, jest to prawda.
4861:  Jao-Jao... nie, nie.
4862:  Nie byłbym w stanie nie ugrać.
4864:  Nie muszę ci nic powiedzieć.
4866:  Jeśli wrócisz, wrócisz do dormitory i zareagujesz tak, jakby nigdy nic nie widziałeś, to wierzę, że nigdy tu się nie pojawiłeś.
4875:  Tak, Scram.
4876:  Nic nie warto tu zobaczyć.
4877:  Co?
4878:  Co powiedziałeś?
4883:  Czy to nie dokładnie to, co mówił nasz boss, kiedy uciekł?
4887:  Hej, czy wiesz nasz boss?
4890:  Nie wiedzieliśmy, że nasz boss był takim wielkim problemem.
4897:  Zawsze utrzymywał swoją identytę jako tajemnicę.
4900:  Więc, zaprowadził cię tutaj, żeby nas znaleźć?
4913:  Nie zachęcaj mnie, Catherine Uzumaki, do tego, żebym stał się wielorybem i pozyskał bajżu, bo to w tym momencie jest jedyna opcja, biorąc pod uwagę to, że będzie jeszcze 4 dni dostępny na banerze.
4926:  Nasze wspomnienia się przydają.
4940:  Hmm... W porządku.
4943:  Myślę, że to wystarczy dla mnie.
4945:  Wierzę w Ciebie.
4946:  Wow!
4947:  Twoje marzenia zdecydowanie są w porządku!
4949:  Dajemy mu pracę przez chwilę i zawsze dajemy mu trudny czas, kiedy najpierw przyjechał do fortressu Meripied.
4967:  Ale tutaj, w Fortressie, mocny zawsze otrzymuje respekt.
4972:  Pracował przez najdłuższe godziny, rozprzestrzeniając powietrze w pankracie.
4976:  Zawsze widział, jak niesamowity był.
4979:  Nawet kiedy nauczył nas lekturę.
4980:  Więc w końcu, wszyscy zdecydowaliśmy się na niego podążać.
4988:  Dobrze.
4988:  Wreszcie coś się dzieje, moi drodzy.
4991:  Tak!
4991:  Ecz, chcemy stąd uciec.
4993:  Katrin Uzumaki pisze, że jest uzależniona od Bayrza, odkąd go ma w posta... znaczy, w haremie.
4999:  Hahaha.
5015:  Tak, z tego co pamiętam, Lothrana również jest orędowniczką Bajrzu na streamach.
5020:  Bardzo intensywnie, tak.
5023:  Właśnie na przykład mówi, że należy się na niego nawrócić, widziałem.
5025:  Tak, tak, tak.
5027:  Unfinished Comedy się ciągnie.
5028:  Nie, czyli jeżeli chodzi o world questy, to raczej zrobimy w ten sposób, że... Zobaczymy, co zrobimy.
5034:  Na razie Archon.
5038:  Musisz iść do Narcissian Croids Ordo?
5041:  To tam już byłem, Adamku, co ciekawe.
5045:  Aha, znowu zaczęła wchodzić na wysokie diapazony.
5065:  Cały Archon Quest jest Jakubie, tak, tak.
5067:  Generalnie na streamach priorytetyzujemy Archon Questy i Story Questy, czyli te, które są znarratywizowane, znaczy nie znarratywizowane, a te, które są zvoice actorowane.
5076:  To prowadzi do zamkniętej fabryki.
5078:  I nawet jeśli był sposób uciekania z tamtej strony w ziemię, jesteśmy wciąż zbyt głębi.
5082:  Nikt nigdy nie mogł dotrzeć do powierzchni żywego.
5084:  Ale boss wciąż się wstrzymał.
5085:  To jak gdyby on się o to zaskoczył.
5098:  To się nazywa moi drodzy oddanie w sprawie.
5122:  Oczywiście, ja, ja bardzo lubię Kokomi Fumineko, właśnie mam ją ładnie zbudowaną, znaczy Kokomi jest już wyjściowo bardzo ładnie zbudowana, ale dodatkowo ma znakomite artefakty.
5133:  Znaczy, znakomite.
5139:  Względnie dobre.
5142:  Gdyby wszystko w gęsi miało, były dźwiękowienne dialogi, czy to robiłby 100%?
5145:  Znaczy 100% na Steena, bo ja 100% robię tak czy siak.
5149:  Tak!
5151:  Tak, tak, tak, tak, tak!
5155:  Moi drodzy, za kogo wy mnie, przepraszam, bardzo macie?
5160:  Już w Fontaine mam 100% w dwóch miejscach.
5163:  100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%, 100%,
5185:  Nie.
5186:  Nie jestem chory lotrano, po prostu ja nie znoszę punkcików i numerków, w związku z powyższym stwierdziłem, że trzeba je wszystkie wyzerować.
5195:  Jakim cudem?
5196:  Bardzo prosta sprawa, moi drodzy.
5198:  Jest mianowicie...
5200:  najpiękniejsza rzecz w świecie, a mianowicie interaktywna mapka.
5204:  Jak widzicie, to jest moja metoda.
5206:  W ten sobie sposób odznaczam radośnie coś, co znalazłem, o, i potem jest takie piękne uczucie, jak tego wszystkiego już nie ma na tej mapce interaktywnej.
5214:  O, jakie to jest wspaniałe.
5215:  Używam jej od Sumeru, jak widzicie, w górę.
5219:  Nie używałem jej jeszcze przy Liue i Mondstadt, więc tutaj jestem z siebie dumny i na Zoomie to zrobiłem sam na 100%, a mapką się wspomagam od Sumeru w górę.
5231:  Ale w Mondstadt najtrudniej było mi zrobić 100%, bo tam na samym początku grałem potwornie chaotycznie.
5240:  Żaba!
5246:  Prawdziwy podróżnik odejścia od Krzyżowa do Gęśnina to skończenie Gęśnina.
5249:  Tak, SRB, tak.
5256:  Gdyby tylko była z nami archontka wody, która panuje nad tym żywiołem, hmm... To prawda, Dahlia, to co piszesz jest absolutną prawdą, że zebranie 100% nie oznacza, że macie wszystkie skrzynki.
5277:  Tak jest, zdarzało mi się jeszcze znaleźć coś po 100%.
5279:  Cześć, Soywood, wszystkiego ja milczę i dla ciebie.
5284:  Niemożliwe.
5284:  Wszyscy wiemy, że Boss był niesamowitym piłkarzem.
5286:  Naprawdę?
5287:  Wtedy pozwól mu przesłuchać, od razu!
5288:  Po prostu powiedzcie nam, jeśli dostaniecie jakiegoś wieści o Bossie.
5293:  Jest późno.
5294:  Powinniśmy wyjechać przed tym, jak obywatele przyjdą.
5318:  Można być stachanowcem i robić wgęszczenie ponad 100%.
5320:  O nie.
5324:  Musisz do Knights and Croids Ordu zanieść trzy osoby.
5327:  Ann, Seymour i Caterpillar.
5329:  Aha, z trzech questów.
5331:  Brzmi bardzo skomplikowanie.
5334:  Bo że my umieramy.
5337:  Sleep.
5341:  Ja i Nick sprawiamy czujność.
5342:  Oj Patrycy, zawsze.
5342:  Pod tytuł streama powinien brzmieć ucieczka z Jurnego więzienia zajamniczony.
5350:  Tak, jesteśmy w Jurrenturmie, dosłownie.
5350:  Ty powiedziałeś, że wiedziałaś, że jesteś dźwiękiem.
5352:  Mówiłaś o Fremenie, prawda?
5352:  Jeśli zapytajemy Linii, zdecydowanie pomoże nam Fremenie pomóc.
5354:  Czemu dziecko jest takie?
5355:  Co on robił, idąc w pipy?
5362:  Nie ułatwiało nam pracy.
5371:  Być może Childe jest tak naprawdę flecisto z Pamel.
5374:  Tak dobrze mówię?
5375:  Jezus, flecista z... Ojej, ja teraz to muszę sprawdzić.
5381:  Bo...
5382:  z Hameln.
5383:  Powiedziałem Pameln i od razu moja pamięć zaczęła szwankować.
5388:  Flecista z Hameln to był ten, który wyprowadzał szczury mianowicie.
5392:  Ale finalnie się okazało, że mu nie zapłacono, w związku z powyższym flecista z Hameln zaczął dąć w swoje pipes, stąd mi się skojarzyło, i wyprowadził wszystkie kaszojady z miasta.
5404:  Wiem, dlaczego ta historia zawsze była traktowana jako
5408:  Ze złym zakończeniem.
5411:  To dobre zakończenie jest.
5412:  Nieważne.
5416:  Skazani na Paimon, tak.
5419:  Tak, tak, tak, tak!
5424:  Tak, nareszcie!
5426:  Nieee!
5429:  Nieee!
5431:  Nieee!
5433:  I co za oszustwo, nie robi się takich rzeczy!
5442:  To jest akt czwarty, co się dzieje?
5444:  Bo ja już nic nie wiem.
5445:  Akt czwarty, jesteś w więzieniu?
5446:  Może nie słyszeliście, ale dzisiaj jest tydzień wolny.
5449:  Każdy ma dziś wyjście, co sprawia, że jest to idealny czas, żeby zainwestować się.
5463:  Długo się nie rozmawialiśmy.
5466:  Czy macie jakieś progresy?
5467:  Znajdźmy się w naszym zwykłym miejscu w fabryce przed śniadanie.
5471:  Mam nowe informacje.
5473:  Ooo, dzisiaj jest nasz szczęśliwy dzień!
5476:  Mamy dzień na wycieczkę!
5478:  Z dźwięku tego, Len ma progresy z jego zaskoczeniem.
5481:  Zastanawiam się, co odkrył.
5483:  Hmm... Mamy jeszcze trochę czasu, zanim się spotkamy.
5486:  Porozmawiamy z ludźmi tutaj trochę wcześniej, zanim pójdziemy.
5503:  Przynajmniej dostaliśmy dwa osiągnięcia.
5515:  Zobaczymy, zobaczymy jak z naszymi primogenami.
5518:  Proszę bardzo!
5519:  60!
5519:  Code redeemed.
5522:  Czyli jeden kod zadziałał!
5525:  Dziękuję!
5532:  Co tu się dzieje?
5534:  Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
5557:  Okej.
5558:  Mam wrażenie, że w tej stronie więzienia nie byłem.
5561:  A może byłem?
5562:  Nie byłem.
5563:  Użyłem dwóch kodów.
5564:  Jeden był zużyty Cresho.
5567:  Przestań, dziękuję.
5575:  Wyzywanie niskich nie popłaciło.
5577:  Ty wszystko widzisz, wszystko wiesz.
5578:  Mam jest czarownicą.
5579:  Ostrzega nasza moderatorka.
5587:  Co tu się dzieje?
5587:  Wyglądają tylko na naszą zabawę, to wszystko.
5605:  Mnie chyba najbardziej bawiły questy z salsą.
5609:  To znaczy, za każdym razem jak na interaktywnej mapie był quest z salsą, no nie zgadniecie, ludzie wstawiali salsę.
5616:  Nie pamiętam, gdzie to było dokładnie, bo już mam je poodznaczane.
5620:  Przepraszam, jak?
5624:  Quisto?
5647:  Proszę, uciekajmy z tej Francji.
5650:  Gdziekolwiek.
5653:  Gdziekolwiek.
5654:  W Natlan.
5655:  O, w Natlan musi być jakaś cywilizacja.
5656:  Tam się pali ludzi.
5657:  Będzie na pewno dobrze.
5660:  Naprawdę?
5663:  Jesteśmy tak znani?
5664:  Żartujesz?
5665:  Jak często ktoś otrzymuje osobistą podróż, prowadzącą przez samą grę?
5668:  Praktycznie wszyscy o niej rozmawiali.
5670:  Mówi się, że ty również powodowałeś pewien kurwufel.
5676:  Tak, jest też chłop White z palcem, który wskazuje na screenie coś pięknego.
5681:  Rylock odwołuje się do tego.
5686:  Uwielbiam.
5689:  Czekam na całość sezonu Invincible Jack of Bus.
5697:  Próbowałem tydzień po tygodniu, ale ja nie jestem w stanie.
5703:  Ja jestem Quistot i to jest Lavaroon.
5707:  Ludzie zazwyczaj nazywają nas Bombshell Bros, ale nie martwcie się, my nie gramy w bomby czy czegoś.
5712:  To tylko, że nasza informacja brzmi tak ostrożnie z pamięci.
5715:  Zabijamy miny na zwykłym.
5718:  Więc... wy dwójki naprawdę lubicie gosipować?
5723:  Nie, nie.
5724:  Nie rozumiesz tego.
5724:  Wiem, że inteligencja jest najważniejsza dla ciebie.
5728:  Na przykład, wiesz, kto pracuje z kimś, kto ma najnowsze wiadomości, kto się nie zajmuje.
5733:  Nie chcesz tego wiedzieć?
5737:  Ło, ta cała informacja jest wartościowa, wiesz?
5739:  Powinieneś pokazać, że jesteś wartościowy.
5743:  Victor Winter pisze, że na UMCS i na Wydziale Filologicznym są duchy?
5755:  Jakież to są duchy?
5757:  Czy to są duchy starych pokoleń Polaków, które jeszcze umiały uprawiać naukę?
5761:  O nie, powiedziałem to na głos?
5765:  Nie, ale moi drodzy, jeżeli chodzi o lubelskie uczelnie, to i tak zawsze się wybiera UMCS, pamiętajcie, nigdy tę drugą.
5772:  Różne jedzenie.
5773:  Mów o różnych jedzeniach.
5774:  Dokładnie!
5774:  Dokładnie!
5779:  To jedzenie, które mieliśmy wczoraj było super smaczne!
5782:  Pymon wciąż może go smakać!
5786:  Czy tak jest?
5787:  Żeby ci powiedzieć prawdę, pomagałem w robieniu tych różnych jedzeń.
5791:  Pracowałem jako asystent w kuchni przez około miesiąc i pół.
5794:  Natlan będzie bardzo super, ponieważ będzie tam Archon Ognia, Adamek.
5797:  Czy ktoś wie jeszcze, ile będzie regionów w Fontaine?
5801:  No bo jeżeli jesteśmy w wersji 4.2, no to wydaje mi się, że przynajmniej jeszcze jakieś 2-3 regiony powinny być.
5810:  A to znaczy, że mamy sporo szans na skolekcjonowanie dużej liczby Primogemów, a to jest potrzebne, ponieważ mój Archon Ognia będzie na C6, musi być.
5820:  Ma być tylko jeden jeszcze region?
5827:  Oh, więc ty jesteś tym, kto zrobił te smaczne stawki.
5832:  Niesamowite!
5832:  Możesz być profesjonalnym szefem!
5835:  Masz rację.
5836:  Jestem prawdziwym profesjonalistą.
5839:  W rzeczywistości, nawet poszedłem do szkoły kultury.
