Każdy. Pytajnik. Na. Południu. Skellige — WITCHER 3 Livestream #23
🔗 https://www.youtube.com/watch?v=2H4-hKZWIMM

3:  Witajcie.
5700:  Przypomina mi... Przypomina mi liniowce z Verticala Rafała Kosika.
5708:  JoJo's Bizarre Adventure, pierwszy sezon.
5711:  Tak, eee... Vivat CD Projekt.
5719:  Wojna Światów Vibe.
5720:  Tak, tak, kurczulo, witam swoją drogą serdecznie.
5722:  Czy ta nienawiść, którą żywię do szkolnictwa wzięła się od pewnego momentu, czy to był proces?
5726:  To był proces.
5727:  I nie jest to nienawiść, raczej głęboka niechęć, frustracja i zdenerwowanie faktem, że nikt z tym nic nie robi i... Wiecie co?
5736:  Mam ochotę to olać, ale jeszcze dam szansę.
5740:  Frustracja ta się głównie bierze z tego, że no moja rodzina działa w dydaktyce od lat i to nie jest tak, że tego rodzaju rzeczy są od wczoraj.
5751:  Tylko mówi się o tym i mówi bardzo długo już i nikt z tym nic nie robi.
5756:  I zaczęło we mnie kiełkować takie przekonanie, a co jeśli, Krzysztof, co jeśli najgorszy scenariusz jest najbardziej prawdopodobny?
5763:  To znaczy scenariusz, w którym ludziom tak naprawdę na tym nie zależy.
5769:  I tak.
5770:  I to sprawia, że... I to sprawia, że... Że rośnie we mnie taka gula.
5782:  Nie wahajcie się natomiast przed skargami na prowadzących, bo nie należy tego rozpatrywać nigdy jako... jako donosów, okej?
5793:  Donosów to ja sam nie lubię.
5795:  I jak miałem kiedyś praktyki w szkole podstawowej, właśnie donosili na siebie ludzie, to ja udawałem, że tego nie słyszę.
5803:  Ale jeżeli chodzi o wykładowcę, to pomyślcie o tym w ten sposób, że to jest działanie na rzecz przyszłych pokoleń studentów, okej?
5812:  I dzięki temu, że to powiecie, to przyszła grupa nie będzie mieć problemu.
5817:  No i to jest, moi kochani, zwłaszcza adekwatne w odniesieniu do takich rzeczy jak chociażby mobbing czy molestowanie seksualne.
5827:  No to jest wręcz, powiedziałbym, etyczny i moralny obowiązek, żeby wtedy, kiedy już się nie boimy, poinformować o tym.
5839:  Czy jest szansa, że Wiesiek przebije popularnością Gry o Tron?
5841:  Jeżeli będą szli w dobrym kierunku, a nie w poprawnym politycznie, na siłę, tylko, to tak, oczywiście, że tak.
5850:  Jest jeszcze szansa, że to jest gdzieś tutaj.
5856:  Szakłak, świetnie.
5862:  Dobry wieczór, witajcie wszyscy.
5864:  Jestem w czwartekresie technikum i gdy wspominamy o nauczaniu zdalnym, pisze Marcel, czy nauczyciel, który prowadzi lekcje na temat tworzenia stron, to w ogóle powtarza, że to jest nienaturalne i bez sensu.
5873:  Wiecie co, jak zawsze, polecam wtedy tę odpowiedź, którą ja miałem dla nauczyciela fizyki, który mi powiedział, że ale gry wideo zabijają.
5881:  O, jest głos Hugo.
5882:  Mówiłem, że 15 minut minimum.
5885:  Mianowicie powiedziałem mu, tak, proszę dowód.
5889:  Jeżeli to jest nauczyciel przedmiotu technicznego, to dowód.
5892:  Dowód, źródło, badania, numer strony, dowód.
5897:  A, i następnie jeszcze najlepiej byłoby wspomnieć o tym, czy to są badania z wiarygodnego źródła, czyli na przykład nierobione przez towarzystwo psychologiczne, które lobbinguje na rzecz zakazu gier wideo w, nie wiem, Chinach.
5910:  Minąłem skrzyneczkę na górze, tam jest skrzyneczka?
5913:  Gdzie jest skrzyneczka?
5914:  Czemu ja jej nie widzę?
5918:  Gdzie jest skrzyneczka, panie karmazynie?
5922:  Była skrzyneczka?
5923:  Czemu ja jestem ślepy?
5928:  Gdzie?
5929:  Aaa!
5933:  Głupi Krzysztof.
5936:  Głupi, tępy Krzysztof.
5940:  Jeszcze łódeńkę mamy naruszoną.
5945:  Ale z jakiegoś powodu Głódeńka tego nie rejestruje.
5948:  Uuu, rejestruje.
5950:  Głódeńka jest czerwona.
5957:  Zależy jaki donos w sumie, bo jeśli ktoś komuś realnie robi krzywdę, to nie jest to donos też.
5961:  Tak uważam, absolutnie.
5962:  Nie, nie, to były donosy typu, że a, bo kolega mi coś robi, nie no, przezywa, wiecie, tego typu rzeczy.
5969:  No, spokój, to jest śmieszne.
5971:  To z tym trzeba sobie poradzić, natomiast jeżeli ktoś komuś robi krzywdę fizyczną albo jakoś napastuje, to wiadomo, wtedy co innego.
5978:  Koniec herbatki, co za smutna sprawa.
5982:  Nie mów tak o sobie.
5987:  Nie można nic powiedzieć, a w dodatku... A, Anarus kontynuuje, że nie można nic powiedzieć, a w dodatku, jak telefon zadzwoni, to wszyscy przestają pisać.
5993:  Tak samo jak zegarek zapika, też przestają pisać.
5995:  Czyli jest tak, jak rozumiem, że jeżeli jest jakiś dźwięk na sali podczas egzaminu, to anulowana jest egzamin?
6002:  Na jakiej podstawie?
6003:  Bez sensu.
6005:  Okulary Paniglary.
6006:  Tak, wiem, powinien nosić okulary.
6008:  To jest święta prawda.
6010:  A ściśle mówiąc, jakiś skaner, który by mi pokazywał, co gdzie jest.
6014:  O, kontrabanda na odmianę.
6017:  Jakie są... Czy są szanse, że spieprzę postać Pana Lusterko w serialu?
6021:  Duże?
6022:  Ooo!
6024:  O, jak miło!
6026:  Bug!
6027:  Nie da się nurkować.
6028:  Moi drodzy, przygotujcie się.
6034:  Jesteście przygotowani?
6037:  Odczarowanie umy nie było łatwe, ale powiodło się dzięki połączonym wysiłkom Yennefer i wszystkich Wiedźminów.
6045:  Okazało się, że najbrzydszy człowiek...
6065:  W ramach edukacji czy miałem styczność z Angeliką M. Talagą?
6068:  Pokazuje alternatywne sposoby nauki.
6070:  Nie, nie miałem.
6071:  W razie czego link nie obrażę się.
6075:  Uma, uma, uma, uma.
6078:  Pan Lusterko, jeżeli Pan Lusterko będzie w serialu i nie będzie grany przez aktora, który go dubbinguje, to będzie to tragedia.
6088:  Czy ja kiedyś zapamiętam, że muszę orkę zażyć?
6094:  Co do tego nauczyciela od stron, o którym wspominałem, ale nie rozwinąłem tematu.
6098:  A, to on nie otwiera w swojej opinii na badanku, po prostu jemu taki tryb nauczania odpowiada i kropka, koniec dyskusji.
6103:  No ale w nauce nie ma czegoś takiego, że kropka i koniec dyskusji, tak?
6107:  W nauce trzeba wyspowiadać się z tego, czy się ma rację, czy się nie ma racji, no sorry.
6113:  Jeżeli ktoś ma jakieś preferencje, to spoko, tylko wiecie, jaka jest charakterystyka preferencji, to znaczy ma się samemu jakieś preferencje i się ich nie narzuca.
6122:  Na przykład ktoś może mieć preferencje heteroseksualne i fajnie, żeby nie narzucał ich jako normy, tak?
6130:  Albo ktoś jest mężczyzną i ma takie, a nie inne przywileje i fajnie, żeby nie traktował tego jako normy, bo nie jest to norma.
6137:  Albo ktoś jest biały i ma takie, a nie inne przywileje, bo jest w Europie, gdzie nie ma problemu z rasizmem, też takiego jak w innych krajach i niech nie narzuca tego jako normy i tak dalej, i tak dalej.
6147:  Narzucanie z preferencji jako normy to jest problem.
6150:  Jak zacząłem publikować czasopisma Pytam Monika, to dostawałeś jakieś przykładowe tematy, czy proponowałeś własne, a redakcja się zgadzała?
6155:  Zawsze proponowałem własne.
6156:  Nigdy nie zdawałem się na to, że ktoś mi coś zaproponuje, aczkolwiek pamiętajcie, że w czasopismach naukowych jest taki tryb, że ogłasza się tak zwane call for papers, czyli zew artykuły, abstrakty, whatever.
6169:  Polega to na tym, że jest jakiś temat wiążący dla całego numeru i naukowcy muszą dostosować to, czym się zajmują, do danego tematu.
6177:  Czyli na przykład, gdyby był temat, nie wiem,
6182:  prześladowania mniejszości seksualnej, załóżmy, akurat teraz podjąłem ten temat, no to wtedy bym starał się pokazać, no nie wiem, chociażby The Last of Us part one albo, znaczy part two, albo
6194:  Albo, Boże, kto jest ta gra, której tak szukam intensywnie w tej chwili w pamięci?
6199:  Dzieje się w szkole.
6201:  Life is Strange 1 i 2.
6203:  I wtedy piszę dalej o grach wideo, ale nawiązuję do tematu.
6207:  Natomiast zasada jest zawsze taka, jak się pisze teksty, że zawsze pisze się w teksty, kiedy ma się coś samemu do powiedzenia.
6212:  Nie czekamy na to, aż ktoś nam coś powie.
6214:  Dlatego też uważam, że jest skandalem to, że prowadzący na seminariach dyplomowych narzucają tematy.
6221:  To jest antynaukowe.
6223:  Nie wolno tak robić.
6224:  Temat ma wymyślić sam student.
6227:  Narzucony temat jest bez sensu.
6232:  Czy też nie mogę się doczekać serialu Władca Pierścieni?
6234:  Pyta Baba Jaga.
6235:  Problem polega na tym, że jak obejrzałem The Will of Time i zobaczyłem niedostatki budżetowe, to zacząłem mieć taką rosnącą, czarną rozpacz w sobie.
6245:  A co jeśli?
6246:  Co jeśli Władca będzie zrobiony też na...
6252:  kiepskim, klepawym budżecie.
6254:  No, to nie będzie dobre wtedy.
6260:  Co myślę o prowadzeniu zajęć z walki w szkole?
6262:  Najlepiej nożem, przymiotem albo strzelstwem.
6264:  Uważam, że ja jestem osobiście sposobiony raczej pacyfistycznie.
6269:  Wolę szermowanie słowem, więc mnie się nie do końca to podobałoby, ale jeżeli to byłyby zajęcia pozalekcyjne, to nie mam z tym żadnego problemu.
6277:  Ale znowu uważcie, że to jest narzucanie komuś jakiegoś światopoglądu.
6281:  To znaczy, no właśnie, ktoś może być pacyfistą i dlaczego musi się zgodzić na to,
6287:  No nie musi, tak?
6288:  Rozumiem, że zajęcia z samoobrony to byłoby coś znacznie lepszego, bo to by się przydało faktycznie, ale trenowanie w technikach walki to zostawmy dla ludzi, którzy tego po prostu potrzebują lub chcą.
6298:  I znowu też nie demonizujmy, tak?
6299:  Znaczy ja nie jestem człowiekiem, który mówi, że to jest niepotrzebne.
6302:  Mówię po prostu, że to jest coś, czego ja bym sam nigdy nie robił.
6306:  I byłbym bardzo zły, gdyby ktoś mi nakazał.
6311:  Wspomniałem wcześniej o Margonem, pisze HahaFever, ale nie rozwinąłem tematu.
6314:  Gra katowickiego Garmory, przyglądalakowy MMORPG z 2009.
6317:  Pisze o nim, bo dla wielu to jest to gierka z dzieciństwa.
6321:  To ja nie grałem w nią, niestety.
6322:  Może dlatego, że ja omijałem MMORPG i ze wszystkich grałem tylko w World of Warcraft i w The Elder Scrolls Online.
6334:  Jaką generalnie mam opinię na temat Gwiezdnych Wojen?
6336:  Niby kultowa sokowirówka, jednak historia napisana z niebotycznym zrozumieniem narracji.
6340:  Ja uwielbiam Gwiezdne Wojny, jedno z moich ulokochanych uniwersów.
6343:  Zawsze byłem raczej Gwiezdnowojnistą niż Trekistą.
6347:  Sorry.
6350:  Tutaj podróżujemy teraz.
6352:  Ochydna.
6354:  Kolejna Ochydna.
6356:  Nowy Władca na brak hajsu narzekać nie może?
6359:  Zobaczymy.
6361:  Wheel of Time miał podobno gigantyczny budżet.
6364:  No nie wydaje mi się.
6366:  W każdym razie to nie wygląda.
6368:  Nie wiem, w co został... Troloksy zostały przedstawione mniej więcej tak samo zręcznie jak kitowcy w Power Rangers.
6377:  Czy brak szermierki w szkole nie jest narzucaniem pacyfizmu?
6380:  Nie, bo pacyfizm jest postawą aktywną, a nie pasywną.
6383:  Więc jeszcze brak czegoś nie oznacza, że to jest aktywne promowanie tego.
6388:  Jeżeli byłyby lekcje z zakresu niebronienia się w momencie, kiedy ktoś jest zaatakowany, to brędzej, tak?
6398:  No jestem bardziej Star Warsowy niż Trekowy, co poradzę, zawsze tak było.
6405:  Prequele Gwiezdno-wojenne to złoto światotwórcze, w pełni się zgadzam, ale średnio pod względem historii, tak jest, tak, to jest problem Gwiezdno-wojennych prequeli.
6412:  Z sequelami mamy kłopot z głowy, ponieważ sequele są beznadziejne pod względem światotwórczym, jeszcze gorsze pod względem historii.
6423:  Co do egzaminu, kontynuuje Aranus, nie można wydać dźwięku, a na ławce można mieć tylko jeden długopis, koniecznie czarny, jak będzie niebieski, to egzamin nieważny.
6430:  To jest przykład kolejny z wielu na to, że jakie są priorytety, tak?
6434:  Znaczy, priorytetem nie jest to, żeby ludzie zdali, żeby ludzie się czegoś dowiedzieli, tylko problemem, priorytetem jest to, żeby walczyć z mitycznym ściąganiem.
6442:  Witam Antares, dzięki za pozdrowienia i pozdrowienia także dla Ciebie.
6446:  Czy lubię filmy o Indianie Jonesie?
6447:  Tak, tak.
6448:  W ogóle lubię kino Nowej Przygody, więc dlatego też to umiłowanie do Star Warsów, bo Star Wars i Indiana Jones są bardzo do siebie zbliżone.
6456:  Właśnie w tym, że to jest kino Nowej Przygody.
6458:  Mumia!
6458:  Następne rzeczy, które kocham.
6460:  Boże, mogę Mumię co roku oglądać.
6464:  Czy wiadomo, o czym będą następne filmy ze Star Wars?
6465:  Znaczy, chodzi fama, że Rian Johnson ma robić trylogię osadzoną w okresie Starej Republiki.
6472:  Nie wiem, co mnie bardziej przeraża.
6474:  To, że chcą zrobić filmy o okresie Starej Republiki i zrobią to na pewno źle, czy to, że zabiera się za to Rian Johnson, który otwarcie mówi, że chce trollować uniwersum Gwiezdnych Wojen, jest świetnym reżyserem, żeby nie było.
6485:  Reżysersko The Last Jedi jest świetny, ale to, co tam się dzieje z perspektywy uniwersum, to jest po prostu jakiś dramat.
6492:  Ulubiona postać ze Star Wars, z Legendarium, Darth Nihlus, Darth Bane, z Kanonu.
6500:  Look!
6509:  Proszę, popatrzcie na nick uważnie.
6511:  Aranus, przepraszam, przepraszam.
6513:  To są małe literki, a jak już ustaliliśmy... Mam słaby wzrok.
6521:  Mumia oglądana była w piątek przez Hefester.
6523:  Jak zaczęły owijać typa na tym wykładzie u ciebie, to miałem flashbacki.
6529:  Tak, bo na wykładzie na AGH był mój serdeczny kolega z wydziału fizyki, oklejany taką folią, z której później próżniowo było wyciągane powietrze.
6540:  Nie pytajcie, fizycy robią niesamowite rzeczy.
6543:  Gdybym ja miał tak robioną fizykę w szkole, jak jest robiona fizyka doświadczalna na studiach, bogowie.
6551:  Nasza fizyka polegała na tym, że przepisywaliśmy wzory z podręcznika.
6555:  Ale się nauczyłem fizyki!
6557:  Panie!
6559:  Ale nauka była!
6561:  Tak dużo się dowiedziałem!
6564:  O!
6565:  I był taki śliczny podręcznik nowej ery i wiecie, tam w tym podręczniku były takie...
6571:  Uśmiechnięte dzieci, ojo, jak patrzyłem na te uśmiechnięte dzieci na ilustracjach, które przeciągały linę na przykład przy zasady dynamiki Newtona, o Boziu, jak ja się wtedy chciałem uczyć, jak widziałem te uśmiechnięte dzieci, ojo!
6593:  Co tam doświadczenia, co tam zobaczyć coś na stole laboratoryjnym, co tam pamiętam, akurat jak byłem w szkole podstawowej, mieliśmy jeszcze taką starą pracownię fizyko-chemiczną, gdzie były rurki takie do doświadczeń chemicznych i tak się jaraliśmy z kumplami.
6610:  O, popatrzcie, będą wybuchy, fajnie, co, jak będzie, będziemy kwasy łączyć, polewać coś, aha, a potem było.
6619:  Zadania ze zbioru Krzysztofa Pazdro.
6622:  Na następny tydzień proszę rozwiązać zadania ze strony 42.
6626:  Za zadanie z gwiazdką będzie ocena bardzo dobra.
6631:  Bez zadania z gwiazdką będzie dobry i kop w dupę.
6634:  Świetnie.
6635:  Świetnie.
6636:  Na Polskim Liceum Broniska mówiła, że mój argument jest nieprawidłowy, bo nie pokrywa się z kluczem wypowiedzi.
6642:  Niech to wybrzmi, ponieważ moi serdeczni koledzy uważają, że kluczy już nie ma.
6652:  Chodzisz w borze na śmieci, najlepsza rzecz na świecie, jestem największą fanką, pisze Urszula.
6655:  No, było fajnie.
6656:  Perdiuk dodaje, na seansie Dune'a, podczas ataku na stolice Arraki, już się świadomiłem sobie, jak Star Warsy są już dla mnie nieprzyswajalne.
6664:  4 i 6 trochę się zestarzały, jeden trzymał dziury fabularne.
6668:  No, czuć już tę papynę na częściach od 4 do 6, to faktycznie czuć, czuć.
6678:  Czy z tym legendarnym ściąganiem przypadkiem nie walczy pokolenie, które miało komitet kanapkowy na krematurach?
6682:  Mamo mi kiedyś o czymś takim opowiadała.
6683:  Nie pamiętam, o co chodziło z komitetem kanapkowym.
6690:  O, cześć Marku, cześć.
6691:  Marek ma pytanie, czy najważniejszym dziełem polskiej fantastyki naukowej jest Kapitan Bomba i muszę ze wstydem przyznać, że nie znam.
6698:  Powinienem był, a już dużo ludzi poleca i muszę nadrobić wreszcie.
6704:  Nie lubisz srebra, co?
6705:  Powiedział Geralt, strzelając do syreny z kuszy.
6710:  Z matmym był jeszcze zbiorek kiełbasy, to tego nie kojarzę.
6714:  Jakie doświadczenia, u nas sprzęt miał z 50 lat, nawet magnesy nie działały.
6717:  I dlaczego, dlaczego nauczycielka w 7 metrach pod ziemią nie powiedziała na przykład o tym, tak?
6724:  Ja rozumiem, że jak się jest polonistką, no to najważniejsze jest kreda i tablica, ale sorry, są priorytety, tak?
6730:  Komputery, pracownie komputerowe, pracownie fizyczne, pracownie do eksperymentów, wszelakiego autoramentu.
6736:  Na co drugim serialu amerykańskim jest sekcja żaby, tak?
6742:  Dlaczego to jest pokazane?
6743:  Nie, bo fantazja jest taka?
6745:  Nie!
6747:  Jeżeli się chce zachęcić człowieka do czegoś, to trzeba mu to pokazać doświadczalnie.
6752:  Na tym polega sukces wielu kanałów naukowych na YouTubie.
6755:  Puszczam wam z powrotem przegapicie, jak strzelam z kuszy do syren.
6759:  Jak można nie znać Kapitana Bomby?
6761:  Jak?
6762:  Tak.
6765:  Pazdro jeszcze istnieje?
6766:  Naprawdę?
6767:  Ewa pisze, że miała 30 lat liceum, a już wtedy to było stare.
6777:  Żeby nie było, ja kocham kanał 7 metrów pod ziemią.
6780:  Po prostu uważam, że prowadzący, czyli Rafał Gębura, mógł do tego podejść trochę inaczej.
6788:  To znaczy na przykład wziąć nauczycielkę z wiejskiej, niedofinansowanej szkoły, a nie typową nauczycielkę młody, wykształcony z wielkich ośrodków ze szkoły prywatnej, która odeszła z edukacji, nawiasem mówiąc, publicznej, jak wielu nauczycieli,
6804:  oczywistym celu do szkoły prywatnej, tak?
6806:  Więc ma zupełnie inną perspektywę i będzie też o zupełnie innych rzeczach mówić.
6810:  Alternatywnie, zaprosić kogoś ze szkoły waldorskiej, albo kogoś zajmującego się edukacją domową, albo kogoś pracującego w szkole Montessori, jest mnóstwo rzeczy, które są warte popularyzacji, a my wszyscy znamy perspektywę młodej, ambitnej polonistki, której się chce i tylko ten system ją tak nega.
6828:  My to znamy, to jest wyświechtane, to było nawet w dniu świra.
6832:  Jest to wszędzie.
6837:  Skoro podobały mi się filmy o Indianie, to czekam na film Uncharted, bardzo, bardzo czekam.
6842:  Widzicie, że nie robiliśmy zapisu jakichś nie wiadomo ilu.
6850:  O pytania, gdyby... Swoją drogą, pytania od widzów, to był eksperyment, który miał kiedyś Rafał Gębura, ale tylko raz, był na żywo odcinek.
6859:  I miałem wrażenie, że one były wcześniej sprawdzane.
6869:  Szkoły, nie korzystajcie z komputrów, garbicie się, psujecie wzrok, nie wychodzicie na powietrze.
6873:  Gdyby ekrany psuły wzrok, to już byłbym ślepy.
6876:  Także szkoły, garbcie się nad tą książką w butelku 8 godzin i ani myślcie podnieść wzrok.
6880:  Tak, to jest mit, to jest straszny mit swoją drogą o tym, że komputer psuje oczy.
6887:  Wiecie z jakich czasów jest ten mit?
6889:  No mniej więcej tych, kiedy ekrany były kinetoskopowe i faktycznie wpatrywanie się w coś takiego dłużej było bardzo złym pomysłem.
6897:  Natomiast obecnie, czy mi się uda zawrócić?
6899:  Chyba tak.
6901:  Ja pierwsze, co zrobiłem, to zainwestowałem w monitor, który ma całą możliwą technologię, która sprawia, że jest mniej męczący dla oczu.
6909:  I druga kwestia, zawsze staram się przed takimi dużymi posiadówami przed kompem wyjść na zewnątrz.
6915:  Jest też taki sposób, żeby zmienić ogniskową i popatrzeć sobie na zielone w dal.
6920:  Jest mnóstwo różnych sposobów i to jest wszystko kwestia higieny bardziej, natomiast nie jest tak, że to niszczy wzrok, bo tak.
6931:  psuje wszystko, co jest nam w jakiś sposób szkodliwe.
6934:  Trzeba zadać sobie pytanie dlaczego.
6937:  Czy najbliższy Life's War Hammera będzie grany z zielonoskórymi?
6940:  Nigdy nie zagrałem z zielonoskórymi.
6942:  To jest rasa, którą zagrałem raz w życiu.
6944:  Jestem z nią tak niepogodzony.
6946:  Orkowie służą do tego, żeby ich wybijać.
6950:  Powiedział Krzysztof w obrzydliwy sposób, sugerując, że jakaś rasa w świecie fantasy wymaga ksenocydu.
6962:  Co to sekcje?
6962:  U mnie w biologii były sekcje.
6964:  Uuu, proszę, proszę.
6966:  Czyli zbywają w Polsce.
6967:  Kto by pomyślał?
6970:  Fundacja Według Asimowa, Krukich68 dopytuje.
6973:  Ja oglądam cały czas z tygodnia na tydzień.
6975:  Teraz będzie finał.
6977:  Jeszcze przede mną jest i...
6980:  Trochę lepiej niż przy The Wheel of Time, ale tylko trochę.
6983:  Jest bardzo ładna wizualnie, natomiast spaprana jest fabuła kompletnie, moim zdaniem.
6988:  Jak ja mówię, że jest spaprana fabuła i nie zwracam uwagi na fabułę, to wyobraźcie sobie.
6998:  Okej, czy to jest to?
7001:  Oczywiście, że nie.
7003:  Oczywiście, że nie.
7004:  To będzie na pewno gdzieś indziej.
7009:  Ja kilka lat temu chodziłem do szkoły i piszczakami były monitory kinetoskopowe.
7013:  Przypomnę, że byłem w klasie informatycznej, więc wiem, czemu niektórzy nauczyciele wierzą w ten mit.
7017:  A, okej.
7018:  Okej, no nie powinno być takich monitorów.
7022:  Znaczy to jest, to jest proszenie się, to jest proszenie się o problemy.
7027:  Dlaczego, dlaczego nie możemy zanurkować?
7030:  Dlaczego... Geralt?
7032:  Geralt?
7033:  GERALT!
7036:  Pathologic?
7037:  Nie było grane.
7040:  Czy uczeń mnie kiedyś strollował?
7041:  Co to znaczy?
7042:  Znaczy wiem, co to znaczy strollował, ale w odniesieniu do ucznia nie rozumiem, co to znaczy.
7050:  To jest to, czy to nie jest to?
7055:  A, może tutaj.
7060:  Jak okazuje się, że trzeba po prostu wszystko zlutować tutaj w okolicy, to jest oczywiście możliwe.
7067:  Tak, oczywiście, że tak.
7072:  Wiecie, jeżeli chodzi o oślepnięcie, to jak dotąd Johann Sebastian Bach wsławił się tym, że oślepł czytając książki przy świetlce, więc póki nikt nie oślepł od gry wideo, a nie znam takiego przypadku i nie był opisywany nigdy, to sorry, w dalszym ciągu książki są bardziej szkodliwe, to jest piękne.
7091:  Tak samo, jeżeli chodzi o death toll największy, mamy w przypadku cierpień młodego Wertera, jak dotąd, kilkadziesiąt przypadków samobójstw, natomiast gry wideo nigdy.
7104:  Czytałem, że lubię się sycić technikaliami innowacyjnością narracyjną, ale z wiekiem doceniam fabułę, pisze Nukedaddy.
7112:  To polecam, jeżeli nie znasz oczywiście, to polecam Imię Wiatru Rotwusa, jest przepiękne.
7117:  Wiecie co, ustawiam sobie może znacznik, dobrze, działa.
7121:  Jeszcze trochę i będziemy mieli większość znaczników za nami.
7127:  Niemy Michałek, który tak długo żył w Gumerze Oślepu, haha.
7133:  Tak, to mi przypomina.
7134:  Witamy gazowane mleko.
7135:  Jak dzień mija?
7136:  U mnie dzień załamki psychicznej.
7138:  Moi kochani, standardowy nasz sposób na to, żeby osłodzić przynajmniej odrobinę i ocieplić dzień, tym razem dla gazowanego mleka.
7146:  Zajamniczcie czaty, trybutariusze.
7148:  Niech się zajamniczy.
7153:  O, jak dziękuję.
7159:  Nie polecałem książek, które nie mają zakończenia od kilkunastu lat.
7162:  To jest moja pułapka, żeby było więcej fanów Patricka Rothfusa, którzy będą cierpieć tak samo jak ja!
7174:  Piękny widok.
7175:  To jest, to jest przepiękny widok.
7180:  Czy powiem coś więcej o Fundacja Simowa od Apple'a?
7182:  Tutaj akurat będzie recenzja, więc na razie się wstrzymuję, aż zobaczę całość.
7190:  Wpływ wzroku jednak jakiś jest, przy wpatrowaniu się monitor zmniejsza się częstotliwość mrugania i częściej występuje efekt suchego oka.
7195:  Od czasu kiedy zmieniłem monitor na obecny nie miałem ani razu tego problemu, ale przyznaję przy niektórych LCD-kach miałem.
7201:  Więc to jest kwestia monitora moim zdaniem.
7205:  Ja miałem bardzo duże problemy z oczami, więc jestem dobrym adresem do testowania tego.
7210:  Ja miałem przez lata całe zapalenie spojówki i rogówki.
7214:  i nie mogłem się w ogóle tego pozbyć.
7216:  Żeby było śmieszniej, wiecie kiedy miałem zapalenie spojówki i rogówki?
7219:  Jak nie miałem w domu komputera.
7225:  Dlaczego jak zjemy ogórki kiszone, Zgonuk pyta, i przepijemy mlekiem, to mamy problemy żołądkowe?
7232:  Jak zjemy ogórkę ogórkową, która też jest zabielana, to nie ma takich problemów.
7236:  Czy na sali jest biolog, który umiałby to wyjaśnić?
7239:  Niestety mnie na biologii uczono budowę pierwotniaka, więc Wam nie pomogę.
7242:  A uczono też o fasolkach Mendla, czy jak on się tam nazywał.
7250:  A może to nie były fasolki?
7251:  Fasolki to chyba były wszystkich smaków Bertiego Botta.
7254:  Jeszcze raz Krzysztof pamięta lepiej rzeczy, które są z lore, fikcyjnego świata niż rzeczywistego.
7261:  To jest... monitory Asusa mają to, z technologią iCare, które na mnie działają dobrze.
7271:  To był groch... groch Mendla!
7274:  No wiedziałem, że coś okrągłego i zielonego, no!
7277:  Nie wymagajcie zbyt wiele!
7279:  Fasolki wszystkich smaków Mendla!
7283:  J. Christoph nieznany mi jest Hefesion, a co pisze?
7288:  A, budowa Turkucia Podjadka.
7290:  Było coś takiego też.
7293:  Krzysztofie, powiedz mi, przekaż tajną wiedzę.
7295:  Jak mam zdać egzamin zawodowy z Mechatroniki w momencie, kiedy mojego nauczyciela z lekcji zawodowej nie ma już piątej dziennie?
7299:  Wcześniej miałem COVID.
7300:  Uuu, straszne.
7303:  Ciężka sprawa.
7304:  Znaczy, przede wszystkim bym zadbał o to, żeby ktoś gdzieś robił zastępstwa za tego człowieka, a poza tym uderz w sieć i w grupy dyskusyjnej i dopytaj się.
7313:  Na pewno ktoś miał też taki problem jak ty.
7316:  Ja szczerze coś chciałem zrobić.
7318:  W zupie nie ma mleka, a śmietana.
7322:  Poza tym zupa jest gotowana, a temperatura wybija kultury bakterii.
7326:  Wyjaśnienie naukowe nagrusa naszego problemu z zupą i kefirem.
7331:  Czy mógłbym polecić jakąś orgię światotwórców, rodzaju kronik Amberu Zylaznego?
7339:  Jeśli ci się kroniki Amberu podobały, to myślę, że Pamięć smutek cierń Tada Williamsa, ale lepiej jeszcze Marchia cieniata tegoż autora.
7348:  Myślę, że będziesz zadowolony.
7352:  No, przecież nimi zgenderowałem.
7356:  Czy oglądam anime?
7357:  Tak.
7357:  A jakie są moje ulubione i czy oglądam Attack of the Iron Titan?
7360:  Tu drugi raz tak.
7361:  Ulubione.
7363:  Wciąż będzie to fejt, o którym stale mówię?
7369:  Ale... Ale nie wiem, czy... Znaczy, nie wiem, czy Castlevania można zaliczyć, ale... No, tak szczerze, to...
7378:  Solidny kandydat do mojego ulubionego.
7382:  Znaczy, zawsze zaznaczam, ulubione to jest coś, co bym obejrzał jeszcze raz.
7388:  Tak jest w przypadku Castlevanii.
7389:  Mógłbym to oglądać wiele razy.
7392:  Na przykład Ergo Proxy też mógłbym oglądać wiele razy, więc na pewno też.
7398:  Fullmetal Alchemist też obejrzałem parę razy.
7400:  Ze studentami uwielbiałem oglądać.
7402:  Prowadziłem jeszcze warsztaty kulturoznawcze, teraz już nie prowadzę.
7405:  Znaczy, w tym roku nie prowadzę.
7416:  Mnie pisze, że siedział długo przy komputerze, nie przy monitorze kinetoskopowym i teraz nosi okulary.
7421:  Wada wrodzona odpadła, bo w wieku 8 lat miał dobry wzrok.
7424:  No widzicie, jak zawsze kwestia indywidualna.
7427:  Rzecz, która jest na pewno polecana, jeżeli macie jakiekolwiek problemy ze wzrokiem z uwagi na monitor, wdyrdy do okulisty, okej?
7436:  I szybko rozwiązać ten problem.
7438:  bo przy wczesnym przypisaniu okularów może się wada cofnąć, no i oczywiście jest też laserowa korekcja wzroku w razie czego dostępna.
