O jedną balladę Jaskra za dużo — WITCHER 3 Livestream #7
🔗 https://www.youtube.com/watch?v=zaFDbGcnqS0

2:  Witajcie.
5730:  Tak, Bestia z Dobrowa nam zostało.
5734:  Zaginiony brat jest niestety na poziomie zbyt wysokim, jak na nasze możliwości.
5741:  Zleconko jest dobre, zanim podążymy questem dalej.
5745:  Tak jak mówiłem, teleportujemy się do chatki szkutników, tak jak mówiłem dzisiaj, mieszczuchy i pytajniczki.
5753:  Uuu, bestia zdobrowa ma czaszunie!
5757:  Haha!
5758:  Pewnie, że to nie jest dobry pomysł.
5763:  Chcę się pościgać, powiedział Krzysztof Nikt.
5765:  O nie, o nie, nie.
5768:  Nie, nie.
5770:  W ogóle bardzo mnie bawi to, że żeby wygrać w wyścigach w cyberpunku, trzeba wskoczyć na dach samochodu, który jest przeciwnika.
5780:  Będzie zgon, będą wilki.
5783:  Będą wilki, będzie zgon.
5789:  To jest, brzmi jak początek jakiejś pieśni.
5796:  Porozmawiaj z sołtysem.
5798:  To zwiastuje rozmowę, która będzie na niższym poziomie intelektualnym niż ta z trollem.
5804:  To musi być dobrowo, ta wieś z kontraktu.
5808:  Tylko coś tu cicho, trupojady.
5813:  Świetnie.
5814:  Aaa, to są te Algule.
5816:  Myśmy z nimi raz walczyli i się nie udało, ale teraz jesteśmy potężni, zobaczymy.
5823:  Wiecie, żeby być potężniejsi, to my sobie łykniemy eliksir jeden.
5828:  To znaczy, błykniemy sobie grom, którego już dawno nie łykaliśmy.
5834:  Iiii... Nieupiory.
5839:  Trupojady.
5840:  Tak, ten!
5841:  Zobacz.
5854:  Będziemy obrzucać je petardami.
5860:  O nie.
5863:  Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie.
5865:  Nie, nie, nie, nie, nie, nie, nie.
5874:  Możemy nie dać rady tym Algulom niestety.
5880:  Trzeba się skoncentrować na jednym w miarę możliwości.
5886:  Nie, ich regeneracja wciąż jest zbyt wysoka.
5889:  Nie damy rady.
5890:  Pamiętajcie, że dobrowo to są te pieprzone Algule.
5896:  Nie możemy się tam pchać.
5898:  Aksi kontroli leczenia Algula?
5901:  O, dzięki Szymonie.
5903:  Ha, ciekawe.
5905:  Co są za Sandersoni?
5906:  Uwielbiam.
5910:  O.
5911:  No ale tak czy siak, sześćdziesiąty, siedemdziesiąty ósmy poziom jest niezbyt dobry jak dla nas na razie.
5918:  Musimy sobie darować w tym momencie te zlecenia wiedźmińskie.
5921:  W takim razie... Ogarniemy rozgrywki w Velen.
5928:  Hadek z Podgajów i Wieś Rudnik.
5931:  Gdzie jest Hadek z Podgajów?
5938:  Gdzie jest znak?
5939:  Tutaj.
5943:  Pod Gaję.
5947:  Witaj Bartku z Wielmińskiego Szlaku.
5948:  Jestem z siebie bardzo dumny, bo ugrałem od kowala we Wrońcach Filipę Eilhalt do gwinta.
5953:  Brawa!
5954:  I zresztą my też będziemy teraz mieć dwie rozgrywki.
5957:  Po nitce do kłębka by zacząć, który to jest quest.
5965:  A możemy.
5966:  To są te, które mieliśmy w Nowigradzie.
5968:  Ogarniemy je.
5970:  Jak wrócimy do Nowigradu.
5972:  Teraz mała przerwa była, bo chciałem zrobić to zadanie z jasnowidzem.
5976:  I słusznie, bo było ciekawe.
5979:  Chatko.
5980:  Mówią, że Chatko jest głupi.
5983:  Ale Chatko wcale nie jest głupi.
5985:  Orać i siać Chatko nie umie.
5987:  Ryby nie złowi, ale w karty grać umie.
5991:  Chatko zagra.
5994:  To jest ten moment, kiedy są ważne rzeczy do zrobienia w Wiedźmin Graf Gwinta.
6011:  Czy ja dobrze widzę, że mamy dwóch szpiegów w rozdaniu?
6014:  Czy to jest mój wishful thinking?
6016:  Nie, to był mój wishful thinking.
6017:  Spróbujemy mieć.
6020:  Dobra, to była dobra karta, też to spróbujemy zmienić.
6022:  Nie, nie udało się dwóch spiegów.
6032:  Mamy pożogę.
6034:  Powinno być okej.
6068:  No boże.
6071:  Zdaje się, że tych legendarnych nie możemy zniszczyć pożogą.
6074:  To jest zła wiadomość.
6082:  Już przegraliśmy fantastycznie.
6086:  Chatko przypomina Aryę Stark?
6088:  Poważnie?
6090:  No proszę.
6115:  Co?
6126:  Okej.
6128:  O, świetnie, są pasy, dobrze.
6131:  Dobrze, dobrze.
6136:  To jest zabawne, gram kartami, a nie wiem, co to są za karty, bo nigdy ich nie czytam.
6142:  A, to jest Keira?
6144:  Wygląda starzej, hahahaha.
6147:  Już w realu.
6155:  Oj, oj, oj, oj, oj.
6157:  Już widzę, co zrobię za momencik.
6177:  Trzy karteluszki jeszcze.
6179:  Malutko.
6202:  Słabizna ten chatko.
6204:  Nie wiem, co on musiałby teraz zrobić, żeby wygrać.
6218:  Dobrze, dobrze.
6232:  Pa, pa!
6233:  Potężny, Hatko!
6236:  Chylę przed tobą czoła!
6238:  Hatko przegrał.
6245:  Zdarza się i tak.
6245:  Nagroda twoja.
6246:  Pa, męska Aryostark.
6253:  Udało się.
6254:  Nie krzyczcie na czacie.
6256:  Udało się.
6256:  Najważniejsze, że się udało.
6258:  Teraz Szkutnik z wsi Rudnik, bo Barona niestety nie, nie ogramy już, ponieważ gra jest z pseudootwartym światem, jak już wiemy.
6266:  Gdzie jest znacznik?
6271:  Hmm, gdyby tak, gdyby tak ta minimapa była bardziej oddalona.
6276:  Hmm.
6278:  Całe szczęście, że potem CD Projekt Red nigdy nie wydał żadnej gry wideo, która by cierpiała z powodu błędnych narzędzi do projektowania minimapy w Red Engine.
6289:  Bardzo dobrze, że tak się nigdy nie stało.
6292:  Nazwa stylu gry w gwintach, pożal się Boże.
6301:  Gdzie jest szkutnik?
6303:  Znowu w wieś Rudnik?
6305:  Czemu myśmy byli przed chwilą we wsi Rudnik i tam nie zagraliśmy?
6308:  Tak, wzięliśmy kartę, którą sobie zostaliśmy.
6311:  Zostawiliśmy, absolutnie.
6323:  Proszę nie szkalować początku streama.
6326:  Eee... Szkutnik!
6328:  Robicie łodzie z drewna sosnowego?
6330:  No przecież, że nie.
6331:  Baba mi przywlokła sośninę, żebym jej...
6337:  Nie interesuje mnie to, czy masz ryby, czy nie masz ryby.
6340:  Ja chcę kartę.
6347:  Na prawo od zalipia jest nieoznaczona wieś, w której jest fajny quest ze świniami.
6351:  O, dobrze wiedzieć.
6353:  I rosza musimy dodać do talii jeszcze.
6358:  Jeuuu.
6364:  Dobra, postać.
6366:  Wymienimy ją za Wes, której nie znoszę.
6379:  Gdzie ten Roche?
6382:  Eee?
6389:  Co się dzieje, czego ja nie rozumiem?
6390:  Dobra, jest.
6393:  że świnia mi dobrze brzmi.
6395:  Witamy Martynę na czacie.
6398:  Zadba o to, żeby była dostateczna liczba szkalunków mojej skromnej osoby w momentach śmierci.
6408:  To chcemy zmienić.
6411:  Nie jest wcale lepiej.
6419:  Kinda.
6426:  Czy będą popijane wiedźmińskie eliksiry od Ooshi?
6430:  Nielubiane.
6432:  I co ja mam teraz zagrać?
6434:  Narzekał Krzysztof.
6442:  Czemu nie lubię Wes?
6443:  Nie lubię tej postaci.
6444:  To jest talia Milfgardu.
6460:  Dobra, dobra, dobra, stracił taką kartę, okej.
6471:  Dobra, będziemy, ponieważ Kratos był beznadziejny, dogramy pierwszą rundę.
6476:  Możemy przegrać tę, tak, to jest prawda.
6479:  Mhm.
6502:  Dobra, pasuje.
6509:  Czemu nie lubię West?
6510:  Nie wiem, po prostu... Not my cup of tea.
6513:  Ta postać jest dla mnie strasznie antypatyczna.
6517:  Co?!
6524:  No, musimy zagrać katapultę.
6527:  Bardzo dziwne.
6530:  Dostajemy nową kartę i może to będzie dobra karta.
6533:  Jest dobra!
6534:  Jest, jest dobra!
6536:  Witamy Natalię na czacie.
6542:  Jak ja coś, jak ja coś, moi drodzy, jak ja czegoś, moi drodzy, nie lubię, to zwykle nie mam powodu, znaczy kogoś, postaci jakiejś.
6554:  Taki chytry!
6555:  Aaa!
6558:  Chytry!
6563:  My też jesteśmy chytrzy.
6570:  Miejmy sobie Wesemira.
6572:  Nigdy za mało Wesemira.
6582:  Mhm, oczywiście.
6598:  Tak, skrzyślimy teraz rębacza.
6631:  Już szpiega nie dobierzemy, raczej chyba, a wątpię, żeby on miał.
6663:  Maszyn 5.
6667:  Tu czy tu, czy tu, czy tu?
6677:  Fak, ma szpiegę, dobrze pamiętaliście.
6686:  Ale mu nic nie dał, szczęśliwie.
6691:  Głupi ma zawsze szczęście.
6693:  To nas ratuje.
6703:  Tak, tak, myśmy już się zmierzyli z chatkiem.
6706:  O, znajdź statek, który zmierza na Skellige.
6711:  Dobrze, mówiliście, że koło Zalipia jest wieś ze świniami.
6717:  Gdzie jest Zalipie?
6719:  Tu.
6723:  Czy to jest nieoznaczona wieś ze świniami?
6725:  Nie wydaje mi się.
6729:  Tu jest jeszcze wieś jedna.
6731:  I tu jest wieś jedna na wyspie.
6737:  Więc pytanie gdzie?
6740:  Na prawo od Jaskin, dobra.
6743:  Gdzie jest znacznik?
6745:  Wiecie, ja powinienem mieć milion znaczników, bo ja wpierw muszę sobie znacznikiem wskazać, gdzie jest znacznik, do którego idę, a potem drugim znacznikiem muszę wskazać, gdzie jest quest, do którego idę.
6757:  Geralt, nie biegnij pod strzechą.
6764:  Dziś jeden budynek jest mianowany wsią w świecie wiedźmińskim.
6771:  No jest tutaj wiś.
6773:  Jak byk.
6775:  To jest daleko!
6778:  Skąd będzie blisko?
6779:  Z falwarku będzie blisko do niej.
6782:  Tak, ja potrzebuję znacznika do wskazywania drogi na znacznika.
6786:  Dokładnie tak samo jak Monika Geller potrzebuje odkurzacza do odkurzania odkurzacza.
6791:  Ma to głęboki sens.
6797:  Ja uwielbiam gry, w których mogę dać miliardy znaczników.
6804:  O, to prawda, że u nas też jeden budynek, to jest obszar zabudowany.
6808:  Co jest złą informacją dla wszystkich, którzy mają te wielkie, śmierdzące maszyny zwane samochodami.
6816:  Mam taki sam stosunek do samochodów jak Krzysztof Gonciarz, o ile nie gorszy.
6821:  Nieoznaczona wieś.
6823:  Zapisałem od razu.
6829:  Dzień dobry, nieoznaczona wsi.
6834:  Geralt i problemy z wchodzeniem po schodach.
6841:  W nieoznaczonej wsi nie ma absolutnie niczego.
6844:  O co chodzi z odkurzaczem?
6845:  To jest żart z tego, ze Sfrance'ów.
6852:  To są świnie.
6853:  To prawda.
6857:  Tak, ale nie można niestety dać więcej chyba niż jednego znacznika na mapie Wiedźmińskiej, tak mi się wydaje.
6863:  Dużo świni.
6868:  No proszę.
6873:  Zakładam, że tu się... Tylko nie Bożenka.
6877:  Bożenka z dziekanatu.
6880:  Bo jest taki fanpage na fejsie Pani Bożenka.
6884:  Żartuję z wszystkich dziekanatów i sekretariatów tego świata.
6891:  Niezła uczta.
6892:  Skąd wzięliście tyle mięsa?
6894:  A łazi tu pełno świniaków, tośmy se jednego upiekli.
6900:  Chcesz kawałek?
6900:  Starczy dla wszystkich.
6906:  Nie skorzystam, dzięki.
6907:  Twoja strata.
6909:  Gaius, ukrój nam jeszcze po kawałeczku.
6912:  Pytanie, czy jak ludzie zostają zamienieni w świnie... Nie!
6915:  Nie!
6915:  Nie pozwolę!
6916:  To już jest to wieprzowina czy jeszcze ludzina?
6918:  Upiekli Bożenkę!
6919:  Dranie!
6924:  O co chodzi?
6926:  Zabili Bożenkę.
6928:  Upiekli ją.
6930:  Dranie.
6932:  A ten znowu swoje.
6933:  No nie ma co.
6934:  Trzeba mu przylać.
6935:  Kajus, Jakub, brać go.
6938:  Nie, nie ma tak.
6939:  Pomocy.
6945:  Nic wam nie zrobił.
6946:  Zostawcie go.
6947:  To my po dobroci prosiaczkiem chcieliśmy cię poczęstować, a ty tak?
6952:  Nie będzie nam przybłęda rozkazywał, lejmy go!
6955:  Lej pan tu, nie ma takiej możliwości.
6957:  Nie dajesz mi wyboru.
6960:  O nie!
6962:  Dlaczego użyłem żenującego znaku?
6971:  To są bandyci, więc wiecie, pełna koncentracja.
6991:  Pchnięcie mocą po wylewie to było, to prawda.
7002:  Nic nie jest?
7004:  No nic, ale Bożenka, Ola, Boga upiekli ją.
7010:  Musiałeś bardzo kochać tę świnkę.
7013:  Kto ty jesteś?
7014:  Jestem Gerard z Rivi.
7016:  Ja jestem Jątek ze... ze... No, no, no stąd!
7021:  Aaaa!
7022:  Cześć, Jąku, stąd.
7024:  Sam mieszkasz w tej wiosce?
7026:  Są w domach.
7027:  I Flap, i Hagel, i Bebon.
7029:  Nie widziałem tylko Klausa i Igora.
7033:  Kim są Klaus i Igor?
7034:  No Igor to ten głupi, co trawy jadł, a Klaus to sołtys.
7039:  Każdy zna Klausa.
7041:  Ale gdzie oni, to nie wiem.
7043:  Pewnie zabrały ich te czary świn.
7047:  Jak zombie ugryzie wampira, bo nad tym się zastanawiam... Znaczy, to zależy od tego, w jaki sposób następuje zombifikacja.
7056:  Jeżeli następuje na drodze wirusa, który się przenosi w krwiobiegu, no to wtedy nie, ponieważ wampiry nie mają krwiobiegu.
7063:  Natomiast jeżeli jest to, nie wiem, taki wirus jak pleśń właśnie w The Last of Us, znaczy nie pleśń, grzyb to był konkretnie, to wtedy tak, może się zzombifikować wampir.
7075:  Tak myślę.
7076:  Potrzebowalibyśmy zapytać ksenobiologa.
7078:  Bambir ma za duży power level.
7089:  Ale piękny quest przypomnieliście na czacie, bardzo dziękuję za to.
7096:  Nurze pomagać Jątkowi.
7100:  Jątek podbiegł mniej więcej jak ja na WF-ie w podstawówce.
7113:  Nie, ja nie pamiętam tego questu.
7118:  Nie oszukujmy się.
7121:  To jest raczej przestrzeń myglistego przypominania sobie, że coś takiego kiedyś widziałem.
7130:  Geralt, czy ty naprawdę zraniłeś się wskakując na stół?
7134:  Tak, bez wątpienia to magia.
7137:  Aha, czyli nie musimy sprawdzić wszystkich świn, teraz mamy pogadać z Jątkiem, dobra.
7141:  Krzysztof, czytaj częściej obiektywy.
7145:  Jątek!
7147:  Jątek, przestań się kulić w błocie.
7152:  No?
7155:  No?
7156:  Świnie rzeczywiście wyglądają na magiczne.
7159:  No bo... no... czary były.
7163:  I no... ich pozamieniało wszystkich.
7167:  Czyli te prosiaki to pozamieniani ludzie.
7170:  Nie, to medaliony z Kuropatwy.
7173:  Pomóż, odmień ich.
7178:  Znaczy, kto zamienił?
7179:  Co zamieniło ludzi w świnie?
7181:  No czary.
7182:  Dałem Igorowi klucz, a on zabrał wszystkich i poszli.
7188:  Jaki znowu klucz?
7190:  Ten!
7190:  Masz!
7191:  On otwiera Dom Wieprza!
7194:  Armia Wieprza jest najlepsza!
7200:  Skąd masz ten klucz?
7202:  Znalazłem.
7204:  Pokazałem Igorowi, a on powiedział ludziom, żeby poszli.
7208:  Ich zamieniło.
7211:  Wieprz jest dziś jakiś nieswój i wieprz może wpaść w kłopoty.
7218:  Obejrzę sobie z bliska ten dom wieprza.
7221:  Gdzie on jest?
7225:  Sąsiaduje z królestwem węża i wilka.
7228:  I szczura.
7233:  O, uderzcie w bębny, zadbijcie w rogi.
7238:  Oto wieprz nadchodzi.
7241:  w blasku pożogi.
7245:  Na końcu jest ten hardkod, którego już nie zreprodukuję.
7249:  Szukamy domu wieprza.
7253:  Może nie róbmy tego pieszo.
7260:  Ja do tego stopnia kocham Twierdzę i Twierdzę Krzyżowiec, że jak wychodzą kolejne odsłony Twierdzy, nie jestem w stanie w nie grać.
7268:  bo nic, nic nie zastąpi tamtej.
7271:  Tak, zauważyłem ten Axie.
7273:  Axie nie jest dobry dla Nekery.
7275:  Na Nekery jest tylko jeden sposób.
7277:  Ten sposób brzmi... WYPALANKO!
7290:  Płoń!
7320:  Piękny Necker.
7323:  Piękny.
7324:  Wspaniały.
7325:  Cudowny.
7328:  Dajcie mi grę, w której ja będę mógł grać takim magiem ognia, jakiego ja sobie wyobrażam, a... Będą tu się działy legendarne rzeczy.
7342:  W Two Watch niestety trzeba... Boże drogi, nie mamy w ogóle eliksirów.
7345:  W Two Watch niestety trzeba strasznie grindować, żeby mag ognia był porządny, a... Nie wiem, ile grałem... 300 godzin chyba?
7355:  Ale jest to tak męczący i masakryczny build, o jak tu jest pięknie, że nie chcę przez to nigdy już w życiu przechodzić.
7362:  Czy to są następne neckery, czy to są wilki?
7366:  O nie!
7367:  O nie!
7368:  O nie!
7370:  Wszystkie eliksiry natychmiast.
7375:  Natychmiast wszystkie eliksiry.
7380:  Północny wiatr.
7412:  Kieszeń ten zrobił jak Napoleon.
7414:  Swoją drogą, podobno Napoleon tak nie robił.
7418:  Oglądałem cały film na ten temat, że to była taka konwencja portretowa.
7427:  Fantastycznie.
7428:  Fantastycznie.
7431:  Huu!
7433:  Ile to godzin?
7435:  40 czy coś takiego, już by się uzbierało spokojnie.
7438:  Krzysztof nauczył się w miarę dobrze bronić przed wilkami.
7443:  Na 72 poziomie, ale byłoby teraz zabawne, bym zginął.
7456:  Ojojjojjojjojjojjoj!
7461:  Ktoś został skrócony o głowę.
7463:  Patrzcie, mamy już drugie odniesienie dzisiaj do Alicji w Krainie Czarów.
7468:  Wpierw był biały króliczek, a teraz skrócić go o głowę.
7472:  Ooo, rączka, ooo.
7474:  Popatrz.
7476:  Już nikt cię nie będzie pytał, czy jesteś prawo czy leworęczny.
7489:  Nie no, pancerz mamy ten sam.
7491:  Legendarna zbroja cechu gryfa, bo od razu zobaczyłem.
7495:  Mamy za to dodatkowe złoto.
7498:  Czemu dom wieprza jest... Ja nie grałem w ten quest!
7502:  Podpisaliście, że to jest quest z patcha.
7507:  Pewnie się poczuł niezręcznie po dekapitacji... Znaczy nie, dekapitacja z głowy czy po odcięciu ręki.
7516:  Brak ręki jest niezręczny, to prawda.
7523:  To wróżka zębuszka, dzień dobry.
7527:  Wróżka Geraltuszka.
7529:  Nie!
7547:  Aaa!
7548:  Piękna muza!
7549:  Fistech!
7551:  Nie ma jak!
7552:  Dobry Fistech!
7553:  Bierzemy!
7557:  Aż musimy naprawić sobie broń.
7561:  Nie, broń powiedziałem!
7574:  Klucz odjątka rzeczywiście pasuje.
7578:  O, nie.
7579:  Gdyby to był roleplay Geralta, to Geralt by teraz powiedział, o nie, pierdolę.
7586:  Ale to jest roleplay Arcymagosa, więc wchodzimy w portale, nie boimy się portali.
7593:  Ślady wielu osób i czegoś ciężkiego.
7596:  Dekapitacja to nie powód, żeby tracić głowę.
7600:  Co myślisz o RPGach w rzutu izometrycznym?
7602:  Czasem lubię, ale nie wszystkie.
7606:  przede wszystkim wszystkie klasyki grałem, więc stąd sentyment, ale z tych najnowszych RPGów w rzucie izometrycznym zwyciężał mnie absolutnie świat Rivellonu od Larianów, czyli wszystkie części Divinity Original Sin, bo nie wiem, wiele podejść do nie Path of Exile, tylko Pillars of Eternity na przykład, albo do Tyranny.
7629:  Bardzo lubię narracje przedstawione w tych grach i tak dalej, ale nie gra mi się w nie dobrze.
7634:  No nie poradzę.
7640:  W Tormenta też nie grałem, no to tak, no... W Tormenta nie grałem, więc z tym wyjątkiem.
7645:  Ale katlastyki w sensie Icewind Dale, Neverwinter, Baldur... Jeśli nie co, banie to inteligentne zwierzęta.
7659:  Lubię czas rzeczywisty z pauzą.
7662:  Ale turowe też mogą być.
7668:  Nie wiem, ile tu siedzisz, ale pewnie jesteś głodna.
7670:  Mam tu dla ciebie coś dobrego.
7678:  No, widzę, że ci smakuje.
7681:  King of Assassin's Creed grałem wszystkie odsłony serii, wyjąwszy Valhalla i wyjąwszy te, które się pojawiły na handheldy, więc na przykład Liberation nie grałem.
7691:  Natomiast jeżeli chodzi o ulubione, to po trylogii Ezja, która jest bezkonkurencyjna,
7697:  czyli dwa, Brotherhood i Revelation.
7700:  Mam bardzo blisko w sercu Odyssey, wbrew pozorom, wbrew wszystkim pozorom i wszystkim krytycznym recenzjom uważam, że to jest jedna z lepszych odsłon w ogóle tej serii.
7709:  Potem ta, która się dzieje w Londynie, czyli... też na L. Nie Liberation, tylko inaczej.
7719:  Syndicate, to nie jest na L. I...
7724:  I chyba tyle.
7726:  Na trzecim miejscu będzie powiedzmy pierwsza odsłona.
7737:  Unity... Świat dobrze zrobiony, fabuła mi nie podeszła.
7746:  No i na początku mieli straszny start.
7749:  Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie.
7754:  Chcę porozmawiać ze świnią.
7755:  Nie.
7756:  Więcej, więcej rozmowy ze... Jestem z powrotem.
7763:  Tak, pogadajmy.
7765:  Dobra.
7768:  Kim jesteś?
7768:  Jątek wspominał, że we wsi brakuje tylko zielarza i sołtysa.
7772:  Pewnie jesteś jednym z nich.
7775:  Skąd... Jak poznaliście, że rozmawiamy z ministrem?
7780:  Tak szybko rozpoznaliście.
7781:  Jestem pełen podziwu.
7784:  Ty jesteś Klaus, sołtys wsi?
7789:  Jesteś miejscowym zielarzem.
7791:  Słyszałem o tobie, Igor.
7794:  Miło mi, jestem Geralt.
7797:  Black Desert to jest MMO, więc prawdopodobieństwo ogrania przeze mnie jest niskie, ale widziałem streamy.
7805:  Wiesz, co to za miejsce?
7811:  Jesteśmy w grobowcu?
7812:  Hmm...
7815:  Czy jesteśmy w świątyni?
7821:  To jest druga najlepsza konwersacja, jaką miałem w tym miesiącu.
7829:  To wszystko dlatego, że wrzesień to jest moment... Na koszuli są przetarcia od trawy.
7836:  ...bym się powoli wracał do życia uniwersyteckiego.
7839:  Panie tego zielarza Igora.
7842:  No to już wiem, skąd nazwa dom wieprza.
7845:  Potem jest październik, przychodzą studenci, już poziom idzie w górę, ale wcześniej... Na dnie została złota moneta.
7852:  Tutaj musiało leżeć złoto.
7854:  To są posągi świni.
7864:  To jest jeden z najlepszych questów, jakie w życiu... Wyciągnęli.
7869:  Geralt, rozmawiaj ze świnią!
7871:  Wyciągnęli.
7873:  Jestem z powrotem.
7877:  Z dumą stwierdzam, że u mnie nie ma egzaminów poprawowych, znaczy wszyscy zdali w pierwszym.
7890:  Nie?
7891:  Do zobaczenia.
7893:  Myślałem, że mamy porozmawiać ze świnią, ale... Mamy porozmawiać ze świnią.
7900:  Co jest nie tak?
7903:  Jestem...
7906:  Okej.
7907:  Dobra.
7910:  A!
7910:  Dobra.
7911:  Leżało tu złoto.
7912:  Wiesz, co się z nim stało?
7913:  Muszę o tym pogadać z Jątkiem.
7918:  Mylące jest to, że jest wyszarzona ta opcja główna wyżej.
7923:  Wydaje mi się, że już wiem, co się stało.
7926:  Jesteśmy w świątyni, w której leżała balia pełna złota.
7929:  Jątek znalazł klucz i pokazał go wieśniakom, a oni połasili się na skarb.
7935:  Ale nie wiedział, że złoto może być chronione klątwą.
7939:  Ups.
7941:  Żeby się jej pozbyć, trzeba będzie odnieść złoto.
7944:  Muszę spytać Jątka, może wie, gdzie ono jest.
7952:  To była ciekawa reakcja.
7956:  Ta przemiana wygląda na złośliwą klątwę.
7958:  Albo rzuconą tak nieporadnie, jakby ktoś to robił stopą.
7963:  Powinna być tutaj opcja złoto dla zuchwałych.
7972:  Final Fantasy XIV Online też nie było ogrywane u mnie.
7976:  Gra Fate Stay Night, nawet nie wiedziałem, że istnieje.
7980:  Myślę, że jesteśmy tak głęboko w Wiedźmie, że ja nie snuję planów na przyszłe tytuły.
7985:  Zresztą ja w ogóle nigdy nie snuję żadnych planów.
7988:  Snucie planów zbyt mi przypomina pracę.
7990:  Moja praca polega literalnie na tym, że muszę mieć zaplanowane najbliższe 15 lat.
7999:  Przerażające.
8011:  Dlaczego Jontek jest tak daleko?
8015:  Dobrze wiemy, że wprawdzie Geralt by sobie nie poradził z tym skokiem, ale Płotka... Co innego.
8023:  Twarde, końskie pęciny wytrzymają skok z 50 metrów.
8029:  No tak z circa 15 lat tak, oczywiście trzeba, no bo sam cykl publikacji jednego artykułu naukowego to jest około 3 lat, więc jeżeli chcecie opublikować paręnaście artykułów, to już się robi 10, nie?
8040:  Proste.
8044:  Teraz jest tak, że czekam na... W tym roku wyjdą dwa moje artykuły, które zgłosiłem odpowiednio 2 i 2,5 roku temu.
8053:  A to są nauki humanistyczne, więc jeżeli są nauki techniczne, to jest dopiero zabawnie, bo wtedy np.
8058:  ktoś może mieć ważne odkrycie i czeka nie wiadomo ile, aż zostanie to opublikowane, po prostu masakra.
8063:  A co tu się dzieje?
8065:  Uuu, wi... O nie, Jontek!
8067:  Rać se sam!
8070:  Jo... Jontek!
8071:  Ja serio mówię!
8084:  Chciwy Jontek takiego radzenia uczynił początek.
8090:  Jontek?
8094:  No?
8096:  Uwielbiam to, jak ten... Jontek?
8100:  No?
8102:  Wiem już, co stało się z miejscowymi.
8105:  Padli ofiarą klątwy.
8108:  Artykuły wszystkie, jeżeli macie cierpliwość do tekstów naukowych, moje są online.
8112:  Ja je gromadzę albo na ResearchGate, albo na Akademię Edu.
8123:  Generalnie o grach i o fantastyce, ja o niczym innym nie piszę.
8127:  Zrobię zawsze taki deal z wydawcami, że nie publikuję, jeżeli nie mam możliwości publikowania tego od razu za darmo online.
8134:  Zastanawiam się, dlaczego ciebie nie przemieniło, a resztę mieszkańców tak.
8139:  Bo nie poszłem z nimi?
8142:  To nie brałeś złota ze świątyni?
8145:  Nie, po co mi?
8149:  Dlaczego trzeba tak długo czekać na publikację?
8150:  To jest dobre pytanie.
8152:  Generalnie dlatego, że nie ma konkurencji.
8155:  Każdy biznes, w którym nie ma konkurencji, gdzie jest przestrzeń do monopolu, rozkwita i charakteryzuje się tym, że się kompletnie nie dba o klienta, w tym przypadku ludzi, którzy chcą publikować.
8168:  I generalnie rzecz biorąc, o czym Aleksandra Elbiakian, ta, która założyła Sci-Hub'a, bardzo często mówi, to, że profit margin wydawców naukowych jest tak wysoki, no właśnie bierze się z tego, że mogą w tym momencie powiedzieć, a tak, to chcemy mieć szybciej artykuł 1400 złotych.
8182:  To nie jest wymyślona kwota.
8184:  Generalnie
8186:  Takie przyczyny ludzkie jeszcze do tego dochodzą, to znaczy to, że redaktory czy naukowi często wykładają, więc nie mają czasu na to, żeby zajmować się czasopismem, plus jeszcze do tego dochodzą przyczyna czysto ilościowa, to znaczy jest za dużo tekstów względem liczby czasopism.
8200:  Oczekiwania na identyfikator nie jest żadne, to znaczy ja prowadziłem przez 7 lat czasopismo naukowe i numer DOI otrzymywałem w 10 sekund.
8209:  Czyli ten Digital Object Identifier.
8211:  Jeżeli chodzi o upload do bazy danych, czeka się maksimum tydzień.
8216:  Więc to absolutnie nie jest kwestia, która jest niezależna od ludzi.
8221:  To kradzież złota wywołała klątwę.
8224:  Wiesz, gdzie ono jest?
8230:  Schowałem.
8232:  Trzeba odnieść je na miejsce i muszą być zbyt zbyt w mieszkaństwie.
8240:  O, czyli co?
8242:  Weź złoto, a ja zbiorę świnie.
8245:  Spotkamy się przy młynie i razem pójdziemy do domu wieprza.
8248:  Powinno się udać.
8251:  Uratujemy ich!
8252:  Wezmę złoto!
8255:  Przekłady?
8255:  Przekłady?
8257:  Te, które robiłem, robiłem sam.
8259:  Z własnej chęci, tzn.
8260:  wynajdywałem kogoś, kogo chciałem przełożyć albo uważałem, że warto i przekładałem.
8265:  Nimi za to nie zapłacił ani... W ogóle ja nie dostałem w życiu swoim za... I żaden naukowiec też za artykuł jakichkolwiek pieniędzy.
8274:  A, czyli możemy... O Boże...
8278:  CO?!
8279:  Mam używać... O nie!
8286:  Bożenko?
8288:  Bożenko?
8291:  No co?
8292:  Bożenko, czemu nas nie słuchasz?
8293:  A, bo Bożenka jest martwa.
8305:  No i?
8308:  Eee... Ruszajcie pod młyn świnki i zaczekajcie tam na mnie.
8317:  Ruszaj się, tłuścioszku.
8349:  Dobra.
8350:  Dlatego zawsze biłem się z różnymi ludźmi, żeby zapisywali to poprawnie w tekstach, no bo... ...właśnie jak się tego nie zrobi, to potem człowiek jest niegooglalny.
8365:  Moja nauczycielka od polskiego ma na imię Bożena.
8367:  Pokaż jej nagranie.
8371:  Nie, chyba że jest przyzwoitą nauczycielką języka polskiego.
