Wszystkie drogi prowadzą na Skellige — WITCHER 3 Livestream #10
🔗 https://www.youtube.com/watch?v=sIOwatSu__w

2:  Witajcie.
3668:  Zanim Geralt wyjął olej na wampiry, musiał sobie przypomnieć, który to spieprzony kolor jest.
3677:  Następnie Geralt wyposażył się w księżycowy pył,
3684:  który już ma, następnie stwierdził, że nie ma wyśmienitego dekokturafarda białego, czyli, mówiąc językiem anglosasów, jest royally fucked.
3700:  Geralt rzucił w złym kierunku petardę.
3708:  Płoń!
3714:  Nie ma to jak walczyć z wampirem bez dekoktura farda białego.
3718:  Hrat, hrat, hrat!
3734:  Ale... coś mi się nie zgadza.
3739:  Coś mi się nie zgadza.
3741:  Jesteśmy na najwyższym poziomie.
3742:  No to ciekawe.
3747:  Medytujemy.
3750:  Się coś za łatwo poszło, nie?
3752:  Eee, dobra.
3755:  Czy tutaj jest coś interesującego w tej, w tej lokacji?
3758:  O, tak.
3759:  Kazanie zatroskanego, część pierwsza.
3762:  Pomnijcie, dobrzy ludzie, że ognia raz rozpalonego zatrzymać się nie da.
3765:  Że strawią wszystko na swej drodze i dopiero gdy wszystko w popiół obróci, uspokoić się może.
3770:  Potwierdzam, tak było, nie zmyślam.
3772:  Ksiądz Alojzy Urbanek.
3775:  Przepraszam, biskup Alojzy Urbanek.
3777:  O, Człowiek Króla Żebraków.
3779:  Czy on chce z nami porozmawiać?
3781:  Absolutnie nie.
3783:  Porozmawiaj z Jaskrem o stranie Prishtilli.
3785:  Wracamy do Jaskra.
3792:  Nie ma, nie ma F, Martino, nie ma.
3794:  To była udana walka.
3795:  Ja wiem, że czekasz z niecierpliwością, aż będzie nieudana, żeby można było zaspamić czat F-ami.
3801:  Ja wiem, ja wiem.
3803:  Ale to jeszcze nie ten moment.
3805:  Jak mówił Aragorn pod Czarną Bramą Mordoru, but it is not this day!
3812:  Już nie oszukujmy się, to i tak zaraz nastąpi.
3814:  Co sądzę o zombie?
3815:  Wiecie, kiedyś pisałem rozdział nawet do książki, jednej z nielicznych książek naukowych o zombie, zombie w kulturze, dostępna za darmo w Google Booksach.
3824:  Bardzo lubię tę figurę, z tego względu, że można za pomocą zombie bardzo dużo interesujących rzeczy powiedzieć o naszym radosnym, obumierającym systemie kapitalistycznym i o wszystkich jego wadach.
3836:  Żeby nie było, ja nie jestem jakimś przeciwnikiem kapitalizmu, po prostu uważam, że należy go przebudować od zera.
3843:  Tum turu tum tum tum.
3845:  Nie będę pokonywał Burdelmamy w gwinta.
3847:  Obraziłem się na nią!
3850:  Jak zremisowała ze mną, znaczy, że to jest godny przeciwnik.
3853:  Musimy mieć jakąś... I to jest jeszcze jeden dowód na to, że do turnieju w Passiflorze potrzebujemy mieć zajebistej talii gwinta.
3863:  Czemu znowu ktoś na nas wrzeszczy?
3869:  Aaa!
3869:  Człowiek z Kurwiela Juniora!
3871:  Wspaniale.
3872:  Nie ma dnia dobrego bez... ...wypalania ludzi z Kurwiela Juniora.
3888:  Sama radość.
3891:  Podoba mi się jak... O, Bożenka!
3894:  Upewnijmy się.
3895:  Upewnijmy się.
3896:  Czy nie ma wokół strażników?
3899:  Nie ma.
3900:  Wieprzowina.
3903:  Geralt stwierdził, że skończyła mu się mana, w związku z powyższym będzie obijał świnie pięściami.
3912:  Najmniej skuteczny rzeźnik w historii sztuki rzeźniczej.
3921:  Karta Willen Trenthermerha jest losowa, mówicie?
3927:  Nie wiedziałem.
3928:  To by wyjaśniało, dlaczego jej nigdy nie miałem.
3931:  Ale tu jest karczmarz w sumie jakiś.
3933:  To jak już macie takie zapotrzebowanie na gwinta... Nie, nie oszukujmy się, nie wejdę tutaj.
3943:  To przy jakiejś okazji zagramy sobie partyjkę, w której skarczmarzy.
3952:  Okej.
3955:  Tak, Wiedźmin, to ja.
3956:  Chcesz ze mną porozmawiać?
3958:  Medyk?
3959:  Medyk?
3962:  Medyk nie chce z nami porozmawiać.
3966:  Właśnie dziś na kompie, pisze Grabka, znalazłem starą prezentację o Oldze Tokarczuk.
3972:  Wiesz, no wszyscy mamy jakieś wstydliwe karty w naszej przeszłości.
3977:  Ja na przykład kiedyś chodziłem na Uniwersytet Jagielloński.
3982:  Ba, kiedyś uważałem, że to jest dobra uczelnia.
3991:  Pacjent.
3994:  proponuję, zamiast szczepionki, proponuję wyjść nago w świetle księżyca, trzy razy okręcić się wokół własnej osi, splunąć przez lewe ramię i zaśpiewać donośnie tu dwa ucha, tam dwa ucha, a tu dupa, która słucha.
4010:  I w ten sposób wszystkie choroby cię opuszczą.
4013:  Nie wierz w szczepionki, nie wierz w osiągnięcia nowoczesnej medycyny.
4016:  To są wszyte z wszystko łez i wiarołomstwo, rozprzestrzeniane przez ciemny gmin.
4023:  Myślę, że pomogłem temu pacjentowi.
4025:  Prawda?
4025:  Tak.
4030:  O, wracamy do Priscilii.
4032:  Załatwiłeś tego, o co prosiłem?
4036:  Mhm, po wiedźmińsku.
4038:  Tak należało.
4039:  Dziękuję, Geralt.
4040:  W imieniu swoim i Priscilii.
4048:  Zrobiłem swoje.
4049:  Teraz twoja kolej, żeby o nią zadbać.
4053:  Zadbam.
4054:  Zobaczysz, wykuruję ją lepiej niż dryady z brokilonu.
4058:  Zaczęła już mówić.
4059:  Miła niespodzianka.
4060:  Prawda?
4061:  Profesor von Graz mówi, że rany goją się na nie jak na trolu.
4065:  Niezbyt eleganckie porównanie, zgoda.
4067:  Ale budujące.
4067:  No, tak.
4068:  Tu jest Priscilla, a troll nawet nie ma skali gdzie.
4071:  Kiedyś.
4073:  Na razie spróbujemy występów w duecie.
4076:  Priscilla zagra na lutni, a ja zaśpiewam.
4079:  Jaskier i Cyraneczka.
4081:  Brzmi dobrze, nie?
4083:  Bardzo dobrze.
4084:  Powodzenia, Jaskier.
4085:  Na scenie i poza nią.
4088:  Nie martwcie się o YouTube'a.
4089:  Ja po prostu trenuję algorytmy YouTube'a w wychwytywaniu ironii.
4092:  Tak, Geralt?
4098:  Gratz się chwali, fleksuje.
4099:  Mmm!
4101:  Mmm!
4101:  Torfają mordercę.
4103:  Jestem świetny.
4103:  O!
4103:  Widzę, że profesor von Gratz cierpi na poważną chorobę profesorów, to znaczy zakola.
4108:  Proponuje przeszczep włosów łonowych.
4126:  Huberto powiedział mi o twojej przeszłości.
4128:  Była jeszcze barwniejsza niż przypuszczałem.
4130:  Mów prosto, albo nie zawracaj mi głowy.
4134:  To prawda, że w tamtych zamieszkach na uniwersytecie ginęli ludzie?
4138:  Za twoją sprawą?
4141:  Byłem młody i głupi.
4143:  Myślałem, że lepsza przyszłość jest warta każdej ceny, choćby ludzkiego życia.
4149:  Ale to stare grzechy.
4150:  Grzechy, które już odpokutowałem.
4155:  Nawiązania do zakoli były dlatego, że są takie reklamy, nie?
4159:  Bez przerwy o przeszczepie włosów mi bardzo bawi.
4161:  Jestem już niestety w tym targecie na Facebookach.
4165:  Czemu uniwersytet w Oksenfurcie jest zamknięty?
4169:  Bo Radowidowi tak było na rękę.
4171:  Nie słyszałeś tej historii?
4172:  O, następny, który zamykał uniwersytety.
4173:  Prektor przyznał mu doktorat honoris causa.
4177:  Radowid przyjechał, założył togę, odebrał dyplom.
4183:  A jak już było po wszystkim, wsadził cały senat i dziekanów do pudła.
4189:  Żeby, wiesz, nie siali fermentu.
4193:  Muszę powiedzieć, że... Od tego czasu siedzę w szpitalu.
4196:  To jest osiągnięcie!
4198:  Ale może dobrze się stało.
4200:  Więc nie się przydam ze skalpelem w ręku.
4203:  Nie za katedrą.
4208:  Znasz Shani?
4209:  Miałem już przyjemność poznać jednego chirurga z Akademii Oksenfurckiej.
4212:  Nazywa się Shani.
4213:  Znasz ją?
4214:  Krótkie, rude włosy, piegi.
4216:  I niepoprawny idealizm.
4219:  Pewnie, że ją znam.
4220:  Przez rok była nawet moją asystentką.
4222:  Wiesz, co się z nią teraz dzieje?
4225:  Jak znam życie, jest gdzieś na froncie i łata żołdaków.
4229:  Mówiłem jej, że to bez sensu.
4231:  Że choćby uratowała życie setce, zaraz zginie następny tysiąc.
4238:  Ale z poczuciem misji ciężko dyskutować.
4244:  Bywaj.
4245:  Profesor von Graz ewidentnie ma inny plan na zakola niż ja.
4248:  Ja wtedy się zgole na łyso i będę wreszcie mógł cosplayować Hitmana.
4253:  Przyjacielu?
4256:  Przepraszam, Geralt.
4258:  O Boże.
4260:  Mam nadzieję, że szybko wrócisz do zdrowia.
4262:  O Boże.
4268:  No nie pamiętałem, że Redzi o to zadbali.
4277:  Najsmutniejsze jest to, że my się nigdy nie dowiadujemy w sumie w grze, co jest z Priscilą.
4286:  Dobra.
4288:  To tak.
4291:  Czy mamy jakieś zlecenie?
4293:  Pijak z Oksenfurtu, właśnie.
4296:  Bo pomyślałem sobie, że czemu by nie udać się jeszcze, zanim pojedziemy na Skellige,
4303:  piętnową, nie, piętrzu na pięć Krzysztof, po raz... Wybędziemy się do Ksenfurtu na uniwersytet.
4309:  Jestem właściwą osobą do tego, żeby oprowadzić was po uniwersytecie.
4315:  Jeszcze musimy wygrać kartę od Dijkstry i, a oprócz tego, potem zrobimy spisek.
4320:  To znaczy porozmawiamy z rydańskim, a może zrobimy wcześniej spisek?
4323:  Zróbmy wcześniej spisek.
4326:  Super wcześniej spisek.
4327:  Tak, widzę, że... Dyszycie z rządy zemsty na Radowidzie.
4331:  Myślę, że to jest dobry pomysł.
4333:  I tu jest jeszcze wróg publiczny.
4336:  Geryl otrzymał propozycję nie do odrzucenia.
4338:  Radowidowi należałoby, by Wiedźmin odnalazł Filipe Eilhart i sprowadził przed jego oblicze.
4343:  To mi wygląda na coś, co powinniśmy zrobić przed wrogiem publicznym.
4348:  Nabiał i mroczne siły.
4350:  Nie wiem, o co tutaj chodzi.
4351:  Dobra.
4353:  Czyli trzy questy przed Skellige.
4366:  Geralt, nie idź w stronę muru.
4369:  1400?
4372:  Gdzie są ci łowcy czarownic?
4376:  Eee?
4377:  Na takim zadupiu?
4380:  Okej, no to nurze do bramy oxenfurckiej, teleportujemy się do najbliższego punktu i stamtąd.
4390:  Oczywiście, że zagramy z Talarem Gwinta i oczywiście, że idziemy w złą stronę.
4401:  Dobrze.
4402:  Gdybyśmy tak sobie tylko nie podróżowali bez sensu, to... Gdzie się teleportniemy, żeby było radośnie?
4412:  Żeby było radośnie dyndać na sośnie.
4415:  Hmm...
4417:  No powiedzmy, że chyba nie mamy z przesadnego wyboru, możemy zahaczyć tutaj o ten pytajniczek.
4435:  Dobra.
4437:  Och, tak, dawno nie jechaliśmy konno.
4441:  Teraz, żeby tylko się nie okazało, że tamto miejsce, które oznaczyłem radośnie na mapie, to będzie... O!
4448:  Wyścig!
4449:  Tor wyścigowy!
4450:  Fuuu!
4452:  Fuuu!
4453:  Obrzydliwa rzecz, wstrętna, uciekajmy stąd natychmiast.
4460:  Na serca z kamienia mówicie to jest?
4462:  A, racja, tak, pamiętam, bo to są tereny serca z kamienia.
4465:  No dobrze, ale jeden pytajniczek mi dajcie zrobić.
4468:  To jest nie... O, niewiele, proszę!
4470:  Jeden pytajniczek dla Krzysztofa!
4473:  Powiedział Krzysztof głosem starców... Yyy... Znaczy, głosem polskich aktorów usiłujących mówić jak starcy.
4478:  Każdy polski aktor, jak dumpinguje starca, mówi tak samo i zaciąga dziwnie samogłoski!
4487:  Nigdy... Nie wiem... Jak się spotkałem... O, nie!
4491:  O, nie!
4492:  Spierdalamy!
4494:  Żadnego pytajniczka nie będzie.
4498:  Niestety.
4500:  Zasilni ci wrogowie na nas.
4504:  Właśnie.
4505:  Właśnie.
4507:  O tak, guślarz.
4508:  Dokładnie, guślarz tak mówił.
4512:  Guślarz nie da skrzywdzić księżniczki.
4514:  Księżniczka dobra koza.
4521:  Uuuu... Uuuu... ESTAIAR!
4524:  Od razu... Wziął Krzysztof, kalecząc starszą mowę.
4528:  Od razu czuć, że tutaj się chowa... Ale komendancie, tam się roi obrożony kłopek!
4532:  Wiele rzeczy można się... Coraz trudniej.
4539:  Jakieś kłopoty?
4540:  Same kurwa kłopoty!
4542:  Jeden kurwa wielki kłopot!
4545:  Story of my life!
4546:  Coś ty za jeden!
4550:  Sposób na kłopoty.
4554:  Przysyła mnie Radowid.
4556:  A, to ty.
4557:  Czekaliśmy na ciebie.
4562:  Cóż za entuzjazm.
4564:  A czego się spodziewałeś?
4566:  Zjawiasz się, jak odwaliliśmy połowę roboty i zgarniesz całą chwałę.
4571:  Podobno nie daliście rady wejść do środka.
4574:  Do wczoraj.
4576:  Potem znaleźliśmy to.
4581:  Wygląda niepozornie, ale moc ma potężną.
4584:  Otwiera wejście.
4590:  Świetnie.
4590:  Pozwól, że teraz to przejmę.
4594:  Nie wiem, po co ten pasek na nosie.
4595:  Dziwnie to wygląda rzeczywiście.
4606:  Czego się spodziewać w środku?
4610:  Wszystkiego to stara elfia świątynia, którą ta wiedźma Eilhart przerobiła na swoją kryjówkę.
4617:  Popatrz na nich.
4618:  Wpadli w magiczną pułapkę, a potem zaatakowały ich potwory.
4622:  Ledwo uszli z życia.
4624:  Ktoś z twoich ludzi tam został?
4627:  Weszło kilkunastu, wyszli tylko oni.
4630:  Reszta to już raczej nie żyje.
4634:  Aaa, dobra uwaga od Marka.
4636:  Czy oni nie muszą znać się na magii, żeby ocenić, że Artefakt ma moc?
4639:  Czy nie powinni się powiesić za czarownictwo?
4642:  Sądzicie, że Filipa ciągle się tam chowa?
4644:  Tego nie wiemy.
4645:  Pewne jest tylko to, że tam była.
4648:  A skąd ta pewność?
4651:  Tropimy ją od Loc Muin.
4653:  Wyłupienie oczu to było za mało.
4655:  Radovid powinien był ją tam zatłuc na śmierć.
4659:  Lock Muin to jest... Lock Muin to jest ta lokacja końcowa Wiedźmina II.
4669:  Byj, byj, bywaj.
4672:  Czas sprawdzić, czy Filipa wciąż się tam chowa.
4678:  Nie no, gdyby to była maseczka antycovidowa, to nie oszukujmy się.
4682:  Każdy Polak wie... Każdy.
4686:  Że maseczki przeciwko wirusom przenoszącym się... powietrzem... No, no, najlepiej chroni wtedy, jeżeli się otrzyma pod pobród... pod brudkiem.
4696:  To jest logiczne.
4701:  Uuu, tam widzę... O Jezu, musimy tutaj... Wiecie, jak to się skończy?
4706:  A nie.
4707:  Dobrze.
4712:  Żeby czaty widziały.
4714:  Gdzieś tam musi być mechanizm otwierający drzwi.
4717:  Okej.
4718:  Mechanizm.
4720:  Mechanizm?
4721:  Aaa, jest płytka.
4724:  Geralt!
4724:  Brakuje jednej płytki.
4726:  O, być może to ta, którą mam w kieszeni.
4733:  Absolutnie, trzeba się nawodnić.
4735:  Macie rację.
4743:  Ludzie, którzy noszą maskę pod brodą mają po prostu skrzela zamiast płuc.
4749:  Piękne.
4755:  Lubię te ruiny elfickie, trzeba przyznać, że Redom naprawdę wyszły.
4759:  Mhm.
4766:  Okej, a ten drugi?
4770:  Co tu jest?
4772:  Co tu jest?
4773:  O nie, o nie, o nie.
4774:  Tu jest niebezpiecznie.
4776:  Tu jest bardzo niebezpiecznie.
4778:  Tutaj jest najgorszy wróg Geralta.
4781:  Grawitacja.
4785:  Nie będziemy jej testować.
4789:  Temat Wiedźmina II, swoją drogą, w tle.
4793:  Geralt nienawidzi portali, zgadza się.
4805:  Nie bawię, jak ktoś ściąga maseczkę, jak ma kichnąć albo kaszlnąć, widziałeś coś takiego?
4810:  Boże drogi!
4811:  Ludzie naprawdę nie myślą.
4813:  Ja myślałem przez moment, że będzie tak, jak w Japonii czy w Korei, że po prostu jak ktoś jest chory, że się ludzie tego nauczą, nie?
4820:  Że jak ktoś śląpi, kicha albo kaszle, to nakłada maskę.
4825:  Nekery!
4829:  Nekery!
4833:  Dzień dobry!
4840:  Nekery się poczuł bardzo dobrze.
4842:  Chciał nas zaatakować, ale oczywiście mu to nie wyszło.
4846:  To był nawet Nekery wojownik, no proszę, proszę.
4857:  Necker wydaje odgłosy jak kacor Donald.
4859:  Mmm, pomyślmy.
4867:  Świetnie.
4868:  Świetnie.
4868:  Którymś ze znaków?
4889:  Dlaczego nigdy nie działa Igni?
4893:  Teraz powinno zadziałać.
4894:  No, ale to jest oczywiście żart, no oczywiście żart, no.
4898:  Najbardziej nieprzydatny znak, ale... Z łebkowy rdę, tak.
4904:  Nie podchodź!
4907:  Schowaj to, bo się pokaleczysz.
4910:  Zaraz, ty jesteś tym wiedźminem, którego król miał przysłać?
4914:  Nie, jestem cukrową wróżką.
4916:  Patowróżką.
4917:  Powinieneś zaczekać na górze, jak reszta.
4920:  Mowy nie ma.
4921:  Ci tchórze uciekli, jak tylko zjawiły się potwory, a ja jestem wart więcej.
4928:  Poza tym wiem, że ma się tu zdarzyć coś ważnego.
4931:  Dowiem się co i król Radovid na pewno mnie doceni.
4934:  Dostanę awans albo może nawet medal?
4941:  Myślisz, że Filipa ciągle tu jest?
4943:  Bo ja wiem.
4944:  Niby przeszukaliśmy kilka pomieszczeń, ale tu jest mnóstwo zakamarków.
4948:  Jakby chciała, to mogłaby się schować.
4951:  Szczególnie w postaci sowy.
4957:  Widziałam panią, która jechała rowerem, pisze Wioletka, przez miasto z maseczką na twarzy, zatrzymała się na światach, zsunęła maseczkę, ginęła w dłoń, złapała za kierownicę i pojechała dalej.
4967:  Piękna absolutnie.
4969:  A, swoją drogą, czasy covidu były pierwszymi w mojej historii, kiedy nie chorowałem w zimie.
4976:  I zastanawiałem się dlaczego, przecież ja co roku miałem zapalenie gardła i sobie przypomniałem, a!
4980:  Nikt mnie nie zaraził!
4984:  Co takiego ma się tu wydarzyć?
4988:  Tak dokładnie to nie wiem, ale natknąłem się na notatki Filipy Eilhart.
4993:  Pisała o Idzie Emean, Margaricie Rosentil, Francesce Findaber i Fringilli Vigo.
4999:  Na moje oko mają się tu spotkać.
5000:  Teraz powiedzcie to szybciej.
5005:  Dobra, wychodzimy stąd.
5008:  Mówiłem już, nie ma mowy.
5011:  Poza tym wyłamałem ogniwo przy teleporcie.
5014:  Musimy zaczekać, aż po nas przyjdą.
5017:  Nie przyjdą po nas.
5019:  Oddaj mi kryształ, wyciągnę nas stąd.
5021:  Tam są potwory.
5022:  Obronię cię.
5024:  A co, jak nie zdołasz?
5025:  Ooooo, użyjemy magii!
5031:  Wspaniale.
5035:  Powinienem dostawać za każdym razem 40 punktów doświadczenia.
5040:  Pomyślcie, za każdym razem, jak użyjemy Igni, 40 punktów doświadczenia.
5046:  How cool is that?
5047:  Listy miłosne?
5053:  Kochana Fili, popijam właśnie twój ulubiony koktajl, czyli, jak wiadomo, ogon kutasa, na tarasie w posiadłości ojca pod Metiną i zastanawiam się, co u diabła ci strzeliło do głowy.
5065:  Zrozumiałabym, gdybyś po prostu się mną znudziła, przyjęłabym spokoro, gdyby okazało się, że nie odpowiadał ci model, jaki stworzyliśmy, albo że znalazłaś sobie młodszy i ładniejszy, ale na miłość wszystkich kolernych bogów, Dijkstra, ten za przeprożeniem wieprz.
5079:  Zamiast mnie!
5080:  Nie wiem, czy to żart, czy testowałaś inne mikstury, od których pomieszało ci się w głowie, a może to twoja jakaś kolejna gra.
5085:  Jeśli potrzebujesz być blisko tego prrrrrymitywa z powodów politycznych, nie widzę powodu, żebyśmy musiały zrywać naszą znajomość.
5091:  Teraz zagadka, która z czarodziejek to mogła napisać?
5096:  Mmm, ciekawe.
5097:  Filipa rzuciła jakąś kobietę dla Dijkstry.
5102:  O, Filipa rzuciła kobietę dla Dijkstry.
5105:  Tymczasem polscy politycy.
5109:  Kobieta z kobietą?
5113:  Nie może być!
5117:  I co teraz?
5126:  Wiecie, że to się źle skończy.
5129:  Trzy, dwa, jeden.
5130:  Geralt vs. grawitacja.
5141:  Dlaczego mnie to nie dziwi?
5142:  Dlaczego mnie to w ogóle nie zdziwiło?
5156:  Przecież raz, no błagam, raz!
5158:  Ewidentnie był tu znacznik!
5164:  Jak ja mam stąd do ciężkiej cholery wyjść?
5178:  Włóż kryształ tam, gdzie się wkłada kryształ.
5180:  Gdzie się wkłada kryształ?
5184:  Tu się nie wkłada kryształu.
5187:  Tu się wkłada kryształ!
5189:  No dobra, teraz trzeba go jakoś uruchomić.
5194:  O, niech zgadnę.
5196:  Z listy bezużytecznych znaków.
5198:  Yrden?
5200:  Nie, nie, nie.
5201:  To na pewno inny, bardzo przydatny znak.
5203:  O, aksi!
5205:  Wiesz nie?
5206:  Przepraszam!
5207:  Ach, wiem!
5208:  Art!
5211:  Eee... Aaa... O...
5234:  Nekery!
5237:  Dobrze, że już odruchowo rzuciłem QN.
5241:  Zaraz nadrabiam czaty, ale wybaczcie, wypalanie nekerów to moje hobby.
5244:  To musiało być jej laboratorium.
5254:  Ale oczywiście, kochani, była też taka sytuacja, ktoś mi opowiadał w komentarzach, że
5268:  zlizowali portret Doriana Gray'a, Oscara Wilde'a i polonistka nie chciała przyjąć do wiadomości faktu, że to jest powieść homoseksualna.
5274:  To jest powieść homoseksualna, queerowa, innymi słowy.
5277:  Strasznie zabawne.
5278:  Znaczy, no nie czytajcie tego, jeżeli ktoś, nie wiem, ma z tym problem, ale nie negujmy faktów, tak?
5286:  Tak samo jak z Safoną.
5287:  O, tunel.
5288:  Ciekawe, dokąd prowadzi.
5290:  Geralt nie jest wiedźminem, stwierdzam.
5293:  Każdy wiedźmin, zobaczywszy Neckery, powiedziałby O, Neckery, a nie o tunel!
5307:  WOM!
5310:  Nekker zmusił mnie do użycia miecza.
5312:  Co za... Co za porażka.
5314:  Co za despekt.
5318:  Tunele prowadzi... Dziękuję, Agnieszko, za przypomnienie o nawodnieniu.
5322:  To wszystko przez te Nekkery.
5325:  Umieść kryształ w odpowiednim miejscu.
5330:  Gdzie jest odpowiednie miejsce na kryształ?
5336:  Będziemy tutaj błądzić po tunelach, jak rozumiem.
5339:  Fantastycznie.
5341:  To dobrze rokuje.
5346:  Okej, nic nie widzicie.
5350:  Ja też.
5352:  Chciałbym bardzo wyjść.
5356:  Okej, tędy.
5359:  Przyszukuję kryjówkę Filipy, fatalne... o, pióro.
5364:  Badałem sobie temat wymienionego na początku, twine, tul jak tul, ale to, na czym to jest zbudowane, to się okazało, że to ta sama technologia, w której gra pisze.
5374:  Ooo, super, się cieszę.
5377:  Ja Twina używam do uczenia pisania rozgałęziających się narracji interaktywnych i w ogóle jak lubicie takie rzeczy, chcielibyście sobie napisać grę tekstową, to Twine jest banalny pod tym względem.
5388:  Bardzo sympatycznie się go ogarnia.
5391:  Gdzie?
5393:  Czego ja znowu nie rozumiem?
5401:  No tutaj powinno być miejsce na kryształ.
5403:  A!
5403:  Tylko, że się znowu trigger nie aktywuje.
5406:  Użyj... Ooo!
5408:  Dobrze, Geralt!
5410:  Brawo, Geralt!
5412:  Teraz... Ten stream powinien nosić nazwę... Za dużo aardów.
5422:  Przekleństwo Geralta.
5426:  Wiecie co?
5427:  Dekod Rafarda Białego wyczerpany.
5428:  Nie wiem, jak to się mogło stać.
5433:  Nie ma to jak odrabiać zadanie domowe z polskiego, a w tle leci stream Krzysztofa.
5438:  Cieszę się, Agathejsze, że urozmaicam.
5440:  Mniej się cieszę, że masz do zrobienia zadanie domowe i najidiotyczniejszą rzecz, która różni system edukacji polskie od wszystkich innych sensownych systemów edukacyjnych, w których zadań domowych nie ma.
5451:  Ale oczywiście przeładowany program lekcji to jest za mało, żeby przekazywać wiedzę.
5454:  Trzeba jeszcze zrzucić zadania domowe.
5461:  Dobrze, szukamy co tutaj jest.
5462:  O, skrzyneczka.
5464:  Czy są tu primorzemy?
5465:  Nie ma.
5466:  Jest to trzy dni jeszcze na losowanie Baal.
5468:  Ja już się poddałem w... ...moim planie zrobienia wszystkich konstelacji jej.
5474:  Nie udało mi się nawet pierwszej.
5482:  Ja nie umiałem nigdy robić zadań domowych na przerwach.
5484:  Też je robiłem w domu.
5485:  Dla mnie... Ja nie potrafiłem się skoncentrować w szkole.
5488:  W szkole starałem się przeżyć.
5492:  Bardzo trudne zajęcie i zadanie.
5497:  Oho.
5505:  Prawdzie muzyka jeszcze nie zmieniła się na taką, która zwiastuje nasze przerażające problemy, ale uwierzcie mi, właśnie mamy przerażające problemy.
5518:  O nie!
5520:  Ifrit używa magii ognia!
5523:  Mogłem się domyślić!
5525:  Quen, quen, quen, quen!
5527:  O nie!
5529:  O nie!
5533:  We are royally fucked!
5542:  Czemu, czemu płoniemy?
5546:  Dobra, zróbmy inteligentnie.
5548:  Wyśmienity północywny wiatr.
5555:  Zgasiliśmy Ifrita.
5557:  Świetnie.
5560:  O, nie płoniemy już.
5562:  Aaaa!
5576:  Niedobrze.
5577:  Ifrit ciska w nas kulami ognia.
5579:  Dlaczego ja nie mam kuli ognia?!
5583:  To jest skandal.
5591:  A trzeci dekogt nie jest dobrze.
5596:  Najniebezpieczniejszy przeciwnik dotąd.
5599:  To jest tak, jak w Genshinie dostaję szału, jak widzę, że mam przeciwnika Pyro i nie mogę go niszczyć moją Yanfei.
5606:  Jedyna waifu, która używa magii ognia.
5610:  Nawet jestem w stanie wytrzymać to, że jest prawniczką.
5618:  Tak!
5627:  No to ciekawe, że po Ifrity został kręgosłup.
5632:  Nie sądzę, żeby Ifrity były kręgowcami.
5641:  Prawniczka rymuje się z jamniczką?
5642:  To prawda, to jedna z nielicznych zalet.
5647:  Nie, żebym miał coś przeciwko najmniej mordom, ale za dużo oglądam suits.
5655:  Ja wam dam aard.
5657:  Ja wam dam aard.
5658:  Nie ma... Użycie aardu w innych okolicznościach niż te, do których nas zmusza gra, wiązałoby się z zbyt dużą ujmą na honorze.
5665:  Kilka krzeseł.
5666:  Skromnie, ale jednak wygląda jak mieszkanie.
5671:  Co to... co to są za utensylia?
5675:  Nawet Ifrit ma kręgosłup przeciwieństwie do polskich polityków!
5691:  Tak, bardzo ładne!
5694:  I Fryty były w Heroesach 3.
5697:  Cudowna, cudowny potwór.
5701:  Haha, mikrokawalerka.
5704:  Tak.
5709:  Żebym nie powiedział złą godzinę tego, że nigdy nie poruję na jesieni od czasu jak... A nie, przepraszam, przecież zacząłem wychodzić, bo już zmuszają mnie do tego.
5720:  Przecież to cały czas powtarza.
5721:  Nie trzeba wracać do nauczania stacjonarnego w stu procentach.
5732:  Geralt... No mam pomysł dlaczego.
5739:  Moim ulubionym sposobem robienia zadań domowych z matematyki było robienie ich na lekcji, podczas gdy nauczycielka pytała po kolei każdego i zawsze była ta nutka adrenaliny, czy zdążę, zanim mnie spyta.
5750:  Podziwiam.
5753:  Fajka.
5755:  Fajki zawsze dobre.
5760:  I te szare, i te zielone, wszystkie.
5762:  Zaraz, tutaj jeszcze coś jest do obadania i ja tego nie zobaczyłem.
5766:  Zakrwawione narzędzia chirurgiczne.
5767:  Filipa przeprowadzała tu jakąś operację.
5773:  Czy ktoś mnie wytłumaczy?
5774:  Pisze RashaDog.
5774:  Metagame, jeżeli dobrze czytam.
5776:  Nie, RNG, przepraszam.
5777:  Wiedźmina.
5778:  Zabity leszy na skeligę instadrop starożytnego mutagenu.
5781:  Zabijam pięćdziesiąty raz leszego z opuszczonego tartaku.
5783:  Nie mam mutagenu.
5785:  Ja bardzo nie lubię randomizacji lutu.
5788:  Hmm, co to?
5791:  A nyrzek i kora brzozy to silna substancja odkażająca.
5801:  Adam był zawsze tym, który dawał innym spisać i mimo wielu lat by tak nie robić, bo to oszustwo i tak wiedziałem swoje.
5806:  Bardzo słusznie.
5809:  Ja generalnie nie uważam, żeby to było oszustwo, to jest pomoc, praca w grupie.
5814:  Dobry wieczór, Morioł.
5816:  Czy coś tu jeszcze jest, czego nie znajduję?
5819:  Tak, jeszcze jedno miejsce.
5822:  O, taki malutki, ma takie tycie tycie.
5823:  Kryształ z megaskopu, mocno ukruszony.
5833:  Dobrze.
5835:  Powiedz Radowidowi.
5836:  A, widzicie?
5838:  To jest quest, który trzeba było zrobić przed Radowidem.
5840:  Bardzo dobrze.
