Aż poleje się krew | RED DEAD REDEMPTION 2 Livestream #13
🔗 https://www.youtube.com/watch?v=bdrxTeJEYD8

168:  © PTA & TVP
4617:  Tu jest inaczej niż tam.
4626:  I tak, wiecie, dużo pustego miejsca i nisz tam.
4631:  Konceptystyczna poezja!
4634:  Tak.
4637:  Muszę wam kiedyś pokazać... Wiem, kiedy to zrobimy.
4639:  Zrobimy to, jak będzie nowy setup, będziemy świętować jakąś najbliższą okazję, może 50 tysięcy subów, o, to byłoby fajne.
4649:  Wtedy przeczytam wam parę moich parodii, które pisałem na studiach, zdesperowany, że każe mi się to czytać.
4657:  Tomik nazywał się Doda i później było bardzo dużo spacji i Ciskrzydeł.
4663:  Wiele mówi o tym, co jest w zawartości tego tomiku.
4668:  Myślę, że powinienem to kiedyś wydać.
4669:  Popatrzcie, jaki ten koń jest odrażający.
4671:  To jest koń zombie.
4673:  Przecież on się rozpada i gnije.
4676:  To jakaś tragedia to, co tu się dzieje.
4679:  Co my musimy zrobić?
4681:  Bez przerwy się przenosimy do jakichś nowych miejsc.
4684:  Ja nie wiem, gdzie ja jestem i co się dzieje.
4686:  S.A.
4687:  Spółka akcyjna.
4688:  A nie, Sadie Adler.
4690:  Dobrze.
4692:  Na 50... Reksio jest na 100 tysięcy, moi kochani.
4696:  Nie ma takiej możliwości.
4698:  O!
4699:  Nieznajoma.
4701:  Idziemy do nieznajomej.
4704:  Bardzo dobrze.
4705:  Gdzie jest malaria?
4711:  Koń zombie zagradza drogę malarii.
4717:  Jakiś dramat.
4721:  Jakiś absolutny dramat.
4725:  Pamiętam jak kiedyś do liceum przyjechała Ewa Lipska ze swoimi poezjami i...
4733:  I chwaliła się, że te poezyje jej, to one są takie nowoczesne, bo ona się zainteresowała elektroniką i komputerami.
4745:  Wiecie, to nie różniło się w ogóle od poezji, dalej było tam tożsamość i podmiotowość, tylko że co jakiś czas się pojawiało jakieś losowe pojęcie z zakresu technologii z grubsza.
4755:  Mysz, klawiatura, tego typu rzeczy.
4761:  W związku z powyższym wtedy napisałem parodię Ewy Lipskiej na monitorze Poznania, kursor myszy szuka sera.
4767:  To jest jedna z rzeczy, które znajdują się w dodaci skrzydeł.
4770:  Tu jest jeszcze LS, lekko stronniczy, więc pójdziemy na pewno, ale wpierw pytajniczek.
4777:  Krzysztof niemal zamordował NPC, coś nowego.
4780:  Na to wygląda.
4781:  Idziemy do sądeni, do teatru.
4784:  Niestety obejrzeliśmy wszystkie sztuki, obawiam się.
4788:  Czy mógłbym przypomnieć wierszyk o liściach, które mokną?
4791:  Nie ma problemu.
4792:  To jest wierszyk, który wymyśliłem, żeby streścić całą młodą Polskę w dwóch zdaniach.
4799:  Liście szemrzą, w rzece mokną, nigdy nigdzie już nie dotrą.
4806:  Po co zakuwać, na czym polega modernizm, skoro można sobie zrobić na ten temat wierszyk?
4811:  Jestem polonistką i nie wiem, kim jest Ewa Lipska.
4813:  Szanuję cię, Klaudio, za to.
4815:  Bardzo cię szanuję.
4821:  Zazdroszczę wszystkim, którzy nie wiedzą, kim jest Ewa Lipska.
4825:  Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie.
4828:  Udało się.
4832:  Udało się.
4833:  Jestem mistrzem jazdy konnej.
4838:  Kiedy astrologowie przewidują najbliższy stream bez gry?
4840:  Jutro.
4841:  Żeś się wstrzeił, Cordemon.
4843:  Jutro jest Q&A.
4845:  W starym, dobrym stylu.
4847:  Same pytania i same odpowiedzi.
4850:  Czy w tej grze można nazwać konia?
4851:  Pyta Damiano.
4852:  Tak, tak, tak.
4852:  Jak najbardziej.
4854:  Nasza malaria.
4856:  Legitnie nazywa się malaria.
4857:  To nie jest tak, że ja tak no tylko nazywam... Proszę bardzo.
4860:  Malaria.
4864:  Są dwie polonijskie Klaudie na streamie.
4866:  Pozdrawiam.
4867:  Pozdrawiam drugą Klaudię, polonijskę na streamie.
4877:  Myślcie, że dościgniemy ten pociąg.
4879:  O!
4885:  To miało być nasza mała podróż.
4886:  Tak?
4886:  W porządku?
4915:  Kto jesteś?
4916:  O, to w porządku, panie, nie znaczy, że nie wiesz jak.
4921:  No, to teraz nie ma znaczenia, jeśli... jeśli wywodnik czy wild animal nie otrzymuje naszą zapowiedź, no... Pojechaliśmy stąd z miasta w poszukiwaniu innego życia.
4939:  Coś prawdziwego, czegoś... prawdziwego.
4947:  Wszystko to skłaniające i wierzące, chcieliśmy, by to odrzucić, żeby znaleźć coś prawdziwego.
4957:  Co za parę głupot.
4959:  Czy masz stację czy miasto, gdzie mogę cię zabrać?
4961:  Nie, nie mogę się teraz poddać.
4963:  Nie chciałby tego.
4965:  Nie mogę tego mieć.
4968:  Zrobię to dla ciebie, Cal.
4982:  Cóż, zostawię cię do tego.
4983:  Czy jest jeszcze czegoś dla ciebie do jedzenia?
4991:  Nic.
4991:  Nie znaliśmy najpierw tego, co się dzieje z łowieniami.
5005:  Nie mogłam nawet znaleźć kawałka.
5007:  Jeśli potrzebujesz jakichś pojedystych barw, to ja jestem naturalna w znalezieniu tych.
5014:  Cóż... Nie spędzisz tu dużo dłużej, jeśli nie wiesz jak jechać.
5022:  Chodź, pokażę ci.
5026:  W porządku?
5036:  Ale lepiej byś nie próbował jakiegoś śmiesznego biznesu.
5040:  Wiesz, może jestem słaby, ale wciąż wiem, jak się starać.
5045:  O, nie wątpię.
5047:  Chodź.
5048:  Mówiłaś, że kiedyś znalazłeś zwierzę?
5052:  Nie, ale... znowu, nie znalazłam niczego.
5058:  No, musisz wiedzieć, jak to zrobić, jeśli będziesz tu żyć.
5063:  Jestem zbyt świadoma.
5066:  Więc gdzie powinniśmy jechać?
5069:  Eee, spróbujmy tam na drzwi, blisko rzutu.
5072:  Co się stało z twoim mężem, jeśli nie chcesz mnie zapytać?
5076:  Biały go złapał.
5079:  Było to przerażające.
5081:  Użył, ale tylko przez kilka dni.
5090:  Zabijałam go tydzień temu.
5093:  Przepraszam.
5094:  To był naprawdę jego marunek, bardziej niż mój.
5097:  Chciałabym wrócić do Chicago, gdyby mówił to słowo.
5101:  Ale teraz... Nie wiem, trudno to wyjaśnić.
5105:  Muszę to zrobić.
5106:  Rozumiem.
5106:  Tak, to dobry miejsce.
5107:  Czego szukamy?
5108:  No... Myślę, że powinniśmy zacząć od czegoś małego, prawda?
5119:  To jest niedźwiedź niedoskonała.
5137:  O nie!
5139:  Nic nie widzę, nie!
5140:  Gdzie coś się rusza?
5142:  Tutaj?
5143:  Nie!
5144:  Skąd?
5154:  Nauczę panią Pola.
5155:  Widzi pani tę sarnę?
5157:  Bum, bum!
5159:  Tak, tak.
5164:  No dobrze, ale czemu nic nie znajdujemy?
5189:  Dobra robota.
5197:  Dobra robota.
5197:  Dobrze, to idziemy.
5202:  Czas, żeby usunąć twoje ręce.
5203:  Jak?
5203:  Co?
5205:  Mówię... Co robię?
5217:  Po prostu trzymaj nogi mocno i odpuszczaj twarz szybko.
5220:  Powinna się od razu wyrwać.
5238:  O mój Boże.
5239:  Wyglądało dobrze.
5241:  I to wszystko co jest do tego.
5241:  Dobrze zrobiłaś.
5243:  Myślę, że widziałam wystarczająco bólu w jednym dniu.
5246:  Czy masz problem, jeśli wrócimy teraz?
5251:  Oczywiście, wrócę.
5253:  Zrobiłeś to.
5253:  Powinienem Cię zatrzymać przez kilka dni.
5256:  Chodź do mnie.
5257:  Chodź do mnie.
5257:  Chodź do mnie.
5273:  Mówię, to naprawdę nie jest tak złe miejsce.
5274:  Chodźmy z nami.
5276:  Chodźmy.
5276:  Użyjemy tutaj, w porządku?
5277:  Nie mam wątpliwości, że jeden może to zrobić.
5283:  Czy Charlotte Balfour może, to zupełnie inna kwestia.
5285:  Prawdopodobnie żyłeś całe życie na zewnątrz.
5291:  O, dużo, to na pewno.
5293:  Prawie nie uciekłam z miasta, zanim przyjechałam tutaj.
5297:  Cal spędził sierpnia, urodząc się w łodzie swoich ojców w Maine, ale... Zdaję sobie wrażenie, że robili więcej ptania niż jeżdżą.
5309:  Dokładnie.
5309:  Nie, żartuję.
5310:  Staram się w jak miary zrównoważonym sposób akurat... Dietę traktuję śmiertelnie poważnie.
5316:  Nie, już się skończy.
5317:  Wolves, zostańcie z powrotem!
5321:  Chwileczkę!
5321:  Chwileczkę!
5352:  Od samego początku tej gry, plus wiedźmin jeszcze.
5356:  Walka z wilkami.
5370:  I co?
5373:  Co?
5378:  Nie, no nie mówcie mi, że musimy to zrobić drugi raz.
5386:  Uh... W porządku?
5387:  Kto jesteś?
5414:  O, to w porządku, pani, nie mówię, że nie masz serca.
5421:  No, teraz to nie ma znaczenia, jeśli... Jeśli zwierzę, albo zwierzę nie da mi nic... Powiedz mi, kiedyś zrzuciłaś zwierzę?
5430:  Nie, ale... znowu, nie zrzuciłam niczego.
5437:  Cóż, musisz wiedzieć, jak zrobić obu, nie mów o tym tutaj.
5442:  Więc na gdzie powinniśmy iść?
5442:  Eee, spróbujmy tam na drzwi, na rzekę.
5447:  Co się stało z twoim mężem, jeśli nie wiedziałeś o tym, co się wydarzyło?
5454:  Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie,
5473:  Proszę bardzo.
5475:  Dowód.
5476:  Za każdym razem jest ta pieprzona kłódka.
5490:  Nie wierzę.
5495:  Skóruj go!
5506:  Al Fatra pisze, że wrócił właśnie z seminarium i rejsu motorówką z mistrzem Jarosławem Suską, 50-krotnym mistrzem świata... 50-krotnym mistrzem Polski i 6-krotnym mistrzem świata w taekwondo.
5519:  Było przecudownie.
5520:  Przecudowna, skromna postać.
5521:  Charakterystyczną cechą ludzi, którzy dużo osiągnęli jest to, że są skromni i nie mówią dużo na temat swoich osiągnięć.
5528:  No chyba, że...
5530:  Na przykład ktoś powiedziałby mistrzowi Tequondo, że ale co ty się znasz na Tequondo?
5534:  Prawdopodobnie wtedy mógłby wspomnieć o tym, że jest 50-krotnym mistrzem.
5546:  Proszę bardzo, proszę bardzo.
5549:  Tryb fabularny nie da się.
5553:  Mob ma sejwy?
5554:  Prawdopodobnie wtedy gra się wykszaczała jeszcze bardziej.
5559:  Mówię, to naprawdę nie jest tak złe miejsce.
5571:  Masz dobrą źródło wody, jest dalekie, ale możesz tutaj przetrwać, w porządku?
5573:  Chciałabym zauważyć, czy jeden z nas może tu przetrwać.
5575:  Czy Charlotte, czy Candidate, czy w ogóle Charlotte, czy w ogóle Charlotte, czy w ogóle Charlotte, czy w ogóle Charlotte, czy w ogóle Charlotte, czy w ogóle Charlotte, czy w ogóle Charlotte,
5590:  One się tutaj pojawią nagle?
5592:  Na triggerze przestrzennym czy czasowym?
5594:  Zobaczymy.
5602:  Hahaha!
5632:  A gdzie jest?
5635:  Gdzie ona jest?
5638:  Gdzie... Gdzie ona jest?
5646:  Ona uciekła?
5648:  Nie!
5650:  Nie!
5651:  Jak to uciekła?
5662:  Spłoszyła się dynamitem?
5670:  Jak to się spłoszyła dynamitem?
5674:  Hendożę ten quest.
5677:  Hendożę ten quest.
5679:  Idziemy do Strausa, potem wrócimy najwyżej tutaj.
5681:  To jest jakiś dramat absolutny.
5694:  Nic nie da zloadowanie, podejrzewam, w tym momencie.
5696:  Nie, no to jest katastrofa.
5698:  O, teraz mogę zapisać!
5701:  Automatyczny zapis.
5702:  To jest to?
5702:  Chyba tak.
5706:  Poszło się dynamitym, ale wilki i strzelanie to spoko.
5708:  Tak, tak.
5709:  Godne miejsca do polecenia w Krakowie?
5712:  Trudne pytanie, bo szczerze ja się nie ruszam z domu.
5715:  Ale z takich nieoczywistych rzeczy można sobie obczaić muzeum, które jest pod rynkiem.
5720:  Mało kto o nim wie w sumie.
5723:  Wchodzi się przez sukiennicy, bardzo nieoczywista sprawa.
5726:  I przy okazji można sobie obczaić kawiarnię, która jest na dachu sukiennic.
5729:  Wtedy ma się cały rynek ustóp.
5732:  To jest bardzo fajny quest.
5733:  Zauważyłem.
5735:  Umieram z ekscytacji.
5740:  Jest świetnie zaprojektowany, za każdym razem trzeba go robić od nowa, ponieważ jakiś debil programista nie zrobił checkpointu.
5752:  Jestem bardzo dużym wrogiem ludzi, którzy nie potrafią ogarniać interfejsu.
5765:  Powiedz mi, kiedyś skipałeś zwierzę?
5766:  No, musisz wiedzieć jak to zrobić, jeśli chcesz przetrwać tutaj.
5794:  Czy słyszałem o Europejskiej Inicjatywie Obywatelskiej dotyczącej pensji podstawowej?
5797:  Nie słyszałem, Bartoszu.
5798:  Jeżeli to jest związane z UBI, to jestem zainteresowany.
5801:  Co się stało z twoim mężem, jeśli nie zapomniesz mi o tym?
5808:  Błogosławieńca go złapał.
5809:  Był zbyt zbyt zbyt zbyt zbyt zbyt zbyt zbyt zbyt zbyt zbyt zbyt zbyt zbyt zbyt zbyt zbyt zbyt zbyt zbyt zbyt zbyt zbyt zbyt zbyt zbyt zbyt zbyt zbyt zbyt zbyt zbyt zbyt zbyt zbyt zbyt zbyt zbyt zbyt zbyt zbyt zbyt zbyt zbyt
5821:  Albo dajemy graczom możliwość zapisu swobodnego, albo robimy sensowne checkpointy.
5826:  Tertium non datur.
5827:  Trzecie niedane.
5835:  Przeklęty królik.
5846:  O bogowie.
5853:  Skóruj!
5858:  GTA też nie można zapisać w środku quest'a, to już Rockstara.
5860:  Tak, Rockstar ma, jak każda firma, ma swoje przyzwyczajenia i je przeszczepia z gry do gry.
5867:  Więc albo są to dobre przyzwyczajenia, albo są to złe przyzwyczajenia.
5873:  Czasem jest to też kwestia silnika, dlatego dobrze, że CD Projekt Red zrezygnował z Red Engine'u.
5879:  Ja nie przypuszczałam, że w takim goście da się trzy razy umrzeć, nie przypuszczałem.
5882:  Nie przypuszczałam również, że zaatakują mnie nagle wilki.
5888:  Dobrze, co tym razem?
5889:  Karabin snajperski?
5891:  Gatling?
5892:  Czołg?
5900:  Najlepszy system autosave'ów mają gry From Software.
5903:  Tak.
5903:  Tak.
5910:  Dobrze.
5911:  Więc tak, ponieważ będziemy walczyć teraz z najsilniejszym przeciwnikiem w grze, sprawa jest prosta.
5922:  Sprawa jest bardzo prosta nawet.
5924:  Musimy zjeść kawałek sera.
5947:  Widzisz, jeśli nie byłbyś tu, to bym teraz był śmierdzący.
5950:  Masz raflę?
5951:  Nie.
5951:  Nie, mój mężczyzna.
5953:  Sugeruję, żebyś się nauczył jak ją używać.
5956:  No, chodźmy, wracamy do domu.
5958:  Odkąd przyjechaliśmy tutaj, czuć, że każdy krok naprzód, przychodzi z 100 kroków z powrotem.
5964:  Ludzie nie wiedzą o czynnościach życia w kraju, ale nie ma nic prostego w tym wszystkim.
5976:  No, myślę, że tylko wiemy, o czym mówimy.
5979:  W tym momencie kompletnie przestaje interesować mnie jej historia.
5983:  Chciałabym dodać do życia przyzwyczajenia i przyzwyczajenia w wielkiej miasteczności.
5990:  Nie wiem o tym.
5991:  To brzmi niepokojąco.
5991:  W końcu jest to prawdziwy, bezwzględny i błyszczący istotny system.
5996:  Ale niezmiernie łatwy.
5999:  Dobrze.
6003:  JP Morgan stwierdził, że to jest właśnie moment.
6005:  Ten, precyzyjnie ten, w którym musi wydłubać sobie woszczyznę z uszu.
6010:  Dokładnie ten moment.
6012:  Gdzie ona zniknęła?
6013:  A tu jest, dobrze.
6015:  Witamy jamnikowego piechura na czatach.
6017:  Ja bym nazwał jamnika, jakbym go jakoś miał?
6019:  Easy, jamnik.
6021:  To byłoby fantastyczny pretekst, żeby wypowiadać bardzo wiele razy to słowo.
6027:  Jest dziwnie spokojna poza atakowaniem przez wilki.
6029:  No co innego, gdyby to był dynamit... Uuu, dynamit!
6032:  Nie chcę dynamitu!
6034:  Aaaa!
6038:  Czy możesz iść szybciej z tym truchłem?
6043:  Ewidentnie nie.
6045:  Ale chatynka niczego sobie.
6051:  Maczki pisze, że jest zrodza, ogląda do każdego coś przykrego, a interesuje go Red Dead, bo właśnie kupił i tu trafił.
6056:  Witaj serdeczności.
6057:  Miła przygoda przed tobą, Red Deadowa.
6060:  Nasza niestety chyli się ku końcowi.
6062:  Czy planuje mieć Jamnika?
6063:  pyta Claudia.
6064:  Tak!
6064:  Tylko muszę wpierw ogarnąć sprawy, które są dla mnie bardziej priorytetowe.
6070:  Niestety.
6072:  Jamnik potrzebuje stu procent mojej uwagi.
6075:  To ona nie robi.
6082:  Potem wiecie, ludzie przygarniają psa lub kupują, jeżeli nie ma możliwości przygarnięcia.
6088:  I nie wiem, nie ogarniają już behawiorysty.
6109:  Nie ogarniają tresury i potem jest tak jak z psem, który jest u moich sąsiadów.
6114:  Za każdym razem, nie przesadzam, gdy jest najlżejszy szelest na korytarzu, gdy wyciągnie się klucze, gdy... Za każdym razem.
6125:  Pies jest tak zestresowany, ale równocześnie ludzie są zestresowani potwornie, a właściciele mają wyjebane kompletnie.
6133:  No nie, pies to do siebie ma, że szczeka.
6135:  Nie, pies nie ma to do siebie, że spazmatycznie szczeka i rzuca się na drzwi za każdym razem, jak usłyszy cokolwiek.
6141:  To nie jest normalne.
6144:  Więc żeby uniknąć takiej sytuacji, a biorąc pod uwagę jeszcze to, że jamniki są nieprawdopodobnie wprost uparte, ja nie wyobrażam sobie sytuacji, w której bym nie poświęcił dwóch, trzech miesięcy na tresurę przynajmniej i behawiorystę.
6159:  Tak, Krzysztof szczeka dźwięcznie.
6165:  Więc tak sobie myślę, że taka jedna rzecz, która mnie totalnie blokuje, to jest przeklęta habilitacja niestety.
6172:  Ale to jest temat, którego nie lubię poruszać.
6175:  Okej, dziewczyno.
6202:  Jamniki są dość szczekliwe, absolutnie, tak.
6204:  A ja, tak się składa, że kiedyś się opiekowałem, współopiekowałem jamnikiem, który właśnie był bardzo dobrze wychowany i był cicho.
6212:  Jedyna rzecz, która tego jamnika doprowadzała do absolutnego, ostatecznego wściekłego wkurwu, to były konie.
6222:  Jak jamnik ten widział konia, rzucał się na niego, żeby zamordować.
6226:  On nie chciał tego konia obszczegać, on chciał go zamordować.
6235:  Coming when it's ready.
6237:  O, jak się to źle kojarzy teraz.
6239:  Bardzo źle.
6240:  Czy będę robił habilitację?
6241:  A to proste akurat.
6242:  To struktura otwartego świata w grach wideo.
6246:  Na czym polega i co to znaczy, że coś jest otwartym światem.
6249:  Jednym z rozdziałów będzie swoją drogą o Elden Ringu.
6251:  Zgłaszam go na konferencję.
6254:  Nie, przepraszam.
6255:  Zgłosiłem go już na konferencję i nawet wygłosiłem referat, ale nie robiłem jeszcze publikacji po tym.
6262:  Więc jedna z tych rzeczy, które planuję zrobić w wakacje, to jest właśnie rozdzialik o Elden Ringu.
6270:  Proszę nazwać jamnikę Jamnisław.
6273:  Jamnisław jest piękny.
6279:  Patatajamy do patatajni.
6285:  Nie wiem, co tu się właśnie stało.
6289:  Na zajęciach z epidemiologii, pisze Dorka, pani prowadząca zawsze umieszczała na prezentacji zdjęcie swojego jamnika Funia.
6294:  O!
6295:  Czasem jak się domagał atencji, pokazywała nam go na kamerce.
6297:  To by musiało być wspaniałe.
6299:  Jedyna psia sytuacja, którą pamiętam ze studiów, była na teorii języka bodajże.
6307:  Profesorka zawsze przy...
6310:  prowadzała ze sobą Golden Red Rivera, który był tak wytresowany, że przynosił jej papierosy z najbliższego kiosku i miał na obroży portmonetkę z pieniędzmi i kioskarz wiedział, żeby wziąć od niego pieniądze i pies czekał za każdym razem.
6326:  Niesamowite absolutnie.
6328:  Tylko, że z drugiej strony
6330:  Akurat w przypadku zajęć stacjonarnych trzeba poczynić takie zastrzeżenie, że nigdy nie wiadomo, czy jakiś student, studentka nie będzie miał knofobii, czyli nie będzie się bał psów.
6340:  No bo nie wolno narażać ludzi na kontakt ze zwierzakiem, jeżeli nie chcą tego.
6346:  O, Monika zna pieska z toru języka.
6349:  Proszę, proszę.
6352:  No, ale tak jak mówię, fajne, przyjemne dla psiarzy, natomiast niefajne, nieprzyjemne dla ludzi, nie wiem, nie tylko sknofiowych, ale także uczulonych na sierść, nie?
6360:  Niektórzy przychodzą na zajęcia i aaa, zik, bez sensu.
6364:  Czym się różni habilitacja od zwykłego doktoryzowania?
6366:  To jest proste, to jest...
6368:  Habilitacja uprawnia Cię do tego, żeby można było promować własnych doktorów.
6371:  To jest taka najbardziej podstawowa funkcja.
6373:  A czym się różni?
6375:  W zasadzie jest to taki trudniejszy doktorat do ogarnięcia, bo na doktorat, czy piszę książkę, no to to jest, nie wiem, jakieś 300 stron w humanistyce, 200.
6382:  Jak się jest Michałem Rusinkiem, to jakieś 70.
6385:  Mówię to dlatego, że Habilitacja Michała Rusinka miała 150 stron.
6389:  Panie Morganie, nie wygląda bardzo dobrze.
6419:  Nie jestem rebelem.
6429:  Obawiam się, że jestem doskonały.
6433:  Przepraszam bardzo.
6433:  Wyglądasz dobrze z drugiej strony.
6434:  Nie błagaj mnie!
6434:  Zatrzymałem cały ten głupi biznes... Dobrze, że wytrenowany nie szczekał, chyba że widział wiewiórkę.
6437:  Nie wiem.
6438:  Poznaliśmy katolicką kobietę, mężczyznę, i śpiewaliśmy, i to się wyciągnęło!
6446:  Czy on nas nie odczepi, prawda?
6449:  Nie odczepi się.
6456:  I Claudia pyta, gdzie Krzysztof znajdzie siedmiu profesorów od groznawstwa.
6460:  Funny you mention that, bo to jest główny powód, dla którego się tak nie spieszę.
6464:  Jest trzech aktualnie.
6472:  Red Angel pisze, że ma znajomych, którzy mają psoterapeutę dla knofobów.
6475:  Zaprzyjaźnienie z psem zawsze musi zachodzić stopniowo i obie strony muszą wyrazić zgodę na bliższy kontakt.
6479:  Co się dzieje?!
6480:  Czemu nie mogę tu przejechać?!
6482:  Ja chcę przejechać dalej!
6484:  Nie chcę być w jakimś hendożonym obozie!
6487:  Dajcie mi spokój!
6491:  Kinmai?
6492:  To prawda.
6493:  To jest dobra nazwa dla jamnika.
6500:  Dzień dobry.
6501:  Panie Morganie!
6502:  Panie Andersonie!
6505:  Jak się masz?
6505:  Osobiście... Osobiście jak wyglądam.
6514:  W porządku.
6514:  Czy jesteś... Może jesteś dostępny na jakąś pracę?
6517:  Dzieci?
6518:  Tak.
6519:  Rozumiem.
6519:  Konrad pyta, czy brak profesorów uniemożliwia rehabilitację.
6522:  No, znaczy nie, nie uniemożliwia, ale utrudnia, no bo ryzykujesz, że ocenia ci ktoś niekompetentny.
6528:  Mówiąc ad absurdum, wyobraź sobie, że pracujesz, nie wiem, nad usprawnieniem wielkiego zderzacza handlonów i macie oceniać biolog i geograf.
6537:  To jest mniej więcej tak, jak ja bym pisał o grach wideo, znaczy ja będę pisał o grach wideo i będzie mnie oceniać kulturoznawca lub polonista, który uważa, że gry wideo powodują choroby serca oraz cukrzycę.
6549:  Znaczy, no nie ma tu dyskusji, tak?
6551:  To znaczy ja chcę mówić o mechanice kwantowej, a ktoś ma problem z 2 plus 2 równa się 4.
6557:  Nie ma pola do dyskusji.
6559:  Chyba, że jest otwarte światopoglądowo, ale to jest ryzyko, którego się, no moim zdaniem nie powinno podejmować, zwłaszcza, że nie ma procedury odwoławczej i to jest problematyczne.
6571:  Czy to ta misja?
6572:  Gra jest za cicho.
6573:  Przygłaśniamy grę i słuchamy Strausa.
6580:  Cóż, przepraszam cię.
6583:  Nie, nie martw się, ja nie... Zobacz, Strauss.
6584:  Uważaj.
6584:  Jeszcze nie umarłem.
6586:  Nie, oczywiście nie.
6589:  To to, o czym mówiłem.
6590:  Ja... ja... Nie umarłeś, Strauss.
6593:  Kto ci płaci pieniądze?
6595:  Cóż, jest tu odwiedziciel z Fortu Wallace.
6597:  Przejdź do niego najpierw.
6599:  Szukają go na drodze w pobliżu Trzy Siostry.
6601:  Jego imię jest J. John Weathers.
6604:  J. John Weathers.
6606:  Potem jest miner w Annesburg.
6609:  Nazywa się... Nazywa się Arthur.
6612:  Tak jak ty.
6613:  Arthur Londonderry.
6617:  Mężczyzna w rodzinie, głupi.
6620:  Wiesz, ten typ.
6620:  Nie mógłby jeden z chłopaków to zrobić.
6623:  Próbowałem.
6624:  Oni brakują twojego... Figura.
6630:  Figura, co?
6631:  W porządku.
6631:  Uważaj się, panie Morgan.
6635:  Czy mam klimatyzację w mieszkaniu?
6637:  Oczywiście!
6638:  To była jedna z pierwszych rzeczy, w jakie zainwestowałem i jedna z pierwszych rzeczy, jaką natychmiast zamontowałem w nowym mieszkaniu.
6646:  Przed kanalizacją, przed wodą, przed prądem i internetem miałem klimatyzację i czekała na włączenie prądu.
6655:  Przed wszystkim.
6658:  Wszystko było potem.
6661:  Klimatyzacja najważniejsza rzecz, jaka istnieje.
6665:  Witamy kawcie na czatach i bordowo pomarańcze.
6672:  Profesorowie byli... Czyli 3 profesorów od gier musieli jakoś proces ten przejść?
6676:  Tak i nie chcesz wiedzieć jak to wygląda.
6678:  Znam komisję habilitacyjną, na której mój serdeczny znajomy, no nie mogę powiedzieć kto, żeby mu nie zrobić problemów, usłyszał, że mógłby się przestać zajmować takimi pierdołami.
6692:  On akurat...
6694:  Hej, wielki człowiek.
6695:  Cieszę się.
6695:  Naprawdę się cieszę.
6697:  Ja też, ojcu.
6698:  Co się wydarzy, wiesz?
6699:  Wszyscy.
6700:  Chyba... Ludzie będą wybrać wybór.
6720:  Czy żyją,
6727:  No wreszcie ktoś!
6730:  After all this years!
6734:  Gliader, dzięki za wsparcie od dwóch miechów!
6740:  Już miesiąc cieszenia się jamnikami, prawda?
6755:  How cool is that?
6756:  A to wszystko dzięki Dominice Jamnikotwórczyni.
6767:  Ten system nie ma sensu, bo jedyne do czego prowadzi to hamowanie rozwoju nowych dziedzin, pisze Kowułczi.
6772:  Tak, tak, tak!
6775:  Dokładnie tak!
6777:  I cementowanie, betonowanie tych, które już są i które się jeszcze w dodatku są samosprawdzającą się przepowiednią, ponieważ na poziomie szkolnym są również, więc się wydają bardziej naukowe i potrzebne.
6789:  Tak, tak, tak, tak, tak, tak.
6792:  Właśnie tak.
6792:  Dobra.
6793:  To w pierwszej kolejności lecimy do Weaversa.
6797:  A w drugiej kolejności chyba był Fort Wallace, tak mi się wydaje.
6800:  Ale może się mylę.
6802:  Witamy Kluchenmuchen na czatach.
6806:  Klucha na czatach, tak.
6808:  Na to wygląda.
6810:  Warsztat runiczny, piedestal na księgi, sprzęt alachemiczny i klatka na przyzwańce.
6815:  Tego o dziwo nie mam.
6817:  Czy ja mogę wyjechać z tego chędożonego obozu?
6875:  O już, tak szybko!
6878:  Ooo!
6882:  Szkoda, że to zły koń!
6887:  No przecież szlak mnie jasny trafi!
6895:  Dobrze, będziemy jeździć na amfibia.
6908:  Hej, przyjacielu!
6935:  Oglądają.
6935:  Zawsze oglądają.
6937:  Nigdy nie rozmawiają.
6939:  Oglądają.
6942:  Zawsze oglądają.
6943:  Nigdy nie rozmawiają.
6944:  Oglądają.
6944:  Zawsze oglądają.
6945:  Nigdy nie rozmawiają.
6948:  Oglądają.
6949:  Zawsze oglądają.
6949:  Nigdy nie rozmawiają.
6950:  Oglądają.
6950:  Zawsze oglądają.
6951:  Oglądają.
6953:  Zawsze oglądają.
6953:  Oglądają.
6953:  Zawsze oglądają.
6957:  Oglądają.
6958:  Oglądają.
6958:  Oglądają.
6958:  Oglądają.
6959:  Oglądają.
6959:  Oglądają.
6959:  Oglądają.
6959:  Oglądają.
6960:  Oglądają.
6978:  To już się kiedyś wydarzyło.
6980:  Dzień dobry.
6994:  Czy możemy porozmawiać o Tractatus Logico-Philosophicus Ludwiga Wittgensteina?
7000:  To trzeba klikać!
