Wielki powrót J.P. Morgana | RED DEAD REDEMPTION 2 Livestream #9
🔗 https://www.youtube.com/watch?v=_5x8opsofRU

330:  🎵🎵🎵
3220:  Schowanie się za drzewem nic nie dało.
3227:  Nie dobrze, nie dobrze, nie dobrze.
3228:  Tu, tu, tu, tu, tu, tu, tu, tu, tu, tu.
3235:  Jeśli korzystać z noży do rzucania, musisz przytrzymać przycisk, żeby ustalić siłę rzutu?
3240:  Okej, okej.
3247:  Okej, widzę już.
3252:  Nie jęcz!
3255:  JP Morgan upodabnia się do malarii.
3257:  Malaria rzęzi, a JP Morgan jęczy.
3261:  Bądź mężny.
3263:  O nie, wartownicy się mijają, najgorzej.
3275:  JP Morgan dosłownie umiera, Krzysztof nie jęcz.
3277:  No dokładnie.
3279:  Niech będzie mężny.
3288:  Okej.
3293:  Powiedz im, że studiowałeś na UJ.
3295:  Zostawią cię z obrzydzeniem.
3297:  O nie!
3300:  I, E, Y!
3308:  Okej, teraz mamy szansę.
3319:  Aaa!
3320:  Pierwszy udany rzut nożem!
3330:  Dobrze jest mieć rewolwer w razie czego.
3332:  Świetnie.
3342:  Dobrze.
3346:  Tutaj następny strażnik idzie.
3352:  Ale my jesteśmy chytrze schowani.
3354:  Nikt nas nie widzi.
3356:  Wspaniała wiadomość.
3363:  Można się zakraść i załatwić ich pociku.
3365:  Tak, ale oni mi dysponują bronią palną, a ja nie chcę wzbudzić teraz rwetesu.
3375:  Okej, okej, okej, okej, okej, okej, okej, okej, okej, okej, okej, okej.
3392:  Wyciągnij ten nóż.
3404:  Co jest?
3411:  Fuck.
3415:  Fuck, fuck, fuck, fuck, fuck, fuck, fuck.
3424:  Uciekaj, uciekaj, uciekaj!
3427:  Aaa!
3430:  Czemu my... Dobrze, mamy jeszcze jeden nóż do rzuca... Gdzie on jest?
3435:  O Boże, ja go nie widziałem.
3437:  Ja pierdziele.
3444:  Nie można użyć bullet time'u.
3446:  Nie jestem w stanie zrozumieć, nie jestem absolutnie w stanie zrozumieć, dlaczego zniknął kursor.
3455:  Przytrzymałem w trakcie rzucania i chuja to dało!
3459:  Zniknął kursor.
3464:  Właśnie nie został zabrany ten rewolwer, jestem oburzony.
3470:  Najgorsze jest to, że ja nic nie widzę.
3498:  Zresztą się zdenerwował.
3502:  Jest utrudnione postulowanie przez jego stan zdrowia?
3504:  Nic go nie usprawiedliwia.
3511:  Nic.
3517:  Dobrze.
3519:  Muszę przyznać, że ten ambient jest wyjątkowo denerwujący.
3522:  Zwykle lubię ambient.
3528:  Okej.
3531:  Tam nie dorzucimy.
3533:  Chociaż... Może właśnie.
3544:  Właśnie cały czas Krzysztof przytrzymuje i nic.
3552:  Czemu on wstaje jak
3567:  Wydaje mi się, że tutaj już jest nasza broń.
3574:  Odzyskaj.
3577:  O, tak!
3579:  O, tak!
3580:  Mamy sakiewkę!
3581:  Mamy nasz sakwojarz!
3585:  A czy mamy przedmioty?
3588:  Na przykład, czy możemy zdrówko
3592:  Ooo, bimberek, od razu jest lepiej.
3597:  Dobrze, co jeszcze możemy zrobić, bo ja już w ogóle nie pamiętam.
3601:  Zapasy, peklowana wołowina.
3606:  Mam wrażenie, że wszystkie rzeczy, które mamy są kiepskie.
3612:  Już nie jęcz, zjadłeś peklowaną wołowinę!
3619:  Silne lekarstwo.
3621:  Dobrze, jeszcze potrzebujemy zabójczą precyzję odnowić.
3638:  Okej.
3641:  Teraz tak, bierzemy pistolety.
3651:  Na wszelki wypadek.
3657:  Słusznie.
3660:  Boże, nic nie widzę.
3662:  Fuck.
3682:  Wszyscy?
3685:  Wszyscy.
3688:  Dobrze.
3690:  Lootujemy.
3695:  Dlaczego jest tak czerwono?
3696:  Rockstar wymyślił, że tak będzie fajnie, żeby pokazać, że JP Morgan ledwo żyje.
3702:  Niestety nie jest to fajne.
3704:  Dobra, idziemy na malarię i wąt stąd.
3707:  Już zapomniałem tej idiotycznej mechaniki rdzeniów i nierdzeniów.
3712:  Już nie pamiętam, o co w tym chodziło.
3714:  Dlatego nie wiem, jak się regeneruje to czerwone.
3718:  Kompletnie.
3721:  O, bogowie!
3723:  Ich jest tutaj więcej!
3738:  Czemu, czemu?!
3740:  Czemu, czemu to nie działa? !
3743:  Czemu karabin nie działa?
3747:  Dziwne.
3748:  Miałem wrażenie, że karabin powinien mieć zasięg lepszy od pistoletów.
3755:  Dobra, weźmy sobie pistolety, będą lepsze.
3761:  Woda, sokole, oko, szamanie, życie.
3762:  Tak, tak, ale ja nie rozumiem tego systemu.
3764:  Ja go nie zrozumiałem od samego początku tej gry, że są dwa wskaźniki.
3767:  Jeden jest w środku, drugi jest na zewnątrz.
3769:  Ja nigdy nie wiem, co regeneruje co.
3784:  To czerwone, czyli rdzeń zabójczej precyzji wypełnia się tytoniem.
3787:  No właśnie, to jest to, czego totalnie nie rozumiem.
3811:  Arthur!
3811:  Arthur?
3811:  Arthur!
3812:  Powiedziałem ci, że to był subterfekt.
3813:  Mój chłopie... Mój kochany chłopie co?
3815:  Mówili o mnie.
3842:  A, zabiłem.
3845:  Pani Grimshaw!
3846:  Potrzebuję pomocy!
3848:  Panie Swanson!
3848:  Będzie ustalił nam prawo!
3849:  Oczywiście, że będzie!
3851:  Przepraszam, Arthur.
3853:  Jest trochę późno.
3853:  Przepraszamy.
3854:  Swanson!
3855:  Panie Morganie!
3856:  Panie Morganie, jesteście bezpieczni teraz!
3859:  No, chodźmy do piłki!
3860:  Jesteście bezpieczni teraz, Arthur.
3864:  Okej.
3864:  Zrozumiałem.
3864:  Jesteście bezpieczni teraz.
3869:  To jest piękne!
3870:  To jest naprawdę piękne.
3874:  Pani Grimshaw, poruszaj się z nim na chwilę.
3877:  Oczywiście.
3880:  Będziesz w porządku, panie Morgan.
3883:  Jesteś w domu.
3915:  Myślałem, że zabiję cię, panie Morganie.
3917:  No, nie tak jeszcze, prezydent.
3926:  Dobrze.
3927:  Jak się czujesz?
3929:  O, tak samo jak ty.
3932:  Przepraszam, że to słyszałeś.
3937:  No, zajmij się sobą.
3938:  Ty też.
3949:  JP Morgan ma nawet problem z tą samą ręką co ja.
3951:  Kto je przypuszczał?
3952:  Dobrze, idziemy zrobić coś z brodą.
3959:  Teraz graczu nie możesz biegać, ponieważ powody.
3971:  Dobrze, czy ja tu mogę kupić mięso?
3972:  Nie, nie mogę.
3992:  Kiedyś zapamiętam, gdzie jest miejsce, w którym mogę sobie ostrzyć brodę, ale to będzie nieprędko.
4003:  Chcieliśmy coś zrobić z dobrotą.
4004:  Deklaracja, na którą arcykolega czeka od początku strumyka.
4008:  Tak.
4009:  O, tu jest lustereczko.
4011:  Lustereczko, powiedz przecie, który Morgan jest najpiękniejszy w świecie.
4018:  I teraz tak, znowu trudna rzecz.
4025:  Nie przytnij.
4036:  Nie, bo to zostanie ta broda.
4037:  Tu jest różnica między cięciem a modelowaniem, z tego co pamiętam.
4041:  Też tego nie byłem nigdy w stanie zrozumieć.
4044:  Ale chyba to nie tutaj, tylko u fryzjera.
4048:  Dobra, czyli możemy przyciąć... ...brodę.
4059:  Dobrze, tak będzie okej.
4069:  Tak jest.
4071:  Dobrze.
4072:  Jest lepiej.
4077:  Trzeba będzie pójść do Balwierza, absolutnie.
4082:  Okej.
4084:  Zbadaj rysunek.
4084:  Mam wrażenie, że to badaliśmy już wcześniej.
4087:  Czy znowu są prace obozowe?
4089:  Nie będziemy wykonywać bez przerwy prac obozowych, to jest niesprawiedliwe.
4094:  Nie, nie, nie, nie.
4095:  Balesiona już nosiliśmy.
4097:  Weźmy sobie trochę tych lekarstw.
4098:  Pamiętam, że ulepszałem ten wóz po to, żebyśmy mieli lekarstwa.
4105:  Wódka regeneruje mana i daje boost do charyzmy.
4107:  No właśnie.
4108:  No i popatrzcie, nie możemy żadnego lekarstwa wziąć, bo wszystkie podobno mamy, a jak przeglądam rzeczy, które mam, niczego nie mam.
4115:  Tu jest 2, 3, 3, 0.
4117:  Jakiś koszmar absolutny.
4125:  No i to jest to, co mnie denerwuje.
4127:  Przywraca pełnię zdrowia, tak?
4129:  Tak, rozumiem, że to jest kółeczko na zewnątrz, ale po co to dzielić jedno na drugie?
4133:  Nie mam pojęcia.
4139:  To jest tak, jakby człowiek miał na przykład, nie wiem, jestem na wojnie, tak?
4144:  Trafiła mnie kula z pistoletu i zastanawiam się, o Boże, czy ja chcę peklowaną wołowinę, żeby poprawić sobie moje ciało wewnątrz?
4153:  Czy chcę wołowinę smażoną, żeby poprawić sobie moje ciało na zewnątrz?
4158:  O Boże, co ja mam wybrać?
4160:  I w tym czasie byśmy się wykrwawili, tak?
4166:  Dramat!
4175:  Nie ma żadnego nowego questu oprócz Trelawney.
4177:  Idziemy zatem do wróżbitki.
4186:  Właśnie jeszcze mieliśmy torbę ulepszyć, ale ja stwierdziłem, że wolę ją kupić.
4190:  Mamy dużo pieniędzy i zero składników.
4198:  Czemu?
4199:  No, wiem, że myślisz, że jestem jak jakiś efektowy bafun.
4201:  Co?
4201:  Mężem słów, a nie akcji.
4203:  Prawie mężem.
4204:  No, myślę, że jesteś tak śluby, jak ptaszek w oleju, ale wciąż mężem.
4210:  Ponieważ myślę, że... Znalazłem coś interesującego.
4214:  Tak?
4214:  Czy kiedyś zabrałeś scenarza?
4216:  Nie.
4217:  Nigdy.
4217:  Kto by nawet pomyślał?
4219:  Oczywiście, że zablokowałem stajka.
4221:  Wiesz, że miałem.
4223:  I co jest problemem z stajkami?
4225:  Zablokowanym mężem, próbując włożyć kawałek w twój głowę.
4230:  Nie całkowicie.
4231:  Człowiek.
4231:  Chodzi mi o to, czy warto zablokować?
4233:  Czasami.
4234:  Wiem, ale... no, jeśli chcesz przyjść ze mną, mogę zaprosić ciebie do nowego najlepszego przyjaciela i on... on daje ci wszystkie świetne, zablokowujące kształty, jakie potężny degenerat mógłby wymusić.
4248:  Mógłbym wymusić jej całe życie.
4251:  Więc gdzie znajdziemy tego twojego przyjaciela?
4254:  Mnóstwo.
4255:  Bo co może się tam wydarzyć?
4258:  No, prowadź tą drogą i znajdziemy go.
4260:  Okej, to jest nasz koń.
4262:  Muszę się zakraść od tyłu na koń, żeby go rozpoznać.
4267:  Jak jest whisky, to jest lekarstwo, tak twierdzą Szkocji i Szkoci mają rację.
4271:  Dobrze, patatajamy do patatajni.
4277:  Wygląda na to, że tu masz coś w porządku.
4282:  Wiesz mnie.
4282:  Lubię zrobić przyjaciół w niskich miejscach.
4287:  Jak na cholerę w końcu dopadniesz tutaj?
4290:  Mogę zapytać tego samego Ciebie.
4291:  Mam kilka obowiązków w ten sposób.
4294:  Jakieś koszty.
4295:  Koszty?
4296:  Jakie koszty?
4297:  Szanowni kaini i kwiaty, żeby się wyciągnąć.
4301:  Wśród innych rzeczy, miałem dosyć ładny biznes przez chwilę.
4305:  Kupy w firmie górskiej.
4307:  Świetne wyniki dla inwestora w pewnym finansowym stanowisku.
4311:  Do... no, tego nieszczęśliwego poruszenia z prawem.
4317:  Tak, tak to się dzieje.
4319:  Dzięki, że zniszczyłeś nas podczas tego Sean biznesu, na razie.
4329:  Co on tak wolno jedzie?
4332:  Wiesz, wy chłopaki powinniście naprawdę obejrzeć się za tymi dwoma rodzinami.
4335:  To jest mała miasteczko.
4336:  Ludzie są trudni.
4336:  Próbowałem to wspomnieć Osea, ale wiesz jak on jest.
4348:  W każdym razie, podczas jak oni szukają swojego potu złota konfederatu, ukrytego na końcu jakiegoś błyskawika, pozwólcie mi zaprezentować wam coś prawdziwego.
4358:  Więc, gdzie my idziemy, Jacky?
4359:  Do stacji pojazdu.
4361:  Ten klerk tam, Alden, jest dosyć przyjacielem.
4365:  Tutaj jesteśmy.
4366:  Możemy się pojechać na zewnątrz.
4369:  Mikołaj pisze, że ten system ma sens, bo możesz albo wziąć lekarstwo, działanie natychmiastowe, albo zjeść i wyspać się, żeby uzupełnić rdzeń.
4375:  Okej, ale ja i tak przejmuję się... Ja się przejmuję tym w jednej, jedynej sytuacji.
4380:  Ja się przejmuję tym w sytuacji takiej, że kończy mi się mana i chcę ją uzupełnić.
4384:  To jest koniec tego, co mnie jest potrzebne.
4387:  Więc dla mnie ten system jest przekombinowany niepotrzebnie.
4391:  Kończy mi się mana, biorę potkę many.
4393:  Kończy mi się zdrówko, biorę potkę zdrowka.
4396:  Na cholerę to rozwiązywać inaczej!
4399:  Chodź, powstrzymaj się i pozwól mi porozmawiać.
4400:  Nie chcemy go strachować.
4427:  O, prawie zapomniałam.
4428:  Bill prosił, żebym dał ci wiadomość, żeby spotkać się z nim tutaj w miarę.
4435:  Chciałem sprawdzić, czy on się przewróci, jak na niego wpadnę.
4440:  Czy byłeś na koncercie muzyki i gier w Tauronie, pyta Aga.
4443:  Tak, byłem.
4443:  Bardzo mi się podobało.
4444:  O, tak.
4444:  Coś, co ma z tobą do czynienia.
4447:  Myślałem, że najpierw cię zabiję.
4451:  Zrobiłeś?
4451:  Okej.
4452:  Dzięki.
4458:  Dzień dobry.
4461:  Dzień dobry.
4461:  Cześć, Alden.
4462:  Cześć, Josiah.
4462:  Jak się masz?
4463:  W porządku.
4463:  A ty, przyjacielu?
4464:  Jak mówiłem, czasy są trudne.
4465:  Moja córka jest złej kobietą.
4470:  Złej kobietą.
4472:  Często jest.
4473:  Ale jak się dzieje z pracą, Alden?
4483:  Tak?
4519:  Musimy płacić.
4520:  Chodząc o skarbonko całego gangu.
4522:  Nazywaj go Arthurem.
4524:  On jest jednym z nas.
4526:  Czarnym mężem wyjątkowym.
4528:  W porządku, to jest idealny moment.
4532:  Myślę, że ci się podoba to, Josiah.
4535:  To będzie w drodze po drodze rzutu, po Siltwater Strand.
4539:  Dziękuję, Alden.
4541:  Bardzo dziękuję.
4544:  Oh, a Josiah, jeśli jesteś w Strawberry Way, zapytaj mojego kolegę tam.
4549:  Chłopaka nazywany Hector.
4551:  Jest też jednym z tych... co jeszcze nazywasz nas?
4555:  Zgubiony człowiek, Alden.
4557:  Tak, zgubiony człowiek.
4559:  Uwielbiam to.
4560:  No to do widzenia, Alden, czy powinienem powiedzieć... do widzenia?
4566:  O, do widzenia, Josiah.
4568:  Trzeba mówić dzień dobry, bo inaczej bez powodu nam pakuje w łeb, powiedział Krzysztof, który wielokrotnie bez powodu uśmiecał NPC.
4573:  Zawsze to był powód, to znaczy nie wiedziałem, co mam zrobić.
4577:  Nadia Levy pisze, że to jest słuszne, ponieważ jest hurdur w szkole, a jak do dryki nie powie się dzień dobry.
4582:  Dzień dobry albo wpierdol.
4587:  Co do diabła to było?
4588:  Myślałem, że chcesz zobaczyć ten pantomim.
4592:  Dzień dobry.
4593:  Dzień dobry, panie.
4599:  Panie.
4599:  No, dobry dzień, panie.
4603:  Powiedz, co chcesz o ludziach tutaj.
4607:  Są przyjaźni.
4609:  Świąteczną drogą przez rzekę Siltwater.
4612:  W porządku.
4612:  Myślę, że znam dobrą stronę do czekania.
4614:  Podążaj za mną.
4615:  Czas jest na zasadzie, kochanie.
4616:  Wszystkiego najlepszego.
4617:  Do zobaczenia.
4618:  Chodźmy!
4618:  Mamy trenera do spotkania!
4638:  Lecimy.
4642:  W Rhodes jest za dużo pyłu.
4645:  Ale Krzysztof, jak możesz tak mówić?
4648:  W Rhodes jest wystarczająco dużo pyłu.
4651:  W sam raz.
4651:  Truskawka!
4669:  Pamiętam truskawkę.
4672:  Malaria została umyta.
4687:  Wrót za dużo pyłu, mówi Krzysztof z Krakowa, tak.
4696:  O, znowu odebrano nam wszystko.
4698:  Dobrze.
4700:  Co my mamy dla Malarii?
4701:  Ciastko dla Malarii.
4711:  Proszę bardzo.
4713:  Zżarła, zżarła.
4718:  Witamy Marcina.
4722:  I Einar.
4725:  Bądźcie pozdrowieni.
4729:  Tutaj jesteśmy.
4736:  To jest miejsce.
4737:  Tak.
4737:  Ok, to powinno działać.
4741:  Oczywiście.
4742:  Tutaj.
4747:  Nie wiem, jak to się robi.
4757:  Mówicie, że jest jakiś zawias na streamie?
4769:  A nie, to musi być indywidualny, bo po mojej stronie jest zielono i radośnie.
4783:  Był zawias mówicie?
4796:  A to jest dziwne, zaraz sprawdzę na monitorze streamu.
4800:  YouTube nic nie dawał znać, ale dziwne.
4805:  Ale tak, dobrze.
4808:  Trzeba było odświeżyć.
4809:  Wielkie nieba, jakie to jest irytujące.
4811:  YouTube mógłby się wreszcie ogarnąć.
4817:  Swoją drogą.
4821:  Dramat.
4822:  Jeszcze muszę za każdym razem, ponieważ Rockstar nie wymyślił czegoś takiego, jak przechodzenie sobie myszą na inny ekran, w związku z powyższym za każdym razem muszę wciskać Escape, żeby przechodzić.
4834:  Bardzo to jest miłe.
4837:  Metalboi, witamy w gronie trybutariuszy i amnikudzierszców.
4840:  To okazja do zajamniczenia się specjalnymi emoji, które są rockstarowe, żeby nie było i red-red-redowe.
4846:  Tomaszu, dzięki za trybut.
4847:  Z medycznego punktu widzenia taka mechanika w ogóle nie ma sensu.
4850:  Równie dobrze bym mógł rzucić tyton zamiast jeść steki.
4852:  Takie obrażenie leczy się długo.
4853:  O!
4854:  Macie!
4855:  Macie!
4856:  Diagnoza realizmu!
4858:  Nie, ale tak na serio, ja jestem zwolennikiem tego, żeby sterowanie było jak najbardziej przeźroczyste.
4865:  Pani Chester Damson.
4902:  Zaczekajmy.
4918:  Schowamy się w krzakach.
4926:  Nie zgodzę się, nie!
4932:  Czy... czy możesz?
4933:  To... to jest takie małe wydarzenie, ale... Czy możesz mi pomóc?
4935:  Co ja szukam, Mrs. O'Farrill?
4938:  Nie... nie... nie wiem!
4939:  Pani Damson!
4940:  Oczekujesz to West Elizabethan!
4984:  Co tu się dzieje?
5005:  Cóż miałam zaraz zrobić?
5009:  Przecież dostaliśmy taki specjalny dynks.
5014:  To jest niesamowite.
5015:  Dostaliśmy jakiś specjalny dynks, którego teraz nie możemy użyć.
5024:  Użyj dynamitu!
5025:  Tak, oczywiście!
5028:  Oczywiście!
5031:  No nie no, no... Strzel do niej, proszę!
5042:  Mówić o jakichś bandanach, ludzie, gdzie ja mam widzieć jak założyć bandanę?
5051:  Może tutaj jest ten dynks do... Nie.
5065:  No wreszcie!
5070:  Musimy iść!
5074:  Nie chcesz być spokojnym?!
5076:  Pani!
5077:  Słyszałem wystarczająco.
5077:  Czy mogę mieć twoją kartkę?
5080:  Oto wydarzenie!
5083:  Uderz w tego człowieka!
5085:  Uderz w tego człowieka!
5109:  Gdzie ona jest?
5112:  Gdzie ona jest?
5114:  Dlaczego ona zniknęła?
5120:  Uciekła?
5121:  O nie.
5122:  Nie możemy doprowadzić do tego, żeby ona gdziekolwiek jeszcze śpiewała.
5129:  Nie, nie.
5131:  Gdzie ona jest?
5140:  Gdzie ona jest?
5150:  Okej.
5153:  Okej.
5154:  Teleportowała się.
5160:  Mam źle go powiedzieć, o co tu chodzi.
5166:  Niech usprawiedliwi mnie to, że pierwszy raz okradamy Diligence.
5171:  A tam misja od nowa w życiu.
5175:  Nie mam żadnego problemu z tym, że paru ludzi zginęło.
5180:  Kobita się zdematerializowała.
5181:  Zjawa duch.
5182:  Widziała, że wtopiła się w tłum.
5185:  I uciekła z czułym narratorem.
5187:  Tak było.
5189:  Bardzo mnie rozbawiło, bo ostatnio mój serdeczny przyjaciel, który...
5194:  jest literaturoznawcą i zawsze się tak, tak podpatrywał na mnie, co, co ja tak bez przerwy mówię o Olze T***czuk, że może przesadza mnie, po czym tak zadzwonił do mnie w którymś momencie i powiedział, że wiesz co Krzysztof, bo ja sięgnąłem po ten, po ten tom eseju, który się nazywa Czuły Narrator, ja zacząłem to czytać, to wiesz, to gówno jest straszne.
5221:  Profesor to powiedział, żeby nie było, nie ja!
5224:  Moja droga byłaby o wiele lepsza, ale tutaj idziemy.
5233:  No, to nie wchodziło dokładnie tak, jak planowałem.
5246:  Okradałeś już dyliżans?
5253:  Okradałem już dyliżans... Pff, ile myślałem...
5257:  Co?!
5257:  200 tylko? !
5273:  Złodziejstwo w biały dzień.
5275:  O, było się bez strzelania?
5276:  Chyba żartujesz, Adam.
5279:  Chyba żartujesz.
5281:  To jest gra o strzelaniu.
5283:  Jesteśmy przy sadzawce Matoka.
5286:  Przy sadzawce Matoka jest również coś, co jest... Bill Mikach, który jest Majka, i Sean umówili się z Grajami w salunie, by porozmawiać o pracy.
5297:  Enter.
5299:  To ma też tę zaletę.
5303:  Nie, to nie ma tej zalety, bo jest tylko sklep wielobrażowy.
5306:  Potrzebujemy wcześniej pojechać do fryzjera.
5308:  Gdzie jest fryzjer?
5312:  Rany boskie, gdzie jest fryzjer?
5314:  Gdzieś była legenda.
5326:  Aha.
5327:  Golibroda jest!
5330:  Ok, jest tylko dwóch.
5332:  Czemu nie mogę w to kliknąć?
5335:  O nie, do Valentine nie jedziemy.
5337:  Dobrze, jedziemy tutaj.
5339:  Powiedział Krzysztof i nie zaznaczył.
5342:  Naprawdę... Jan już narzeka, jak bardzo to jest niedostosowane do myszy kreatury, ale co tam.
5351:  Kolibrydo, jesteś w gospodzie?
5354:  Poważnie?
5357:  Dobra, jedziemy do Sandeni.
5359:  Wolę tam.
5362:  Nie, tam broda brodą.
5364:  Potrzebujemy pozbyć się tych bokobrodów i ostrzyć plerezę.
5378:  Fascynat pyta, czy bym nagrał coś z Krzyśkiem Pirsą.
5381:  Generalnie jest tak, że ja nie nagrywam wspólnie, jak mogliście się pewnie zorientować.
5386:  Chyba, że u kogoś na kanale do rzadkości absolutnej należą sytuacje, w których kogoś do siebie zapraszam, tak jak to było z Mikołajem Marcelą.
5396:  Okej, spóźniłem się.
5415:  Co jest?
5416:  Dobrze jest.
5417:  Jeden headshot, drugi headshot, trzeci headshot.
5427:  Ktoś jeszcze?
5433:  Tyle w temacie.
5439:  Pewnie, że byliśmy w Sądenii.
5441:  Wiele razy już.
5451:  Czemu to jest tak ciemno?
5456:  Czy zapowiadają się jakieś nowe gry, na co mnie pyta Metal Boy?
5460:  Dishonored 2.
5463:  Potem prawdopodobnie Hogwarts Legacy, ale jeszcze wcześniej jest duża szansa na Warhammera Chaos Gate.
5470:  I z Warhammera Chaos Gate zrobimy pewnie cykl.
5474:  Tutaj kiedyś zaatakował JP Morgana aligator, mówicie?
5478:  Ale mięso z aligatora się do niczego nie nadaje.
5481:  Jak będą gdzieś jelonki, to mi powiedzcie.
5485:  Przeszkalowanie śpiewu oberowego to odwołanie do podziału kultura wysoka i niska?
5490:  Tak, poza tym ona bardzo źle śpiewała.
5495:  To nie jest, to nie jest Anna Netrebko, nie?
5502:  Witamy Alphatre.
5509:  Okej, pada.
5514:  Burza psia krew.
5522:  Są dyni.
5525:  Proszę bardzo.
5529:  Tutaj wszyscy mają do nas pretensje zawsze.
5531:  Boże, ten koń znowu rzęzi.
5534:  Masz, weź, weź marchew i nie trój dupy.
5538:  Albo nie, wypchaj się sianem.
5549:  To jest taka typowa pogoda w Wielkiej Brytanii wszędzie, za co uwielbiam Wielką Brytanię.
5556:  Witam Bobi Bobińskiego i Liwie Jurkiewicz.
5558:  Cześć, cześć!
5561:  Stop!
5562:  My się nie zatrzymujemy.
5568:  Nie słyszeliście o nowych zasadach ruchu?
5571:  Malaria ma zawsze pierwszeństwo.
5574:  Dobrze, tu jest fryzjer.
5579:  Dobrze, tu nie ma fryzjera.
5584:  O, tak.
5590:  Teraz trudna sprawa.
5591:  Włosy.
5593:  Fryzury.
5600:  Jest dużo fryzur.
5605:  Zaczesanie do tyłu, absolutnie tak.
5611:  I chcemy też pomadę.
5614:  Ostatnio zrobiliśmy potworny błąd.
5616:  Mianowicie ostrzygliśmy JP Morgana na zero.
5620:  To był bardzo zły pomysł.
5625:  Nie.
5627:  Zarost.
5629:  Teraz tak.
5631:  Strzyżenie.
5632:  Boko brody.
5634:  Won z nimi.
5640:  Dobrze.
5644:  Teraz stylizujemy.
5656:  Teraz wygląda jak Nick Offerman.
5660:  Czemu niektórych nie mamy odblokowanych, jakie to jest smutne.
5665:  Nie mamy niektórych odblokowanych zarostów.
5667:  To jest fatalna sprawa.
5669:  Niedopatrzenie.
5670:  Teraz wyglądam jak Józef Piłsudski.
5675:  Koszmar.
5678:  Jedyne, co możemy zrobić w takiej sytuacji, to zostawić to, jak jest.
5685:  Nie widzę innej sposobu.
5685:  Teraz mamy naturalną.
5696:  Podkręcić wąsa, będzie trzeba.
5698:  Chociaż mam wrażenie, że ta broda jest troszeczkę jednak... Tak, ona jest troszeczkę za... Za duża.
5709:  Nie.
5710:  Jak?
5711:  Musi tak zostać, niestety.
5716:  Stylizacja wąsów.
5719:  Mamy podkręcone wąsy do góry.
5725:  Trzeba odblokować inne typy brody.
5728:  Dramat absolutny.
5731:  Za krótkie włosy mam dlatego zablokowane.
5733:  Aaa, dlatego.
5736:  Dlatego.
5739:  Nie ma żadnego ścinania brody.
5741:  Co wy mówicie?
5741:  Jakie ścinanie brody?
5743:  Nie wolno ścinać brody.
5745:  JP Morgan musi mieć brodę.
5747:  Tym różni się od swojego kuzyna, Artura Morgana, który nie ma zielonego pojęcia na temat...
5754:  alokacji portfolio inwestycyjnego, jak również magii prochowej.
5761:  Dobrze, co możemy tutaj zrobić?
5767:  Zawsze mówiliście mi, żeby iść do trapera w Sądenii.
5772:  Zostaw Stalina, ten komentarz wygrywa.
5782:  Ogoliłeś mu boko brodę, dlatego nie były dostępne brody, które tego wymagały.
5785:  A, okej.
5786:  Dziwne.
5787:  Moim zdaniem kozia bródka powinna być dostępna, ale nigdy jej nie ma dostępnej.
5791:  Dlaczego chcecie, żebym zabił trapera?
5793:  Co?!
5794:  Czemu mam zabić trapera?
5802:  Biedny traper.
5803:  Gdzie jest traper?
5807:  Nigdy nie byliśmy w tym markecie.
5810:  Znaczy to jest Targ, konkretnie.
5812:  Okej.
5818:  To było przez przypadek.
5819:  To jest posąg pięknej pani z Dark Souls.
5824:  Ona nie ma oczu, tak jak babka z Firing Shrine.
5831:  I przytula się do niej noob, który nie zdołał pokonać drugiego bossa.
5838:  Czy oglądałem 1917?
5838:  Tak.
5843:  Dość wstrząsający film, nie obejrzałbym go po raz drugi.
5848:  Czy ja stąd nie mogę wyjść?
5849:  Mogę.
5853:  Piękna pani pięknie mówi, dokładnie tak.
5855:  Kup.
5862:  Udoskonalone wyposażenie.
5866:  Okej, nie rozumiem.
5872:  przedmioty.
5875:  No i nie ma tutaj torby do kupienia.
5876:  Mówiliście, że jest torba do kupienia.
5882:  Bardzo zasmucające.
5888:  Nie, to działa na tej zasadzie, że musimy mieć jakąś jedną skórę pantery, bez sensu konkretnie.
5894:  Ja myślałem, że możemy po prostu kupić torbę.
5896:  Koszmar.
5898:  Boże, nie przyzwyczaję się do tego, że z shiftem jest bieganie.
5903:  Torba u passera, a nie trapera?
5904:  A, okej.
5908:  A passer tutaj jest?
5911:  Passer.
5911:  Passer jest!
5913:  I to tuż obok!
5918:  Okej, pytanie czy to... To jest chyba też na tym ryneczku.
5925:  Nie mogę zrobić torby u Pearsona, ponieważ nie mam materiałów i nie zamierzam ich zbierać.
5930:  Mnie interesuje w tej grze fabuła, a nie męczenie się z tym koszmarnym sterowaniem do zbierania czegokolwiek.
5938:  Okej, chyba tutaj.
5943:  To wygląda jak paser stanowczo.
5945:  Boże, jakie to jest piękne miejsce.
5951:  Nie będzie tutaj torby, ale jest dynamit.
5956:  I bimber.
5960:  I olej do broni.
5962:  I maska szaleńca.
5965:  Specjalny otrzeźwiarz dla konia.
5978:  Specjał dla konia.
5981:  To jest talar, absolutnie.
5987:  Specjalny olej węża.
5989:  Specjalny odrzeźwiarz dla konia.
5995:  Bardzo interesujące, nigdy tego nie użyjemy.
5998:  Torbę dopiero na dalszym etapie gry teraz trzeba robić?
6000:  O Boże, to mi się nie chce kompletnie.
6003:  Absolutny koszmar.
6005:  Chciałbym móc to kupić.
