🔴 Helheim i pierwsza z Walkirii — GOD OF WAR Livestream #3
🔗 https://www.youtube.com/watch?v=dD4akk7gd6Y

50:  Muzyka Muzyka Muzyka
7631:  Mówisz, że próbuje iść do Junghundu?
7632:  Tak, jest jednym z jego największych obsesji.
7635:  Ale to nie ma żadnego sensu, Mirko.
7636:  Nie?
7636:  Kiedy przestałem mieć sens?
7637:  Musimy przeskoczyć to, by znaleźć drogę do Jotunia.
7638:  Ale to nie ma żadnego sensu, Mirko.
7639:  Nie?
7639:  Kiedy przeskoczyłem to, by znaleźć drogę do Jotunia.
7642:  Musimy przeskoczyć to, by znaleźć drogę do Jotunia.
7644:  Musimy przeskoczyć to, by znaleźć drogę do Jotunia.
7646:  Musimy przeskoczyć to, by znaleźć drogę do Jotunia.
7648:  Musimy przeskoczyć to, by znaleźć drogę do Jotunia.
7649:  Musimy przeskoczyć to, by znaleźć drogę do Jotunia.
7650:  Musimy przeskoczyć to, by znaleźć drogę do Jotunia.
7651:  Musimy prz
7653:  Króczycień pisze, że Tad William, Smoczy Tron, piękna rzecz.
7657:  O!
7657:  Jak ci się podoba Smoczy Tron, to Marchia Cienia spodoba ci się jeszcze bardziej.
7660:  Pamięć, Smutek i Cierń wcale nie jest takim odcyklem.
7664:  Myślę zawsze, że jeżeli ktoś jest już zaprawionym czytelnikiem fantasy, to wtedy spoko.
7669:  Dobra, tutaj nigdy nie wiem jak stąd wyjść.
7673:  Będę się kreować za znacznikiem.
7680:  Wszędzie woke, pisze GrimLukas.
7682:  Bifrost, a gdzie prawdziwy heterofrost?
7684:  No właśnie!
7686:  Drzwiami?
7686:  Bardzo zabawne.
7688:  Jest tutaj miliard drzwi i większość jest zamknięta.
7696:  Pójdę do tych, które się świecą.
7699:  Midgard mnie się nie kojarzy z Magentą.
7702:  A jednak jest to Magenta.
7705:  Przeoglądałem The Ancient Magus Bride.
7710:  Nie.
7711:  Starożytna oblubienica Magusa.
7715:  Dobra, idziemy do questu głównego.
7718:  17.59.
7718:  To się nazywa, moi drodzy, punktualność.
7727:  Dobrze.
7727:  I jeszcze Gay Frost, oczywiście.
7737:  Nie myl mi!
7739:  Nie myl mi!
7740:  Nie myl mi!
7741:  Nie myl mi!
7742:  Czyli teraz musimy i tak... A nie my, musimy przecież i tak, moi drodzy, wsiąść na łódeńkę.
7749:  To dlaczego briga zawsze zwraca się na Vanahamn, kiedy wrócimy do Midgardu?
7751:  Zobacz, czy nie chciałbyś, żeby to nie było?
7753:  Czy twoja życie chce briga, spędzoną czasami?
7755:  Nie?
7755:  W porządku.
7756:  Atreus, do mnie!
7773:  Na początku streama powiedziałeś, że Kratos to wyjątek potwierdzający regułę co do barbarzyńców, tak więc co z Grogiem, zdajesz, że nowox makina?
7779:  No ale bez przesady, Grog nie... Grog może być świetnie napisaną postacią i sympatyczną, no ale jednak jest przygłupi.
7788:  Można go bardzo lubić, ale... No ale jest przygłupi.
7795:  Ed, masz sporo historii.
7796:  Kiedy powiesz jedną, która ciekawego?
7799:  Błagam twojego przeproszenia.
7801:  Tylko się zaskoczyłeś.
7802:  Tak, zrozumiałem.
7804:  Więc chcesz kurka, prawda?
7807:  Bardzo dobrze, moja brata.
7809:  Zobaczmy, jak to się dzieje w Winnia, w Broa, bez ciebie.
7813:  Była ogromna walka, prawda?
7815:  Jego świątynia miał go w środku, walcząc za naszą basenę.
7819:  Piękna historia, ale... nie.
7822:  Rungnir, widzisz, jest gorący, ani głowa, ani serce.
7826:  Więc Giants musieli go skończyć z błotem.
7828:  Był silny, na pewno.
7829:  Ale też idealny samolot.
7833:  Nie wiedziałem, że wędrzę w Midgard kiedyś.
7837:  Jest zaskoczywany, spokojny, zaskoczywany.
7840:  I wraca do jego pałacu w Asgardze.
7843:  Wtedy daje Rungnir jego pełno miedzy.
7846:  I gości go w wszelkie rodzaje błotów i antyków.
7849:  Wszystko po zabawie w kościele.
7853:  W oryginalnej kampanii pisze Karo, że Karo był moment kiedy Grock miał rzut 20 na inteligencję.
7858:  Jakoś ciekawe rzeczy tu są.
7859:  Ja wiem co to jest.
7877:  Podziękuj za historię.
7879:  Skandal.
7879:  Rozczyniowy kaszojak.
7907:  Dobra, czyli ja płynę we właściwym kierunku.
7915:  Chyba trzeba przez ten most raczej tutaj, czy akwedukt się przedostać, chociaż nie wiem, czy tutaj przypadkiem też nie można.
7923:  Mówicie, że między posągami czy to jest jakaś dodatkowa miejscówka, ależ te drzwi są super.
7928:  A czy ja mogę tędy zawrócić?
7930:  Chyba tak.
7931:  Artcon2 pisze, że też urodziny wszystkiego urodzinowego.
7936:  Jamnicze torty!
7937:  Jamniki!
7940:  Spędź dobrze urodziny.
7943:  I oby były jak najdłuższe.
7945:  Dlatego jamniki.
7948:  Dobrze, to w takim razie płyniemy między posągi.
7951:  Od razu się przypomina Anduina, to była ta rzeka, tak, gdzie były posągi królów Gondoru.
7959:  Pokazujące faka wszystkim, którzy zmierzali do Gondoru.
7968:  Dziedziców Numenoru.
7970:  Ooo, jak tu jest ładnie, dajcie spokój!
7976:  Jaki design, dwa drakary.
7980:  Tak, Argonav się nazywa ta przeprawa.
7984:  Anduinie, tak jest.
7986:  To był najpiękniejszy moment filmowej trylogii, ja się prawie popłakałem w kinie jak to zobaczyłem.
7991:  Niesamowite.
7995:  Ja miałem takie momenty wzruszu, jak byłem na premierze kinowej w Odróżnej Pierścienia.
8001:  To było dawno temu.
8003:  Ja autentycznie płakałem w kinie z wzruszenia.
8011:  Dobra.
8014:  Zostawiłeś się z tego kraju za wcześnie.
8017:  Ty, który chodzisz w środku życiu.
8019:  Moja kochana Gulvig nazywa mnie.
8022:  Chodzi o spokojnie.
8024:  Jednak jej pozostałe są w pieśni.
8027:  Błagam o to, żebyś znowu zbudowała moją Gulvigę.
8029:  Chcesz, żebyśmy zbierali jej włosy?
8032:  Zgadza się.
8034:  Gulvig mówi, że ich magia nie wie, gdzie jest.
8037:  Można się zuniknąć z tymi, których stracili.
8042:  Uwielbiam.
8044:  Znajdź kości Gulig.
8047:  Dobra.
8048:  Czyli to jest jedna z tych misji, gdzie trzeba wokół jeziorka.
8071:  Też mi się chce płakać w kinie po godzinie reklam, za które sam zapłaciłem.
8076:  Wiecie, kino, YouTube, nic się teraz nie różni od siebie.
8079:  A pamiętam jeszcze, to było w kinie Kijów w Krakowie, kiedy byliśmy na Królu Lwie i mój tato powiedział na głos w całej sali, Boże, jak to dobrze, że w kinach nie ma reklam, a są w telewizji.
8097:  Więc oficjalnie, jeżeli zastanawiacie się, komu zawdzięczamy reklamę w kinie, jest to mój tato.
8107:  Ja go obciążam od tamtej pory.
8109:  Wykrakał, ale absolutnie.
8111:  Ktoś usłyszał i tak się rozniosło.
8114:  Tak się rozniosło, moi drodzy.
8119:  Chcecie mi powiedzieć, że ja nie jestem we właściwym miejscu?
8126:  Tu jest jakieś zejście.
8130:  Czy ja tu nie mogę zejść?
8132:  Nie, tu jest w ogóle zablokowane.
8133:  Okej.
8134:  A może tę... Aaa, tędy, tędy, tędy, tędy.
8136:  Dobrze.
8140:  Aaa... Takie buty.
8148:  O, bitka, bitka, bitka!
8152:  Kot!
8153:  Kratos zadowolony!
8156:  Bitka!
8157:  Kot!
8159:  Dobra bitka!
8163:  Kratos zabijać, rżnąć i ciachać!
8166:  Kratos potężny!
8172:  Kot!
8173:  Kratos zabijać, łamać czachy i gruchotać!
8179:  Trzeba przychodzić spóźnionym?
8195:  Tak.
8197:  Nawet ja to robię, mimo że nie znoszę przychodzić spóźnionym gdziekolwiek.
8200:  Au.
8207:  No tak, to jest ewidentnie jakaś potężniejsza wersja z tą stroną, z którą walczyliśmy, tego przeciwnika.
8215:  Panie, może powinniśmy poszukać tych kwiatów.
8216:  Dlaczego?
8216:  Nie słyszeliście go?
8218:  Możemy jeszcze raz porozmawiać z mamą.
8221:  Zobacz, jak chcesz, chłopie.
8222:  Nie będę zdenerwowany przez tę drogę.
8224:  Z tym krzyżem szukamy.
8225:  Co to jest?
8249:  Cieszę się, że zapytałeś o to, czy będzie Shadow of Mordor albo Wargrana?
8252:  Raczej nie.
8253:  Grałem w Shadow of Mordor, no to Shadow of Mordor nigdy nie zagram z uwagi na mikrotransakcje.
8256:  Jest tam samym Thamur.
8258:  Bardzo ogromny ogromny.
8260:  Który, bez względu na jego wysokie wysokości, był bez pytania największym stonem w świecie, którego widziałem.
8266:  Przeciwny Thamur chciał kiedyś przekazać jego wielkie wiedzę swojemu córce.
8272:  Ale młody Hrimfjord miał serce wojskowego.
8276:  Być może ojciec miał z nim zbyt wiele wątpliwości.
8279:  Albo dziecko zbyt mało.
8280:  W każdym razie, zniszczenie powietrza spierdoliło się bez kontroli, a skomplikowany Stonemason... BĄK!
8287:  Zabrał jego dziecko!
8289:  Rimtuur uciekł do nogi, czuł w nim szaleństwo i wątpliwość, a Amur poszukiwał jego dziecka.
8295:  Ale w jego emocjonalnym stanowisku od razu znalazł się w szpitalu, stracony i samotny.
8301:  Niestety...
8306:  Mikrotransakcje w Middle-earth Shadow of War mają specjalne miejsce na mojej liście rzeczy do zbanowania, a to z tego względu, że tam był taki ork w którymś momencie w sklepie, który robił
8334:  Ludbox, ludbox!
8337:  Kup ludbox!
8340:  Mają taką zapętloną animację, nie żartuję w tym momencie.
8342:  Kiedy ja to zobaczyłem, stwierdziłem, że bojkotuję tę grę do końca jej istnienia.
8346:  Niezależnie od tego, czy to wam będzie, czy to wyeliminują.
8349:  Dla zasady.
8350:  że to było nieprawdopodobne.
8352:  Ja teraz coraz dłuższe reklamy pisze Piotr pomimo inflacji ceny biletu od lat podobne.
8356:  Ale wiesz, może sposobem jest to, co Paulina pisała na czacie, żeby iść do jakiegoś niszowego, małego kina i wiesz, dotujesz w ten sposób lokalny biznes i tam może nie być tak wielu reklam.
8365:  Jak tu jest ślicznie!
8371:  Jezu... Jeszcze wjechała muzyka.
8377:  Czy to za spadek klatkażu?
8378:  Nie lubię.
8382:  O nie.
8382:  To jest Mjölnir?
8383:  Tak.
8383:  Kiedy Thamur zginął, zniszczył świetne miejsce, które odwiedzało boginię godziny Njorda.
8389:  Njord zawsze zbierał kredyt za planowanie tego.
8401:  Ale prawdą jest, że zbyt zbyt zbyt szczęśliwy.
8415:  Nie wiem, Jolnir, ale tak wygląda, ta gra jest niesamowita.
8421:  Czy to jest oficjalnie jeden z najładniejszych krajobrazów zimowych, który pamiętam po pierwszym Tomb Raiderze?
8428:  To było w pierwszym Tomb Raiderze?
8429:  Ta scena na wśniegu w górach?
8431:  Chyba tak.
8433:  Wow.
8437:  Jest to truchło giganta.
8438:  No, w Skyrimie też była klimatyczna lokacja i to nie jedna, śnieżna jest, to prawda.
8445:  Yes.
8446:  No, eee... A, ja nie mam zaklęć, okej.
8463:  A, bo nie mam topora, o Boże!
8479:  Wulwer brzmi jak w Rickolach albo jak bardzo dziwna nazwa Waginy.
8494:  Po prostu, moi drodzy, Wulwerzy są dowodzeni przez Maginie, która się nazywa Wagini.
8515:  Wspaniałe.
8516:  3-9 to jest wspaniałe.
8518:  Czemu nie może być takiej gry o magów?
8520:  No czemu?
8521:  Czym ja sobie zasłużyłem na takie nieszczęście?
8526:  Wulnera dentata, wulnera silentus, to swoją drogą zaklęcie z Pottera, moi drodzy.
8533:  Snape go użył po to, żeby odwrócić efekt Sectumsempra i ja to pamiętam, ponieważ Potter jest ważny.
8543:  Proszę uprzejmie.
8545:  Nie mam zielonego pojęcia co to dało.
8553:  Wiem, to roztopi... To nie roztopi.
8560:  A może roztopi?
8565:  Czy grałem w Hogwarts Legacy?
8566:  Absolutnie tak Justin, jest cała seria na kanale.
8598:  Takie buty.
8603:  Czaję i rozumiem.
8606:  Chłopiec, tak.
8608:  Atreus się przydaje, moi drodzy.
8610:  Kto je przypuszczał?
8613:  Ja właśnie zrobiłem to, co każdy barbarzyńca, kiedy nie wie, co zrobić, mianowicie pierdoląłem to, ale średnio zadziałało, ponieważ okazało się, że musimy wykorzystać moc kaszojada na moc posępnego czerepu.
8628:  No dobrze.
8637:  Zagadki nielogiczne.
8639:  Doskonale, cudownie i wspaniale.
8645:  Ale echo.
8648:  Po misji.
8653:  Też zapieczętowane magią.
8656:  Łukasz Pawela jest Jamnikołajem, miejsc na twoją reklamę.
8659:  Yasilos oraz Mordredred i Boletus, Edulis oraz Chaius otrzymują wsparcie i jamniki.
8678:  Nie przypominam sobie, żeby jakakolwiek gra wprawiała mnie w tak dobry humor jak God of War.
8684:  No naprawdę.
8689:  Abyś wiedział, co się zbliża.
8699:  Wszystko jest bezpiecznie!
8702:  Wszystko jest bezpiecznie!
8704:  Ooo, krzyneczka, dobrze.
8708:  To z posępnym czelepem, z czego było?
8710:  Na potęgę posępnego czelepu, He-Man, moi drodzy, He-Man!
8714:  Rzadki przedmiot tłów.
8715:  Okej, niech wam będzie.
8717:  Czy to jest moment, w którym my będziemy porównywali?
8721:  Zamień zaklęcia.
8723:  No, lepsze.
8725:  Chociaż czas odnowienia, ale runy, dobra, zamień zaklęcia.
8729:  Okej, i bierzemy to, moi drodzy.
8734:  No, najwyższy czas z tymi runicznymi epoletami ze smoczej skóry.
8741:  Uwielbiam słowo epolety.
8744:  Jak byłem mały i bawiłem się klockami LEGO intensywnie niż teraz, uwielbiałem nakładać epolety, które były w statku pirackim bodajże.
8754:  I też we wszystkich... Tak, i statek piracki, w ogóle ten wątek ze statkiem pirackim był połączony z Angolami, którzy mieli takie epolety i te śmieszne czerwono-białe ubranka.
8763:  Ale to było super, uwielbiałem.
8766:  Ileż ja zrobiłem tych misji w LEGO, kiedy Angolę szturmowali moje pirackie statki i obrywali nieprawdopodobnie.
8774:  Łódzkowe Karwasze Skupienia, czy to jest lepsze od tego, co mamy?
8777:  To mamy właśnie.
8780:  Wszystko inne jest gorsze.
8782:  Widzicie, mamy po prostu beznadziejny sprzęt.
8786:  Niestety.
8788:  Beznadziejny sprzęt, powiedział Krzysztof, patrząc na kroczek Ratosa.
8795:  Nie widać sutów, 20% mniej demedżu.
8798:  Jezu, masz rację, czekaj, czekaj, czekaj, czekaj.
8802:  Nie, nie, to jest poważny problem, to jest poważny problem.
8807:  To jest poważny problem.
8810:  O!
8813:  W jaki sposób... W jaki... Tutaj gdzieś była ta transmogryfikacja, ale nie pamiętam.
8821:  O!
8825:  Gdzie jest transmogryfikacja?
8828:  Gdzieś ją miałem.
8830:  Nie wiem, gdzie jest.
8832:  Opcję może w U?
8833:  U. Nie.
8837:  Hmm...
8839:  Tam jest!
8839:  Znajdź podłogę tej czuzli.
8840:  To jest magia, którą potrzebujemy.
8866:  Ale to jak muzyka buduje klimat jest tak nieprawdopodobnie niedoceniane przez twórców gier.
8872:  Boże drogi.
8878:  Dobra!
8881:  Wilczy!
8898:  Tak!
8899:  Pokonany!
8906:  Może... Dobra, muszę się nauczyć tego typu parowania.
8914:  No no no, atakuj.
8918:  Za wcześnie.
8922:  Za wcześnie.
8924:  O.
8943:  Mam wrażenie, że tak jak to zwykle bywa, to musi być tuż przed wylądowaniem ataku, a że ta gra jest dość dynamiczna, to będzie ciężko wyczuć to okno przy niektórych przeciwnikach.
8957:  Dobra.
8959:  Na szczęście jest wszędzie zdrówko.
8961:  Dodano nową poradę w bestiariuszu.
8963:  Dawno nie czytaliśmy bestiariusza.
8965:  Przypominają wilki, ale chodzą na dwóch nogach jak ludzie i wydają się znacznie sprytniejsi, silniejsi i szybsi od zwierząt.
8971:  Mają tak grube futro, że nawet w opowieściach mamy było chudsze, że ciężko się przez nie przebić.
8977:  Przypominają mi tych bercerków, z którymi ojciec rozprawił się w lecie, tylko w postaci wilka, a nie niedźwiedzia.
8983:  Wycie wulwera to znak, że zaczyna wpadać w szał, który pozwoli mu zaatakować z niewyobrażalną namiętnością.
8989:  Co?
8993:  Tak samo jak operowanie brakiem muzyki, to jest normalnie oddzielna dziedzina sztuki.
8996:  O tak!
8997:  To perfekcyjnie umie robić Dark Souls.
8999:  Nie doceniałem tego na początku, a potem doceniłem.
9006:  Kratos otworzył go jak paczkę chipsów.
9008:  Tak!
9010:  Rzadki przedmiot ręce.
9016:  Polskie tłumaczenia zawsze dowożą, nie?
9020:  Wspaniałe.
9023:  Rzadki przedmiot nogi.
9024:  Rzadszy przedmiot wątroba.
9026:  A wiecie, jaki jest najrzadszy przedmiot?
9029:  Zdrowa wątroba.
9049:  Spójrz na to.
9049:  Słuchaj.
9050:  Słuchaj.
9071:  Sir.
9072:  To jest rzecz, która mnie denerwuje w tym oryginalnym tłumaczeniu.
9076:  Jaki sir?
9082:  Sir.
9082:  Fumineko ma problemy z nogami, by się też przydał taki rzadki przedmiot.
9086:  No właśnie.
9089:  Czy warto zagrać w Hogwarts Legacy?
9090:  Tak.
9091:  Dla Hogwartu?
9093:  Dla możliwości robienia labiryntu dla niuchaczy w Pokoju Życzeń?
9099:  Ewentualnie miejscami wątku głównego, no i oczywiście awadakę do wrawania wszystkich.
9105:  Dlatego warto.
9110:  Myśmy stąd przyszli.
9112:  Tak, myśmy stąd przyszli.
9119:  To będzie prostsze niż myślałem.
9130:  Albo i nie.
9137:  Dobra.
9139:  Jest jedno.
9141:  Teraz znaleźć cholerstwo drugie.
9148:  Okej, okej, okej, okej.
9155:  Już wiem.
9159:  Już wszystko wiem.
9172:  Mamy... Dobra ta podpowiedź Atreusa.
9179:  Fogwart Legacy gra się dla menuetu z kwintetu smyczkowego Adoluidziego Bocheriniego.
9182:  Bocheriniego, absolutnie.
9184:  Dla Sebastiana, tak.
9186:  W jakim fantasy najlepiej przedstawiono Elfy?
9189:  Tolkien jest bezkonkurencyjny, ale ja jeszcze lubię Duwenderwalden z Eragona Pauliniego, a ściśnę mówiąc kolejnych tomów.
9197:  To bardziej z Brizzyny gry.
9206:  Ikit, najlepsze bum-bum rzecz, tak.
9209:  Bomba.
9210:  Skaven.
9211:  Yes, yes.
9213:  Dobrze, Vardruna.
9225:  pył światów, bezkształtna substancja pochodząca z głębi szczelin w osnowie świata, wykorzystywana do wzmacniania unikatowych właściwości talizmanów oraz do wchodzenia w szczeliny Nephalemów.
9237:  Naprawdę, naprawdę przetłumaczono Nephalem Rifts jako szczeliny Nephalemów.
9244:  Natomiast nie byłoby to tak złe, gdyby nie fakt, że tam są jeszcze Deeper Rifts, w związku z powyższym były to głębokie szczeliny Nephalemów.
9254:  Niech żyje Diablo 3.
9256:  Gdzieś widziałem jeszcze to nasiono.
9258:  Tak a propos.
9259:  Aha.
9261:  Tu.
9263:  Kratos odkrył ciemną materię.
9264:  No właśnie.
9267:  Liosta!
9272:  Okej, to na pewno nie wyjdzie.
9274:  Te.
9277:  Wiedziałem.
9278:  I knew it.
9292:  Takie głębokie szczenienie to ja szanuję, pisze Devix.
9294:  Lepiej by było, gdyby przetłumaczyli to jako rowy na falę.
9300:  Rowy to jest miejscowość nadmorska.
9305:  Zawsze mnie ona bawiła.
9308:  Swoją drogą jest tam, no dokładnie tak jak myślicie, że może być w rowach.
9315:  nieprzesadnie atrakcyjnie.
9318:  Jedyne co można tam robić to jeździć na rowerze, w zasadzie nic więcej.
9324:  No i oczywiście standard nad polskim morzem, to znaczy jedziecie sobie radośnie na wymarzone wakacje, zbieracie na nie sobie przez pół roku.
9334:  Po czym...
9341:  Po czym jest zimno, leje, jest wichura, ulewa i tragedia.
9349:  Więc zapamiętałem rowy źle.
9352:  Dobrze, moment, moment, moment, moi drodzy.
9354:  Głowa Tamura?
9356:  To jest głowa?
9358:  Cofnij się!
9359:  Cofnij się!
9361:  Tam jest krzyneczka do... Nie!
9365:  Ja myślałem, że tutaj krzyneczka.
9368:  Masz biegówkę po rybie ze Starego Oleju, właśnie, druga rzecz nad morzem.
9372:  No, chcę wrócić, ale nie mogę, gra mnie zablokowała!
9374:  Dobra!
9412:  CUDO!
9415:  Kapral, cudo tyłeczek.
9417:  Prachet, prachet, prachet, prachet.
9425:  Gdzie najlepszy polski damik będzie w przyszłym tygodniu, Zakwinacz?
9429:  Dzięki ci za wsparcie od 10 miesięcy.
9435:  Więcej!
9435:  Esencja w kurwu jest nasza!
9438:  Kuuuut.
9440:  Ale Atreus oberwał.
9443:  Esencjo w kurwu!
9444:  Przybywaj!
9462:  Come on!
9472:  Ale bitka, ale bitka!
9484:  Doratreus, radź sobie z nimi jakoś!
9487:  Albo ja sobie poradzę w twoim imieniu!
9489:  Dobrze.
9504:  No brawa.
9536:  Użyj, aby serować!
9548:  Niestety się nie udało wcześniej ogłuczyć.
9559:  Sindri do nas woła, a my chcemy wrócić tam, skąd przybyliśmy.
9566:  Byłem w Krakowie w pierogarni, która się nazywa Obi-Wan Pierogi.
9568:  Nie jem pierogów.
9569:  Nie mogę.
9570:  Są przygotowywane z cebulą, skutkiem czego zawsze jest mi po nich źle.
9576:  Mam uczulenie na cebulę.
9582:  Chyba tutaj coś możemy zrobić, moi drodzy.
9588:  No, oczywiście.
9592:  Było prostsze niż myślałem.
9597:  Teraz pytanie, jaki to był symbol.
9602:  Ten.
9604:  Dobrze.
9606:  Czy elfy powinny być bardziej latającymi wróżkami, jak były w Berserku?
9609:  Nie teraz, to jest duża i długa dyskusja.
9614:  Generalnie rzecz biorąc, przed Tolkienem, czyli za czasów Shakespeare'a, elfy tak wyglądały.
9620:  I to się bardzo Tolkienowi nie spodobało.
9623:  Tolkien nie chciał, żeby to były psikuśne wróżki.
9624:  Jak zajrzysz do Szekspira czy do poematów Michaela Drytona typu Nymphidia, tam wszystkie elfy tak wyglądają.
9630:  Do tego na przykład nawiązanie Artemis Faul i tak te elfy wyglądają.
9634:  To też było w tradycji celtyckiej, natomiast potem Tolkien to zmienił i uczynił elfów tymi nadludźmi.
9641:  Więc bardzo możliwe, że Berserk też to nawiązuje do tej starszej tradycji.
9648:  Nie trzeba z cebulą, chyba że się ma taką ochotę.
9650:  Właśnie nie ma się takiej ochoty, Lucyfer.
9652:  Legendarnym przyjemnym zaklęcie.
9653:  Zwiększa obrażenia zdawane przez rzut oporem o 6%.
9656:  W sumie dobre.
9660:  W sumie dobre.
9662:  Czekajcie, czekajcie, czekajcie, czekajcie.
9663:  Czy ja mogę to już dać do topora, czy nie?
9669:  Nie.
9670:  Czy mam jakieś lepsze rękojeści do tego topora?
9673:  Nie.
9676:  No cóż.
9680:  Przynajmniej na cebulę w tym kraju to wyro... No, bo wszyscy dodają do wszystkiego cebulę, jest to prawda.
9685:  Tak, u Tolkiena nawet są elfowie, a nie elfy, żeby podkreślić różnice.
9688:  Yup, takie jak najbardziej.
9691:  Samo słowo elf to chyba właśnie Tolkien.
9693:  Nope, elf pochodzi ze staronordyckiego, w Edzie macie Ljósálfar i Skarvalfar, czy Skarvalfar, jak się dzisiaj dowiedzieliśmy.
9703:  To są elfowie jaśni i elfowie ciemni.
9707:  Do tego nawiązuje swoją drogą, jak już jesteśmy przy tym, bezpośrednio.
9716:  Gai Gavril Kai w rzadko przeze mnie przywoływanej książce, to znaczy Fionawarski Gobelin.
9721:  Tutaj są właśnie Skarf Alfarowie i Sfart Alfarowie, Lios Alfarowie, przepraszam, i Skarf Alfarowie, czyli elfy jasne, elfy ciemne, czy mroczne, jak wolicie.
9731:  No i te elfy jasne są najbardziej bliskie elfom Tolkiena.
9739:  Dobrze.
9748:  Wow, to było coś, co... Oczywiście, że trzyma jabłuszko.
9756:  Tak, mroczne elfy to te chińsze krasnoludy, właśnie w edzie poetyckiej.
9760:  O, to.
9765:  Ta książka z koszmariem zna fianwarcki gobel?
9768:  Yup, przyznaję, dlatego rzadko ją polecam.
9772:  Gajga wielkiej potem nauczy się pisać lepiej.
9773:  Już to wzrosłeś.
9792:  Nie wiedziałem.
9793:  Uwielbiam to!
9794:  Oni mają biw między sobą, to jest wspaniałe po prostu.
9824:  No uwielbiam.
9826:  Krasnoludowie biją się między sobą, kto ma zaszczyt ulepszać nasz topór.
9836:  Ależ to jest genialnie zaaranżowane.
9844:  Gdzie dwóch krasnoludów się bije, tam Kratos korzysta, tak.
9849:  Dobrze, moi drodzy.
9850:  Mówicie, że trybut przepracowany.
9851:  To jest strasznie irytujące, że muszę wtedy wygaszać grę.
9855:  Gdzie najle... A to przecież czytałem pierwszego zaklinacza, moi drodzy.
9859:  Wszystko jest w porządku.
9861:  I nadrobione.
9861:  Dobrze, magiczne dłuto.
9863:  Czy my możemy tutaj coś wykonać?
9864:  Bo mówiliście, że możemy stworzyć dobrą zbroję.
9867:  Ej no, możemy!
9870:  Płonące epolety magmy!
9875:  Sebul, bo dzięki za trybut rozciął jabłuszko, bo w Grecji rzucenie komuś jabłka to były zaręczyny, więc Sindri lubi Kratos.
9888:  Good.
9889:  Rurek pisze, że był na godzinnym spacerze i słuchał z gameplayu bez oglądania.
9892:  Przyznam, to było epickie.
9894:  Nie, no robimy, robimy, robimy, ja chcę wszystko, piekielne epolety.
9898:  Stwórz moje na pierśnik popiołu.
9902:  Nie wiedziałem, że mamy na to kasę.
9903:  Oczywiście, że wybierz od razu.
9905:  Na pierśnik popiołu.
9908:  Stwórz.
9909:  Nie, nie, nie, nie, nie, nie.
9910:  Co to znaczy, że nie mogę?
9913:  Czemu nie mogę płonących epoletów magmy?
9916:  Cholera jasna, gdzie mam zdobyć rozżarzony węgiel?
9921:  Ja nie chciałem mieć płonące epolety!
9931:  To jest niesprawiedliwe.
9932:  Eee...
9940:  Dobra, który będzie lepszy?
9942:  Pancerz wykuty w świecie ognia.
9944:  Siła i obrona.
9945:  Tu jest obrona i witalność.
9947:  W sumie ten jest lepszy.
9947:  Ognista aura.
9949:  Tu jest średnia szansa na zadanie do rozgocących obrażenia od ognia.
9953:  O kurczę.
9954:  Załóż cały zestaw objawów, żeby zwiększyć szansę.
9958:  Zasłonięte suty.
9960:  Jezu, ale jak ładnie.
9961:  Nie mogę się zdecydować, kto jest lepszy.
9963:  Ten ma witalność.
9965:  Ma dwa gniazda jeszcze.
9966:  O Boże.
9967:  Ale cudowne.
9969:  Odłamek żywiołów.
9971:  Tak, to mieliśmy.
9973:  I w drugim gnieździe damy sobie znak strażnika.
9975:  O!
9976:  Zwiększa obrażenia zadawane przez rzut toporem.
9978:  Świetnie.
9980:  Dobrze.
9982:  Stół ogarnięty.
9984:  Teraz potrzebujemy jeszcze karwasz i potrzebujemy jeszcze bioder.
9992:  Teraz tak.
9994:  Czy ja mogę...
9998:  Dlaczego nie mogę nigdzie ustawić tego wyglądu?
10001:  To mnie strasznie martwi.
10007:  Aha, czyli one mają wszystkie te zaklęcia, ognista aura i tak dalej.
10015:  Okej.
10015:  I tak, robimy sobie wszystko, moi drodzy.
10020:  Ale cudowne.
10023:  Cza rozżarzonego węgla.
10026:  To jest kraftowa nowa?
10026:  Tak, ja kraftuję wszystko co jest ogniem.
10031:  Wszystko.
10032:  Ale faktycznie, trzeba było kupić po jednym z każdego pierdwej.
10039:  To nie jest możliwe w tej grze?
10040:  Co nie jest możliwe w tej grze?
10044:  Wszystko jest możliwe moi drodzy.
10046:  Nie ma transmogryfikacji.
10048:  Co wy mówicie?
10049:  Jestem pewien, żeśmy to robili.
10054:  Kołczan Szpona jeszcze?
10058:  Jestem pewien, że to zrobiłem.
10059:  Dobra, kołczan Szpona ulepszy.
10061:  No faktycznie mogę.
10063:  Ale to strasznie drogie jest, no.
10066:  Co ja będę w kaszojada tyle inwestował?
10068:  No nie mam pieniędzy teraz.
10070:  Co byście zrobili?
10071:  Zaklęcia.
10072:  Mocne runiczne ataki topora.
10074:  Amok lodowego giganta.
10077:  Rany boskie, to jest świetne.
10080:  To jest lepsze od tego, co my mamy przecież, zauważcie.
10084:  Wielokrotne wciskanie zwiększa liczbę grzmotnięć.
10089:  Ale nie zamraża.
10091:  Ale tu jest dużo rzeczy.
10093:  Wspaniałe, wspaniałe, absolutnie przewspaniałe.
10098:  Rękojeść topora, tutaj nic nie zrobimy.
