🔴 Ciężkie próby w Muspelheimie — GOD OF WAR Livestream #6
🔗 https://www.youtube.com/watch?v=ER53xJaRijw

92:  Dzień dobry.
5375:  Włącznie z tym, że w pufie, która jest równocześnie moim podnóżkiem, jest ona otwierana, mam tam tackę rozkładaną na jedzenie na wypadek, gdybym kiedyś zrobił się chory w trakcie posiłku i chciał się położyć i przeniósł sobie posiłek ze stołu, który jest przy kanapie na kanapę.
5392:  Do tego stopnia nie znoszę wstawać.
5395:  Popróżnicy.
5399:  I pilot do telewizji też musi być w pobliżu.
5405:  Absolutnie.
5407:  Nie wolno wstawać do pilota.
5410:  Tutaj coś jest jeszcze.
5412:  A, widzicie?
5418:  Próbował z nami walczyć.
5421:  Czy mam toaletę tam w pufie?
5424:  Nie chciałbym mieć w pufie toalety.
5427:  Podejrzewam, że mogłoby to nieznacznie śmierdzieć.
5430:  Chociaż co ja mówię, ostatecznie moi sąsiedzi spuścili rurami dżinsy, wskutek czego rura od kibla się zatkała.
5438:  Nie moja, nie moja bynajmniej, ale rura centralna bloku, która biegnie gdzie?
5442:  W kuchni.
5445:  Więc... tak.
5447:  Jednym z pierwszych widoków w domu, który mnie powitał, był czarny szlam, który wybił w kuchni.
5452:  To było tuż po tym, jak się przeprowadziłem.
5454:  Bardzo sympatyczne i przyjemne.
5462:  Jeesy zatkały rurę do tego stopnia, że prześwit był na... kilka milimetrów.
5468:  Ktoś może mi wyjaśnić, skąd jestem atakowany?
5471:  A stąd!
5472:  Get over here!
5477:  Uuu, jak to fajnie zadziałało.
5479:  Prezent powitalny.
5481:  Tak, generalnie przed przeprowadzką dwa razy mnie zalało.
5485:  Z czego raz czarnym szlamem.
5487:  A raz normalną wodą, nie?
5491:  Ale to jest kombatancka historia, którą już kiedyś opowiadałem.
5494:  A mianowicie... Miałem sobie spokojnie zajęcia.
5498:  Teraz wszyscy, którzy słyszeli tę historię, będą mieli... Grzesznow, nie dręcz nas!
5502:  Słyszeliśmy już tę historię!
5505:  Więc spokojnie sobie robiłem wykład i nagle w trakcie wykładu usłyszałem łomot do drzwi.
5511:  Ja zignorowałem oczywiście łomot do drzwi, bo zawsze ignoruję.
5513:  Jeżeli ktoś chce wejść do mojego domu, to wyszła mi wcześniej SMS-a i to jest dwa dni wcześniej minimum.
5519:  Więc wszystkie inne ignoruję, a osoby, które mogą do mnie przychodzić bez zapowiedzi, po prostu mają klucz.
5527:  W związku z powyższym byłem zdziwiony, że sąsiadka tak łomocze.
5530:  Okazało się, że łomota, ale nie bez powodu.
5534:  Mianowicie okazało się, że wybiła woda i zalewała korytarz, a ja tego nie zauważyłem.
5540:  Jak spytacie?
5541:  Nie mam zielonego pojęcia.
5545:  Jestem po prostu Krzysztofem.
5549:  Prawdziwa imersja podczas wykładu.
5555:  Ja mogę go zdjąć stamtąd jakoś?
5556:  Nie mogę.
5558:  Naprawdę żyjesz w jamnikanie.
5563:  Tak.
5565:  Więc jeżeli kiedyś mówiliście coś komuś, opowiadaliście jakąś historię i nie zauważyliście, że wybija woda i wylewa na korytarz, to znaczy, że nie mieliście imersji przy opowiadaniu historii.
5574:  Ja miałem.
5577:  Jeden, dwa, jeden, jeden, R.
5583:  Jeszcze brakowało, żebyś gadał o subnautice.
5587:  Jezu, ale to byłoby idealne.
5589:  To byłaby imersja pierwszorzędna.
5594:  Czekasz na czasy, w których AI zrobi za ciebie wszystkie czynności?
5597:  O Jezu, bardzo.
5598:  Na przykład gdybym powiedział... No nie Google, nie?
5602:  Bo nie lubię tego sformułowania.
5603:  Hej Google!
5605:  To jest tak idiotyczne.
5606:  Od razu mi się przypomina o faceci w rajtuzach i ta scena z... Hej Albert!
5611:  Hej Albert!
5612:  Hej Albert!
5614:  Ja tak słyszę za każdym razem, jak mówię, no to ja bym chciał, żebym mógł na przykład powiedzieć, elektroniczny sługo, albo sługusie, albo Igorze, o Igorze, tak jak u wampirów w Überwaldzie Pratchetta, włącz klimę.
5632:  To miałoby sens.
5636:  Kejciri, ooo, haha!
5640:  To jest ten jeden moment, kiedy użytkownicy Apple'a mają lepiej.
5644:  Bo Jakubie!
5648:  Jakubie, zrób mi loda, absolutnie!
5652:  Zresztą rozwija inteligencję niespostrzegawczość, zawsze.
5657:  Ja wszystkie testy na percepcję oblewam.
5662:  O!
5662:  Moi drodzy, oto kamienne guźce.
5665:  Kamienne guźce strzegą tajemniczego wejścia do jaskini.
5672:  Ja wtedy zawsze słyszę Tigera mówiącego, hej Mercedes, tego nie znam.
5678:  Czy Przemek byłoby dobrym imieniem dla AI?
5681:  A czy w ogóle najlepszym imieniem dla AI byłoby coś łacińskiego w rodzaju, nie wiem, Catullusie albo Caligulo, Neronie, o, tego typu rzeczy.
5691:  Neron przypomina mi moją ulubioną kawiarnię, czyli zieloną kawiarnię u Nerona.
5710:  Patryusie!
5714:  Bombastus to też jest świetne imię, absolutnie.
5717:  O, o, o, o, o, o, ja wiem, ja wiem, ja wiem, ja wiem, ja wiem, ja wiem, ja wiem, co tu trzeba zrobić.
5723:  Ale jak?
5725:  Najgorsze imię, najlepsze imię dla AI Brutus.
5728:  I ty, Brutusie, przeciwko mnie.
5730:  Et tu Brute.
5731:  Kontra me.
5733:  Czy Brutus był pierwszym kontrarianinem?
5736:  To jest pytanie do Marcina Giełzaka.
5738:  Jeśli będzie kiedykolwiek oglądał zapis tego streamu ku swojej zgubie, Marcin Giełzak z dwóch lewych rąk jest specjalistą od Contrarian.
5749:  Chłopcze, chłopcze, włącz klimatyzację.
5751:  BOJ!
5754:  BOJ!
5755:  Tak jest.
5757:  Chłopcze klima.
5759:  Może aklimatyzacja jest najlepszym wynalazkiem ludzkości.
5762:  Jest wiele rzeczy, bez których nie mógłbym żyć.
5765:  Aklimatyzacja i internet są jednymi z nich.
5769:  A tak słyszałem całe życie, musisz się przyzwyczaić do upałów.
5772:  Takiego.
5774:  Po sejdonie spójrz wodę.
5778:  Zderzacz hadronów ubolewa, że zamiast oglądać rozwałkę, to idzie ze znajomymi na mecz koszykówki.
5783:  Nie wiem, co tam się robi.
5784:  Zmówcie pasa, że stary, biedny, nieasertywny zderzacz cząsteczkowy.
5789:  Dlaczego zmuszają cię do takiej rzeczy?
5793:  W takim razie, zderzaczu hadronów polecam jedną rzecz.
5796:  Wymuś na znajomych, żeby ci postawili pizzę potem.
5799:  Będziesz podczas całego tego wydarzenia strasznego myślał wyłącznie o pizzy.
5804:  Polecam.
5805:  Wiele razy coś takiego zrobiłem.
5807:  Okej, tutaj się dzieją bardzo dziwne rzeczy.
5811:  Elektryczność wynalazkiem... Ja w ogóle nie akceptuję świata, w którym nie ma elektryczności.
5815:  Jeszcze jeden powód, dla którego nie lubię postapo.
5818:  Okej, czyli tutaj... Aha, w ten sposób.
5823:  BOJ!
5832:  Fuck.
5832:  Follow to do Amazonu oglądany, Lukasie, Luka, może mi się uda zrobić recenzję, nie obiecuję, ale bardzo polecam już teraz.
5839:  Czy jak ja tutaj zejdę, to będę mógł wyjść?
5841:  Chyba tak.
5844:  Chyba nie.
5848:  Kryształ.
5851:  Wiemy, jak Kratos idzie z tym kryształem.
5876:  I wrogowie nam zepsuli memiczną scenę.
5878:  Jak tak można?!
5881:  Giń!
5882:  Aaaa!
5886:  Teraz się czuję jak Niv-Led w Genshin Impact.
5891:  To jest przewaga, że można robić to, czego nie można robić mobilnie tudzież na konsoli w gęślinie, to znaczy spamować w ten sposób, atak Nivleta jest wtedy szybciej i groźniej.
5900:  Biedny Mimir.
5901:  Mimir dynda.
5906:  Mimir strasznie dynda.
5909:  Widzicie, teraz przynajmniej dwie rzeczy dyndają u Kratosa.
5911:  Co?
5921:  ZNAWU WULWA!
5921:  DONG!
5922:  Proszę bardzo.
5930:  Proszę bardzo.
5931:  Proszę bardzo.
5932:  Porobione to wszystko.
5935:  Funcia ubolewa, że znów jest spóźniona i wstawia... ...dwie emoji kocie.
5941:  Eeeem... Smaczna i prosta.
5946:  Aaa...
5949:  Aaa...
5953:  Co to zmieniło?
5954:  Tutaj nie było czasem też drugiego takiego, nie?
5959:  Piotrze, dziękuję ci za trybut.
5960:  Czy Freerun obejrzane w całości?
5962:  Co ty?
5963:  Nie było czasu.
5966:  Aczkolwiek zobaczymy, czy jeżeli obejrzę, zrobię recenzję.
5969:  Mam dwa wolne sloty na kwiecień filmowe, bo nie ma tak dobrze, żeby były trzy dla każdego, ktoś przegrał, a przy okazji znalazłem to, coś, co musimy wziąć natychmiast, a teraz czeka mnie walka z rodzajem tych, które nie lubię.
5983:  Gimmick fight.
5988:  Jestem cały, skapcaniały.
5989:  Mogę?
6002:  Można i tak!
6021:  Czemu jest zawsze muzyka wiedźmińska przy tej walce?
6024:  Ja nie rozumiem.
6035:  Bierz ten kamolec!
6037:  Abba ojcze!
6040:  Kamolec?
6041:  Dobra, mamy, mamy kamolec.
6045:  Wiem, że to jego słaby punkt!
6047:  Kretyn.
6049:  To jego słaby punkt!
6051:  Przestań być Atreusem przez chwilę!
6063:  Okej, straciłem to.
6070:  W Wiedźminie były podobne golemy?
6071:  Tak, to prawda.
6077:  Ale w Wiedźminie można było zrobić tego!
6080:  Jaj mój golem.
6082:  Wiedźmińska muzyka i wiedźmińskie golemy.
6084:  Tak jest.
6095:  Co jest z moim kamolcem?
6101:  To ma być niedobrze.
6111:  Jest.
6112:  Okej, w ostatniej chwili.
6116:  Wiem, że... Wiem, że wróg padł.
6119:  Czy masz mnie za ślepca?
6126:  Czy da się zastąpić tego Kashiada?
6127:  Nie wiem, Kashiada mi pisze, Piotr Ważyniak.
6129:  Widzę, że już zapomniałeś, jak to jest w Genshin Sim Pak.
6131:  Tam jest dopiero problem.
6135:  Eeeem, dobra.
6139:  To teraz tak.
6141:  Zgadujemy gdzie.
6147:  Ok, to było łatwiejsze niż sądziłem.
6151:  Okej.
6157:  Kamil Kijewski dołącza do grona wspierających.
6160:  Dziękuję najserdeczniej.
6162:  Jamniki dla Kamila na powitanie.
6164:  Także i ode mnie.
6165:  Ale jeżeli masz jamniki, to już wiesz.
6170:  Jamnik inaczej niucha niż niuchacz.
6173:  Gothicowe golemy są bardziej memiczne.
6174:  Wszystko, co gothicowe jest bardziej memiczne.
6177:  Niech już będzie ten remaster.
6179:  Ja chcę wreszcie zagrać w Gothica na porządnie.
6184:  Dobrze, tędy.
6186:  Bardzo potrzebuję remastera.
6188:  Czy znam ten ból, kiedy robię wulgarne strasznienie seriali i ludzie piszą, że jest zbyt wulgarny?
6193:  Czy miałeś podobnie z serią dla każdego coś przykrego?
6198:  Nie rozumiem.
6198:  W jakim sensie wulgarne streszczenie?
6200:  Wulgarne streszczenie w znaczeniu zawiera wielką liczbę rzeczownika kurwa albo czasownika pierdolić, czy też wulgarne w znaczeniu bezczelne streszczenie serialu, takie, za które ludzie się gniewają, ponieważ nie lubią spoilerów?
6215:  To zależy.
6215:  Jeżeli to drugie, nigdy mi się nie zdarzyło, żeby coś tak streszczać, ponieważ do tego musiałbym w pierwszej kolejności pamiętać fabułę, a ja już nie pamiętam fabuły Fallouta, którego skończyłem w piątek.
6225:  Eee!
6227:  A tymczasem tu mamy przedmiot questowy.
6233:  Drugi kamień.
6234:  To jest jeszcze większy niż Veidergard.
6237:  Dlaczego on powiedział Vadergard?
6239:  Pytanie kluczowe, czy my nie zbieramy w tym momencie rzeczy do Nilfheimu?
6243:  Uuu, tam jeszcze są rzeczy.
6244:  Co nas znowu chce atakować?
6267:  Dobrze, tutaj jeszcze nas nie było.
6270:  Połączenie jednego i drugiego.
6273:  To nie miałem, Lukasiu, takiej sytuacji nigdy.
6278:  Po prostu uwzględnij uwagi widzów przy następnym filmie.
6283:  Ja też tak robię, że nie wchodzę przesadnie w polemikę, tylko po prostu uwzględniam.
6288:  Tylko, że uwzględnianie jest słabe, ponieważ wiesz, zauważy to 5% ludzi, ale przynajmniej będziesz uczciwy wobec siebie i wobec widzów jednocześnie.
6298:  To bym radził.
6299:  Nie zawsze uwzględniam uwagi, niezależnie od tego, czy się z nimi zgadzam, czy nie.
6303:  W którymś momencie ja mam tak, że myślę nad nimi, myślę.
6306:  Zajmuje mi to czasem rok, czasem trzy miesiące, czasem dwa tygodnie, różnie.
6310:  Ale uwzględniam w którymś momencie.
6313:  Czy widziałem God of War through Mimir's eyes?
6315:  Nie, ale musi być zabawne.
6317:  Troll głupi.
6320:  Zabijać ludziaki.
6326:  Zabijać ludziaki chętnie.
6331:  Ale żeby zabijać ludziaki, muszę wpierw pokonać jeden ludziak z ognistym wejdziem.
6336:  Ludziak silny.
6336:  Troll nie wiedzieć, co zrobić.
6345:  Au.
6345:  Au.
6345:  Au.
6346:  Au.
6346:  Au.
6346:  Au.
6346:  Au.
6346:  Au.
6346:  Au.
6346:  Au.
6346:  Au.
6346:  Au.
6347:  Au.
6347:  Au.
6347:  Au.
6347:  Au.
6347:  Au.
6347:  Au.
6347:  Au.
6348:  Au.
6349:  Au.
6350:  Au.
6350:  Au.
6350:  Au.
6351:  Au.
6351:  Au.
6351:  Au.
6352:  Au.
6353:  Au.
6353:  Au.
6353:  Au.
6353:  Au.
6353:  Au.
6353:  Au.
6353:  Au.
6353:  Au.
6354:  Au.
6354:  Au.
6354:  Au.
6354:  Au.
6354:  Au.
6354:  Au.
6354:  Au.
6354:  Au.
6354:  Au.
6354:  Au.
6355:  Au.
6355:  Au.
6355:  Au.
6355:  Au.
6355:  Au.
6355:  Au.
6355:  Au.
6355:  Au.
6355:  Au.
6355:  Au.
6355:  Au.
6355:  Au.
6356:  Au.
6356:  Au.
6356:  Au.
6356:  Au.
6356:  Au.
6357:  Au.
6357:  Au.
6357:  Au.
6359:  Au.
6359:  Au.
6359:  Au.
6361:  Au.
6361:  Au.
6361:  Au.
6361:  Au.
6362:  Au.
6362:  Au.
6362:  Au.
6362:  Au.
6362:  Au.
6362:  Au.
6362:  Au.
6362:  Au.
6362:  Au.
6362:  Au.
6362:  Au.
6362:  Au.
6362:  Au.
6362:  Au.
6362:  Au.
6363:  Au.
6363:  Au.
6363:  Au.
6363:  Au.
6363:  Au.
6363:  Au.
6363:  Au.
6363:  Au.
6363:  Au.
6363:  Au.
6363:  Au.
6363:  Au.
6368:  Au.
6368:  Au.
6368:  Au.
6368:  Au.
6368:  Au.
6368:  Au.
6369:  Au.
6369:  Au.
6369:  Au.
6369:  Au.
6369:  Au.
6369:  Au.
6373:  Prosta sprawa, moi drodzy, prosta sprawa.
6375:  Wszystko zrobione.
6377:  Pozabijane, wyeliminowane, oczyszczone.
6380:  Tak jak należy.
6382:  Tak każe obyczaj.
6383:  Kto w nas strzela?
6385:  Wyeliminuj go.
6389:  Ktoś jeszcze w nas strzela?
6390:  Owszem.
6402:  Warto zobaczyć Ronin Fallouta, naprawdę warto.
6404:  Niezależnie od tego, czy ktoś jest fanem czy nie.
6406:  Obejrzyj recenzję Filipa na Bez Schematu, który jest gigafanem Fallouta.
6411:  Oprócz tego, jakby nie patrzeć, prowadząca też jest fanką Fallouta i też sobie bardzo chwali.
6420:  Ej, tu jest smok!
6423:  Krzysztof, nie przypominaj o logarytmach!
6425:  Ale byłoby zabawnie, gdybym cały czas mówił głosem trolla, prawda?
6428:  I wy byście nie powiedzieli mi ani słowa.
6433:  Ogr pokonany przez marmy.
6434:  To był ogr, a nie troll?
6436:  Jak wy rozróżniacie jednego od drugiego?
6439:  Dla mnie troll.
6440:  Małe troll i duża powódź.
6443:  Tutaj?
6444:  Tak.
6445:  No jest.
6446:  Ale te zadania ze smokami są super.
6448:  Podoba mi się bardzo jak grana sprowadzi od jednego side questu do drugiego.
6453:  Są sposoby by to zrobić, ale mało przyjemne.
6464:  No i?
6465:  What now?
6470:  Kto we mnie jest?
6474:  He?
6479:  Co tu się dzieje?
6487:  Właśnie zobaczyłam go do włosów oczami Mira, czyli jest dobre.
6490:  Musimy to zobaczyć, moi drodzy.
6497:  Musimy to zobaczyć jak najszybciej.
6503:  Dobra, może wykończę go w ten sposób, bo już szkola.
6507:  Chciałem tylko się pozbyć wszystkich, którzy nas atakują.
6512:  To może nie być proste.
6524:  Tyle?
6528:  To jest jakieś... Ja bym powiedział, że to jest jakieś nowe.
6533:  Ale wy zawsze mi mówicie, że to nie jest nowe.
6538:  Może po uwolnieniu smoka.
6539:  Jest to racja, bo tutaj dużo rzeczy się dzieje.
6549:  Dżing!
6552:  Znowu?
6560:  To jest niewrażliwe?!
6563:  Chyba jest niewrażliwe na moje ataki, niedobrze.
6568:  Okej.
6569:  Zniszczmy to.
6575:  Dobra.
6579:  Okej.
6581:  Teraz tak.
6582:  Jak zrobić to?
6586:  Atreus?
6587:  No pewnie nie, jak znam życie.
6592:  Ho!
6595:  Chyba, że... No ewidentnie jeszcze to!
6608:  Bo... A, bombką!
6612:  A na to to ja nie wpadłem.
6617:  Sprawdźmy.
6617:  Atreus?
6620:  Tak!
6622:  Działa!
6626:  Dobra.
6628:  Czyli tak.
6638:  Jest.
6643:  Rozpoczął gatunek fantasy Tolkien czy Howard.
6645:  Kruczy cieniu rozstrzygają to badacze w ten sposób, że Howard pisał awanturniczo heroic fantasy, a Tolkien high fantasy.
6654:  Natomiast termin stworzył Tolkien i tego mu nikt nie odbierze.
6658:  Żadne Howardy, żadne Lordy Dunsany i inni protoplaści gatunku nie odbiorą staruszkowi Tolkienowi tego, że to on wymyślił ten gatunek.
6667:  On stworzył jego definicję.
6672:  I jemu zawdzięczamy odróżnienie fantasy od baśni.
6685:  Właśnie to chciałem zrobić.
6690:  Lukas Luka pisze, że będzie sprawdzał Terry'ego Pratchetta.
6695:  Dobrze, dobrze, bardzo dobrze.
6698:  Polecam rozpocząć od...
6702:  Morta.
6704:  Uwielbiam Morta.
6704:  Chyba tam już byliśmy.
6707:  Czy wiesz, że na kanale PlayStation jest parodia God of War?
6710:  Właśnie o nazwie Dog of War nie wiedziałem naprawdę, ale super.
6715:  Bardzo mi się podoba.
6716:  Uwielbiam dystans twórców do siebie, dystans ironiczny.
6724:  Znacie ten moment?
6726:  kiedy próbujecie coś i wydaje wam się, że jest bardzo smaczne, a potem przełykacie i okazuje się, że jednak nie.
6735:  Właśnie tak było z moim szejkiem.
6739:  Na początku był dobry smak kawowy, a potem sobie uświadomiłem, o Boże, przecież ja nie znoszę smaku kawowego.
6746:  I się skończyło nagle spożywanie ambrozji.
6753:  Chłopcze, tutaj.
6754:  Strasznie smutne, prawda?
6756:  Wrażenie.
6760:  Intrygujące.
6763:  Ale trudno, jednak to są jakieś proteiny, powiedział każdy jedząc robaki w Fallout'cie Nie martwcie się, w Fallout'cie nie ma scen jedzenia robaków Okej, nie ma wielu scen jedzenia robaków Żartuję, nie ma scen jedzenia robaków Teraz musicie sprawdzić, żeby się przekonać, czy mam rację, czy też nie Jaki kruk!
6784:  Nie ma tu dosłownie żadnego kruka, macie zwidy!
6798:  No jak słowo daje.
6800:  W czarnej dupie Zeusa jest ten kruk.
6802:  Kruk.
6810:  Ooo, ooo, dawno ich nie było.
6810:  I prędko nie będzie.
6811:  Hihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihihih
6832:  Oj, chyba ktoś potrzebuje zdyscyplinowania.
6834:  Ajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajaj
6860:  Zapomniałem, że on ma tutaj atak.
6866:  Trochę za bardzo obrywamy.
6874:  A, bo nas napieprza jeszcze smok.
6879:  To zmienia postać rzeczy.
6886:  Kotów do wymiotów!
6894:  Cholerny Atreus!
6902:  Wiedziałem.
6905:  Wiedziałem, że zaatakuje od tyłu, jak zawsze.
6909:  Polot ma problem między balansowaniem humoru i dystopii, ale to jest powód, dla którego ja gry nie lubię, więc jeżeli tak jest, to znaczy, że adaptacja jest bardzo dobra.
6924:  Fajnie, jeszcze nie mam teraz szału.
6946:  Dobrze.
6947:  Dosłownie jest teraz fabuła.
6954:  Po prostu jest to fabuła poboczna.
6962:  Oj tak, nie stęskniłem się za nim.
6969:  Absolutnie się za nim nie stęskniłem.
6972:  To jest ten, który jest gąbką na nasze ciosy.
6977:  Do vakina!
6978:  O tak, to jest on, to jest on.
6984:  A masz.
6990:  W sumie teraz smok nam odpuścił chyba?
6997:  Nie, właśnie ja dlatego go nienawidzę, nie?
7000:  Bo on za każdym razem robi szarżę od tyłu, której się w żaden sposób nie da uniknąć.
7006:  On łańcuchy odbija.
7015:  Dobra, nie będę z nimi walczył tam, gdzie mnie smok rozwala.
7018:  Nie ma takiej możliwości.
7024:  To zmieniło postać rzeczy.
7051:  Au.
7052:  Nie widzę co się dzieje, nie widzę co się dzieje.
7057:  O nie, o nie, o nie.
7063:  Wiem, wiem, wiem co on zrobi, wiem co on zrobi.
7071:  Aż ten przypływ zdrowia jest krótki.
7074:  Jeszcze to żyje?
7074:  Jakim cudem to jeszcze żyje?!
7087:  Dobra.
7088:  Good.
7100:  Teraz on.
7103:  Smok dalej na pieprza.
7119:  Nie, nie żyję!
7126:  Kto mnie dojedzie tutaj, mówię wam.
7127:  Och.
7132:  Strzelaj w niego!
7139:  Co?!
7143:  Dlaczego wilki zniknęły?
7150:  Dobra.
7154:  Okej.
7158:  Uuu, czy lubię bardziej w soundtrack z Morrowindem z Skyrim?
7161:  A, Skyrim!
7163:  Bez dwóch zdań.
7165:  Skyrim przepiękny, ewentualnie w Oblivionie są ładne elementy też.
7170:  Dobrze, bierzemy to.
7179:  Czy tu jest jakiś ołtarz?
7183:  Jeszcze jest taki, musimy jeszcze jakiś ołtarz zniszczyć na pewno.
7188:  Ooooo!
7191:  Malazan przede mną jeszcze, Gerlen.
7193:  Skończyłem na drugim tomie.
7194:  W złym momencie zacząłem czytanie, jestem zdenerwowany.
7197:  To był błąd.
7198:  Malazan należy zbingeować.
7199:  Lina?
7200:  Gdzie macie linę?
7218:  Ten kamień zdrowia daje tyle co nic?
7219:  Dziękuję, że ktoś to powiedział.
7222:  Ale zawsze coś.
7226:  Nie ma tutaj żadnej liny.
7230:  Gdzie jest niby lina?
7232:  Tu jest lina?
7233:  A taaaa!
7238:  No.
7243:  Faktycznie była lina.
7247:  Okej.
7250:  Okej, okej, okej.
7255:  Janis Strange pisze, że ostatnio podczas pracy słuchał soundtracka z Hollow Knighta.
7258:  Jest przepiękny soundtrack z Hollow Knighta, zgadzam się 100%.
7261:  No ale widzicie, może i niewiele daje ten przypływ zdrowia, ale w eksploracji jest dla nas bezcenny absolutnie.
7270:  Trzeba teraz znaleźć ostatni ołtarz, bo chyba ostatni jest do zniszczenia?
7275:  To nie będzie proste.
7277:  Wiecie, jak się zapatruję na coś, co jest ostatnie w serii, zawsze jest z tym problem.
7280:  Dobra, tędy szliśmy, to wiem na pewno.
7282:  Może tędy.
7286:  O nie.
7290:  Niedobrze.
7293:  Tu nie ma ołtarzyka.
7295:  Może tędy.
7299:  Mam wrażenie, że tutaj przyszliśmy.
7303:  Chyba.
7306:  Jest!
7309:  Ten kamień leczenia to jakiś dramat absolutny.
7312:  A może właśnie tutaj nie przyszliśmy?
7314:  Smok nie uwolniony.
7316:  Wiem, że smok nie uwolniony.
7323:  Dobra.
7328:  Okej.
7331:  A może, może, może tak?
7343:  Chlast!
7344:  Smagać pejczykiem wrogów!
7352:  Chlast!
7353:  Chlast!
7355:  Niegrzeczni wrogowie!
7360:  Niebieski znaczek prowadzi do innego quest'a niż quest smoczy.
7363:  Quest smoczy jest nieoznaczony niestety.
7388:  Dobrze.
7388:  Mówicie, że quest w smoczu się oznacza, ale czekajcie, bo tutaj jeszcze może być ta rzecz, której ja intensywnie szukam.
7400:  Tędy na pewno nie przeszliśmy jeszcze.
7403:  A może?
7405:  A może?
7406:  Kto wie?
7408:  Jak wygląda wątek bractwa w sali serialu?
7410:  Ponoć ich motywacja jest strasznie strywializowana jak na organizacji militarną.
7414:  Nie wiem, to jest jeden sezon i to jest jeden wątek w jednym sezonie, więc ciężko nie strywializować motywacji całej organizacji, której przedstawiciela poznajesz dosłownie jednego, a reszta to są minioni.
7425:  Więc nie ma za bardzo okazji, żeby poznać te ich motywacje.
7431:  No dobrze, więc zła wiadomość jest taka, że nie wiem, gdzie jest ostatni ołtarz.
7436:  Więc chyba rzeczywiście nie mamy wyjścia.
7440:  Prace.
7441:  Uwolnij smoki.
7442:  No nie, no mówiłem, nie mogę tego zaznaczyć na mapie.
7444:  Uwolnione smoki 2 z 3, to jest kwestia do samodzielnego wydedukowania tutaj.
7449:  Niestety.
7452:  To jest inny?
7455:  No tak.
7458:  Na pewno nie rozwaliłem wszystkich kapliczek.
7460:  To jest mój stały problem.
7461:  Ja zapominam o tym, żeby rozwalić je wszystkie.
7465:  O, tam nie byłem.
7473:  A może tu byłem?
7477:  Ej, idę?
7479:  Albo nie idę.
7480:  Nie wiem, gdzie idę.
7486:  Trzeci ołtarz jest za smokiem.
7488:  JA NIE MOGĘ ZNALEŹĆ SMOKA!
7490:  Na tym polega problem!
7493:  Gdzie jest smok?
7495:  No przecież ja się cofnąłem na sam kopocz... Aaa... Patrzyłeś wyzwania, tam są niebieskie questy poboczne.
7504:  Patrzyłem, patrzyłem i nie można tego zaznaczyć na mapie, niestety.
7510:  Można tu znaleźć świetną runę do ostrzy.
7512:  Ja na razie nie mogę znaleźć podstawowych znaczników, więc przypuszczam, że jeżeli jest jakaś świetna runa, to jej na pewno nie znajdę.
7523:  Po co mi kamień?
7523:  Nie ma Valkyrii tutaj w okolicy.
7527:  Dobrze, tędy.
7531:  Tędy, tędy.
7532:  O!
7532:  Słyszę smoka!
7533:  Tyle dobrze.
7535:  Przy okazji możemy tutaj dać trzeci kamyczek.
7543:  Good.
7544:  I tu należy wrócić.
7546:  Niech żyje król.
7550:  Tam, gdzie walczyły z elfem, było jakieś przejście.
7553:  Zobaczymy.
7555:  Dobra.
7559:  Tu jest arena walki ze smokiem.
7562:  Nieee, jest, jest, jest.
7566:  Po prostu kwestia była taka, żeby zobaczyć, skąd te smugi są.
7570:  I tak, przy smoku jest ostatnia.
7577:  Dobrze.
7578:  Dobrze.
7579:  Dobrze.
7581:  Tu jeszcze coś widzę.
7583:  Tu się nie da przejść.
7585:  Tam coś jest.
7588:  Nieee.
7590:  Rzecz.
7593:  Znalazłem właśnie darmowy szablon zegarów.
7595:  Kształci jamnika do wycięcia na laserze.
7596:  Nie wierzę.
7598:  Hop.
7600:  Hop.
7600:  Hop.
7606:  Smok jest jak Triceratops?
7607:  Faktycznie.
7615:  No jak ja mam się do niego dostać?
7617:  Może tędy.
7620:  Mhm.
7621:  Ta!
7624:  Tu nas nie było!
7628:  Ale mi się wściekle podoba to.
7632:  Ale to wściekle, że zniszczenia.
7637:  No.
7638:  Że zniszczenia mogą być obszarowe dzięki wykorzystaniom otoczenia.
7643:  Jezus, jak ja to kocham.
7647:  Czy kamień szlachetny należący do Krzysztofa należy nazywać kryształem?
7650:  Zawsze.
7651:  To z uwagi na innego Krzysztofa.
7654:  Kanciarza.
7657:  Wszystko jest lepsze niż Dragons Dogma 2.
7660:  Magiczny proszku.
7661:  Nawet bieguni Olgiery Stokarczuk.
7665:  Atreusie, czy możesz przestać jęczeć?
7667:  Dziękuję.
7683:  No i to jest piękne.
7685:  I to jest zaklęcie, moi drodzy.
7689:  Dobrze.
