🔴 God of War jest zbyt dobry — GOD OF WAR Livestream #2
🔗 https://www.youtube.com/watch?v=sdorZAsNpHc

12:  Zdjęcia i montaż
5392:  Biorę to.
5394:  Szybki runiczny atak.
5395:  Chcesz nosić to ze sobą wszędzie jak poprzedni?
5398:  Jeśli trzeba.
5399:  Jak samopoczucie po krótszej nocy, spałem dłużej o 4 godziny.
5402:  Na wszelki wypadek.
5404:  To się, moi drodzy, nazywa balansowanie niezbalansowanego świata.
5408:  Jeżeli ktoś wam każe spać krócej o godzinę, śpicie dłużej o 4.
5413:  Proste.
5415:  Czy spoiler zepsuł mi kiedyś poznawanie całej historii?
5417:  Nigdy.
5418:  Albo zapominam, albo nie zwracam uwagi kompletnie na spoiler.
5428:  Dobra, podoba mi się, podoba mi się, dobry jest.
5430:  Ej, Atreus, pomaga, pomaga!
5433:  Nadajesz się do czegoś, Batista!
5438:  Wręcz spała dzisiaj do dziesiątej północy.
5440:  No ja mniej więcej, mniej więcej podobnie.
5444:  Troszeczkę dłużej.
5447:  Potem do rodziców.
5449:  Lazłem chyba tutaj.
5452:  Prawdopodobnie jak tutaj wstawimy ten kryształ, to będziemy mogli progresować.
5459:  Stary pochwalił Atreusa.
5460:  No nie inaczej.
5462:  Bo się do czegoś zaczyna przydawać.
5463:  Batista.
5468:  Batista?
5476:  Okej, tu się zbatistowało to.
5479:  Dobrze.
5482:  Tomaszu Rogoziński, dziękuję ci za 29 miesięcy spacer.
5484:  To strasznie dużo!
5485:  No właśnie, na wielki ogień, jak te 29 miesięcy szybko minęło.
5488:  Bardzo!
5493:  Pisa z miaskiem?
5495:  Okej.
5495:  Piłem w spale, spałem w pile.
5497:  I to jak na razie tyle.
5499:  Ja tutaj już byłem?
5503:  Okej, nic nie rozumiem.
5504:  W dalszym ciągu smuci mnie, że nie mogę strzelić tam toporem.
5510:  Bardzo mnie to smuci.
5512:  Mam wrażenie, że to jest coś, co będzie możliwe dopiero później.
5518:  Hej, o hej!
5520:  Tak.
5522:  Dobrze, idziemy do tej pisy z miaskiem.
5524:  Powinienem kątem rzucić topór?
5526:  Pod wszystkimi.
5527:  Pod wszystkimi kątami rzucałem topór i niestety nic nie wyszło.
5533:  Artur Andrews reference always.
5537:  Moi drodzy, będę teraz najrzydziurą przez moment, proszę bardzo.
5540:  Wynagrodzony.
5543:  Srebro, doskonale, będzie na upgrade'y.
5546:  Tam widzę następne leczonko, ale jego już chytrze nie wezmę.
5549:  Ciekaw jestem, czy się rzeczywiście pojawia to menu.
5551:  Tak, to jest genialne.
5553:  To jest absolutnie genialne.
5557:  No to jest, to jest, to jest przegenialne.
5560:  I spójrzmy jeszcze tutaj.
5565:  Aaa!
5569:  Rzeczy tu są, rzeczy.
5571:  Czy dla epickiej gry o maga kupiłbym konsolę?
5573:  Nie, nawet dlatego.
5575:  Raczej bym wyrzekał na to, że nie ma wersji właściwej.
5584:  Okej, już wiem, już wiem.
5586:  Chyba.
5600:  Niesprawiedliwe!
5611:  Co się dzieje?
5612:  A może z tej strony?
5615:  Nie, tutaj się nie ma.
5617:  Tu rzuć, tam wróć.
5621:  Aaa... Już wiem.
5633:  Ale to jest trudne.
5640:  Dobrze, trzeba troszeczkę dalej stanąć.
5643:  Come on!
5646:  Trudne rzeczy.
5654:  Jeszcze dalej.
5655:  Tylko celniej.
5656:  No nie jest to takie proste!
5663:  Podłe elfy ukryły kryształ, właśnie.
5674:  Jest!
5678:  Bardzo dobrze.
5679:  Wyobraź sobie światłem, wszyscy nienawidzą magów tak bardzo, że zamykają ich w wieżach.
5682:  Nasz.
5684:  Tnący atak, który wywołuje niewielką pionową falę, zadającą średnie obrażenia od mrozu.
5690:  Malazańska będzie szła, moi drodzy, z powrotem, jak Krzysztof wróci do niej w wakacje.
5696:  Taki plan.
5700:  Okej.
5702:  Porobionet.
5709:  Eee, F?
5709:  F istotnie.
5714:  Bo sidło zbrzydło!
5730:  Eeej!
5731:  Nie psuj mi magii!
5742:  Co jest?
5749:  Psucie magii?
5751:  Skandal.
5769:  Tutaj gdzieś było leczenie, jest.
5787:  Ał!
5788:  Ał!
5788:  F!
5789:  F!
5789:  F!
5790:  Dobrze!
5792:  Przydatny kasz ojadł!
5821:  Au.
5826:  Niedobrze, niedobrze.
5828:  Niedobrze.
5841:  Jestem pewien, że się uchyliłem, ale co tam.
5850:  Jestem pewien, że się uchyliłem.
5852:  Dobrze, mamy dwa leczenia przynajmniej teraz, ale jak znam życie... Nieeee!
5860:  To jest jakiś żart?!
5868:  Nieeee!
5876:  Okej, dobra, dobra, już myślałem.
5879:  Już myślałem, nie mogę zrobić manualnego save'a.
5882:  Chyba.
5896:  A masz, a masz, a masz!
5912:  I teraz, dobrze!
5915:  Jadłem nieraz, zjem i teraz!
5921:  God!
5923:  Co to za...?
5923:  O, i teraz jest problem.
5930:  Sumakina!
5934:  Ok, to nie pomaga.
5946:  No come on!
5954:  Nie podoba mi się, że nic nie widzę.
5978:  Ciemność widzę, ciemność, no właśnie!
5985:  Au.
5988:  Widziałem, że tutaj jeszcze gdzieś było leczenie, ale teraz nie widzę, bo jest, nie wiem, ciemno?
5993:  Tu strzelaj do niego, ja szukam leczenia.
5995:  Dobra, tu jest, tu jest, tu jest, tu... No come on!
6001:  Jakże leczę!
6002:  Nic nie widzę.
6012:  Czemu nie mam szału, ja się pytam?
6014:  Potrzebuję szału.
6021:  No przecież się... Czemu nie działa unik?!
6025:  Co jest?!
6028:  Jak ja nie znoszę, jak nie działa unik, bo jest koniec animacji.
6034:  Odcieka od tego wybuchającego na ziemi... Nie wiem, jest problem, nie widzę go!
6043:  Brudne elfie sztuczki, nie inaczej.
6053:  Er... Gdzie on jest?
6056:  Tu jest!
6064:  Oh, come on!
6068:  No autentycznie spamie spację i nie unika.
6071:  To jest pewnie ten bullshit z końcówku animacji.
6081:  Przypomniałem sobie, że można przełamywać bloki.
6083:  Mhm.
6087:  Więc uniknąłem tego, ale nie uniknąłem tego.
6102:  Więc trzeba chyba tak to robić.
6104:  Dobrze.
6118:  Au.
6129:  Dobra.
6131:  Jest teraz lepiej?
6138:  Nie, nie to, nie to, nie to!
6172:  Nie!
6173:  Wpakowałem się prosto w to!
6175:  Au.
6200:  Trzeba ten przypływ zdrowia polepszyć.
6225:  A masz!
6229:  Bóg mi świadkiem, że się... Że unikałem!
6236:  Tutaj jeszcze gdzieś był.
6238:  Było leczenie, ale już nie wiem gdzie.
6248:  Pokonany.
6250:  Pokonany.
6257:  Mam wrażenie, że... Mam wrażenie, że to powinno było być bardziej widoczne.
6270:  Jest dobrze, jak zawsze na ostatniej mapie.
6272:  Zawsze.
6273:  Runiczne przywołanie przywołuje widmowego wilka, który atakuje wrogów.
6276:  Ale super.
6278:  Runiczne przywołanie... Ooo, to jest coś nowego!
6283:  Zdobywać runiczne przywołanie.
6284:  Runiczne przywołanie można przypisać do szpona w zakładce broni.
6287:  Czym jest szpon?
6288:  Przyjmę F, żeby wykonać runiczne przywołanie, czyli to jest coś, co Atreus przywołuje.
6293:  Ale super.
6294:  Wow, podoba mi się to.
6297:  Ale zobaczcie, tu jest za mało expa z jakiegoś powodu.
6300:  Aha, bo możemy ulepszać runiczne ataki?
6306:  Uuu, można ulepszać.
6311:  Ej, ja to ulepszę, bo ta szarża... O!
6316:  Trzy fale mrozu.
6321:  Zamrożenie.
6321:  Ja chyba tego nie używałem, ja używam tego.
6325:  Nie.
6326:  Do tych hel... Nawałnicy używałem chyba.
6330:  Nie.
6333:  Mocny runiczny.
6334:  Okej, to jest to.
6337:  Kowadło Iwaldiego, zamrożenie.
6340:  Chyba to mam.
6343:  To, co uderza w ziemię, tak.
6346:  Bo to jest coś innego, ale to uderza w ziemię.
6348:  To jest nasze.
6349:  O tak!
6350:  Ulepszam.
6355:  Bierzemy.
6358:  Niech zgadnę.
6359:  Zaraz mi powiesz, że nie powinniśmy byli się wtrącać.
6362:  Wystarczy.
6363:  Możemy już iść?
6365:  Pamiętasz odpowiedź?
6366:  Tak.
6370:  To jest też transmogryfikacja jamnika wilka.
6373:  Good.
6374:  Książki autostra Lovecrafta.
6375:  Nie siedzę w Lovecraftianach, Karsiks, ale myślę, że Zgroza w Danwycie jest dobrym początkiem.
6383:  Chcesz mi coś powiedzieć?
6384:  Powiedziałem, że rozmawiasz ze mną tylko, gdy mam coś dla ciebie przetłumaczyć.
6389:  Gdyby mama tu była... Gdyby twoja matka żyła, to w ogóle by nas tu nie było.
6395:  Ale się człowiek od razu poczuł jak przy świątecznym stole!
6399:  I kto, moi drodzy, mówi, że nie świętujemy?
6402:  Oczywiście, że świętujemy!
6404:  Proszę bardzo.
6409:  Kut.
6411:  Polski Kratos ma swój urok.
6414:  Dobrze, mamy to.
6417:  Mamy to tutaj.
6419:  Rodzinnie się od razu zrobiło.
6420:  Mam wrażenie, że ruchamy na trudnym.
6422:  W każdym razie na taki przyłączałem ostatnio.
6425:  Ale tu jest ładnie.
6426:  Łooo.
6429:  Płyniemy.
6430:  Gdzie płyniemy?
6432:  Dokładnie w przeciwnym kierunku niż zawsze.
6438:  Goal of War to gra świąteczna.
6442:  Karta pułapka.
6443:  To na kogo tam głosujecie?
6444:  Oj, są gorsze karty pułapki.
6447:  Kiedy jakieś dzieci... O, na przykład to jest karta pułapka gorsza.
6450:  Nie było jej tam.
6453:  Pewnie i tak cię to w ogóle nie obchodzi.
6455:  Wasz słowa, chłopcze!
6457:  Póki nie dotrzemy do celu, jeden z nas musi pozostać skupiony.
6462:  To, że milczę, wcale nie oznacza, że nie cierpię.
6466:  Opłakuj ją jak chcesz i mnie pozwól na to samo.
6470:  Ważne.
6471:  Ważne słowa.
6474:  Ważne.
6475:  Ważne.
6480:  To kiedy kupujecie to mieszkanie tudzież tam?
6482:  Hmm.
6498:  Okej.
6500:  Mieli bro moment.
6516:  Wracamy do Midgardu, myślę.
6518:  Oj, dobre to, Fanny Valentine, absolutnie.
6520:  Cię u mnie na świętach padło, pisze Wiktor, a na kogo będziecie głosować?
6523:  No, był leciutki zawał, oj tak!
6527:  Tudzież przytyłeś coś.
6528:  Sindri nazwał mamę wojowniczką.
6531:  Walczyła na wojnie?
6532:  W pewnym sensie.
6533:  Jej ród został zdziesiątkowany przez rywali.
6536:  Na wojnie jak na wojnie.
6537:  Raz pierdolnie, raz kolejnie.
6538:  Walczyła drogą wojowniczki, ale jej wojną było przetrwanie.
6542:  Stawianie czoła okrutnemu światu w pojedynkę.
6544:  Dlatego Sindri i Brock zrobili dla niej topór?
6548:  Miała dość siły, by dzierżyć taką broń i dość rozumu, by czynić dobro.
6553:  Bez reszty poświęciła się ochronie słabych.
6555:  Czyli pomagała elfom?
6558:  Nie Musimy trochę więcej popływać Kratosem, bo widzę, że on się robi bardzo rozmowny wtedy W sumie dobrze, że czekałeś testu Ogromasz kartę, która uciągnie ultradetale O nie no, granie na ultra to jest ważna rzecz, moi drodzy, na strumyka Ważna, ważna W ten sposób macie wartość dodaną, jeżeli nie możecie sobie odpalić u siebie w ten sposób Win-win Jesteś spostrzegawczy
6585:  O!
6588:  Jakiś upgrade'ik.
6592:  Masz zgubione przedmioty.
6594:  To przedmioty, które pozostały na polu walki.
6596:  Co?
6599:  He?
6601:  Ale super!
6602:  Wow!
6607:  Twórz zwykłe zaklęcie?
6611:  Mogę tworzyć zaklęcia w grze...
6620:  Czyli mogę tworzyć zaklęcia w grze o barbarzyńcy, tak?
6624:  Ale nie mogę tworzyć zaklęć w grze, w której walczę magiem, tak?
6630:  Fajnie.
6632:  Fajnie się bawimy.
6634:  Fajnie się bawimy.
6639:  Talizman niezmierzonego potencjału.
6641:  Talizman uzdrawiającej furii.
6644:  Wołuje falę uderzeniową, która zadaje pobliskim wrogom średnią ilość obrażeń do ogłuszenia.
6648:  Posiada także bierny efekt, który przewraca niewielką ilość zdroja po ogłuszeniu i chwyceniu wroga.
6655:  Daje kilka sekund niezniszczalnej bariery, gdy zdrowie Kratosa spadnie do krytycznego poziomu.
6659:  Dobra, nie kombinuję na razie z tym, nie rozumiem o co chodzi.
6664:  W Midgardzie znajduje się opuszczona świątynia, którą pewien krasnolud przekształcił w magazyn.
6669:  Zapełniłem przeróżnymi skarbami zgromadzonymi podczas podróży po światach.
6673:  Po światach?
6675:  Które światy odwiedził?
6676:  Co stamtąd przywiozł?
6678:  Fafnir był, że tak powiem, agresywnym kolekcjonerem artefaktów.
6683:  Im więcej miał, tym więcej pragnął.
6685:  Żaden świat ani przedmiot nie był dla niego zbyt niebezpieczny.
6689:  Raz zapuścił się w głąb Niflheimu po osełkę, wyobrażasz sobie?
6693:  Hmm... Co to musiałabym zaosypkać?
6697:  Tak, oczywiście!
6699:  Tak się złożyło, że mam kamień wejścia do magazynu Fafnira!
6703:  Może znajdziecie tam coś ciekawego?
6705:  Fajnie by było w tej chwili.
6706:  Ależ proszę bardzo!
6708:  A, i jeśli znajdziecie osełkę, to będę wdzięczny, jak mi ją przyniesiecie.
6715:  Można sprzedać artefakty, które znalazłem na uczciwą cenę.
6718:  Jesteście pewni słowa uczciwą?
6720:  Jeśli wracacie się do magazynu, zalecam ostrożność.
6722:  Z tego, co pamiętam, aż się tam roi od najróżniejszych paskud.
6726:  Hej.
6727:  Mój kumpel nie będzie zły, jeśli go okradniemy?
6728:  Jak mogę sprzedawać?
6729:  Sprzedaj.
6731:  Artefakty.
6731:  Nie, raczej nie.
6732:  On nie żyje.
6732:  Chyba.
6735:  O, no wybacz.
6736:  Ależ wcale mnie to nie martwi.
6738:  Tak się dzieje, kiedy ktoś podróżuje między światami i przywłaszcza swoje bezcenne skarby.
6744:  Uwielbiam to, że on z nami dalej gada, jak my sobie eksplorujemy i przeglądamy sklep, prawda?
6748:  To jest genialne.
6749:  Chcę widzieć wcześniej takie rzeczy.
6751:  W wielu, wielu więcej, wielu, wielu, wielu, wielu więcej grach, błagam.
6757:  Kamień wskrzeszenia się nam już raz przydał, więc doskonale.
6760:  Okej, okej.
6767:  Może ja sobie jednak coś kupię, ale coś, co byłoby na poziomie drugim.
6772:  O, na przykład to.
6776:  A, ulepsz.
6780:  To jest chyba coś, co ja już mam.
6781:  Ulepszmy w sumie.
6786:  Tak.
6786:  Jak mogę sprawdzić, czy ja coś mam wyposażone, czy nie?
6792:  Tu jest gdzieś informacja, że to jest wyposażone.
6794:  Czemu nie ma takiej informacji?
6795:  Klaty na drugim poziomie nie masz.
6797:  Mogę to dalej ulepszać swoją drogą.
6804:  Jest takie E po prawej, jak jest ulepszone?
6807:  Jak jest to wyposażone?
6809:  W ogóle tego nigdzie nie widzę.
6810:  U góry wybra... A, wybrano!
6812:  Okej, rozumiem już, jest, faktycznie, dobra.
6815:  Biodra, runiczny pas.
6819:  Ulepsz.
6822:  Good.
6823:  Nie będę jakoś szalał z tymi ulepszeniami, bo domyślam się, że będziemy mieć lepsze rzeczy.
6827:  Kołczan Szpona.
6829:  Skraca czas przywo... O, dobrze, dobrze, dobrze, dobrze, bardzo dobrze.
6834:  Ulepszenie ukończone.
6836:  Good.
6838:  Sam Szpon.
6844:  Szpon ulepszony, good.
6847:  Klata na poziomie drugim.
6849:  Jan Klata, John Vichess, Leviathan.
6852:  Nie mamy mroźnego płomienia już.
6854:  Czy tutaj można zdobyć mroźny płomień i na przykład tego nie zauważyłem?
6857:  Chyba tak.
6858:  God of War wygrał w 2018 roku tytuł gry roku.
6860:  Rywalem był Red Dead Redemption 2.
6862:  No teraz powiem coś, co wam się bardzo nie spodoba.
6864:  To znaczy uważam, że jednak Red Dead Redemption 2 powinien był wygrać.
6868:  W dalszym ciągu.
6869:  Gra jest cudowna, wspaniała, absolutnie.
6871:  Nie przeczę, ale... Jeśli wam nieśpieszno...
6876:  Mmm... Swoją drogą... Czemu tutaj nie mam niebieskiego?
6885:  A tam miałem niebieskie.
6887:  Czy to oznacza, że ja mogłem to kupić?
6888:  Chyba tak.
6890:  Dobrze.
6890:  Karwasze runiczne.
6891:  Mogę w ogóle jeszcze mieć jakieś zaklęcia.
6898:  Średnia szansa na zyskanie łaski odnowienia.
6903:  Wow.
6911:  I mogę to zdjąć później?
6912:  Chyba tak.
6914:  Ale super.
6916:  Jeszcze tutaj w runicznym wojennym pasie możemy coś dać.
6920:  Przejść do gniazd.
6922:  I tutaj sobie weźmiemy ten symbol prawdy.
6924:  Czemu by nie?
6926:  Kurczę.
6928:  Ale super.
6931:  Jeszcze tego talizmanu nie ulepszaliśmy, a szkoda.
6933:  Ooo!
6938:  Obniżenie słabości duszeni przez Atreusa wroga i otrzymują większe obrażenia.
6941:  Atreus czasami będzie znajdował kamienie zdrowia.
6944:  No to, to mamy.
6944:  Podstawowy strój runiczny, dobrze.
6946:  Czyli wszystko w porządku.
6948:  Ale super.
6952:  Nigdy nie dokończyłem Red Dead Redemption 2.
6953:  Wiesz co, warto w Carze Mikołaja, naprawdę, bo w tej grę się gra dla historii, dla klimatu.
6959:  Jest niesamowita, absolutnie.
6962:  Czy możemy przygłosić linie dialogowe albo powiększyć?
6965:  Nie ma problemu.
6967:  Dostępność.
6969:  Zwiększmy.
6971:  A jeżeli chodzi o linie dialogowe, to ja już mam je wysoko.
6975:  Możemy sobie troszeczkę obniżyć efekty dźwiękowe.
6980:  Ale muzyki nie, absolutnie nie.
6983:  Kamień wstrzeszenia kupiony przed chwilą.
6986:  Dobra, czy ja idę we właściwym kierunku?
6988:  Oto pytanie, tak.
6989:  Jeśli znowu się to zdarzy, powiedz mi.
6991:  Rozumiesz?
7013:  Nie ulepszył klaty, ubolewa misiek.
7015:  Przy następnym kowalu ogarniemy.
7018:  Nie lubię za dużo zabraciarzać w gmeraniu, w ekwipunkach, umiejętnościach i tak dalej.
7025:  Okej.
7032:  Wolny kaszojad mógłby biegać szybciej.
7036:  Wracamy.
7041:  Kot!
7049:  Ale nie, no to to drzewo jest przepiękne.
7057:  Lecimy.
7062:  The Boys czy Invincible?
7063:  The Boys.
7065:  Zdecydowanie The Boys.
7068:  Czy byłem w Milfheim?
7069:  No właśnie, chcę bardzo.
7074:  Aby wrócić do Midgardu, przejdziem R, dobrze.
7078:  To niesamowite, że wszystkie światy zajmują dokładnie tę samą przestrzeń.
7082:  Ten pokój umożliwia nam podróżowanie bez ruchu.
7086:  Szkoda, że Shadow of the Colossus nie ma na prececie.
7089:  O Jezu, tak.
7090:  Ale spokojnie, Ghost of Tsushima będzie i będziemy grali.
7093:  Czy questy po prostu będę robił?
7094:  Jeżeli będą interesujące, to tak.
7099:  Wróć do góry.
7103:  Where is góra, precious?
7106:  Na tędy.
7110:  Okej, do góry, do góry, względne, względne, względne.
7116:  Mogę po prostu założyć, że idę w złym kierunku.
7121:  Nope, nope.
7130:  Dobra, idę za znacznikiem.
7134:  Ależ to są piękne zdobienia.
7136:  No ewidentnie powinienem mógł to otworzyć.
7138:  No wiem, że mam kompas i gówno!
7141:  Kompas idzie w złą stronę.
7142:  Chyba, że tędy?
7144:  Tędy.
7146:  Nie sądziłem, że to to fioletowe.
7149:  Myślałem, że fioletowe to jest inny świat.
7154:  Dobrze.
7159:  Brock!
7161:  Wróciliśmy z innego świata i spotkaliśmy twojego brata.
7164:  Znaczy, nie w tej kolejności.
7167:  Pozwoliłeś temu oszołomowi dobrać się do ostrza?
7170:  A skąd on to wie?
7171:  Wiesz, że stracił swój talent, nie?
7174:  Kunszt po prostu go opuścił.
7177:  A chciał pociągnąć mnie ze sobą.
7182:  Pewnie pochpił sprawę.
7186:  On jest niemiły dla swojego brata.
7193:  Zoltan Ciwaj, teraz to usłyszałem.
7195:  To jest głos Zoltana.
7196:  Okej.
7196:  I on umie.
7197:  I to mi się podoba.
7198:  Znak krasnoludów zdobyty.
7219:  Dobrze.
7219:  Jak skończyliście się gapić, to mam do was prośbę.
7224:  Już się wami zajmuję.
7227:  Innym razem.
7227:  Czego chcesz?
7238:  I macie quest poboczny.
7240:  Teraz mam ochotę zostawić polski dubbing.
7244:  Oczywiście, że musimy znajdować pierścienie.
7260:  Pierścień Nibelungu w moment.
7261:  Artur Dziurman jako Kratos jest zacny.
7262:  Dobrze się go słucha, tak?
7264:  Tylko Atreus denerwuje.
7265:  Ale polscy aktorzy dziecięcy nie są dobrzy.
7267:  Jakiego Brocka zepsuć, mały ale wariat?
7290:  A z jakiej to krainy powracacie?
7296:  Niech zgadnę.
7297:  Z Alfheimu?
7299:  Skąd wiedziałeś?
7300:  Wszędzie poznam ten zapach.
7302:  Spędziłem tam całkiem sporo czasu, ale już mnie tam nie wpuszczają ze względu na pewien incydent.
7310:  Co się stało?
7311:  No nie wiem, czy twój ojciec będzie zachwycony, jak opowiem ci niecenzuralną historyjkę o kradzieżach i... DAJESZ!
7318:  Po chęduszki zwłaszcza!
7320:  Nie oceniaj mnie.
7321:  To od was wali elfem.
7324:  To rozbudza wspomnienia.
7326:  A teraz siooo!
7327:  Czy on powiedział w dwóch następujących po sobie zdaniach, po chęduszki i wali elfem?
7334:  Te oczy musiały być bardzo szeroko zamknięte.
7337:  Nie, jest coraz lepiej.
7338:  Kiedy ostatnim razem słyszeliście takie questy, czy takie linie dialogowe w questach pobocznych?
7344:  Nie.
7344:  Bo ja w Wiedźminie?
7364:  Uważajcie no tam na siebie, panowie.
7366:  Ostatnio na drogach jest od cholery tych zdechłych patafianów.
7370:  Trzeba być diabloczujnym.
7372:  Zauważyliśmy.
7374:  Nie wiesz, skąd się biorą?
7376:  Może w Helza brakło już miejsca?
7378:  Albo Odyn znowu knuje coś niedobrego?
7380:  W Baldurze macie rację.
7382:  W Baldurze też były takie questy poboczne.
7384:  Może zapytasz się któregoś, jak będzie wcinał twoje zwłoki?
7391:  Robimy quest od Brocka.
7393:  Od razu.
7395:  Co wiesz na temat węża z jeziora?
7397:  Wężu z jeziora, wężu z jeziora, jaka jest twoja mądrość?
7401:  A, no dobra.
7407:  Brock, powiedz, Brock, co sądzisz o jamniku z jeziora?
7411:  Jest kurewsko wielki!
7413:  Tak właśnie.
7415:  Nie inaczej.
7418:  Lecimy.
7427:  Zoltan mnie przekonał, dobra.
7431:  Ukończono.
7431:  Światło Alfheimu.
7433:  Skarb Fafnira.
7434:  Pomóż Sindriemu odzdobyć osełkę.
7437:  Znajdź kolegę Brocka.
7439:  Śledź.
7443:  O, pięknie.
7448:  Tutaj to jest, mianowicie.
7449:  Okej, okej, okej, okej.
7453:  Dusza z odzysku.
7456:  Sklep Brocka.
7459:  Nie rozumiem tych znaczników.
7463:  Skarb Fafnira, dobrze.
7468:  Nie macie wrażenia, że powinien być trzeci quest i ten, który śledzę, zaznaczony na mapie?
7473:  A nie dwa pozostałe, których nie śledzę?
7476:  Dosłownie tak jest?
7479:  A, dusza z odzysku, to jest to, wejść do kopalni Volundr.
7482:  Dobra, wszystko się zgadza.
7484:  Okej, okej, czyli w tę stronę.
7487:  Czyli w tę stronę.
7491:  Jesus Christ, w tę stronę, dobrze.
7497:  Pozwiedzamy.
7498:  O, wiem, że mój wybór.
7500:  Ktoś cię pytał o zdanie?
7503:  Dobrny kaszojad.
7504:  Wierzę w zwierzę.
7510:  Czy ja płynę we właściwym kierunku?
7512:  To jest pytanie.
7516:  Dobrze.
7517:  Płyniemy.
7518:  Ragnarok się broni gameplayem i światłem, a na ostatnim postu dziadek w piwnicy?
7522:  Coś poszło nie tak.
7524:  Nim my dotrzemy, moi drodzy, do Ragnaroka?
7529:  To musi być wydane na pececie!
7533:  Oczywiście, że Ogram na NJJ straszliwy, oczywiście.
7536:  Ale wpierw zniszczę każdą z beczek.
7541:  Dobra, jest wielka brama.
7547:  Aha.
7549:  Świetnie.
7551:  Chyba popłynąłem w złym kierunku.
7556:  Być dla niego milszczy stracił matkę, sugeruje Marta Szczepaniak.
7561:  To on powinien być dla nas milszczy w takiej sytuacji.
7564:  Żebyśmy mieli powód, żeby mu współczuć.
7568:  Nie jest ujmujący.
7571:  Lubię, że Atreus sugeruje zwiedzanie, bo stara się, że to jest bardziej naturalne.
7574:  Tak?
7576:  Ooo, moi drodzy.
7577:  Pływamy.
7577:  Pływamy zatem.
7598:  Jedna z nich opowiadała o zającu i żółwiu.
7602:  Nie lubię tych gliczyn.
7606:  Postanowiły urządzić wyścig.
7609:  Zając był zbyt pewny zwycięstwa i głupi, a żółw był spokojny i zdyscyplinowany.
7616:  Żółw zwyciężył.
7618:  Chyba nie opowiadałeś zbyt wielu historii.
7626:  Jaki... Jaki morał!
7632:  Opowiem ci historię.
7635:  Historia ta była opowiadana przez historyka.
7639:  Historyk snuł historię, aż się skończyła.
7645:  Poszło.
7646:  To są historie z morałem, prawda?
7649:  Still better... Still better main story than Dragon's fucking dogma.
7656:  Wciąż lepsze niż polskie komedie romantyczne, o Boże.
7658:  Nawet nie przerażaj mnie.
7661:  Czy wy nie macie wrażenia, że w jaskini wiedźmy powinna być wiedźma?
7665:  Okej.
7667:  No tak.
7669:  Czyli dotarliśmy gdzieś i nie możemy oczywiście nic z tym fantem zrobić, zaktualizowano mapę za to, więc dostaniemy znacznik i możemy teraz stąd wypłynąć.
7679:  Czemu źle płyniemy?
7680:  Bo chciałem, żeby Kratos opowiedział historię.
7683:  Magiczna brama przy stepie Brocka to skrót do questu Brocka, a skąd miałem to niby wiedzieć?
7687:  Nie, nie moi drodzy, eksplorujemy, nie?
7691:  Ja nie lubię strasznie grać poradnikowo.
7695:  Słuchaj, w tej historii jedna z nimi mocno nawiązuje do tego, co przeżył Kratos za czasów Grazki.
7699:  No właśnie, dlatego chcę.
7701:  Tam coś było, wiem, że tam coś było, ale było na czerwono i nie mogę tego zrobić.
7705:  Niestety.
7708:  Dobra.
7710:  Ragnarok ma zdecydowanie więcej wartych zapamiętania emocjonalnych momentów, pisze Destiny, ale większa skala zdecydowanie mu nie pomaga.
7715:  Pierwszy kadowoł jest o wiele bardziej personalny i to jest w tym piękne.
7719:  Za mały.
7720:  A może po prostu Thor jest taki wielki?
7723:  Hmm, raczej nie.
7729:  Okej.
7729:  Dobra, wracamy tam, gdzie byliśmy.
7732:  Piekło zamarzło, nie dość, że gracz barbarzyńca opisze wyznawcę roga tego szczura, to jeszcze korzystającym z najlepszej magii lodu.
7738:  No zaiste zamarło.
7738:  Proszę bardzo, proszę bardzo, proszę bardzo.
7741:  Więcej pieniędzy.
7745:  Ewywywy!
7748:  Czy myśmy tutaj beczki przypadkiem wcześniej nie zniszczyli?
7751:  Nie wiem.
7753:  Jak Kratos się wypowie, to powinniśmy się cieszyć, że powiedział coś więcej niż MMM.
7756:  Ale zobaczcie, Kratos jest lepszy pod tym względem niż Wiedźmin Netflixowy.
7760:  I tak leci.
7763:  Leci, leci kabarecik.
7784:  Wiedziałem.
7794:  Uważaj!
7796:  Nie drżyj się!
7804:  O, panie!
7814:  Oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj, oj,
7850:  Jakie cudowne!
7853:  Znakomita walka!
7855:  Co to jest?
7856:  Jesteś... martwy?
7859:  Bardzoś spostrzegawczy!
7860:  I nierozważny!
7860:  Duchu z jeziora, duchu z jeziora, jaka jest ta mądrość!
7863:  Uważajcie, co spada w tych palenisk!
7865:  Sługi Seidr i Hel oblepiają w płomienie niby chmary cien.
7870:  Winniśmy wam podziękowania za uwolnienie nas z tej wodnej mogiły.
7875:  Nas?
7876:  Inne duchy.
7877:  Jezioro Dziewięciu jest ich pełne.
