🔴 Seria niefortunnych zdarzeń | JEDI: SURVIVOR Livestream #4
🔗 https://www.youtube.com/watch?v=ybZpbB2aJNg

4:  Dziękuje za oglądanie.
4875:  Tak działa Vena.
4879:  Znaczy to jest naprawdę abstrakcyjne.
4881:  W tym momencie ma... Jak mam tam wycelować, no?
4887:  Co deweloper miał na myśli?
4889:  Tym razem.
4892:  Może tutaj muszę się wyspindrać.
4900:  przyciągi.
4901:  Nie działały obydwa.
4904:  Jak przyciągam, to on myśli, że to jest w zasięgu bezpośrednim.
4913:  Ojej, znowu to!
4925:  Fena jest jak problemy żołądkowe.
4927:  Mało kto się spodziewa, kiedy nadejdą.
4931:  To jest niesamowite.
4938:  Mam taką ryzykowną hipotezę.
4940:  Może po prostu ta firma by się nauczyła robić gry.
4944:  Co?
4945:  Wydaje mi się, że to jest dobry rozwiązek.
4950:  Aha, aha.
4952:  A on tam wyszedł jak?
4960:  Aha.
4962:  Ile razy mam odbić to?
4965:  Okej.
4966:  Żyrafa!
4968:  Genialne, Kals!
4970:  Ale nie... Ona chyba tutaj nie może wejść, niestety.
4974:  Ale... Coś innego zobaczyłem.
4979:  Coś innego zobaczyłem.
4983:  Okej, to może rozwiązać nasz problem.
4986:  Foul's near.
4990:  Ale tylko może.
4991:  Nie jest to pewne.
4997:  Tak, to rozwiąże nasz problem.
5001:  To rozwiąże nasz problem.
5005:  To rozwiąże nasz problem tak całkowicie.
5013:  Czemu?
5017:  Czemu ta gra istnieje?
5025:  Dlaczego szturmowcy nie zdają egzaminów, bo strzelają?
5027:  Wspaniale!
5035:  Najlepsze jest to, że jak już człowiek zrozumie, co deweloper miał na myśli, to się wszystko wydaje takie proste.
5040:  Dlatego to jest bardzo podobne do egzaminów.
5043:  Moim najmocniejszym podziwieniem dla tych, którzy przeskoczyli tę drogę przed mną.
5047:  W czasie, mam nadzieję, że ten wysiłek pozwoli mi zobaczyć Jedha tak, jak chcieli.
5051:  Ta galakcja jest w trzasku.
5052:  I potrzebujemy wiedzy tych, którzy przeskoczyli tę drogę przed mną.
5056:  Hmm...
5065:  Na Teutatesa!
5071:  Czy to jest ten stream, gdzie streamer 30 godzin bije się z żabami?
5074:  Nie przerażajcie mnie!
5077:  Nic dziwnego, że te stare cywilizacje umarły.
5079:  Kto robi takie zagadki zamiast drzwi, ten się prosi o guza.
5082:  Tak.
5083:  O nie!
5104:  Au, au!
5105:  Nie, nie, nie, nie, nie!
5109:  Atakuj go!
5124:  Nie, nie, tylko nie!
5125:  Wiru, wiru!
5129:  Au, au, au, au, au, au, au!
5145:  Co się dzieje?
5146:  Czemu ja nic nie widzę?
5147:  O Boże, jestem tutaj.
5157:  Nie, nie, nie, nie, nie, nie, nie.
5163:  Już myślałem, że się uda.
5170:  Nie ma jeszcze przeciwników.
5173:  Fascynujące.
5181:  Spędziłem wieczór rozmyślając oznaczenia zespołów.
5184:  A teraz zbyt wielka ilość znalezionych wiedzy mnie czeka.
5191:  Ciężka stawiania pozycji.
5193:  Ta galakcja jest zbyt wielka dla jednej myśli, dla jednego wieczoru, ale ja ją odczuwam.
5199:  Jaka miłość wiedzieć, że kiedy moje kroki zniszczą się w górach, inni zabierają mój miejsce.
5219:  Okej.
5222:  Co to zmieniło?
5223:  Czy to coś zmieniło?
5235:  Nie wiem, czy to coś zmieniło.
5238:  Kim byłby Kal bez Mery?
5240:  Byłbym małym, żałosnym Jedi'em, moi drodzy.
5244:  Taka prawda.
5271:  No Merrin, atakuj go!
5288:  Merin!
5290:  Tak!
5292:  Tak!
5296:  To jest dobry pomysł.
5299:  Ej, czemu nie możemy go przejąć?
5329:  Chaos, dzięki za wsparcie.
5336:  Od 12 miesięcy.
5338:  Witam przypadkiem świętować zostanie magiem ziemi.
5340:  A my regenerujemy się, relaksujemy po walce.
5346:  Kolejne ciosy Merin.
5348:  Bardzo adekwatne.
5349:  Dzięki temu...
5351:  Nasze dwa leczenia pozostaną naszymi dwoma leczeniami.
5356:  Dajesz, Merin?
5357:  Merin!
5358:  Merin!
5359:  Merin!
5360:  Merin!
5361:  Merin!
5362:  Merin!
5363:  Merin!
5364:  Merin!
5365:  Merin!
5366:  Merin!
5367:  Tak, tak, tak, tak!
5372:  Tak, my mamy high ground, to wszystko dlatego.
5376:  Heh.
5386:  Tak!
5388:  Jak to jest być Jedi dobrze?
5390:  To nie ma tak, że jest dobrze lub niedobrze.
5396:  Dobrze.
5397:  Myślę, że się możemy włączyć do walki.
5430:  Dobrze.
5431:  Bardzo brzydki kleszcz, on wybucha.
5433:  Dlatego się tutaj nie pakowałem, bo to by się źle skończyło, moi drodzy.
5436:  Ej, i znowu weszliśmy gdzieś, gdzie nic nie ma.
5440:  Żadnej nagrody.
5443:  Czemu nie ma żadnej nagrody za tę bohaterską walkę?
5449:  No nie powiecie mi, że nie zasłużyłem.
5453:  Teksty na pojechanie po ambicjach typu jesteś nieoszlifowanym diamentem.
5456:  Wiesz co, HSBC, są ludzie, których jeżeli dobrze znasz, im coś takiego powiesz, to może ich to zmotywować, ale tylko wtedy, jeżeli się ludzi dobrze zna.
5464:  Jechanie po ambicji nie jest dobrym pomysłem, jeżeli nie wiesz, co robisz.
5470:  Okej, wiem, co trzeba teraz zrobić natomiast.
5477:  O. Mianowicie, musimy skorzystać z tamtej kuli.
5484:  Wiecie, której?
5485:  Tej.
5491:  Aaaa!
5495:  Aaaa!
5496:  Dokładnie tak.
5501:  Nagroda jest doświadczenie i wpis do portfolio.
5503:  No właśnie.
5505:  Mary nic nie zrobiła, wszystko zrobiłeś sam.
5507:  Cieszę się, że dokumentujemy to moi drodzy, bo jeszcze ktoś mógł mieć wątpliwości.
5513:  A to by bardzo mnie dotknęło.
5520:  Dobrze.
5522:  I co?
5524:  I teraz tamta kula.
5527:  Mamy tu zasięg czy nie?
5528:  Oczywiście, że nie.
5534:  Ale tu będziemy mieć zasięg, nie?
5538:  Nie.
5542:  Czy był teaser animki o Akon Wo?
5545:  Nie wiem.
5548:  Czy pójdę w tym roku na wybory?
5549:  Oczywiście, moi drodzy.
5551:  Trzeba chodzić na wybory.
5553:  Nie ma wyjścia.
5556:  Jest jedyny moment, kiedy mamy wpływ na to, co się dzieje w rzeczywistości.
5562:  I szkoda jest pozbawić się tego wpływu.
5577:  Aha.
5581:  No nie mówcie mi.
5583:  No nie mówcie mi nawet teraz.
5588:  A nie, przecież tutaj jest drążek, którego nie zauważyłem.
5591:  Dobrze, wszystko jest w porządku.
5593:  Teraz się tylko trzeba dostać do drążka.
5595:  W jaki sposób się to robiło?
5596:  Nie pamiętam.
5598:  Już wiem.
5599:  Tyrolką, tak, tak, tak.
5606:  Czuję się jak w ogóle bym był jakimś... ...krasnoludkiem na placu zabaw w latach dziewięćdziesiątych.
5613:  Dramat.
5615:  Flaminguel, witamy uronie trybutariuszy!
5619:  Dziomniki dla Flaminguela!
5622:  Przestań wrzeszczyć, jakiś ptaszor na nas wrzeszczy.
5624:  Chnijmy kulę moczu!
5631:  Kula moczu została pchnięta.
5632:  Cordova powinna...
5635:  Kordowa, Kordowa, Kordowa, daj mi spokój z Kordową.
5641:  M-szmoc!
5647:  Dobrze, mamy szmoc.
5651:  Wiecie, co jest najzabawniejsze?
5652:  Ta szmoc absolutnie nic nie zmienia i nic nie daje.
5660:  Okej, ta moc jednak coś daje.
5665:  Dobrze, odkryta rzecz.
5669:  Tutaj jest jeszcze nieodkryta rzecz jakaś, nie wiem jaka.
5674:  Tutaj też teoretycznie są rzeczy niepoodkrywane.
5678:  W jakiej grze był najlepszy system walki?
5680:  Walki wręcz w Sekiro.
5682:  Nie widziałem nigdy gry, która by to robiła lepiej.
5686:  Ooo, tutaj coś jeszcze płonie, tu jest szczelina mocy.
5691:  Tu jest trochę za dużo różnych rzeczy do odkrywania.
5695:  Są też jeszcze jakieś czerwone, więc nie ma sensu wracać się w miejsca, w które i tak się wrócimy.
5700:  Ale możemy ogarnąć dwie rzeczy.
5701:  Tutaj jest... Tutaj coś jest, o. Otwarta ścieżka.
5707:  Oznaczmy ją sobie.
5710:  I chodźmy do tego znacznika.
5711:  Radośnie.
5713:  Kingdom Come Deliverance.
5714:  Było grane.
5715:  Ale krótko.
5717:  A potem fabuła, myślę, Hao.
5719:  Tak, tak, tak.
5720:  Bardzo frustrująca jest moja opinia i ta gra.
5721:  Jeszcze nie miałem tak, żebym się frustrował grą podczas oglądania streama.
5725:  A pamiętasz Dark Souls i moje błądzenie w labiryncie Bear?
5729:  Generalnie ja uważam, i zawsze będę to powtarzał, że poziom trudności jest fajny tam, gdzie ma sens.
5736:  Dla mnie utrudnianie dodatkowe gry tylko tym, że np.
5739:  nie ma mapy, to jest bezsensowne utrudnienie.
5743:  Czy grałbym dalej, gdyby to nie była gra ze świata Star Warsu?
5746:  Nie, w życiu.
5748:  W życiu!
5750:  Ja gram, moi drodzy, wyłącznie w gry, które są fantasy albo są magiczne, albo... No, nie oszukujmy się, Star Wars to jest fantasy.
5757:  Piąty miesiąc to maj, tak jak najbardziej, Flamingwell.
5761:  To jest bardzo dobry maj.
5764:  Bardzo, najlepszy.
5766:  Uwielbiam miesiąc maj.
5768:  Dzięki za wsparcie od pięciu miesięcy.
5770:  Przyjdź królestwo dostarczenie, Kingdom Come Deliverance, tak.
5774:  Absolutnie tak, Zwyczarowniku.
5775:  Jeszcze coś żółtego, moi drodzy.
5779:  Czy Baldur's Gate 3 będzie ogrywane?
5781:  A pytasz dzika, czy sra w lesie na Heali?
5783:  Oczywiście.
5785:  Baldur's Gate to jest jedna z najbardziej oczekiwanych gier przeze mnie w ogóle.
5794:  Jesteś przyjacielem świętego Jundera.
5800:  Dzięki.
5800:  Nie podjeżdżałabym na dzień, gdybym była ty.
5803:  Przeciw do Imperium wzrosła.
5804:  Mądry księdz, jestem w twojej płaci.
5810:  Najbardziej lubię, jak ludzie mówią, Krzysztof, ale bridge jest prosty.
5816:  Po czym następuje?
5817:  W tym momencie, kiedy jedna osoba wyciągnie jedną kartę, ale równocześnie jest w parze z drugą osobą, która wyciągnie trzecią kartę, ta trzecia karta to musi być as pick, a tamta musi być as carry.
5826:  Wtedy, kiedy on to zrobi, to należy udać się do innej, następnie negocjować z nią, wyrecytować od radości, potem wrócić się, usiąść w jednym miejscu, zaparzyć herbatę, potem wyciągnąć czwartą kartę, ale pamiętaj, tę kartę, którą wyciągnąłeś wcześniej od tamtej osoby, która jej nie wyciągnęła i potem jak tamta nie wyciągnie tej karty, którą ty miałeś wyciągnąć,
5840:  Krzysztof, na dobrze mam nadzieję, ale to są bardzo proste zasady.
5842:  Poczekaj, jeszcze za dwie godziny ci opowiem dokładnie, co robisz w następnej rundzie, kiedy to wszystko... Nie.
5849:  Nie, po prostu nie.
5852:  I tak jest z każdą grą karcianą.
5855:  Gracze Tabletop Warhammera też trochę tak mają.
5861:  Ale tam przynajmniej jest magia, a w Pacjansie nie.
5865:  Czemu Krzysztof tak upraszcza te zasady?
5871:  Ja nawet nie byłem w stanie zrozumieć zasad UNO, okej?
5876:  Dla mnie to jest niemożliwe, to zrozumienie.
5881:  Dla świętego spokoju możemy przyjąć, że jestem głupi i to dlatego.
5885:  Jestem gotów na to, to jest poświęcenie, na które jestem gotów.
5891:  Proszę, jakie to jest bullshit.
5893:  Po prostu ta mechanika odskakiwania.
5895:  I co?
5896:  I co?
5896:  Co?
5897:  Co?
5897:  Co teraz?
5898:  Co teraz?
5907:  Uno mnie przeraża.
5908:  Proszę!
5909:  Czyli nie jestem sam.
5913:  Nie, ta mechanika nie jest dla argorafobów.
5918:  Pamiętam, ale tam nie było tak przez 99% czasu.
5921:  Tu wszystko jest nieczytelne i walka niesprawiedliwa.
5924:  Mówisz B od Axos.
5925:  No walka nie jest sprawiedliwa.
5928:  Ja teraz trochę rozumiem, jak gracze Soulsów się irytowali, jak ja sarkałem na walkę, która naprawdę mogłaby być tam lepsza, ale to walka, która jest tutaj, jest po prostu niesprawiedliwa dla gracza.
5940:  A Gwent jest super akurat, ale to jest inny typ karcianek, wiesz?
5945:  Coś tak samo jak Hearthstone.
5947:  To jest jednak trochę inny typ karcianki dla mnie.
5951:  Ciekawsza, bo jest fantasy.
5953:  Obejrzyj swój krok, Jedi.
5955:  A ty jak tu niby przyszłaś?
5956:  Co ty tu robisz?
5958:  Czekam na kawałek w patroli.
5961:  Wezmę te antykwiaty z tego kawałka.
5963:  Wezmę je do archiwum?
5966:  Nie.
5966:  Do Świętej Miłości.
5968:  Będę je sprzedawać.
5970:  Wojnę ogarniam.
5986:  On ma ufu zamiast głowę, tak.
5989:  Aaa...
6011:  Jak ci, Piotrze, przeszkadzało toporność poruszania się w Solstlach, to bardzo ci polecam Elden Ringa.
6023:  Tam jest to całkowicie rozplątane.
6041:  SZMUC!
6043:  SZMUC!
6048:  Honkarei Starei odpada Maximilianie.
6050:  Wiem, że jest memiczna, ale problem polega na tym, że jest to walka turowa i taką toleruje wyłącznie w Divinity.
6058:  A i tam tak nie do końca.
6061:  Okej, możemy usunąć ten znacznik i możemy, moi drodzy, iść w ostatnie miejsce tutaj, w tym sektorze.
6067:  To zna... To znaczy to.
6070:  Już się uczę.
6071:  Zajęło mi ile godzin?
6072:  16?
6073:  Nauczenie się tej mapy?
6075:  Kurczę, świetny projekt.
6089:  To mi Joanna i Szymona Zajdla.
6092:  I Tenebris.
6093:  Tenebris pisze, że uwielbia UNO.
6094:  Jest to jedna z tych karcionek, którą ogarnia przeciwieństwo do Gwinta.
6097:  Serio?
6098:  Dla mnie Gwint był akurat prostszy.
6100:  No proszę.
6103:  Znaczy nie, nie, Majo.
6103:  To nie jest tak, że mówię, że ta mapa jest całkowicie dla mnie akceptowalna.
6107:  Po prostu już zaczynam rozumieć, jak się po niej poruszać.
6112:  To już jest dużo.
6115:  Czy wyczuwam subtelną, a czy odczuwalną dawkę sarkazmu?
6119:  To mógłby być drugi rozdział mojej autobiografii.
6123:  Eee, okej.
6125:  PRZESTAŃ SZFLEXOWAĆ SIĘ TYM TELEPORTEM!
6131:  O, przydaj się na coś teraz.
6145:  Mamy dalej dwa.
6154:  Au, au, mówiłem.
6165:  Walcz, walcz bohatersko.
6171:  Zabij go.
6176:  Tak, wybuchnij, wybuchnij.
6179:  Dobrze.
6180:  Dzielny robaczek.
6184:  Cieki wikinizm.
6186:  Code Vein poleca Demini?
6188:  Słyszałem o tej grze.
6194:  O nie.
6196:  Nasz Clash został zabity.
6213:  Dobrze.
6215:  Requiescat in pace.
6216:  Ooo!
6218:  Piórko, Assassin's Creed, ojej.
6221:  Dlaczego z tego zrezygnowano potem?
6225:  Coś do odblokowania obok szczeliny z akrobacjami mówicie?
6229:  For the wisdom of Valeya!
6231:  Czy to jest szmoc?
6246:  Czy to jest szmoc?
6251:  Ehehe, więcej szmocy!
6253:  Świetnie!
6255:  Gdzie macie rzeczy obok szczeliny?
6257:  A nie, to jest zielone szczelin... To jest zielone, czyli że możemy tu się dostać, a tu jest szczelina mocy.
6263:  Chyba, że mówicie o tym nieodkrytym obszarze.
6266:  To możemy ten nieodkryty obszar jeszcze ogarnąć i w ten sposób zrobimy takie ładne kółeczko.
6272:  Zostałem... Czuję się zachęcony do tego.
6274:  Dobrze.
6275:  Umieść znacznik.
6276:  Usuń znacznik.
6277:  Najgorsze jest, wiecie co, to poruszanie się WSAD po mapie.
6281:  Dziesięć... Dwadzieścia pikseli, co najmniej.
6286:  Najlepsze jest powiązanko Chaos Dwarf z Warhammera.
6288:  Kuraki!
6289:  Nie pamiętam.
6292:  Assassin to jest potężna gra, ale wiecie, klasyczne, dwójeczka i trójeczka, cały cykl Ezio Auditore da Firenze jest po prostu niesamowity.
6303:  Nie będziemy się pakować w tę walkę z tak małą liczbą Steamów.
6307:  A w ogóle, czy może byłoby sensowne i rozsądne cofnięcie się tutaj?
6313:  Z drugiej strony cofnie nas tutaj automatycznie.
6315:  Z trzeciej strony lepiej to zróbmy.
6317:  Z czwartej strony w nieodkrytym obszarze może być krąg medytacyjny.
6321:  Dlaczego kradnę fragi Pierwszej Pięknej Pani?
6323:  Bo tak należy to robić.
6326:  Black Flag najlepszy?
6328:  Black Flag jest najlepszą grą w uniwersum Assassin's Creed, nie o asasynach.
6334:  Mam nadzieję, że Nowy Asasyn będzie vibe'em zbliżony do początku serii.
6337:  Właśnie Szymonie, chodzą takie słuchy.
6339:  Jak jesteście tym zainteresowani, to ponieważ nigdy nie jest za mało wspominać dobre kanały, to moi drodzy Luke Stevens, już wam pokazuję, to jest jeden z moich ulubionych absolutnie.
6354:  Czemu?
6356:  Czemu to nie działa?
6357:  F-11.
6358:  To jest jeden z moich absolutnie ulubionych twórców, zachodnich, i on zrobił materiał o Assassin's Creedzie, któryś, jeden z wielu, zaraz zobaczymy, Assassin's... O!
6368:  Assassin's Creed Mirage... My Conspiracy Theory, to jest całkiem niezłe nawet, z tego co pamiętam, on dużo robił materiałów o asasynach.
6376:  Bardzo polecam ten kanał, świetny człowiek.
6382:  To jest typ... Ja poznałem go po tym, że zrobił godzin... czterogodzinną analizę Cyberpunka 2077.
6390:  Nie żartuję.
6393:  Ej, czy tam jest krąg medytacyjny?
6395:  Ubi nie jest przypadkiem zdesperowany, bo się finanse sypią.
6397:  Z Ubisoftem Rebidium jest taki problem, że jest cały czas firmą kontrolowaną przez rodzinę.
6402:  Guimont.
6403:  I ta rodzina ma czasem mniej więcej takie decyzje, jak rodzina z sukcesji.
6412:  To znaczy rodzina rojów.
6414:  Nie są to dobre decyzje w wielu przypadkach.
6416:  No wierzcie, jest kongmentacyjny.
6419:  Czy mam czas na oglądanie innych?
6420:  Tak, Huberciak, najbardziej.
6422:  Zwykle jak jem.
6424:  Wiem, to nie jest zdrowe.
6427:  Ale dlatego też głównie priorytetyzuję słuchanie twórców zagranicznych.
6431:  Nie ze snobismu, tylko dlatego, że przez okazję się osłuchuję z językiem angielskim.
6435:  Wiecie, co teraz zrobimy?
6438:  Atak z powietrza.
6461:  Aha No nie wygląda to potężnie, no żeby...
6467:  Drugi problem Yubi jest to, że są powtarzani ze swoimi grami.
6470:  Ojej, to ja i to jak?
6471:  Far Cry?
6473:  O, to zróbmy takie słupy, gdzie będzie można synchronizować teren.
6479:  Jak w Assassinie.
6480:  O, Watch Dogs, zróbmy takie słupy, gdzie będzie można synchronizować otoczenie.
6485:  Jak w Assassinie.
6487:  Jak w Far Cryu.
6490:  Dramat.
6494:  Tutaj coś jest, moi drodzy, na wyprost.
6497:  Widzicie?
6498:  Tu na wyprost coś jest.
6499:  Czy to jest glitch graficzny?
6510:  Dzień dobry z Jedy, wita Piotr Pokraśko.
6516:  Stoję przed gliczem.
6518:  Ten glicz jest zgliczowany czarny.
6523:  To jest moja naoczna relacja, którą relacjonuję akcentując, jak każdy polski reporter i codziennikarz, każdy wyraz na pierwszą sylabę.
6534:  ponieważ nikt nie nauczył mnie artykulacji, gdyż w szkole uczyłem się interpretacji poprawnej Adama Mickiewicza.
6542:  To był dla czatów Piotr Pokraśko.
6548:  Czyli tędy się nie da niestety wejść.
6551:  Bardzo im przykro.
6552:  Liczę na Gliczę, część 2137.
6557:  Czarny kamień to brzmi dumnie, a nie jest tak, że tędy można wskoczyć?
6562:  Może tak właśnie jest.
6564:  Może nie.
6570:  Dlaczego to... To jest inne żółte gdzie indziej.
6574:  Aaaa.
6577:  Krzysztof, atuty.
6578:  Jest jeden atut, tylko my mamy niestety atuty, które zajmują dwa miejsca, więc musimy zdobyć drugi.
6585:  Drugie miejsce na tuż.
6586:  Znalazłeś ciemną stronę mocy.
6591:  Nie, moi drodzy.
6595:  To jest typowy Krzysztof.
6605:  Szukam przejścia tam, gdzie go nie ma.
6611:  Okej.
6612:  Ta mapa jest spora.
6615:  Mam w sumie cztery miejsca na atuty i trzy są zajęte, niestety.
6623:  Czuję się, że jedna zjebana mapa w grach pisze... Usiłowałem szybko przeczytać i tak to się skończyło.
6628:  Astray... Nie, Vesper, przepraszam.
6630:  Też od Ubisoftu, mianowicie z Watch Dogs.
6631:  Była tak wspaniała, że nie dało się jej wyłączyć.
6633:  Zawieszała gra i cały komputer.
6634:  W Watch Dogs jest taka jedna ostatnia misja, która sprawiła, że nigdy nie skończyłem Watch Dogs.
6639:  Mianowicie, misja polegała na tym,
6642:  Dobrze, to będzie krótki rant na temat Watch Dogs.
6645:  Wyobraźcie sobie grę, która przyzwyczaja was w 100% do korzystania z minimapy, w 100% i w którymś momencie doprowadza do tego, że fabularnie atakuje was haker i wykorzystuje wszystkie wasze umiejętności hakerskie, które zdobywaliście przez całą grę i dzięki którym nawigowaliście pożyczonej mapie.
6664:  Na minimapie na przykład pokazywały się opcje, że tu możesz zhakować sygnalizację uliczną, tu możesz zhakować blokady uliczne i tak dalej, i tak dalej.
6670:  Wyobraźcie sobie,
6671:  że ta mapa zostaje zgliczowana w taki sposób, że nie widać, co się na niej wyświetla i następnie rzeczony haker wykorzystuje przeciwko wam wszystkie te moce.
6679:  Ktoś mógłby powiedzieć, o Krzysztof, realizm, dobrze...
6683:  Nie, realizm z realizm.
6685:  Realizm to się może odnosić do świata fikcyjnego, okej?
6688:  Natomiast nie do świata gry.
6690:  I w tym momencie, jak macie odebrane wszystkie możliwe mechaniki, które się nauczyliście przez całą grę, to macie jedną opcję, Rage Quit.
6697:  I to jest też coś, co ja zrobiłem, przez co nigdy nie skończyłem fabularnie Watch Dogsów.
6701:  Miałem podejść do tej misji 12 w sumie.
6703:  Okropna.
6704:  To chyba było w jedynce.
6709:  Jan Magdiamit jest nie do zastąpienia jako imperator.
6711:  Jest to prawda.
6712:  Jest to prawda, nawet żegłbym święta.
6715:  Otóż możemy teraz się przenieść tutaj, moi drodzy, co jest nam absolutnie zbyteczne.
6720:  Czyli tutaj nie odkryliśmy totalnie nic.
6723:  Jedyne, co nam pozostaje, to przenieść się tutaj, ale wiecie, co zrobimy?
6728:  Obskoczymy sobie ten punkt medytacji, po prostu.
6731:  Czyli tak, to likwidujemy i wracamy.
6734:  Mam nadzieję, że jestem w stanie się wrócić do okręgu medytacyjnego.
6738:  Wtedy zobaczymy, co z tymi atutami.
6743:  Czy czytałem Skyward Standersona?
6744:  Właśnie nie.
6745:  Dobre to jest, Gen Greymane?
6747:  Bo słyszałem, że to jest w stylu Stalowego Serca, czyli raczej taka młodzieżówka.
6754:  Hackera nie dało się skontrhakować, a skąd Rebidion, skąd?
6757:  To byłoby logiczne, gdyby tak Ubisoft pozwolił włożyć do oksa.
6761:  Nie, hacker był niezwyciężony.
6763:  Nie można, nie mogłeś go zabić, skontrhakować, nic.
6769:  Czy jakiś bestiariusz w grze tłumaczy, dlaczego te żyrafy nie mają głów?
6772:  Chyba tak.
6773:  Zaraz zobaczymy.
6775:  Mam wrażenie, że mieliśmy jakiś wpis w bestiariuszu, baza danych.
6780:  Boże, ona jest tak posegregowana, że ja nawet nic nie będę mówił.
6783:  No właśnie.
6785:  I nawigacja po niej też nie jest... No właśnie.
6788:  Znaczy musicie pamiętać, jaka to była na przykład mapa.
6792:  Meteorologia.
6793:  Zobaczcie, jaki to jest bałagan, nie?
6794:  Wiedza.
6795:  Dlaczego to nie jest w żaden sposób posortowane?
6797:  Że tu macie wpisy na temat, nie wiem... No... Fauna, flora, tak?
6805:  Rzeczy.
6808:  Jest fauna i flora, stop!
6810:  Teraz zobaczyłem.
6815:  Aha.
6817:  Aha.
6825:  Czyli nie, czyli jednak jest tak, jest tak jak mówiłem.
6828:  Nie ma po prostu potworów, tak, w faunie i florze.
6832:  Nie ma.
6839:  No, no nie, no nie, po prostu nie.
6843:  Po prostu absolutnie nie.
6850:  Straszny bałagan.
6854:  A kto jest, jak się nie opłaca narrative designerów?
6859:  Dobra, sprawdzamy te sloty na atut w takim razie, bo jeżeli mamy dwa, to znaczy, że możemy poprawić kontrę miecza.
6865:  Atuty.
6866:  Też swoją drogą idiotyczne, że nie da się tego robić on the fly, nigdy tego nie zrozumiem.
6871:  To jest tak, usiłują robić souls like'a i tak, macie rację.
6876:  I zabierają się za rzeczy, które są totalnie naprawdę niepotrzebne.
6880:  Jeżeli chodzi o inspiracja, tak?
6882:  Natomiast no nie inspirują się rzeczami, którymi warto byłoby się inspirować.
6887:  Wskaźnik blokowania zwiększony, a taki skutecznie... Weźmy ten wskaźnik blokowania i jeszcze to.
6893:  Pochłoń jedno trafienie podczas ładowania... Aha, to nie.
6897:  Nie mamy blastera i nigdy go nie będziemy używać.
6899:  Dobra, to to wyrzucamy i to dajemy.
6904:  Nie, nie, blastery, moi drodzy, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie,
6924:  Kolec pisze, że ciekawiło go, albo ją, przepraszam, jakikolwiek jest sens istnienia takich zwierząt, czy jest czymś podparty, fantastyczne zwierzęta, jak je złapać.
6931:  No właśnie, zauważcie, cała krytyka gier bardzo rzadko uwzględnia kwestie interfejsów.
6938:  A ja na to bardzo zwracam uwagę.
6940:  I na przykład interfejs w Hogwarts Legacy był zrobiony świetnie.
6943:  Ej, one mają głowę, tylko ona jest taka wypłaszczona.
6950:  Dlatego uważam, że jeżeli by tylko nad Hogwarts Legacy bardziej popracowali, no to byłaby to gra naprawdę świetna.
6958:  A tak mogę tylko powiedzieć, że była dobra.
6962:  Mają płaskie łebki, ale śliczne są te łebki.
6964:  W ogóle design jest tutaj ładny, muszę stwierdzić i obronić.
6968:  Okej, nie tędy, jak zawsze poszedłem w złą stronę.
6974:  Oczywiście, że też narzekałem na interfejs w Hogwarts, ja zawsze narzekam na interfejs, wiecie,
6979:  Kiedy widziałem idealny interfejs w grze?
6982:  Nigdy?
6986:  Nie widziałem jeszcze, bo idealny interfejs to jest taki interfejs, na który nie zwracacie uwagi, tak jest dobry, okej?
6991:  TikTok ma idealny interfejs.
6994:  Facebook już nie ma.
6995:  Messenger ma tragiczny.
6996:  Wchodzicie do Messengera i pierwsze, co się wam pokazuje, to...
7003:  Stwórz pokój!
7005:  Nie chcę stworzyć pokoju debilu, chcę wejść do konwersacji z moimi kontaktami, tak?
7012:  Po to jest Messenger do wysyłania messages.
7016:  To nie jest Room Manager, tylko Messenger.
7020:  Więc tak, źle zrobiony interfejs.
7023:  Tak mógłbym bardzo długo.
7024:  Albo interfejs robienia relacji na Instagramie.
7026:  O, kocham!
7027:  Żeby zmienić kolor, musisz wstawić zdjęcie, następnie usunąć to zdjęcie, pobrawszy wcześniej pipetą kolor ze zdjęcia i wtedy będzie kolor relacji.
7035:  Nie można ustawić koloru relacji po prostu, jak się wchodzi do relacji, bo to jest zbyt skomplikowane dla geniuszy z mety.
7049:  O, idealny designer, to idealny design to jak najmniej designu, absolutnie.
7053:  Cześć, Philips bez schematu akurat wpadł, jak mówimy o designie.
7057:  Nie chcę stworzyć pokoju Martin Luther King.
7063:  No i po co ja tutaj wlazłem, skoro tutaj nic nie można zrobić?
7067:  Przecież to jest niesprawiedliwe, moi drodzy.
7070:  Nie no, na pewno się tutaj da gdzieś wskoczyć, nie poddawajmy się.
7075:  To są słynne ostatnie słowa, nie da się tutaj nigdzie wskoczyć.
7079:  Nie, więc interfejsy to jest coś, co mnie strasznie triggeruje.
7083:  Tak rzadko są zrobione dobrze.
7084:  A, to jest w tę stronę.
7090:  Tak, to jest w tę stronę.
7092:  No, nie wpadłbym na to.
7095:  Dobrze, dobrze, jesteśmy coraz wyżej.
7098:  Krzysztof jest w stanie rantować na bezdecku, to jest prawda.
