🔴 Potęga ciemnej strony szmocy | JEDI: SURVIVOR Livestream #5
🔗 https://www.youtube.com/watch?v=LcmpMFVK51Q

143:  muzyka muzyka muzyka
4695:  Hmm.
4703:  No autentycznie nie wiem, no to jest jedna z takich sytuacji, kiedy totalnie nic nie wiem.
4709:  Aaa... Jezu, zapomniałem o tej mechanicy.
4717:  O mój Boże, faktycznie przecież BD-1 rzyga.
4725:  No zapomniałem o tym.
4728:  Widzicie, dlatego ja już nie jestem w stanie grać bez czatów, to jest niemożliwe.
4735:  Może tam jestem w stanie narzygać też?
4739:  Czy nie bardzo?
4742:  Chodzi o to, że damy radę, damy radę.
4744:  R. No, no, no, no, no, no.
4748:  No.
4752:  Okej.
4754:  To coś dało, czy nie?
4757:  Okej, okej, okej, okej, okej, okej, okej, okej, okej, okej.
4760:  I tam dalej, tam dalej.
4764:  Nie wiem, na ile to jest możliwe.
4771:  No nie wydaje mi się, żebyśmy byli w stanie to zrobić stąd, bez wychodzenia wyżej.
4779:  Nie wydaje mi się.
4782:  To nie sięga niestety tak daleko.
4785:  Hmm.
4789:  Dobrze.
4791:  To na razie idziemy tutaj i zobaczymy, co tu się będzie działo.
4794:  Nie rzyga, on drukuje.
4795:  To są rzygi, moi drodzy.
4799:  Czy mechanika wykorzystana 5 razy w sumie jak rzyganie jest warta tworzenia?
4802:  Lepiej byłoby dać zwykły przełącznik?
4806:  Wiesz co, nie wiem, to znaczy są tego rodzaju zagadki, nie mam jakoś problemu z tym, ale mam problem z tym, że gra się nie domyśla, że gracz potrzebuje podpowiedzi, są na tyle inteligentne systemy, że w takich sytuacjach mogłoby to być wdrażane, że BD-1 na przykład coś do nas piśnie, nie?
4824:  Cokolwiek.
4825:  Tak było w Bioshocku Infinite, taką rolę pełniła Elizabeth.
4830:  Jedno dzieło, które sprawiło, że stałem się pasjonatem fantastyki, światotwórstwa.
4833:  Światotwórstwa, no to był Slim Aridion, natomiast fantastyki, Neil Gaiman, Gwiezdny Pył.
4842:  Foruś pisze, że dziewczyna jego, która chciała podpis w patoposłuszeństwie, bardzo się cieszy z Jamniczka i niestety nie przyjechała z nim.
4847:  Pozdrów ją serdecznie.
4848:  Faktycznie, podeszła do mnie i poprosiła o podpis tam, gdzie byłem zacytowany w patoposłuszeństwie przez Mikołaja Marcela.
4855:  Nawet nie miałem świadomości, że tak się stało.
4857:  Cześć Aura, witam serdecznie.
4859:  Że czerwony miecz jest silniejszy od niebieskiego czy zielonego?
4861:  Nie, a nie akceptuję nawet takiej ewentualności.
4864:  Nic takiego nie zostało wprowadzone nawet przez Disneya.
4868:  Mam nadzieję, że nie zostanie.
4871:  Miecz powinien być tylko narzędziem tak silnym, jak jego posiadacz.
4878:  Hmm.
4881:  Nie będziemy używać blastera, Martyno.
4883:  Nie ma takiej możliwości.
4885:  To jest broń dla niecywilizowanych ludzi.
4888:  Poza tym, jak znam życie, ten blaster, jak strzeli raz, to ubywa mniej więcej tyle, ile przy strzałach z blasterów w innych grach.
4899:  Centauri.
4905:  Dagon, co ty zrobiłeś?
4910:  To, co musiałem.
4913:  Przestań.
4913:  Ale ty chcesz to, co ja chcę.
4919:  Dlaczego byś kłócił księgę?
4921:  Zostawiłeś swój sposób.
4926:  Zdjęcie.
4927:  I możemy to zrozumieć razem.
4931:  Chodź ze mną.
4932:  To za późno dla tego.
4935:  Taka strach, Santari.
4941:  Tan'alor.
4942:  Możesz czuć, że to ucieka.
4945:  Moja strach jest dla Ciebie.
4948:  Tan'alor zmienił Cię.
4949:  Zmienił Cię również.
4958:  Zostaw się.
4961:  Nie.
4964:  To muszę iść sam.
4976:  Centauri!
4977:  Zajmij się tutaj medycznym dronem i przygotuj go do tanku!
4992:  Okej.
5003:  Czy tylko ja myślałem, że ona wygląda dokładnie tak samo jak ta nasza przyjaciółka, której imienia nie pamiętam?
5011:  Czy po prostu to jest kwestia, że został użyty model jeszcze raz?
5016:  Aha, oczywiście nie zadziałał escape.
5021:  Seret, tak się nazywała ta babka?
5023:  No właśnie.
5024:  Była identyczna.
5028:  Martina pisze, że też się nie akceptuje blastera.
5030:  Bardzo dobrze!
5030:  Musimy użyć blasteru?
5032:  Możesz teraz... a nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie,
5047:  Nie są identyczne, okej.
5049:  Moja prozopagnozja sprawia, że ja nie jestem w stanie rozpoznawać ludzi.
5054:  Dla mnie wszyscy są podobni.
5059:  Blasters are so uncivilized.
5060:  Absolutnie Red Pencil, absolutnie.
5063:  Nie będziemy... Ooo, dostaliśmy balon na... Nie, dostaliśmy talon na Jedi i balon.
5073:  Tak.
5078:  Jamniki rozróżniam.
5079:  Tak, czarne są najlepsze, absolutnie.
5086:  Tyle.
5087:  Natomiast, gdybym miał dwa jamniki, dwa czarne, dwa brązowe, dwa długowłose obok siebie, to oczywiście, żebym ich nie rozróżniał.
5101:  A, czyli do... A, no tak, no to jest, moi drodzy, bardzo zaawansowana mechanika.
5106:  Bardzo zaawansowana.
5107:  Trzeba było czekać przez całą grę, aż się jej nauczymy.
5111:  I... i co?
5115:  Talon na Daftalon, tak.
5118:  Będziesz używał blastera, dlatego będziesz się męczył w tej grze.
5120:  Będę.
5122:  Przytrzymaj chwilę... przytrzymaj, abyś mógł się wychwycić balona.
5125:  Co?
5145:  Bardzo zabawny, jej!
5147:  Cudowny!
5149:  Short na Lulu na nowych wózkach dla jamników nie widziałem, moi drodzy.
5154:  Czy będzie się teraz cały czas pokazywało to okno?
5156:  Z tym przytrzymywaniem?
5158:  Chyba tak.
5162:  Chyba tak, moi drodzy.
5165:  Jezus Maria, przecież to jest takie kompletne szaleństwo.
5172:  Aha.
5173:  Aha.
5174:  I co?
5174:  I co?
5175:  I co?
5175:  Ja nie wiem gdzie!
5186:  Co level designer miał na myśli?
5194:  Co level designer miał na myśli, bo ja nie wiem?
5200:  Co oni chcą osiągnąć?
5213:  Okej.
5215:  Okej, czy ja mogę, czy ja mogę to też zażygać?
5221:  Otóż tutaj rzyganie nie działa.
5223:  To jest, to jest to, że... Tak, tak.
5227:  Więc jeżeli chcecie wiedzieć na przykład dlaczego tutaj rzyganie nie działa, to jest odpowiedź bardzo prosta, bo nie!
5233:  I to jest koniec.
5235:  To jest powód, dla którego nie działa.
5246:  Już nawet nie wiem, po co to zbieram.
5254:  Nie było żabie, prawda, dzieje inaczej jak będą.
5257:  Od razu mówię, że zmieniam poziom trudności, nie zwariowałem.
5262:  Okej.
5265:  Boże, co tu się dzieje?
5271:  Okej.
5277:  Good!
5283:  Short z Lulu warto zobaczyć, bo poprawia humor?
5287:  Dlaczego widzicie shorty z Lulu, a ja ich nie widzę?
5290:  Może jest tak, że ja po prostu... Mnie się po prostu one nie wyświetlają.
5294:  Low, low, low and friends.
5296:  Włazimy, moi drodzy.
5297:  Nie ma tak, że ja czegoś nie znam, co jest jamnikiem.
5301:  Nie może tak być.
5302:  Gdzie jest short z Lulu?
5305:  Przecież najnowszy short... Nie ma żadnych shortów z Lulu!
5309:  Pięć na krzyż!
5310:  Chyba, że to jest w jakimś innym medium, to wtedy jest tragedia.
5312:  Jestem bardzo na bieżąco z kanałem Lulu and Friends.
5322:  Oczywiście, że nie uznaje teologii za naukę, a argument o nauczaniu religii Warhammera jest idiotyczny, to aby fizyk nie mógł być naukowcem, bo musi też znać fizykę Star Wars i Mass Effect.
5328:  Nie, ponieważ fizyka nie dotyczy badania sztucznej fizyki, która nie istnieje, natomiast teologia tak.
5335:  Nie ma dowodu empirycznego na istnienie bóstwa, w związku z powyższym tak długo, jak długo go nie znajdziemy, istnienie Boga chrześcijańskiego jest tak samo udowadnialne naukowo, jak istnienie Boga niechrześcijańskiego w uniwersum Warhammera.
5349:  Natomiast istnienie fizyki jest empirycznie udowodnione, istnienie fizyki w uniwersum Warhammera jest empirycznie nieudowodnione, więc to twój argument jest głupi.
5358:  W tym przypadku nie ma analogii.
5362:  Jest natomiast taka dyscyplina naukowa, która umożliwia nam badanie religii i nazywa się religioznawstwo.
5370:  Więc nie potrzebuje być teologii.
5378:  No.
5380:  Więc... Gdzie?
5383:  Tu?
5387:  Przecież zatoczyliśmy koło.
5395:  Myśmy dosłownie zatoczyli koło, moi drodzy.
5399:  Nie mamy zielonego pojęcia, co zrobić.
5401:  Jak to bogowie urhamerzy nie istniały?
5402:  Przecież ich widziałem.
5403:  Ale empirycznego dowodu nie mamy.
5406:  Natomiast pamiętajcie, że istnienie jest też w sensie poznawczym, tak?
5410:  Może coś istnieć w naszym umyśle, np.
5412:  obraz miecza świetlego, mimo że nie istnieje w rzeczywistości.
5416:  Dlatego też nauki humanistyczne zajmują się m.in.
5419:  takimi rzeczami, wszystko jest w porządku naukowo z nimi, natomiast nie stawiają dowodów ontologicznych, natomiast teologia tak.
5428:  Na tym polega problem.
5430:  Konsola?
5431:  Jaka konsola?
5431:  Tutaj jest coś w konsoli?
5432:  Nie?
5433:  Nie?
5434:  Nie ma tutaj żadnej konsoli, moi drodzy.
5437:  Zatruczyłeś koło, ale wyżej.
5439:  No właśnie dlatego nie chcę zjechać z powrotem w dół.
5442:  To byłoby trochę przeciwskuteczne, nie uważacie?
5446:  A może tutaj?
5447:  Może trzeba pchnąć?
5448:  Nie.
5451:  Hmm.
5458:  Dobra, sprawdźmy to.
5460:  Aha, nie mogę tego schakować.
5461:  Oczywiście, że nie mogę tego schakować.
5462:  Dobrze.
5463:  Co mówi nam wspaniała mapa?
5466:  Otóż wspaniała mapa mówi nam, że mamy się cofnąć.
5471:  Może dlatego, że to jest kolejny balon.
5475:  Nie wiem, z drugiej strony mamy przejść do tego... do tej dziwnej struktury tutaj.
5480:  O, tej.
5482:  I tu jest jakiś mały, zielony cóż, do którego mamy pójść.
5485:  O, to!
5486:  To cóż, ta konsola.
5488:  O tym mówicie.
5496:  Dobra.
5501:  Aaaaaaa!
5511:  Mmmmmm... Film Netflixa z Czaną Kleopatrą nie ma trochę sensu, tak długo jak długo się mówi o tym, że film rzeczony jest filmem historycznym.
5519:  Gdyby powiedzieli, że to jest fikcja, spoko.
5521:  Nie takie fikcje już mieliśmy, moi drodzy.
5528:  Dobra.
5531:  Niedobra.
5534:  Niedobrze.
5537:  Level design tej gry to za bardzo parkour i zagadki, za mało praktyczności przy X403P.
5541:  Jakie och... Jak ktoś miałby budować takie pomieszczenia?
5544:  Zgadzam się.
5546:  Trochę jest to nienaturalny design, tak moglibyśmy powiedzieć.
5549:  To jest boss, mówicie?
5554:  Okej.
5555:  Teraz sobie siądę.
5557:  Teraz sobie siądę.
5562:  Hugo Boss.
5563:  Dominik Boss.
5565:  Eeeem... Skończyli mi się bossowie.
5571:  Z mojego zaplecza.
5572:  Stwierdziłem również, że potrzebuję drugi pedał streamingowy, bo na razie mam tylko jeden do zoomów.
5577:  A trzeba byłoby jeden jakiś do przełączania scen, bez żadnego problemu, pod drugą nogę.
5582:  Do it!
5584:  Rudzielec z blaszanym jamnikiem versus niebieski Thanos.
5587:  O bogowie.
5589:  No dobrze, moi drodzy.
5591:  Schowaj to!
5592:  Nie kompromituj się!
5596:  Ravis.
5596:  Jedi.
5600:  Dlaczego aktywowałeś Array?
5604:  Przez wiele lat trwają mi życie Jedi.
5607:  Dlaczego aktywowałeś... Słyszałem cię.
5609:  Dlaczego aktywowałeś Array?
5610:  Dlaczego aktywowałeś Array?
5613:  Dlaczego aktywowałeś Array?
5614:  Dlaczego aktywowałeś Array?
5618:  Dlaczego aktywowałeś Array?
5619:  Dlaczego aktywowałeś Array?
5621:  Dlaczego aktywowałeś Array?
5623:  Walczyliśmy rzadko do razu, do momentu kiedy Jedi go stracili.
5630:  Użyli wielu z waszych ordyn, by mnie zniszczyć.
5637:  I wciąż... Nieśmierzyli mnie.
5641:  Zdenerwowano mnie śmiercią wojskowego.
5645:  Zostawiło mnie na czerwonej okolicy od wieków.
5652:  Człowieka nasz są połączeni.
5656:  Zakończenie Twojej ordynności pozwoliło mi uciec.
5665:  Nic się nie zmieniło.
5666:  Człowiek Dagonu.
5669:  Czas nie zmniejsza mojej lojalności.
5675:  Bez kodu możesz tylko sobie służyć.
5686:  Gdzie jest kompas, Ravus?
5688:  Nie obawiam się nic!
5693:  Myślałem, że powie, że jestem kompasem!
5699:  Jeśli chcesz znać to od mnie, będziesz musiał się na to walczyć.
5704:  Bardzo podzielam.
5705:  Oczywiście same czerwone ataki.
5706:  Dzień dobry.
5742:  Co to było?
5742:  A, czerpony atak, oczywiście.
5760:  Tyle w temacie oszczędzania leczenia, o którym pisala Ciavelli.
5770:  Człowiek używa bloku i on nie działa.
5773:  Nic nie jesteśmy zaatakowani w trakcie ataku, którego animacji nie możemy skancelować.
5795:  Oczywiście nie zadziałało odetchnięciem mocą rakiet, czego Granaz nauczyła wcześniej.
5801:  Co mnie doprowadza do szału.
5805:  Kolejna okazja, by przypomnieć, że to nie jest Soulstrike, bo gdyby to był Soulstrike, to by to zadziałało.
5809:  Się nie da oszczędzać leczenia.
5817:  Się nie da oszczędzać leczenia w tej walce.
5820:  Dobrze, ale mamy już jego atak pattern.
5826:  Co piszecie z Markiem Hamilem?
5829:  Mark Hamil nie uznaje, że zniszczono postać Luka?
5831:  Dosłownie to mówił Szymonie w wielu wywiadach.
5835:  To już się stał mem.
5837:  Nawet na Oxford Reunion mówił o tym.
5839:  Znaczy, Oxford Union, przepraszam.
5842:  Mark Hamil przy każdej możliwej okazji powtarza, że jego postać została zniszczona.
5848:  Boza F-Souls'a byli nieferalni.
5849:  Witamy w Sky 9.
5851:  Miejscami, ale przynajmniej jeżeli się uczyliśmy czegoś na przykład przez jakiś level, to potem ta nauka opłacała się.
5861:  Natomiast inny miałem zarzut w stosunku do Soulsów, to znaczy bardzo często tam było tak, że po prostu hitboxes były wymyślone i wzięte z nie wiadomo kiedy.
5874:  Hmm... Dobrze, tutaj mamy lecząco.
5883:  A tymczasem, bo oczymy Stanosa, więc wszystko powinno być zbalansowane, a nie jest.
5887:  Wow.
5887:  Wow.
5903:  Niesamowite ma te ataki, chciałbym mieć takie.
5905:  Au, au.
5905:  Ja może wezmę rzeczy.
5916:  To było sparowane.
5934:  Są ciekawie opóźnione te dwa ataki.
5938:  Bardzo lubię opóźnione ataki.
5939:  Okej, w ostatniej, w ostatniej części straciłem wszystkie leczenia.
5952:  Okej.
5952:  Druga faza widzę.
5957:  Trzymłem walczy patyczkiem do ucha.
5961:  Teraz to widzę.
5962:  O nie.
5985:  Przepraszam.
5989:  Czym on jest, Cthulhu?
5992:  Cthulhu Thagn?
5992:  Cthulhu Thagn?
6000:  Zostaw mnie!
6006:  Leczenie, leczenie!
6019:  Wszystko trzeba uniknąć, czy parować, poparować, dobra.
6035:  Au, au.
6036:  Aaaa.
6048:  Nie!
6050:  Po co jest ta zdolność, skoro on może ją przerwać?
6055:  Czemu?
6056:  Czemu zdol... Czy to jest tak, że podczas ataku Ultimate w Genshinie został zaatakowany?
6065:  Czy to jest nieprawdopodobne?
6067:  Pierwszy raz mi się to zdarzyło w tej grze.
6072:  Dajcie spokój.
6076:  Ciekawe jestem, jakie są różnice między poziomami trudności tutaj.
6078:  Wiesz co Bartku, to jest wyłącznie kwestia obrażeń, jakie zadała nam w rogowie.
6084:  Absolutnie nie jest to związane z jakimiś strategiami czy taktykami, chyba że jako strategię wspaniałą myślą uznamy to, że on może używać części czerwonych ataków, których ja nie mogę parować.
6098:  Ha ha ha, oberwał od swojego.
6100:  Dobrze!
6118:  Ja jestem Jedi.
6119:  Będę się zniszczył!
6126:  Wielka siła!
6126:  Wielka siła!
6127:  Wielka siła!
6130:  Wielka siła!
6131:  Wielka siła!
6142:  Strategia na niego wynika stąd, jest taka, że po dwie zadać cios i natychmiast zaskoczyć.
6150:  Co on robi też, nie skupiłem się.
6151:  To jest spowolnienie czasu, a nie zatrzymanie, że jest nieważne.
6155:  Używasz zdolności ultimatywnej i w trakcie zdolności ultimatywnej nie powinno być grab ataku, który jest nieparowalny.
6162:  To jest ten kazus, że on był nieparowany, nic nie mogłem zrobić wtedy.
6165:  W tej grze często się zdarza tak, że, mam wrażenie przynajmniej, że ona nie nagradza nas za refleks, tylko za... M, rozpoznanie, że za moment będzie RNG jakieś.
6178:  Niedługo będę miał streama z tego, co wiem, znajomości Marto Tymińsku.
6180:  Wow, Sky, nie wiedziałem, super.
6182:  Czy masz jakieś ciekawe pytanie, które mogłabyś mi zadać o grach?
6186:  Marta się cholernie dobrze zna na po pierwsze badaniach genderowych w grach wideo i feministycznych, a po drugie na kulturach fanowskich, więc w tym kierunku pisała jedyne jak chyba w Polsce teksty sensowne na temat kultur fanowskich razem z Agatą Włodarczyk.
6201:  Gra na nagradze za wróżbiarstwo i przewidywanie przyszłości też.
6204:  Okej.
6210:  Fajny początek.
6217:  Okej, atak odskok.
6225:  Au.
6235:  Tutaj, kolego!
6269:  Cholera.
6269:  Czekaj, Petey!
6296:  Ależ to trwa?
6302:  Dobra.
6304:  Nie mogę tego zebrać!
6306:  Dobrze, udało się wreszcie.
6313:  Przestałem już liczyć, jak wiele razy odpala się czerwony atak, bo skutecznie to frustrowało.
6320:  Uwaga, nie przeciwko mnie.
6322:  Uwaga!
6362:  O Boże!
6362:  Dlaczego?
6362:  Jak to?
6363:  Co?
6364:  Jakim cudem w powietrzu mnie to zaatakowało?
6368:  Po co są indykatory ataku na ziemi, skoro ten atak trafia w powietrzu?
6372:  To jest mylące.
6383:  Zobaczymy moi drodzy.
6387:  Aaa, może podwójny Miecz Świetlny będzie na niego lepszy, mamy go lepiej rozwiniętego.
6396:  Ta, RNG jest silne.
6398:  To jest drugi problem pseudo-Soulslike'a, jakim jest Fallen Order, ale będę polemizował z każdym, kto uzna to za Soulslike'a.
6406:  Mianowicie w Soulslike'u jest tak, że paterny ataków są do zapamiętania, natomiast tutaj paterny ataków są przedzielane przez chore RNG.
6415:  Miraski prosi o jakiegoś wsparcia, szpital przed nim.
6417:  Moi drodzy trybutariusze, wiecie co robić.
6421:  O, mamy ten atak przynajmniej, który zadaje sensowne obrażenia.
6430:  Ten właśnie.
6431:  Chociaż niestety... Tam też są zadawane sensowne obrażenia.
6449:  I co ja poradzę?
6456:  Wolę Miesz Dauphinoa.
6457:  No wolę.
6460:  Ej, naprawdę jest lepiej.
6461:  W sensie lepiej się mi dalszy.
6468:  Dobra.
6469:  Czemu nie mogę tego zebrać?
6471:  Mogę, dobrze.
6492:  Zobacz, co masz za ostatniego.
6514:  Zobacz, co masz za ostatniego.
6516:  Stym proszę.
6530:  Nie mogę się poddawać.
6554:  Pomóc mu wygrać?
6589:  Byłem w stanie go uszkodzić tylko przy zatrzymaniu czasu, fajnie.
6593:  To jest ciekawe, że nie ma... Jezus no, jak mam tego unikać?
6613:  Eee, szalone jest to.
6615:  Moździerzy unikasz do przodu.
6616:  Właśnie to zrobiłem i walnął mnie moździerz w powietrzu.
6626:  Filip polecał Jedi na pierwsze zaznajomienie się z soslajkami, co uważasz?
6629:  Bardzo się nie zgadzam.
6631:  Katastrofalna rada.
6632:  Moim zdaniem wtedy można nabrać złych nawyków i myśleć, że walka zależy od szczęścia, a nie od tego, jak rozpoznamy schematy ataków.
6641:  Ja polecam na pierwsze starcie z Soulslikami Elden Ringa, który pozwala dofarmić, jeżeli nie radzicie sobie z jakąś walką.
6650:  Atak z wyskoku na pojedynczym polecam.
6653:  Stosowałem, ale zadaje za mało obrażenia niestety, jak na to, co potrzebujemy.
6658:  Czy naprawili optymalizację?
6659:  Częściowo.
6660:  Na początku mieliśmy dziwne jakieś glitchy, ale potem już jest w porządku.
6664:  Skoro nie jest to SOSDAC, to co to jest?
6666:  Adventure RPG oczywiście.
6667:  RPG dlatego, że macie systemy levelowania, których wprawdzie teraz nie widać.
6671:  No i Adventure czy Action dlatego, że jest akcja, tyle.
6687:  Co się dzieje?
6688:  Proszę, to było to, że macie zupełnie inną sekwencję ataków.
6692:  Przez to są wprowadzone te ataki czerwone, których się nie da unikać.
6703:  Nie ma takiego ataku, którego się nie da uniknąć fizycznie, w sensie, że tak zostało zaprojektowane we WP.
6708:  Są ataki, które są głupie, są nieuczciwe, są paskudne, są złośliwe, a nie ma takiego, którego się nie da uniknąć.
6717:  Dziwna decyzja.
6723:  Nie mam wrażenia, że tak było w jedynce często.
6728:  Może ja tego nie zauważyłem.
6768:  Jesteś w porządku.
6782:  Wszystko jest w porządku.
6811:  Dobrze, mamy.
6811:  Fajnie byłoby go głównie kontrolować, gdyby...
6824:  O zmarja, macha ten jak cepem.
6828:  Pierwszy raz go mogę zaatakować teraz.
6831:  No teraz absolutnie trzeba zmienić na pojedynczy miecz.
6844:  No nie, no co to jest za atak litości?
6860:  Jak zmienić zasięg Szepciecieni?
6861:  Jak?
6864:  Ja myślę, że będzie trzeba zmienić na Wielkiego Mistrza, bo ten wielki... po prostu.
6869:  Bo ten poziom, który jest najwyższy, jest absurdalny przez te ataki, które są czerwone.
6878:  I to jest nieprawda, bo tutaj nie powinno być napisane czas na sparowanie, otrzymywana obrażenia, agresja wrogów.
6883:  Nie.
6883:  Tu powinno być napisane ataki nieparowalne 200%.
6888:  Rekt.
6921:  Przypominam, że dla mnie rolny jest bardzo ważny.
6925:  Nie zamierzam nigdy kanonizować postaci Kylo Rena na tym kanale.
6929:  Nie ma takiej możliwości.
6931:  Kylo Ren nie istnieje.
6938:  A co to było?
6939:  Co to było?
6939:  Co to jest?
6940:  Co to jest?
6940:  Co?
6943:  Żyć czegoś takiego nie widziałem jeszcze.
6949:  No i?
6956:  Gdzie jest mniejsza sekwencja, tak naprawdę nie jest mniejsza sekwencja, ale to Jango, tak szczerze mówiąc.
6965:  Hylo Ren jest dobrą postacią.
6977:  Nieprzemyślana.
6978:  Postać, która nie ma żadnego sensu.
6981:  Na początku ma jakiś Night's of Ren wokół siebie, potem okazuje się, że ich nie ma.
6985:  Potem się znowu okazuje, że ma motywację jedne, potem nagle ma inną motywację, nagle jest zły, potem jest dobry, nic nie wiadomo, też to jest postać Sinusoida, która zachowuje się dokładnie tak, jak scenarzysta tego potrzebuje w danym momencie, a nie tak, by wynikało to z jej własnych motywacji.
7007:  Certain, dzięki za trybut.
7010:  Kylo Ren jest jednym wielkim manga-filmem żyjącym.
7014:  i strzelbą Czechowa.
7016:  Nie jest postacią z krwi i kości.
7017:  Jest tym, czego potrzebowało od niego dwóch reżyserów, z których każdy miał inną koncepcję na rozwój tej postaci.
7025:  A Rey jest jeszcze gorsza.
7026:  Czy Rey to jest po prostu Mary Sue, nie?
7030:  Mieliśmy wiele Mary Sue w historii.
7033:  Okej, czyli tutaj przynajmniej jestem w stanie przełamać jego gardę.
7041:  Czekaj, uważam, że ten poziom jest znacznie bardziej uczciwy od poprzedniego.
7046:  Przynajmniej mogę zadać jakieś obrażenia.
7056:  No.
7060:  O tym właśnie mówię.
7062:  Przełamywanie moich ataków jest możliwe.
7065:  Nigdy vice versa.
7067:  Co tu, co to się stało?
7085:  Dramat.
7101:  Definicja Souls-like'a, że to jest gra z wysokim poziomem trudności, to jest za mało Balrog, jak na definicji Souls-like'a, bo by wynikało z tego, że Warhammer Mechanicus to jest Souls-like, że Warhammer Total War to jest Souls-like i Grand Theft Auto na wyższych poziomach trudności to jest Souls-like.
7120:  A tak nie jest.
7123:  Sonstag ma kilka charakterystycznych elementów.
7126:  Po pierwsze, ma elementy wzięte z Metroidvanii, to znaczy, że się wraca w różne miejsca, które były wcześniej niedostępne.
7132:  Lapiryntowa, zamknięta struktura, bardzo ograniczone możliwości gospodarowania wszelkimi zasobami typu eliksiry man, eliksiry życia itd., itd.
7144:  Specyficzny typ prowadzenia narracji, opierający się na tym, że to jest narracja środowiskowa, że świat opowiada nam o sobie.
7150:  Nie ma tam dialogów, nie ma cutscen, nie ma przerywników filmowych.
7154:  Następnie, nasza postać jest zwykle pozostawiona w tym świecie sama sobie, ma zupełnie inny charakter arc, to znaczy gry fantasy, gry RPG mają charakter arc charakterystyczny dla epic fantasy, gdzie poszukujemy jakiegoś artefaktu, mamy zniszczyć lego lorda, a w soulslike zwykle jesteśmy pozostawieni sami sobie, jesteśmy w takiej narracyjnej pętli, jest zresztą o tym dobry artykuł Hartmut'a Kenitza.
7177:  o micie uniwersalnego typu narracji, gdzie opowiada, że i Nier Automata i Soulslike'i właśnie mają taką pętlę charakterystyczną, fabularną, w której są zamknięci bohaterowie.
7187:  Następnie nie ma możliwości zapisu swobodnego, są checkpointy wyłącznie itd., itd., zwykle nie ma mapy, chociaż nie jest to reguła, jak pokazał to Elden Ring, więc jest bardzo dużo elementów i mechaniki, i gameplayu, i fabuły, i narracji, które składają się na to, że to jest Soulslike, a nie tylko, że to jest duży poziom trudności.
7202:  Moglibyśmy odhaczyć teraz wszystkie rzeczy, których nie ma w Fallen Order i w Jedi Survivor.
7208:  A w Metroidy nie grałem, oprócz może... Graliśmy kiedyś w Hadesa, który ma pewne cechy.
7218:  Jak się zapatrujesz na zabawę z scenariuszem, gdzie cały czas sugerują, że zostanie coś wykorzystane, ale finalnie tego nie używają, to się nazywa red herring, czyli czerwony śledź.
7228:  Tak.
7229:  Crossguard to tradycyjna broń ery Wysokiej Republiki.
7231:  Nie była, ale Wysoka Republika została opisana, z tego co pamiętam, w takim ujęciu po tym, jak wprowadzono ten idiotyczny miecz.
7239:  Poza tym przypominam, że Crossguard z ery wysokorepublikańskiej nie wyglądał tak, jak miecz Kylo Rena, który jest debilny i o tym mówiliśmy sobie na ostatnim live'ie.
7260:  Tyle w temacie tego ataku z wyskoku.
7262:  Dlaczego go nie używam?
7264:  Z tego względu, że wtedy mamy animację, której nie mogę cancelować i nie mogę w żaden sposób uniknąć.
7278:  To jest ten grab atak.
7281:  Gielec świetny.
7283:  Co tu się dzieje w tej walce?
7304:  Aha.
7305:  A, jest jeszcze jedna bardzo ważna cecha Soslega.
7307:  Musi mieć spieprzoną kamerę.
7308:  Żartuję.
7311:  Bez problemu, silnika, którego wykorzystał, używa tą software.
7316:  Akurat tutaj kamera jest dobra.
7318:  To jest bardzo zadziwiające.
7333:  Ale zauważycie, muzyka jest kiepska przy tej walce.
7342:  Dobra.
7344:  Udało się nie zużyć dużej liczby leczenia, to jest dobra wiadomość.
7351:  A może się wyleczę jednak.
7356:  O właśnie, widzicie?
7357:  W trakcie...
7361:  W trakcie tego skoku skarną nas.
7369:  Dlatego nie lubię używać skoku.
7371:  Generalnie w grze, która nie pozwala na animation cancel, błędem moim zdaniem jest używanie ataków, które opierają się na animacji długiej.
7386:  Dual wield... Żaden... Inaczej, kochani.
7389:  Nie używamy żadnej innej postawy do końca gry.
7391:  Uproszczę.
7392:  Uproszczę pytanie na czacie.
7394:  Żadna inna postawa, oprócz pojedynczego miecza i podwójnego miecza, nie będzie wykorzystywana.
7399:  Proste.
7403:  Ja bardzo potrzebuję epickiej muzy w takich walkach.
7406:  Drażni mnie, jak jej nie ma.
7409:  O, tego jeszcze nie było?
7410:  Co tu jest?
7412:  Co to jest?
7413:  Nic nie mogę zrobić!
7416:  Co to jest?
7418:  Cześć Rexkelion.
7419:  No, Dzionek mija dobrze, aczkolwiek wolałbym, żeby ta walka nie trwała tak długo.
7422:  No wreszcie.
7432:  Wiedziałem, wiedziałem, że będziesz mieć czerwony atak.
7450:  Błędem jest opieranie walk na technikach losowych.
7455:  Zawsze będę to powtarzał.
7476:  Wiedziałem, że wystrzelisz.
