🔴 Sif jest jamnikiem, a Gwyn nie | DARK SOULS REMASTERED Livestream #7
🔗 https://www.youtube.com/watch?v=ZXtgOJU1qpg

183:  Muzyka Muzyka Muzyka
3581:  To w takim razie, moi drodzy, nie pozostaje nam nic innego, jak tylko iść do Nowego Londo.
3586:  A potem Bad of Chaos.
3589:  Widziałem, w jaki sposób można scheezować Bad of Chaos, dlatego tak bardzo chcę mieć bomby, ponieważ jako żywo zamierzam widzieć Bad of Chaos raz.
3601:  New Londo, let's go, nie inaczej.
3604:  Jak na razie nie wiem, jak tam iść, jest już dobrze.
3611:  Krókowi trzeba dać Sunlight Maggot z Izalithu.
3614:  Okej.
3615:  Za ten pierścień.
3616:  Czyli mówicie, że wciąż jest szansa, że ona przy... usiąść przy ognisku?
3619:  Mądre, mądre.
3620:  Boże, czemu ja o tym zapominam zawsze?
3622:  Cześć, cześć, cześć, cześć, cześć, cześć, cześć, cześć, cześć, cześć, cześć, cześć, cześć, cześć, cześć, cześć, cześć, cześć, cześć, cześć, cześć, cześć, cześć, cześć, cześć, cześć, cześć, cześć, cześć, cześć, cześć, cześć, cześć, cześć, cześć, cześć, cześć, cześć,
3638:  W remasterze zostało to naprawione.
3639:  Co zostało naprawione na Hili?
3640:  To scizzowanie w Ego Chaos?
3642:  Ja mówię o rzucaniu bomb.
3644:  Widziałem, jak to robiono całkiem niedawno.
3648:  Zmień czar?
3653:  Burza ognia, dobra na razie.
3655:  Chociaż może rzeczywiście.
3657:  Ja jeszcze tam trzy razy wrócę, wiecie o tym.
3660:  Poza Bed of Chaos jeszcze dwóch bossów?
3662:  O, to super.
3663:  To bardzo dobrze, bardzo dobrze.
3666:  Możesz ominąć bossa, masz przymierze i spójrz.
3668:  W życiu nie omijam żadnych bossów.
3669:  Wszystkich bossów eliminujemy.
3672:  Nie ma to tam, bo myślicie, że ktokolwiek... Dobra, czyli tutaj damy E.
3682:  Aha, burza chaosu jest zbyt potężna.
3685:  Potrzebujemy dwóch dostrojeń na burzę chaosu.
3690:  Ale wiecie co wezmę?
3693:  Ognisty beach.
3694:  Naprawdę musimy mieć dużo dostrojeń, mamy za mało dostrojeń.
3699:  Nie podoba mi się to.
3701:  I może, żeby mieć dużo zaklęć, wiecie, bo tak, ja wiem, fajne zaklęcia, potężne zaklęcia, dobrze, dobrze, ale nam potrzeba dużej liczby zaklęć.
3710:  Na razie przynajmniej, żeby zeksplorować nowe lądo.
3713:  Albo na razie nie idziemy na bossa, na pewno.
3715:  Więc w dostrojeniu magii weźmiemy sobie zamiast tych kul ognia wielkich... Aha, i teraz mogę burzę chaosu?
3729:  Nie.
3732:  Śloty magii 2.
3732:  Dobra.
3734:  Więc zamiast tego sobie weźmiemy moje mini.
3739:  Zapłon.
3740:  Niewielki, tylko zapłon normalny.
3743:  Duchy są słabe, nie czarne, niewielu zakręć.
3746:  Ja znam siebie.
3750:  A pokazać czarne, duże... Dobrze, dobrze, to możemy zrobić, na pewno.
3756:  Tylko że wiecie, mam nadzieję, że nikogo nie zabijemy.
3759:  Więc tak, muszę pamiętać, że to jest bitch.
3763:  Nie, nie, nie taka.
3765:  Burza chaosu.
3766:  Dobrze.
3769:  Czy nikogo nie zabije?
3770:  Istnieje taka szansa, że nikogo nie zabije.
3777:  Raz się żyje.
3785:  Wolę odburzy ognia.
3786:  Lepsze odburzy ognia.
3789:  Ale niestety musimy zamiast tego na razie mieć pejczyk, knucik flagelacyjny.
3794:  Czyli zapłon był i był ognisty bicz.
3797:  Ognisty bicz to jest coś, czym zniszczyliśmy kalamita.
3802:  Rozpalnie ogniska, żeby mieć 15 estusów.
3806:  Mądre.
3808:  Mądre, dobrze się tu wróciliśmy.
3811:  Zużyjemy na to podwójne człowieczeństwo jedno.
3813:  O Boże, mam tylko jedno podwójne człowieczeństwo.
3815:  Zużyjemy dwa normalne człowieczeństwo.
3838:  Dobrze.
3841:  Rozpala.
3847:  Kapłanka za free, rozpala?
3849:  Dobrze wiedzieć, brak człowieczeństwa, won.
3853:  15 wystarczy.
3856:  Brud.
3857:  Zaraz zobaczymy czy kapłanka rzeczywiście to robi za free.
3871:  Więc tyle w temacie, moi drodzy, rozpalania za darmo.
3875:  Nie ma żadnego rozpalania za darmo, chyba, że ja czegoś nie wiem.
3878:  Więc użyjmy jeszcze jedno człowieczeństwo.
3882:  Rozpalimy do 20, będzie git.
3885:  Nie taka pułanka, aha.
3889:  Ja rozpalę.
3891:  Jak to brak człowieczeństwa?
3892:  Jak to brak człowieczeństwa?
3901:  Co, co wy mówicie?
3905:  Dlaczego?
3906:  Co?
3909:  Dlaczego to nie zadziałało?
3920:  Czy teraz zadziałało?
3921:  Nic nie rozumiem.
3929:  Ja już nic nie wiem.
3930:  Użyłem magii?
3931:  Aha.
3932:  Czyli użyłem wewnętrznej mocy jakimś cudem.
3935:  Jakimś chędożonym cudem.
3937:  Czy to ognisko teraz płonie jaśniej?
3939:  Twoje ognisko płonie jasno.
3942:  Jedź dalej, mój zaufany sojuszniku.
3948:  Morciu przyszedł się przywitać na trzecia do pracy.
3952:  Na trzecią do pracy.
3955:  Na trzecią w nocy do pracy, czy do trzeciej do pracy?
3957:  Boże, a na trzecią w nocy do pracy?
3960:  Daj spokój.
3962:  Widzicie, nie spadłem.
3963:  Aaa!
3965:  Dobrze.
3968:  Dobrze.
3971:  Fałek i Breka pod ogniskiem rozpadą za darmo do dwudziestu po umieszczeniu przynajmniej jednej duszy bossa w Lord Vessel.
3976:  Umieściłem duszę bossa... Aaa!
3978:  Aaa... Nie umieściłem duszy bossa w Lord Vessel.
3982:  Czy możecie mi wytłumaczyć dlaczego dalej mi uchodzi życie?
3986:  Bo wewnętrzna moc działa mimo... Okej.
3990:  Już wiem dlaczego.
3992:  Thief martwy za pierwszym razem, daj spokój Mateuszu, to było strasznie smutne.
4000:  Good.
4003:  No to moi drodzy, nowe lądo.
4006:  To oznacza, że będziemy musieli używać przedmiotów zużywalnych.
4010:  HP spadało, Smokosław, dlatego, że miałem użytą wewnętrzną moc, wiesz, wtedy ci spada HP.
4015:  Ciekawe jestem, czy tutaj też będą te łapki.
4017:  Nie, one są tutaj tylko raz.
4021:  Okej.
4024:  No to idymy.
4026:  Explore... Aha, i wiecie co?
4028:  Ja sobie zrobię po raz pierwszy, tylko tak.
4034:  Dam sobie tutaj tę łapkę cholerną.
4036:  Już mam bardzo złe przeczucia.
4040:  To się robi z shiftem i w dół, tak?
4043:  A nie, po prostu w dół.
4044:  Dobra.
4047:  Mhm.
4049:  Ja nie... Wiecie, ja bardzo nie lubię duchów.
4051:  Trwa 5 minut?
4053:  No nie mówcie mi nawet jakie 5 minut!
4071:  Chciałbym uprzejmie poinformować, że właśnie tracę czas przez jakiegoś durnego ducha, który podobno nie miał być groźny.
4080:  Teraz tak, druga rzecz.
4082:  Ja tutaj spadłem w jakąś przepaść ostatnio.
4086:  I to było straszne.
4088:  Alter Art, dziękuję za dołączenie do grona wspierające.
4090:  Ściśnij odnowienie wsparcia na kolejny poziom.
4093:  Można też wziąć ostrze ducha, wtedy nie potrzebujesz klątwy.
4096:  Niestety nie mam ostrza ducha.
4097:  Wiesz dlaczego sadrę?
4098:  Ponieważ one wypadają z tych duchów.
4102:  I to nie jest zabawne nawet.
4105:  Idę w totalnie losowe miejsca w tej chwili, bo nie wiem, co tutaj jest ważnego.
4108:  Jeżeli chodzi o, od razu mówię, ulepszenie stosu, to już wzięliśmy.
4117:  Ja bardzo nie lubię duchów, ja się boję duchów.
4120:  Ta gra nie miała być horrorem.
4123:  Patrz pod nogi w tej lokacji, a?
4125:  You, you don't say.
4128:  Miało być pod nogi, pod nogi, pod nogi!
4133:  Err!
4134:  Err!
4136:  ERR!
4138:  Co?!
4145:  Co mnie zabiło?
4149:  Co mnie zabiło właśnie?
4150:  Dlaczego ja ginę na mobkach, a nie ginę na bossach?
4155:  Doskonale.
4157:  Ducha atakują przez ściany?
4159:  A, rozumiem.
4160:  No pewnie.
4163:  Czy... Chciałbym teraz... Chciałbym teraz zapytać uprzejmie, czy... Ja pierdzielę, jak ja tego nienawidzę.
4176:  Widzicie, już dlatego nie znoszę przedmiotów zużywalnych.
4179:  Gdzie są jeszcze te klątwy do kupienia?
4182:  Przecież ja... Przecież to jest jakaś katastrofa!
4193:  Ja zużyję natychmiast te chwilowe klątwy.
4200:  O nie... U tego pod gargulcami chyba są?
4205:  Okej, można jeszcze tam.
4209:  Możemy na dole aktować windę, chociaż zwykle jak to próbuję zrobić, to wtedy ginę.
4216:  Babka w akwedukcie sprzedała.
4218:  Wszystkie już kupiłem, Adamus, były całe dwie.
4221:  Z duchów czasem wypadają, no już to widzę, jak wypadnie cokolwiek z duchów.
4227:  Znając moje szczęście, nie ma na to najmniejszych szans.
4230:  Dobra, nie ma, nie ma to tamto.
4231:  Walę w nich magią.
4233:  Wszystkich wybijamy, może wypadnie.
4240:  Dobrze.
4243:  Czyli tak, już wiem, że trzeba użyć tego wcześniej.
4247:  Duchy potrafią przenikać sufity i podłony.
4249:  No doskonale po prostu, doskonale.
4259:  O nie, żadnego, żadnej walki w zwarciu.
4264:  Jest w wazonie pod mostem też wzięte.
4266:  Ja już zużyłem ze trzy klątwy w sumie.
4272:  W tej lokacji jest gościu, który sprzedaje nielimitowaną ilość za tysiąc głód, przynajmniej tyle.
4289:  Już widzę, już widzę jak dostaniemy dużo.
4291:  No dobra.
4292:  Teraz tak, ognisty... Myślę, że kula ognia chaosu.
4296:  Nie, normalna kula ognia.
4297:  O, proszę, proszę, proszę.
4304:  Tego nie zauwa... O, o, o!
4306:  Jest!
4307:  Dwie chwilowe klątwy!
4309:  Jesteśmy uratowani!
4315:  Jezus, jak ja się przestraszyłem.
4318:  Rzeczywiście przenikają przez mieście rację.
4322:  Czuć, ten ognisty bić!
4325:  I teaa!
4327:  I co!
4329:  I co!
4333:  Knudzik flagellacyjny!
4336:  Miło!
4341:  Mam teraz mnóstwo chwilowych klątw!
4351:  WRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR
4382:  Zresztą nie widzi żadnej wajch.
4388:  Dźwignia obok itemku.
4392:  Nie no, tam jest ewidentnie jakieś przejście, moi drodzy.
4395:  Tam dojdziesz później, okej.
4397:  Czyli nie być chciwym.
4400:  Nie być chciwym.
4401:  Mówię wam, tu jest przejście.
4408:  Nie lubię bardzo takich schodów.
4409:  Bardzo nie lubię takich schodów.
4412:  Gdzie mijam?
4415:  Gdzie wy widzicie jakąś wajchę?
4425:  Co?
4427:  Tu jest ciemno!
4428:  Ja nic nie widzę!
4433:  Aaa... Urządzenie nie rusza się.
4437:  Zajebiście.
4438:  Świetna wajcha.
4441:  To ja może zajdę na dół.
4450:  Skąd ja mam wiedzieć, czy mam aktywną swoją drogą chwilową klątwę?
4455:  Czy gra o tym mówi jakoś?
4457:  Czy gra o tym nie mówi?
4459:  Gra mówi tylko o tym, że jest duch.
4462:  Masz to dowiesz się, czy masz aktywną klątwę po tym, czy będziesz mógł jej zabić, czy nie.
4470:  To jest jakiś super duch.
4472:  Oj tak, to była banshee.
4475:  Chwilowa klątwa dwa razy!
4477:  Nie no, jesteśmy uratowani moi drodzy!
4481:  Urządzenie nie rusza się, to jest błąd, który dostaję często od swojego organizmu, pisze Ole Valles.
4489:  Widać tylko po tym, czy chwilowa klątwa jest na dole wyszarzona, czy nie.
4492:  Aha.
4493:  Doskonale.
4497:  Mam to kopnąć, czy nie mam tego kopnąć?
4499:  Nie mam tego kopnąć.
4502:  Raz mnie... Skąd ja wiedziałem?
4504:  Skąd ja wiedziałem, że to się stanie?
4511:  Oczywiście nie mogę tego zabić w żaden sposób.
4515:  Widzicie?
4515:  I tutaj się przydaje kula ognia.
4519:  Hehehe... Kut.
4524:  Kopnij drabinę, czyli jednak.
4528:  Proszę bardzo.
4530:  Proszę bardzo.
4537:  Kto mnie, kto mnie, kto, co, gdzie?
4542:  Co to było?
4543:  Coś we mnie strzeliło.
4547:  Przestań.
4549:  Przestań być duchem.
4550:  Przestań być duchem.
4551:  Przestań być duchem.
4554:  Ja nie mam chwilowej klątwy teraz.
4555:  Boże, przestało to działać.
4557:  Dlaczego interfejs mi o tym nic nie mówi?
4559:  O Boże, co mam teraz zrobić?
4560:  Co mam teraz zrobić?
4561:  R, R. R. Drugi raz R.
4573:  Jakie chamstwo!
4578:  Skandal!
4582:  Ale lokacja jest klimatyczna, moi drodzy.
4584:  Tego nie mogę... Tego nie mogę zaprzeczyć.
4594:  Przestań być duchem.
4596:  Ojej, jak tak to teraz oberwiesz?
4603:  Albo i nie!
4609:  Okej, mamy przerąbane teraz.
4622:  Metodycznie i ogniście!
4624:  Przestań, przestań, przestań, przestań!
4632:  Co to było?
4633:  Co to było?
4633:  Co to było?
4634:  Co to robi?
4634:  Przecież ja się obronię!
4638:  Jezus Maria... Więc by się burza chaosu przydała.
4644:  Szkoda tylko, Cygor, że ma czas kastowania 17 sekund, kiedy to przeciwnicy atakujący cię przez półtorej sekundy są w stanie momentalnie cię zabić.
4655:  Jakieś AOE by się przydało.
4657:  Szkoda, że w tej grze kula ognia działa na jednego przeciwnika, a nie na wielu.
4662:  Kula ognia to jest iskierką ognia.
4672:  To był grab attack?
4673:  Aha, czyli grab attack przeszedł przez tarczę, no to ma sens.
4679:  Okej, no to teraz nie mam innego wyjścia, moi drodzy.
4681:  Musimy po prostu przebiec przez to wszystko.
4686:  Front Faminea, no niespodzianka.
4690:  Mamy sześć klątw, to jest bardzo mało.
4693:  Widzicie, to jest zabawne, bo startowaliśmy tutaj z sześcioma klątwami.
4699:  Ale mamy skrót łup.
4701:  Tak, jest skrót łup i można ominąć kawałek lokacji.
4703:  Widzicie, na czym polega problem?
4704:  Nie wiem, gdzie ten skrót łup jest.
4708:  I dokąd prowadzi.
4710:  Nie wiem, że odblokowałem drabinę, ale gdzie jest ta drabina odblokowana, tego już nie wiem.
4715:  Wiem, że tutaj będzie wróg.
4720:  Teraz Grab Atak nie był Grab Atakiem.
4726:  Wiecie, ja się boję... No właśnie, żebym tutaj przeszedł, to bym zginął.
4745:  To nie był Skull, dobra.
4746:  Fajnie.
4750:  Teraz tu nic nie wyjdzie, znowu.
4755:  Jezus Maria, mnie to przeraża!
4758:  Przestań mnie przerażać!
4765:  Widziałem, że teraz nie będzie tak ładnie.
4788:  Prawdopodobnie to jest skrót, ale tego nie można moi drodzy jeszcze ogarnąć.
4796:  Widać, czy masz aktywną oklątwę, bo białe poświacie na swojej postaci.
4799:  Bardzo... Biorąc pod uwagę to, jak regeneracja staminy jest pokazana, to naprawdę mogliby się bardziej postarać, wiecie?
4810:  Tutaj będzie na pewno wróg.
4812:  Wiedziałem, wiedziałem.
4820:  A, świetnie.
4830:  Skrót później.
4830:  Dobra, ja byłem tędy.
4832:  Tędy szedłem.
4836:  Chyba.
4838:  Na głowy nie dam.
4840:  Tak, tutaj zabiłem te Banshee.
4844:  Tak, to było tu.
4846:  Tu odblokowałem dra... Skrót tu nie jest skrótem.
4853:  Naprawdę mi się nie podoba to, co tutaj widzę.
4857:  Wydaje mi się, że szedłem tędy.
4864:  To mnie ściga, czy mnie nie ściga?
4868:  Okej, tutaj coś... Nie wiem co ja zrobię, muszę iść do tego kupca, który sprzedaje klątwy.
4885:  Da mi po prostu za mało.
4888:  W tym momencie mam jej pięć.
4889:  Kazarko, Mak, Piekielno, Jamniczego, Ogniaz, za to jest Jamnikołajem.
4893:  Dziękuję najserdeczniej.
4894:  Sikorka Kruk otrzymuje wsparcie.
4895:  Cygor i...
4898:  Towarzysz Tatar i Xeiro i Sadre Perfan, dziękuję serdecznie za obdarowanie społeczności i wsparcie z okazji urodzin, czyli jeszcze wszystkiego urodzinowego i wszystkiego jamniczego dla Kazer Kołomaga, piekielnojamniczego ognia!
4911:  Wszystkiego urodzinowego!
4912:  Wszystkiego urodzinowego!
4914:  Wszystkiego urodzinowego!
4916:  To przynajmniej zatarło gorycz porażki, moi drodzy.
4924:  Ale teraz przynajmniej nie muszę się skradać przez tamtą lokację.
4929:  Teraz po prostu, moi drodzy, biegniemy.
4932:  Nie przejmujemy się żadnymi atakami, biegniemy.
4938:  Można się dać przekląć bazyczką w kanałach pod Blyton.
4940:  Świetny pomysł, nie będę wracał do Blyton po to.
4945:  NPC, który sprzedaje to w budynku na dachu, drabina w kominku.
4948:  Nie wiem, czym jest drabina w kominku.
4954:  Tak czy siak mam zero dusz, więc nie pokupuję sobie.
4960:  Pamiętasz, zawsze jest boska pałka plus piętrze kryształowe.
4962:  Ona na nie nie działa, co zabawne.
4966:  Gnomeus ma piękne życzenia.
4968:  Życzę, abyś zawsze odnalazł swoje ognisko.
4970:  Ach, to było tam, gdzie umarłem.
4971:  Fenomenalne miejsce na umieszczenie kupca, nie sądzicie?
4975:  To znaczy tam, gdzie jest on już niepotrzebny.
4979:  Doskonałe to.
4981:  Absolutnie doskonały.
4986:  Dobrze.
4989:  Więc teraz biegnę.
4989:  Zobaczymy, czy to jest słuszna strategia, czy nie.
4992:  Nie zużywam klątw.
4995:  Po prostu biegnę.
5001:  Chodzi o bazyliszki w kanale ze smokiem.
5003:  Ja wiem, że chodzi o bazyliszki w kanale ze smokiem.
5005:  Nie zamierzam do nich absolutnie iść.
5007:  Wszystko co jest w okolicach tego obrzydliwego miejsca może przestać istnieć w niniejszym.
5012:  Widzicie?
5014:  Nie ścigają nas.
5015:  Bardzo dobrze.
5016:  Bardzo mnie to cieszy.
5017:  Tu będzie tylko pewien problem z nimi.
5022:  Będzie, będzie.
5024:  Ale sobie poradzimy.
5026:  Proszę bardzo jak sobie radzimy.
5028:  Widzicie?
5029:  Można ich kompletnie olać.
5030:  Świetnie, doskonale.
5035:  Ścigają, ale bardzo wolno.
5037:  Świetnie.
5038:  Niech sobie ścigają.
5040:  Zamiar mam kompletnie olewać tych przeciwników.
5042:  O, przypomniałem sobie, że już nie mogę.
5044:  Dobrze.
5045:  Dobrze.
5047:  Biegniemy dalej.
5053:  Biegniemy dalej.
5054:  No i proszę, tutaj zdobędziemy dusze, których i tak nie mamy.
5056:  Świetnie.
5058:  Teraz zużyję klątwę.
5061:  Ponieważ tu się działy niedobre rzeczy.
5068:  Nie, nie wewnętrzna moc, nie we... Przestań, przestań, przestań, przestań!
5074:  To jest tyle w temacie AoE.
5087:  To jest Grav Attack, okej.
5091:  Mhm, świetnie.
5094:  To ja może, to ja może, to ja może.
5098:  Aha, zapomniałem, że ona strzela przez ściany.
5102:  Giniesz.
5105:  O Jezus, dobrze, że mamy dużo zapłonów.
5107:  Okej.
5112:  Przy okazji chciałem zaznaczyć, że żaden duch nie wydropił żadnej klątwy.
5121:  Chciałbym wiedzieć, dlaczego mój zapłon nie działa, no przecież to jest skandal!
5125:  Zacznij działać!
5131:  Ktoś jeszcze?
5132:  Dziękuję.
5136:  Kominek.
5144:  Czy może mi ktoś wyjaśnić, co tutaj się dzieje i co mnie właśnie zabiło?
5148:  Czy mnie ściga duch?
5153:  Mnie ścigał duch.
5155:  Czy on tu się przeteleportuje złośliwie?
5158:  Tu jest NPC.
5161:  Boską pałkę plus 5 można ulepszyć na przeklętą i wtedy działa na duchy.
5165:  Aha.
5166:  Wciąż nie jestem gotów na takie poświęcenie.
5168:  To jest enpec, moi drodzy.
5172:  Jaki on ma strój!
5178:  Dominika pisze, że rysuje najładniejszego jamnika, a ja kaszle.
5206:  ponieważ mój nieszczęsny koktajl ma w sobie orzechy.
5210:  Klucz do pieczęci.
5211:  Dobrze, dobrze, wy nie wiecie jeszcze, jakiego Dominika rysuje Jamnika i nie zdradzamy,
5217:  Można zdobyć też szaty w Blighttown.
5220:  Czterej królowie.
5221:  Ja znam trzech.
5222:  Czy to jest ta śluza, o której ja myślę?
5225:  Czy to jest ta wajcha?
5227:  Znowu otchłań?
5227:  Jezus...
5241:  Długo temu, król Artorius przejechał przez kosmos.
5246:  Jeśli znajdziesz go i nauczysz się od niego, to kosmos może pokazać się niezwykły.
5253:  Cześć tam, klucz do... Cześć tam!
5277:  O Boże, jestem uspokojony już.
5279:  Zaznacz moje słowa.
5280:  Zdejmuję klątwę z Afrii, fajnie.
5282:  Dobrze, że mam siedem kamieni, dziesiąt siedem kamieni oczyszczenia.
5289:  Okej, to już było.
5304:  No nie mam tutaj jakiejś skrzyneczki, nie, to nie była skrzyneczka w ogóle, moi drodzy Lubię takie momenty, oj, lubię takie momenty Tu jest przedmiot Nie, nie, absolutnie nie zamierzam go zabijać w Konradzie, wtedy nie, nie I'm maybe an idiot, but I'm not a fool Widzicie, co jest piękne?
5322:  Dalej idzie, a, chwilowa klątwa, nie wiem dlaczego Uiii... Choć wręcz wiesz, że tu jest sporo kości
5340:  Papatki.
5342:  Gagatki.
5344:  Good.
5347:  Teraz tak, myśmy coś widzieli tutaj.
5354:  To są schody.
5355:  Aaa, to widziałem.
5358:  Przestałeś działać, a będziesz walczył z duchami.
5360:  Zawsze tak jest.
5362:  No już właśnie przestała.
5366:  Równo 5 minut działa klątw, atak czasu rzeczywistego, nawiasem mówiąc.
5371:  Mam jeszcze zapłon.
5372:  Słuchajcie, ja nawet nie mam zielonego pojęcia, gdzie ja idę.
5375:  Ale dawno nie było żadnego przeciwnika.
5388:  Dziękuję, Hidetaka Miyazaki, dziękuję.
5392:  Megowan Melonin przyjeżdża z Renvaldu, witamy!
5396:  Można oglądać wypalanie po zajęciach.
5397:  Trzeba oglądać wypalanie po zajęciach.
5400:  Wypalanie jest ważne, moi drodzy przeciwników, żeby się nie wypalić.
5403:  Kreatywnie na przykład.
5406:  Czy ja dobrze imaginuję sobie, że tędy?
5412:  I teraz tutaj będzie duch.
5416:  Żenada.
5421:  Żałosne.
5422:  Miyazaki powinien był tutaj dać zapadnię.
5426:  Następnie powinien dać kolce 6 duchów, które na nas równocześnie napadają i jeszcze urząd skarbowy.
5433:  W tej właśnie kolejności.
5438:  Fuck you.
5439:  Jakim prawem to nie zadziałało?
5442:  Ja widzę tamtego ducha.
5446:  Dobrze, gdzie ja jestem teraz?
5448:  Czy ja tutaj byłem?
5450:  Nie wiem.
5451:  Cóż to jest na głowie?
5452:  Nie domagajam niksa.
5453:  Korona Dusk.
5454:  Ewidentnie mało ludzi musiał jej używać.
5458:  Nieznany przedmiot powszechnie.
5461:  Widzicie, jak Krzysztof wszystko znajduje?
5463:  Proszę bardzo.
5464:  Człowieczeństwo!
5468:  Nie dawaj mu pomysłów, Miyazaki, słuchaj.
5470:  Ktoś zrobił taki przedowcipny film o tym, jak poprawić Bed of Chaos.
5476:  Przypomnijcie mi o tym, żebyśmy obejrzeli film, jak poprawić Bed of Chaos.
5479:  To jest 30 sekund.
5480:  Jest doskonałe.
5481:  Popłakałem się ze śmiechu.
5483:  Ale to będzie jako nagroda po tym, jak pokonamy Bed of Chaos.
5489:  Tu można wskoczyć na dach.
5491:  Któż by wskakiwał na dach?
5492:  Po cóż.
5494:  Żyjemy w człowieczeństwie.
5495:  We live in humanity.
5496:  Tak jest.
5498:  No dobrze, moi drodzy, to wygląda bardzo niepokojąco.
5502:  Ale ja tutaj widzę wajchę.
5505:  Urządzenie nie rusza się.
5509:  Klucz do pieczęci.
5512:  Oho, to już kiedyś robiłem.
5530:  Wyłóż ten rzekę!
5559:  Teraz skrót działa.
5560:  Czy to jest ten skrót?
5565:  Czy to jest ten skrót łup?
5568:  Tak!
5571:  Tak?
5579:  Ja wiem, gdzie ja jestem!
5583:  Tu jest Dolina Smoków!
5585:  Ooo!
5592:  Ooo, dzień dobry!
5600:  Kogoś pejczyk usmażył.
5603:  To jest naprawdę wybitny game design, powiem wam.
5607:  Naprawdę, ja rzadko używam sformułowania wybitny i game design w jednym zdaniu.
5613:  Level design konkretnie, no rewelacja absolutna.
5621:  Gdzie ja jestem w ogóle?
5622:  Co to jest za miejsce?
5627:  Strasznie mnie cieszy to powiem wam, że ludzie przechodzą przez Dark Souls właśnie w ten sposób.
5632:  O Jezus Maria.
5638:  Przepraszam, co to za pochłanianie mojej magii?
5642:  Więc strasznie mnie cieszy, że ludzie przechodzą dość... Boże.
5646:  Mam szalansko przez dach, bo ja w ten sposób wiele lokacji nie znam.
5650:  Nawet z różnych streamów i tak da... Co tu jest?
5655:  Sugerujecie, że tutaj jest boss?
5659:  Ciała, po których chodzisz, to ciała mieszkańców Nowego Londona, którzy z niego pozwali uciec.
5666:  Dawajcie spokój.
5667:  Ewenement.
5668:  Krzysztof, dzisiaj spójrz na to, gdzie to jest.
5670:  To jest kolejny dowód na to, że da się projektować, moi drodzy, rzeczy w taki sposób, żeby ludzie, którzy się nie orientują tam, w nawigacji, nie orientowali się.
5680:  To jest peak level design.
5684:  Nie podoba mi się natomiast to, co słyszę tutaj.
5687:  Słyszę jakieś gluty, jakieś... jakieś garby, jakieś guzy.
5691:  Jaja miał jak dwa arbuzy.
5692:  O nie!
5695:  On się teleportuje, zauważyliście?
5698:  Albo fejzuje do innego wymiaru rzeczywistości, tak to wygląda.
5702:  Przepraszam, co to było?
5709:  To była najbardziej creepy erekcja ever.
5712:  Czy ta czaszunia właśnie mnie chciała zbałamucić?
5720:  Nie.
5724:  Co to jest?
5734:  A masz.
5738:  Co?
5739:  To, to, to, to, to, to, to, to, to, to, to!
5743:  Płoń!
5746:  To jest to!
5747:  To mnie chciało zbałamucić!
5750:  Masz chlask w miejscu, wejczykie!
5757:  Jakie wredne.
5761:  Czemu ja?
5762:  Czemu ja umieram?
5764:  Czemu ja umieram?
5767:  Eee?
5769:  Obrzygał mnie?
5772:  Niewiarygodne, niewiarygodne chamstwo.
5778:  Ho!
5780:  Jeszcze czego?
5782:  Te czaszunie tylko na to co czekały.
5784:  Tutaj jest skrót łup.
5786:  Wiecie kto tutaj jeszcze jest?
5787:  On.
5800:  Dobrze.
5801:  Teraz póki jeszcze działa czar.
5805:  Sprawdźmy, może tu będą jacyś wrogowie i wyeliminujemy.
5808:  Czy to jest ten skrót łup?
5813:  Ja już nic nie wiem.
5821:  Eee?
5827:  Słyszę tu niedobre rzeczy.
5829:  Wydaje mi się, że to są znowu te duchy, moi drodzy.
5847:  Okej, nie mam zielonego pojęcia.
5849:  Teraz już się zgubiłem.
5858:  Dajcie spokój.
5861:  Gdzie jest Krzysztof?
5863:  Odkrywamy wszelako nowe rzeczy.
5865:  O nie.
5873:  Bardzo duży żar.
5877:  BDŻ.
5877:  Aha.
5881:  Czy ta muzyka mogłaby przestać być taka mroczna?
5883:  Ja cały czas słyszę... Myślisz, że tu można zeskoczyć?
5910:  Czy tu można zeskoczyć?
5911:  Czy to coś da, jak ja tutaj zeskoczę?
5914:  Tu nie ma, nie ma... ...odchłani żadnej.
5918:  Pytanie, czy to coś da.
5921:  Natomiast żartuje, daje ulepszenie plus 15, a to ja już zdobyłem.
5924:  Wszędzie można.
5926:  Ryzyk fizyk.
5929:  No dobrze.
5931:  Co to jest za miejsce?
5933:  To jest miejsce, w którym byłem.
5936:  Poznaję to po licznych trupach.
5944:  Tak, już wiem, gdzie jestem.
